actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
285,PT05M05.00S,2021-12-31T00:21:41.7Z,1,REGULAR,substitution,in,[],1630612,,,1610612764,17,16,2021-12-31T00:54:35Z,866875,,,0,,SUB in: R. Nembhard Jr.,[1630612],1610612739.0,CLE,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M56.00S,2021-12-31T00:21:52.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,69.46452036793693,69.36274509803921,1610612764,17,16,2021-12-31T00:21:57Z,870000,97.0,235.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,25.37,Missed,,,,,,,,,,,,,,,
89,PT04M53.00S,2021-12-31T00:21:55.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,17,16,2021-12-31T00:21:57Z,880000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,88.0,3.0,2.0,1.0,,,,,,,
90,PT04M43.00S,2021-12-31T00:22:05.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,11.908672798948752,56.86274509803921,1610612739,17,18,2021-12-31T00:22:14Z,890000,-34.0,59.0,1,left,E. Mobley 6' turnaround Hook (10 PTS) (L. Markkanen 1 AST),"[1630596, 1628374]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,6.86,Made,10.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,
91,PT04M37.00S,2021-12-31T00:22:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1630612,,,1610612764,17,18,2021-12-31T00:55:00Z,900000,,,0,,R. Nembhard Jr. shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1630612, 1628398]",1610612739.0,CLE,shooting,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Kuzma,1628398.0
93,PT04M37.00S,2021-12-31T00:22:14.3Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,17,18,2021-12-31T00:23:08Z,920000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,Missed,,,,,,,,,,,,,,,
94,PT04M37.00S,2021-12-31T00:22:14.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,17,18,2021-12-31T00:23:08Z,930000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,
95,PT04M37.00S,2021-12-31T00:22:14.3Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,18,18,2021-12-31T00:23:08Z,940000,,,0,,K. Kuzma Free Throw 2 of 2 (8 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
100,PT04M37.00S,2021-12-31T00:22:47.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612739,18,18,2021-12-31T00:24:12Z,945000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M37.00S,2021-12-31T00:22:47.5Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,18,18,2021-12-31T00:24:12Z,947500,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M37.00S,2021-12-31T00:22:47.5Z,1,REGULAR,substitution,in,[],1630264,,,1610612739,18,18,2021-12-31T00:24:12Z,948750,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M37.00S,2021-12-31T00:22:47.5Z,1,REGULAR,substitution,in,[],1630205,,,1610612739,18,18,2021-12-31T00:24:12Z,949375,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M20.00S,2021-12-31T00:23:20.8Z,1,REGULAR,foul,personal,[],1630264,,,1610612739,18,18,2021-12-31T00:45:04Z,950000,,,0,,A. Gill personal FOUL (1 PF),"[1630264, 1630596]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Mobley,1630596.0
98,PT04M17.00S,2021-12-31T00:23:45.6Z,1,REGULAR,foul,personal,[],1630264,,,1610612739,18,18,2021-12-31T00:24:21Z,970000,,,0,,A. Gill personal FOUL (2 PF),"[1630264, 1630596]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Mobley,1630596.0
104,PT04M05.00S,2021-12-31T00:24:12.7Z,1,REGULAR,2pt,Jump Shot,[],1630596,23.078186596583443,68.62745098039215,1610612739,18,20,2021-12-31T00:24:24Z,990000,-93.0,164.0,1,left,E. Mobley 18' Jump Shot (12 PTS) (R. Nembhard Jr. 1 AST),"[1630596, 1630612]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,18.89,Made,12.0,R. Nembhard Jr.,1630612.0,1.0,,,,,,,,,,,
106,PT03M50.00S,2021-12-31T00:24:30.0Z,1,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612764,18,20,2021-12-31T00:24:44Z,1010000,,,0,,L. Stevens shooting personal FOUL (1 PF) (Gill 2 FT),"[1630205, 1630264]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Gill,1630264.0
108,PT03M50.00S,2021-12-31T00:24:54.7Z,1,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,18,20,2021-12-31T00:24:54Z,1030000,,,0,,MISS A. Gill Free Throw 1 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,Missed,,,,,,,,,,,,,,,
109,PT03M50.00S,2021-12-31T00:24:54.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,18,20,2021-12-31T00:24:54Z,1040000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,
110,PT03M50.00S,2021-12-31T00:24:57.7Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,18,20,2021-12-31T00:25:14Z,1050000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M50.00S,2021-12-31T00:24:57.7Z,1,REGULAR,substitution,out,[],1630171,,,1610612764,18,20,2021-12-31T00:25:14Z,1060000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M50.00S,2021-12-31T00:24:57.7Z,1,REGULAR,substitution,in,[],203078,,,1610612764,18,20,2021-12-31T00:25:14Z,1070000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2021-12-31T00:24:57.7Z,1,REGULAR,substitution,in,[],201567,,,1610612764,18,20,2021-12-31T00:25:14Z,1080000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2021-12-31T00:25:17.3Z,1,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,19,20,2021-12-31T00:25:17Z,1090000,,,0,,A. Gill Free Throw 2 of 2 (1 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
115,PT03M29.00S,2021-12-31T00:25:39.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,12.434296977660972,54.166666666666664,1610612739,19,22,2021-12-31T00:25:43Z,1100000,-21.0,64.0,1,left,E. Mobley 6' Hook (14 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,6.77,Made,14.0,,,,,,,,,,,,,,
116,PT03M14.00S,2021-12-31T00:25:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,91.5407358738502,45.588235294117645,1610612764,21,22,2021-12-31T00:26:08Z,1110000,-22.0,27.0,1,right,A. Gill Layup (3 PTS) (B. Beal 2 AST),"[1630264, 203078]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,3.49,Made,3.0,B. Beal,203078.0,2.0,,,,,,,,,,,
118,PT02M59.00S,2021-12-31T00:26:09.6Z,1,REGULAR,3pt,Jump Shot,[],201567,12.959921156373195,96.07843137254902,1610612739,21,25,2021-12-31T00:26:17Z,1130000,-230.0,69.0,1,left,K. Love 24' 3PT step back (11 PTS) (D. Wade 1 AST),"[201567, 1629731]",1610612739.0,CLE,step back,,,Love,K. Love,,,,,,,,24.06,Made,11.0,D. Wade,1629731.0,1.0,,,,,,,,,,,
120,PT02M48.00S,2021-12-31T00:26:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.32917214191852,54.65686274509803,1610612764,23,25,2021-12-31T00:26:26Z,1150000,23.0,20.0,1,right,D. Avdija driving Layup (4 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,,,,3.04,Made,4.0,,,,,,,,,,,,,,
121,PT02M41.00S,2021-12-31T00:26:32.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,23,25,2021-12-31T00:26:32Z,1160000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2021-12-31T00:27:46.4Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,23,25,2021-12-31T00:29:00Z,1170000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2021-12-31T00:27:46.4Z,1,REGULAR,substitution,in,[],1628374,,,1610612739,23,25,2021-12-31T00:29:00Z,1180000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M29.00S,2021-12-31T00:29:35.3Z,1,REGULAR,3pt,Jump Shot,[],201567,34.510512483574246,29.411764705882355,1610612739,23,25,2021-12-31T00:29:45Z,1190000,103.0,272.0,1,left,MISS K. Love 29' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,29.07,Missed,,,,,,,,,,,,,,,
126,PT02M24.00S,2021-12-31T00:29:40.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,23,25,2021-12-31T00:29:45Z,1200000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,
127,PT02M24.00S,2021-12-31T00:29:46.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,23,25,2021-12-31T00:29:46Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M15.00S,2021-12-31T00:30:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.85479632063075,53.92156862745098,1610612764,25,25,2021-12-31T00:47:47Z,1220000,20.0,15.0,1,right,D. Avdija cutting Layup (6 PTS) (B. Beal 3 AST),"[1630166, 203078]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,,,,2.45,Made,6.0,B. Beal,203078.0,3.0,,,,,,,,,,,
130,PT01M49.00S,2021-12-31T00:30:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630205,32.013797634691194,62.745098039215684,1610612739,25,28,2021-12-31T00:30:31Z,1240000,-64.0,248.0,1,left,L. Stevens 25' 3PT  (3 PTS) (L. Markkanen 2 AST),"[1630205, 1628374]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,25.64,Made,3.0,L. Markkanen,1628374.0,2.0,,,,,,,,,,,
132,PT01M38.00S,2021-12-31T00:30:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630264,69.46452036793693,26.225490196078432,1610612764,28,28,2021-12-31T00:30:44Z,1260000,-119.0,235.0,1,right,A. Gill 26' 3PT  (6 PTS) (B. Beal 4 AST),"[1630264, 203078]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,26.29,Made,6.0,B. Beal,203078.0,4.0,,,,,,,,,,,
134,PT01M23.00S,2021-12-31T00:30:52.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,30.699737187910642,23.284313725490197,1610612739,28,28,2021-12-31T00:30:57Z,1280000,134.0,236.0,1,left,MISS L. Markkanen 27' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,27.13,Missed,,,,,,,,,,,,,,,
135,PT01M20.00S,2021-12-31T00:30:55.2Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,28,28,2021-12-31T00:30:57Z,1290000,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,
136,PT01M13.00S,2021-12-31T00:31:03.2Z,1,REGULAR,3pt,Jump Shot,[],1630264,69.20170827858082,23.03921568627451,1610612764,28,28,2021-12-31T00:31:08Z,1300000,-135.0,237.0,1,right,MISS A. Gill 27' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,27.27,Missed,,,,,,,,,,,,,,,
137,PT01M09.00S,2021-12-31T00:31:07.2Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,28,28,2021-12-31T00:31:08Z,1310000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,
138,PT01M01.00S,2021-12-31T00:31:14.5Z,1,REGULAR,2pt,Jump Shot,[],201567,14.931011826544022,25.245098039215684,1610612739,28,28,2021-12-31T00:31:22Z,1320000,124.0,88.0,1,left,MISS K. Love 15' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,,,,15.18,Missed,,,,,,,,,,,,,,,
139,PT00M57.60S,2021-12-31T00:31:17.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,28,28,2021-12-31T00:31:22Z,1330000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,
140,PT00M51.90S,2021-12-31T00:31:24.5Z,1,REGULAR,3pt,Jump Shot,[],203078,68.9388961892247,67.15686274509804,1610612764,31,28,2021-12-31T00:31:29Z,1340000,86.0,239.0,1,right,B. Beal 25' 3PT pullup (7 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,,25.44,Made,7.0,,,,,,,,,,,,,,
141,PT00M51.60S,2021-12-31T00:31:40.4Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612739,31,28,2021-12-31T00:31:40Z,1350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M33.40S,2021-12-31T00:32:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,16.63929040735874,48.77450980392157,1610612739,31,30,2021-12-31T00:53:05Z,1360000,6.0,104.0,1,left,L. Stevens 10' fadeaway Jump Shot (5 PTS),[1630205],1610612739.0,CLE,fadeaway,,,Stevens,L. Stevens,,,,,,,,10.41,Made,5.0,,,,,,,,,,,,,,
144,PT00M11.30S,2021-12-31T00:32:25.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,73.40670170827858,84.06862745098039,1610612764,31,30,2021-12-31T00:32:30Z,1380000,170.0,197.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,26.08,Missed,,,,,,,,,,,,,,,
145,PT00M07.40S,2021-12-31T00:32:29.6Z,1,REGULAR,rebound,offensive,[],1630648,,,1610612764,31,30,2021-12-31T00:32:30Z,1390000,,,0,,J. Schakel REBOUND (Off:1 Def:0),[1630648],1610612764.0,WAS,,,,Schakel,J. Schakel,,,,,,,,,,,,,,144.0,1.0,0.0,1.0,,,,,,,
146,PT00M05.60S,2021-12-31T00:32:31.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,73.01248357424441,15.441176470588236,1610612764,31,30,2021-12-31T00:32:36Z,1400000,-173.0,201.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,26.52,Missed,,,,,,,,,,,,,,,
147,PT00M01.30S,2021-12-31T00:32:35.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,31,30,2021-12-31T00:32:35Z,1410000,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,146.0,4.0,3.0,1.0,,,,,,,
148,PT00M00.20S,2021-12-31T00:32:39.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,43.051905387647835,41.42156862745098,1610612739,31,30,2021-12-31T00:32:53Z,1420000,43.0,352.0,1,left,MISS L. Markkanen 35' running pullup 3PT,[1628374],1610612739.0,CLE,running pullup,,,Markkanen,L. Markkanen,,,,,,,,35.48,Missed,,,,,,,,,,,,,,,
149,PT00M00.10S,2021-12-31T00:32:39.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,31,30,2021-12-31T00:32:53Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,
150,PT00M00.00S,2021-12-31T00:32:54.7Z,1,REGULAR,period,end,[],0,,,1610612739,31,30,2021-12-31T00:32:54Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-31T00:34:55.4Z,2,REGULAR,substitution,out,['startperiod'],1630648,,,1610612739,31,30,2021-12-31T00:35:19Z,1450000,,,0,,SUB out: J. Schakel,[1630648],1610612764.0,WAS,,,,Schakel,J. Schakel,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-31T00:34:55.4Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612739,31,30,2021-12-31T00:35:19Z,1460000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-31T00:34:55.4Z,2,REGULAR,substitution,out,['startperiod'],1630612,,,1610612739,31,30,2021-12-31T00:35:19Z,1470000,,,0,,SUB out: R. Nembhard Jr.,[1630612],1610612739.0,CLE,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-31T00:34:55.4Z,2,REGULAR,substitution,in,['startperiod'],203484,,,1610612739,31,30,2021-12-31T00:35:19Z,1480000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-31T00:34:55.4Z,2,REGULAR,substitution,in,['startperiod'],1630698,,,1610612739,31,30,2021-12-31T00:35:19Z,1490000,,,0,,SUB in: K. Pangos,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-31T00:34:55.4Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,31,30,2021-12-31T00:35:19Z,1500000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-31T00:35:24.0Z,2,REGULAR,period,start,[],0,,,1610612764,31,30,2021-12-31T00:35:24Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M45.00S,2021-12-31T00:35:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,88.12417871222075,41.66666666666667,1610612764,33,30,2021-12-31T00:54:18Z,1520000,-42.0,59.0,1,right,B. Beal 7' driving Layup (9 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,,7.23,Made,9.0,,,,,,,,,,,,,,
160,PT11M33.00S,2021-12-31T00:35:52.2Z,2,REGULAR,foul,personal,['2freethrow'],203484,,,1610612739,33,30,2021-12-31T00:36:09Z,1530000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Markkanen 2 FT),"[203484, 1628374]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Markkanen,1628374.0
164,PT11M33.00S,2021-12-31T00:36:24.2Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,33,31,2021-12-31T00:36:24Z,1550000,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
165,PT11M33.00S,2021-12-31T00:36:38.7Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,33,32,2021-12-31T00:36:38Z,1560000,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
166,PT11M27.00S,2021-12-31T00:36:47.8Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612764,33,32,2021-12-31T00:37:01Z,1570000,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1630205]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1.0,Stevens,1630205.0,,,,,,,,,,,,,,,,,
167,PT11M27.00S,2021-12-31T00:36:47.8Z,2,REGULAR,steal,,[],1630205,,,1610612739,33,32,2021-12-31T00:59:41Z,1580000,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M27.00S,2021-12-31T00:36:57.6Z,2,REGULAR,foul,personal,[],1630166,,,1610612739,33,32,2021-12-31T00:58:22Z,1590000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1630205]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Stevens,1630205.0
170,PT11M05.00S,2021-12-31T00:37:24.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630698,6.915243101182654,53.67647058823529,1610612739,33,34,2021-12-31T00:37:32Z,1610000,-18.0,13.0,1,left,K. Pangos driving Layup (2 PTS),[1630698],1610612739.0,CLE,driving,,,Pangos,K. Pangos,,,,,,,,2.22,Made,2.0,,,,,,,,,,,,,,
171,PT10M57.00S,2021-12-31T00:37:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.85479632063075,52.94117647058824,1610612764,35,34,2021-12-31T00:37:41Z,1620000,15.0,15.0,1,right,B. Beal driving Layup (11 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,,2.08,Made,11.0,,,,,,,,,,,,,,
172,PT10M57.00S,2021-12-31T00:37:38.0Z,2,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612764,35,34,2021-12-31T00:37:51Z,1630000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Beal 1 FT),"[1628374, 203078]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Beal,203078.0
174,PT10M57.00S,2021-12-31T00:38:06.2Z,2,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,36,34,2021-12-31T00:38:06Z,1650000,,,0,,B. Beal Free Throw 1 of 1 (12 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
175,PT10M36.00S,2021-12-31T00:38:28.2Z,2,REGULAR,3pt,Jump Shot,[],1630698,31.882391590013142,30.88235294117647,1610612739,36,34,2021-12-31T00:38:34Z,1660000,96.0,247.0,1,left,MISS K. Pangos 26' pullup 3PT,[1630698],1610612739.0,CLE,pullup,,,Pangos,K. Pangos,,,,,,,,26.5,Missed,,,,,,,,,,,,,,,
176,PT10M33.00S,2021-12-31T00:38:31.2Z,2,REGULAR,rebound,defensive,[],1630264,,,1610612764,36,34,2021-12-31T00:38:34Z,1670000,,,0,,A. Gill REBOUND (Off:0 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,
177,PT10M18.00S,2021-12-31T00:38:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,93.11760840998686,53.67647058823529,1610612764,38,34,2021-12-31T00:38:54Z,1680000,18.0,12.0,1,right,A. Gill cutting Layup (8 PTS) (D. Avdija 1 AST),"[1630264, 1630166]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,,,,2.21,Made,8.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,
179,PT10M08.00S,2021-12-31T00:38:56.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,16.245072273324574,37.99019607843137,1610612739,38,34,2021-12-31T00:39:02Z,1700000,60.0,100.0,1,left,MISS L. Stevens 11' turnaround Shot,[1630205],1610612739.0,CLE,turnaround,,,Stevens,L. Stevens,,,,,,,,11.68,Missed,,,,,,,,,,,,,,,
180,PT10M06.00S,2021-12-31T00:38:58.0Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,38,34,2021-12-31T00:39:02Z,1710000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,
181,PT10M02.00S,2021-12-31T00:39:02.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,92.32917214191852,43.38235294117647,1610612764,38,34,2021-12-31T01:01:39Z,1720000,-33.0,20.0,1,right,MISS D. Avdija running Layup,[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,,,,3.85,Missed,,,,,,,,,,,,,,,
182,PT10M00.00S,2021-12-31T00:39:04.6Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,38,34,2021-12-31T00:39:12Z,1730000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,181.0,1.0,1.0,0.0,,,,,,,
