actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
367,PT09M57.00S,2022-02-15T01:29:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,93.24901445466492,52.20588235294118,1610612765,56,56,2022-02-15T01:30:11Z,3600000,11.0,11.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,1.56,Missed,,,,,,,,,,,,,,,,,,,
368,PT09M57.00S,2022-02-15T01:29:28.0Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,56,56,2022-02-15T01:29:42Z,3610000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,367.0,,,,,,,,,,,4.0,4.0,0.0,,,,,
369,PT09M45.00S,2022-02-15T01:29:39.4Z,3,REGULAR,3pt,Jump Shot,[],203484,22.552562417871222,91.91176470588235,1610612764,59,56,2022-02-15T01:29:45Z,3620000,-210.0,159.0,1,left,K. Caldwell-Pope 26' 3PT  (10 PTS) (T. Bryant 1 AST),"[203484, 1628418]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.34,Made,,10.0,,,,,,,T. Bryant,1628418.0,1.0,,,,,,,,
377,PT09M31.00S,2022-02-15T01:30:01.2Z,3,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612765,59,56,2022-02-15T01:32:29Z,3655000,,,0,,T. Bryant shooting personal FOUL (3 PF) (Cunningham 2 FT),"[1628418, 1630595]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,,,,,202058.0,3.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,
375,PT09M31.00S,2022-02-15T01:30:23.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,59,56,2022-02-15T01:32:08Z,3680000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT09M31.00S,2022-02-15T01:30:24.4Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612765,59,56,2022-02-15T01:34:07Z,3690000,,,0,,,[],1610612765.0,DET,overturned,,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,Corrected to Shooting Foul on T. Bryant
379,PT09M31.00S,2022-02-15T01:30:24.5Z,3,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,59,57,2022-02-15T01:33:41Z,3700000,,,0,,C. Cunningham Free Throw 1 of 2 (5 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
380,PT09M31.00S,2022-02-15T01:30:24.5Z,3,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,59,58,2022-02-15T01:33:41Z,3710000,,,0,,C. Cunningham Free Throw 2 of 2 (6 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
381,PT09M17.00S,2022-02-15T01:34:05.1Z,3,REGULAR,turnover,bad pass,[],203484,,,1610612764,59,58,2022-02-15T01:34:09Z,3720000,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 203924]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,1.0,,,,,,,,,Grant,203924.0,
382,PT09M17.00S,2022-02-15T01:34:05.1Z,3,REGULAR,steal,,[],203924,,,1610612765,59,58,2022-02-15T01:34:07Z,3730000,,,0,,J. Grant STEAL (1 STL),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT09M14.00S,2022-02-15T01:34:10.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,59,58,2022-02-15T01:34:10Z,3740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT09M02.00S,2022-02-15T01:34:39.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203924,90.22667542706965,65.44117647058823,1610612765,59,58,2022-02-15T01:34:43Z,3750000,77.0,39.0,1,right,MISS J. Grant 8' floating Shot,[203924],1610612765.0,DET,floating,,,Grant,J. Grant,,,,,8.67,Missed,,,,,,,,,,,,,,,,,,,
385,PT09M00.00S,2022-02-15T01:34:41.6Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,59,58,2022-02-15T01:34:43Z,3760000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,384.0,,,,,,,,,,,5.0,5.0,0.0,,,,,
386,PT08M55.00S,2022-02-15T01:34:49.0Z,3,REGULAR,foul,personal,[],1630180,,,1610612764,59,58,2022-02-15T01:35:00Z,3770000,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 1628398]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,203592.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,
388,PT08M46.00S,2022-02-15T01:35:20.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,13.354139290407357,61.274509803921575,1610612764,61,58,2022-02-15T01:35:24Z,3790000,-56.0,73.0,1,left,K. Kuzma 9' floating Jump Shot (12 PTS),[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,9.22,Made,,12.0,,,,,,,,,,,,,,,,,
389,PT08M33.00S,2022-02-15T01:35:33.4Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,61,58,2022-02-15T01:35:38Z,3800000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 203526]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,1.0,,,,,,,,,Neto,203526.0,
390,PT08M33.00S,2022-02-15T01:35:33.4Z,3,REGULAR,steal,,[],203526,,,1610612764,61,58,2022-02-15T01:36:48Z,3810000,,,0,,R. Neto STEAL (3 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M27.00S,2022-02-15T01:35:43.0Z,3,REGULAR,turnover,out-of-bounds,[],203526,,,1610612764,61,58,2022-02-15T01:35:49Z,3820000,,,0,,R. Neto bad pass out-of-bounds TURNOVER (2 TO),[203526],1610612764.0,WAS,bad pass,,,Neto,R. Neto,,,,,,,,,202058.0,,,,,2.0,,,,,,,,,,,
392,PT08M19.00S,2022-02-15T01:36:10.7Z,3,REGULAR,foul,offensive,[],203924,,,1610612765,61,58,2022-02-15T01:36:21Z,3830000,,,0,,J. Grant offensive FOUL (2 PF),"[203924, 203526]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,203592.0,2.0,0.0,Neto,203526.0,,,,,,,,,,,,
394,PT08M19.00S,2022-02-15T01:36:10.7Z,3,REGULAR,turnover,offensive foul,[],203924,,,1610612765,61,58,2022-02-15T01:36:10Z,3850000,,,0,,J. Grant offensive foul TURNOVER (3 TO),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,203592.0,,,,,3.0,,,,,,,,,,,
395,PT08M05.00S,2022-02-15T01:36:36.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628398,9.937582128777924,75.0,1610612764,63,58,2022-02-15T01:36:42Z,3860000,-125.0,41.0,1,left,K. Kuzma 13' fadeaway Jump Shot (14 PTS),[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,13.15,Made,,14.0,,,,,,,,,,,,,,,,,
396,PT07M52.00S,2022-02-15T01:36:50.4Z,3,REGULAR,2pt,Jump Shot,[],1630595,84.97043363994744,75.73529411764706,1610612765,63,60,2022-02-15T01:36:56Z,3870000,129.0,89.0,1,right,C. Cunningham 15' pullup Jump Shot (8 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,15.64,Made,,8.0,,,,,,,,,,,,,,,,,
397,PT07M26.00S,2022-02-15T01:37:16.3Z,3,REGULAR,2pt,Jump Shot,[],1628398,4.944152431011826,13.23529411764706,1610612764,63,60,2022-02-15T01:37:21Z,3880000,184.0,-6.0,1,left,MISS K. Kuzma 18' fadeaway Shot,[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,18.39,Missed,,,,,,,,,,,,,,,,,,,
398,PT07M24.00S,2022-02-15T01:37:18.3Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,63,60,2022-02-15T01:37:21Z,3890000,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,397.0,,,,,,,,,,,3.0,2.0,1.0,,,,,
399,PT07M12.00S,2022-02-15T01:37:31.9Z,3,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612765,63,60,2022-02-15T01:37:41Z,3900000,,,0,,T. Bryant shooting personal FOUL (4 PF) (Bey 2 FT),"[1628418, 1630180]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,,,,,203592.0,4.0,0.0,Bey,1630180.0,,,,,,,,,,,,
401,PT07M12.00S,2022-02-15T01:38:05.8Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,63,60,2022-02-15T01:38:05Z,3920000,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Missed,,,,,,,,,,,,,,,,,,,
402,PT07M12.00S,2022-02-15T01:38:05.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,63,60,2022-02-15T01:38:05Z,3930000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,
403,PT07M12.00S,2022-02-15T01:38:08.0Z,3,REGULAR,substitution,out,[],1628418,,,1610612765,63,60,2022-02-15T01:38:13Z,3940000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M12.00S,2022-02-15T01:38:08.0Z,3,REGULAR,substitution,in,[],1630264,,,1610612765,63,60,2022-02-15T01:38:13Z,3950000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M12.00S,2022-02-15T01:38:27.6Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,63,61,2022-02-15T01:38:27Z,3960000,,,0,,S. Bey Free Throw 2 of 2 (21 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,21.0,,,,,,,,,,,,,,,,,
406,PT06M48.00S,2022-02-15T01:38:54.4Z,3,REGULAR,2pt,Jump Shot,[],203484,20.45006570302234,61.029411764705884,1610612764,63,61,2022-02-15T01:39:00Z,3970000,-55.0,140.0,1,left,MISS K. Caldwell-Pope 15' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,15.02,Missed,,,,,,,,,,,,,,,,,,,
407,PT06M46.00S,2022-02-15T01:38:56.6Z,3,REGULAR,rebound,offensive,[],1630264,,,1610612764,63,61,2022-02-15T01:38:56Z,3980000,,,0,,A. Gill REBOUND (Off:1 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,406.0,,,,,,,,,,,2.0,1.0,1.0,,,,,
408,PT06M44.00S,2022-02-15T01:38:58.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,29.517082785808146,26.47058823529412,1610612764,66,61,2022-02-15T01:39:02Z,3990000,118.0,225.0,1,left,C. Kispert 25' 3PT  (5 PTS) (A. Gill 2 AST),"[1630557, 1630264]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.39,Made,,5.0,,,,,,,A. Gill,1630264.0,2.0,,,,,,,,
410,PT06M21.00S,2022-02-15T01:39:20.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.46057818659659,55.14705882352941,1610612765,66,63,2022-02-15T01:39:25Z,4010000,26.0,18.0,1,right,C. Cunningham driving Layup (10 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,3.16,Made,,10.0,,,,,,,,,,,,,,,,,
411,PT06M05.00S,2022-02-15T01:39:36.7Z,3,REGULAR,3pt,Jump Shot,[],203484,30.56833114323259,18.38235294117647,1610612764,69,63,2022-02-15T01:39:42Z,4020000,158.0,235.0,1,left,K. Caldwell-Pope 28' 3PT pullup (13 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,28.31,Made,,13.0,,,,,,,,,,,,,,,,,
412,PT05M42.00S,2022-02-15T01:40:00.3Z,3,REGULAR,2pt,Jump Shot,[],1630595,77.34888304862024,49.754901960784316,1610612765,69,65,2022-02-15T01:40:06Z,4030000,-1.0,160.0,1,right,C. Cunningham 16' step back Jump Shot (12 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,16.04,Made,,12.0,,,,,,,,,,,,,,,,,
413,PT05M19.00S,2022-02-15T01:40:22.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,12.959921156373195,51.71568627450981,1610612764,71,65,2022-02-15T01:40:38Z,4040000,-9.0,69.0,1,left,K. Kuzma 6' floating Jump Shot (16 PTS),[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,6.98,Made,,16.0,,,,,,,,,,,,,,,,,
414,PT04M56.00S,2022-02-15T01:40:46.6Z,3,REGULAR,3pt,Jump Shot,[],202709,87.20433639947439,2.941176470588235,1610612765,71,68,2022-02-15T01:40:52Z,4050000,-235.0,68.0,1,right,C. Joseph 24' 3PT  (3 PTS) (S. Bey 4 AST),"[202709, 1630180]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,24.49,Made,,3.0,,,,,,,S. Bey,1630180.0,4.0,,,,,,,,
416,PT04M31.00S,2022-02-15T01:41:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,7.5722733245729295,45.34313725490196,1610612764,73,68,2022-02-15T01:41:15Z,4070000,23.0,19.0,1,left,C. Kispert Layup (7 PTS) (R. Neto 2 AST),"[1630557, 203526]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,2.99,Made,,7.0,,,,,,,R. Neto,203526.0,2.0,,,,,,,,
418,PT04M25.00S,2022-02-15T01:41:22.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,73,68,2022-02-15T01:41:22Z,4090000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,out,[],203526,,,1610612765,73,68,2022-02-15T01:43:53Z,4100000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,out,[],1630557,,,1610612765,73,68,2022-02-15T01:43:53Z,4110000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,out,[],1630595,,,1610612765,73,68,2022-02-15T01:43:53Z,4120000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,73,68,2022-02-15T01:43:53Z,4130000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,in,[],202397,,,1610612765,73,68,2022-02-15T01:43:53Z,4140000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,in,[],1630166,,,1610612765,73,68,2022-02-15T01:43:53Z,4150000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,in,[],1628963,,,1610612765,73,68,2022-02-15T01:43:53Z,4160000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M25.00S,2022-02-15T01:43:06.3Z,3,REGULAR,substitution,in,[],1628977,,,1610612765,73,68,2022-02-15T01:43:53Z,4170000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M10.00S,2022-02-15T01:44:29.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,85.3646517739816,34.31372549019608,1610612765,73,68,2022-02-15T01:44:34Z,4180000,-78.0,85.0,1,right,MISS S. Bey 11' floating Shot,[1630180],1610612765.0,DET,floating,,,Bey,S. Bey,,,,,11.57,Missed,,,,,,,,,,,,,,,,,,,
428,PT04M07.00S,2022-02-15T01:44:32.7Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,73,68,2022-02-15T01:44:34Z,4190000,,,0,,D. Avdija REBOUND (Off:2 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,427.0,,,,,,,,,,,6.0,4.0,2.0,,,,,
429,PT03M50.00S,2022-02-15T01:44:49.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630264,7.703679369250986,52.69607843137255,1610612764,73,68,2022-02-15T01:44:53Z,4200000,-13.0,20.0,1,left,MISS A. Gill DUNK - blocked,"[1630264, 1628977]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,2.4,Missed,,,,,,,,,,,,,,,Diallo,1628977.0,,,
430,PT03M50.00S,2022-02-15T01:44:49.0Z,3,REGULAR,block,,[],1628977,,,1610612764,73,68,2022-02-15T01:44:51Z,4210000,,,0,,H. Diallo BLOCK (1 BLK),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M47.00S,2022-02-15T01:44:52.0Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,73,68,2022-02-15T01:44:53Z,4220000,,,0,,C. Joseph REBOUND (Off:0 Def:3),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,429.0,,,,,,,,,,,3.0,3.0,0.0,,,,,
432,PT03M43.00S,2022-02-15T01:44:56.8Z,3,REGULAR,3pt,Jump Shot,[],203924,78.0059132720105,10.784313725490197,1610612765,73,68,2022-02-15T01:45:03Z,4230000,-196.0,154.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
433,PT03M41.00S,2022-02-15T01:44:58.8Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,73,68,2022-02-15T01:45:03Z,4240000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,432.0,,,,,,,,,,,2.0,1.0,1.0,,,,,
434,PT03M41.00S,2022-02-15T01:45:01.9Z,3,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612765,73,68,2022-02-15T01:45:12Z,4250000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Diallo 2 FT),"[1630166, 1628977]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,202058.0,1.0,0.0,Diallo,1628977.0,,,,,,,,,,,,
436,PT03M41.00S,2022-02-15T01:45:31.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628977,,,1610612765,73,69,2022-02-15T01:45:31Z,4270000,,,0,,H. Diallo Free Throw 1 of 2 (5 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
437,PT03M41.00S,2022-02-15T01:45:50.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628977,,,1610612765,73,70,2022-02-15T01:45:50Z,4280000,,,0,,H. Diallo Free Throw 2 of 2 (6 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
438,PT03M24.00S,2022-02-15T01:46:11.8Z,3,REGULAR,turnover,traveling,[],1628398,,,1610612764,73,70,2022-02-15T01:46:18Z,4290000,,,0,,K. Kuzma traveling TURNOVER (3 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,1626302.0,,,,,3.0,,,,,,,,,,,
439,PT03M24.00S,2022-02-15T01:46:15.1Z,3,REGULAR,substitution,out,[],202709,,,1610612765,73,70,2022-02-15T01:46:22Z,4300000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M24.00S,2022-02-15T01:46:15.1Z,3,REGULAR,substitution,in,[],1630165,,,1610612765,73,70,2022-02-15T01:46:22Z,4310000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M13.00S,2022-02-15T01:46:39.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,94.03745072273325,43.872549019607845,1610612765,73,72,2022-02-15T01:46:43Z,4320000,-31.0,4.0,1,right,M. Bagley III alley-oop Layup (6 PTS) (H. Diallo 1 AST),"[1628963, 1628977]",1610612765.0,DET,alley-oop,,,Bagley III,M. Bagley III,,,,,3.08,Made,,6.0,,,,,,,H. Diallo,1628977.0,1.0,,,,,,,,
443,PT03M05.00S,2022-02-15T01:46:45.3Z,3,REGULAR,3pt,Jump Shot,[],203484,27.414586070959263,85.5392156862745,1610612764,73,72,2022-02-15T01:46:50Z,4340000,-178.0,205.0,1,left,MISS K. Caldwell-Pope 27' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
444,PT03M03.00S,2022-02-15T01:46:47.3Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,73,72,2022-02-15T01:46:50Z,4350000,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,443.0,,,,,,,,,,,3.0,2.0,1.0,,,,,
445,PT02M57.00S,2022-02-15T01:46:54.6Z,3,REGULAR,2pt,Jump Shot,[],1628977,87.72996057818659,32.35294117647059,1610612765,73,74,2022-02-15T01:47:32Z,4360000,-88.0,63.0,1,right,H. Diallo 10' pullup bank Jump Shot (8 PTS),[1628977],1610612765.0,DET,pullup bank,,,Diallo,H. Diallo,,,,,10.83,Made,,8.0,,,,,,,,,,,,,,,,,
446,PT02M56.00S,2022-02-15T01:47:00.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,73,74,2022-02-15T01:47:00Z,4370000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M56.00S,2022-02-15T01:47:56.3Z,3,REGULAR,substitution,out,[],203484,,,1610612764,73,74,2022-02-15T01:48:24Z,4380000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M56.00S,2022-02-15T01:47:56.3Z,3,REGULAR,substitution,in,[],1630557,,,1610612764,73,74,2022-02-15T01:48:24Z,4390000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M41.00S,2022-02-15T01:48:47.1Z,3,REGULAR,2pt,Jump Shot,[],202397,18.610381077529567,25.0,1610612764,75,74,2022-02-15T01:48:54Z,4400000,125.0,122.0,1,left,I. Smith 17' pullup Jump Shot (6 PTS) (K. Kuzma 2 AST),"[202397, 1628398]",1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,17.49,Made,,6.0,,,,,,,K. Kuzma,1628398.0,2.0,,,,,,,,
451,PT02M20.00S,2022-02-15T01:49:07.6Z,3,REGULAR,3pt,Jump Shot,[],1630165,67.49342969776609,39.950980392156865,1610612765,75,74,2022-02-15T01:49:14Z,4420000,-50.0,253.0,1,right,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
452,PT02M17.00S,2022-02-15T01:49:10.6Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,75,74,2022-02-15T01:49:14Z,4430000,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,451.0,,,,,,,,,,,3.0,3.0,0.0,,,,,
453,PT02M13.00S,2022-02-15T01:49:15.7Z,3,REGULAR,3pt,Jump Shot,[],1630557,32.802233902759525,53.431372549019606,1610612764,78,74,2022-02-15T01:49:23Z,4440000,-17.0,256.0,1,left,C. Kispert 25' 3PT  (10 PTS) (I. Smith 4 AST),"[1630557, 202397]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.64,Made,,10.0,,,,,,,I. Smith,202397.0,4.0,,,,,,,,
455,PT01M59.00S,2022-02-15T01:49:29.0Z,3,REGULAR,2pt,Hook,[],1628963,92.9862023653088,32.35294117647059,1610612765,78,76,2022-02-15T01:49:34Z,4460000,-88.0,13.0,1,right,M. Bagley III 8' Hook (8 PTS) (K. Hayes 3 AST),"[1628963, 1630165]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,8.92,Made,,8.0,,,,,,,K. Hayes,1630165.0,3.0,,,,,,,,
456,PT01M52.00S,2022-02-15T01:49:35.3Z,3,REGULAR,3pt,Jump Shot,[],1630557,34.37910643889619,50.98039215686274,1610612764,78,76,2022-02-15T01:49:40Z,4470000,-5.0,271.0,1,left,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
457,PT01M50.00S,2022-02-15T01:49:37.3Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,78,76,2022-02-15T01:49:40Z,4480000,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,456.0,,,,,,,,,,,4.0,3.0,1.0,,,,,
