actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
95,PT04M36.00S,2022-02-15T00:25:37.3Z,1,REGULAR,foul,personal,[],1630595,,,1610612764,13,13,2022-02-15T00:25:41Z,930000,,,0,,C. Cunningham loose ball personal FOUL (2 PF),"[1630595, 1628398]",1610612765.0,DET,loose ball,,,Cunningham,C. Cunningham,,,,,,,,,1626302.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,
97,PT04M36.00S,2022-02-15T00:25:54.8Z,1,REGULAR,substitution,out,[],1630595,,,1610612764,13,13,2022-02-15T00:26:01Z,950000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2022-02-15T00:25:54.8Z,1,REGULAR,substitution,in,[],1628977,,,1610612764,13,13,2022-02-15T00:26:01Z,960000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M24.00S,2022-02-15T00:26:21.1Z,1,REGULAR,foul,personal,['2freethrow'],202709,,,1610612764,13,13,2022-02-15T00:26:33Z,970000,,,0,,C. Joseph shooting personal FOUL (1 PF) (Hachimura 2 FT),"[202709, 1629060]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,,203592.0,1.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,
101,PT04M24.00S,2022-02-15T00:26:46.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629060,,,1610612764,14,13,2022-02-15T00:26:46Z,990000,,,0,,R. Hachimura Free Throw 1 of 2 (1 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
102,PT04M24.00S,2022-02-15T00:26:47.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612764,14,13,2022-02-15T00:27:02Z,1000000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M24.00S,2022-02-15T00:26:47.1Z,1,REGULAR,substitution,in,[],1628963,,,1610612764,14,13,2022-02-15T00:27:02Z,1010000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M24.00S,2022-02-15T00:27:08.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629060,,,1610612764,15,13,2022-02-15T00:27:08Z,1020000,,,0,,R. Hachimura Free Throw 2 of 2 (2 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,Made,,2.0,,,,,,,,,,,,,,,,,
105,PT04M11.00S,2022-02-15T00:27:23.4Z,1,REGULAR,turnover,lost ball,[],202709,,,1610612765,15,13,2022-02-15T00:27:36Z,1030000,,,0,,C. Joseph lost ball TURNOVER (1 TO),"[202709, 203526]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,1.0,,,,,,,,,Neto,203526.0,
106,PT04M11.00S,2022-02-15T00:27:23.4Z,1,REGULAR,steal,,[],203526,,,1610612764,15,13,2022-02-15T00:27:29Z,1040000,,,0,,R. Neto STEAL (2 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M11.00S,2022-02-15T00:27:30.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612764,15,13,2022-02-15T00:30:53Z,1050000,,,0,,C. Joseph take personal FOUL (2 PF) (Neto 2 FT),"[202709, 203526]",1610612765.0,DET,take,,,Joseph,C. Joseph,,,,,,,,,203592.0,2.0,0.0,Neto,203526.0,,,,,,,,,,,,
109,PT04M11.00S,2022-02-15T00:27:58.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203526,,,1610612764,15,13,2022-02-15T00:27:58Z,1070000,,,0,,MISS R. Neto Free Throw 1 of 2,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M11.00S,2022-02-15T00:27:58.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,15,13,2022-02-15T00:27:58Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,
111,PT04M11.00S,2022-02-15T00:27:58.9Z,1,REGULAR,substitution,out,[],203484,,,1610612764,15,13,2022-02-15T00:28:17Z,1090000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M11.00S,2022-02-15T00:27:58.9Z,1,REGULAR,substitution,out,[],202709,,,1610612764,15,13,2022-02-15T00:28:17Z,1100000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M11.00S,2022-02-15T00:27:58.9Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,15,13,2022-02-15T00:28:17Z,1110000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M11.00S,2022-02-15T00:27:58.9Z,1,REGULAR,substitution,in,[],1630165,,,1610612764,15,13,2022-02-15T00:28:17Z,1120000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M11.00S,2022-02-15T00:28:22.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203526,,,1610612764,16,13,2022-02-15T00:28:22Z,1130000,,,0,,R. Neto Free Throw 2 of 2 (5 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
116,PT03M56.00S,2022-02-15T00:28:36.8Z,1,REGULAR,turnover,lost ball,[],1630165,,,1610612765,16,13,2022-02-15T00:28:41Z,1140000,,,0,,K. Hayes lost ball TURNOVER (1 TO),"[1630165, 1629060]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,1.0,,,,,,,,,Hachimura,1629060.0,
117,PT03M56.00S,2022-02-15T00:28:36.8Z,1,REGULAR,steal,,[],1629060,,,1610612764,16,13,2022-02-15T00:28:39Z,1150000,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M39.00S,2022-02-15T00:28:53.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,79.188567674113,6.862745098039216,1610612764,16,13,2022-02-15T00:29:00Z,1160000,-216.0,143.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M34.00S,2022-02-15T00:28:58.3Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,16,13,2022-02-15T00:29:00Z,1170000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,118.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
120,PT03M26.00S,2022-02-15T00:29:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,8.09789750328515,53.67647058823529,1610612765,16,15,2022-02-15T00:31:31Z,1180000,-18.0,24.0,1,left,J. Grant driving Layup (2 PTS),[203924],1610612765.0,DET,driving,,,Grant,J. Grant,,,,,2.99,Made,,2.0,,,,,,,,,,,,,,,,,
121,PT03M26.00S,2022-02-15T00:29:12.7Z,1,REGULAR,foul,personal,['1freethrow'],203526,,,1610612765,16,15,2022-02-15T00:29:18Z,1190000,,,0,,R. Neto shooting personal FOUL (2 PF) (Grant 1 FT),"[203526, 203924]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,203592.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,
123,PT03M26.00S,2022-02-15T00:29:20.1Z,1,REGULAR,substitution,out,[],203526,,,1610612765,16,15,2022-02-15T00:30:00Z,1210000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M26.00S,2022-02-15T00:29:20.1Z,1,REGULAR,substitution,in,[],202397,,,1610612765,16,15,2022-02-15T00:30:00Z,1220000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M26.00S,2022-02-15T00:29:39.5Z,1,REGULAR,freethrow,1 of 1,[],203924,,,1610612765,16,16,2022-02-15T00:29:39Z,1230000,,,0,,J. Grant Free Throw 1 of 1 (3 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
126,PT03M12.00S,2022-02-15T00:29:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202397,93.77463863337714,49.754901960784316,1610612764,18,16,2022-02-15T00:31:54Z,1240000,-1.0,6.0,1,right,I. Smith driving reverse Layup (2 PTS),[202397],1610612764.0,WAS,driving reverse,,,Smith,I. Smith,,,,,0.61,Made,,2.0,,,,,,,,,,,,,,,,,
127,PT02M55.00S,2022-02-15T00:30:11.0Z,1,REGULAR,2pt,Jump Shot,[],1628977,22.683968462549277,56.127450980392155,1610612765,18,16,2022-02-15T00:30:15Z,1250000,-31.0,161.0,1,left,MISS H. Diallo 16' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,16.36,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M52.00S,2022-02-15T00:30:14.0Z,1,REGULAR,rebound,offensive,[],1630165,,,1610612765,18,16,2022-02-15T00:30:15Z,1260000,,,0,,K. Hayes REBOUND (Off:1 Def:0),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,127.0,,,,,,,,,,,1.0,0.0,1.0,,,,,
129,PT02M47.00S,2022-02-15T00:30:19.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630165,9.411957950065702,60.049019607843135,1610612765,18,16,2022-02-15T00:30:24Z,1270000,-50.0,36.0,1,left,MISS K. Hayes 6' Hook,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,6.18,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M45.00S,2022-02-15T00:30:21.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,18,16,2022-02-15T00:32:13Z,1280000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,129.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
131,PT02M43.00S,2022-02-15T00:30:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,94.03745072273325,49.754901960784316,1610612764,20,16,2022-02-15T00:30:32Z,1290000,-1.0,4.0,1,right,K. Kuzma running Layup (4 PTS) (A. Gill 1 AST),"[1628398, 1630264]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,0.37,Made,,4.0,,,,,,,A. Gill,1630264.0,1.0,,,,,,,,
133,PT02M34.00S,2022-02-15T00:30:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,20,16,2022-02-15T00:30:37Z,1310000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M34.00S,2022-02-15T00:32:27.5Z,1,REGULAR,substitution,out,[],1628398,,,1610612765,20,16,2022-02-15T00:33:11Z,1320000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M34.00S,2022-02-15T00:32:27.5Z,1,REGULAR,substitution,out,[],203924,,,1610612765,20,16,2022-02-15T00:33:11Z,1330000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M34.00S,2022-02-15T00:32:27.5Z,1,REGULAR,substitution,in,[],1630557,,,1610612765,20,16,2022-02-15T00:33:11Z,1340000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M34.00S,2022-02-15T00:32:27.5Z,1,REGULAR,substitution,in,[],203482,,,1610612765,20,16,2022-02-15T00:33:11Z,1350000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M17.00S,2022-02-15T00:33:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,9.149145860709593,59.068627450980394,1610612765,20,18,2022-02-15T00:33:55Z,1360000,-45.0,34.0,1,left,M. Bagley III turnaround bank Jump Shot (2 PTS) (K. Hayes 1 AST),"[1628963, 1630165]",1610612765.0,DET,turnaround bank,,,Bagley III,M. Bagley III,,,,,5.63,Made,,2.0,,,,,,,K. Hayes,1630165.0,1.0,,,,,,,,
140,PT01M57.00S,2022-02-15T00:34:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,85.23324572930355,63.23529411764706,1610612764,20,18,2022-02-15T00:34:13Z,1380000,66.0,86.0,1,right,MISS I. Smith 10' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,10.88,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M53.00S,2022-02-15T00:34:11.1Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,20,18,2022-02-15T00:34:13Z,1390000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,140.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
142,PT01M39.00S,2022-02-15T00:34:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,7.966491458607096,45.83333333333333,1610612765,20,20,2022-02-15T00:34:40Z,1400000,21.0,22.0,1,left,S. Bey driving finger roll Layup (13 PTS),[1630180],1610612765.0,DET,driving finger roll,,,Bey,S. Bey,,,,,3.06,Made,,13.0,,,,,,,,,,,,,,,,,
143,PT01M20.00S,2022-02-15T00:34:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,84.70762155059133,56.61764705882353,1610612764,22,20,2022-02-15T00:34:48Z,1410000,33.0,91.0,1,right,A. Gill 9' floating Jump Shot (2 PTS) (D. Avdija 1 AST),"[1630264, 1630166]",1610612764.0,WAS,floating,,,Gill,A. Gill,,,,,9.7,Made,,2.0,,,,,,,D. Avdija,1630166.0,1.0,,,,,,,,
145,PT01M06.00S,2022-02-15T00:34:57.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,14.273981603153747,54.166666666666664,1610612765,22,22,2022-02-15T00:35:02Z,1430000,-21.0,82.0,1,left,M. Bagley III 8' Hook (4 PTS) (K. Hayes 2 AST),"[1628963, 1630165]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,8.43,Made,,4.0,,,,,,,K. Hayes,1630165.0,2.0,,,,,,,,
147,PT00M58.90S,2022-02-15T00:35:06.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,67.7562417871222,34.55882352941176,1610612764,22,22,2022-02-15T00:35:11Z,1450000,-77.0,251.0,1,right,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M56.70S,2022-02-15T00:35:08.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,22,22,2022-02-15T00:35:11Z,1460000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,
151,PT00M56.70S,2022-02-15T00:35:17.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,22,22,2022-02-15T00:35:55Z,1465000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M47.50S,2022-02-15T00:35:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612765,22,22,2022-02-15T00:35:42Z,1470000,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1629060, 1628963]",1610612764.0,WAS,shooting,,,Hachimura,R. Hachimura,,,,,,,,,202058.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,
152,PT00M47.50S,2022-02-15T00:35:59.8Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,22,22,2022-02-15T00:36:24Z,1490000,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M47.50S,2022-02-15T00:35:59.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,22,22,2022-02-15T00:36:24Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
154,PT00M47.50S,2022-02-15T00:35:59.8Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,22,22,2022-02-15T00:36:24Z,1510000,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M43.30S,2022-02-15T00:36:04.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,22,22,2022-02-15T00:36:24Z,1520000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,154.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
156,PT00M35.10S,2022-02-15T00:36:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,87.99277266754271,49.26470588235294,1610612764,24,22,2022-02-15T00:36:36Z,1530000,-4.0,60.0,1,right,I. Smith 6' fadeaway Jump Shot (4 PTS),[202397],1610612764.0,WAS,fadeaway,,,Smith,I. Smith,,,,,6.05,Made,,4.0,,,,,,,,,,,,,,,,,
157,PT00M23.60S,2022-02-15T00:36:44.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,24.78646517739816,88.72549019607843,1610612765,24,22,2022-02-15T00:36:52Z,1540000,-194.0,180.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M17.00S,2022-02-15T00:36:50.8Z,1,REGULAR,rebound,offensive,[],203482,,,1610612765,24,22,2022-02-15T00:36:50Z,1550000,,,0,,K. Olynyk REBOUND (Off:1 Def:0),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,157.0,,,,,,,,,,,1.0,0.0,1.0,,,,,
159,PT00M17.00S,2022-02-15T00:36:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,5.590000152587891,50.0,1610612765,24,22,2022-02-15T00:36:50Z,1560000,0.0,0.0,1,left,MISS K. Olynyk tip Layup,[203482],1610612765.0,DET,tip,,,Olynyk,K. Olynyk,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M16.30S,2022-02-15T00:36:51.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,24,22,2022-02-15T00:36:51Z,1570000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,159.0,,,,,,,,,,,2.0,2.0,0.0,,,,,
161,PT00M00.00S,2022-02-15T00:37:10.8Z,1,REGULAR,period,end,[],0,,,1610612764,24,22,2022-02-15T00:37:10Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-15T00:39:21.6Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612764,24,22,2022-02-15T00:39:54Z,1590000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-15T00:39:21.6Z,2,REGULAR,substitution,in,['startperiod'],203585,,,1610612764,24,22,2022-02-15T00:39:54Z,1600000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-02-15T00:40:01.8Z,2,REGULAR,period,start,[],0,,,1610612764,24,22,2022-02-15T00:40:01Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M47.00S,2022-02-15T00:40:16.5Z,2,REGULAR,foul,offensive,[],1630264,,,1610612764,24,22,2022-02-15T00:40:26Z,1620000,,,0,,A. Gill charge offensive FOUL (1 PF),"[1630264, 1628963]",1610612764.0,WAS,charge,,,Gill,A. Gill,,,,,,,,,203592.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,
167,PT11M47.00S,2022-02-15T00:40:16.5Z,2,REGULAR,turnover,offensive foul,[],1630264,,,1610612764,24,22,2022-02-15T00:40:16Z,1640000,,,0,,A. Gill offensive foul TURNOVER (1 TO),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,203592.0,,,,,1.0,,,,,,,,,,,
168,PT11M32.00S,2022-02-15T00:40:46.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203482,17.69053876478318,56.127450980392155,1610612765,24,22,2022-02-15T00:40:50Z,1650000,-31.0,114.0,1,left,MISS K. Olynyk 11' fadeaway Shot,[203482],1610612765.0,DET,fadeaway,,,Olynyk,K. Olynyk,,,,,11.78,Missed,,,,,,,,,,,,,,,,,,,
169,PT11M29.00S,2022-02-15T00:40:49.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,24,22,2022-02-15T00:40:50Z,1660000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,168.0,,,,,,,,,,,3.0,3.0,0.0,,,,,
170,PT11M25.00S,2022-02-15T00:40:54.8Z,2,REGULAR,violation,kicked ball,[],203482,,,1610612764,24,22,2022-02-15T00:41:01Z,1670000,,,0,,K. Olynyk kicked ball VIOLATION,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,203592.0,,,,,,,,,,,,,,,,
171,PT11M16.00S,2022-02-15T00:41:22.8Z,2,REGULAR,3pt,Jump Shot,[],1629060,89.56964520367937,96.07843137254902,1610612764,27,22,2022-02-15T00:41:40Z,1680000,230.0,46.0,1,right,R. Hachimura 3PT  (5 PTS) (I. Smith 1 AST),"[1629060, 202397]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,23.48,Made,,5.0,,,,,,,I. Smith,202397.0,1.0,,,,,,,,
173,PT11M16.00S,2022-02-15T00:41:26.9Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612764,27,22,2022-02-15T00:44:04Z,1700000,,,0,,M. Bagley III flagrant-type-1 personal FOUL (1 PF) (Hachimura 2 FT),"[1628963, 1629060]",1610612765.0,DET,flagrant-type-1,,,Bagley III,M. Bagley III,,,,,,,,,202058.0,1.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,
175,PT11M16.00S,2022-02-15T00:41:52.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612764,27,22,2022-02-15T00:43:42Z,1720000,,,0,,,[],,,overturned,,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
176,PT11M16.00S,2022-02-15T00:43:43.9Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612764,27,22,2022-02-15T00:44:19Z,1730000,,,0,,MISS R. Hachimura flagrant Free Throw 1 of 2,[1629060],1610612764.0,WAS,flagrant,,,Hachimura,R. Hachimura,,,,,,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M16.00S,2022-02-15T00:43:43.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,27,22,2022-02-15T00:44:08Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,
178,PT11M16.00S,2022-02-15T00:43:43.9Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612764,28,22,2022-02-15T00:44:19Z,1750000,,,0,,R. Hachimura flagrant Free Throw 2 of 2 (6 PTS),[1629060],1610612764.0,WAS,flagrant,,,Hachimura,R. Hachimura,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
179,PT10M57.00S,2022-02-15T00:44:24.2Z,2,REGULAR,3pt,Jump Shot,[],1629060,78.0059132720105,4.6568627450980395,1610612764,28,22,2022-02-15T00:44:30Z,1760000,-227.0,154.0,1,right,MISS R. Hachimura 27' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
180,PT10M55.00S,2022-02-15T00:44:26.2Z,2,REGULAR,rebound,offensive,[],1630166,,,1610612764,28,22,2022-02-15T00:45:53Z,1770000,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,179.0,,,,,,,,,,,4.0,3.0,1.0,,,,,
181,PT10M54.00S,2022-02-15T00:44:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,93.77463863337714,52.94117647058824,1610612764,28,22,2022-02-15T00:47:26Z,1780000,15.0,6.0,1,right,MISS D. Avdija Layup - blocked,"[1630166, 203482]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1.59,Missed,,,,,,,,,,,,,,,Olynyk,203482.0,,,
182,PT10M54.00S,2022-02-15T00:44:29.2Z,2,REGULAR,block,,[],203482,,,1610612764,28,22,2022-02-15T00:44:31Z,1790000,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M53.00S,2022-02-15T00:44:30.2Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,28,22,2022-02-15T00:46:03Z,1800000,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,181.0,,,,,,,,,,,2.0,1.0,1.0,,,,,
