actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT03M18.00S,2022-02-13T00:24:09.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,16,18,2022-02-13T00:24:15Z,900000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,
91,PT03M18.00S,2022-02-13T00:24:13.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,16,18,2022-02-13T00:24:13Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M01.00S,2022-02-13T00:24:40.1Z,1,REGULAR,2pt,Jump Shot,[],1629060,91.80354796320631,21.323529411764707,1610612764,18,18,2022-02-13T00:24:45Z,920000,-143.0,25.0,1,right,R. Hachimura 14' step back Jump Shot (2 PTS) (A. Gill 1 AST),"[1629060, 1630264]",1610612764.0,WAS,step back,,,Hachimura,R. Hachimura,,,,,14.55,Made,2.0,,,,,A. Gill,1630264.0,1.0,,,,,,,,,,,
95,PT02M41.00S,2022-02-13T00:25:03.4Z,1,REGULAR,foul,offensive,[],203084,,,1610612758,18,18,2022-02-13T00:25:25Z,930000,,,0,,H. Barnes charge offensive FOUL (1 PF),"[203084, 1630264]",1610612758.0,SAC,charge,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,1626301.0,,,,1.0,0.0,Gill,1630264.0,
97,PT02M41.00S,2022-02-13T00:25:03.4Z,1,REGULAR,turnover,offensive foul,[],203084,,,1610612758,18,18,2022-02-13T00:25:03Z,950000,,,0,,H. Barnes offensive foul TURNOVER (1 TO),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,1626301.0,1.0,,,,,,,
98,PT02M41.00S,2022-02-13T00:25:11.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,18,2022-02-13T00:25:11Z,960000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M41.00S,2022-02-13T00:25:28.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612764,18,18,2022-02-13T00:27:38Z,970000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M41.00S,2022-02-13T00:25:28.4Z,1,REGULAR,substitution,in,[],1628978,,,1610612764,18,18,2022-02-13T00:27:38Z,980000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M34.00S,2022-02-13T00:28:08.2Z,1,REGULAR,foul,personal,['2freethrow'],203084,,,1610612764,18,18,2022-02-13T00:28:13Z,990000,,,0,,H. Barnes shooting personal FOUL (2 PF) (Kuzma 2 FT),"[203084, 1628398]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,1626301.0,,,,2.0,0.0,Kuzma,1628398.0,
104,PT02M34.00S,2022-02-13T00:28:26.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628398,,,1610612764,19,18,2022-02-13T00:28:26Z,1010000,,,0,,K. Kuzma Free Throw 1 of 2 (5 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
105,PT02M34.00S,2022-02-13T00:28:37.0Z,1,REGULAR,substitution,out,[],203084,,,1610612764,19,18,2022-02-13T00:28:42Z,1020000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M34.00S,2022-02-13T00:28:37.0Z,1,REGULAR,substitution,in,[],203090,,,1610612764,19,18,2022-02-13T00:28:42Z,1030000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M34.00S,2022-02-13T00:28:57.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628398,,,1610612764,20,18,2022-02-13T00:28:57Z,1040000,,,0,,K. Kuzma Free Throw 2 of 2 (6 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
108,PT02M18.00S,2022-02-13T00:29:14.6Z,1,REGULAR,2pt,Jump Shot,[],1630558,9.674770039421814,65.93137254901961,1610612758,20,18,2022-02-13T00:29:18Z,1050000,-80.0,38.0,1,left,MISS D. Mitchell 8' driving bank Shot,[1630558],1610612758.0,SAC,driving bank,,,Mitchell,D. Mitchell,,,,,8.85,Missed,,,,,,,,,,,,,,,,,,,
109,PT02M16.00S,2022-02-13T00:29:16.6Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612758,20,18,2022-02-13T00:29:18Z,1060000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,108.0,1.0,0.0,1.0,,,,,,,,,,,,,,
110,PT02M14.00S,2022-02-13T00:29:18.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203090,29.517082785808146,79.41176470588235,1610612758,20,21,2022-02-13T00:29:22Z,1070000,-147.0,225.0,1,left,M. Harkless 26' 3PT  (5 PTS) (D. Mitchell 2 AST),"[203090, 1630558]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,26.88,Made,5.0,,,,,D. Mitchell,1630558.0,2.0,,,,,,,,,,,
112,PT01M53.00S,2022-02-13T00:29:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,72.35545335085413,81.12745098039215,1610612764,23,21,2022-02-13T00:29:42Z,1090000,156.0,207.0,1,right,D. Avdija 25' 3PT  (3 PTS) (K. Kuzma 2 AST),"[1630166, 1628398]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.93,Made,3.0,,,,,K. Kuzma,1628398.0,2.0,,,,,,,,,,,
114,PT01M39.00S,2022-02-13T00:29:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629002,9.017739816031538,3.431372549019608,1610612758,23,24,2022-02-13T00:29:56Z,1110000,233.0,32.0,1,left,C. Metu 3PT  (3 PTS) (D. DiVincenzo 1 AST),"[1629002, 1628978]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.5,Made,3.0,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,
116,PT01M26.00S,2022-02-13T00:30:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.38042049934296,56.372549019607845,1610612764,23,24,2022-02-13T00:30:21Z,1130000,32.0,10.0,1,right,MISS D. Avdija driving finger roll Layup,[1630166],1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,3.33,Missed,,,,,,,,,,,,,,,,,,,
117,PT01M26.00S,2022-02-13T00:30:06.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,24,2022-02-13T00:30:21Z,1140000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,
118,PT01M26.00S,2022-02-13T00:30:10.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,23,24,2022-02-13T00:30:10Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M26.00S,2022-02-13T00:30:13.0Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,23,24,2022-02-13T00:30:17Z,1160000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M26.00S,2022-02-13T00:30:13.0Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,23,24,2022-02-13T00:30:17Z,1170000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M21.00S,2022-02-13T00:30:31.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202397,94.43166885676742,46.32352941176471,1610612764,25,24,2022-02-13T00:30:36Z,1180000,-18.0,0.0,1,right,I. Smith floating Jump Shot (2 PTS) (C. Kispert 2 AST),"[202397, 1630557]",1610612764.0,WAS,floating,,,Smith,I. Smith,,,,,1.84,Made,2.0,,,,,C. Kispert,1630557.0,2.0,,,,,,,,,,,
123,PT01M13.00S,2022-02-13T00:30:39.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,33.590670170827856,58.82352941176471,1610612758,25,24,2022-02-13T00:30:44Z,1200000,-44.0,263.0,1,left,MISS D. DiVincenzo 26' pullup 3PT,[1628978],1610612758.0,SAC,pullup,,,DiVincenzo,D. DiVincenzo,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
124,PT01M10.00S,2022-02-13T00:30:42.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,25,24,2022-02-13T00:30:44Z,1210000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT01M00.00S,2022-02-13T00:30:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,90.88370565045992,59.80392156862745,1610612764,25,24,2022-02-13T00:31:06Z,1220000,49.0,33.0,1,right,MISS A. Gill Layup - blocked,"[1630264, 1626158]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,5.92,Missed,,,,,,,,,Holmes,1626158.0,,,,,,,,,
126,PT01M00.00S,2022-02-13T00:30:53.1Z,1,REGULAR,block,,[],1626158,,,1610612764,25,24,2022-02-13T00:30:55Z,1230000,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M57.50S,2022-02-13T00:30:55.6Z,1,REGULAR,rebound,offensive,[],202397,,,1610612764,25,24,2022-02-13T00:30:57Z,1240000,,,0,,I. Smith REBOUND (Off:1 Def:0),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,,,,,,
128,PT00M57.50S,2022-02-13T00:30:57.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202397,93.9060446780552,58.82352941176471,1610612764,27,24,2022-02-13T00:32:02Z,1250000,44.0,5.0,1,right,I. Smith pullup Jump Shot (4 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,4.44,Made,4.0,,,,,,,,,,,,,,,,,,
129,PT00M32.50S,2022-02-13T00:31:24.3Z,1,REGULAR,turnover,lost ball,[],1630558,,,1610612758,27,24,2022-02-13T00:31:30Z,1260000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1630558, 202397]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,1.0,Smith,202397.0,,,,,
130,PT00M32.50S,2022-02-13T00:31:24.3Z,1,REGULAR,steal,,[],202397,,,1610612764,27,24,2022-02-13T00:38:13Z,1270000,,,0,,I. Smith STEAL (1 STL),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M30.10S,2022-02-13T00:31:27.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,92.9862023653088,50.98039215686274,1610612764,29,24,2022-02-13T00:31:34Z,1280000,5.0,13.0,1,right,C. Kispert running DUNK (4 PTS) (I. Smith 1 AST),"[1630557, 202397]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,1.43,Made,4.0,,,,,I. Smith,202397.0,1.0,,,,,,,,,,,
133,PT00M14.70S,2022-02-13T00:31:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,35.167542706964525,68.13725490196079,1610612758,29,24,2022-02-13T00:31:50Z,1300000,-91.0,278.0,1,left,MISS D. DiVincenzo 29' pullup 3PT,[1628978],1610612758.0,SAC,pullup,,,DiVincenzo,D. DiVincenzo,,,,,29.25,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M11.90S,2022-02-13T00:31:49.0Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612758,29,24,2022-02-13T00:31:49Z,1310000,,,0,,D. Mitchell REBOUND (Off:2 Def:0),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,133.0,2.0,0.0,2.0,,,,,,,,,,,,,,
135,PT00M10.80S,2022-02-13T00:31:50.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,32.802233902759525,70.34313725490196,1610612758,29,24,2022-02-13T00:31:54Z,1320000,-102.0,256.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M09.60S,2022-02-13T00:31:52.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,29,24,2022-02-13T00:31:52Z,1330000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,
137,PT00M09.60S,2022-02-13T00:31:54.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,29,24,2022-02-13T00:31:55Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M00.10S,2022-02-13T00:32:10.9Z,1,REGULAR,2pt,Jump Shot,[],202397,82.60512483574244,27.941176470588236,1610612764,29,24,2022-02-13T00:32:23Z,1350000,-110.0,111.0,1,right,MISS I. Smith 15' driving bank Shot,[202397],1610612764.0,WAS,driving bank,,,Smith,I. Smith,,,,,15.65,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M00.10S,2022-02-13T00:32:10.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,29,24,2022-02-13T00:32:23Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,
140,PT00M00.00S,2022-02-13T00:32:26.7Z,1,REGULAR,period,end,[],0,,,1610612764,29,24,2022-02-13T00:32:26Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-02-13T00:34:49.7Z,2,REGULAR,period,start,[],0,,,1610612764,29,24,2022-02-13T00:34:49Z,1380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT11M44.00S,2022-02-13T00:35:04.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,77.61169513797634,9.558823529411764,1610612764,29,24,2022-02-13T00:35:08Z,1390000,-202.0,158.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
143,PT11M42.00S,2022-02-13T00:35:06.7Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,29,24,2022-02-13T00:35:08Z,1400000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,,
144,PT11M27.00S,2022-02-13T00:35:21.3Z,2,REGULAR,turnover,bad pass,[],1626158,,,1610612758,29,24,2022-02-13T00:35:31Z,1410000,,,0,,R. Holmes bad pass TURNOVER (1 TO),"[1626158, 1629060]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,1.0,Hachimura,1629060.0,,,,,
145,PT11M27.00S,2022-02-13T00:35:21.3Z,2,REGULAR,steal,,[],1629060,,,1610612764,29,24,2022-02-13T00:35:24Z,1420000,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M12.00S,2022-02-13T00:35:37.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202397,95.22010512483574,2.941176470588235,1610612764,32,24,2022-02-13T00:35:41Z,1430000,-235.0,-8.0,1,right,I. Smith 3PT  (7 PTS) (C. Kispert 3 AST),"[202397, 1630557]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,23.54,Made,7.0,,,,,C. Kispert,1630557.0,3.0,,,,,,,,,,,
148,PT10M55.00S,2022-02-13T00:35:55.3Z,2,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612758,32,24,2022-02-13T00:36:09Z,1450000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Harkless 2 FT),"[1630166, 203090]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Harkless,203090.0,
150,PT10M55.00S,2022-02-13T00:36:27.1Z,2,REGULAR,freethrow,1 of 2,[],203090,,,1610612758,32,25,2022-02-13T00:36:27Z,1470000,,,0,,M. Harkless Free Throw 1 of 2 (6 PTS),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
151,PT10M55.00S,2022-02-13T00:36:43.6Z,2,REGULAR,freethrow,2 of 2,[],203090,,,1610612758,32,26,2022-02-13T00:36:43Z,1480000,,,0,,M. Harkless Free Throw 2 of 2 (7 PTS),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
152,PT10M35.00S,2022-02-13T00:37:03.7Z,2,REGULAR,2pt,Jump Shot,[],1629060,75.77201051248358,51.225490196078425,1610612764,32,26,2022-02-13T00:37:07Z,1490000,6.0,175.0,1,right,MISS R. Hachimura 17' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,17.53,Missed,,,,,,,,,,,,,,,,,,,
153,PT10M32.00S,2022-02-13T00:37:06.7Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,32,26,2022-02-13T00:37:07Z,1500000,,,0,,M. Harkless REBOUND (Off:0 Def:4),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,152.0,4.0,4.0,0.0,,,,,,,,,,,,,,
154,PT10M16.00S,2022-02-13T00:37:22.5Z,2,REGULAR,turnover,lost ball,[],1626158,,,1610612758,32,26,2022-02-13T00:37:25Z,1510000,,,0,,R. Holmes lost ball TURNOVER (2 TO),"[1626158, 202397]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,2.0,Smith,202397.0,,,,,
155,PT10M16.00S,2022-02-13T00:37:22.5Z,2,REGULAR,steal,,[],202397,,,1610612764,32,26,2022-02-13T00:37:24Z,1520000,,,0,,I. Smith STEAL (2 STL),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M08.00S,2022-02-13T00:37:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630264,91.27792378449409,44.11764705882353,1610612764,34,26,2022-02-13T00:37:38Z,1530000,-29.0,29.0,1,right,A. Gill driving finger roll Layup (2 PTS) (I. Smith 2 AST),"[1630264, 202397]",1610612764.0,WAS,driving finger roll,,,Gill,A. Gill,,,,,4.16,Made,2.0,,,,,I. Smith,202397.0,2.0,,,,,,,,,,,
158,PT09M51.00S,2022-02-13T00:37:47.6Z,2,REGULAR,3pt,Jump Shot,[],1628978,4.5499342969776615,98.2843137254902,1610612758,34,29,2022-02-13T00:37:51Z,1550000,-241.0,-10.0,1,left,D. DiVincenzo 24' 3PT  (3 PTS) (D. Mitchell 3 AST),"[1628978, 1630558]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,24.16,Made,3.0,,,,,D. Mitchell,1630558.0,3.0,,,,,,,,,,,
160,PT09M44.00S,2022-02-13T00:37:56.7Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612764,34,29,2022-02-13T00:38:06Z,1570000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Gill 2 FT),"[1626158, 1630264]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Gill,1630264.0,
162,PT09M44.00S,2022-02-13T00:38:34.9Z,2,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,34,29,2022-02-13T00:39:00Z,1590000,,,0,,MISS A. Gill Free Throw 1 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,Missed,,,,,,,,,,,,,,,,,,,
163,PT09M44.00S,2022-02-13T00:38:34.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,34,29,2022-02-13T00:39:00Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,
164,PT09M44.00S,2022-02-13T00:38:35.6Z,2,REGULAR,substitution,out,[],1629002,,,1610612764,34,29,2022-02-13T00:38:41Z,1610000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT09M44.00S,2022-02-13T00:38:35.6Z,2,REGULAR,substitution,out,[],1630558,,,1610612764,34,29,2022-02-13T00:38:41Z,1620000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT09M44.00S,2022-02-13T00:38:35.6Z,2,REGULAR,substitution,in,[],1628368,,,1610612764,34,29,2022-02-13T00:38:41Z,1630000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M44.00S,2022-02-13T00:38:35.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612764,34,29,2022-02-13T00:38:41Z,1640000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M44.00S,2022-02-13T00:38:34.9Z,2,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,34,29,2022-02-13T00:39:00Z,1650000,,,0,,MISS A. Gill Free Throw 2 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,Missed,,,,,,,,,,,,,,,,,,,
169,PT09M42.00S,2022-02-13T00:38:36.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,34,29,2022-02-13T00:39:00Z,1660000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT09M33.00S,2022-02-13T00:39:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,9.674770039421814,51.71568627450981,1610612758,34,29,2022-02-13T00:39:12Z,1670000,-9.0,38.0,1,left,MISS D. DiVincenzo cutting finger roll Layup,[1628978],1610612758.0,SAC,cutting finger roll,,,DiVincenzo,D. DiVincenzo,,,,,3.94,Missed,,,,,,,,,,,,,,,,,,,
171,PT09M31.00S,2022-02-13T00:39:09.4Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,34,29,2022-02-13T00:39:12Z,1680000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,
172,PT09M27.00S,2022-02-13T00:39:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629060,92.32917214191852,44.6078431372549,1610612764,34,29,2022-02-13T00:39:18Z,1690000,-27.0,20.0,1,right,MISS R. Hachimura Layup,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,3.34,Missed,,,,,,,,,,,,,,,,,,,
173,PT09M25.00S,2022-02-13T00:39:15.7Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,34,29,2022-02-13T00:39:15Z,1700000,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,172.0,1.0,0.0,1.0,,,,,,,,,,,,,,
174,PT09M21.00S,2022-02-13T00:39:19.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202397,79.84559789750328,39.46078431372549,1610612764,34,29,2022-02-13T00:43:05Z,1710000,-53.0,137.0,1,right,MISS I. Smith 14' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,14.68,Missed,,,,,,,,,,,,,,,,,,,
175,PT09M18.00S,2022-02-13T00:39:22.4Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,34,29,2022-02-13T00:39:30Z,1720000,,,0,,A. Gill REBOUND (Off:2 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,174.0,2.0,0.0,2.0,,,,,,,,,,,,,,
176,PT09M14.00S,2022-02-13T00:39:25.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,94.95729303547962,3.431372549019608,1610612764,34,29,2022-02-13T00:39:33Z,1730000,-233.0,-5.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M14.00S,2022-02-13T00:39:25.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,34,29,2022-02-13T00:40:05Z,1740000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
178,PT09M13.00S,2022-02-13T00:39:33.2Z,2,REGULAR,foul,personal,[],1630264,,,1610612758,34,29,2022-02-13T00:39:43Z,1750000,,,0,,A. Gill loose ball personal FOUL (1 PF),"[1630264, 1626158]",1610612764.0,WAS,loose ball,,,Gill,A. Gill,,,,,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Holmes,1626158.0,
180,PT09M13.00S,2022-02-13T00:39:44.9Z,2,REGULAR,substitution,out,[],1630264,,,1610612758,34,29,2022-02-13T00:39:47Z,1770000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M13.00S,2022-02-13T00:39:44.9Z,2,REGULAR,substitution,in,[],1628418,,,1610612758,34,29,2022-02-13T00:39:47Z,1780000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
