actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
89,PT04M11.00S,2021-11-10T00:48:38.7Z,1,REGULAR,substitution,out,[],1630194,,,1610612749,26,20,2021-11-10T00:48:45Z,890000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M11.00S,2021-11-10T00:48:38.7Z,1,REGULAR,substitution,in,[],1627777,,,1610612749,26,20,2021-11-10T00:48:45Z,900000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M11.00S,2021-11-10T00:49:11.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,26,20,2021-11-10T00:49:23Z,910000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M11.00S,2021-11-10T00:49:11.4Z,1,REGULAR,substitution,out,[],201950,,,1610612749,26,20,2021-11-10T00:49:23Z,920000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M11.00S,2021-11-10T00:49:11.4Z,1,REGULAR,substitution,in,[],1629620,,,1610612749,26,20,2021-11-10T00:49:23Z,930000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M11.00S,2021-11-10T00:49:11.4Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,26,20,2021-11-10T00:49:23Z,940000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M50.00S,2021-11-10T00:49:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628400,87.17148488830486,51.71568627450981,1610612749,26,22,2021-11-10T00:50:04Z,950000,9.0,68.0,1,right,S. Ojeleye 6' fadeaway Jump Shot (2 PTS) (J. Nwora 1 AST),"[1628400, 1629670]",1610612749.0,MIL,fadeaway,,,Ojeleye,S. Ojeleye,,,,,6.86,Made,2.0,J. Nwora,1629670.0,1.0,,,,,,,,,,,,,,
97,PT03M34.00S,2021-11-10T00:50:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,7.145203679369246,45.58823529411765,1610612755,28,22,2021-11-10T00:50:21Z,970000,22.0,15.0,1,left,T. Maxey driving floating Jump Shot (14 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,2.65,Made,14.0,,,,,,,,,,,,,,,,,
99,PT03M24.00S,2021-11-10T00:50:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629620,70.3515111695138,79.41176470588235,1610612749,28,22,2021-11-10T00:50:29Z,980000,147.0,226.0,1,right,MISS J. Robinson 26' 3PT,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,
100,PT03M21.00S,2021-11-10T00:50:26.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,28,22,2021-11-10T00:50:29Z,990000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,99.0,,,,,,5.0,4.0,1.0,,,
101,PT03M16.00S,2021-11-10T00:50:30.9Z,1,REGULAR,3pt,Jump Shot,[],201980,33.03219448094612,67.15686274509804,1610612755,28,22,2021-11-10T00:50:40Z,1000000,-86.0,258.0,1,left,MISS D. Green 27' running pullup 3PT,[201980],1610612755.0,PHI,running pullup,,,Green,D. Green,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,
102,PT03M12.00S,2021-11-10T00:50:34.9Z,1,REGULAR,rebound,defensive,[],1629620,,,1610612749,28,22,2021-11-10T00:50:40Z,1010000,,,0,,J. Robinson REBOUND (Off:0 Def:1),[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,101.0,,,,,,1.0,1.0,0.0,,,
103,PT03M04.00S,2021-11-10T00:50:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,81.12680683311433,56.61764705882353,1610612749,28,22,2021-11-10T00:50:49Z,1020000,33.0,125.0,1,right,MISS G. Antetokounmpo 12' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,12.92,Missed,,,,,,,,,,,,,,,,,,
104,PT03M03.00S,2021-11-10T00:50:43.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,28,22,2021-11-10T00:50:49Z,1030000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,
105,PT03M03.00S,2021-11-10T00:50:49.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,28,22,2021-11-10T00:50:49Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M03.00S,2021-11-10T00:50:51.6Z,1,REGULAR,substitution,out,[],203507,,,1610612755,28,22,2021-11-10T00:51:05Z,1050000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M03.00S,2021-11-10T00:50:51.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612755,28,22,2021-11-10T00:51:05Z,1060000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M49.00S,2021-11-10T00:51:20.5Z,1,REGULAR,turnover,bad pass,[],1627777,,,1610612755,28,22,2021-11-10T00:51:25Z,1070000,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1626171]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0
109,PT02M49.00S,2021-11-10T00:51:20.5Z,1,REGULAR,steal,,[],1626171,,,1610612749,28,22,2021-11-10T00:51:22Z,1080000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M44.00S,2021-11-10T00:51:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629670,95.05584756898817,48.774509803921575,1610612749,28,24,2021-11-10T00:51:32Z,1090000,-6.0,-6.0,1,right,J. Nwora running finger roll Layup (2 PTS) (B. Portis 1 AST),"[1629670, 1626171]",1610612749.0,MIL,running finger roll,,,Nwora,J. Nwora,,,,,0.86,Made,2.0,B. Portis,1626171.0,1.0,,,,,,,,,,,,,,
112,PT02M29.00S,2021-11-10T00:51:41.0Z,1,REGULAR,3pt,Jump Shot,[],1627788,26.856110381077528,87.00980392156862,1610612755,28,24,2021-11-10T00:51:46Z,1110000,-185.0,200.0,1,left,MISS F. Korkmaz 27' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,
113,PT02M27.00S,2021-11-10T00:51:43.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,28,24,2021-11-10T00:51:46Z,1120000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,
114,PT02M27.00S,2021-11-10T00:51:47.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,28,24,2021-11-10T00:51:47Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M27.00S,2021-11-10T00:51:48.0Z,1,REGULAR,substitution,out,[],203083,,,1610612749,28,24,2021-11-10T00:52:02Z,1140000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M27.00S,2021-11-10T00:51:48.0Z,1,REGULAR,substitution,out,[],1627788,,,1610612749,28,24,2021-11-10T00:52:02Z,1150000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M27.00S,2021-11-10T00:51:48.0Z,1,REGULAR,substitution,in,[],1630194,,,1610612749,28,24,2021-11-10T00:52:02Z,1160000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M27.00S,2021-11-10T00:51:48.0Z,1,REGULAR,substitution,in,[],1629003,,,1610612749,28,24,2021-11-10T00:52:02Z,1170000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M13.00S,2021-11-10T00:52:14.6Z,1,REGULAR,3pt,Jump Shot,[],1629670,71.53416557161628,19.607843137254903,1610612749,28,24,2021-11-10T00:52:20Z,1180000,-152.0,215.0,1,right,MISS J. Nwora 26' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
120,PT02M10.00S,2021-11-10T00:52:17.6Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,28,24,2021-11-10T00:52:20Z,1190000,,,0,,P. Reed REBOUND (Off:1 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,119.0,,,,,,4.0,3.0,1.0,,,
121,PT02M03.00S,2021-11-10T00:52:25.3Z,1,REGULAR,3pt,Jump Shot,[],1627777,32.90078843626807,34.06862745098039,1610612755,31,24,2021-11-10T00:52:30Z,1200000,80.0,257.0,1,left,G. Niang 26' 3PT  (3 PTS) (T. Maxey 2 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,26.89,Made,3.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
123,PT01M37.00S,2021-11-10T00:52:49.5Z,1,REGULAR,3pt,Jump Shot,[],1628400,69.1688567674113,76.7156862745098,1610612749,31,27,2021-11-10T00:52:53Z,1220000,134.0,237.0,1,right,S. Ojeleye 27' 3PT  (5 PTS) (B. Portis 2 AST),"[1628400, 1626171]",1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,27.23,Made,5.0,B. Portis,1626171.0,2.0,,,,,,,,,,,,,,
125,PT01M24.00S,2021-11-10T00:53:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,9.510512483574246,44.85294117647059,1610612755,31,27,2021-11-10T00:53:11Z,1240000,26.0,37.0,1,left,MISS T. Maxey fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,4.5,Missed,,,,,,,,,,,,,,,,,,
126,PT01M24.00S,2021-11-10T00:53:04.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,31,27,2021-11-10T00:53:11Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,
127,PT01M24.00S,2021-11-10T00:53:10.7Z,1,REGULAR,foul,personal,[],1628400,,,1610612755,31,27,2021-11-10T00:53:25Z,1260000,,,0,,S. Ojeleye loose ball personal FOUL (1 PF),"[1628400, 1630194]",1610612749.0,MIL,loose ball,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,1626302.0,1.0,0.0,Reed,1630194.0,,,,,,
129,PT01M14.00S,2021-11-10T00:53:32.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,28.43298291721419,21.568627450980387,1610612755,34,27,2021-11-10T00:53:36Z,1280000,142.0,215.0,1,left,G. Niang 25' 3PT  (6 PTS) (S. Milton 2 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.76,Made,6.0,S. Milton,1629003.0,2.0,,,,,,,,,,,,,,
131,PT01M00.00S,2021-11-10T00:53:46.8Z,1,REGULAR,3pt,Jump Shot,[],1628400,68.64323258869908,74.75490196078431,1610612749,34,30,2021-11-10T00:53:51Z,1300000,124.0,242.0,1,right,S. Ojeleye 27' 3PT  (8 PTS) (B. Portis 3 AST),"[1628400, 1626171]",1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,27.21,Made,8.0,B. Portis,1626171.0,3.0,,,,,,,,,,,,,,
133,PT00M36.90S,2021-11-10T00:54:12.9Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.535479632063073,18.627450980392155,1610612755,37,30,2021-11-10T00:54:16Z,1320000,157.0,235.0,1,left,T. Maxey 28' 3PT pullup (17 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,28.21,Made,17.0,,,,,,,,,,,,,,,,,
134,PT00M30.00S,2021-11-10T00:54:22.6Z,1,REGULAR,3pt,Jump Shot,[],1629620,66.40932982917215,55.14705882352941,1610612749,37,30,2021-11-10T00:54:30Z,1330000,26.0,263.0,1,right,MISS J. Robinson 26' pullup 3PT,[1629620],1610612749.0,MIL,pullup,,,Robinson,J. Robinson,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,
135,PT00M26.80S,2021-11-10T00:54:25.8Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,37,30,2021-11-10T00:54:30Z,1340000,,,0,,B. Portis REBOUND (Off:2 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,134.0,,,,,,2.0,0.0,2.0,,,
138,PT00M26.80S,2021-11-10T00:54:29.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,37,30,2021-11-10T00:54:32Z,1370000,0.0,0.0,1,right,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
139,PT00M26.80S,2021-11-10T00:54:29.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,37,30,2021-11-10T00:54:32Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,
150,PT00M26.80S,2021-11-10T00:54:31.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,37,30,2021-11-10T00:55:51Z,1385000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M26.80S,2021-11-10T00:54:34.4Z,1,REGULAR,substitution,out,[],1630178,,,1610612749,37,30,2021-11-10T00:54:39Z,1390000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M26.80S,2021-11-10T00:54:34.4Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,37,30,2021-11-10T00:54:39Z,1400000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M26.80S,2021-11-10T00:54:34.4Z,1,REGULAR,substitution,in,[],1627788,,,1610612749,37,30,2021-11-10T00:54:39Z,1410000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M26.80S,2021-11-10T00:54:34.4Z,1,REGULAR,substitution,in,[],201588,,,1610612749,37,30,2021-11-10T00:54:39Z,1420000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M23.10S,2021-11-10T00:54:51.6Z,1,REGULAR,turnover,lost ball,[],1626171,,,1610612749,37,30,2021-11-10T01:04:38Z,1430000,,,0,,B. Portis lost ball TURNOVER (1 TO),"[1626171, 1627777]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,1.0,Niang,1627777.0
145,PT00M23.10S,2021-11-10T00:54:51.6Z,1,REGULAR,steal,,[],1627777,,,1610612755,37,30,2021-11-10T00:54:54Z,1440000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M03.40S,2021-11-10T00:55:12.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629003,6.8823915900131425,53.92156862745098,1610612755,39,30,2021-11-10T00:55:18Z,1450000,-20.0,12.0,1,left,S. Milton driving finger roll Layup (4 PTS),[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,2.31,Made,4.0,,,,,,,,,,,,,,,,,
147,PT00M01.00S,2021-11-10T00:55:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629620,60.75886990801577,65.44117647058823,1610612749,39,30,2021-11-10T00:55:34Z,1460000,77.0,316.0,1,right,MISS J. Robinson 32' running pullup 3PT,[1629620],1610612749.0,MIL,running pullup,,,Robinson,J. Robinson,,,,,32.57,Missed,,,,,,,,,,,,,,,,,,
148,PT00M01.00S,2021-11-10T00:55:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,39,30,2021-11-10T00:55:34Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,
149,PT00M00.00S,2021-11-10T00:55:24.7Z,1,REGULAR,period,end,[],0,,,1610612749,39,30,2021-11-10T00:55:24Z,1480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-11-10T00:56:45.4Z,2,REGULAR,substitution,out,['startperiod'],1628400,,,1610612749,39,30,2021-11-10T00:58:51Z,1490000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-10T00:56:45.4Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,39,30,2021-11-10T00:58:51Z,1520000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-10T00:56:45.4Z,2,REGULAR,substitution,out,['startperiod'],1630194,,,1610612749,39,30,2021-11-10T01:00:32Z,1525000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-10T00:56:45.4Z,2,REGULAR,substitution,in,['startperiod'],1629646,,,1610612749,39,30,2021-11-10T01:00:32Z,1527500,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-10T00:58:56.5Z,2,REGULAR,period,start,[],0,,,1610612749,39,30,2021-11-10T00:58:56Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2021-11-10T00:59:08.7Z,2,REGULAR,3pt,Jump Shot,[],1626171,88.09132720105124,96.07843137254902,1610612749,39,33,2021-11-10T00:59:13Z,1540000,230.0,59.0,1,right,B. Portis 3PT  (5 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.79,Made,5.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
158,PT11M32.00S,2021-11-10T00:59:23.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,27.513140604467807,83.08823529411765,1610612755,42,33,2021-11-10T00:59:28Z,1560000,-165.0,206.0,1,left,G. Niang 26' 3PT  (9 PTS) (S. Milton 3 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,26.43,Made,9.0,S. Milton,1629003.0,3.0,,,,,,,,,,,,,,
160,PT11M17.00S,2021-11-10T00:59:37.9Z,2,REGULAR,2pt,Jump Shot,[],203507,94.00459921156373,26.225490196078425,1610612749,42,35,2021-11-10T00:59:45Z,1580000,-119.0,4.0,1,right,G. Antetokounmpo 11' turnaround Jump Shot (8 PTS),[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,11.9,Made,8.0,,,,,,,,,,,,,,,,,
161,PT10M53.00S,2021-11-10T01:00:02.1Z,2,REGULAR,3pt,Jump Shot,[],1627777,12.270039421813408,96.81372549019608,1610612755,45,35,2021-11-10T01:00:07Z,1590000,-234.0,63.0,1,left,G. Niang 24' 3PT  (12 PTS) (F. Korkmaz 3 AST),"[1627777, 1627788]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.24,Made,12.0,F. Korkmaz,1627788.0,3.0,,,,,,,,,,,,,,
163,PT10M33.00S,2021-11-10T01:00:22.1Z,2,REGULAR,2pt,Jump Shot,[],203507,95.05584756898817,30.392156862745097,1610612749,45,35,2021-11-10T01:00:25Z,1610000,-98.0,-6.0,1,right,MISS G. Antetokounmpo 9' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,
164,PT10M31.00S,2021-11-10T01:00:24.3Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,45,35,2021-11-10T01:00:24Z,1620000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,163.0,,,,,,2.0,2.0,0.0,,,
167,PT10M21.00S,2021-11-10T01:00:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,7.145203679369246,55.14705882352941,1610612755,45,35,2021-11-10T01:00:39Z,1630000,-26.0,15.0,1,left,MISS C. Bassey Layup - blocked,"[1629646, 1626171]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,2.96,Missed,,,,,Portis,1626171.0,,,,,,,,,,,,
168,PT10M21.00S,2021-11-10T01:00:34.2Z,2,REGULAR,block,,[],1626171,,,1610612755,45,35,2021-11-10T01:00:36Z,1640000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M21.00S,2021-11-10T01:00:34.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,45,35,2021-11-10T01:00:39Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,
170,PT10M21.00S,2021-11-10T01:00:39.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,45,35,2021-11-10T01:00:39Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M21.00S,2021-11-10T01:00:40.2Z,2,REGULAR,substitution,out,[],1629620,,,1610612755,45,35,2021-11-10T01:00:46Z,1670000,,,0,,SUB out: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M21.00S,2021-11-10T01:00:40.2Z,2,REGULAR,substitution,in,[],201950,,,1610612755,45,35,2021-11-10T01:00:46Z,1680000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M15.00S,2021-11-10T01:00:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627788,6.4881734559789805,46.568627450980394,1610612755,45,35,2021-11-10T01:01:05Z,1690000,17.0,8.0,1,left,MISS F. Korkmaz driving finger roll Layup,[1627788],1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,
174,PT10M15.00S,2021-11-10T01:01:03.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,45,35,2021-11-10T01:01:03Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,
175,PT10M15.00S,2021-11-10T01:01:04.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,45,35,2021-11-10T01:01:04Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M08.00S,2021-11-10T01:01:24.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,27.250328515111704,15.441176470588232,1610612755,45,35,2021-11-10T01:01:28Z,1720000,173.0,204.0,1,left,MISS F. Korkmaz 26' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,
177,PT10M06.00S,2021-11-10T01:01:26.2Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,45,35,2021-11-10T01:01:28Z,1730000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,176.0,,,,,,4.0,4.0,0.0,,,
178,PT09M59.00S,2021-11-10T01:01:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,94.3988173455979,50.0,1610612749,45,35,2021-11-10T01:01:46Z,1740000,0.0,0.0,1,right,MISS J. Holiday driving Layup - blocked,"[201950, 1629646]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,0.02,Missed,,,,,Bassey,1629646.0,,,,,,,,,,,,
181,PT09M59.00S,2021-11-10T01:01:34.6Z,2,REGULAR,block,,[],1629646,,,1610612749,45,35,2021-11-10T01:01:46Z,1745000,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M59.00S,2021-11-10T01:01:34.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,45,35,2021-11-10T01:01:46Z,1750000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,
180,PT09M59.00S,2021-11-10T01:01:41.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,45,35,2021-11-10T01:01:41Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M36.00S,2021-11-10T01:02:08.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,17.526281208935615,64.2156862745098,1610612755,45,35,2021-11-10T01:02:13Z,1770000,-71.0,112.0,1,left,MISS G. Niang 13' fadeaway Shot,[1627777],1610612755.0,PHI,fadeaway,,,Niang,G. Niang,,,,,13.28,Missed,,,,,,,,,,,,,,,,,,
