actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT05M17.00S,2022-02-01T00:23:28.3Z,1,REGULAR,substitution,in,[],1629634,,,1610612755,20,15,2022-02-01T00:23:41Z,850000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M04.00S,2022-02-01T00:23:52.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203552,14.37253613666229,28.186274509803923,1610612755,20,15,2022-02-01T00:24:01Z,860000,109.0,83.0,1,left,MISS S. Curry 13' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,13.68,Missed,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2022-02-01T00:23:53.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,20,15,2022-02-01T00:24:01Z,870000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2022-02-01T00:23:59.3Z,1,REGULAR,foul,personal,[],1629634,,,1610612755,20,15,2022-02-01T00:24:07Z,880000,,,0,,B. Clarke loose ball personal FOUL (1 PF),"[1629634, 203083]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,,,,,,,2715.0,,,,,,,,1.0,0.0,Drummond,203083.0,,
93,PT04M51.00S,2022-02-01T00:24:31.2Z,1,REGULAR,turnover,bad pass,[],203552,,,1610612755,20,15,2022-02-01T00:24:36Z,900000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[203552, 203937]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,1.0,,,,,Anderson,203937.0,,,,,,
94,PT04M51.00S,2022-02-01T00:24:31.2Z,1,REGULAR,steal,,[],203937,,,1610612763,20,15,2022-02-01T00:24:33Z,910000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M47.00S,2022-02-01T00:24:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,92.95335085413929,49.754901960784316,1610612763,20,17,2022-02-01T00:24:42Z,920000,-1.0,14.0,1,right,D. Melton running finger roll Layup (2 PTS) (K. Anderson 1 AST),"[1629001, 203937]",1610612763.0,MEM,running finger roll,,,Melton,D. Melton,,,,,1.38,Made,,,,,,,2.0,K. Anderson,203937.0,1.0,,,,,,,,
97,PT04M34.00S,2022-02-01T00:24:55.6Z,1,REGULAR,foul,offensive,[],1627777,,,1610612755,20,17,2022-02-01T00:25:22Z,940000,,,0,,G. Niang offensive FOUL (1 PF),"[1627777, 1629001]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,2005.0,,,,,,,,1.0,0.0,Melton,1629001.0,,
99,PT04M34.00S,2022-02-01T00:24:55.6Z,1,REGULAR,turnover,offensive foul,[],1627777,,,1610612755,20,17,2022-02-01T00:24:55Z,960000,,,0,,G. Niang offensive foul TURNOVER (1 TO),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,2005.0,1.0,,,,,,,,,,,,
100,PT04M34.00S,2022-02-01T00:25:11.6Z,1,REGULAR,substitution,out,[],203552,,,1610612763,20,17,2022-02-01T00:25:18Z,970000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M34.00S,2022-02-01T00:25:11.6Z,1,REGULAR,substitution,in,[],201980,,,1610612763,20,17,2022-02-01T00:25:18Z,980000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M21.00S,2022-02-01T00:25:33.4Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,20,17,2022-02-01T00:25:37Z,990000,,,0,,J. Morant bad pass TURNOVER (3 TO),"[1629630, 1629680]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,3.0,,,,,Thybulle,1629680.0,,,,,,
103,PT04M21.00S,2022-02-01T00:25:33.4Z,1,REGULAR,steal,,[],1629680,,,1610612755,20,17,2022-02-01T00:25:36Z,1000000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M12.00S,2022-02-01T00:25:42.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203083,6.8823915900131425,51.22549019607843,1610612755,22,17,2022-02-01T00:25:46Z,1010000,-6.0,12.0,1,left,A. Drummond alley-oop DUNK (6 PTS) (T. Maxey 2 AST),"[203083, 1630178]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,1.36,Made,,,,,,,6.0,T. Maxey,1630178.0,2.0,,,,,,,,
106,PT04M05.00S,2022-02-01T00:25:52.3Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612763,22,17,2022-02-01T00:26:11Z,1030000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Morant 2 FT),"[203083, 1629630]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,2715.0,,,,,,,,1.0,0.0,Morant,1629630.0,,
108,PT04M05.00S,2022-02-01T00:26:15.7Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,22,18,2022-02-01T00:26:15Z,1050000,,,0,,J. Morant Free Throw 1 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
109,PT04M05.00S,2022-02-01T00:26:28.1Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,22,19,2022-02-01T00:26:28Z,1060000,,,0,,J. Morant Free Throw 2 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
110,PT03M49.00S,2022-02-01T00:26:45.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,31.192509855453352,77.45098039215686,1610612755,22,19,2022-02-01T00:26:51Z,1070000,-137.0,241.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,27.71,Missed,,,,,,,,,,,,,,,,,,
111,PT03M45.00S,2022-02-01T00:26:49.5Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,22,19,2022-02-01T00:26:49Z,1080000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT03M43.00S,2022-02-01T00:26:53.9Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,22,19,2022-02-01T00:26:59Z,1090000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (4 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,,,,2005.0,4.0,,,,,,,,,,,,
113,PT03M32.00S,2022-02-01T00:27:09.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201980,10.430354796320628,4.656862745098039,1610612755,22,19,2022-02-01T00:27:16Z,1100000,227.0,46.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,
114,PT03M29.00S,2022-02-01T00:27:14.0Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,22,19,2022-02-01T00:27:14Z,1110000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,113.0,4.0,2.0,2.0,,,,,,,,,,,,,,
115,PT03M29.00S,2022-02-01T00:27:17.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,22,19,2022-02-01T00:27:17Z,1120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M21.00S,2022-02-01T00:27:36.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630178,34.477660972404735,50.73529411764706,1610612755,25,19,2022-02-01T00:27:42Z,1130000,-4.0,272.0,1,left,T. Maxey 27' 3PT pullup (9 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,27.16,Made,,,,,,,9.0,,,,,,,,,,,
117,PT03M07.00S,2022-02-01T00:27:51.2Z,1,REGULAR,2pt,Jump Shot,[],1629634,77.57884362680683,40.44117647058824,1610612763,25,21,2022-02-01T00:27:57Z,1140000,-48.0,158.0,1,right,B. Clarke 16' pullup Jump Shot (2 PTS) (J. Morant 1 AST),"[1629634, 1629630]",1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,16.54,Made,,,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,,
119,PT02M42.00S,2022-02-01T00:28:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,12.13863337713535,48.28431372549019,1610612755,25,21,2022-02-01T00:28:20Z,1160000,9.0,62.0,1,left,MISS G. Niang 6' driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,6.22,Missed,,,,,,,,,,,,,,,,,,
120,PT02M38.00S,2022-02-01T00:28:19.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,25,21,2022-02-01T00:28:19Z,1170000,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,119.0,5.0,2.0,3.0,,,,,,,,,,,,,,
121,PT02M38.00S,2022-02-01T00:28:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612755,25,21,2022-02-01T00:28:19Z,1180000,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2022-02-01T00:28:20.4Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,25,21,2022-02-01T00:28:20Z,1190000,,,0,,A. Drummond REBOUND (Off:4 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,121.0,6.0,2.0,4.0,,,,,,,,,,,,,,
123,PT02M36.00S,2022-02-01T00:28:21.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201980,24.885019710906704,89.2156862745098,1610612755,28,21,2022-02-01T00:28:26Z,1200000,-196.0,181.0,1,left,D. Green 26' 3PT  (3 PTS) (A. Drummond 3 AST),"[201980, 203083]",1610612755.0,PHI,,,,Green,D. Green,,,,,26.71,Made,,,,,,,3.0,A. Drummond,203083.0,3.0,,,,,,,,
125,PT02M22.00S,2022-02-01T00:28:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,94.66162943495401,50.0,1610612763,28,23,2022-02-01T00:28:41Z,1220000,0.0,-2.0,1,right,J. Morant driving finger roll Layup (8 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,0.23,Made,,,,,,,8.0,,,,,,,,,,,
126,PT02M10.00S,2022-02-01T00:28:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201980,5.962549277266746,48.774509803921575,1610612755,30,23,2022-02-01T00:28:55Z,1230000,6.0,4.0,1,left,D. Green reverse Layup (5 PTS) (A. Drummond 4 AST),"[201980, 203083]",1610612755.0,PHI,reverse,,,Green,D. Green,,,,,0.7,Made,,,,,,,5.0,A. Drummond,203083.0,4.0,,,,,,,,
128,PT01M52.00S,2022-02-01T00:29:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.90867279894876,50.98039215686275,1610612763,30,23,2022-02-01T00:29:10Z,1250000,5.0,71.0,1,right,MISS J. Morant 7' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,7.08,Missed,,,,,,,,,,,,,,,,,,
129,PT01M48.00S,2022-02-01T00:29:09.8Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,30,23,2022-02-01T00:29:10Z,1260000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,,,,,
130,PT01M46.00S,2022-02-01T00:29:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,6.4881734559789805,52.450980392156865,1610612755,32,23,2022-02-01T00:29:18Z,1270000,-12.0,8.0,1,left,T. Maxey running Layup (11 PTS) (M. Thybulle 1 AST),"[1630178, 1629680]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,1.5,Made,,,,,,,11.0,M. Thybulle,1629680.0,1.0,,,,,,,,
132,PT01M46.00S,2022-02-01T00:29:19.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,32,23,2022-02-01T00:29:19Z,1290000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M46.00S,2022-02-01T00:31:54.2Z,1,REGULAR,substitution,out,[],203083,,,1610612763,32,23,2022-02-01T00:32:00Z,1300000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M46.00S,2022-02-01T00:31:54.2Z,1,REGULAR,substitution,out,[],1629680,,,1610612763,32,23,2022-02-01T00:32:00Z,1310000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M46.00S,2022-02-01T00:31:54.2Z,1,REGULAR,substitution,in,[],1629646,,,1610612763,32,23,2022-02-01T00:32:00Z,1320000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M46.00S,2022-02-01T00:31:54.2Z,1,REGULAR,substitution,in,[],1630198,,,1610612763,32,23,2022-02-01T00:32:00Z,1330000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M46.00S,2022-02-01T00:32:07.2Z,1,REGULAR,substitution,out,[],1629001,,,1610612763,32,23,2022-02-01T00:32:22Z,1340000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M46.00S,2022-02-01T00:32:07.2Z,1,REGULAR,substitution,out,[],203937,,,1610612763,32,23,2022-02-01T00:32:22Z,1350000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M46.00S,2022-02-01T00:32:07.2Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,32,23,2022-02-01T00:32:22Z,1360000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M46.00S,2022-02-01T00:32:07.2Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,32,23,2022-02-01T00:32:22Z,1370000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M46.00S,2022-02-01T00:32:07.2Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,32,23,2022-02-01T00:32:22Z,1380000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M46.00S,2022-02-01T00:32:07.2Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,32,23,2022-02-01T00:32:22Z,1390000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M26.00S,2022-02-01T00:32:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,91.90210249671485,50.49019607843137,1610612763,32,25,2022-02-01T00:32:55Z,1400000,2.0,24.0,1,right,J. Jackson Jr. driving Layup (7 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.37,Made,,,,,,,7.0,,,,,,,,,,,
145,PT01M26.00S,2022-02-01T00:32:52.5Z,1,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612763,32,25,2022-02-01T00:33:05Z,1410000,,,0,,G. Niang shooting personal FOUL (2 PF) (Jackson Jr. 1 FT),"[1627777, 1628991]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,2715.0,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,
147,PT01M26.00S,2022-02-01T00:33:11.7Z,1,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,32,25,2022-02-01T00:33:14Z,1430000,,,0,,MISS J. Jackson Jr. Free Throw 1 of 1,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT01M23.00S,2022-02-01T00:33:14.7Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612755,32,25,2022-02-01T00:33:14Z,1440000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT01M10.00S,2022-02-01T00:33:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,6.750985545335084,54.16666666666667,1610612755,32,25,2022-02-01T00:37:05Z,1450000,-21.0,11.0,1,left,MISS C. Bassey Layup,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,2.35,Missed,,,,,,,,,,,,,,,,,,
150,PT01M06.00S,2022-02-01T00:33:30.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,32,25,2022-02-01T00:33:30Z,1460000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,,,
151,PT01M02.00S,2022-02-01T00:33:36.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612763,32,25,2022-02-01T00:33:48Z,1470000,,,0,,C. Bassey shooting personal FOUL (1 PF) (Bane 2 FT),"[1629646, 1630217]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,,,,,,,201638.0,,,,,,,,1.0,0.0,Bane,1630217.0,,
153,PT01M02.00S,2022-02-01T00:33:59.2Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,32,26,2022-02-01T00:33:59Z,1490000,,,0,,D. Bane Free Throw 1 of 2 (6 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
154,PT01M02.00S,2022-02-01T00:34:12.3Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,32,27,2022-02-01T00:34:12Z,1500000,,,0,,D. Bane Free Throw 2 of 2 (7 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
155,PT00M50.00S,2022-02-01T00:34:26.5Z,1,REGULAR,3pt,Jump Shot,[],1630198,5.305519053876466,97.05882352941177,1610612755,35,27,2022-02-01T00:34:32Z,1510000,-235.0,-3.0,1,left,I. Joe 3PT  (3 PTS) (D. Green 1 AST),"[1630198, 201980]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,23.53,Made,,,,,,,3.0,D. Green,201980.0,1.0,,,,,,,,
157,PT00M50.00S,2022-02-01T00:34:31.1Z,1,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612755,35,27,2022-02-01T00:34:38Z,1530000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Joe 1 FT),"[1629723, 1630198]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,201638.0,,,,,,,,1.0,0.0,Joe,1630198.0,,
159,PT00M50.00S,2022-02-01T00:34:41.2Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,35,27,2022-02-01T00:34:47Z,1550000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M50.00S,2022-02-01T00:34:41.2Z,1,REGULAR,substitution,in,[],203552,,,1610612755,35,27,2022-02-01T00:34:47Z,1560000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M50.00S,2022-02-01T00:35:03.0Z,1,REGULAR,freethrow,1 of 1,[],1630198,,,1610612755,36,27,2022-02-01T00:35:03Z,1570000,,,0,,I. Joe Free Throw 1 of 1 (4 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
162,PT00M34.60S,2022-02-01T00:35:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,82.57227332457293,49.50980392156863,1610612763,36,29,2022-02-01T00:35:31Z,1580000,-2.0,111.0,1,right,D. Bane 11' driving floating Jump Shot (9 PTS) (T. Jones 1 AST),"[1630217, 1626145]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,11.13,Made,,,,,,,9.0,T. Jones,1626145.0,1.0,,,,,,,,
164,PT00M34.60S,2022-02-01T00:35:28.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201980,,,1610612763,36,29,2022-02-01T00:35:35Z,1600000,,,0,,D. Green shooting personal FOUL (1 PF) (Bane 1 FT),"[201980, 1630217]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,2005.0,,,,,,,,1.0,0.0,Bane,1630217.0,,
166,PT00M34.60S,2022-02-01T00:35:55.8Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,36,30,2022-02-01T00:35:55Z,1620000,,,0,,D. Bane Free Throw 1 of 1 (10 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
167,PT00M13.80S,2022-02-01T00:36:17.5Z,1,REGULAR,3pt,Jump Shot,[],203552,33.03219448094612,36.51960784313726,1610612755,36,30,2022-02-01T00:36:23Z,1630000,67.0,258.0,1,left,MISS S. Curry 26' pullup 3PT,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,
168,PT00M09.90S,2022-02-01T00:36:21.4Z,1,REGULAR,rebound,offensive,[],1629646,,,1610612755,36,30,2022-02-01T00:36:23Z,1640000,,,0,,C. Bassey REBOUND (Off:1 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,167.0,2.0,1.0,1.0,,,,,,,,,,,,,,
169,PT00M00.10S,2022-02-01T00:36:32.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,30.535479632063073,70.09803921568627,1610612755,39,30,2022-02-01T00:36:37Z,1650000,-100.0,235.0,1,left,G. Niang 25' 3PT  (3 PTS) (S. Curry 3 AST),"[1627777, 203552]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.51,Made,,,,,,,3.0,S. Curry,203552.0,3.0,,,,,,,,
171,PT00M00.00S,2022-02-01T00:36:39.1Z,1,REGULAR,period,end,[],0,,,1610612763,39,30,2022-02-01T00:36:39Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-02-01T00:39:14.9Z,2,REGULAR,period,start,[],0,,,1610612763,39,30,2022-02-01T00:39:14Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M42.00S,2022-02-01T00:39:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,84.93758212877792,46.568627450980394,1610612763,39,30,2022-02-01T00:39:39Z,1690000,-17.0,89.0,1,right,MISS J. Jackson Jr. 9' Jump Shot,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,9.07,Missed,,,,,,,,,,,,,,,,,,
174,PT11M40.00S,2022-02-01T00:39:34.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,39,30,2022-02-01T00:39:39Z,1700000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,
175,PT11M40.00S,2022-02-01T00:39:39.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,39,30,2022-02-01T00:39:39Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M27.00S,2022-02-01T00:39:54.3Z,2,REGULAR,turnover,bad pass,[],203552,,,1610612755,39,30,2022-02-01T00:39:59Z,1720000,,,0,,S. Curry bad pass TURNOVER (2 TO),"[203552, 1626145]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,2.0,,,,,Jones,1626145.0,,,,,,
177,PT11M27.00S,2022-02-01T00:39:54.3Z,2,REGULAR,steal,,[],1626145,,,1610612763,39,30,2022-02-01T00:39:57Z,1730000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M27.00S,2022-02-01T00:39:59.7Z,2,REGULAR,foul,personal,[],203552,,,1610612763,39,30,2022-02-01T00:40:20Z,1740000,,,0,,S. Curry take personal FOUL (2 PF),"[203552, 1626145]",1610612755.0,PHI,take,,,Curry,S. Curry,,,,,,,,,,,2005.0,,,,,,,,2.0,0.0,Jones,1626145.0,,
180,PT11M27.00S,2022-02-01T00:40:09.9Z,2,REGULAR,substitution,out,[],1627777,,,1610612763,39,30,2022-02-01T00:40:13Z,1760000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M27.00S,2022-02-01T00:40:09.9Z,2,REGULAR,substitution,in,[],202699,,,1610612763,39,30,2022-02-01T00:40:13Z,1770000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M14.00S,2022-02-01T00:40:23.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,83.09789750328515,48.28431372549019,1610612763,39,32,2022-02-01T00:40:28Z,1780000,-9.0,106.0,1,right,T. Jones 10' driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,10.67,Made,,,,,,,2.0,,,,,,,,,,,
