actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M45.00S,2021-11-30T00:23:42.5Z,1,REGULAR,steal,,[],202699,,,1610612755,21,12,2021-11-30T00:23:44Z,910000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M41.00S,2021-11-30T00:23:46.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201980,24.490801576872528,88.23529411764706,1610612755,21,12,2021-11-30T00:23:53Z,920000,-191.0,178.0,1,left,MISS D. Green 26' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
93,PT04M35.00S,2021-11-30T00:23:52.2Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,21,12,2021-11-30T00:23:53Z,930000,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,92.0,4.0,3.0,1.0,,,,,,,,,,,,,,
94,PT04M35.00S,2021-11-30T00:23:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,5.590000152587891,50.0,1610612755,21,12,2021-11-30T00:23:51Z,940000,0.0,0.0,1,left,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
95,PT04M34.00S,2021-11-30T00:23:53.1Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,21,12,2021-11-30T00:23:53Z,950000,,,0,,J. Embiid REBOUND (Off:2 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,94.0,5.0,3.0,2.0,,,,,,,,,,,,,,
96,PT04M34.00S,2021-11-30T00:23:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,5.590000152587891,50.0,1610612755,23,12,2021-11-30T00:23:53Z,960000,0.0,0.0,1,left,J. Embiid tip Layup (6 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Made,,,,,,,6.0,,,,,,,,,,,
97,PT04M26.00S,2021-11-30T00:24:01.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,94.53022339027595,47.79411764705882,1610612753,23,14,2021-11-30T00:27:55Z,970000,-11.0,-1.0,1,right,W. Carter Jr. alley-oop DUNK (2 PTS) (J. Suggs 2 AST),"[1628976, 1630591]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,1.11,Made,,,,,,,2.0,J. Suggs,1630591.0,2.0,,,,,,,,
99,PT04M06.00S,2021-11-30T00:24:20.5Z,1,REGULAR,2pt,Jump Shot,[],202699,13.452693823915894,32.35294117647058,1610612755,23,14,2021-11-30T00:24:28Z,990000,88.0,74.0,1,left,MISS T. Harris 11' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,11.51,Missed,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2021-11-30T00:24:26.5Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,23,14,2021-11-30T00:24:28Z,1000000,,,0,,J. Embiid REBOUND (Off:3 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,99.0,6.0,3.0,3.0,,,,,,,,,,,,,,
101,PT04M00.00S,2021-11-30T00:24:26.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,5.590000152587891,50.0,1610612755,23,14,2021-11-30T00:24:26Z,1010000,0.0,0.0,1,left,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
102,PT03M59.00S,2021-11-30T00:24:27.5Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,23,14,2021-11-30T00:24:27Z,1020000,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,,,,,
103,PT03M54.00S,2021-11-30T00:24:32.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203082,74.55650459921156,14.950980392156865,1610612753,23,14,2021-11-30T00:24:37Z,1030000,-175.0,187.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,
104,PT03M52.00S,2021-11-30T00:24:34.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,23,14,2021-11-30T00:24:37Z,1040000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT03M41.00S,2021-11-30T00:24:45.9Z,1,REGULAR,2pt,Jump Shot,[],1630178,15.029566360052556,23.039215686274503,1610612755,23,14,2021-11-30T00:24:50Z,1050000,135.0,89.0,1,left,MISS T. Maxey 16' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,16.14,Missed,,,,,,,,,,,,,,,,,,
106,PT03M37.00S,2021-11-30T00:24:50.2Z,1,REGULAR,rebound,offensive,[],201980,,,1610612755,23,14,2021-11-30T00:24:50Z,1060000,,,0,,D. Green REBOUND (Off:1 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,105.0,3.0,2.0,1.0,,,,,,,,,,,,,,
107,PT03M37.00S,2021-11-30T00:24:50.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201980,5.590000152587891,50.0,1610612755,25,14,2021-11-30T00:24:50Z,1070000,0.0,0.0,1,left,D. Green putback DUNK (2 PTS),[201980],1610612755.0,PHI,putback,,,Green,D. Green,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,
108,PT03M21.00S,2021-11-30T00:25:05.8Z,1,REGULAR,turnover,bad pass,[],203082,,,1610612753,25,14,2021-11-30T00:25:09Z,1080000,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 203552]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,1.0,Curry,203552.0
109,PT03M21.00S,2021-11-30T00:25:05.8Z,1,REGULAR,steal,,[],203552,,,1610612755,25,14,2021-11-30T00:25:08Z,1090000,,,0,,S. Curry STEAL (2 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M11.00S,2021-11-30T00:25:16.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203552,5.699737187910642,30.14705882352942,1610612755,27,14,2021-11-30T00:25:19Z,1100000,99.0,1.0,1,left,S. Curry 9' pullup Jump Shot (7 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,9.93,Made,,,,,,,7.0,,,,,,,,,,,
111,PT02M53.00S,2021-11-30T00:25:33.3Z,1,REGULAR,2pt,Jump Shot,[],203082,84.1491458607096,66.17647058823529,1610612753,27,14,2021-11-30T00:25:40Z,1110000,81.0,96.0,1,right,MISS T. Ross 12' pullup bank Shot,[203082],1610612753.0,ORL,pullup bank,,,Ross,T. Ross,,,,,12.59,Missed,,,,,,,,,,,,,,,,,,
112,PT02M51.00S,2021-11-30T00:25:35.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,27,14,2021-11-30T00:25:40Z,1120000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,,,,
113,PT02M50.00S,2021-11-30T00:25:44.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,27,14,2021-11-30T00:25:44Z,1130000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M50.00S,2021-11-30T00:28:17.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612755,27,14,2021-11-30T00:28:27Z,1140000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M50.00S,2021-11-30T00:28:17.3Z,1,REGULAR,substitution,out,[],203914,,,1610612755,27,14,2021-11-30T00:28:27Z,1150000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M50.00S,2021-11-30T00:28:17.3Z,1,REGULAR,substitution,out,[],1628976,,,1610612755,27,14,2021-11-30T00:28:27Z,1160000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M50.00S,2021-11-30T00:28:17.3Z,1,REGULAR,substitution,in,[],1628964,,,1610612755,27,14,2021-11-30T00:28:27Z,1170000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M50.00S,2021-11-30T00:28:17.3Z,1,REGULAR,substitution,in,[],1630532,,,1610612755,27,14,2021-11-30T00:28:27Z,1180000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M50.00S,2021-11-30T00:28:17.3Z,1,REGULAR,substitution,in,[],1630181,,,1610612755,27,14,2021-11-30T00:28:27Z,1190000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M50.00S,2021-11-30T00:28:31.2Z,1,REGULAR,substitution,out,[],201980,,,1610612755,27,14,2021-11-30T00:28:35Z,1200000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M50.00S,2021-11-30T00:28:31.2Z,1,REGULAR,substitution,out,[],203954,,,1610612755,27,14,2021-11-30T00:28:35Z,1210000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M50.00S,2021-11-30T00:28:31.2Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,27,14,2021-11-30T00:28:35Z,1220000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M50.00S,2021-11-30T00:28:31.2Z,1,REGULAR,substitution,in,[],203083,,,1610612755,27,14,2021-11-30T00:28:35Z,1230000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2021-11-30T00:28:41.7Z,1,REGULAR,2pt,Jump Shot,[],203552,22.651116951379763,50.98039215686275,1610612755,29,14,2021-11-30T00:28:45Z,1240000,-5.0,160.0,1,left,S. Curry 16' pullup Jump Shot (9 PTS) (T. Maxey 5 AST),"[203552, 1630178]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,16.05,Made,,,,,,,9.0,T. Maxey,1630178.0,5.0,,,,,,,,
126,PT02M25.00S,2021-11-30T00:29:01.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,29,14,2021-11-30T00:29:01Z,1260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M25.00S,2021-11-30T00:29:05.7Z,1,REGULAR,substitution,out,[],202699,,,1610612753,29,14,2021-11-30T00:29:13Z,1270000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M25.00S,2021-11-30T00:29:05.7Z,1,REGULAR,substitution,out,[],203552,,,1610612753,29,14,2021-11-30T00:29:13Z,1280000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M25.00S,2021-11-30T00:29:05.7Z,1,REGULAR,substitution,in,[],1627788,,,1610612753,29,14,2021-11-30T00:29:13Z,1290000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M25.00S,2021-11-30T00:29:05.7Z,1,REGULAR,substitution,in,[],1627777,,,1610612753,29,14,2021-11-30T00:29:13Z,1300000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M17.00S,2021-11-30T00:29:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,83.09789750328515,52.94117647058824,1610612753,29,14,2021-11-30T00:29:28Z,1310000,15.0,106.0,1,right,MISS F. Wagner 10' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,10.74,Missed,,,,,,,,,,,,,,,,,,
132,PT02M12.00S,2021-11-30T00:29:27.5Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,29,14,2021-11-30T00:29:27Z,1320000,,,0,,M. Bamba REBOUND (Off:2 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,131.0,4.0,2.0,2.0,,,,,,,,,,,,,,
133,PT02M12.00S,2021-11-30T00:29:27.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628964,94.40999984741211,50.0,1610612753,29,14,2021-11-30T00:32:08Z,1330000,0.0,0.0,1,right,MISS M. Bamba tip Layup,[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
134,PT02M11.00S,2021-11-30T00:29:28.5Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,29,14,2021-11-30T00:29:37Z,1340000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT02M05.00S,2021-11-30T00:29:35.2Z,1,REGULAR,2pt,Layup,[],1629680,14.50394218134035,71.07843137254902,1610612755,29,14,2021-11-30T00:29:41Z,1350000,-105.0,84.0,1,left,MISS M. Thybulle 13' driving finger roll Layup - blocked,"[1629680, 1628964]",1610612755.0,PHI,driving finger roll,,,Thybulle,M. Thybulle,,,,,13.47,Missed,,,,,Bamba,1628964.0,,,,,,,,,,,,
136,PT02M05.00S,2021-11-30T00:29:35.2Z,1,REGULAR,block,,[],1628964,,,1610612755,29,14,2021-11-30T00:29:38Z,1360000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M05.00S,2021-11-30T00:29:35.2Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,29,14,2021-11-30T00:29:41Z,1370000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M59.00S,2021-11-30T00:29:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630181,93.47897503285151,51.22549019607843,1610612753,29,16,2021-11-30T00:29:46Z,1380000,6.0,9.0,1,right,R. Hampton running Layup (2 PTS),[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,1.07,Made,,,,,,,2.0,,,,,,,,,,,
139,PT01M38.00S,2021-11-30T00:30:04.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,29,16,2021-11-30T00:30:04Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M38.00S,2021-11-30T00:30:06.2Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,29,16,2021-11-30T00:30:11Z,1400000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M38.00S,2021-11-30T00:30:06.2Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,29,16,2021-11-30T00:30:11Z,1410000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M34.00S,2021-11-30T00:30:25.9Z,1,REGULAR,3pt,Jump Shot,[],1629003,9.116294349540084,6.127450980392155,1610612755,29,16,2021-11-30T00:30:31Z,1420000,219.0,33.0,1,left,MISS S. Milton fadeaway 3PT,[1629003],1610612755.0,PHI,fadeaway,,,Milton,S. Milton,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,
143,PT01M32.00S,2021-11-30T00:30:27.9Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,29,16,2021-11-30T00:30:31Z,1430000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT01M29.00S,2021-11-30T00:30:36.7Z,1,REGULAR,foul,personal,[],1629680,,,1610612753,29,16,2021-11-30T00:30:44Z,1440000,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1630532]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Wagner,1630532.0,,,
146,PT01M24.00S,2021-11-30T00:30:53.9Z,1,REGULAR,turnover,out-of-bounds,[],1630181,,,1610612753,29,16,2021-11-30T00:31:08Z,1460000,,,0,,R. Hampton bad pass out-of-bounds TURNOVER (1 TO),[1630181],1610612753.0,ORL,bad pass,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,200832.0,,,,,1.0,,
147,PT01M11.00S,2021-11-30T00:31:17.0Z,1,REGULAR,foul,offensive,[],203083,,,1610612755,29,16,2021-11-30T00:31:24Z,1470000,,,0,,A. Drummond offensive FOUL (1 PF),"[203083, 203082]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Ross,203082.0,,,
149,PT01M11.00S,2021-11-30T00:31:17.0Z,1,REGULAR,turnover,offensive foul,[],203083,,,1610612755,29,16,2021-11-30T00:31:17Z,1490000,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,202007.0,,,,,1.0,,
150,PT00M56.80S,2021-11-30T00:31:43.1Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,29,16,2021-11-30T00:31:54Z,1500000,,,0,,F. Wagner lost ball TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,1.0,,
152,PT00M56.80S,2021-11-30T00:31:55.3Z,1,REGULAR,foul,personal,[],1630532,,,1610612755,29,16,2021-11-30T00:32:04Z,1520000,,,0,,F. Wagner loose ball personal FOUL (1 PF),"[1630532, 1627788]",1610612753.0,ORL,loose ball,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Korkmaz,1627788.0,,,
154,PT00M42.20S,2021-11-30T00:32:12.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,18.7089356110381,41.91176470588235,1610612755,29,16,2021-11-30T00:32:16Z,1540000,40.0,123.0,1,left,MISS S. Milton 12' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,12.98,Missed,,,,,,,,,,,,,,,,,,
155,PT00M39.60S,2021-11-30T00:32:14.7Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,29,16,2021-11-30T00:32:14Z,1550000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,,
156,PT00M32.70S,2021-11-30T00:32:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,92.0335085413929,53.67647058823529,1610612753,29,16,2021-11-30T00:32:26Z,1560000,18.0,22.0,1,right,MISS R. Hampton driving bank Shot,[1630181],1610612753.0,ORL,driving bank,,,Hampton,R. Hampton,,,,,2.9,Missed,,,,,,,,,,,,,,,,,,
157,PT00M30.60S,2021-11-30T00:32:23.8Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,29,16,2021-11-30T00:32:26Z,1570000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT00M27.90S,2021-11-30T00:32:26.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627788,9.773324572930349,95.58823529411765,1610612755,29,16,2021-11-30T00:32:33Z,1580000,-228.0,39.0,1,left,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,
159,PT00M24.70S,2021-11-30T00:32:29.7Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,29,16,2021-11-30T00:32:33Z,1590000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT00M09.50S,2021-11-30T00:32:44.9Z,1,REGULAR,3pt,Jump Shot,[],203082,66.80354796320631,44.85294117647059,1610612753,29,16,2021-11-30T00:35:46Z,1600000,-26.0,260.0,1,right,MISS T. Ross 26' pullup 3PT - blocked,"[203082, 1629680]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,26.08,Missed,,,,,Thybulle,1629680.0,,,,,,,,,,,,
161,PT00M09.50S,2021-11-30T00:32:44.9Z,1,REGULAR,block,,[],1629680,,,1610612753,29,16,2021-11-30T00:32:48Z,1610000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M07.20S,2021-11-30T00:32:47.2Z,1,REGULAR,rebound,offensive,[],203082,,,1610612753,29,16,2021-11-30T00:32:56Z,1620000,,,0,,T. Ross REBOUND (Off:1 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,160.0,2.0,1.0,1.0,,,,,,,,,,,,,,
163,PT00M07.20S,2021-11-30T00:32:51.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203082,93.08475689881735,26.470588235294116,1610612753,29,18,2021-11-30T00:33:42Z,1630000,-118.0,13.0,1,right,T. Ross 11' pullup Jump Shot (2 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,11.83,Made,,,,,,,2.0,,,,,,,,,,,
164,PT00M07.20S,2021-11-30T00:33:01.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629680,,,1610612753,29,18,2021-11-30T00:33:35Z,1640000,,,0,,M. Thybulle shooting personal FOUL (2 PF) (Ross 1 FT),"[1629680, 203082]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Ross,203082.0,,,
166,PT00M07.20S,2021-11-30T00:33:09.8Z,1,REGULAR,substitution,out,[],203083,,,1610612753,29,18,2021-11-30T00:33:42Z,1660000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M07.20S,2021-11-30T00:33:09.8Z,1,REGULAR,substitution,in,[],1630178,,,1610612753,29,18,2021-11-30T00:33:42Z,1670000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M07.20S,2021-11-30T00:33:36.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203082,,,1610612753,29,19,2021-11-30T00:33:36Z,1680000,,,0,,T. Ross Free Throw 1 of 1 (3 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
169,PT00M00.70S,2021-11-30T00:33:46.2Z,1,REGULAR,2pt,Jump Shot,[],1629680,5.699737187910642,65.93137254901961,1610612755,31,19,2021-11-30T00:33:56Z,1690000,-80.0,1.0,1,left,M. Thybulle 7' floating Jump Shot (2 PTS) (S. Milton 1 AST),"[1629680, 1629003]",1610612755.0,PHI,floating,,,Thybulle,M. Thybulle,,,,,7.97,Made,,,,,,,2.0,S. Milton,1629003.0,1.0,,,,,,,,
171,PT00M00.00S,2021-11-30T00:33:54.5Z,1,REGULAR,period,end,[],0,,,1610612753,31,19,2021-11-30T00:33:54Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-30T00:35:13.3Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612753,31,19,2021-11-30T00:36:27Z,1720000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-11-30T00:35:13.3Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612753,31,19,2021-11-30T00:36:27Z,1730000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-11-30T00:36:38.6Z,2,REGULAR,period,start,[],0,,,1610612755,31,19,2021-11-30T00:36:38Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M36.00S,2021-11-30T00:37:02.3Z,2,REGULAR,turnover,bad pass,[],1629680,,,1610612755,31,19,2021-11-30T00:37:06Z,1750000,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 1629643]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0
176,PT11M36.00S,2021-11-30T00:37:02.3Z,2,REGULAR,steal,,[],1629643,,,1610612753,31,19,2021-11-30T00:37:04Z,1760000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M23.00S,2021-11-30T00:37:14.0Z,2,REGULAR,turnover,bad pass,[],203082,,,1610612753,31,19,2021-11-30T00:37:18Z,1770000,,,0,,T. Ross bad pass TURNOVER (2 TO),"[203082, 1629003]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,2.0,Milton,1629003.0
