actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT03M14.00S,2022-01-22T00:27:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,15.456636005256241,35.53921568627451,1610612746,11,22,2022-01-22T00:27:51Z,870000,72.0,93.0,1,left,MISS R. Jackson 11' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,11.76,Missed,,,,,,,,,,,,,,,,,,
88,PT03M13.00S,2022-01-22T00:27:45.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,11,22,2022-01-22T00:27:51Z,880000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,
89,PT03M13.00S,2022-01-22T00:27:49.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,11,22,2022-01-22T00:27:49Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M13.00S,2022-01-22T00:27:57.5Z,1,REGULAR,substitution,out,[],202704,,,1610612746,11,22,2022-01-22T00:28:06Z,900000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M13.00S,2022-01-22T00:27:57.5Z,1,REGULAR,substitution,out,[],202694,,,1610612746,11,22,2022-01-22T00:28:06Z,910000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M13.00S,2022-01-22T00:27:57.5Z,1,REGULAR,substitution,in,[],1630527,,,1610612746,11,22,2022-01-22T00:28:06Z,920000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M13.00S,2022-01-22T00:27:57.5Z,1,REGULAR,substitution,in,[],202339,,,1610612746,11,22,2022-01-22T00:28:06Z,930000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M11.00S,2022-01-22T00:28:17.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628379,6.258212877792378,81.12745098039215,1610612746,11,24,2022-01-22T00:28:22Z,940000,-156.0,6.0,1,left,L. Kennard 15' Jump Shot (2 PTS) (E. Bledsoe 1 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,15.57,Made,,,,,2.0,,,,,,,E. Bledsoe,202339.0,1.0,,,,
96,PT02M44.00S,2022-01-22T00:28:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,81.42247043363994,58.08823529411765,1610612755,11,24,2022-01-22T00:28:48Z,960000,40.0,122.0,1,right,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,12.86,Missed,,,,,,,,,,,,,,,,,,
97,PT02M41.00S,2022-01-22T00:28:47.3Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612746,11,24,2022-01-22T00:28:48Z,970000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
98,PT02M32.00S,2022-01-22T00:28:56.3Z,1,REGULAR,3pt,Jump Shot,[],201586,27.414586070959263,84.31372549019608,1610612746,11,24,2022-01-22T00:29:01Z,980000,-172.0,205.0,1,left,MISS S. Ibaka 26' 3PT,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
99,PT02M30.00S,2022-01-22T00:28:58.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,11,24,2022-01-22T00:29:01Z,990000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT02M16.00S,2022-01-22T00:29:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.5407358738502,50.73529411764706,1610612755,13,24,2022-01-22T00:29:17Z,1000000,4.0,27.0,1,right,T. Harris Layup (2 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,2.73,Made,,,,,2.0,,,,,,,J. Embiid,203954.0,2.0,,,,
102,PT02M01.00S,2022-01-22T00:29:26.7Z,1,REGULAR,2pt,Jump Shot,[],1630527,24.129434954007884,66.17647058823529,1610612746,13,24,2022-01-22T00:29:31Z,1020000,-81.0,174.0,1,left,MISS B. Boston Jr. 19' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,19.22,Missed,,,,,,,,,,,,,,,,,,
103,PT01M59.00S,2022-01-22T00:29:28.7Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,13,24,2022-01-22T00:29:31Z,1030000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,,,
104,PT01M50.00S,2022-01-22T00:29:38.0Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,13,24,2022-01-22T00:29:43Z,1040000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 202339]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,2.0,,,,Bledsoe,202339.0,,
105,PT01M50.00S,2022-01-22T00:29:38.0Z,1,REGULAR,steal,,[],202339,,,1610612746,13,24,2022-01-22T00:29:40Z,1050000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
106,PT01M47.00S,2022-01-22T00:29:41.9Z,1,REGULAR,turnover,lost ball,[],202339,,,1610612746,13,24,2022-01-22T00:29:48Z,1060000,,,0,,E. Bledsoe lost ball TURNOVER (1 TO),"[202339, 202699]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,1.0,,,,Harris,202699.0,,
107,PT01M47.00S,2022-01-22T00:29:41.9Z,1,REGULAR,steal,,[],202699,,,1610612755,13,24,2022-01-22T00:29:45Z,1070000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M42.00S,2022-01-22T00:29:45.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202699,92.72339027595268,46.07843137254902,1610612755,15,24,2022-01-22T00:29:52Z,1080000,-20.0,16.0,1,right,T. Harris driving DUNK (4 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,2.52,Made,,,,,4.0,,,,,,,,,,,,,
109,PT01M20.00S,2022-01-22T00:30:11.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,15,24,2022-01-22T00:30:28Z,1090000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,202037.0,,,,,,,,,,,,
111,PT01M20.00S,2022-01-22T00:30:16.0Z,1,REGULAR,substitution,out,[],203954,,,1610612755,15,24,2022-01-22T00:30:23Z,1110000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M20.00S,2022-01-22T00:30:16.0Z,1,REGULAR,substitution,in,[],203083,,,1610612755,15,24,2022-01-22T00:30:23Z,1120000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M20.00S,2022-01-22T00:30:16.0Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,15,24,2022-01-22T00:30:23Z,1130000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M20.00S,2022-01-22T00:30:16.0Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,15,24,2022-01-22T00:31:08Z,1135000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M05.00S,2022-01-22T00:30:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,94.95729303547962,52.69607843137255,1610612755,17,24,2022-01-22T00:30:52Z,1140000,13.0,-5.0,1,right,T. Harris driving Layup (6 PTS) (A. Drummond 1 AST),"[202699, 203083]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,1.44,Made,,,,,6.0,,,,,,,A. Drummond,203083.0,1.0,,,,
115,PT00M46.80S,2022-01-22T00:31:00.4Z,1,REGULAR,3pt,Jump Shot,[],201586,28.203022339027594,21.07843137254902,1610612746,17,24,2022-01-22T00:31:04Z,1150000,145.0,213.0,1,left,MISS S. Ibaka 25' 3PT,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
116,PT00M45.20S,2022-01-22T00:31:02.0Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,17,24,2022-01-22T00:31:32Z,1160000,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,,,,,,
118,PT00M30.00S,2022-01-22T00:31:17.3Z,1,REGULAR,2pt,Jump Shot,[],202699,90.62089356110381,29.411764705882355,1610612755,17,24,2022-01-22T00:31:23Z,1170000,-103.0,36.0,1,right,MISS T. Harris 10' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,10.89,Missed,,,,,,,,,,,,,,,,,,
119,PT00M27.40S,2022-01-22T00:31:19.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,17,24,2022-01-22T00:31:24Z,1180000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT00M21.40S,2022-01-22T00:31:25.9Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,17,24,2022-01-22T00:31:36Z,1190000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 202699]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,1.0,,,,Harris,202699.0,,
121,PT00M21.40S,2022-01-22T00:31:25.9Z,1,REGULAR,steal,,[],202699,,,1610612755,17,24,2022-01-22T00:54:48Z,1200000,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
122,PT00M04.00S,2022-01-22T00:31:43.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,81.42247043363994,50.73529411764706,1610612755,17,24,2022-01-22T00:31:49Z,1210000,4.0,122.0,1,right,MISS T. Harris 12' step back Shot,[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,12.22,Missed,,,,,,,,,,,,,,,,,,
123,PT00M01.60S,2022-01-22T00:31:45.6Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,17,24,2022-01-22T00:31:59Z,1220000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,,
124,PT00M00.10S,2022-01-22T00:31:50.6Z,1,REGULAR,3pt,Jump Shot,[],1629611,54.35282522996058,35.294117647058826,1610612746,17,24,2022-01-22T00:32:10Z,1230000,74.0,458.0,1,left,MISS T. Mann 46' running 3PT,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,46.43,Missed,,,,,,,,,,,,,,,,,,
125,PT00M00.10S,2022-01-22T00:31:50.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,17,24,2022-01-22T00:32:10Z,1240000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,
126,PT00M00.00S,2022-01-22T00:32:11.7Z,1,REGULAR,period,end,[],0,,,1610612746,17,24,2022-01-22T00:32:11Z,1250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2022-01-22T00:33:53.4Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612746,17,24,2022-01-22T00:34:30Z,1270000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2022-01-22T00:33:53.4Z,2,REGULAR,substitution,out,['startperiod'],201586,,,1610612746,17,24,2022-01-22T00:34:30Z,1280000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2022-01-22T00:33:53.4Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612746,17,24,2022-01-22T00:34:30Z,1290000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2022-01-22T00:33:53.4Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612746,17,24,2022-01-22T00:34:30Z,1300000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2022-01-22T00:34:29.1Z,2,REGULAR,period,start,[],0,,,1610612746,17,24,2022-01-22T00:34:31Z,1310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT11M48.00S,2022-01-22T00:34:40.7Z,2,REGULAR,2pt,Jump Shot,[],1628379,18.347568988173457,32.1078431372549,1610612746,17,26,2022-01-22T00:34:45Z,1320000,89.0,120.0,1,left,L. Kennard 14' pullup Jump Shot (4 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,14.97,Made,,,,,4.0,,,,,,,I. Hartenstein,1628392.0,1.0,,,,
136,PT11M34.00S,2022-01-22T00:34:53.6Z,2,REGULAR,2pt,Jump Shot,[],1627777,92.06636005256242,93.62745098039215,1610612755,17,26,2022-01-22T00:34:59Z,1340000,218.0,22.0,1,right,MISS G. Niang 21' Jump Shot,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,21.92,Missed,,,,,,,,,,,,,,,,,,
137,PT11M32.00S,2022-01-22T00:34:55.6Z,2,REGULAR,rebound,offensive,[],1629718,,,1610612755,17,26,2022-01-22T00:35:14Z,1350000,,,0,,C. Brown Jr. REBOUND (Off:1 Def:0),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,,,
138,PT11M29.00S,2022-01-22T00:34:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629718,94.40999984741211,50.0,1610612755,17,26,2022-01-22T00:34:58Z,1360000,0.0,0.0,1,right,MISS C. Brown Jr. tip Layup,[1629718],1610612755.0,PHI,tip,,,Brown Jr.,C. Brown Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
139,PT11M29.00S,2022-01-22T00:34:58.9Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,17,26,2022-01-22T00:34:58Z,1370000,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,
140,PT11M27.00S,2022-01-22T00:35:03.3Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612755,17,26,2022-01-22T00:35:11Z,1380000,,,0,,T. Mann shooting personal FOUL (1 PF) (Brown Jr. 2 FT),"[1629611, 1629718]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,,202037.0,1.0,0.0,Brown Jr.,1629718.0,,,,,,,,
142,PT11M27.00S,2022-01-22T00:35:26.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629718,,,1610612755,18,26,2022-01-22T00:35:26Z,1400000,,,0,,C. Brown Jr. Free Throw 1 of 2 (1 PTS),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
143,PT11M27.00S,2022-01-22T00:35:39.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629718,,,1610612755,19,26,2022-01-22T00:35:39Z,1410000,,,0,,C. Brown Jr. Free Throw 2 of 2 (2 PTS),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
144,PT11M13.00S,2022-01-22T00:35:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630527,6.652431011826544,95.83333333333334,1610612746,19,26,2022-01-22T00:35:59Z,1420000,-229.0,10.0,1,left,MISS B. Boston Jr. 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
145,PT11M11.00S,2022-01-22T00:35:57.3Z,2,REGULAR,rebound,defensive,[],1629718,,,1610612755,19,26,2022-01-22T00:35:59Z,1430000,,,0,,C. Brown Jr. REBOUND (Off:1 Def:1),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,,
146,PT11M11.00S,2022-01-22T00:36:00.7Z,2,REGULAR,foul,personal,[],1628392,,,1610612755,19,26,2022-01-22T00:36:05Z,1440000,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1629718]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,204058.0,1.0,0.0,Brown Jr.,1629718.0,,,,,,,,
148,PT10M57.00S,2022-01-22T00:36:27.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,87.59855453350855,34.80392156862745,1610612755,21,26,2022-01-22T00:36:34Z,1460000,-76.0,64.0,1,right,T. Maxey 9' driving floating bank Jump Shot (5 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,9.94,Made,,,,,5.0,,,,,,,,,,,,,
149,PT10M39.00S,2022-01-22T00:36:45.6Z,2,REGULAR,turnover,lost ball,[],1628392,,,1610612746,21,26,2022-01-22T00:36:49Z,1470000,,,0,,I. Hartenstein lost ball TURNOVER (1 TO),"[1628392, 1627777]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,1.0,,,,Niang,1627777.0,,
150,PT10M39.00S,2022-01-22T00:36:45.6Z,2,REGULAR,steal,,[],1627777,,,1610612755,21,26,2022-01-22T00:36:47Z,1480000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
151,PT10M32.00S,2022-01-22T00:36:52.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627777,94.30026281208936,51.71568627450981,1610612755,21,26,2022-01-22T00:40:18Z,1490000,9.0,1.0,1,right,MISS G. Niang running Layup,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,0.87,Missed,,,,,,,,,,,,,,,,,,
152,PT10M31.00S,2022-01-22T00:36:53.8Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,21,26,2022-01-22T00:36:58Z,1500000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,151.0,3.0,3.0,0.0,,,,,,,,,,,,,,
153,PT10M15.00S,2022-01-22T00:37:09.2Z,2,REGULAR,2pt,Jump Shot,[],1629611,19.398817345597898,70.34313725490196,1610612746,21,26,2022-01-22T00:37:14Z,1510000,-102.0,130.0,1,left,MISS T. Mann 16' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,16.49,Missed,,,,,,,,,,,,,,,,,,
154,PT10M12.00S,2022-01-22T00:37:12.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,21,26,2022-01-22T00:37:14Z,1520000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,,,
155,PT10M05.00S,2022-01-22T00:37:20.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,81.42247043363994,38.72549019607843,1610612755,21,26,2022-01-22T00:37:24Z,1530000,-56.0,122.0,1,right,MISS T. Maxey 13' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,13.45,Missed,,,,,,,,,,,,,,,,,,
156,PT10M01.00S,2022-01-22T00:37:24.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,21,26,2022-01-22T00:37:24Z,1540000,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,155.0,3.0,1.0,2.0,,,,,,,,,,,,,,
157,PT10M01.00S,2022-01-22T00:37:23.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612755,23,26,2022-01-22T00:37:23Z,1550000,0.0,0.0,1,right,A. Drummond tip Layup (2 PTS),[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
158,PT09M51.00S,2022-01-22T00:37:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,16.90210249671485,49.26470588235294,1610612746,23,26,2022-01-22T00:37:37Z,1560000,4.0,106.0,1,left,MISS I. Hartenstein 10' driving floating Shot,[1628392],1610612746.0,LAC,driving floating,,,Hartenstein,I. Hartenstein,,,,,10.65,Missed,,,,,,,,,,,,,,,,,,
159,PT09M49.00S,2022-01-22T00:37:35.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,23,26,2022-01-22T00:37:37Z,1570000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,158.0,4.0,2.0,2.0,,,,,,,,,,,,,,
160,PT09M42.00S,2022-01-22T00:37:45.6Z,2,REGULAR,turnover,out-of-bounds,[],203083,,,1610612755,23,26,2022-01-22T00:37:51Z,1580000,,,0,,A. Drummond bad pass out-of-bounds TURNOVER (1 TO),[203083],1610612755.0,PHI,bad pass,,,Drummond,A. Drummond,,,,,,,,,,,,2534.0,,,,,1.0,,,,,,,
161,PT09M31.00S,2022-01-22T00:38:05.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,6.389618922470433,55.14705882352941,1610612746,23,26,2022-01-22T00:38:35Z,1590000,-26.0,8.0,1,left,MISS I. Hartenstein alley-oop Layup,[1628392],1610612746.0,LAC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
162,PT09M30.00S,2022-01-22T00:38:06.8Z,2,REGULAR,rebound,offensive,[],202339,,,1610612746,23,26,2022-01-22T00:38:35Z,1600000,,,0,,E. Bledsoe REBOUND (Off:1 Def:0),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,161.0,1.0,0.0,1.0,,,,,,,,,,,,,,
163,PT09M29.00S,2022-01-22T00:38:08.4Z,2,REGULAR,foul,personal,['2freethrow'],1629718,,,1610612746,23,26,2022-01-22T00:38:20Z,1610000,,,0,,C. Brown Jr. shooting personal FOUL (1 PF) (Bledsoe 2 FT),"[1629718, 202339]",1610612755.0,PHI,shooting,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,204058.0,1.0,0.0,Bledsoe,202339.0,,,,,,,,
165,PT09M29.00S,2022-01-22T00:38:30.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202339,,,1610612746,23,27,2022-01-22T00:38:48Z,1630000,,,0,,E. Bledsoe Free Throw 1 of 2 (1 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
166,PT09M29.00S,2022-01-22T00:38:30.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202339,,,1610612746,23,27,2022-01-22T00:38:48Z,1640000,,,0,,MISS E. Bledsoe Free Throw 2 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT09M26.00S,2022-01-22T00:38:33.3Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,23,27,2022-01-22T00:38:48Z,1650000,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,166.0,4.0,4.0,0.0,,,,,,,,,,,,,,
168,PT09M11.00S,2022-01-22T00:39:02.6Z,2,REGULAR,3pt,Jump Shot,[],1627777,84.70762155059133,94.6078431372549,1610612755,23,27,2022-01-22T00:39:06Z,1660000,223.0,91.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,
169,PT09M09.00S,2022-01-22T00:39:04.6Z,2,REGULAR,rebound,offensive,[],1629718,,,1610612755,23,27,2022-01-22T00:39:09Z,1670000,,,0,,C. Brown Jr. REBOUND (Off:2 Def:1),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,168.0,3.0,1.0,2.0,,,,,,,,,,,,,,
170,PT09M03.00S,2022-01-22T00:39:10.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627777,91.14651773981603,55.88235294117647,1610612755,25,27,2022-01-22T00:39:14Z,1680000,29.0,31.0,1,right,G. Niang driving Layup (2 PTS) (T. Maxey 2 AST),"[1627777, 1630178]",1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,4.25,Made,,,,,2.0,,,,,,,T. Maxey,1630178.0,2.0,,,,
172,PT08M46.00S,2022-01-22T00:39:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,20.18725361366623,35.049019607843135,1610612746,25,27,2022-01-22T00:39:33Z,1700000,75.0,137.0,1,left,MISS L. Kennard 15' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,15.64,Missed,,,,,,,,,,,,,,,,,,
