actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
92,PT05M10.00S,2022-01-04T00:25:51.4Z,1,REGULAR,3pt,Jump Shot,[],1629726,31.192509855453352,27.450980392156865,1610612745,17,16,2022-01-04T00:25:57Z,900000,113.0,241.0,1,left,G. Mathews 26' 3PT  (8 PTS) (J. Tate 1 AST),"[1629726, 1630256]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,26.58,Made,,,,,8.0,,,,,,,,,J. Tate,1630256.0,1.0,,
94,PT05M10.00S,2022-01-04T00:25:55.0Z,1,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612745,17,16,2022-01-04T00:26:00Z,920000,,,0,,S. Milton shooting personal FOUL (1 PF) (Mathews 1 FT),"[1629003, 1629726]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,201246.0,1.0,0.0,Mathews,1629726.0,,,,,,,,
96,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,out,[],202699,,,1610612745,17,16,2022-01-04T00:26:20Z,940000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,out,[],201980,,,1610612745,17,16,2022-01-04T00:26:20Z,950000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,17,16,2022-01-04T00:26:20Z,960000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,out,[],201569,,,1610612745,17,16,2022-01-04T00:26:20Z,970000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,in,[],1627777,,,1610612745,17,16,2022-01-04T00:26:20Z,980000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,in,[],1630198,,,1610612745,17,16,2022-01-04T00:26:20Z,990000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,17,16,2022-01-04T00:26:20Z,1000000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M10.00S,2022-01-04T00:26:01.6Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,17,16,2022-01-04T00:26:20Z,1010000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M10.00S,2022-01-04T00:26:36.4Z,1,REGULAR,freethrow,1 of 1,[],1629726,,,1610612745,17,17,2022-01-04T00:26:36Z,1020000,,,0,,G. Mathews Free Throw 1 of 1 (9 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
105,PT05M03.00S,2022-01-04T00:26:44.5Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,17,17,2022-01-04T00:26:47Z,1030000,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1630528]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,1.0,Christopher,1630528.0,,,,,
106,PT05M03.00S,2022-01-04T00:26:44.5Z,1,REGULAR,steal,,[],1630528,,,1610612745,17,17,2022-01-04T00:26:46Z,1040000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M01.00S,2022-01-04T00:26:49.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,17,17,2022-01-04T00:26:49Z,1050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M45.00S,2022-01-04T00:27:15.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,32.90078843626807,44.607843137254896,1610612745,17,17,2022-01-04T00:27:20Z,1060000,27.0,257.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
109,PT04M42.00S,2022-01-04T00:27:18.2Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,17,17,2022-01-04T00:28:09Z,1070000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT04M42.00S,2022-01-04T00:27:20.5Z,1,REGULAR,foul,personal,[],1630528,,,1610612755,17,17,2022-01-04T00:28:05Z,1080000,,,0,,J. Christopher personal FOUL (1 PF),"[1630528, 1629003]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,1627534.0,1.0,0.0,Milton,1629003.0,,,,,,,,
112,PT04M28.00S,2022-01-04T00:27:49.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612755,17,17,2022-01-04T00:27:56Z,1100000,,,0,,D. Theis shooting personal FOUL (2 PF) (Embiid 2 FT),"[1628464, 203954]",1610612745.0,HOU,shooting,,,Theis,D. Theis,,,,,,,,,,,,201246.0,2.0,0.0,Embiid,203954.0,,,,,,,,
114,PT04M28.00S,2022-01-04T00:28:18.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,18,17,2022-01-04T00:28:42Z,1120000,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
115,PT04M28.00S,2022-01-04T00:28:18.9Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,18,17,2022-01-04T00:28:42Z,1130000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT04M26.00S,2022-01-04T00:28:20.9Z,1,REGULAR,rebound,defensive,[],1630528,,,1610612745,18,17,2022-01-04T00:28:42Z,1140000,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT04M13.00S,2022-01-04T00:28:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,9.379106438896187,41.91176470588235,1610612745,18,17,2022-01-04T00:28:59Z,1150000,40.0,36.0,1,left,MISS J. Christopher fadeaway Shot,[1630528],1610612745.0,HOU,fadeaway,,,Christopher,J. Christopher,,,,,5.39,Missed,,,,,,,,,,,,,,,,,,
118,PT04M10.00S,2022-01-04T00:28:57.7Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,18,17,2022-01-04T00:28:59Z,1160000,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,,,,,,,
119,PT04M01.00S,2022-01-04T00:29:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.87319316688567,50.73529411764706,1610612755,20,17,2022-01-04T00:30:19Z,1170000,4.0,5.0,1,right,J. Embiid driving finger roll Layup (7 PTS) (F. Korkmaz 1 AST),"[203954, 1627788]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,0.63,Made,,,,,7.0,,,,,,,,,F. Korkmaz,1627788.0,1.0,,
121,PT03M47.00S,2022-01-04T00:29:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,9.510512483574246,49.26470588235294,1610612745,20,17,2022-01-04T00:29:27Z,1190000,4.0,37.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,
122,PT03M43.00S,2022-01-04T00:29:23.3Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612745,20,17,2022-01-04T00:29:23Z,1200000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,121.0,4.0,2.0,2.0,,,,,,,,,,,,,,
123,PT03M43.00S,2022-01-04T00:29:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,5.590000152587891,50.0,1610612745,20,17,2022-01-04T00:29:23Z,1210000,0.0,0.0,1,left,MISS D. Theis tip Layup,[1628464],1610612745.0,HOU,tip,,,Theis,D. Theis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
124,PT03M42.00S,2022-01-04T00:29:24.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,20,17,2022-01-04T00:29:24Z,1220000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT03M39.00S,2022-01-04T00:29:28.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203954,94.26741130091985,48.774509803921575,1610612755,22,17,2022-01-04T00:29:40Z,1230000,-6.0,1.0,1,right,J. Embiid running DUNK (9 PTS) (F. Korkmaz 2 AST),"[203954, 1627788]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,0.63,Made,,,,,9.0,,,,,,,,,F. Korkmaz,1627788.0,2.0,,
127,PT03M39.00S,2022-01-04T00:29:36.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,22,17,2022-01-04T00:29:36Z,1250000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M39.00S,2022-01-04T00:32:04.3Z,1,REGULAR,substitution,out,[],1627788,,,1610612745,22,17,2022-01-04T00:32:07Z,1260000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M39.00S,2022-01-04T00:32:04.3Z,1,REGULAR,substitution,in,[],1630194,,,1610612745,22,17,2022-01-04T00:32:07Z,1270000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M39.00S,2022-01-04T00:32:18.8Z,1,REGULAR,substitution,out,[],1629726,,,1610612745,22,17,2022-01-04T00:32:21Z,1280000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M39.00S,2022-01-04T00:32:18.8Z,1,REGULAR,substitution,in,[],1628021,,,1610612745,22,17,2022-01-04T00:32:21Z,1290000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M18.00S,2022-01-04T00:32:51.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,7.145203679369246,52.205882352941174,1610612745,22,19,2022-01-04T00:33:17Z,1300000,-11.0,15.0,1,left,K. Martin Jr. cutting DUNK (2 PTS) (D. Nwaba 1 AST),"[1630231, 1628021]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,1.84,Made,,,,,2.0,,,,,,,,,D. Nwaba,1628021.0,1.0,,
134,PT03M04.00S,2022-01-04T00:33:05.5Z,1,REGULAR,3pt,Jump Shot,[],1630198,72.9796320630749,17.892156862745097,1610612755,25,19,2022-01-04T00:33:10Z,1320000,-161.0,201.0,1,right,I. Joe 25' 3PT  (3 PTS) (J. Embiid 3 AST),"[1630198, 203954]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,25.76,Made,,,,,3.0,,,,,,,,,J. Embiid,203954.0,3.0,,
136,PT02M48.00S,2022-01-04T00:33:24.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612745,25,19,2022-01-04T00:33:35Z,1340000,,,0,,I. Joe personal FOUL (1 PF) (Christopher 2 FT),"[1630198, 1630528]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,1627961.0,1.0,0.0,Christopher,1630528.0,,,,,,,,
138,PT02M48.00S,2022-01-04T00:33:53.5Z,1,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,25,20,2022-01-04T00:33:53Z,1360000,,,0,,J. Christopher Free Throw 1 of 2 (1 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
139,PT02M48.00S,2022-01-04T00:34:16.8Z,1,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,25,21,2022-01-04T00:34:16Z,1370000,,,0,,J. Christopher Free Throw 2 of 2 (2 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
140,PT02M36.00S,2022-01-04T00:34:29.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,89.79960578186596,46.568627450980394,1610612755,25,21,2022-01-04T00:34:32Z,1380000,-17.0,43.0,1,right,MISS P. Reed Hook,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,4.67,Missed,,,,,,,,,,,,,,,,,,
141,PT02M34.00S,2022-01-04T00:34:31.6Z,1,REGULAR,rebound,defensive,[],1630528,,,1610612745,25,21,2022-01-04T00:34:32Z,1390000,,,0,,J. Christopher REBOUND (Off:0 Def:2),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,
142,PT02M28.00S,2022-01-04T00:34:38.1Z,1,REGULAR,turnover,bad pass,[],1630231,,,1610612745,25,21,2022-01-04T00:34:41Z,1400000,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 1630194]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,1.0,Reed,1630194.0,,,,,
143,PT02M28.00S,2022-01-04T00:34:38.1Z,1,REGULAR,steal,,[],1630194,,,1610612755,25,21,2022-01-04T00:34:39Z,1410000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M24.00S,2022-01-04T00:34:42.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630198,72.19119579500656,82.1078431372549,1610612755,25,21,2022-01-04T00:35:59Z,1420000,161.0,209.0,1,right,MISS I. Joe 26' running 3PT,[1630198],1610612755.0,PHI,running,,,Joe,I. Joe,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
145,PT02M16.00S,2022-01-04T00:34:50.5Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,25,21,2022-01-04T00:34:49Z,1430000,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,144.0,1.0,0.0,1.0,,,,,,,,,,,,,,
146,PT02M16.00S,2022-01-04T00:34:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630194,94.40999984741211,50.0,1610612755,27,21,2022-01-04T00:34:48Z,1440000,0.0,0.0,1,right,P. Reed putback Layup (2 PTS),[1630194],1610612755.0,PHI,putback,,,Reed,P. Reed,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
147,PT02M00.00S,2022-01-04T00:35:06.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612745,27,21,2022-01-04T00:35:20Z,1450000,,,0,,S. Milton personal FOUL (2 PF) (Christopher 2 FT),"[1629003, 1630528]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,201246.0,2.0,0.0,Christopher,1630528.0,,,,,,,,
149,PT02M00.00S,2022-01-04T00:35:39.5Z,1,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,27,22,2022-01-04T00:35:39Z,1470000,,,0,,J. Christopher Free Throw 1 of 2 (3 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
150,PT02M00.00S,2022-01-04T00:35:41.3Z,1,REGULAR,substitution,out,[],1629003,,,1610612745,27,22,2022-01-04T00:35:49Z,1480000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M00.00S,2022-01-04T00:35:41.3Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,27,22,2022-01-04T00:35:49Z,1490000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M00.00S,2022-01-04T00:35:41.3Z,1,REGULAR,substitution,in,[],1627788,,,1610612745,27,22,2022-01-04T00:35:49Z,1500000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M00.00S,2022-01-04T00:35:41.3Z,1,REGULAR,substitution,in,[],201569,,,1610612745,27,22,2022-01-04T00:35:49Z,1510000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M00.00S,2022-01-04T00:36:07.2Z,1,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,27,23,2022-01-04T00:36:07Z,1520000,,,0,,J. Christopher Free Throw 2 of 2 (4 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
155,PT01M47.00S,2022-01-04T00:36:20.6Z,1,REGULAR,2pt,Jump Shot,[],203954,81.91524310118265,27.696078431372555,1610612755,29,23,2022-01-04T00:36:24Z,1530000,-112.0,117.0,1,right,J. Embiid 16' pullup Jump Shot (11 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,16.2,Made,,,,,11.0,,,,,,,,,,,,,
156,PT01M32.00S,2022-01-04T00:36:37.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612745,29,23,2022-01-04T00:36:47Z,1540000,,,0,,P. Reed personal FOUL (1 PF) (Gordon 2 FT),"[1630194, 201569]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,1627534.0,1.0,0.0,Gordon,201569.0,,,,,,,,
158,PT01M32.00S,2022-01-04T00:37:09.6Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,29,24,2022-01-04T00:37:31Z,1560000,,,0,,E. Gordon Free Throw 1 of 2 (4 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
159,PT01M32.00S,2022-01-04T00:37:11.9Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,29,24,2022-01-04T00:37:15Z,1570000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M32.00S,2022-01-04T00:37:11.9Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,29,24,2022-01-04T00:37:15Z,1580000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M32.00S,2022-01-04T00:37:09.6Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,29,24,2022-01-04T00:37:31Z,1590000,,,0,,MISS E. Gordon Free Throw 2 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,
162,PT01M30.00S,2022-01-04T00:37:11.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,29,24,2022-01-04T00:37:31Z,1600000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,
163,PT01M23.00S,2022-01-04T00:37:39.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612755,29,24,2022-01-04T00:37:44Z,1610000,,,0,,J. Tate personal FOUL (1 PF) (Embiid 2 FT),"[1630256, 203954]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,1627961.0,1.0,0.0,Embiid,203954.0,,,,,,,,
165,PT01M23.00S,2022-01-04T00:38:08.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,30,24,2022-01-04T00:38:08Z,1630000,,,0,,J. Embiid Free Throw 1 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
166,PT01M23.00S,2022-01-04T00:38:27.7Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,31,24,2022-01-04T00:38:27Z,1640000,,,0,,J. Embiid Free Throw 2 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
167,PT01M13.00S,2022-01-04T00:38:40.1Z,1,REGULAR,3pt,Jump Shot,[],1630528,35.66031537450722,36.274509803921575,1610612745,31,27,2022-01-04T00:38:44Z,1650000,69.0,283.0,1,left,J. Christopher 29' 3PT pullup (7 PTS) (J. Tate 2 AST),"[1630528, 1630256]",1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,29.09,Made,,,,,7.0,,,,,,,,,J. Tate,1630256.0,2.0,,
169,PT01M00.00S,2022-01-04T00:38:52.2Z,1,REGULAR,3pt,Jump Shot,[],1627777,69.69448094612352,72.79411764705883,1610612755,34,27,2022-01-04T00:38:56Z,1670000,114.0,232.0,1,right,G. Niang 25' 3PT  (3 PTS) (J. Embiid 4 AST),"[1627777, 203954]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.89,Made,,,,,3.0,,,,,,,,,J. Embiid,203954.0,4.0,,
171,PT00M51.70S,2022-01-04T00:39:03.6Z,1,REGULAR,3pt,Jump Shot,[],1630528,32.37516425755584,31.862745098039213,1610612745,34,27,2022-01-04T00:39:09Z,1690000,91.0,252.0,1,left,MISS J. Christopher 26' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,
172,PT00M46.70S,2022-01-04T00:39:08.6Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,34,27,2022-01-04T00:39:09Z,1700000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,171.0,1.0,0.0,1.0,,,,,,,,,,,,,,
173,PT00M46.70S,2022-01-04T00:39:09.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630231,5.590000152587891,50.0,1610612745,34,27,2022-01-04T00:39:13Z,1710000,0.0,0.0,1,left,MISS K. Martin Jr. tip Layup,[1630231],1610612745.0,HOU,tip,,,Martin Jr.,K. Martin Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
174,PT00M46.70S,2022-01-04T00:39:09.3Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,34,27,2022-01-04T00:39:13Z,1720000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,173.0,2.0,0.0,2.0,,,,,,,,,,,,,,
175,PT00M40.80S,2022-01-04T00:39:15.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630231,9.510512483574246,6.127450980392155,1610612745,34,27,2022-01-04T00:39:19Z,1730000,219.0,37.0,1,left,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,22.25,Missed,,,,,,,,,,,,,,,,,,
176,PT00M37.40S,2022-01-04T00:39:18.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,34,27,2022-01-04T00:39:19Z,1740000,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,,,,,,,
177,PT00M33.50S,2022-01-04T00:39:22.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627788,71.53416557161628,20.833333333333343,1610612755,34,27,2022-01-04T00:39:27Z,1750000,-146.0,215.0,1,right,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
178,PT00M29.70S,2022-01-04T00:39:26.2Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,34,27,2022-01-04T00:39:27Z,1760000,,,0,,D. Nwaba REBOUND (Off:0 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT00M20.00S,2022-01-04T00:39:38.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612745,34,27,2022-01-04T00:39:45Z,1770000,,,0,,P. Reed shooting personal FOUL (2 PF) (Gordon 2 FT),"[1630194, 201569]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,,,,,,,,1627534.0,2.0,0.0,Gordon,201569.0,,,,,,,,
181,PT00M20.00S,2022-01-04T00:40:07.7Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,34,27,2022-01-04T00:40:07Z,1790000,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,
182,PT00M20.00S,2022-01-04T00:40:07.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,34,27,2022-01-04T00:40:07Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,
