actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
271,PT05M59.00S,2022-02-12T00:54:02.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,6.258212877792378,48.77450980392157,1610612755,34,30,2022-02-12T00:54:10Z,2680000,6.0,6.0,1,left,M. Thybulle running DUNK (4 PTS),[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,0.88,Made,,,,,4.0,,,,,,,,,,,,,
272,PT05M46.00S,2022-02-12T00:54:15.1Z,2,REGULAR,3pt,Jump Shot,[],1629676,67.23061760840999,25.98039215686275,1610612760,34,30,2022-02-12T00:54:21Z,2690000,-120.0,256.0,1,right,MISS I. Roby 28' 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,28.23,Missed,,,,,,,,,,,,,,,,,,
273,PT05M43.00S,2022-02-12T00:54:18.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,34,30,2022-02-12T00:54:21Z,2700000,,,0,,J. Embiid REBOUND (Off:4 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,272.0,11.0,7.0,4.0,,,,,,,,,,,,,,
274,PT05M25.00S,2022-02-12T00:54:35.5Z,2,REGULAR,turnover,bad pass,[],203954,,,1610612755,34,30,2022-02-12T00:54:56Z,2710000,,,0,,J. Embiid bad pass TURNOVER (2 TO),"[203954, 1629676]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,2.0,Roby,1629676.0
275,PT05M25.00S,2022-02-12T00:54:35.5Z,2,REGULAR,steal,,[],1629676,,,1610612760,34,30,2022-02-12T00:54:37Z,2720000,,,0,,I. Roby STEAL (1 STL),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M19.00S,2022-02-12T00:54:42.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629647,92.85479632063075,51.9607843137255,1610612760,34,32,2022-02-12T00:54:50Z,2730000,10.0,15.0,1,right,D. Bazley Layup (7 PTS) (J. Giddey 4 AST),"[1629647, 1630581]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,1.77,Made,,,,,7.0,,,J. Giddey,1630581.0,4.0,,,,,,,,
278,PT05M04.00S,2022-02-12T00:55:00.5Z,2,REGULAR,foul,personal,[],1629676,,,1610612755,34,32,2022-02-12T00:55:06Z,2750000,,,0,,I. Roby personal FOUL (2 PF),"[1629676, 203954]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Embiid,203954.0,,,
280,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,34,32,2022-02-12T00:55:17Z,2770000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,out,[],1630197,,,1610612755,34,32,2022-02-12T00:55:17Z,2780000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,out,[],1629026,,,1610612755,34,32,2022-02-12T00:55:17Z,2790000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,out,[],1629676,,,1610612755,34,32,2022-02-12T00:55:17Z,2800000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,in,[],1629003,,,1610612755,34,32,2022-02-12T00:55:17Z,2810000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,in,[],1630544,,,1610612755,34,32,2022-02-12T00:55:17Z,2820000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,in,[],1629652,,,1610612755,34,32,2022-02-12T00:55:17Z,2830000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M04.00S,2022-02-12T00:55:06.4Z,2,REGULAR,substitution,in,[],202324,,,1610612755,34,32,2022-02-12T00:55:17Z,2840000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M57.00S,2022-02-12T00:55:31.5Z,2,REGULAR,3pt,Jump Shot,[],1629680,7.046649145860711,96.32352941176471,1610612755,34,32,2022-02-12T00:55:35Z,2850000,-232.0,14.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,
289,PT04M55.00S,2022-02-12T00:55:33.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,34,32,2022-02-12T00:55:35Z,2860000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,288.0,1.0,1.0,0.0,,,,,,,,,,,,,,
290,PT04M43.00S,2022-02-12T00:55:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,93.9060446780552,60.29411764705882,1610612760,34,32,2022-02-12T00:55:50Z,2870000,51.0,5.0,1,right,MISS D. Bazley Layup - blocked,"[1629647, 202699]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,5.17,Missed,,,,,,Harris,202699.0,,,,,,,,,,,
291,PT04M43.00S,2022-02-12T00:55:45.8Z,2,REGULAR,block,,[],202699,,,1610612760,34,32,2022-02-12T00:55:49Z,2880000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M39.00S,2022-02-12T00:55:49.8Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,34,32,2022-02-12T00:55:50Z,2890000,,,0,,D. Bazley REBOUND (Off:1 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,290.0,5.0,4.0,1.0,,,,,,,,,,,,,,
293,PT04M34.00S,2022-02-12T00:55:53.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,67.62483574244416,67.8921568627451,1610612760,34,32,2022-02-12T00:55:58Z,2900000,89.0,252.0,1,right,MISS L. Dort 26' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,
294,PT04M30.00S,2022-02-12T00:55:57.6Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,34,32,2022-02-12T00:55:58Z,2910000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,293.0,3.0,3.0,0.0,,,,,,,,,,,,,,
295,PT04M21.00S,2022-02-12T00:56:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.783837056504599,43.872549019607845,1610612755,34,32,2022-02-12T00:56:14Z,2920000,31.0,11.0,1,left,MISS T. Harris driving Layup - blocked,"[202699, 1629647]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,3.26,Missed,,,,,,Bazley,1629647.0,,,,,,,,,,,
296,PT04M21.00S,2022-02-12T00:56:06.6Z,2,REGULAR,block,,[],1629647,,,1610612755,34,32,2022-02-12T00:56:09Z,2930000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M16.00S,2022-02-12T00:56:11.6Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,34,32,2022-02-12T00:56:14Z,2940000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,295.0,4.0,3.0,1.0,,,,,,,,,,,,,,
298,PT04M16.00S,2022-02-12T00:56:13.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202699,5.590000152587891,50.0,1610612755,34,32,2022-02-12T00:56:27Z,2950000,0.0,0.0,1,left,MISS T. Harris putback Layup - blocked,"[202699, 202324]",1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,0.0,Missed,,,,,,Favors,202324.0,,,,,,,,,,,
301,PT04M16.00S,2022-02-12T00:56:13.4Z,2,REGULAR,block,,[],202324,,,1610612755,34,32,2022-02-12T00:56:50Z,2955000,,,0,,D. Favors BLOCK (3 BLK),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M15.00S,2022-02-12T00:56:14.4Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,34,32,2022-02-12T00:59:11Z,2960000,,,0,,D. Favors REBOUND (Off:1 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,298.0,3.0,2.0,1.0,,,,,,,,,,,,,,
300,PT04M04.00S,2022-02-12T00:56:29.4Z,2,REGULAR,turnover,palming,[],1630581,,,1610612760,34,32,2022-02-12T00:56:39Z,2970000,,,0,,J. Giddey palming TURNOVER (2 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,1193.0,,,,,2.0,,
302,PT03M56.00S,2022-02-12T00:56:55.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203954,23.209592641261498,53.431372549019606,1610612755,36,32,2022-02-12T00:56:59Z,2980000,-17.0,166.0,1,left,J. Embiid 16' Jump Shot (13 PTS) (S. Milton 2 AST),"[203954, 1629003]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,16.66,Made,,,,,13.0,,,S. Milton,1629003.0,2.0,,,,,,,,
304,PT03M48.00S,2022-02-12T00:57:07.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,36,32,2022-02-12T00:57:07Z,3000000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M29.00S,2022-02-12T01:00:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.9862023653088,47.30392156862745,1610612760,36,34,2022-02-12T01:00:24Z,3010000,-13.0,13.0,1,right,L. Dort driving reverse Layup (11 PTS),[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,1.9,Made,,,,,11.0,,,,,,,,,,,,,
306,PT03M09.00S,2022-02-12T01:00:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,13.485545335085414,64.2156862745098,1610612755,36,34,2022-02-12T01:00:42Z,3020000,-71.0,74.0,1,left,MISS J. Embiid 10' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,10.28,Missed,,,,,,,,,,,,,,,,,,
307,PT03M06.00S,2022-02-12T01:00:41.4Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,36,34,2022-02-12T01:00:41Z,3030000,,,0,,D. Bazley REBOUND (Off:1 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,306.0,6.0,5.0,1.0,,,,,,,,,,,,,,
308,PT02M51.00S,2022-02-12T01:00:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202324,93.38042049934296,46.32352941176471,1610612760,36,34,2022-02-12T01:01:01Z,3040000,-18.0,10.0,1,right,MISS D. Favors cutting Layup,[202324],1610612760.0,OKC,cutting,,,Favors,D. Favors,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
309,PT02M49.00S,2022-02-12T01:00:59.0Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,36,34,2022-02-12T01:00:59Z,3050000,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,308.0,5.0,4.0,1.0,,,,,,,,,,,,,,
310,PT02M40.00S,2022-02-12T01:01:08.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,9.411957950065702,50.73529411764706,1610612755,36,34,2022-02-12T01:01:12Z,3060000,-4.0,36.0,1,left,MISS S. Milton driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,3.62,Missed,,,,,,,,,,,,,,,,,,
311,PT02M37.00S,2022-02-12T01:01:10.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,36,34,2022-02-12T01:01:10Z,3070000,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,310.0,4.0,4.0,0.0,,,,,,,,,,,,,,
312,PT02M34.00S,2022-02-12T01:01:16.1Z,2,REGULAR,foul,personal,[],1629680,,,1610612760,36,34,2022-02-12T01:01:22Z,3080000,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1630544]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Mann,1630544.0,,,
314,PT02M34.00S,2022-02-12T01:01:22.4Z,2,REGULAR,substitution,out,[],1627788,,,1610612760,36,34,2022-02-12T01:01:26Z,3100000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M34.00S,2022-02-12T01:01:22.4Z,2,REGULAR,substitution,in,[],1627777,,,1610612760,36,34,2022-02-12T01:01:26Z,3110000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M20.00S,2022-02-12T01:01:52.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,92.72339027595268,48.529411764705884,1610612760,36,36,2022-02-12T01:01:58Z,3120000,-7.0,16.0,1,right,D. Bazley driving reverse DUNK (9 PTS),[1629647],1610612760.0,OKC,driving reverse,,,Bazley,D. Bazley,,,,,1.75,Made,,,,,9.0,,,,,,,,,,,,,
317,PT02M02.00S,2022-02-12T01:02:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,19.530223390275953,42.8921568627451,1610612755,36,36,2022-02-12T01:02:15Z,3130000,36.0,131.0,1,left,MISS J. Embiid 13' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,13.58,Missed,,,,,,,,,,,,,,,,,,
318,PT02M00.00S,2022-02-12T01:02:12.4Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,36,36,2022-02-12T01:02:15Z,3140000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,317.0,2.0,2.0,0.0,,,,,,,,,,,,,,
319,PT01M54.00S,2022-02-12T01:02:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,91.40932982917214,38.970588235294116,1610612760,36,38,2022-02-12T01:02:21Z,3150000,-55.0,28.0,1,right,J. Giddey 6' driving floating bank Jump Shot (4 PTS),[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,6.19,Made,,,,,4.0,,,,,,,,,,,,,
320,PT01M39.00S,2022-02-12T01:02:36.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612755,36,38,2022-02-12T01:02:43Z,3160000,,,0,,L. Dort personal FOUL (2 PF) (Milton 2 FT),"[1629652, 1629003]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Milton,1629003.0,,,
322,PT01M39.00S,2022-02-12T01:03:04.1Z,2,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,37,38,2022-02-12T01:03:04Z,3180000,,,0,,S. Milton Free Throw 1 of 2 (3 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
323,PT01M39.00S,2022-02-12T01:03:04.8Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,37,38,2022-02-12T01:03:07Z,3190000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M39.00S,2022-02-12T01:03:04.8Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,37,38,2022-02-12T01:03:07Z,3200000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M39.00S,2022-02-12T01:03:21.7Z,2,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,38,38,2022-02-12T01:03:21Z,3210000,,,0,,S. Milton Free Throw 2 of 2 (4 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
326,PT01M19.00S,2022-02-12T01:03:42.7Z,2,REGULAR,3pt,Jump Shot,[],1630581,68.9388961892247,74.75490196078431,1610612760,38,41,2022-02-12T01:03:46Z,3220000,124.0,239.0,1,right,J. Giddey 26' 3PT  (7 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,26.96,Made,,,,,7.0,,,,,,,,,,,,,
327,PT01M07.00S,2022-02-12T01:03:53.9Z,2,REGULAR,2pt,Jump Shot,[],1630178,21.107095926412615,30.88235294117647,1610612755,40,41,2022-02-12T01:03:57Z,3230000,96.0,146.0,1,left,T. Maxey 17' pullup Jump Shot (7 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,17.44,Made,,,,,7.0,,,,,,,,,,,,,
328,PT00M46.80S,2022-02-12T01:04:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,90.48948751642575,49.26470588235294,1610612760,40,41,2022-02-12T01:04:20Z,3240000,-4.0,37.0,1,right,MISS T. Mann driving finger roll Layup,[1630544],1610612760.0,OKC,driving finger roll,,,Mann,T. Mann,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,
329,PT00M43.40S,2022-02-12T01:04:18.6Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,40,41,2022-02-12T01:04:18Z,3250000,,,0,,D. Bazley REBOUND (Off:2 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,328.0,7.0,5.0,2.0,,,,,,,,,,,,,,
330,PT00M43.40S,2022-02-12T01:04:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,94.40999984741211,50.0,1610612760,40,41,2022-02-12T01:04:18Z,3260000,0.0,0.0,1,right,MISS D. Bazley tip Layup,[1629647],1610612760.0,OKC,tip,,,Bazley,D. Bazley,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
331,PT00M42.60S,2022-02-12T01:04:19.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,40,41,2022-02-12T01:04:19Z,3270000,,,0,,J. Embiid REBOUND (Off:4 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,330.0,12.0,8.0,4.0,,,,,,,,,,,,,,
332,PT00M39.50S,2022-02-12T01:04:22.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203954,32.14520367936925,65.44117647058823,1610612755,40,41,2022-02-12T01:04:32Z,3280000,-77.0,250.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
333,PT00M36.70S,2022-02-12T01:04:25.3Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,40,41,2022-02-12T01:04:32Z,3290000,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,332.0,6.0,4.0,2.0,,,,,,,,,,,,,,
334,PT00M36.70S,2022-02-12T01:04:28.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202699,5.590000152587891,50.0,1610612755,42,41,2022-02-12T01:04:28Z,3300000,0.0,0.0,1,left,T. Harris putback DUNK (4 PTS),[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
335,PT00M29.70S,2022-02-12T01:04:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,89.70105124835742,47.05882352941176,1610612760,42,41,2022-02-12T01:04:43Z,3310000,-15.0,44.0,1,right,MISS L. Dort running finger roll Layup - blocked,"[1629652, 203954]",1610612760.0,OKC,running finger roll,,,Dort,L. Dort,,,,,4.67,Missed,,,,,,Embiid,203954.0,,,,,,,,,,,
336,PT00M29.70S,2022-02-12T01:04:35.8Z,2,REGULAR,block,,[],203954,,,1610612760,42,41,2022-02-12T01:04:38Z,3320000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M26.40S,2022-02-12T01:04:39.1Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,42,41,2022-02-12T01:04:43Z,3330000,,,0,,T. Maxey REBOUND (Off:1 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,335.0,4.0,3.0,1.0,,,,,,,,,,,,,,
338,PT00M25.50S,2022-02-12T01:04:40.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,6.389618922470433,48.529411764705884,1610612755,44,41,2022-02-12T01:04:47Z,3340000,7.0,8.0,1,left,T. Maxey running finger roll Layup (9 PTS),[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,1.06,Made,,,,,9.0,,,,,,,,,,,,,
339,PT00M05.90S,2022-02-12T01:05:04.2Z,2,REGULAR,foul,personal,[],202699,,,1610612760,44,41,2022-02-12T01:05:13Z,3350000,,,0,,T. Harris take personal FOUL (1 PF),"[202699, 1630544]",1610612755.0,PHI,take,,,Harris,T. Harris,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Mann,1630544.0,,,
341,PT00M05.90S,2022-02-12T01:05:14.6Z,2,REGULAR,substitution,out,[],1630178,,,1610612760,44,41,2022-02-12T01:05:24Z,3370000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M05.90S,2022-02-12T01:05:14.6Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,44,41,2022-02-12T01:05:24Z,3380000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M05.90S,2022-02-12T01:05:14.6Z,2,REGULAR,substitution,out,[],202324,,,1610612760,44,41,2022-02-12T01:05:24Z,3390000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M05.90S,2022-02-12T01:05:14.6Z,2,REGULAR,substitution,in,[],1629680,,,1610612760,44,41,2022-02-12T01:05:24Z,3400000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M05.90S,2022-02-12T01:05:14.6Z,2,REGULAR,substitution,in,[],1630322,,,1610612760,44,41,2022-02-12T01:05:24Z,3410000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M05.90S,2022-02-12T01:05:14.6Z,2,REGULAR,substitution,in,[],1629660,,,1610612760,44,41,2022-02-12T01:05:24Z,3420000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M05.90S,2022-02-12T01:05:33.0Z,2,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,44,41,2022-02-12T01:06:05Z,3430000,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (3 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,2004.0,,,,,3.0,,
348,PT00M05.90S,2022-02-12T01:05:42.2Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,44,41,2022-02-12T01:05:45Z,3440000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M05.90S,2022-02-12T01:05:42.2Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,44,41,2022-02-12T01:05:45Z,3450000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M05.90S,2022-02-12T01:05:50.2Z,2,REGULAR,substitution,out,[],1630581,,,1610612755,44,41,2022-02-12T01:06:13Z,3460000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M05.90S,2022-02-12T01:05:50.2Z,2,REGULAR,substitution,out,[],1630322,,,1610612755,44,41,2022-02-12T01:06:13Z,3470000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M05.90S,2022-02-12T01:05:50.2Z,2,REGULAR,substitution,out,[],1629660,,,1610612755,44,41,2022-02-12T01:06:13Z,3480000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M05.90S,2022-02-12T01:05:50.2Z,2,REGULAR,substitution,in,[],1629647,,,1610612755,44,41,2022-02-12T01:06:13Z,3490000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M05.90S,2022-02-12T01:05:50.2Z,2,REGULAR,substitution,in,[],202324,,,1610612755,44,41,2022-02-12T01:06:13Z,3500000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
