actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT05M07.00S,2022-02-12T00:24:42.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,15,13,2022-02-12T00:24:45Z,890000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,,
90,PT05M00.00S,2022-02-12T00:24:50.0Z,1,REGULAR,3pt,Jump Shot,[],202699,26.888961892247043,19.852941176470587,1610612755,15,13,2022-02-12T00:24:54Z,900000,151.0,200.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
91,PT04M56.00S,2022-02-12T00:24:54.0Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,15,13,2022-02-12T00:24:54Z,910000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT04M47.00S,2022-02-12T00:25:01.8Z,1,REGULAR,2pt,Jump Shot,[],202324,75.90341655716163,43.627450980392155,1610612760,15,15,2022-02-12T00:25:08Z,920000,-32.0,174.0,1,right,D. Favors 17' Jump Shot (4 PTS) (J. Giddey 3 AST),"[202324, 1630581]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,17.69,Made,,,,,4.0,,,J. Giddey,1630581.0,3.0,,,,,,,,
94,PT04M31.00S,2022-02-12T00:25:20.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202324,,,1610612755,15,15,2022-02-12T00:25:32Z,940000,,,0,,D. Favors shooting personal FOUL (2 PF) (Embiid 2 FT),"[202324, 203954]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Embiid,203954.0,,,
96,PT04M31.00S,2022-02-12T00:25:53.4Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,16,15,2022-02-12T00:25:53Z,960000,,,0,,J. Embiid Free Throw 1 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
97,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,16,15,2022-02-12T00:26:12Z,970000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,16,15,2022-02-12T00:26:12Z,980000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,out,[],1630544,,,1610612755,16,15,2022-02-12T00:26:12Z,990000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,out,[],1630581,,,1610612755,16,15,2022-02-12T00:26:12Z,1000000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,in,[],201980,,,1610612755,16,15,2022-02-12T00:26:12Z,1010000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,16,15,2022-02-12T00:26:12Z,1020000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612755,16,15,2022-02-12T00:26:12Z,1030000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M31.00S,2022-02-12T00:25:54.7Z,1,REGULAR,substitution,in,[],1630197,,,1610612755,16,15,2022-02-12T00:26:12Z,1040000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M31.00S,2022-02-12T00:26:21.8Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,17,15,2022-02-12T00:26:21Z,1050000,,,0,,J. Embiid Free Throw 2 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
106,PT04M18.00S,2022-02-12T00:26:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,65.78515111695138,27.450980392156865,1610612760,17,18,2022-02-12T00:26:42Z,1060000,-113.0,269.0,1,right,L. Dort 29' 3PT  (7 PTS) (K. Williams 1 AST),"[1629652, 1629026]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,29.17,Made,,,,,7.0,,,K. Williams,1629026.0,1.0,,,,,,,,
108,PT04M04.00S,2022-02-12T00:26:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201980,10.33180026281209,45.588235294117645,1610612755,17,18,2022-02-12T00:26:54Z,1080000,22.0,45.0,1,left,MISS D. Green driving floating Shot,[201980],1610612755.0,PHI,driving floating,,,Green,D. Green,,,,,4.98,Missed,,,,,,,,,,,,,,,,,,
109,PT04M02.00S,2022-02-12T00:26:52.5Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,17,18,2022-02-12T00:26:54Z,1090000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,108.0,3.0,3.0,0.0,,,,,,,,,,,,,,
110,PT03M54.00S,2022-02-12T00:27:00.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,72.35545335085413,80.63725490196079,1610612760,17,18,2022-02-12T00:27:07Z,1100000,153.0,207.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
111,PT03M51.00S,2022-02-12T00:27:03.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,17,18,2022-02-12T00:27:07Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,
112,PT03M51.00S,2022-02-12T00:27:07.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,17,18,2022-02-12T00:27:07Z,1120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M51.00S,2022-02-12T00:27:09.7Z,1,REGULAR,substitution,out,[],202699,,,1610612760,17,18,2022-02-12T00:27:22Z,1130000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M51.00S,2022-02-12T00:27:09.7Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,17,18,2022-02-12T00:27:22Z,1140000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M51.00S,2022-02-12T00:27:09.7Z,1,REGULAR,substitution,in,[],1627777,,,1610612760,17,18,2022-02-12T00:27:22Z,1150000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M51.00S,2022-02-12T00:27:09.7Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,17,18,2022-02-12T00:27:22Z,1160000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M38.00S,2022-02-12T00:27:41.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629660,87.99277266754271,57.84313725490197,1610612760,17,18,2022-02-12T00:27:46Z,1170000,39.0,60.0,1,right,MISS T. Jerome 7' pullup Shot,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,7.2,Missed,,,,,,,,,,,,,,,,,,
118,PT03M35.00S,2022-02-12T00:27:44.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,17,18,2022-02-12T00:27:46Z,1180000,,,0,,J. Embiid REBOUND (Off:4 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,117.0,8.0,4.0,4.0,,,,,,,,,,,,,,
119,PT03M22.00S,2022-02-12T00:27:58.0Z,1,REGULAR,2pt,Jump Shot,[],203954,22.552562417871222,50.245098039215684,1610612755,17,18,2022-02-12T00:28:04Z,1190000,-1.0,159.0,1,left,MISS J. Embiid 15' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,15.95,Missed,,,,,,,,,,,,,,,,,,
120,PT03M19.00S,2022-02-12T00:28:01.0Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,17,18,2022-02-12T00:28:04Z,1200000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT03M09.00S,2022-02-12T00:28:13.6Z,1,REGULAR,foul,personal,[],1629003,,,1610612760,17,18,2022-02-12T00:28:22Z,1210000,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1629652]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Dort,1629652.0,,,
123,PT03M09.00S,2022-02-12T00:28:27.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,17,18,2022-02-12T00:28:27Z,1230000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M09.00S,2022-02-12T00:31:03.1Z,1,REGULAR,substitution,out,[],202324,,,1610612760,17,18,2022-02-12T00:31:12Z,1240000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M09.00S,2022-02-12T00:31:03.1Z,1,REGULAR,substitution,in,[],1629676,,,1610612760,17,18,2022-02-12T00:31:12Z,1250000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2022-02-12T00:31:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,93.51182654402102,43.627450980392155,1610612760,17,20,2022-02-12T00:31:34Z,1260000,-32.0,8.0,1,right,I. Roby Layup (2 PTS) (T. Jerome 1 AST),"[1629676, 1629660]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,3.3,Made,,,,,2.0,,,T. Jerome,1629660.0,1.0,,,,,,,,
128,PT02M44.00S,2022-02-12T00:31:43.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629660,,,1610612755,17,20,2022-02-12T00:31:55Z,1280000,,,0,,T. Jerome shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629660, 203954]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Embiid,203954.0,,,
131,PT02M44.00S,2022-02-12T00:32:04.5Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,18,20,2022-02-12T00:32:04Z,1300000,,,0,,J. Embiid Free Throw 1 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
132,PT02M44.00S,2022-02-12T00:32:24.2Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,19,20,2022-02-12T00:32:24Z,1310000,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
133,PT02M30.00S,2022-02-12T00:32:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.24901445466492,42.15686274509804,1610612760,19,20,2022-02-12T00:32:44Z,1320000,-39.0,11.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,4.07,Missed,,,,,,,,,,,,,,,,,,
134,PT02M28.00S,2022-02-12T00:32:41.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,20,2022-02-12T00:32:41Z,1330000,,,0,,J. Embiid REBOUND (Off:4 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,133.0,9.0,5.0,4.0,,,,,,,,,,,,,,
135,PT02M23.00S,2022-02-12T00:32:46.9Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,19,20,2022-02-12T00:33:06Z,1340000,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1629660]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,1.0,Jerome,1629660.0
136,PT02M23.00S,2022-02-12T00:32:46.9Z,1,REGULAR,steal,,[],1629660,,,1610612760,19,20,2022-02-12T00:32:49Z,1350000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M12.00S,2022-02-12T00:32:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,65.65374507227332,39.950980392156865,1610612760,19,20,2022-02-12T00:33:08Z,1360000,-50.0,270.0,1,right,MISS T. Jerome 27' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,27.5,Missed,,,,,,,,,,,,,,,,,,
138,PT02M09.00S,2022-02-12T00:33:01.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,20,2022-02-12T00:33:01Z,1370000,,,0,,J. Embiid REBOUND (Off:4 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,137.0,10.0,6.0,4.0,,,,,,,,,,,,,,
139,PT01M57.00S,2022-02-12T00:33:14.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627777,5.732588699080158,49.26470588235294,1610612755,21,20,2022-02-12T00:33:30Z,1380000,4.0,1.0,1,left,G. Niang driving DUNK (2 PTS) (S. Milton 1 AST),"[1627777, 1629003]",1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,0.4,Made,,,,,2.0,,,S. Milton,1629003.0,1.0,,,,,,,,
141,PT01M57.00S,2022-02-12T00:33:22.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629026,,,1610612755,21,20,2022-02-12T00:33:45Z,1400000,,,0,,K. Williams shooting personal FOUL (1 PF) (Niang 1 FT),"[1629026, 1627777]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Niang,1627777.0,,,
143,PT01M57.00S,2022-02-12T00:33:36.8Z,1,REGULAR,substitution,out,[],203954,,,1610612755,21,20,2022-02-12T00:33:43Z,1420000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M57.00S,2022-02-12T00:33:36.8Z,1,REGULAR,substitution,out,[],1627788,,,1610612755,21,20,2022-02-12T00:33:43Z,1430000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M57.00S,2022-02-12T00:33:36.8Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,21,20,2022-02-12T00:33:43Z,1440000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M57.00S,2022-02-12T00:33:36.8Z,1,REGULAR,substitution,in,[],1630194,,,1610612755,21,20,2022-02-12T00:33:43Z,1450000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M57.00S,2022-02-12T00:33:46.7Z,1,REGULAR,freethrow,1 of 1,[],1627777,,,1610612755,22,20,2022-02-12T00:33:46Z,1460000,,,0,,G. Niang Free Throw 1 of 1 (3 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
148,PT01M41.00S,2022-02-12T00:34:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.51182654402102,48.28431372549019,1610612760,22,22,2022-02-12T00:34:05Z,1470000,-9.0,8.0,1,right,L. Dort driving Layup (9 PTS) (T. Jerome 2 AST),"[1629652, 1629660]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,1.21,Made,,,,,9.0,,,T. Jerome,1629660.0,2.0,,,,,,,,
150,PT01M30.00S,2022-02-12T00:34:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,16.90210249671485,49.50980392156863,1610612755,22,22,2022-02-12T00:34:15Z,1490000,2.0,106.0,1,left,MISS S. Milton 10' driving floating Shot - blocked,"[1629003, 1630197]",1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,10.64,Missed,,,,,,Pokusevski,1630197.0,,,,,,,,,,,
151,PT01M30.00S,2022-02-12T00:34:11.3Z,1,REGULAR,block,,[],1630197,,,1610612755,22,22,2022-02-12T00:34:14Z,1500000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M28.00S,2022-02-12T00:34:13.3Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,22,22,2022-02-12T00:34:15Z,1510000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,,,
153,PT01M22.00S,2022-02-12T00:34:20.1Z,1,REGULAR,turnover,lost ball,[],1630197,,,1610612760,22,22,2022-02-12T00:34:24Z,1520000,,,0,,A. Pokusevski lost ball TURNOVER (1 TO),"[1630197, 1630194]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,1.0,Reed,1630194.0
154,PT01M22.00S,2022-02-12T00:34:20.1Z,1,REGULAR,steal,,[],1630194,,,1610612755,22,22,2022-02-12T00:36:48Z,1530000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M18.00S,2022-02-12T00:34:24.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201980,24.655059132720105,87.25490196078431,1610612755,22,22,2022-02-12T00:34:34Z,1540000,-186.0,179.0,1,left,MISS D. Green 25' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
156,PT01M15.00S,2022-02-12T00:34:27.7Z,1,REGULAR,rebound,offensive,[],1630178,,,1610612755,22,22,2022-02-12T00:34:27Z,1550000,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,
157,PT01M13.00S,2022-02-12T00:34:31.5Z,1,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,22,22,2022-02-12T00:34:40Z,1560000,,,0,,S. Milton step out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,step,,,Milton,S. Milton,,,,,,,,,,,,,,,,,2004.0,,,,,1.0,,
158,PT01M13.00S,2022-02-12T00:34:38.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,22,22,2022-02-12T00:34:41Z,1570000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M13.00S,2022-02-12T00:34:38.7Z,1,REGULAR,substitution,in,[],1630177,,,1610612760,22,22,2022-02-12T00:34:41Z,1580000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M56.90S,2022-02-12T00:35:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629660,91.40932982917214,56.372549019607845,1610612760,22,22,2022-02-12T00:35:09Z,1590000,32.0,28.0,1,right,MISS T. Jerome driving Layup - blocked,"[1629660, 1630194]",1610612760.0,OKC,driving,,,Jerome,T. Jerome,,,,,4.26,Missed,,,,,,Reed,1630194.0,,,,,,,,,,,
161,PT00M56.90S,2022-02-12T00:35:02.8Z,1,REGULAR,block,,[],1630194,,,1610612760,22,22,2022-02-12T00:35:05Z,1600000,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M53.70S,2022-02-12T00:35:06.0Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,22,22,2022-02-12T00:35:09Z,1610000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT00M53.00S,2022-02-12T00:35:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,5.601182654402102,49.26470588235294,1610612755,24,22,2022-02-12T00:35:13Z,1620000,4.0,0.0,1,left,S. Milton running Layup (2 PTS),[1629003],1610612755.0,PHI,running,,,Milton,S. Milton,,,,,0.37,Made,,,,,2.0,,,,,,,,,,,,,
164,PT00M33.80S,2022-02-12T00:35:31.0Z,1,REGULAR,foul,personal,[],1630194,,,1610612760,24,22,2022-02-12T00:35:37Z,1630000,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 1629676]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Roby,1629676.0,,,
166,PT00M33.80S,2022-02-12T00:35:47.1Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,24,22,2022-02-12T00:35:56Z,1650000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M33.80S,2022-02-12T00:35:47.1Z,1,REGULAR,substitution,out,[],1630177,,,1610612760,24,22,2022-02-12T00:35:56Z,1660000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M33.80S,2022-02-12T00:35:47.1Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,24,22,2022-02-12T00:35:56Z,1670000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M33.80S,2022-02-12T00:35:47.1Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,24,22,2022-02-12T00:35:56Z,1680000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M29.50S,2022-02-12T00:36:13.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612760,24,22,2022-02-12T00:36:20Z,1690000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Giddey 2 FT),"[1630178, 1630581]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Giddey,1630581.0,,,
172,PT00M29.50S,2022-02-12T00:36:33.9Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,24,23,2022-02-12T00:36:33Z,1710000,,,0,,J. Giddey Free Throw 1 of 2 (1 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
173,PT00M29.50S,2022-02-12T00:36:46.9Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,24,24,2022-02-12T00:36:46Z,1720000,,,0,,J. Giddey Free Throw 2 of 2 (2 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
174,PT00M09.80S,2022-02-12T00:37:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,6.521024967148489,40.68627450980392,1610612755,24,24,2022-02-12T00:44:56Z,1730000,47.0,9.0,1,left,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,4.74,Missed,,,,,,,,,,,,,,,,,,
175,PT00M08.90S,2022-02-12T00:37:09.5Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,24,24,2022-02-12T00:44:56Z,1740000,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,174.0,1.0,0.0,1.0,,,,,,,,,,,,,,
194,PT00M08.80S,2022-02-12T00:37:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,8.886333771353483,54.41176470588235,1610612755,24,24,2022-02-12T00:41:12Z,1745000,-22.0,31.0,1,left,MISS P. Reed tip Layup,[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,3.81,Missed,,,,,,,,,,,,,,,,,,
195,PT00M06.80S,2022-02-12T00:37:12.6Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612755,24,24,2022-02-12T00:41:12Z,1747500,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,194.0,2.0,1.0,1.0,,,,,,,,,,,,,,
176,PT00M04.80S,2022-02-12T00:37:12.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629003,5.590000152587891,50.0,1610612755,24,24,2022-02-12T00:41:12Z,1750000,0.0,0.0,1,left,MISS S. Milton driving Layup,[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
