actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
87,PT03M15.00S,2021-12-24T00:24:37.0Z,1,REGULAR,substitution,out,[],1630168,,,1610612755,10,21,2021-12-24T00:24:42Z,870000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M15.00S,2021-12-24T00:24:37.0Z,1,REGULAR,substitution,in,[],203476,,,1610612755,10,21,2021-12-24T00:24:42Z,880000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M15.00S,2021-12-24T00:24:58.0Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,11,21,2021-12-24T00:24:58Z,890000,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
90,PT03M06.00S,2021-12-24T00:25:08.7Z,1,REGULAR,3pt,Jump Shot,[],203992,68.9388961892247,26.47058823529412,1610612737,11,21,2021-12-24T00:25:18Z,900000,-118.0,239.0,1,right,MISS B. Bogdanovic 26' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,26.68,Missed,,,,,,,,,,,,,,,,
91,PT03M02.00S,2021-12-24T00:25:12.1Z,1,REGULAR,rebound,offensive,[],1626153,,,1610612737,11,21,2021-12-24T00:25:12Z,910000,,,0,,D. Wright REBOUND (Off:1 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,90.0,3.0,2.0,1.0,,,,,,,,,,,,
92,PT02M58.00S,2021-12-24T00:25:16.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203476,68.28186596583443,66.42156862745098,1610612737,11,24,2021-12-24T00:25:20Z,920000,82.0,246.0,1,right,G. Dieng 25' 3PT  (3 PTS) (D. Wright 2 AST),"[203476, 1626153]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,25.91,Made,,,,,,,3.0,D. Wright,1626153.0,2.0,,,,,,
94,PT02M34.00S,2021-12-24T00:25:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,4.155716162943495,41.17647058823529,1610612755,13,24,2021-12-24T00:25:43Z,940000,44.0,-13.0,1,left,T. Maxey driving floating Jump Shot (4 PTS) (S. Curry 1 AST),"[1630178, 203552]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,4.61,Made,,,,,,,4.0,S. Curry,203552.0,1.0,,,,,,
96,PT02M15.00S,2021-12-24T00:25:58.6Z,1,REGULAR,2pt,Jump Shot,[],1629629,95.3515111695138,23.284313725490197,1610612737,13,24,2021-12-24T00:26:11Z,960000,-134.0,-9.0,1,right,MISS C. Reddish 13' running Shot,[1629629],1610612737.0,ATL,running,,,Reddish,C. Reddish,,,,,,,,13.39,Missed,,,,,,,,,,,,,,,,
97,PT02M05.00S,2021-12-24T00:26:08.6Z,1,REGULAR,rebound,offensive,[],203476,,,1610612737,13,24,2021-12-24T00:26:11Z,970000,,,0,,G. Dieng REBOUND (Off:1 Def:0),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,
98,PT02M05.00S,2021-12-24T00:26:09.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203476,94.40999984741211,50.0,1610612737,13,26,2021-12-24T00:26:09Z,980000,0.0,0.0,1,right,G. Dieng tip Layup (5 PTS),[203476],1610612737.0,ATL,tip,,,Dieng,G. Dieng,,,,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,
99,PT01M57.00S,2021-12-24T00:26:17.0Z,1,REGULAR,2pt,Jump Shot,[],203954,9.149145860709593,11.519607843137255,1610612755,13,26,2021-12-24T00:26:21Z,990000,192.0,34.0,1,left,MISS J. Embiid 19' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,19.53,Missed,,,,,,,,,,,,,,,,
100,PT01M54.00S,2021-12-24T00:26:20.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,13,26,2021-12-24T00:26:20Z,1000000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,
101,PT01M46.00S,2021-12-24T00:26:30.3Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612737,13,26,2021-12-24T00:26:39Z,1010000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Dieng 2 FT),"[203954, 203476]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Dieng,203476.0,
103,PT01M46.00S,2021-12-24T00:26:43.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,13,26,2021-12-24T00:26:43Z,1030000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT01M46.00S,2021-12-24T00:28:51.7Z,1,REGULAR,substitution,out,[],203954,,,1610612737,13,26,2021-12-24T00:29:01Z,1040000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT01M46.00S,2021-12-24T00:28:51.7Z,1,REGULAR,substitution,in,[],1629646,,,1610612737,13,26,2021-12-24T00:29:01Z,1050000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT01M46.00S,2021-12-24T00:29:23.6Z,1,REGULAR,substitution,out,[],1629629,,,1610612737,13,26,2021-12-24T00:29:31Z,1060000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT01M46.00S,2021-12-24T00:29:23.6Z,1,REGULAR,substitution,in,[],1628411,,,1610612737,13,26,2021-12-24T00:29:31Z,1070000,,,0,,SUB in: W. Iwundu,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M46.00S,2021-12-24T00:29:35.1Z,1,REGULAR,freethrow,1 of 2,[],203476,,,1610612737,13,27,2021-12-24T00:29:35Z,1080000,,,0,,G. Dieng Free Throw 1 of 2 (6 PTS),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,
109,PT01M46.00S,2021-12-24T00:29:50.9Z,1,REGULAR,freethrow,2 of 2,[],203476,,,1610612737,13,28,2021-12-24T00:29:50Z,1090000,,,0,,G. Dieng Free Throw 2 of 2 (7 PTS),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
110,PT01M31.00S,2021-12-24T00:30:06.2Z,1,REGULAR,2pt,Jump Shot,[],203552,21.632720105124836,29.65686274509804,1610612755,13,28,2021-12-24T00:30:10Z,1100000,102.0,151.0,1,left,MISS S. Curry 18' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,18.19,Missed,,,,,,,,,,,,,,,,
111,PT01M28.00S,2021-12-24T00:30:09.2Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,13,28,2021-12-24T00:30:10Z,1110000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,
112,PT01M08.00S,2021-12-24T00:30:29.7Z,1,REGULAR,2pt,Jump Shot,[],1628411,84.57621550591328,21.323529411764707,1610612737,13,30,2021-12-24T00:30:34Z,1120000,-143.0,92.0,1,right,W. Iwundu 17' pullup Jump Shot (2 PTS) (G. Dieng 1 AST),"[1628411, 203476]",1610612737.0,ATL,pullup,,,Iwundu,W. Iwundu,,,,,,,,17.06,Made,,,,,,,2.0,G. Dieng,203476.0,1.0,,,,,,
114,PT00M39.90S,2021-12-24T00:30:58.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.196452036793694,28.431372549019606,1610612755,13,30,2021-12-24T00:31:03Z,1140000,108.0,260.0,1,left,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,28.1,Missed,,,,,,,,,,,,,,,,
115,PT00M37.90S,2021-12-24T00:31:01.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,13,30,2021-12-24T00:31:01Z,1150000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,
116,PT00M37.90S,2021-12-24T00:31:03.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203552,,,1610612737,13,30,2021-12-24T00:31:12Z,1160000,,,0,,S. Curry take personal FOUL (2 PF) (Bogdanovic 2 FT),"[203552, 203992]",1610612755.0,PHI,take,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Bogdanovic,203992.0,
118,PT00M37.90S,2021-12-24T00:31:27.0Z,1,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,13,31,2021-12-24T00:31:27Z,1180000,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
119,PT00M37.90S,2021-12-24T00:31:27.8Z,1,REGULAR,substitution,out,[],202699,,,1610612737,13,31,2021-12-24T00:32:02Z,1190000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT00M37.90S,2021-12-24T00:31:27.8Z,1,REGULAR,substitution,out,[],203552,,,1610612737,13,31,2021-12-24T00:32:02Z,1200000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT00M37.90S,2021-12-24T00:31:27.8Z,1,REGULAR,substitution,in,[],1630194,,,1610612737,13,31,2021-12-24T00:32:02Z,1210000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT00M37.90S,2021-12-24T00:31:27.8Z,1,REGULAR,substitution,in,[],204020,,,1610612737,13,31,2021-12-24T00:32:02Z,1220000,,,0,,SUB in: T. Johnson,[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M37.90S,2021-12-24T00:32:04.5Z,1,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,13,32,2021-12-24T00:32:04Z,1230000,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
124,PT00M28.60S,2021-12-24T00:32:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,6.915243101182654,40.19607843137255,1610612755,15,32,2021-12-24T00:32:11Z,1240000,49.0,13.0,1,left,T. Maxey pullup Jump Shot (6 PTS) (C. Bassey 1 AST),"[1630178, 1629646]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,5.06,Made,,,,,,,6.0,C. Bassey,1629646.0,1.0,,,,,,
126,PT00M08.50S,2021-12-24T00:32:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,90.88370565045992,56.127450980392155,1610612737,15,32,2021-12-24T00:32:33Z,1260000,31.0,33.0,1,right,MISS B. Bogdanovic driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,4.52,Missed,,,,,,,,,,,,,,,,
127,PT00M06.20S,2021-12-24T00:32:31.0Z,1,REGULAR,rebound,defensive,[],204020,,,1610612755,15,32,2021-12-24T00:32:31Z,1270000,,,0,,T. Johnson REBOUND (Off:0 Def:1),[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,
128,PT00M00.80S,2021-12-24T00:32:36.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,17.296320630749015,7.107843137254902,1610612755,18,32,2021-12-24T00:33:09Z,1280000,214.0,110.0,1,left,T. Maxey 24' 3PT step back (9 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,,,,24.11,Made,,,,,,,9.0,,,,,,,,,
129,PT00M00.00S,2021-12-24T00:32:46.0Z,1,REGULAR,period,end,[],0,,,1610612737,18,32,2021-12-24T00:32:46Z,1290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2021-12-24T00:34:11.4Z,2,REGULAR,substitution,out,['startperiod'],1626153,,,1610612737,18,32,2021-12-24T00:35:26Z,1300000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2021-12-24T00:34:11.4Z,2,REGULAR,substitution,out,['startperiod'],1628381,,,1610612737,18,32,2021-12-24T00:35:26Z,1310000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2021-12-24T00:34:11.4Z,2,REGULAR,substitution,in,['startperiod'],1630552,,,1610612737,18,32,2021-12-24T00:35:26Z,1320000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2021-12-24T00:34:11.4Z,2,REGULAR,substitution,in,['startperiod'],202362,,,1610612737,18,32,2021-12-24T00:35:26Z,1330000,,,0,,SUB in: L. Stephenson,[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2021-12-24T00:35:44.3Z,2,REGULAR,period,start,[],0,,,1610612737,18,32,2021-12-24T00:35:44Z,1340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT11M46.00S,2021-12-24T00:35:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,82.34231274638634,42.40196078431372,1610612737,18,32,2021-12-24T00:36:06Z,1350000,-38.0,113.0,1,right,MISS B. Bogdanovic 11' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,11.97,Missed,,,,,,,,,,,,,,,,
136,PT11M43.00S,2021-12-24T00:36:00.5Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,18,32,2021-12-24T00:36:06Z,1360000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,
137,PT11M29.00S,2021-12-24T00:36:15.4Z,2,REGULAR,foul,personal,['3freethrow'],202362,,,1610612755,18,32,2021-12-24T00:36:24Z,1370000,,,0,,L. Stephenson shooting personal FOUL (1 PF) (Joe 3 FT),"[202362, 1630198]",1610612737.0,ATL,shooting,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Joe,1630198.0,
139,PT11M29.00S,2021-12-24T00:36:42.9Z,2,REGULAR,freethrow,1 of 3,[],1630198,,,1610612755,19,32,2021-12-24T00:36:42Z,1390000,,,0,,I. Joe Free Throw 1 of 3 (1 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
140,PT11M29.00S,2021-12-24T00:36:55.3Z,2,REGULAR,freethrow,2 of 3,[],1630198,,,1610612755,20,32,2021-12-24T00:36:55Z,1400000,,,0,,I. Joe Free Throw 2 of 3 (2 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
141,PT11M29.00S,2021-12-24T00:37:06.7Z,2,REGULAR,freethrow,3 of 3,[],1630198,,,1610612755,21,32,2021-12-24T00:37:06Z,1410000,,,0,,I. Joe Free Throw 3 of 3 (3 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
142,PT11M14.00S,2021-12-24T00:37:25.3Z,2,REGULAR,foul,personal,['2freethrow'],1629646,,,1610612737,21,32,2021-12-24T00:37:35Z,1420000,,,0,,C. Bassey shooting personal FOUL (1 PF) (Dieng 2 FT),"[1629646, 203476]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Dieng,203476.0,
144,PT11M14.00S,2021-12-24T00:37:52.3Z,2,REGULAR,freethrow,1 of 2,[],203476,,,1610612737,21,33,2021-12-24T00:37:52Z,1440000,,,0,,G. Dieng Free Throw 1 of 2 (8 PTS),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,
145,PT11M14.00S,2021-12-24T00:38:06.2Z,2,REGULAR,freethrow,2 of 2,[],203476,,,1610612737,21,34,2021-12-24T00:38:06Z,1450000,,,0,,G. Dieng Free Throw 2 of 2 (9 PTS),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,
146,PT11M00.00S,2021-12-24T00:38:20.7Z,2,REGULAR,3pt,Jump Shot,[],1630198,31.09395532194481,32.84313725490196,1610612755,21,34,2021-12-24T00:38:27Z,1460000,86.0,240.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,25.47,Missed,,,,,,,,,,,,,,,,
147,PT10M55.00S,2021-12-24T00:38:25.7Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,21,34,2021-12-24T00:38:29Z,1470000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,146.0,3.0,3.0,0.0,,,,,,,,,,,,
148,PT10M50.00S,2021-12-24T00:38:30.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202362,67.36202365308804,62.254901960784316,1610612737,21,34,2021-12-24T00:38:35Z,1480000,61.0,254.0,1,right,MISS L. Stephenson 26' 3PT,[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,26.16,Missed,,,,,,,,,,,,,,,,
149,PT10M48.00S,2021-12-24T00:38:32.7Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,21,34,2021-12-24T00:38:35Z,1490000,,,0,,C. Bassey REBOUND (Off:0 Def:2),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,
150,PT10M41.00S,2021-12-24T00:38:41.6Z,2,REGULAR,foul,personal,['2freethrow'],203476,,,1610612755,21,34,2021-12-24T00:38:51Z,1500000,,,0,,G. Dieng shooting personal FOUL (1 PF) (Maxey 2 FT),"[203476, 1630178]",1610612737.0,ATL,shooting,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Maxey,1630178.0,
152,PT10M41.00S,2021-12-24T00:39:12.3Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,21,34,2021-12-24T00:39:12Z,1520000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Missed,,,,,,,,,,,,,,,,
153,PT10M41.00S,2021-12-24T00:39:12.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,21,34,2021-12-24T00:39:12Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,
154,PT10M41.00S,2021-12-24T00:39:14.1Z,2,REGULAR,substitution,out,[],203992,,,1610612755,21,34,2021-12-24T00:39:18Z,1540000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M41.00S,2021-12-24T00:39:14.1Z,2,REGULAR,substitution,in,[],1629629,,,1610612755,21,34,2021-12-24T00:39:18Z,1550000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M41.00S,2021-12-24T00:39:32.9Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,22,34,2021-12-24T00:39:33Z,1560000,,,0,,T. Maxey Free Throw 2 of 2 (10 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Made,,,,,,,10.0,,,,,,,,,
157,PT10M17.00S,2021-12-24T00:40:00.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,22,34,2021-12-24T00:40:05Z,1570000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,
158,PT10M17.00S,2021-12-24T00:40:05.6Z,2,REGULAR,substitution,out,[],1628411,,,1610612755,22,34,2021-12-24T00:40:09Z,1580000,,,0,,SUB out: W. Iwundu,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M17.00S,2021-12-24T00:40:05.6Z,2,REGULAR,substitution,in,[],1630219,,,1610612755,22,34,2021-12-24T00:40:09Z,1590000,,,0,,SUB in: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M09.00S,2021-12-24T00:40:26.5Z,2,REGULAR,foul,technical,['1freethrow'],203476,,,1610612755,22,34,2021-12-24T00:40:39Z,1600000,,,0,,G. Dieng defensive-3-second technical FOUL (1 Tech),[203476],1610612737.0,ATL,defensive-3-second,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,1193.0,1.0,1.0,,,
161,PT10M09.00S,2021-12-24T00:40:45.7Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,23,34,2021-12-24T00:40:45Z,1610000,,,0,,T. Maxey technical Free Throw 1 of 1 (11 PTS),[1630178],1610612755.0,PHI,technical,,,Maxey,T. Maxey,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,
162,PT10M00.00S,2021-12-24T00:41:04.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,6.783837056504599,99.26470588235294,1610612755,23,34,2021-12-24T00:41:09Z,1620000,-246.0,11.0,1,left,MISS I. Joe 24' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,24.66,Missed,,,,,,,,,,,,,,,,
163,PT09M57.00S,2021-12-24T00:41:07.3Z,2,REGULAR,rebound,defensive,[],203476,,,1610612737,23,34,2021-12-24T00:41:09Z,1630000,,,0,,G. Dieng REBOUND (Off:1 Def:1),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,162.0,2.0,1.0,1.0,,,,,,,,,,,,
164,PT09M46.00S,2021-12-24T00:41:18.9Z,2,REGULAR,3pt,Jump Shot,[],1629629,87.46714848883047,3.1862745098039214,1610612737,23,34,2021-12-24T00:41:23Z,1640000,-234.0,65.0,1,right,MISS C. Reddish 24' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,24.3,Missed,,,,,,,,,,,,,,,,
165,PT09M43.00S,2021-12-24T00:41:21.2Z,2,REGULAR,rebound,defensive,[],204020,,,1610612755,23,34,2021-12-24T00:41:21Z,1650000,,,0,,T. Johnson REBOUND (Off:0 Def:2),[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,
166,PT09M40.00S,2021-12-24T00:41:23.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,24.655059132720105,12.745098039215685,1610612755,23,34,2021-12-24T00:41:33Z,1660000,186.0,179.0,1,left,MISS T. Maxey 25' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,,,,25.86,Missed,,,,,,,,,,,,,,,,
167,PT09M36.00S,2021-12-24T00:41:28.9Z,2,REGULAR,rebound,defensive,[],202362,,,1610612737,23,34,2021-12-24T00:41:28Z,1670000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,
168,PT09M32.00S,2021-12-24T00:41:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629629,93.24901445466492,49.50980392156863,1610612737,23,36,2021-12-24T00:41:39Z,1680000,-2.0,11.0,1,right,C. Reddish running Layup (8 PTS),[1629629],1610612737.0,ATL,running,,,Reddish,C. Reddish,,,,,,,,1.13,Made,,,,,,,8.0,,,,,,,,,
169,PT09M19.00S,2021-12-24T00:41:45.3Z,2,REGULAR,3pt,Jump Shot,[],204020,26.10052562417871,16.666666666666664,1610612755,23,36,2021-12-24T00:41:55Z,1690000,167.0,193.0,1,left,MISS T. Johnson 25' 3PT,[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,25.49,Missed,,,,,,,,,,,,,,,,
170,PT09M11.00S,2021-12-24T00:41:53.3Z,2,REGULAR,rebound,offensive,[],204020,,,1610612755,23,36,2021-12-24T00:45:34Z,1700000,,,0,,T. Johnson REBOUND (Off:1 Def:2),[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,,,169.0,3.0,2.0,1.0,,,,,,,,,,,,
171,PT09M08.00S,2021-12-24T00:41:56.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],204020,27.414586070959263,18.38235294117647,1610612755,23,36,2021-12-24T00:42:03Z,1710000,158.0,205.0,1,left,MISS T. Johnson 25' 3PT,[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,25.9,Missed,,,,,,,,,,,,,,,,
173,PT09M03.00S,2021-12-24T00:42:01.4Z,2,REGULAR,rebound,defensive,[],203476,,,1610612737,23,36,2021-12-24T00:42:03Z,1730000,,,0,,G. Dieng REBOUND (Off:1 Def:2),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,171.0,3.0,2.0,1.0,,,,,,,,,,,,
