actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
360,PT07M38.00S,2021-12-24T01:28:03.3Z,3,REGULAR,3pt,Jump Shot,[],1627788,82.60512483574244,93.62745098039215,1610612755,58,63,2021-12-24T01:29:55Z,3580000,218.0,111.0,1,right,MISS F. Korkmaz 24' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,,,,24.47,Missed,,,,,,,,,,,,,,,,
361,PT07M37.00S,2021-12-24T01:28:04.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,58,63,2021-12-24T01:28:15Z,3590000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,
362,PT07M37.00S,2021-12-24T01:28:08.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,58,63,2021-12-24T01:28:08Z,3600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M24.00S,2021-12-24T01:28:23.0Z,3,REGULAR,2pt,Jump Shot,[],1629629,13.748357424441524,76.9607843137255,1610612737,58,65,2021-12-24T01:28:28Z,3610000,-135.0,77.0,1,left,C. Reddish 15' step back Jump Shot (18 PTS),[1629629],1610612737.0,ATL,step back,,,Reddish,C. Reddish,,,,,,,,15.51,Made,,,,,,,18.0,,,,,,,,,
364,PT07M22.00S,2021-12-24T01:28:28.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,58,65,2021-12-24T01:28:28Z,3620000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M22.00S,2021-12-24T01:31:00.4Z,3,REGULAR,substitution,out,[],1627788,,,1610612755,58,65,2021-12-24T01:31:04Z,3630000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT07M22.00S,2021-12-24T01:31:00.4Z,3,REGULAR,substitution,in,[],1630178,,,1610612755,58,65,2021-12-24T01:31:04Z,3640000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT07M09.00S,2021-12-24T01:31:36.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,58,65,2021-12-24T01:31:36Z,3650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M01.00S,2021-12-24T01:31:55.5Z,3,REGULAR,foul,personal,['2freethrow'],203992,,,1610612755,58,65,2021-12-24T01:32:06Z,3660000,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Harris 2 FT),"[203992, 202699]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Harris,202699.0,
370,PT07M01.00S,2021-12-24T01:32:21.2Z,3,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,59,65,2021-12-24T01:32:21Z,3680000,,,0,,T. Harris Free Throw 1 of 2 (11 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,
371,PT07M01.00S,2021-12-24T01:32:40.0Z,3,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,60,65,2021-12-24T01:32:40Z,3690000,,,0,,T. Harris Free Throw 2 of 2 (12 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,
372,PT06M51.00S,2021-12-24T01:32:51.4Z,3,REGULAR,turnover,bad pass,[],1629629,,,1610612737,60,65,2021-12-24T01:32:56Z,3700000,,,0,,C. Reddish bad pass TURNOVER (1 TO),"[1629629, 1630178]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,1.0,Maxey,1630178.0,,,,,,,,,,,,,,,,,,
373,PT06M51.00S,2021-12-24T01:32:51.4Z,3,REGULAR,steal,,[],1630178,,,1610612755,60,65,2021-12-24T01:32:53Z,3710000,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M44.00S,2021-12-24T01:32:57.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,93.24901445466492,49.50980392156863,1610612755,62,65,2021-12-24T01:33:05Z,3720000,-2.0,11.0,1,right,J. Embiid finger roll Layup (9 PTS) (S. Curry 4 AST),"[203954, 203552]",1610612755.0,PHI,finger roll,,,Embiid,J. Embiid,,,,,,,,1.13,Made,,,,,,,9.0,S. Curry,203552.0,4.0,,,,,,
376,PT06M29.00S,2021-12-24T01:33:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,8.360709592641262,45.588235294117645,1610612737,62,67,2021-12-24T01:33:49Z,3740000,22.0,26.0,1,left,O. Okongwu cutting Layup (12 PTS) (S. Mays 2 AST),"[1630168, 1630219]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,,,,3.42,Made,,,,,,,12.0,S. Mays,1630219.0,2.0,,,,,,
378,PT06M29.00S,2021-12-24T01:33:19.3Z,3,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612737,62,67,2021-12-24T01:33:26Z,3760000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Okongwu 1 FT),"[1630178, 1630168]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Okongwu,1630168.0,
380,PT06M29.00S,2021-12-24T01:33:43.7Z,3,REGULAR,freethrow,1 of 1,[],1630168,,,1610612737,62,68,2021-12-24T01:33:43Z,3780000,,,0,,O. Okongwu Free Throw 1 of 1 (13 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,Made,,,,,,,13.0,,,,,,,,,
381,PT06M14.00S,2021-12-24T01:34:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.56307490144546,53.18627450980392,1610612755,64,68,2021-12-24T01:34:07Z,3790000,16.0,-1.0,1,right,J. Embiid driving Layup (11 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,1.6,Made,,,,,,,11.0,,,,,,,,,
382,PT05M51.00S,2021-12-24T01:34:24.3Z,3,REGULAR,3pt,Jump Shot,[],1630219,24.392247043363994,85.04901960784314,1610612737,64,71,2021-12-24T01:34:28Z,3800000,-175.0,177.0,1,left,S. Mays 24' 3PT  (5 PTS) (C. Reddish 3 AST),"[1630219, 1629629]",1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,24.89,Made,,,,,,,5.0,C. Reddish,1629629.0,3.0,,,,,,
384,PT05M45.00S,2021-12-24T01:34:32.7Z,3,REGULAR,foul,personal,[],1630168,,,1610612755,64,71,2021-12-24T01:34:42Z,3820000,,,0,,O. Okongwu take personal FOUL (1 PF),"[1630168, 1630178]",1610612737.0,ATL,take,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Maxey,1630178.0,
386,PT05M45.00S,2021-12-24T01:34:51.3Z,3,REGULAR,substitution,out,[],1629629,,,1610612755,64,71,2021-12-24T01:35:09Z,3840000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M45.00S,2021-12-24T01:34:51.3Z,3,REGULAR,substitution,in,[],1628411,,,1610612755,64,71,2021-12-24T01:35:09Z,3850000,,,0,,SUB in: W. Iwundu,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M27.00S,2021-12-24T01:35:27.9Z,3,REGULAR,2pt,Jump Shot,[],1630178,92.59198423127464,66.42156862745098,1610612755,64,71,2021-12-24T01:35:40Z,3860000,82.0,17.0,1,right,MISS T. Maxey 8' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,8.39,Missed,,,,,,,,,,,,,,,,
389,PT05M25.00S,2021-12-24T01:35:29.9Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,64,71,2021-12-24T01:35:32Z,3870000,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,388.0,7.0,6.0,1.0,,,,,,,,,,,,
390,PT05M25.00S,2021-12-24T01:35:31.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.40999984741211,50.0,1610612755,64,71,2021-12-24T01:35:31Z,3880000,0.0,0.0,1,right,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
391,PT05M25.00S,2021-12-24T01:35:32.0Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,64,71,2021-12-24T01:35:32Z,3890000,,,0,,J. Embiid REBOUND (Off:2 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,390.0,8.0,6.0,2.0,,,,,,,,,,,,
392,PT05M25.00S,2021-12-24T01:35:33.0Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612755,64,71,2021-12-24T01:35:44Z,3900000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630168, 203954]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Embiid,203954.0,
394,PT05M25.00S,2021-12-24T01:35:59.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,65,71,2021-12-24T01:35:59Z,3920000,,,0,,J. Embiid Free Throw 1 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,
395,PT05M25.00S,2021-12-24T01:36:12.0Z,3,REGULAR,substitution,out,[],1629680,,,1610612755,65,71,2021-12-24T01:36:15Z,3930000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M25.00S,2021-12-24T01:36:12.0Z,3,REGULAR,substitution,in,[],1630198,,,1610612755,65,71,2021-12-24T01:36:15Z,3940000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M25.00S,2021-12-24T01:36:32.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,66,71,2021-12-24T01:36:32Z,3950000,,,0,,J. Embiid Free Throw 2 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,,,13.0,,,,,,,,,
398,PT05M11.00S,2021-12-24T01:36:48.2Z,3,REGULAR,2pt,Jump Shot,[],1626153,22.421156373193167,70.34313725490196,1610612737,66,73,2021-12-24T01:36:53Z,3960000,-102.0,158.0,1,left,D. Wright 18' pullup Jump Shot (5 PTS),[1626153],1610612737.0,ATL,pullup,,,Wright,D. Wright,,,,,,,,18.82,Made,,,,,,,5.0,,,,,,,,,
399,PT04M44.00S,2021-12-24T01:37:15.2Z,3,REGULAR,3pt,Jump Shot,[],202699,67.88764783180025,65.19607843137256,1610612755,66,73,2021-12-24T01:37:20Z,3970000,76.0,249.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,26.07,Missed,,,,,,,,,,,,,,,,
400,PT04M41.00S,2021-12-24T01:37:18.2Z,3,REGULAR,rebound,defensive,[],1630219,,,1610612737,66,73,2021-12-24T01:37:20Z,3980000,,,0,,S. Mays REBOUND (Off:2 Def:6),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,399.0,8.0,6.0,2.0,,,,,,,,,,,,
401,PT04M21.00S,2021-12-24T01:37:40.3Z,3,REGULAR,3pt,Jump Shot,[],203992,11.251642575558476,98.2843137254902,1610612737,66,73,2021-12-24T01:44:41Z,3990000,-241.0,53.0,1,left,MISS B. Bogdanovic 24' pullup 3PT - blocked,"[203992, 203954]",1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,24.72,Missed,,,,,Embiid,203954.0,,,,,,,,,,
402,PT04M21.00S,2021-12-24T01:37:40.3Z,3,REGULAR,block,,[],203954,,,1610612737,66,73,2021-12-24T01:37:43Z,4000000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M20.00S,2021-12-24T01:37:41.3Z,3,REGULAR,rebound,offensive,[],1628411,,,1610612737,66,73,2021-12-24T01:44:41Z,4010000,,,0,,W. Iwundu REBOUND (Off:1 Def:0),[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,401.0,1.0,0.0,1.0,,,,,,,,,,,,
415,PT04M19.00S,2021-12-24T01:37:45.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628411,3.203022339027598,74.75490196078431,1610612737,66,73,2021-12-24T01:45:59Z,4015000,-124.0,-22.0,1,left,MISS W. Iwundu 12' Jump Shot,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,12.58,Missed,,,,,,,,,,,,,,,,
416,PT04M19.00S,2021-12-24T01:37:45.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,66,73,2021-12-24T01:45:59Z,4017500,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,
404,PT04M19.00S,2021-12-24T01:37:50.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,66,73,2021-12-24T01:37:55Z,4020000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,,,,,
405,PT03M57.00S,2021-12-24T01:38:15.7Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,66,73,2021-12-24T01:38:21Z,4030000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 1630219]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,2.0,Mays,1630219.0,,,,,,,,,,,,,,,,,,
406,PT03M57.00S,2021-12-24T01:38:15.7Z,3,REGULAR,steal,,[],1630219,,,1610612737,66,73,2021-12-24T01:38:17Z,4040000,,,0,,S. Mays STEAL (1 STL),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M51.00S,2021-12-24T01:38:21.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628411,7.966491458607096,55.14705882352941,1610612737,66,73,2021-12-24T01:38:27Z,4050000,-26.0,22.0,1,left,MISS W. Iwundu running Layup - blocked,"[1628411, 202699]",1610612737.0,ATL,running,,,Iwundu,W. Iwundu,,,,,,,,3.41,Missed,,,,,Harris,202699.0,,,,,,,,,,
408,PT03M51.00S,2021-12-24T01:38:21.9Z,3,REGULAR,block,,[],202699,,,1610612737,66,73,2021-12-24T01:38:23Z,4060000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M47.00S,2021-12-24T01:38:25.9Z,3,REGULAR,rebound,offensive,[],1628411,,,1610612737,66,73,2021-12-24T01:38:27Z,4070000,,,0,,W. Iwundu REBOUND (Off:2 Def:0),[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,407.0,2.0,0.0,2.0,,,,,,,,,,,,
410,PT03M47.00S,2021-12-24T01:38:25.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628411,7.440867279894875,50.49019607843137,1610612737,66,73,2021-12-24T01:38:32Z,4080000,-2.0,17.0,1,left,MISS W. Iwundu turnaround Hook,[1628411],1610612737.0,ATL,turnaround,,,Iwundu,W. Iwundu,,,,,,,,1.76,Missed,,,,,,,,,,,,,,,,
411,PT03M47.00S,2021-12-24T01:38:25.6Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612755,66,73,2021-12-24T01:38:32Z,4090000,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,410.0,2.0,2.0,0.0,,,,,,,,,,,,
412,PT03M39.00S,2021-12-24T01:38:33.6Z,3,REGULAR,3pt,Jump Shot,[],203954,69.99014454664915,73.77450980392157,1610612755,69,73,2021-12-24T01:38:43Z,4100000,119.0,230.0,1,right,J. Embiid 25' 3PT  (16 PTS) (T. Harris 4 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,25.86,Made,,,,,,,16.0,T. Harris,202699.0,4.0,,,,,,
414,PT03M28.00S,2021-12-24T01:38:51.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,69,73,2021-12-24T01:38:51Z,4120000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M28.00S,2021-12-24T01:41:33.3Z,3,REGULAR,substitution,out,[],203954,,,1610612737,69,73,2021-12-24T01:41:55Z,4130000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M28.00S,2021-12-24T01:41:33.3Z,3,REGULAR,substitution,out,[],1630219,,,1610612737,69,73,2021-12-24T01:41:55Z,4140000,,,0,,SUB out: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M28.00S,2021-12-24T01:41:33.3Z,3,REGULAR,substitution,out,[],1630168,,,1610612737,69,73,2021-12-24T01:41:55Z,4150000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M28.00S,2021-12-24T01:41:33.3Z,3,REGULAR,substitution,in,[],1629646,,,1610612737,69,73,2021-12-24T01:41:55Z,4160000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M28.00S,2021-12-24T01:41:33.3Z,3,REGULAR,substitution,in,[],203476,,,1610612737,69,73,2021-12-24T01:41:55Z,4170000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M28.00S,2021-12-24T01:41:33.3Z,3,REGULAR,substitution,in,[],1629629,,,1610612737,69,73,2021-12-24T01:41:55Z,4180000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M15.00S,2021-12-24T01:42:13.9Z,3,REGULAR,3pt,Jump Shot,[],203992,31.09395532194481,41.911764705882355,1610612737,69,73,2021-12-24T01:42:18Z,4190000,40.0,240.0,1,left,MISS B. Bogdanovic 24' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,24.32,Missed,,,,,,,,,,,,,,,,
424,PT03M13.00S,2021-12-24T01:42:15.9Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612755,69,73,2021-12-24T01:42:18Z,4200000,,,0,,I. Joe REBOUND (Off:0 Def:3),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,423.0,3.0,3.0,0.0,,,,,,,,,,,,
425,PT02M56.00S,2021-12-24T01:42:33.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630178,90.62089356110381,44.36274509803921,1610612755,69,73,2021-12-24T01:42:39Z,4210000,-28.0,36.0,1,right,MISS T. Maxey driving Hook,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,4.55,Missed,,,,,,,,,,,,,,,,
426,PT02M54.00S,2021-12-24T01:42:35.6Z,3,REGULAR,rebound,defensive,[],1628411,,,1610612737,69,73,2021-12-24T01:42:39Z,4220000,,,0,,W. Iwundu REBOUND (Off:2 Def:1),[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,425.0,3.0,1.0,2.0,,,,,,,,,,,,
427,PT02M45.00S,2021-12-24T01:42:47.0Z,3,REGULAR,foul,personal,[],1630198,,,1610612737,69,73,2021-12-24T01:42:56Z,4230000,,,0,,I. Joe personal FOUL (1 PF),"[1630198, 203992]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Bogdanovic,203992.0,
429,PT02M45.00S,2021-12-24T01:42:56.0Z,3,REGULAR,substitution,out,[],202699,,,1610612737,69,73,2021-12-24T01:43:04Z,4250000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M45.00S,2021-12-24T01:42:56.0Z,3,REGULAR,substitution,out,[],203992,,,1610612737,69,73,2021-12-24T01:43:04Z,4260000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M45.00S,2021-12-24T01:42:56.0Z,3,REGULAR,substitution,in,[],204020,,,1610612737,69,73,2021-12-24T01:43:04Z,4270000,,,0,,SUB in: T. Johnson,[204020],1610612755.0,PHI,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M45.00S,2021-12-24T01:42:56.0Z,3,REGULAR,substitution,in,[],202362,,,1610612737,69,73,2021-12-24T01:43:04Z,4280000,,,0,,SUB in: L. Stephenson,[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M34.00S,2021-12-24T01:43:21.1Z,3,REGULAR,2pt,Jump Shot,[],1629629,28.991458607095925,49.26470588235294,1610612737,69,73,2021-12-24T01:43:26Z,4290000,4.0,220.0,1,left,MISS C. Reddish 22' Jump Shot,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,22.0,Missed,,,,,,,,,,,,,,,,
434,PT02M30.00S,2021-12-24T01:43:25.1Z,3,REGULAR,rebound,defensive,[],1629646,,,1610612755,69,73,2021-12-24T01:43:26Z,4300000,,,0,,C. Bassey REBOUND (Off:1 Def:3),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,433.0,4.0,3.0,1.0,,,,,,,,,,,,
435,PT02M23.00S,2021-12-24T01:43:31.2Z,3,REGULAR,2pt,Jump Shot,[],203552,73.53810775295663,29.901960784313726,1610612755,69,73,2021-12-24T01:43:37Z,4310000,-100.0,196.0,1,right,MISS S. Curry 22' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,22.04,Missed,,,,,,,,,,,,,,,,
436,PT02M20.00S,2021-12-24T01:43:34.2Z,3,REGULAR,rebound,defensive,[],1628411,,,1610612737,69,73,2021-12-24T01:43:37Z,4320000,,,0,,W. Iwundu REBOUND (Off:2 Def:2),[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,435.0,4.0,2.0,2.0,,,,,,,,,,,,
437,PT02M10.00S,2021-12-24T01:43:44.4Z,3,REGULAR,3pt,Jump Shot,[],1626153,28.86005256241787,28.431372549019606,1610612737,69,73,2021-12-24T01:43:50Z,4330000,108.0,219.0,1,left,MISS D. Wright 24' pullup 3PT,[1626153],1610612737.0,ATL,pullup,,,Wright,D. Wright,,,,,,,,24.39,Missed,,,,,,,,,,,,,,,,
438,PT02M08.00S,2021-12-24T01:43:46.4Z,3,REGULAR,rebound,defensive,[],1629646,,,1610612755,69,73,2021-12-24T01:43:50Z,4340000,,,0,,C. Bassey REBOUND (Off:1 Def:4),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,437.0,5.0,4.0,1.0,,,,,,,,,,,,
439,PT02M01.00S,2021-12-24T01:43:54.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.56307490144546,53.67647058823529,1610612755,71,73,2021-12-24T01:44:08Z,4350000,18.0,-1.0,1,right,T. Maxey driving Layup (13 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,1.85,Made,,,,,,,13.0,,,,,,,,,
440,PT01M42.00S,2021-12-24T01:44:13.2Z,3,REGULAR,turnover,lost ball,[],1629629,,,1610612737,71,73,2021-12-24T01:44:17Z,4360000,,,0,,C. Reddish lost ball TURNOVER (2 TO),"[1629629, 1629646]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,2.0,Bassey,1629646.0,,,,,,,,,,,,,,,,,,
441,PT01M42.00S,2021-12-24T01:44:13.2Z,3,REGULAR,steal,,[],1629646,,,1610612755,71,73,2021-12-24T01:44:15Z,4370000,,,0,,C. Bassey STEAL (1 STL),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M36.00S,2021-12-24T01:44:25.9Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612755,71,73,2021-12-24T01:44:25Z,4380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M30.00S,2021-12-24T01:46:04.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630178,94.03745072273325,45.588235294117645,1610612755,73,73,2021-12-24T01:46:10Z,4390000,-22.0,4.0,1,right,T. Maxey driving DUNK (15 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,2.24,Made,,,,,,,15.0,,,,,,,,,
444,PT01M04.00S,2021-12-24T01:46:29.6Z,3,REGULAR,3pt,Jump Shot,[],203476,32.013797634691194,46.07843137254902,1610612737,73,76,2021-12-24T01:46:35Z,4400000,20.0,248.0,1,left,G. Dieng 24' 3PT  (12 PTS) (D. Wright 5 AST),"[203476, 1626153]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,24.92,Made,,,,,,,12.0,D. Wright,1626153.0,5.0,,,,,,
446,PT00M48.00S,2021-12-24T01:46:50.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,73,76,2021-12-24T01:46:50Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M48.00S,2021-12-24T01:46:51.6Z,3,REGULAR,substitution,out,[],203552,,,1610612755,73,76,2021-12-24T01:46:59Z,4430000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
