actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
95,PT03M34.00S,2022-03-21T23:55:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,11.087385019710908,98.03921568627452,1610612748,18,22,2022-03-21T23:55:49Z,950000,-240.0,52.0,1,left,D. Robinson 24' 3PT  (6 PTS) (J. Butler 3 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,24.57,Made,6.0,,,,,,,,,,J. Butler,202710.0,3.0,,,
97,PT03M08.00S,2022-03-21T23:56:09.5Z,1,REGULAR,2pt,Jump Shot,[],1630178,75.21353482260184,69.11764705882354,1610612755,20,22,2022-03-21T23:56:13Z,970000,96.0,180.0,1,right,T. Maxey 20' pullup Jump Shot (8 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,20.43,Made,8.0,,,,,,,,,,,,,,,
98,PT02M49.00S,2022-03-21T23:56:28.0Z,1,REGULAR,2pt,Jump Shot,[],202710,20.154402102496718,80.14705882352942,1610612748,20,22,2022-03-21T23:56:32Z,980000,-151.0,137.0,1,left,MISS J. Butler 20' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,20.37,Missed,,,,,,,,,,,,,,,,
99,PT02M47.00S,2022-03-21T23:56:30.0Z,1,REGULAR,rebound,defensive,[],201599,,,1610612755,20,22,2022-03-21T23:56:32Z,990000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,
100,PT02M26.00S,2022-03-21T23:56:51.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,66.14651773981603,72.05882352941177,1610612755,20,22,2022-03-21T23:56:57Z,1000000,110.0,266.0,1,right,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,28.77,Missed,,,,,,,,,,,,,,,,
101,PT02M25.00S,2022-03-21T23:56:52.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,20,22,2022-03-21T23:56:57Z,1010000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,
102,PT02M25.00S,2022-03-21T23:56:58.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,20,22,2022-03-21T23:56:58Z,1020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M25.00S,2022-03-21T23:57:01.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,22,2022-03-21T23:57:01Z,1030000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,out,[],1630178,,,1610612748,20,22,2022-03-21T23:59:36Z,1040000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,out,[],202699,,,1610612748,20,22,2022-03-21T23:59:36Z,1050000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,out,[],1629680,,,1610612748,20,22,2022-03-21T23:59:36Z,1060000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,20,22,2022-03-21T23:59:36Z,1070000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,out,[],200782,,,1610612748,20,22,2022-03-21T23:59:36Z,1080000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,20,22,2022-03-21T23:59:36Z,1090000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,in,[],1627788,,,1610612748,20,22,2022-03-21T23:59:36Z,1100000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,in,[],201980,,,1610612748,20,22,2022-03-21T23:59:36Z,1110000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,in,[],1627777,,,1610612748,20,22,2022-03-21T23:59:36Z,1120000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,20,22,2022-03-21T23:59:36Z,1130000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,20,22,2022-03-21T23:59:36Z,1140000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M25.00S,2022-03-21T23:59:11.5Z,1,REGULAR,substitution,in,[],202693,,,1610612748,20,22,2022-03-21T23:59:36Z,1150000,,,0,,SUB in: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2022-03-22T00:00:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,29.747043363994734,28.431372549019613,1610612748,20,22,2022-03-22T00:00:15Z,1160000,108.0,227.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,25.14,Missed,,,,,,,,,,,,,,,,
117,PT01M59.00S,2022-03-22T00:00:14.8Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,20,22,2022-03-22T00:00:15Z,1170000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,
118,PT01M51.00S,2022-03-22T00:00:22.1Z,1,REGULAR,3pt,Jump Shot,[],1627777,73.242444152431,17.40196078431373,1610612755,20,22,2022-03-22T00:00:26Z,1180000,-163.0,199.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,25.72,Missed,,,,,,,,,,,,,,,,
119,PT01M48.00S,2022-03-22T00:00:25.1Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,20,22,2022-03-22T00:00:26Z,1190000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,
139,PT01M44.00S,2022-03-22T00:00:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,13.978318002628114,44.11764705882353,1610612748,20,22,2022-03-22T00:03:21Z,1200000,29.0,79.0,1,left,MISS T. Herro 8' driving Layup - blocked,"[1629639, 1629003]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,8.42,Missed,,,,,,,,,,,,,,Milton,1629003.0,
140,PT01M44.00S,2022-03-22T00:00:36.0Z,1,REGULAR,block,,[],1629003,,,1610612748,20,22,2022-03-22T00:03:21Z,1205000,,,0,,S. Milton BLOCK (1 BLK),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M44.00S,2022-03-22T00:00:36.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,20,22,2022-03-22T00:03:21Z,1207500,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,
121,PT01M31.00S,2022-03-22T00:00:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,93.74178712220763,51.71568627450981,1610612755,22,22,2022-03-22T00:05:37Z,1210000,9.0,6.0,1,right,S. Milton driving finger roll Layup (5 PTS),[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,,,,1.07,Made,5.0,,,,,,,,,,,,,,,
122,PT01M16.00S,2022-03-22T00:01:03.9Z,1,REGULAR,2pt,Jump Shot,[],202693,25.54204993429697,59.80392156862745,1610612748,22,24,2022-03-22T00:01:08Z,1220000,-49.0,188.0,1,left,M. Morris 19' Jump Shot (2 PTS) (T. Herro 1 AST),"[202693, 1629639]",1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,19.39,Made,2.0,,,,,,,,,,T. Herro,1629639.0,1.0,,,
123,PT01M00.00S,2022-03-22T00:01:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,91.50788436268068,46.32352941176471,1610612755,22,24,2022-03-22T00:01:25Z,1230000,-18.0,27.0,1,right,MISS S. Milton Layup,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,3.29,Missed,,,,,,,,,,,,,,,,
124,PT00M58.90S,2022-03-22T00:01:24.5Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612755,22,24,2022-03-22T00:01:24Z,1240000,,,0,,S. Milton REBOUND (Off:1 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,123.0,3.0,2.0,1.0,,,,,,,,,,,
125,PT00M58.90S,2022-03-22T00:01:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629003,94.40999984741211,50.0,1610612755,24,24,2022-03-22T00:01:24Z,1250000,0.0,0.0,1,right,S. Milton putback Layup (7 PTS),[1629003],1610612755.0,PHI,putback,,,Milton,S. Milton,,,,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,
126,PT00M44.20S,2022-03-22T00:01:39.0Z,1,REGULAR,3pt,Jump Shot,[],1628997,22.519710906701704,9.558823529411768,1610612748,24,27,2022-03-22T00:01:43Z,1260000,202.0,159.0,1,left,C. Martin 25' 3PT  (3 PTS) (J. Butler 4 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,25.74,Made,3.0,,,,,,,,,,J. Butler,202710.0,4.0,,,
128,PT00M28.60S,2022-03-22T00:01:57.8Z,1,REGULAR,turnover,bad pass,[],201599,,,1610612755,24,27,2022-03-22T00:02:02Z,1280000,,,0,,D. Jordan bad pass TURNOVER (1 TO),"[201599, 1628997]",1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,1.0,Martin,1628997.0,,,,,,,,,,,,,,,,,,
129,PT00M28.60S,2022-03-22T00:01:57.8Z,1,REGULAR,steal,,[],1628997,,,1610612748,24,27,2022-03-22T00:01:59Z,1290000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M28.60S,2022-03-22T00:02:00.5Z,1,REGULAR,foul,personal,[],201980,,,1610612748,24,27,2022-03-22T00:02:12Z,1300000,,,0,,D. Green personal FOUL (1 PF),"[201980, 1628997]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,201246.0,1.0,0.0,Martin,1628997.0,,,,,,
132,PT00M09.70S,2022-03-22T00:02:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,8.196452036793687,53.18627450980392,1610612748,24,29,2022-03-22T00:02:32Z,1320000,-16.0,25.0,1,left,J. Butler cutting Layup (7 PTS) (T. Herro 2 AST),"[202710, 1629639]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,,,,2.92,Made,7.0,,,,,,,,,,T. Herro,1629639.0,2.0,,,
134,PT00M04.20S,2022-03-22T00:02:37.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627788,94.13600525624179,51.22549019607843,1610612755,26,29,2022-03-22T00:09:01Z,1340000,6.0,3.0,1,right,F. Korkmaz driving DUNK (2 PTS) (S. Milton 1 AST),"[1627788, 1629003]",1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,,,,0.66,Made,2.0,,,,,,,,,,S. Milton,1629003.0,1.0,,,
136,PT00M00.90S,2022-03-22T00:02:44.6Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629003,,,1610612748,26,29,2022-03-22T00:02:58Z,1360000,,,0,,S. Milton shooting personal FOUL (1 PF) (Butler 3 FT),"[1629003, 202710]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,202053.0,1.0,0.0,Butler,202710.0,,,,,,
138,PT00M00.90S,2022-03-22T00:03:20.1Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],202710,,,1610612748,26,30,2022-03-22T00:03:20Z,1380000,,,0,,J. Butler Free Throw 1 of 3 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
142,PT00M00.90S,2022-03-22T00:03:36.0Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],202710,,,1610612748,26,31,2022-03-22T00:03:36Z,1390000,,,0,,J. Butler Free Throw 2 of 3 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
143,PT00M00.90S,2022-03-22T00:03:50.1Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],202710,,,1610612748,26,32,2022-03-22T00:03:50Z,1400000,,,0,,J. Butler Free Throw 3 of 3 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-03-22T00:04:00.0Z,1,REGULAR,period,end,[],0,,,1610612755,26,32,2022-03-22T00:04:00Z,1410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-03-22T00:06:09.6Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612755,26,32,2022-03-22T00:06:25Z,1420000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-03-22T00:06:09.6Z,2,REGULAR,substitution,in,['startperiod'],200768,,,1610612755,26,32,2022-03-22T00:06:25Z,1430000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-22T00:06:54.9Z,2,REGULAR,period,start,[],0,,,1610612755,26,32,2022-03-22T00:06:54Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M43.00S,2022-03-22T00:07:11.7Z,2,REGULAR,3pt,Jump Shot,[],1627777,94.53022339027595,4.901960784313729,1610612755,29,32,2022-03-22T00:07:16Z,1450000,-225.0,-1.0,1,right,G. Niang 3PT  (8 PTS) (F. Korkmaz 1 AST),"[1627777, 1627788]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,22.55,Made,8.0,,,,,,,,,,F. Korkmaz,1627788.0,1.0,,,
151,PT11M25.00S,2022-03-22T00:07:33.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,29,32,2022-03-22T00:07:33Z,1470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M18.00S,2022-03-22T00:07:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,11.087385019710908,44.36274509803921,1610612748,29,32,2022-03-22T00:07:57Z,1480000,28.0,52.0,1,left,MISS T. Herro driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,,5.89,Missed,,,,,,,,,,,,,,,,
153,PT11M15.00S,2022-03-22T00:07:55.9Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,29,32,2022-03-22T00:07:57Z,1490000,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,
154,PT11M09.00S,2022-03-22T00:08:02.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201980,86.7772667542707,96.56862745098039,1610612755,32,32,2022-03-22T00:08:13Z,1500000,233.0,72.0,1,right,D. Green 24' 3PT  (3 PTS) (F. Korkmaz 2 AST),"[201980, 1627788]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,24.36,Made,3.0,,,,,,,,,,F. Korkmaz,1627788.0,2.0,,,
156,PT10M52.00S,2022-03-22T00:08:18.3Z,2,REGULAR,2pt,Jump Shot,[],1629639,21.20565045992116,72.79411764705883,1610612748,32,32,2022-03-22T00:08:23Z,1520000,-114.0,147.0,1,left,MISS T. Herro 18' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,18.59,Missed,,,,,,,,,,,,,,,,
157,PT10M49.00S,2022-03-22T00:08:21.3Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,32,32,2022-03-22T00:08:23Z,1530000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT10M33.00S,2022-03-22T00:08:38.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,89.14257555847568,55.88235294117647,1610612755,34,32,2022-03-22T00:08:43Z,1540000,29.0,50.0,1,right,F. Korkmaz driving floating bank Jump Shot (4 PTS) (S. Milton 2 AST),"[1627788, 1629003]",1610612755.0,PHI,driving floating bank,,,Korkmaz,F. Korkmaz,,,,,,,,5.77,Made,4.0,,,,,,,,,,S. Milton,1629003.0,2.0,,,
162,PT10M33.00S,2022-03-22T00:09:23.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,34,32,2022-03-22T00:09:48Z,1555000,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,202053.0,,,,,,,,,,
160,PT10M20.00S,2022-03-22T00:09:24.2Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612748,34,32,2022-03-22T00:12:11Z,1560000,,,0,,G. Niang shooting personal FOUL (1 PF) (Martin 2 FT),"[1627777, 1628997]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,,,,,202053.0,1.0,0.0,Martin,1628997.0,,,,,,
163,PT10M20.00S,2022-03-22T00:09:41.0Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,34,33,2022-03-22T00:09:41Z,1590000,,,0,,C. Martin Free Throw 1 of 2 (4 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
164,PT10M20.00S,2022-03-22T00:10:00.6Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,34,34,2022-03-22T00:10:00Z,1600000,,,0,,C. Martin Free Throw 2 of 2 (5 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
165,PT10M00.00S,2022-03-22T00:10:22.1Z,2,REGULAR,3pt,Jump Shot,[],201980,67.32917214191853,66.66666666666667,1610612755,34,34,2022-03-22T00:10:27Z,1610000,83.0,255.0,1,right,MISS D. Green 26' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,26.79,Missed,,,,,,,,,,,,,,,,
166,PT09M57.00S,2022-03-22T00:10:25.1Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,34,34,2022-03-22T00:10:27Z,1620000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,
167,PT09M45.00S,2022-03-22T00:10:36.0Z,2,REGULAR,2pt,Jump Shot,[],202693,21.994086727989497,59.55882352941176,1610612748,34,36,2022-03-22T00:10:41Z,1630000,-48.0,154.0,1,left,M. Morris 16' turnaround Jump Shot (4 PTS),[202693],1610612748.0,MIA,turnaround,,,Morris,M. Morris,,,,,,,,16.14,Made,4.0,,,,,,,,,,,,,,,
168,PT09M30.00S,2022-03-22T00:10:51.5Z,2,REGULAR,turnover,lost ball,[],1627777,,,1610612755,34,36,2022-03-22T00:10:55Z,1640000,,,0,,G. Niang lost ball TURNOVER (1 TO),"[1627777, 200768]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,1.0,Lowry,200768.0,,,,,,,,,,,,,,,,,,
169,PT09M30.00S,2022-03-22T00:10:51.5Z,2,REGULAR,steal,,[],200768,,,1610612748,34,36,2022-03-22T00:10:53Z,1650000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M26.00S,2022-03-22T00:10:55.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,8.196452036793687,53.431372549019606,1610612748,34,38,2022-03-22T00:11:01Z,1660000,-17.0,25.0,1,left,T. Herro running DUNK (4 PTS) (K. Lowry 2 AST),"[1629639, 200768]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,,,,2.99,Made,4.0,,,,,,,,,,K. Lowry,200768.0,2.0,,,
172,PT09M12.00S,2022-03-22T00:11:10.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,94.00459921156373,50.245098039215684,1610612755,36,38,2022-03-22T00:11:18Z,1680000,1.0,4.0,1,right,D. Jordan alley-oop DUNK (2 PTS) (G. Niang 1 AST),"[201599, 1627777]",1610612755.0,PHI,alley-oop,,,Jordan,D. Jordan,,,,,,,,0.41,Made,2.0,,,,,,,,,,G. Niang,1627777.0,1.0,,,
174,PT09M07.00S,2022-03-22T00:11:15.8Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,36,38,2022-03-22T00:11:22Z,1700000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (2 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,2.0,,,,,,,,,,2534.0,,,,,,,,,,
176,PT09M01.00S,2022-03-22T00:11:42.8Z,2,REGULAR,violation,kicked ball,[],1628997,,,1610612755,36,38,2022-03-22T00:11:48Z,1720000,,,0,,C. Martin kicked ball VIOLATION,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,2534.0,,,,,,,,,,
177,PT08M52.00S,2022-03-22T00:11:56.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,93.61038107752957,45.09803921568627,1610612755,36,38,2022-03-22T00:20:54Z,1730000,-25.0,8.0,1,right,MISS S. Milton pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,2.57,Missed,,,,,,,,,,,,,,,,
178,PT08M49.00S,2022-03-22T00:11:59.6Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,36,38,2022-03-22T00:20:54Z,1740000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,,
179,PT08M49.00S,2022-03-22T00:11:59.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,94.40999984741211,50.0,1610612755,36,38,2022-03-22T00:11:59Z,1750000,0.0,0.0,1,right,MISS D. Jordan tip Layup,[201599],1610612755.0,PHI,tip,,,Jordan,D. Jordan,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
180,PT08M48.00S,2022-03-22T00:12:00.8Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,36,38,2022-03-22T00:12:00Z,1760000,,,0,,D. Jordan REBOUND (Off:2 Def:1),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,179.0,3.0,1.0,2.0,,,,,,,,,,,
181,PT08M47.00S,2022-03-22T00:12:02.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,84.67477003942182,48.28431372549019,1610612755,36,38,2022-03-22T00:22:08Z,1770000,-9.0,92.0,1,right,MISS D. Jordan 9' floating Shot,[201599],1610612755.0,PHI,floating,,,Jordan,D. Jordan,,,,,,,,9.2,Missed,,,,,,,,,,,,,,,,
182,PT08M45.00S,2022-03-22T00:12:04.3Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,36,38,2022-03-22T00:12:04Z,1780000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,,,
183,PT08M40.00S,2022-03-22T00:12:19.8Z,2,REGULAR,foul,offensive,[],202693,,,1610612748,36,38,2022-03-22T00:12:27Z,1790000,,,0,,M. Morris offensive FOUL (1 PF),"[202693, 1627777]",1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,2534.0,1.0,0.0,Niang,1627777.0,,,,,,
185,PT08M40.00S,2022-03-22T00:12:19.8Z,2,REGULAR,turnover,offensive foul,[],202693,,,1610612748,36,38,2022-03-22T00:12:19Z,1810000,,,0,,M. Morris offensive foul TURNOVER (1 TO),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,1.0,,,,,,,,,,2534.0,,,,,,,,,,
186,PT08M27.00S,2022-03-22T00:12:37.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,75.47634691195795,13.235294117647058,1610612755,36,38,2022-03-22T00:12:42Z,1820000,-184.0,178.0,1,right,MISS S. Milton 25' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,
