actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
554,PT09M58.00S,2022-04-09T18:59:25.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629003,87.86136662286465,48.529411764705884,1610612755,102,92,2022-04-09T18:59:31Z,5450000,-7.0,62.0,1,right,MISS S. Milton 6' Layup - blocked,"[1629003, 1630169]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,Missed,,,6.2,Haliburton,1630169.0,,,,,,,,,
555,PT09M58.00S,2022-04-09T18:59:25.0Z,4,REGULAR,block,,[],1630169,,,1610612755,102,92,2022-04-09T18:59:27Z,5460000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M55.00S,2022-04-09T18:59:28.0Z,4,REGULAR,rebound,defensive,[],1630678,,,1610612754,102,92,2022-04-09T19:00:12Z,5470000,,,0,,T. Taylor REBOUND (Off:3 Def:2),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,554.0,,,,,,,,5.0,2.0,3.0,,,
557,PT09M52.00S,2022-04-09T18:59:31.4Z,4,REGULAR,turnover,bad pass,[],1630613,,,1610612754,102,92,2022-04-09T18:59:39Z,5480000,,,0,,D. Washington Jr. bad pass TURNOVER (1 TO),"[1630613, 1630194]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Reed,1630194.0
558,PT09M52.00S,2022-04-09T18:59:31.4Z,4,REGULAR,steal,,[],1630194,,,1610612755,102,92,2022-04-09T18:59:33Z,5490000,,,0,,P. Reed STEAL (4 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M42.00S,2022-04-09T18:59:40.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629680,92.9862023653088,48.529411764705884,1610612755,104,92,2022-04-09T19:00:33Z,5500000,-7.0,13.0,1,right,M. Thybulle cutting Layup (2 PTS) (J. Harden 11 AST),"[1629680, 201935]",1610612755.0,PHI,cutting,,,Thybulle,M. Thybulle,,,,,,,,,,Made,,2.0,1.53,,,J. Harden,201935.0,11.0,,,,,,
562,PT09M29.00S,2022-04-09T18:59:55.5Z,4,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612754,104,92,2022-04-09T19:00:08Z,5530000,,,0,,S. Milton shooting personal FOUL (3 PF) (Haliburton 2 FT),"[1629003, 1630169]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,1627962.0,3.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
564,PT09M29.00S,2022-04-09T19:00:15.8Z,4,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,104,93,2022-04-09T19:00:15Z,5550000,,,0,,T. Haliburton Free Throw 1 of 2 (16 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,16.0,,,,,,,,,,,,
565,PT09M29.00S,2022-04-09T19:00:19.9Z,4,REGULAR,substitution,out,[],1630613,,,1610612754,104,93,2022-04-09T19:00:25Z,5560000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
566,PT09M29.00S,2022-04-09T19:00:19.9Z,4,REGULAR,substitution,in,[],1628221,,,1610612754,104,93,2022-04-09T19:00:25Z,5570000,,,0,,SUB in: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,
567,PT09M29.00S,2022-04-09T19:00:34.6Z,4,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,104,94,2022-04-09T19:00:34Z,5580000,,,0,,T. Haliburton Free Throw 2 of 2 (17 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,17.0,,,,,,,,,,,,
568,PT09M15.00S,2022-04-09T19:00:55.0Z,4,REGULAR,foul,personal,[],1628221,,,1610612755,104,94,2022-04-09T19:01:00Z,5590000,,,0,,G. York personal FOUL (2 PF),"[1628221, 202699]",1610612754.0,IND,,,,York,G. York,,,,,1627962.0,2.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
570,PT09M03.00S,2022-04-09T19:01:20.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.57621550591328,45.83333333333333,1610612755,104,94,2022-04-09T19:01:26Z,5610000,-21.0,92.0,1,right,MISS T. Harris 9' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,,,,Missed,,,9.48,,,,,,,,,,,
571,PT09M01.00S,2022-04-09T19:01:22.0Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,104,94,2022-04-09T19:01:26Z,5620000,,,0,,P. Reed REBOUND (Off:3 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,570.0,,,,,,,,4.0,1.0,3.0,,,
572,PT08M57.00S,2022-04-09T19:01:25.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,86.94152431011827,38.48039215686275,1610612755,106,94,2022-04-09T19:01:32Z,5630000,-58.0,70.0,1,right,S. Milton 9' driving floating bank Jump Shot (4 PTS) (P. Reed 1 AST),"[1629003, 1630194]",1610612755.0,PHI,driving floating bank,,,Milton,S. Milton,,,,,,,,,,Made,,4.0,9.08,,,P. Reed,1630194.0,1.0,,,,,,
574,PT08M45.00S,2022-04-09T19:01:38.4Z,4,REGULAR,2pt,Jump Shot,[],1630169,23.866622864651774,42.40196078431372,1610612754,106,96,2022-04-09T19:01:43Z,5650000,38.0,172.0,1,left,T. Haliburton 17' pullup Jump Shot (19 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,19.0,17.6,,,,,,,,,,,
575,PT08M33.00S,2022-04-09T19:01:50.5Z,4,REGULAR,3pt,Jump Shot,[],201935,68.9388961892247,66.17647058823529,1610612755,106,96,2022-04-09T19:01:59Z,5660000,81.0,239.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,,,,,,Missed,,,25.28,,,,,,,,,,,
576,PT08M28.00S,2022-04-09T19:01:55.5Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,106,96,2022-04-09T19:01:59Z,5670000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,575.0,,,,,,,,1.0,1.0,0.0,,,
577,PT08M22.00S,2022-04-09T19:02:03.4Z,4,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612754,106,96,2022-04-09T19:02:08Z,5680000,,,0,,P. Reed shooting personal FOUL (5 PF) (Stephenson 2 FT),"[1630194, 202362]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,1627962.0,5.0,0.0,Stephenson,202362.0,,,,,,,,,,,,,,,
579,PT08M22.00S,2022-04-09T19:02:28.3Z,4,REGULAR,freethrow,1 of 2,[],202362,,,1610612754,106,97,2022-04-09T19:02:28Z,5700000,,,0,,L. Stephenson Free Throw 1 of 2 (8 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
580,PT08M22.00S,2022-04-09T19:02:29.0Z,4,REGULAR,substitution,out,[],1630194,,,1610612754,106,97,2022-04-09T19:02:32Z,5710000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M22.00S,2022-04-09T19:02:29.0Z,4,REGULAR,substitution,in,[],203954,,,1610612754,106,97,2022-04-09T19:02:32Z,5720000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
582,PT08M22.00S,2022-04-09T19:02:40.1Z,4,REGULAR,substitution,out,[],1629680,,,1610612754,106,97,2022-04-09T19:02:42Z,5730000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
583,PT08M22.00S,2022-04-09T19:02:40.1Z,4,REGULAR,substitution,in,[],201980,,,1610612754,106,97,2022-04-09T19:02:42Z,5740000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M22.00S,2022-04-09T19:02:47.4Z,4,REGULAR,substitution,in,[],204456,,,1610612754,106,97,2022-04-09T19:02:55Z,5760000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M22.00S,2022-04-09T19:02:47.4Z,4,REGULAR,substitution,out,[],1630169,,,1610612754,106,97,2022-04-09T19:03:08Z,5765000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M22.00S,2022-04-09T19:02:57.1Z,4,REGULAR,freethrow,2 of 2,[],202362,,,1610612754,106,98,2022-04-09T19:02:57Z,5770000,,,0,,L. Stephenson Free Throw 2 of 2 (9 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
588,PT08M05.00S,2022-04-09T19:03:16.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,82.60512483574244,44.6078431372549,1610612755,108,98,2022-04-09T19:03:22Z,5780000,-27.0,111.0,1,right,J. Embiid 11' floating Jump Shot (35 PTS) (J. Harden 12 AST),"[203954, 201935]",1610612755.0,PHI,floating,,,Embiid,J. Embiid,,,,,,,,,,Made,,35.0,11.42,,,J. Harden,201935.0,12.0,,,,,,
590,PT07M55.00S,2022-04-09T19:03:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.258212877792378,45.83333333333333,1610612754,108,100,2022-04-09T19:03:30Z,5800000,21.0,6.0,1,left,I. Jackson cutting Layup (16 PTS) (L. Stephenson 4 AST),"[1630543, 202362]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,,,,,,Made,,16.0,2.17,,,L. Stephenson,202362.0,4.0,,,,,,
592,PT07M42.00S,2022-04-09T19:03:39.5Z,4,REGULAR,3pt,Jump Shot,[],203954,67.23061760840999,54.41176470588235,1610612755,111,100,2022-04-09T19:03:44Z,5820000,22.0,256.0,1,right,J. Embiid 25' 3PT  (38 PTS) (J. Harden 13 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,38.0,25.65,,,J. Harden,201935.0,13.0,,,,,,
594,PT07M33.00S,2022-04-09T19:03:48.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202362,7.835085413929041,46.32352941176471,1610612754,111,100,2022-04-09T19:03:54Z,5840000,18.0,21.0,1,left,MISS L. Stephenson driving Layup,[202362],1610612754.0,IND,driving,,,Stephenson,L. Stephenson,,,,,,,,,,Missed,,,2.8,,,,,,,,,,,
595,PT07M29.00S,2022-04-09T19:03:52.9Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,111,100,2022-04-09T19:03:54Z,5850000,,,0,,J. Embiid REBOUND (Off:4 Def:14),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,594.0,,,,,,,,18.0,14.0,4.0,,,
596,PT07M24.00S,2022-04-09T19:04:00.9Z,4,REGULAR,3pt,Jump Shot,[],201980,91.27792378449409,3.431372549019608,1610612755,114,100,2022-04-09T19:04:06Z,5860000,-233.0,29.0,1,right,D. Green 3PT  (11 PTS) (S. Milton 6 AST),"[201980, 1629003]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Made,,11.0,23.47,,,S. Milton,1629003.0,6.0,,,,,,
598,PT07M24.00S,2022-04-09T19:04:03.9Z,4,REGULAR,foul,personal,['1freethrow'],204456,,,1610612755,114,100,2022-04-09T19:04:11Z,5880000,,,0,,T. McConnell shooting personal FOUL (5 PF) (Green 1 FT),"[204456, 201980]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,1627962.0,5.0,0.0,Green,201980.0,,,,,,,,,,,,,,,
600,PT07M24.00S,2022-04-09T19:04:37.8Z,4,REGULAR,freethrow,1 of 1,[],201980,,,1610612755,115,100,2022-04-09T19:04:37Z,5900000,,,0,,D. Green Free Throw 1 of 1 (12 PTS),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
601,PT07M24.00S,2022-04-09T19:04:41.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,115,100,2022-04-09T19:04:41Z,5910000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M05.00S,2022-04-09T19:07:57.5Z,4,REGULAR,2pt,Jump Shot,[],202362,22.026938239159,68.13725490196079,1610612754,115,100,2022-04-09T19:08:08Z,5920000,-91.0,155.0,1,left,MISS L. Stephenson 17' fadeaway Shot,[202362],1610612754.0,IND,fadeaway,,,Stephenson,L. Stephenson,,,,,,,,,,Missed,,,17.92,,,,,,,,,,,
603,PT07M01.00S,2022-04-09T19:08:01.5Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,115,100,2022-04-09T19:08:08Z,5930000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,602.0,,,,,,,,4.0,4.0,0.0,,,
604,PT06M39.00S,2022-04-09T19:08:22.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,83.52496714848883,43.13725490196079,1610612755,117,100,2022-04-09T19:08:28Z,5940000,-34.0,102.0,1,right,J. Harden 10' driving floating Jump Shot (19 PTS) (S. Milton 7 AST),"[201935, 1629003]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,,,,,,Made,,19.0,10.8,,,S. Milton,1629003.0,7.0,,,,,,
606,PT06M26.00S,2022-04-09T19:08:35.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,6.258212877792378,64.4607843137255,1610612754,117,102,2022-04-09T19:08:47Z,5960000,-72.0,6.0,1,left,T. McConnell 7' turnaround Jump Shot (4 PTS),[204456],1610612754.0,IND,turnaround,,,McConnell,T. McConnell,,,,,,,,,,Made,,4.0,7.26,,,,,,,,,,,
607,PT06M05.00S,2022-04-09T19:08:56.6Z,4,REGULAR,3pt,Jump Shot,[],202699,90.62089356110381,2.941176470588235,1610612755,117,102,2022-04-09T19:09:03Z,5970000,-235.0,36.0,1,right,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,,23.8,,,,,,,,,,,
608,PT06M02.00S,2022-04-09T19:08:59.6Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,117,102,2022-04-09T19:09:03Z,5980000,,,0,,I. Jackson REBOUND (Off:1 Def:6),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,607.0,,,,,,,,7.0,6.0,1.0,,,
609,PT05M55.00S,2022-04-09T19:09:09.2Z,4,REGULAR,foul,personal,['2freethrow'],201980,,,1610612754,117,102,2022-04-09T19:09:13Z,5990000,,,0,,D. Green shooting personal FOUL (2 PF) (McConnell 2 FT),"[201980, 204456]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,1627962.0,2.0,0.0,McConnell,204456.0,,,,,,,,,,,,,,,
611,PT05M55.00S,2022-04-09T19:09:46.7Z,4,REGULAR,freethrow,1 of 2,[],204456,,,1610612754,117,103,2022-04-09T19:09:46Z,6010000,,,0,,T. McConnell Free Throw 1 of 2 (5 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
612,PT05M55.00S,2022-04-09T19:09:48.7Z,4,REGULAR,substitution,out,[],1629003,,,1610612754,117,103,2022-04-09T19:09:59Z,6020000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M55.00S,2022-04-09T19:09:48.7Z,4,REGULAR,substitution,out,[],1628221,,,1610612754,117,103,2022-04-09T19:09:59Z,6030000,,,0,,SUB out: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M55.00S,2022-04-09T19:09:48.7Z,4,REGULAR,substitution,out,[],1630543,,,1610612754,117,103,2022-04-09T19:09:59Z,6040000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
615,PT05M55.00S,2022-04-09T19:09:48.7Z,4,REGULAR,substitution,in,[],1630178,,,1610612754,117,103,2022-04-09T19:09:59Z,6050000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
616,PT05M55.00S,2022-04-09T19:09:48.7Z,4,REGULAR,substitution,in,[],1629052,,,1610612754,117,103,2022-04-09T19:09:59Z,6060000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
617,PT05M55.00S,2022-04-09T19:09:48.7Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,117,103,2022-04-09T19:09:59Z,6070000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M55.00S,2022-04-09T19:10:09.9Z,4,REGULAR,freethrow,2 of 2,[],204456,,,1610612754,117,104,2022-04-09T19:10:09Z,6080000,,,0,,T. McConnell Free Throw 2 of 2 (6 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
619,PT05M49.00S,2022-04-09T19:10:17.3Z,4,REGULAR,3pt,Jump Shot,[],1630178,69.99014454664915,70.09803921568627,1610612755,117,104,2022-04-09T19:10:23Z,6090000,100.0,230.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,25.06,,,,,,,,,,,
620,PT05M46.00S,2022-04-09T19:10:20.3Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,117,104,2022-04-09T19:10:23Z,6100000,,,0,,L. Stephenson REBOUND (Off:0 Def:4),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,619.0,,,,,,,,4.0,4.0,0.0,,,
621,PT05M39.00S,2022-04-09T19:10:29.8Z,4,REGULAR,foul,personal,['2freethrow'],201935,,,1610612754,117,104,2022-04-09T19:10:37Z,6110000,,,0,,J. Harden shooting personal FOUL (2 PF) (Brissett 2 FT),"[201935, 1629052]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,200832.0,2.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
623,PT05M39.00S,2022-04-09T19:10:55.2Z,4,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,117,104,2022-04-09T19:10:55Z,6130000,,,0,,MISS O. Brissett Free Throw 1 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,,,,,,,,,,,
624,PT05M39.00S,2022-04-09T19:10:55.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,117,104,2022-04-09T19:10:55Z,6140000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,623.0,,,,,,,,,,,,,
625,PT05M39.00S,2022-04-09T19:11:11.2Z,4,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,117,105,2022-04-09T19:11:11Z,6150000,,,0,,O. Brissett Free Throw 2 of 2 (20 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,20.0,,,,,,,,,,,,
626,PT05M27.00S,2022-04-09T19:11:27.6Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612755,117,105,2022-04-09T19:11:31Z,6160000,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 1629052]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,5.0,Brissett,1629052.0
627,PT05M27.00S,2022-04-09T19:11:27.6Z,4,REGULAR,steal,,[],1629052,,,1610612754,117,105,2022-04-09T19:11:29Z,6170000,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M21.00S,2022-04-09T19:11:33.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,9.017739816031538,97.05882352941177,1610612754,117,105,2022-04-09T19:11:41Z,6180000,-235.0,32.0,1,left,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Missed,,,23.75,,,,,,,,,,,
629,PT05M14.00S,2022-04-09T19:11:40.1Z,4,REGULAR,rebound,offensive,[],1629052,,,1610612754,117,105,2022-04-09T19:11:41Z,6190000,,,0,,O. Brissett REBOUND (Off:2 Def:5),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,628.0,,,,,,,,7.0,5.0,2.0,,,
630,PT05M14.00S,2022-04-09T19:11:39.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629052,5.590000152587891,50.0,1610612754,117,105,2022-04-09T19:11:39Z,6200000,0.0,0.0,1,left,MISS O. Brissett putback DUNK,[1629052],1610612754.0,IND,putback,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,0.0,,,,,,,,,,,
631,PT05M13.00S,2022-04-09T19:11:41.0Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,117,105,2022-04-09T19:11:41Z,6210000,,,0,,J. Embiid REBOUND (Off:4 Def:15),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,630.0,,,,,,,,19.0,15.0,4.0,,,
632,PT05M12.00S,2022-04-09T19:11:42.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202699,92.46057818659659,50.49019607843137,1610612755,119,105,2022-04-09T19:11:49Z,6220000,2.0,18.0,1,right,T. Harris running DUNK (18 PTS) (J. Embiid 4 AST),"[202699, 203954]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,,,,,,Made,,18.0,1.86,,,J. Embiid,203954.0,4.0,,,,,,
634,PT05M02.00S,2022-04-09T19:11:54.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612754,119,105,2022-04-09T19:12:00Z,6240000,,,0,,J. Embiid shooting personal FOUL (3 PF) (Taylor 2 FT),"[203954, 1630678]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,1627962.0,3.0,0.0,Taylor,1630678.0,,,,,,,,,,,,,,,
636,PT05M02.00S,2022-04-09T19:12:24.6Z,4,REGULAR,freethrow,1 of 2,[],1630678,,,1610612754,119,106,2022-04-09T19:12:24Z,6260000,,,0,,T. Taylor Free Throw 1 of 2 (5 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
637,PT05M02.00S,2022-04-09T19:12:27.0Z,4,REGULAR,substitution,out,[],204456,,,1610612754,119,106,2022-04-09T19:12:33Z,6270000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M02.00S,2022-04-09T19:12:27.0Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,119,106,2022-04-09T19:12:33Z,6280000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M02.00S,2022-04-09T19:12:47.2Z,4,REGULAR,freethrow,2 of 2,[],1630678,,,1610612754,119,107,2022-04-09T19:12:47Z,6290000,,,0,,T. Taylor Free Throw 2 of 2 (6 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
640,PT04M41.00S,2022-04-09T19:13:08.9Z,4,REGULAR,foul,offensive,['inpenalty'],201980,,,1610612755,119,107,2022-04-09T19:13:32Z,6300000,,,0,,D. Green offensive FOUL (3 PF),"[201980, 202362]",1610612755.0,PHI,,,,Green,D. Green,,,,,200832.0,3.0,0.0,Stephenson,202362.0,,,,,,,,,,,,,,,
642,PT04M41.00S,2022-04-09T19:13:08.9Z,4,REGULAR,turnover,offensive foul,[],201980,,,1610612755,119,107,2022-04-09T19:13:08Z,6320000,,,0,,D. Green offensive foul TURNOVER (1 TO),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,200832.0,,,,,,,,,,,,,,,,,1.0,,
643,PT04M25.00S,2022-04-09T19:13:37.1Z,4,REGULAR,turnover,lost ball,[],1627741,,,1610612754,119,107,2022-04-09T19:13:42Z,6330000,,,0,,B. Hield lost ball TURNOVER (3 TO),"[1627741, 203954]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,3.0,Embiid,203954.0
644,PT04M25.00S,2022-04-09T19:13:37.1Z,4,REGULAR,steal,,[],203954,,,1610612755,119,107,2022-04-09T19:17:02Z,6340000,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
645,PT04M23.00S,2022-04-09T19:13:45.2Z,4,REGULAR,foul,personal,[],1629052,,,1610612755,119,107,2022-04-09T19:13:53Z,6350000,,,0,,O. Brissett take personal FOUL (3 PF),"[1629052, 203954]",1610612754.0,IND,take,,,Brissett,O. Brissett,,,,,1627962.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
647,PT04M12.00S,2022-04-09T19:14:12.1Z,4,REGULAR,turnover,lost ball,[],203954,,,1610612755,119,107,2022-04-09T19:14:16Z,6370000,,,0,,J. Embiid lost ball TURNOVER (4 TO),"[203954, 1630678]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,4.0,Taylor,1630678.0
648,PT04M12.00S,2022-04-09T19:14:12.1Z,4,REGULAR,steal,,[],1630678,,,1610612754,119,107,2022-04-09T19:14:13Z,6380000,,,0,,T. Taylor STEAL (1 STL),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
