actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
94,PT05M00.00S,2021-12-16T00:26:23.1Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,11,18,2021-12-16T00:26:23Z,940000,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,93.0,2.0,1.0,1.0,,,,,,,,,,,
95,PT04M52.00S,2021-12-16T00:26:30.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,76.69185282522996,88.97058823529412,1610612748,11,21,2021-12-16T00:26:39Z,950000,195.0,167.0,1,right,D. Robinson 25' 3PT  (11 PTS) (D. Dedmon 3 AST),"[1629130, 203473]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.64,Made,,,,,11.0,,,D. Dedmon,203473.0,3.0,,,,,
97,PT04M28.00S,2021-12-16T00:26:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.075558475689881,55.63725490196079,1610612755,13,21,2021-12-16T00:26:59Z,970000,-28.0,-5.0,1,left,T. Harris driving Layup (7 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,,2.86,Made,,,,,7.0,,,J. Embiid,203954.0,2.0,,,,,
99,PT04M11.00S,2021-12-16T00:27:12.4Z,1,REGULAR,2pt,Jump Shot,[],200768,82.07950065703022,27.205882352941174,1610612748,13,21,2021-12-16T00:27:17Z,990000,-114.0,116.0,1,right,MISS K. Lowry 16' fadeaway Shot,[200768],1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,,,,16.26,Missed,,,,,,,,,,,,,,,
100,PT04M07.00S,2021-12-16T00:27:16.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,21,2021-12-16T00:27:17Z,1000000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,
131,PT03M59.00S,2021-12-16T00:27:18.0Z,1,REGULAR,turnover,bad pass,[],202699,,,1610612755,13,21,2021-12-16T00:33:51Z,1005000,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 1629130]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,1.0,Robinson,1629130.0,,,,,,,,,,,,,,,,,
132,PT03M59.00S,2021-12-16T00:27:18.0Z,1,REGULAR,steal,,[],1629130,,,1610612748,13,21,2021-12-16T00:33:51Z,1007500,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M57.00S,2021-12-16T00:27:31.0Z,1,REGULAR,foul,personal,[],203552,,,1610612748,13,21,2021-12-16T00:27:51Z,1040000,,,0,,S. Curry take personal FOUL (2 PF),"[203552, 200768]",1610612755.0,PHI,take,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Lowry,200768.0
106,PT03M57.00S,2021-12-16T00:27:40.4Z,1,REGULAR,substitution,out,[],203552,,,1610612748,13,21,2021-12-16T00:27:57Z,1060000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M57.00S,2021-12-16T00:27:40.4Z,1,REGULAR,substitution,out,[],203473,,,1610612748,13,21,2021-12-16T00:27:57Z,1070000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M57.00S,2021-12-16T00:27:40.4Z,1,REGULAR,substitution,in,[],1630198,,,1610612748,13,21,2021-12-16T00:27:57Z,1080000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M57.00S,2021-12-16T00:27:40.4Z,1,REGULAR,substitution,in,[],200782,,,1610612748,13,21,2021-12-16T00:27:57Z,1090000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M52.00S,2021-12-16T00:28:13.4Z,1,REGULAR,foul,personal,[],201980,,,1610612748,13,21,2021-12-16T00:28:20Z,1100000,,,0,,D. Green personal FOUL (1 PF),"[201980, 200782]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Tucker,200782.0
112,PT03M40.00S,2021-12-16T00:28:41.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629644,89.43823915900131,41.66666666666667,1610612748,13,23,2021-12-16T00:33:57Z,1120000,-42.0,47.0,1,right,K. Okpala 6' turnaround Hook (2 PTS) (M. Strus 1 AST),"[1629644, 1629622]",1610612748.0,MIA,turnaround,,,Okpala,K. Okpala,,,,,,,,6.27,Made,,,,,2.0,,,M. Strus,1629622.0,1.0,,,,,
114,PT03M19.00S,2021-12-16T00:29:06.8Z,1,REGULAR,foul,personal,['2freethrow'],1629644,,,1610612755,13,23,2021-12-16T00:29:12Z,1140000,,,0,,K. Okpala shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629644, 203954]",1610612748.0,MIA,shooting,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Embiid,203954.0
116,PT03M19.00S,2021-12-16T00:29:33.3Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,14,23,2021-12-16T00:29:33Z,1160000,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
117,PT03M19.00S,2021-12-16T00:29:49.4Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,15,23,2021-12-16T00:29:49Z,1170000,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
118,PT02M59.00S,2021-12-16T00:30:10.8Z,1,REGULAR,3pt,Jump Shot,[],200768,63.41984231274639,73.0392156862745,1610612748,15,23,2021-12-16T00:30:14Z,1180000,115.0,291.0,1,right,MISS K. Lowry 31' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,31.33,Missed,,,,,,,,,,,,,,,
119,PT02M56.00S,2021-12-16T00:30:13.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,15,23,2021-12-16T00:30:14Z,1190000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,118.0,3.0,3.0,0.0,,,,,,,,,,,
120,PT02M50.00S,2021-12-16T00:30:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630198,7.178055190538765,98.2843137254902,1610612755,15,23,2021-12-16T00:30:23Z,1200000,-241.0,15.0,1,left,MISS I. Joe 24' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,24.19,Missed,,,,,,,,,,,,,,,
121,PT02M47.00S,2021-12-16T00:30:22.3Z,1,REGULAR,rebound,defensive,[],1629644,,,1610612748,15,23,2021-12-16T00:30:23Z,1210000,,,0,,K. Okpala REBOUND (Off:0 Def:2),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,
122,PT02M42.00S,2021-12-16T00:30:27.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,90.3580814717477,95.83333333333334,1610612748,15,23,2021-12-16T00:30:32Z,1220000,229.0,38.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,23.23,Missed,,,,,,,,,,,,,,,
123,PT02M40.00S,2021-12-16T00:30:29.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,23,2021-12-16T00:30:32Z,1230000,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,122.0,6.0,5.0,1.0,,,,,,,,,,,
124,PT02M36.00S,2021-12-16T00:30:33.9Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,15,23,2021-12-16T00:30:38Z,1240000,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 200782]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1.0,Tucker,200782.0,,,,,,,,,,,,,,,,,
125,PT02M36.00S,2021-12-16T00:30:33.9Z,1,REGULAR,steal,,[],200782,,,1610612748,15,23,2021-12-16T00:30:36Z,1250000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M13.00S,2021-12-16T00:30:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200782,93.38042049934296,50.98039215686274,1610612748,15,23,2021-12-16T00:30:59Z,1260000,5.0,10.0,1,right,MISS P. Tucker Layup,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,1.09,Missed,,,,,,,,,,,,,,,
127,PT02M12.00S,2021-12-16T00:30:56.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,23,2021-12-16T00:30:59Z,1270000,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,126.0,7.0,6.0,1.0,,,,,,,,,,,
128,PT02M05.00S,2021-12-16T00:31:03.9Z,1,REGULAR,3pt,Jump Shot,[],1630198,4.812746386333772,98.52941176470588,1610612755,18,23,2021-12-16T00:31:09Z,1280000,-243.0,-7.0,1,left,I. Joe 24' 3PT  (3 PTS) (S. Milton 1 AST),"[1630198, 1629003]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,24.27,Made,,,,,3.0,,,S. Milton,1629003.0,1.0,,,,,
130,PT02M03.00S,2021-12-16T00:31:12.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,18,23,2021-12-16T00:31:12Z,1300000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M03.00S,2021-12-16T00:33:30.1Z,1,REGULAR,substitution,out,[],203954,,,1610612748,18,23,2021-12-16T00:33:53Z,1310000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M03.00S,2021-12-16T00:33:30.1Z,1,REGULAR,substitution,in,[],203083,,,1610612748,18,23,2021-12-16T00:33:53Z,1320000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M48.00S,2021-12-16T00:34:30.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],200782,89.70105124835742,41.911764705882355,1610612748,18,23,2021-12-16T00:34:33Z,1330000,-40.0,44.0,1,right,MISS P. Tucker 6' Hook,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,6.0,Missed,,,,,,,,,,,,,,,
136,PT01M46.00S,2021-12-16T00:34:32.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,18,23,2021-12-16T00:34:33Z,1340000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT01M34.00S,2021-12-16T00:34:47.3Z,1,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612755,18,23,2021-12-16T00:34:53Z,1350000,,,0,,I. Joe step out-of-bounds TURNOVER (1 TO),[1630198],1610612755.0,PHI,step,,,Joe,I. Joe,,,,,1.0,,,,,,,,,,,,,,,203593.0,,,,
138,PT01M34.00S,2021-12-16T00:34:50.9Z,1,REGULAR,substitution,out,[],200768,,,1610612748,18,23,2021-12-16T00:35:05Z,1360000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M34.00S,2021-12-16T00:34:50.9Z,1,REGULAR,substitution,out,[],1629644,,,1610612748,18,23,2021-12-16T00:35:05Z,1370000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M34.00S,2021-12-16T00:34:50.9Z,1,REGULAR,substitution,in,[],1630209,,,1610612748,18,23,2021-12-16T00:35:05Z,1380000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M34.00S,2021-12-16T00:34:50.9Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,18,23,2021-12-16T00:35:05Z,1390000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M16.00S,2021-12-16T00:35:29.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,90.62089356110381,94.6078431372549,1610612748,18,26,2021-12-16T00:35:33Z,1400000,223.0,36.0,1,right,M. Strus 3PT pullup bank (3 PTS) (O. Yurtseven 1 AST),"[1629622, 1630209]",1610612748.0,MIA,pullup bank,,,Strus,M. Strus,,,,,,,,22.58,Made,,,,,3.0,,,O. Yurtseven,1630209.0,1.0,,,,,
144,PT00M53.00S,2021-12-16T00:35:53.0Z,1,REGULAR,2pt,Jump Shot,[],1630198,15.850854139290407,24.019607843137255,1610612755,18,26,2021-12-16T00:35:57Z,1420000,130.0,96.0,1,left,MISS I. Joe 16' pullup Shot,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,,,,16.18,Missed,,,,,,,,,,,,,,,
145,PT00M51.00S,2021-12-16T00:35:55.0Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,18,26,2021-12-16T00:35:57Z,1430000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,144.0,3.0,2.0,1.0,,,,,,,,,,,
146,PT00M38.80S,2021-12-16T00:36:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630209,93.51182654402102,49.26470588235294,1610612748,18,26,2021-12-16T00:36:37Z,1440000,-4.0,8.0,1,right,MISS O. Yurtseven reverse Layup,[1630209],1610612748.0,MIA,reverse,,,Yurtseven,O. Yurtseven,,,,,,,,0.93,Missed,,,,,,,,,,,,,,,
147,PT00M36.40S,2021-12-16T00:36:10.6Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,18,26,2021-12-16T00:36:19Z,1450000,,,0,,O. Yurtseven REBOUND (Off:1 Def:0),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,146.0,1.0,0.0,1.0,,,,,,,,,,,
148,PT00M36.00S,2021-12-16T00:36:14.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612748,18,26,2021-12-16T00:36:19Z,1460000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Yurtseven 2 FT),"[203083, 1630209]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Yurtseven,1630209.0
150,PT00M36.00S,2021-12-16T00:36:50.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630209,,,1610612748,18,26,2021-12-16T00:36:50Z,1480000,,,0,,MISS O. Yurtseven Free Throw 1 of 2,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,Missed,,,,,,,,,,,,,,,
151,PT00M36.00S,2021-12-16T00:36:50.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,18,26,2021-12-16T00:36:50Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,
152,PT00M36.00S,2021-12-16T00:36:56.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,18,26,2021-12-16T00:37:01Z,1500000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M36.00S,2021-12-16T00:36:56.0Z,1,REGULAR,substitution,in,[],1630585,,,1610612748,18,26,2021-12-16T00:37:01Z,1510000,,,0,,SUB in: M. Garrett,[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M36.00S,2021-12-16T00:37:10.3Z,1,REGULAR,substitution,out,[],202699,,,1610612748,18,26,2021-12-16T00:37:17Z,1520000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M36.00S,2021-12-16T00:37:10.3Z,1,REGULAR,substitution,in,[],1630194,,,1610612748,18,26,2021-12-16T00:37:17Z,1530000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M36.00S,2021-12-16T00:37:29.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630209,,,1610612748,18,27,2021-12-16T00:37:29Z,1540000,,,0,,O. Yurtseven Free Throw 2 of 2 (1 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
157,PT00M30.40S,2021-12-16T00:37:40.2Z,1,REGULAR,foul,personal,[],1630585,,,1610612755,18,27,2021-12-16T00:37:55Z,1550000,,,0,,M. Garrett personal FOUL (1 PF),"[1630585, 1629003]",1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Milton,1629003.0
159,PT00M18.10S,2021-12-16T00:38:05.7Z,1,REGULAR,turnover,bad pass,[],1629003,,,1610612755,18,27,2021-12-16T00:38:10Z,1570000,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 1630209]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,1.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,,
160,PT00M18.10S,2021-12-16T00:38:05.7Z,1,REGULAR,steal,,[],1630209,,,1610612748,18,27,2021-12-16T00:38:09Z,1580000,,,0,,O. Yurtseven STEAL (1 STL),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M05.30S,2021-12-16T00:38:18.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203083,,,1610612748,18,27,2021-12-16T00:38:26Z,1590000,,,0,,A. Drummond shooting personal FOUL (2 PF) (Vincent 3 FT),"[203083, 1629216]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Vincent,1629216.0
163,PT00M05.30S,2021-12-16T00:39:27.7Z,1,REGULAR,stoppage,other,[],0,,,1610612748,18,27,2021-12-16T00:39:27Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M05.30S,2021-12-16T00:40:35.2Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1629216,,,1610612748,18,28,2021-12-16T00:40:35Z,1620000,,,0,,G. Vincent Free Throw 1 of 3 (5 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
165,PT00M05.30S,2021-12-16T00:40:35.2Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1629216,,,1610612748,18,29,2021-12-16T00:41:17Z,1630000,,,0,,G. Vincent Free Throw 2 of 3 (6 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
166,PT00M05.30S,2021-12-16T00:40:49.2Z,1,REGULAR,substitution,out,[],203083,,,1610612748,18,29,2021-12-16T00:41:00Z,1640000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M05.30S,2021-12-16T00:40:49.2Z,1,REGULAR,substitution,out,[],1630194,,,1610612748,18,29,2021-12-16T00:41:00Z,1650000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M05.30S,2021-12-16T00:40:49.2Z,1,REGULAR,substitution,in,[],1630178,,,1610612748,18,29,2021-12-16T00:41:00Z,1660000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M05.30S,2021-12-16T00:40:49.2Z,1,REGULAR,substitution,in,[],202699,,,1610612748,18,29,2021-12-16T00:41:00Z,1670000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M05.30S,2021-12-16T00:40:35.2Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1629216,,,1610612748,18,29,2021-12-16T00:41:17Z,1680000,,,0,,MISS G. Vincent Free Throw 3 of 3,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,Missed,,,,,,,,,,,,,,,
171,PT00M04.10S,2021-12-16T00:40:36.4Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,18,29,2021-12-16T00:41:17Z,1690000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,
172,PT00M00.00S,2021-12-16T00:41:21.3Z,1,REGULAR,3pt,Jump Shot,[],202699,24.655059132720105,12.745098039215685,1610612755,18,29,2021-12-16T00:41:29Z,1700000,186.0,179.0,1,left,MISS T. Harris 25' running pullup 3PT - blocked,"[202699, 1629216]",1610612755.0,PHI,running pullup,,,Harris,T. Harris,,,,,,,,25.86,Missed,,,,,,Vincent,1629216.0,,,,,,,,
173,PT00M00.00S,2021-12-16T00:41:21.3Z,1,REGULAR,block,,[],1629216,,,1610612755,18,29,2021-12-16T00:41:24Z,1710000,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M00.00S,2021-12-16T00:41:21.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,18,29,2021-12-16T00:41:29Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,
175,PT00M00.00S,2021-12-16T00:41:30.3Z,1,REGULAR,period,end,[],0,,,1610612755,18,29,2021-12-16T00:41:30Z,1730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-12-16T00:42:52.7Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612755,18,29,2021-12-16T00:44:09Z,1740000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-12-16T00:42:52.7Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612755,18,29,2021-12-16T00:44:09Z,1750000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-12-16T00:42:52.7Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612755,18,29,2021-12-16T00:44:09Z,1760000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-12-16T00:42:52.7Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,18,29,2021-12-16T00:44:09Z,1770000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-12-16T00:44:12.5Z,2,REGULAR,period,start,[],0,,,1610612755,18,29,2021-12-16T00:44:12Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M40.00S,2021-12-16T00:44:31.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,8.360709592641262,37.254901960784316,1610612755,18,29,2021-12-16T00:44:39Z,1790000,64.0,26.0,1,left,MISS P. Reed 6' driving floating bank Shot,[1630194],1610612755.0,PHI,driving floating bank,,,Reed,P. Reed,,,,,,,,6.88,Missed,,,,,,,,,,,,,,,
182,PT11M37.00S,2021-12-16T00:44:34.8Z,2,REGULAR,rebound,defensive,[],1630585,,,1610612748,18,29,2021-12-16T00:44:39Z,1800000,,,0,,M. Garrett REBOUND (Off:0 Def:1),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,
183,PT11M30.00S,2021-12-16T00:44:41.7Z,2,REGULAR,3pt,Jump Shot,[],200782,92.46057818659659,95.09803921568627,1610612748,18,29,2021-12-16T00:44:45Z,1810000,225.0,18.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,22.62,Missed,,,,,,,,,,,,,,,
184,PT11M27.00S,2021-12-16T00:44:44.7Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,18,29,2021-12-16T00:44:45Z,1820000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,
185,PT11M21.00S,2021-12-16T00:44:50.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,8.623521681997373,41.17647058823529,1610612755,18,29,2021-12-16T00:44:54Z,1830000,44.0,29.0,1,left,MISS S. Milton turnaround Shot,[1629003],1610612755.0,PHI,turnaround,,,Milton,S. Milton,,,,,,,,5.26,Missed,,,,,,,,,,,,,,,
186,PT11M19.00S,2021-12-16T00:44:52.3Z,2,REGULAR,rebound,defensive,[],1630585,,,1610612748,18,29,2021-12-16T00:44:54Z,1840000,,,0,,M. Garrett REBOUND (Off:0 Def:2),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,
