actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
467,PT12M00.00S,2021-12-16T01:49:43.9Z,4,REGULAR,substitution,out,['startperiod'],1629680,,,1610612748,70,81,2021-12-16T01:51:18Z,4650000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2021-12-16T01:49:43.9Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612748,70,81,2021-12-16T01:51:18Z,4660000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-12-16T01:49:43.9Z,4,REGULAR,substitution,out,['startperiod'],1629130,,,1610612748,70,81,2021-12-16T01:51:18Z,4670000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-12-16T01:49:43.9Z,4,REGULAR,substitution,in,['startperiod'],203083,,,1610612748,70,81,2021-12-16T01:51:18Z,4680000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-12-16T01:49:43.9Z,4,REGULAR,substitution,in,['startperiod'],1630209,,,1610612748,70,81,2021-12-16T01:51:18Z,4690000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-12-16T01:49:43.9Z,4,REGULAR,substitution,in,['startperiod'],1630585,,,1610612748,70,81,2021-12-16T01:51:18Z,4700000,,,0,,SUB in: M. Garrett,[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-12-16T01:51:36.4Z,4,REGULAR,period,start,[],0,,,1610612748,70,81,2021-12-16T01:51:36Z,4710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT11M36.00S,2021-12-16T01:52:32.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,70,81,2021-12-16T01:52:57Z,4750000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M24.00S,2021-12-16T01:53:12.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201980,91.01511169513797,2.2058823529411766,1610612755,70,81,2021-12-16T01:53:18Z,4760000,-239.0,32.0,1,right,MISS D. Green 24' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,24.11,Missed,,,,,,,,,,,,,,,
479,PT11M21.00S,2021-12-16T01:53:15.0Z,4,REGULAR,rebound,offensive,[],201980,,,1610612755,70,81,2021-12-16T01:53:18Z,4770000,,,0,,D. Green REBOUND (Off:1 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,478.0,3.0,2.0,1.0,,,,,,,,,,,
480,PT11M19.00S,2021-12-16T01:53:16.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630198,68.01905387647832,17.15686274509804,1610612755,73,81,2021-12-16T01:53:21Z,4780000,-164.0,248.0,1,right,I. Joe 29' 3PT pullup (6 PTS) (D. Green 1 AST),"[1630198, 201980]",1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,,,,29.75,Made,,,,,6.0,,,D. Green,201980.0,1.0,,,,,
482,PT10M58.00S,2021-12-16T01:53:37.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.783837056504599,50.73529411764706,1610612748,73,81,2021-12-16T01:53:41Z,4800000,-4.0,11.0,1,left,MISS M. Strus driving Layup,[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,,,,1.19,Missed,,,,,,,,,,,,,,,
483,PT10M56.00S,2021-12-16T01:53:39.5Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,73,81,2021-12-16T01:53:41Z,4810000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,482.0,1.0,1.0,0.0,,,,,,,,,,,
484,PT10M52.00S,2021-12-16T01:53:45.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,73,81,2021-12-16T01:53:45Z,4820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT10M42.00S,2021-12-16T01:54:11.1Z,4,REGULAR,turnover,out-of-bounds,[],201980,,,1610612755,73,81,2021-12-16T01:54:17Z,4830000,,,0,,D. Green lost ball out-of-bounds TURNOVER (1 TO),[201980],1610612755.0,PHI,lost ball,,,Green,D. Green,,,,,1.0,,,,,,,,,,,,,,,1626302.0,,,,
486,PT10M28.00S,2021-12-16T01:54:34.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630585,19.004599211563733,46.32352941176471,1610612748,73,81,2021-12-16T01:54:38Z,4840000,18.0,126.0,1,left,MISS M. Garrett 12' driving floating Shot,[1630585],1610612748.0,MIA,driving floating,,,Garrett,M. Garrett,,,,,,,,12.74,Missed,,,,,,,,,,,,,,,
487,PT10M26.00S,2021-12-16T01:54:36.0Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,73,81,2021-12-16T01:54:38Z,4850000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,486.0,3.0,2.0,1.0,,,,,,,,,,,
488,PT10M19.00S,2021-12-16T01:54:43.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,93.24901445466492,43.38235294117647,1610612755,73,81,2021-12-16T01:54:48Z,4860000,-33.0,11.0,1,right,MISS S. Milton driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,,,,3.49,Missed,,,,,,,,,,,,,,,
489,PT10M17.00S,2021-12-16T01:54:45.6Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,73,81,2021-12-16T01:54:48Z,4870000,,,0,,O. Yurtseven REBOUND (Off:2 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,488.0,3.0,1.0,2.0,,,,,,,,,,,
490,PT10M15.00S,2021-12-16T01:54:48.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,4.944152431011826,49.754901960784316,1610612748,73,83,2021-12-16T01:54:59Z,4880000,1.0,-6.0,1,left,M. Strus running finger roll Layup (8 PTS) (O. Yurtseven 4 AST),"[1629622, 1630209]",1610612748.0,MIA,running finger roll,,,Strus,M. Strus,,,,,,,,0.61,Made,,,,,8.0,,,O. Yurtseven,1630209.0,4.0,,,,,
492,PT10M15.00S,2021-12-16T01:54:52.3Z,4,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612748,73,83,2021-12-16T01:55:00Z,4900000,,,0,,T. Maxey shooting personal FOUL (2 PF) (Strus 1 FT),"[1630178, 1629622]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Strus,1629622.0
494,PT10M15.00S,2021-12-16T01:55:21.7Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629622,,,1610612748,73,84,2021-12-16T01:55:21Z,4920000,,,0,,M. Strus Free Throw 1 of 1 (9 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,Made,,,,,9.0,,,,,,,,,,
495,PT10M00.00S,2021-12-16T01:55:37.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,88.51839684625493,42.8921568627451,1610612755,75,84,2021-12-16T01:55:46Z,4930000,-36.0,55.0,1,right,T. Maxey 6' driving bank Jump Shot (21 PTS),[1630178],1610612755.0,PHI,driving bank,,,Maxey,T. Maxey,,,,,,,,6.58,Made,,,,,21.0,,,,,,,,,,
496,PT09M52.00S,2021-12-16T01:55:45.2Z,4,REGULAR,3pt,Jump Shot,[],1629622,32.013797634691194,67.15686274509804,1610612748,75,84,2021-12-16T01:55:49Z,4940000,-86.0,248.0,1,left,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,26.28,Missed,,,,,,,,,,,,,,,
497,PT09M50.00S,2021-12-16T01:55:47.2Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,75,84,2021-12-16T01:55:49Z,4950000,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,496.0,3.0,3.0,0.0,,,,,,,,,,,
498,PT09M43.00S,2021-12-16T01:55:54.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.9060446780552,50.245098039215684,1610612755,77,84,2021-12-16T01:55:58Z,4960000,1.0,5.0,1,right,T. Maxey driving Layup (23 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,0.49,Made,,,,,23.0,,,,,,,,,,
499,PT09M43.00S,2021-12-16T01:56:02.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,77,84,2021-12-16T01:56:02Z,4970000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M43.00S,2021-12-16T01:58:26.1Z,4,REGULAR,substitution,out,[],1629003,,,1610612748,77,84,2021-12-16T01:58:40Z,4980000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M43.00S,2021-12-16T01:58:26.1Z,4,REGULAR,substitution,out,[],1630209,,,1610612748,77,84,2021-12-16T01:58:40Z,4990000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
502,PT09M43.00S,2021-12-16T01:58:26.1Z,4,REGULAR,substitution,in,[],202699,,,1610612748,77,84,2021-12-16T01:58:40Z,5000000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M43.00S,2021-12-16T01:58:26.1Z,4,REGULAR,substitution,in,[],203473,,,1610612748,77,84,2021-12-16T01:58:40Z,5010000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M24.00S,2021-12-16T01:59:05.6Z,4,REGULAR,turnover,lost ball,[],1629622,,,1610612748,77,84,2021-12-16T01:59:09Z,5020000,,,0,,M. Strus lost ball TURNOVER (1 TO),"[1629622, 203083]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,1.0,Drummond,203083.0,,,,,,,,,,,,,,,,,
505,PT09M24.00S,2021-12-16T01:59:05.6Z,4,REGULAR,steal,,[],203083,,,1610612755,77,84,2021-12-16T01:59:07Z,5030000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M22.00S,2021-12-16T01:59:10.7Z,4,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612755,77,84,2021-12-16T01:59:17Z,5040000,,,0,,G. Vincent shooting personal FOUL (3 PF) (Maxey 2 FT),"[1629216, 1630178]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Maxey,1630178.0
508,PT09M22.00S,2021-12-16T01:59:39.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630178,,,1610612755,78,84,2021-12-16T01:59:39Z,5060000,,,0,,T. Maxey Free Throw 1 of 2 (24 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Made,,,,,24.0,,,,,,,,,,
509,PT09M22.00S,2021-12-16T01:59:55.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630178,,,1610612755,79,84,2021-12-16T01:59:55Z,5070000,,,0,,T. Maxey Free Throw 2 of 2 (25 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Made,,,,,25.0,,,,,,,,,,
510,PT09M03.00S,2021-12-16T02:00:18.1Z,4,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,79,84,2021-12-16T02:00:23Z,5080000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (4 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,4.0,,,,,,,,,,,,,,,1626302.0,,,,
511,PT09M03.00S,2021-12-16T02:00:26.7Z,4,REGULAR,substitution,out,[],1630585,,,1610612755,79,84,2021-12-16T02:00:30Z,5090000,,,0,,SUB out: M. Garrett,[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M03.00S,2021-12-16T02:00:26.7Z,4,REGULAR,substitution,in,[],200768,,,1610612755,79,84,2021-12-16T02:00:30Z,5100000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M50.00S,2021-12-16T02:00:47.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,89.43823915900131,50.0,1610612755,79,84,2021-12-16T02:00:52Z,5110000,0.0,47.0,1,right,MISS T. Harris driving finger roll Layup,[202699],1610612755.0,PHI,driving finger roll,,,Harris,T. Harris,,,,,,,,4.68,Missed,,,,,,,,,,,,,,,
514,PT08M47.00S,2021-12-16T02:00:50.3Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,79,84,2021-12-16T02:00:50Z,5120000,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,513.0,3.0,3.0,0.0,,,,,,,,,,,
515,PT08M44.00S,2021-12-16T02:00:54.6Z,4,REGULAR,turnover,lost ball,[],200768,,,1610612748,79,84,2021-12-16T02:01:01Z,5130000,,,0,,K. Lowry lost ball TURNOVER (5 TO),"[200768, 201980]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,5.0,Green,201980.0,,,,,,,,,,,,,,,,,
516,PT08M44.00S,2021-12-16T02:00:54.6Z,4,REGULAR,steal,,[],201980,,,1610612755,79,84,2021-12-16T02:00:56Z,5140000,,,0,,D. Green STEAL (4 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M40.00S,2021-12-16T02:00:57.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201980,64.99671484888306,58.08823529411765,1610612755,79,84,2021-12-16T02:01:12Z,5150000,40.0,277.0,1,right,MISS D. Green 27' running pullup 3PT,[201980],1610612755.0,PHI,running pullup,,,Green,D. Green,,,,,,,,27.94,Missed,,,,,,,,,,,,,,,
518,PT08M37.00S,2021-12-16T02:01:03.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,79,84,2021-12-16T02:01:03Z,5160000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,
519,PT08M37.00S,2021-12-16T02:01:06.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,79,84,2021-12-16T02:01:06Z,5170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M37.00S,2021-12-16T02:01:09.9Z,4,REGULAR,substitution,out,[],1629622,,,1610612755,79,84,2021-12-16T02:01:20Z,5180000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M37.00S,2021-12-16T02:01:09.9Z,4,REGULAR,substitution,in,[],1629130,,,1610612755,79,84,2021-12-16T02:01:20Z,5190000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M29.00S,2021-12-16T02:01:41.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630178,92.06636005256242,53.92156862745098,1610612755,79,84,2021-12-16T02:01:45Z,5200000,20.0,22.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,2.95,Missed,,,,,,,,,,,,,,,
523,PT08M28.00S,2021-12-16T02:01:42.1Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,79,84,2021-12-16T02:01:45Z,5210000,,,0,,D. Robinson REBOUND (Off:3 Def:4),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,522.0,7.0,4.0,3.0,,,,,,,,,,,
524,PT08M22.00S,2021-12-16T02:01:48.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],200782,7.046649145860711,4.6568627450980395,1610612748,79,87,2021-12-16T02:01:58Z,5220000,227.0,14.0,1,left,P. Tucker 3PT  (9 PTS) (G. Vincent 3 AST),"[200782, 1629216]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,22.71,Made,,,,,9.0,,,G. Vincent,1629216.0,3.0,,,,,
526,PT07M59.00S,2021-12-16T02:02:12.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,93.51182654402102,45.588235294117645,1610612755,81,87,2021-12-16T02:02:16Z,5240000,-22.0,8.0,1,right,T. Harris driving finger roll Layup (19 PTS),[202699],1610612755.0,PHI,driving finger roll,,,Harris,T. Harris,,,,,,,,2.37,Made,,,,,19.0,,,,,,,,,,
527,PT07M36.00S,2021-12-16T02:02:33.8Z,4,REGULAR,3pt,Jump Shot,[],1629130,33.327858081471746,55.63725490196079,1610612748,81,87,2021-12-16T02:02:38Z,5250000,-28.0,261.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,26.23,Missed,,,,,,,,,,,,,,,
528,PT07M35.00S,2021-12-16T02:02:34.8Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,81,87,2021-12-16T02:02:38Z,5260000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,527.0,4.0,3.0,1.0,,,,,,,,,,,
529,PT07M27.00S,2021-12-16T02:02:44.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.72339027595268,48.28431372549019,1610612755,81,87,2021-12-16T02:02:51Z,5270000,-9.0,16.0,1,right,MISS T. Harris driving Layup - blocked,"[202699, 200782]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,,1.81,Missed,,,,,,Tucker,200782.0,,,,,,,,
530,PT07M27.00S,2021-12-16T02:02:44.2Z,4,REGULAR,block,,[],200782,,,1610612755,81,87,2021-12-16T02:02:46Z,5280000,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M23.00S,2021-12-16T02:02:48.2Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,81,87,2021-12-16T02:02:51Z,5290000,,,0,,D. Robinson REBOUND (Off:3 Def:5),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,529.0,8.0,5.0,3.0,,,,,,,,,,,
532,PT07M06.00S,2021-12-16T02:03:04.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,15.193823915900131,48.529411764705884,1610612748,81,87,2021-12-16T02:03:08Z,5300000,7.0,90.0,1,left,MISS P. Tucker 9' driving floating Shot,[200782],1610612748.0,MIA,driving floating,,,Tucker,P. Tucker,,,,,,,,9.06,Missed,,,,,,,,,,,,,,,
533,PT07M04.00S,2021-12-16T02:03:06.8Z,4,REGULAR,rebound,offensive,[],203473,,,1610612748,81,87,2021-12-16T02:03:08Z,5310000,,,0,,D. Dedmon REBOUND (Off:2 Def:8),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,532.0,10.0,8.0,2.0,,,,,,,,,,,
534,PT07M01.00S,2021-12-16T02:03:09.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],200782,7.835085413929041,4.6568627450980395,1610612748,81,90,2021-12-16T02:03:13Z,5320000,227.0,21.0,1,left,P. Tucker 3PT  (12 PTS) (D. Dedmon 5 AST),"[200782, 203473]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,22.77,Made,,,,,12.0,,,D. Dedmon,203473.0,5.0,,,,,
536,PT06M59.00S,2021-12-16T02:03:16.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,81,90,2021-12-16T02:03:16Z,5340000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT06M59.00S,2021-12-16T02:05:44.9Z,4,REGULAR,substitution,out,[],203083,,,1610612755,81,90,2021-12-16T02:06:03Z,5350000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M59.00S,2021-12-16T02:05:44.9Z,4,REGULAR,substitution,out,[],1630198,,,1610612755,81,90,2021-12-16T02:06:03Z,5360000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M59.00S,2021-12-16T02:05:44.9Z,4,REGULAR,substitution,in,[],203954,,,1610612755,81,90,2021-12-16T02:06:03Z,5370000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M59.00S,2021-12-16T02:05:44.9Z,4,REGULAR,substitution,in,[],203552,,,1610612755,81,90,2021-12-16T02:06:03Z,5380000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M37.00S,2021-12-16T02:06:37.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,85.75886990801577,50.73529411764706,1610612755,81,90,2021-12-16T02:06:41Z,5390000,4.0,81.0,1,right,MISS S. Curry 8' driving floating Shot,[203552],1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,,,,8.15,Missed,,,,,,,,,,,,,,,
542,PT06M35.00S,2021-12-16T02:06:39.2Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,81,90,2021-12-16T02:06:41Z,5400000,,,0,,D. Dedmon REBOUND (Off:2 Def:9),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,541.0,11.0,9.0,2.0,,,,,,,,,,,
543,PT06M15.00S,2021-12-16T02:06:59.6Z,4,REGULAR,3pt,Jump Shot,[],1629216,22.421156373193167,92.15686274509804,1610612748,81,90,2021-12-16T02:07:06Z,5410000,-211.0,158.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,26.36,Missed,,,,,,,,,,,,,,,
544,PT06M13.00S,2021-12-16T02:07:01.6Z,4,REGULAR,rebound,defensive,[],201980,,,1610612755,81,90,2021-12-16T02:07:06Z,5420000,,,0,,D. Green REBOUND (Off:1 Def:3),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,543.0,4.0,3.0,1.0,,,,,,,,,,,
545,PT06M01.00S,2021-12-16T02:07:12.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,85.3646517739816,59.80392156862745,1610612755,83,90,2021-12-16T02:07:18Z,5430000,49.0,85.0,1,right,T. Maxey 9' driving floating Jump Shot (27 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,9.82,Made,,,,,27.0,,,,,,,,,,
546,PT05M41.00S,2021-12-16T02:07:32.4Z,4,REGULAR,3pt,Jump Shot,[],200768,31.35676741130092,73.2843137254902,1610612748,83,93,2021-12-16T02:07:39Z,5440000,-116.0,242.0,1,left,K. Lowry 26' 3PT pullup (11 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,26.88,Made,,,,,11.0,,,,,,,,,,
547,PT05M20.00S,2021-12-16T02:07:53.7Z,4,REGULAR,3pt,Jump Shot,[],201980,95.3515111695138,3.431372549019608,1610612755,86,93,2021-12-16T02:08:00Z,5450000,-233.0,-9.0,1,right,D. Green 3PT  (6 PTS) (J. Embiid 5 AST),"[201980, 203954]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,23.3,Made,,,,,6.0,,,J. Embiid,203954.0,5.0,,,,,
549,PT04M59.00S,2021-12-16T02:08:14.3Z,4,REGULAR,3pt,Jump Shot,[],200768,26.231931668856767,82.1078431372549,1610612748,86,93,2021-12-16T02:08:21Z,5470000,-161.0,194.0,1,left,MISS K. Lowry 25' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,,,25.19,Missed,,,,,,,,,,,,,,,
550,PT04M55.00S,2021-12-16T02:08:18.3Z,4,REGULAR,rebound,defensive,[],203552,,,1610612755,86,93,2021-12-16T02:08:21Z,5480000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,549.0,1.0,1.0,0.0,,,,,,,,,,,
551,PT04M46.00S,2021-12-16T02:08:27.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,81.2910643889619,40.19607843137255,1610612755,86,93,2021-12-16T02:08:31Z,5490000,-49.0,123.0,1,right,MISS T. Harris 13' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,13.28,Missed,,,,,,,,,,,,,,,
552,PT04M44.00S,2021-12-16T02:08:29.5Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,86,93,2021-12-16T02:08:31Z,5500000,,,0,,D. Dedmon REBOUND (Off:2 Def:10),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,551.0,12.0,10.0,2.0,,,,,,,,,,,
553,PT04M42.00S,2021-12-16T02:08:33.6Z,4,REGULAR,foul,personal,['2freethrow'],203552,,,1610612748,86,93,2021-12-16T02:08:39Z,5510000,,,0,,S. Curry shooting personal FOUL (3 PF) (Robinson 2 FT),"[203552, 1629130]",1610612755.0,PHI,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,203593.0,3.0,0.0,Robinson,1629130.0
