actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
92,PT05M11.00S,2023-11-09T01:25:50.2Z,1,REGULAR,3pt,Jump Shot,[],1629006,94.82588699080158,95.83333333333334,1610612756,11,25,2023-11-09T01:25:55Z,920000,False,229.0,-4.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,,,,Right Corner 3,24+ Right,22.92,Missed,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
93,PT05M08.00S,2023-11-09T01:25:53.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,11,25,2023-11-09T01:25:55Z,930000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,Drummond,A. Drummond,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,
95,PT04M59.00S,2023-11-09T01:26:01.5Z,1,REGULAR,3pt,Jump Shot,[],1627936,20.581471747700395,9.313725490196079,1610612741,14,25,2023-11-09T01:26:08Z,950000,False,203.0,141.0,1,left,A. Caruso 24' 3PT  (3 PTS) (C. White 3 AST),"[1627936, 1629632]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,24.75,Made,3.0,Caruso,A. Caruso,C. White,1629632.0,3.0,,,,,,,,,,,,,,,
97,PT04M44.00S,2023-11-09T01:26:19.4Z,1,REGULAR,foul,personal,[],1629632,,,1610612756,14,25,2023-11-09T01:26:26Z,970000,False,,,0,,C. White personal FOUL (2 PF),"[1629632, 201142]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,White,C. White,,,,,,,,,,1629178.0,2.0,0.0,Durant,201142.0,,,,
99,PT04M44.00S,2023-11-09T01:26:33.7Z,1,REGULAR,substitution,out,[],1629632,,,1610612756,14,25,2023-11-09T01:26:40Z,990000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
100,PT04M44.00S,2023-11-09T01:26:33.7Z,1,REGULAR,substitution,in,[],1628975,,,1610612756,14,25,2023-11-09T01:26:40Z,1000000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
101,PT04M40.00S,2023-11-09T01:26:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,93.51182654402102,50.98039215686274,1610612756,14,27,2023-11-09T01:27:16Z,1010000,False,5.0,8.0,1,right,J. Okogie cutting Layup (2 PTS) (K. Durant 3 AST),"[1629006, 201142]",1610612756.0,PHX,cutting,,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,Okogie,J. Okogie,K. Durant,201142.0,3.0,,,,,,,,,,,,,,,
103,PT04M29.00S,2023-11-09T01:27:08.3Z,1,REGULAR,3pt,Jump Shot,[],1627936,4.944152431011826,96.32352941176471,1610612741,17,27,2023-11-09T01:27:14Z,1030000,False,-232.0,-6.0,1,left,A. Caruso 3PT  (6 PTS) (Z. LaVine 1 AST),"[1627936, 203897]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.17,Made,6.0,Caruso,A. Caruso,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,,
105,PT04M13.00S,2023-11-09T01:27:24.6Z,1,REGULAR,3pt,Jump Shot,[],201569,67.88764783180025,47.549019607843135,1610612756,17,27,2023-11-09T01:27:29Z,1050000,False,-12.0,249.0,1,right,MISS E. Gordon 24' step back 3PT,[201569],1610612756.0,PHX,step back,,,,,,Above the Break 3,24+ Center,24.97,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
106,PT04M11.00S,2023-11-09T01:27:26.6Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,17,27,2023-11-09T01:27:29Z,1060000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Williams,P. Williams,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,
107,PT04M05.00S,2023-11-09T01:27:33.3Z,1,REGULAR,3pt,Jump Shot,[],1627936,29.38567674113009,68.38235294117648,1610612741,20,27,2023-11-09T01:27:38Z,1070000,False,-92.0,224.0,1,left,A. Caruso 24' 3PT  (9 PTS) (Z. LaVine 2 AST),"[1627936, 203897]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,24.18,Made,9.0,Caruso,A. Caruso,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,,
109,PT04M04.00S,2023-11-09T01:27:39.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,20,27,2023-11-09T01:27:39Z,1090000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M04.00S,2023-11-09T01:30:20.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,20,27,2023-11-09T01:30:29Z,1100000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
111,PT04M04.00S,2023-11-09T01:30:20.0Z,1,REGULAR,substitution,out,[],203994,,,1610612756,20,27,2023-11-09T01:30:29Z,1110000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,,,,,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
112,PT04M04.00S,2023-11-09T01:30:20.0Z,1,REGULAR,substitution,in,[],1629139,,,1610612756,20,27,2023-11-09T01:30:29Z,1120000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612756.0,PHX,,,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
113,PT04M04.00S,2023-11-09T01:30:20.0Z,1,REGULAR,substitution,in,[],1629234,,,1610612756,20,27,2023-11-09T01:30:29Z,1130000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
114,PT03M43.00S,2023-11-09T01:30:58.6Z,1,REGULAR,3pt,Jump Shot,[],201142,70.38436268068331,22.54901960784314,1610612756,20,30,2023-11-09T01:31:52Z,1140000,False,-137.0,226.0,1,right,K. Durant 26' 3PT pullup (10 PTS) (D. Eubanks 1 AST),"[201142, 1629234]",1610612756.0,PHX,pullup,,,,,,Above the Break 3,24+ Left Center,26.44,Made,10.0,Durant,K. Durant,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,,,
116,PT03M19.00S,2023-11-09T01:31:23.5Z,1,REGULAR,2pt,Jump Shot,[],203897,19.92444152431012,20.833333333333336,1610612741,20,30,2023-11-09T01:31:29Z,1160000,False,146.0,135.0,1,left,MISS Z. LaVine 19' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,,,,Mid-Range,16-24 Right Center,19.86,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
117,PT03M15.00S,2023-11-09T01:31:27.5Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612756,20,30,2023-11-09T01:31:29Z,1170000,False,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Right Center,,,,Watanabe,Y. Watanabe,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,
118,PT03M14.00S,2023-11-09T01:31:37.3Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,20,30,2023-11-09T01:31:50Z,1180000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (2 TO),[201142],1610612756.0,PHX,bad pass,,,,,,Mid-Range,16-24 Center,,,,Durant,K. Durant,,,,,,,,,,1155.0,,,,,2.0,,,
119,PT03M03.00S,2023-11-09T01:31:54.4Z,1,REGULAR,turnover,out-of-bounds,[],203083,,,1610612741,20,30,2023-11-09T01:32:07Z,1190000,False,,,0,,A. Drummond lost ball out-of-bounds TURNOVER (1 TO),[203083],1610612741.0,CHI,lost ball,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,1629178.0,,,,,1.0,,,
120,PT03M03.00S,2023-11-09T01:31:56.5Z,1,REGULAR,substitution,out,[],203897,,,1610612756,20,30,2023-11-09T01:32:01Z,1200000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2023-11-09T01:31:56.5Z,1,REGULAR,substitution,in,[],201942,,,1610612756,20,30,2023-11-09T01:32:01Z,1210000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
122,PT02M51.00S,2023-11-09T01:32:28.8Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612756,20,30,2023-11-09T01:32:35Z,1220000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Okogie 2 FT),"[203083, 1629006]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,1155.0,1.0,0.0,Okogie,1629006.0,,,,
124,PT02M51.00S,2023-11-09T01:33:01.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629006,,,1610612756,20,30,2023-11-09T01:33:01Z,1240000,False,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612756.0,PHX,,,,,,,,,,Missed,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
125,PT02M51.00S,2023-11-09T01:33:01.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,20,30,2023-11-09T01:33:01Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,
126,PT02M51.00S,2023-11-09T01:33:18.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629006,,,1610612756,20,31,2023-11-09T01:33:18Z,1260000,False,,,0,,J. Okogie Free Throw 2 of 2 (3 PTS),[1629006],1610612756.0,PHX,,,,,,,,,,Made,3.0,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
127,PT02M35.00S,2023-11-09T01:33:36.5Z,1,REGULAR,2pt,Jump Shot,[],201942,20.581471747700395,55.14705882352941,1610612741,20,31,2023-11-09T01:33:41Z,1270000,False,-26.0,141.0,1,left,MISS D. DeRozan 14' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,,,,Mid-Range,8-16 Center,14.33,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
128,PT02M32.00S,2023-11-09T01:33:39.5Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612756,20,31,2023-11-09T01:33:41Z,1280000,False,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612756.0,PHX,,,,,,,Mid-Range,8-16 Center,,,,Watanabe,Y. Watanabe,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,
129,PT02M12.00S,2023-11-09T01:33:59.2Z,1,REGULAR,3pt,Jump Shot,[],201569,69.20170827858082,22.54901960784314,1610612756,20,31,2023-11-09T01:34:06Z,1290000,False,-137.0,237.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
130,PT02M07.00S,2023-11-09T01:34:04.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,20,31,2023-11-09T01:34:06Z,1300000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Drummond,A. Drummond,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,
131,PT01M52.00S,2023-11-09T01:34:18.5Z,1,REGULAR,3pt,Jump Shot,[],201942,7.178055190538765,96.32352941176471,1610612741,23,31,2023-11-09T01:34:24Z,1310000,False,-232.0,15.0,1,left,D. DeRozan 3PT  (3 PTS) (A. Drummond 1 AST),"[201942, 203083]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.21,Made,3.0,DeRozan,D. DeRozan,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,,
133,PT01M35.00S,2023-11-09T01:34:35.7Z,1,REGULAR,2pt,Jump Shot,[],201142,95.22010512483574,68.62745098039215,1610612756,23,31,2023-11-09T01:34:42Z,1330000,False,93.0,-8.0,1,right,MISS K. Durant 9' Jump Shot,[201142],1610612756.0,PHX,,,,,,,Mid-Range,8-16 Right,9.34,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,
134,PT01M33.00S,2023-11-09T01:34:37.7Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,23,31,2023-11-09T01:34:42Z,1340000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,Williams,P. Williams,,,,133.0,2.0,2.0,0.0,,,,,,,,,,,
135,PT01M31.00S,2023-11-09T01:34:40.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,28.991458607095925,15.441176470588236,1610612741,23,31,2023-11-09T01:35:38Z,1350000,False,173.0,220.0,1,left,MISS J. Carter 27' running pullup 3PT,[1628975],1610612741.0,CHI,running pullup,,,,,,Above the Break 3,24+ Right Center,27.97,Missed,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
136,PT01M26.00S,2023-11-09T01:34:45.1Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612756,23,31,2023-11-09T01:34:47Z,1360000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,,,,Eubanks,D. Eubanks,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT01M14.00S,2023-11-09T01:34:56.6Z,1,REGULAR,3pt,Jump Shot,[],1629139,95.3515111695138,4.901960784313726,1610612756,23,34,2023-11-09T01:35:01Z,1370000,False,-225.0,-9.0,1,right,Y. Watanabe 3PT  (3 PTS) (D. Eubanks 2 AST),"[1629139, 1629234]",1610612756.0,PHX,,,,,,,Left Corner 3,24+ Left,22.57,Made,3.0,Watanabe,Y. Watanabe,D. Eubanks,1629234.0,2.0,,,,,,,,,,,,,,,
139,PT00M58.30S,2023-11-09T01:35:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630172,22.946780551905388,13.970588235294118,1610612741,23,34,2023-11-09T01:35:21Z,1390000,False,180.0,163.0,1,left,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,24.3,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
140,PT00M52.60S,2023-11-09T01:35:18.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,23,34,2023-11-09T01:35:21Z,1400000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Drummond,A. Drummond,,,,139.0,3.0,2.0,1.0,,,,,,,,,,,
141,PT00M45.50S,2023-11-09T01:35:26.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,29.122864651773984,30.392156862745097,1610612741,26,34,2023-11-09T01:35:31Z,1410000,False,98.0,221.0,1,left,P. Williams 24' 3PT step back (3 PTS) (A. Caruso 1 AST),"[1630172, 1627936]",1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Right Center,24.2,Made,3.0,Williams,P. Williams,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,,
144,PT00M29.40S,2023-11-09T01:36:05.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612756,26,34,2023-11-09T01:36:23Z,1440000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Eubanks 2 FT),"[201942, 1629234]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,1155.0,1.0,0.0,Eubanks,1629234.0,,,,
146,PT00M29.40S,2023-11-09T01:36:24.6Z,1,REGULAR,freethrow,1 of 2,[],1629234,,,1610612756,26,35,2023-11-09T01:36:24Z,1460000,False,,,0,,D. Eubanks Free Throw 1 of 2 (1 PTS),[1629234],1610612756.0,PHX,,,,,,,,,,Made,1.0,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
147,PT00M29.40S,2023-11-09T01:36:35.7Z,1,REGULAR,freethrow,2 of 2,[],1629234,,,1610612756,26,36,2023-11-09T01:36:35Z,1470000,False,,,0,,D. Eubanks Free Throw 2 of 2 (2 PTS),[1629234],1610612756.0,PHX,,,,,,,,,,Made,2.0,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
149,PT00M08.70S,2023-11-09T01:37:03.5Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612741,26,36,2023-11-09T01:37:32Z,1480000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629234, 201942]",1610612756.0,PHX,shooting,,,,,,Restricted Area,0-8 Center,,,,Eubanks,D. Eubanks,,,,,,,,,,1155.0,1.0,0.0,DeRozan,201942.0,,,,
151,PT00M08.70S,2023-11-09T01:37:32.8Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,27,36,2023-11-09T01:37:32Z,1500000,False,,,0,,D. DeRozan Free Throw 1 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,4.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
152,PT00M08.70S,2023-11-09T01:37:47.7Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,28,36,2023-11-09T01:37:47Z,1510000,False,,,0,,D. DeRozan Free Throw 2 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,5.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
163,PT00M04.70S,2023-11-09T01:37:58.4Z,1,REGULAR,3pt,Jump Shot,[],201142,70.12155059132719,78.67647058823529,1610612756,28,36,2023-11-09T01:41:18Z,1535000,False,143.0,228.0,1,right,MISS K. Durant 26' 3PT - blocked,"[201142, 1627936]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,26.97,Missed,,Durant,K. Durant,,,,,,,,Caruso,1627936.0,,,,,,,,,
164,PT00M04.70S,2023-11-09T01:37:58.4Z,1,REGULAR,block,,[],1627936,,,1610612756,28,36,2023-11-09T01:40:52Z,1537500,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
165,PT00M04.10S,2023-11-09T01:37:59.0Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,28,36,2023-11-09T01:41:18Z,1538750,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Caruso,A. Caruso,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,
155,PT00M00.00S,2023-11-09T01:38:00.7Z,1,REGULAR,3pt,Jump Shot,[],1627936,34.37910643889619,74.50980392156863,1610612741,28,36,2023-11-09T01:40:52Z,1540000,False,-123.0,271.0,1,left,MISS A. Caruso 29' pullup 3PT,[1627936],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,29.71,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2023-11-09T01:38:00.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,28,36,2023-11-09T01:38:09Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,155.0,,,,,,,,,,,,,,
157,PT00M00.00S,2023-11-09T01:38:03.9Z,1,REGULAR,period,end,[],0,,,1610612741,28,36,2023-11-09T01:38:03Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-11-09T01:39:53.9Z,2,REGULAR,substitution,out,['startperiod'],203083,,,1610612741,28,36,2023-11-09T01:40:42Z,1570000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-11-09T01:39:53.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612741,28,36,2023-11-09T01:40:42Z,1580000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-11-09T01:39:53.9Z,2,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,28,36,2023-11-09T01:40:42Z,1590000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-11-09T01:39:53.9Z,2,REGULAR,substitution,in,['startperiod'],203078,,,1610612741,28,36,2023-11-09T01:40:42Z,1600000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-11-09T01:40:47.9Z,2,REGULAR,period,start,[],0,,,1610612741,28,36,2023-11-09T01:40:47Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M50.00S,2023-11-09T01:40:57.7Z,2,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612741,28,36,2023-11-09T01:41:11Z,1620000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629006, 201942]",1610612756.0,PHX,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Okogie,J. Okogie,,,,,,,,,,201246.0,1.0,0.0,DeRozan,201942.0,,,,
168,PT11M50.00S,2023-11-09T01:41:28.3Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,28,36,2023-11-09T01:41:28Z,1640000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,,,,,,,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
169,PT11M50.00S,2023-11-09T01:41:28.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,28,36,2023-11-09T01:41:28Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,
170,PT11M50.00S,2023-11-09T01:41:42.4Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,29,36,2023-11-09T01:41:42Z,1660000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,6.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
171,PT11M27.00S,2023-11-09T01:42:07.4Z,2,REGULAR,3pt,Jump Shot,[],203078,67.09921156373193,22.794117647058822,1610612756,29,36,2023-11-09T01:42:30Z,1670000,False,-136.0,257.0,1,right,MISS B. Beal 29' pullup 3PT,[203078],1610612756.0,PHX,pullup,,,,,,Above the Break 3,24+ Left Center,29.06,Missed,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
172,PT11M26.00S,2023-11-09T01:42:08.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,29,36,2023-11-09T01:42:30Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,171.0,,,,,,,,,,,,,,
173,PT11M26.00S,2023-11-09T01:42:11.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612756,29,36,2023-11-09T01:42:35Z,1690000,False,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1629178.0,,,,,,,,
174,PT11M26.00S,2023-11-09T01:42:14.1Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,29,36,2023-11-09T01:42:21Z,1700000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
175,PT11M26.00S,2023-11-09T01:42:14.1Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,29,36,2023-11-09T01:42:21Z,1710000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
176,PT11M09.00S,2023-11-09T01:42:52.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,25.18068331143233,41.66666666666667,1610612741,29,36,2023-11-09T01:42:58Z,1720000,False,42.0,184.0,1,left,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Center,18.89,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
177,PT11M05.00S,2023-11-09T01:42:56.8Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612756,29,36,2023-11-09T01:42:58Z,1730000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Center,,,,Eubanks,D. Eubanks,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,
178,PT10M57.00S,2023-11-09T01:43:06.6Z,2,REGULAR,turnover,out-of-bounds,[],203078,,,1610612756,29,36,2023-11-09T01:43:12Z,1740000,False,,,0,,B. Beal bad pass out-of-bounds TURNOVER (1 TO),[203078],1610612756.0,PHX,bad pass,,,,,,Above the Break 3,24+ Center,,,,Beal,B. Beal,,,,,,,,,,1155.0,,,,,1.0,,,
180,PT10M38.00S,2023-11-09T01:43:46.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628975,13.485545335085414,72.79411764705883,1610612741,31,36,2023-11-09T01:43:50Z,1760000,False,-114.0,74.0,1,left,J. Carter 13' pullup Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1628975, 201942]",1610612741.0,CHI,pullup,,,,,,Mid-Range,8-16 Left,13.61,Made,2.0,Carter,J. Carter,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,,
182,PT10M17.00S,2023-11-09T01:44:07.5Z,2,REGULAR,3pt,Jump Shot,[],1629006,72.7496714848883,78.43137254901961,1610612756,31,36,2023-11-09T01:44:12Z,1780000,False,142.0,204.0,1,right,MISS J. Okogie 24' 3PT,[1629006],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
