actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
354,PT10M02.00S,2023-11-09T02:26:10.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,32.276609724047304,62.254901960784316,1610612756,61,65,2023-11-09T02:26:22Z,3450000,False,-61.0,251.0,1,left,G. Allen 25' 3PT running pullup (12 PTS),[1628960],1610612756.0,PHX,running pullup,,,,,,Above the Break 3,24+ Center,25.83,Made,12.0,Allen,G. Allen,,,,,,,,,,,,,,,,,,
355,PT09M44.00S,2023-11-09T02:26:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.24901445466492,50.0,1610612741,61,65,2023-11-09T02:26:33Z,3460000,False,0.0,11.0,1,right,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.1,Missed,,White,C. White,,,,,,,,,,,,,,,,,,
356,PT09M43.00S,2023-11-09T02:26:28.4Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,61,65,2023-11-09T02:26:33Z,3470000,False,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Durant,K. Durant,,,,355.0,3.0,2.0,1.0,,,,,,,,,,,
357,PT09M32.00S,2023-11-09T02:26:39.9Z,3,REGULAR,3pt,Jump Shot,[],203078,30.699737187910642,70.34313725490196,1610612756,61,65,2023-11-09T02:26:50Z,3480000,False,-102.0,236.0,1,left,MISS B. Beal 25' step back 3PT,[203078],1610612756.0,PHX,step back,,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
358,PT09M32.00S,2023-11-09T02:26:39.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,61,65,2023-11-09T02:26:45Z,3490000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,357.0,,,,,,,,,,,,,,
361,PT09M15.00S,2023-11-09T02:27:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.51182654402102,50.49019607843137,1610612741,63,65,2023-11-09T02:27:19Z,3510000,False,2.0,8.0,1,right,Z. LaVine driving finger roll Layup (13 PTS),[203897],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,0.89,Made,13.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
363,PT08M59.00S,2023-11-09T02:27:36.0Z,3,REGULAR,3pt,Jump Shot,[],1628966,20.97568988173456,92.40196078431373,1610612756,63,68,2023-11-09T02:27:46Z,3530000,False,-212.0,145.0,1,left,K. Bates-Diop 25' 3PT  (4 PTS) (J. Nurkic 7 AST),"[1628966, 203994]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,25.67,Made,4.0,Bates-Diop,K. Bates-Diop,J. Nurkic,203994.0,7.0,,,,,,,,,,,,,,,
365,PT08M49.00S,2023-11-09T02:27:50.5Z,3,REGULAR,3pt,Jump Shot,[],202696,66.83639947437582,50.73529411764706,1610612741,66,68,2023-11-09T02:27:57Z,3550000,False,4.0,259.0,1,right,N. Vucevic 25' 3PT  (15 PTS) (C. White 5 AST),"[202696, 1629632]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.92,Made,15.0,Vucevic,N. Vucevic,C. White,1629632.0,5.0,,,,,,,,,,,,,,,
367,PT08M29.00S,2023-11-09T02:28:10.5Z,3,REGULAR,3pt,Jump Shot,[],1628960,2.9730617608409986,96.56862745098039,1610612756,66,68,2023-11-09T02:28:20Z,3570000,False,-233.0,-25.0,1,left,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,,,,Left Corner 3,24+ Left,23.41,Missed,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
368,PT08M27.00S,2023-11-09T02:28:12.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,66,68,2023-11-09T02:28:20Z,3580000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,,,,,,367.0,,,,,,,,,,,,,,
369,PT08M27.00S,2023-11-09T02:28:22.7Z,3,REGULAR,foul,personal,[],1628960,,,1610612741,66,68,2023-11-09T02:28:41Z,3590000,False,,,0,,G. Allen loose ball personal FOUL (2 PF),"[1628960, 1629632]",1610612756.0,PHX,loose ball,,,,,,Mid-Range,16-24 Left,,,,Allen,G. Allen,,,,,,,,,,1155.0,2.0,0.0,White,1629632.0,,,,
371,PT08M12.00S,2023-11-09T02:28:46.4Z,3,REGULAR,turnover,lost ball,[],201942,,,1610612741,66,68,2023-11-09T02:28:50Z,3610000,False,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1628966]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,1.0,Bates-Diop,1628966.0,
372,PT08M12.00S,2023-11-09T02:28:46.4Z,3,REGULAR,steal,,[],1628966,,,1610612756,66,68,2023-11-09T02:32:53Z,3620000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
373,PT08M08.00S,2023-11-09T02:28:50.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,6.652431011826544,49.50980392156863,1610612756,66,70,2023-11-09T02:28:55Z,3630000,False,2.0,10.0,1,left,G. Allen running DUNK (14 PTS),[1628960],1610612756.0,PHX,running,,,,,,Restricted Area,0-8 Center,1.03,Made,14.0,Allen,G. Allen,,,,,,,,,,,,,,,,,,
374,PT07M54.00S,2023-11-09T02:29:04.4Z,3,REGULAR,2pt,Jump Shot,[],201942,81.02825229960578,68.62745098039215,1610612741,66,70,2023-11-09T02:29:07Z,3640000,False,93.0,126.0,1,right,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,Mid-Range,8-16 Right,15.65,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
375,PT07M51.00S,2023-11-09T02:29:07.4Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,66,70,2023-11-09T02:29:07Z,3650000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:4),[203994],1610612756.0,PHX,,,,,,,Mid-Range,8-16 Right,,,,Nurkic,J. Nurkic,,,,374.0,6.0,4.0,2.0,,,,,,,,,,,
376,PT07M42.00S,2023-11-09T02:29:15.3Z,3,REGULAR,turnover,bad pass,[],203994,,,1610612756,66,70,2023-11-09T02:29:20Z,3660000,False,,,0,,J. Nurkic bad pass TURNOVER (2 TO),"[203994, 201942]",1610612756.0,PHX,,,,,,,Mid-Range,16-24 Center,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,2.0,DeRozan,201942.0,
377,PT07M42.00S,2023-11-09T02:29:15.3Z,3,REGULAR,steal,,[],201942,,,1610612741,66,70,2023-11-09T02:29:17Z,3670000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
378,PT07M40.00S,2023-11-09T02:29:19.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,93.11760840998686,50.245098039215684,1610612741,68,70,2023-11-09T02:33:40Z,3680000,False,1.0,12.0,1,right,Z. LaVine running DUNK (15 PTS) (D. DeRozan 4 AST),"[203897, 201942]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.23,Made,15.0,LaVine,Z. LaVine,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,,
381,PT07M20.00S,2023-11-09T02:29:56.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,68,70,2023-11-09T02:32:44Z,3710000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M20.00S,2023-11-09T02:32:11.5Z,3,REGULAR,substitution,out,[],203078,,,1610612756,68,70,2023-11-09T02:33:34Z,3725000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
391,PT07M20.00S,2023-11-09T02:32:11.5Z,3,REGULAR,substitution,in,[],201569,,,1610612756,68,70,2023-11-09T02:33:34Z,3727500,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
384,PT07M18.00S,2023-11-09T02:33:01.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,6.1268068331143235,49.754901960784316,1610612756,68,72,2023-11-09T02:34:17Z,3730000,False,1.0,5.0,1,left,K. Durant cutting DUNK (18 PTS) (E. Gordon 1 AST),"[201142, 201569]",1610612756.0,PHX,cutting,,,,,,Restricted Area,0-8 Center,0.52,Made,18.0,Durant,K. Durant,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,,
386,PT07M02.00S,2023-11-09T02:33:16.8Z,3,REGULAR,2pt,Jump Shot,[],202696,76.95466491458606,30.637254901960787,1610612741,70,72,2023-11-09T02:33:21Z,3750000,False,-97.0,164.0,1,right,N. Vucevic 19' Jump Shot (17 PTS) (D. DeRozan 5 AST),"[202696, 201942]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,19.05,Made,17.0,Vucevic,N. Vucevic,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,,
388,PT06M50.00S,2023-11-09T02:33:28.9Z,3,REGULAR,3pt,Jump Shot,[],1628960,6.652431011826544,4.901960784313726,1610612756,70,75,2023-11-09T02:33:39Z,3770000,False,225.0,10.0,1,left,G. Allen 3PT  (17 PTS) (K. Bates-Diop 2 AST),"[1628960, 1628966]",1610612756.0,PHX,,,,,,,Right Corner 3,24+ Right,22.57,Made,17.0,Allen,G. Allen,K. Bates-Diop,1628966.0,2.0,,,,,,,,,,,,,,,
392,PT06M29.00S,2023-11-09T02:33:51.8Z,3,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612741,70,75,2023-11-09T02:34:03Z,3790000,False,,,0,,K. Bates-Diop shooting personal FOUL (2 PF) (LaVine 2 FT),"[1628966, 203897]",1610612756.0,PHX,shooting,,,,,,Restricted Area,0-8 Center,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,1629178.0,2.0,0.0,LaVine,203897.0,,,,
394,PT06M29.00S,2023-11-09T02:34:17.0Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,71,75,2023-11-09T02:34:36Z,3810000,False,,,0,,Z. LaVine Free Throw 1 of 2 (16 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,16.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
395,PT06M29.00S,2023-11-09T02:34:17.0Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,71,75,2023-11-09T02:34:36Z,3820000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
396,PT06M27.00S,2023-11-09T02:34:19.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,71,75,2023-11-09T02:34:36Z,3830000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612756.0,PHX,,,,,,,,,,,,Nurkic,J. Nurkic,,,,395.0,7.0,5.0,2.0,,,,,,,,,,,
397,PT06M11.00S,2023-11-09T02:34:50.9Z,3,REGULAR,turnover,bad pass,[],201569,,,1610612756,71,75,2023-11-09T02:35:21Z,3840000,False,,,0,,E. Gordon bad pass TURNOVER (2 TO),"[201569, 1628470]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,2.0,Craig,1628470.0,
398,PT06M11.00S,2023-11-09T02:34:50.9Z,3,REGULAR,steal,,[],1628470,,,1610612741,71,75,2023-11-09T02:34:58Z,3850000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
399,PT06M03.00S,2023-11-09T02:34:57.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,96.13994743758212,3.6764705882352944,1610612741,71,75,2023-11-09T02:36:01Z,3860000,False,-232.0,-16.0,1,right,MISS C. White running 3PT,[1629632],1610612741.0,CHI,running,,,,,,Left Corner 3,24+ Left,23.22,Missed,,White,C. White,,,,,,,,,,,,,,,,,,
400,PT06M02.00S,2023-11-09T02:34:59.8Z,3,REGULAR,rebound,offensive,[],203897,,,1610612741,71,75,2023-11-09T02:34:59Z,3870000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:1),[203897],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,LaVine,Z. LaVine,,,,399.0,2.0,1.0,1.0,,,,,,,,,,,
401,PT05M56.00S,2023-11-09T02:35:05.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,88.78120893561103,49.26470588235294,1610612741,73,75,2023-11-09T02:35:09Z,3880000,False,-4.0,53.0,1,right,N. Vucevic Hook (19 PTS) (Z. LaVine 4 AST),"[202696, 203897]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,19.0,Vucevic,N. Vucevic,Z. LaVine,203897.0,4.0,,,,,,,,,,,,,,,
403,PT05M37.00S,2023-11-09T02:35:23.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,5.732588699080158,50.0,1610612756,73,77,2023-11-09T02:35:28Z,3900000,False,0.0,1.0,1,left,J. Nurkic driving DUNK (10 PTS),[203994],1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,0.14,Made,10.0,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
404,PT05M11.00S,2023-11-09T02:35:49.7Z,3,REGULAR,2pt,Jump Shot,[],201942,89.70105124835742,83.08823529411765,1610612741,73,77,2023-11-09T02:35:53Z,3910000,False,165.0,44.0,1,right,MISS D. DeRozan 17' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,,,,Mid-Range,16-24 Right,17.12,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
405,PT05M09.00S,2023-11-09T02:35:51.7Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,73,77,2023-11-09T02:36:38Z,3920000,False,,,0,,G. Allen REBOUND (Off:0 Def:5),[1628960],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Right,,,,Allen,G. Allen,,,,404.0,5.0,5.0,0.0,,,,,,,,,,,
406,PT05M02.00S,2023-11-09T02:35:59.2Z,3,REGULAR,3pt,Jump Shot,[],1628960,23.99802890932983,15.686274509803921,1610612756,73,80,2023-11-09T02:36:04Z,3930000,False,172.0,173.0,1,left,G. Allen 24' 3PT  (20 PTS) (K. Durant 6 AST),"[1628960, 201142]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,24.37,Made,20.0,Allen,G. Allen,K. Durant,201142.0,6.0,,,,,,,,,,,,,,,
408,PT04M46.00S,2023-11-09T02:36:14.8Z,3,REGULAR,3pt,Jump Shot,[],1628470,71.17279894875165,20.34313725490196,1610612741,73,80,2023-11-09T02:36:22Z,3950000,False,-148.0,218.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
409,PT04M43.00S,2023-11-09T02:36:17.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,73,80,2023-11-09T02:36:22Z,3960000,False,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,,,,Durant,K. Durant,,,,408.0,4.0,3.0,1.0,,,,,,,,,,,
410,PT04M33.00S,2023-11-09T02:36:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201569,5.863994743758213,48.77450980392157,1610612756,73,82,2023-11-09T02:36:31Z,3970000,False,6.0,3.0,1,left,E. Gordon driving Layup (2 PTS) (G. Allen 3 AST),"[201569, 1628960]",1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,Gordon,E. Gordon,G. Allen,1628960.0,3.0,,,,,,,,,,,,,,,
412,PT04M22.00S,2023-11-09T02:36:38.7Z,3,REGULAR,3pt,Jump Shot,[],203897,69.85873850197109,22.54901960784314,1610612741,76,82,2023-11-09T02:36:43Z,3990000,False,-137.0,231.0,1,right,Z. LaVine 26' 3PT  (19 PTS) (D. DeRozan 6 AST),"[203897, 201942]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.86,Made,19.0,LaVine,Z. LaVine,D. DeRozan,201942.0,6.0,,,,,,,,,,,,,,,
414,PT04M09.00S,2023-11-09T02:36:54.0Z,3,REGULAR,foul,personal,[],1628470,,,1610612756,76,82,2023-11-09T02:37:01Z,4010000,False,,,0,,T. Craig personal FOUL (3 PF),"[1628470, 201142]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Craig,T. Craig,,,,,,,,,,201246.0,3.0,0.0,Durant,201142.0,,,,
416,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,out,[],201942,,,1610612756,76,82,2023-11-09T02:37:23Z,4030000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
417,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,out,[],1628470,,,1610612756,76,82,2023-11-09T02:37:23Z,4040000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,,,,,,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
418,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,out,[],1628960,,,1610612756,76,82,2023-11-09T02:37:23Z,4050000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
419,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,out,[],1628966,,,1610612756,76,82,2023-11-09T02:37:23Z,4060000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
420,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,out,[],203994,,,1610612756,76,82,2023-11-09T02:37:23Z,4070000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,,,,,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
421,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,in,[],1627936,,,1610612756,76,82,2023-11-09T02:37:23Z,4080000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
422,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,in,[],1630172,,,1610612756,76,82,2023-11-09T02:37:23Z,4090000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
423,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,in,[],1629006,,,1610612756,76,82,2023-11-09T02:37:23Z,4100000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,,,,,,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
424,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,in,[],1629234,,,1610612756,76,82,2023-11-09T02:37:23Z,4110000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
425,PT04M09.00S,2023-11-09T02:36:59.3Z,3,REGULAR,substitution,in,[],1629139,,,1610612756,76,82,2023-11-09T02:37:23Z,4120000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612756.0,PHX,,,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
426,PT03M59.00S,2023-11-09T02:37:29.6Z,3,REGULAR,3pt,Jump Shot,[],201569,28.991458607095925,14.460784313725492,1610612756,76,82,2023-11-09T02:37:36Z,4130000,False,178.0,220.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,28.28,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
427,PT03M56.00S,2023-11-09T02:37:32.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,76,82,2023-11-09T02:37:36Z,4140000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,426.0,,,,,,,,,,,,,,
429,PT03M56.00S,2023-11-09T02:37:39.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,76,82,2023-11-09T02:37:39Z,4160000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M39.00S,2023-11-09T02:40:57.3Z,3,REGULAR,turnover,lost ball,[],202696,,,1610612741,76,82,2023-11-09T02:43:33Z,4195000,False,,,0,,N. Vucevic lost ball TURNOVER (2 TO),"[202696, 1629234]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,2.0,Eubanks,1629234.0,
458,PT03M39.00S,2023-11-09T02:40:57.3Z,3,REGULAR,steal,,[],1629234,,,1610612756,76,82,2023-11-09T02:43:33Z,4197500,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
434,PT03M22.00S,2023-11-09T02:41:20.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,3.7614980289093296,96.56862745098039,1610612756,76,85,2023-11-09T02:43:33Z,4210000,False,-233.0,-17.0,1,left,Y. Watanabe 3PT  (6 PTS) (K. Durant 7 AST),"[1629139, 201142]",1610612756.0,PHX,,,,,,,Left Corner 3,24+ Left,23.34,Made,6.0,Watanabe,Y. Watanabe,K. Durant,201142.0,7.0,,,,,,,,,,,,,,,
436,PT03M10.00S,2023-11-09T02:41:32.4Z,3,REGULAR,2pt,Jump Shot,[],1630172,71.82982917214193,48.28431372549019,1610612741,76,85,2023-11-09T02:41:37Z,4230000,False,-9.0,212.0,1,right,MISS P. Williams 21' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Center,21.25,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
437,PT03M05.00S,2023-11-09T02:41:37.4Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612756,76,85,2023-11-09T02:41:37Z,4240000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Center,,,,Eubanks,D. Eubanks,,,,436.0,3.0,3.0,0.0,,,,,,,,,,,
438,PT02M56.00S,2023-11-09T02:41:45.8Z,3,REGULAR,3pt,Jump Shot,[],201142,27.94021024967148,18.38235294117647,1610612756,76,88,2023-11-09T02:41:50Z,4250000,False,158.0,210.0,1,left,K. Durant 26' 3PT  (21 PTS) (E. Gordon 2 AST),"[201142, 201569]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,26.29,Made,21.0,Durant,K. Durant,E. Gordon,201569.0,2.0,,,,,,,,,,,,,,,
440,PT02M39.00S,2023-11-09T02:42:04.0Z,3,REGULAR,turnover,lost ball,[],203897,,,1610612741,76,88,2023-11-09T02:42:08Z,4270000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1629006]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,2.0,Okogie,1629006.0,
441,PT02M39.00S,2023-11-09T02:42:04.0Z,3,REGULAR,steal,,[],1629006,,,1610612756,76,88,2023-11-09T02:44:15Z,4280000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Right,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
442,PT02M28.00S,2023-11-09T02:42:14.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,3.892904073587385,95.83333333333334,1610612756,76,88,2023-11-09T02:42:18Z,4290000,False,-229.0,-16.0,1,left,MISS Y. Watanabe 3PT,[1629139],1610612756.0,PHX,,,,,,,Left Corner 3,24+ Left,22.98,Missed,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
443,PT02M25.00S,2023-11-09T02:42:17.6Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,76,88,2023-11-09T02:42:18Z,4300000,False,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,White,C. White,,,,442.0,4.0,4.0,0.0,,,,,,,,,,,
444,PT02M16.00S,2023-11-09T02:42:25.6Z,3,REGULAR,3pt,Jump Shot,[],203897,74.72076215505913,86.02941176470588,1610612741,79,88,2023-11-09T02:42:32Z,4310000,False,180.0,185.0,1,right,Z. LaVine 25' 3PT  (22 PTS) (C. White 6 AST),"[203897, 1629632]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.83,Made,22.0,LaVine,Z. LaVine,C. White,1629632.0,6.0,,,,,,,,,,,,,,,
446,PT01M58.00S,2023-11-09T02:42:44.1Z,3,REGULAR,3pt,Jump Shot,[],201569,26.49474375821288,82.84313725490196,1610612756,79,88,2023-11-09T02:42:47Z,4330000,False,-164.0,197.0,1,left,MISS E. Gordon 25' 3PT,[201569],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
447,PT01M56.00S,2023-11-09T02:42:46.1Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,79,88,2023-11-09T02:47:40Z,4340000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Vucevic,N. Vucevic,,,,446.0,5.0,4.0,1.0,,,,,,,,,,,
