actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
595,PT04M06.00S,2024-04-02T02:07:45.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630245,,,1610612737,94,108,2024-04-02T02:07:56Z,5820000,False,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Capela 2 FT),"[1630245, 203991]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Capela,203991.0,,
597,PT04M06.00S,2024-04-02T02:08:05.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203991,,,1610612737,94,108,2024-04-02T02:08:05Z,5840000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
598,PT04M06.00S,2024-04-02T02:08:05.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,94,108,2024-04-02T02:08:05Z,5850000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,597.0,,,,,,,,,,,,,,,,
599,PT04M06.00S,2024-04-02T02:08:23.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203991,,,1610612737,94,109,2024-04-02T02:08:23Z,5860000,False,,,0,,C. Capela Free Throw 2 of 2 (15 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
600,PT03M51.00S,2024-04-02T02:08:43.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.89027595269383,43.13725490196079,1610612741,96,109,2024-04-02T02:08:46Z,5870000,False,-34.0,80.0,1,right,D. DeRozan 8' fadeaway Jump Shot (31 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),8-16 Center,8.71,Made,,,,,31.0,,,,,,,,,,,,
601,PT03M31.00S,2024-04-02T02:09:02.7Z,4,REGULAR,3pt,Jump Shot,[],1630552,26.757555847568987,80.3921568627451,1610612737,96,109,2024-04-02T02:09:09Z,5880000,False,-152.0,199.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,
602,PT03M29.00S,2024-04-02T02:09:04.7Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,96,109,2024-04-02T02:09:09Z,5890000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:13),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Left Center,,,601.0,14.0,13.0,1.0,,,,,,,,,,,,,
603,PT03M16.00S,2024-04-02T02:09:18.5Z,4,REGULAR,3pt,Jump Shot,[],1627936,95.6143232588699,97.30392156862744,1610612741,96,109,2024-04-02T02:09:23Z,5900000,False,237.0,-11.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,
604,PT03M13.00S,2024-04-02T02:09:21.5Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,96,109,2024-04-02T02:09:23Z,5910000,False,,,0,,D. Hunter REBOUND (Off:0 Def:6),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Right Corner 3,24+ Right,,,603.0,6.0,6.0,0.0,,,,,,,,,,,,,
605,PT02M55.00S,2024-04-02T02:09:39.4Z,4,REGULAR,3pt,Jump Shot,[],1627749,25.443495400788436,82.59803921568627,1610612737,96,109,2024-04-02T02:09:57Z,5920000,False,-163.0,187.0,1,left,MISS D. Murray 24' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,
606,PT02M52.00S,2024-04-02T02:09:42.4Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,96,109,2024-04-02T02:09:44Z,5930000,False,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,,,605.0,3.0,2.0,1.0,,,,,,,,,,,,,
607,PT02M38.00S,2024-04-02T02:09:56.1Z,4,REGULAR,3pt,Jump Shot,[],1627936,93.51182654402102,96.32352941176471,1610612741,96,109,2024-04-02T02:10:00Z,5940000,False,232.0,8.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,
608,PT02M36.00S,2024-04-02T02:09:58.1Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,96,109,2024-04-02T02:10:00Z,5950000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Right Corner 3,24+ Right,,,607.0,4.0,3.0,1.0,,,,,,,,,,,,,
609,PT02M30.00S,2024-04-02T02:10:04.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,6.783837056504599,47.30392156862745,1610612737,96,111,2024-04-02T02:10:10Z,5960000,False,13.0,11.0,1,left,D. Murray running Layup (15 PTS) (J. Johnson 1 AST),"[1627749, 1630552]",1610612737.0,ATL,running,,,Murray,D. Murray,,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,15.0,,,,J. Johnson,1630552.0,1.0,,,,,,
611,PT02M19.00S,2024-04-02T02:10:16.0Z,4,REGULAR,turnover,bad pass,[],202696,,,1610612741,96,111,2024-04-02T02:10:19Z,5980000,False,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 1630552]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Johnson,1630552.0,,,,,,,,,
612,PT02M19.00S,2024-04-02T02:10:16.0Z,4,REGULAR,steal,,[],1630552,,,1610612737,96,111,2024-04-02T02:10:17Z,5990000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
613,PT02M12.00S,2024-04-02T02:10:22.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630552,7.835085413929041,46.81372549019608,1610612737,96,111,2024-04-02T02:14:57Z,6000000,False,16.0,21.0,1,left,MISS J. Johnson running Layup,[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,
614,PT02M10.00S,2024-04-02T02:10:24.7Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,96,111,2024-04-02T02:10:39Z,6010000,False,,,0,,C. Capela REBOUND (Off:5 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,,,613.0,11.0,6.0,5.0,,,,,,,,,,,,,
615,PT02M04.00S,2024-04-02T02:10:39.0Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627749,8.754927726675426,67.40196078431373,1610612737,96,113,2024-04-02T02:11:04Z,6020000,False,-87.0,30.0,1,left,D. Murray 9' driving floating Jump Shot (17 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,,Mid-Range,8-16 Left,9.2,Made,,,,,17.0,,,,,,,,,,,,
616,PT02M04.00S,2024-04-02T02:10:47.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,96,113,2024-04-02T02:10:47Z,6030000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,96,113,2024-04-02T02:12:07Z,6040000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,96,113,2024-04-02T02:12:07Z,6050000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],202696,,,1610612741,96,113,2024-04-02T02:12:07Z,6060000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],201942,,,1610612741,96,113,2024-04-02T02:12:07Z,6070000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,96,113,2024-04-02T02:12:07Z,6080000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],1627749,,,1610612741,96,113,2024-04-02T02:12:07Z,6090000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],1629631,,,1610612741,96,113,2024-04-02T02:12:07Z,6100000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],203991,,,1610612741,96,113,2024-04-02T02:12:07Z,6110000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],1630552,,,1610612741,96,113,2024-04-02T02:12:07Z,6120000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,out,[],203992,,,1610612741,96,113,2024-04-02T02:12:07Z,6130000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1628975,,,1610612741,96,113,2024-04-02T02:12:07Z,6140000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1641931,,,1610612741,96,113,2024-04-02T02:12:07Z,6150000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1630678,,,1610612741,96,113,2024-04-02T02:12:07Z,6160000,False,,,0,,SUB in: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1641766,,,1610612741,96,113,2024-04-02T02:12:07Z,6170000,False,,,0,,SUB in: A. Sanogo,[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,96,113,2024-04-02T02:12:07Z,6180000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1629726,,,1610612741,96,113,2024-04-02T02:12:07Z,6190000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1630249,,,1610612741,96,113,2024-04-02T02:12:07Z,6200000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1641723,,,1610612741,96,113,2024-04-02T02:12:07Z,6210000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],1628981,,,1610612741,96,113,2024-04-02T02:12:07Z,6220000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M04.00S,2024-04-02T02:11:41.5Z,4,REGULAR,substitution,in,[],202083,,,1610612741,96,113,2024-04-02T02:12:07Z,6230000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M04.00S,2024-04-02T02:12:19.0Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,96,113,2024-04-02T02:12:29Z,6250000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,1628953.0,,,,,,,,,,,,,,,,,,,,,
640,PT01M51.00S,2024-04-02T02:14:01.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641931,93.24901445466492,49.754901960784316,1610612741,96,113,2024-04-02T02:14:13Z,6270000,False,-1.0,11.0,1,right,MISS O. Bitim driving finger roll Layup,[1641931],1610612741.0,CHI,driving finger roll,,,Bitim,O. Bitim,,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,
641,PT01M50.00S,2024-04-02T02:14:02.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,96,113,2024-04-02T02:14:13Z,6280000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,Restricted Area,0-8 Center,,,640.0,,,,,,,,,,,,,,,,
643,PT01M38.00S,2024-04-02T02:14:20.8Z,4,REGULAR,turnover,out-of-bounds,[],1628981,,,1610612737,96,113,2024-04-02T02:14:25Z,6300000,False,,,0,,B. Fernando bad pass out-of-bounds TURNOVER (1 TO),[1628981],1610612737.0,ATL,bad pass,,,Fernando,B. Fernando,,,,,1627961.0,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,,,,
644,PT01M27.00S,2024-04-02T02:14:35.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,65.91655716162943,39.950980392156865,1610612741,99,113,2024-04-02T02:14:42Z,6310000,False,-50.0,268.0,1,right,J. Carter 27' 3PT  (3 PTS) (D. Terry 2 AST),"[1628975, 1631207]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,,Above the Break 3,24+ Center,27.26,Made,,,,,3.0,,,,D. Terry,1631207.0,2.0,,,,,,
646,PT01M13.00S,2024-04-02T02:14:52.8Z,4,REGULAR,turnover,bad pass,[],1628981,,,1610612737,99,113,2024-04-02T02:14:58Z,6330000,False,,,0,,B. Fernando bad pass TURNOVER (2 TO),"[1628981, 1630678]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Taylor,1630678.0,,,,,,,,,
647,PT01M13.00S,2024-04-02T02:14:52.8Z,4,REGULAR,steal,,[],1630678,,,1610612741,99,113,2024-04-02T02:14:55Z,6340000,False,,,0,,T. Taylor STEAL (1 STL),[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
648,PT01M10.00S,2024-04-02T02:14:58.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612741,99,113,2024-04-02T02:15:07Z,6350000,False,,,0,,G. Mathews shooting personal FOUL (2 PF) (Taylor 2 FT),"[1629726, 1630678]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Taylor,1630678.0,,
650,PT01M10.00S,2024-04-02T02:15:20.0Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630678,,,1610612741,100,113,2024-04-02T02:15:20Z,6370000,False,,,0,,T. Taylor Free Throw 1 of 2 (3 PTS),[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
651,PT01M10.00S,2024-04-02T02:15:31.9Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630678,,,1610612741,101,113,2024-04-02T02:15:31Z,6380000,False,,,0,,T. Taylor Free Throw 2 of 2 (4 PTS),[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
652,PT00M47.90S,2024-04-02T02:15:55.6Z,4,REGULAR,3pt,Jump Shot,[],1641723,6.258212877792378,4.6568627450980395,1610612737,101,113,2024-04-02T02:16:00Z,6390000,False,227.0,6.0,1,left,MISS K. Bufkin 3PT,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,
653,PT00M45.50S,2024-04-02T02:15:58.0Z,4,REGULAR,rebound,defensive,[],1641766,,,1610612741,101,113,2024-04-02T02:16:00Z,6400000,False,,,0,,A. Sanogo REBOUND (Off:0 Def:1),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,,Right Corner 3,24+ Right,,,652.0,1.0,1.0,0.0,,,,,,,,,,,,,
654,PT00M27.40S,2024-04-02T02:16:16.1Z,4,REGULAR,3pt,Jump Shot,[],1641931,77.4802890932983,89.2156862745098,1610612741,101,113,2024-04-02T02:16:20Z,6410000,False,196.0,159.0,1,right,MISS O. Bitim 25' 3PT,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,
655,PT00M24.00S,2024-04-02T02:16:19.3Z,4,REGULAR,rebound,defensive,[],202083,,,1610612737,101,113,2024-04-02T02:16:19Z,6420000,False,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,Above the Break 3,24+ Right Center,,,654.0,1.0,1.0,0.0,,,,,,,,,,,,,
656,PT00M03.20S,2024-04-02T02:16:44.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,101,113,2024-04-02T02:16:51Z,6430000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,1148.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
657,PT00M00.00S,2024-04-02T02:16:55.6Z,4,REGULAR,period,end,[],0,,,1610612741,101,113,2024-04-02T02:16:55Z,6440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M00.00S,2024-04-02T02:16:58.3Z,4,REGULAR,game,end,[],0,,,0,101,113,2024-04-02T02:16:58Z,6450000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
