actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
341,PT09M14.00S,2023-12-03T02:20:05.6Z,3,REGULAR,3pt,Jump Shot,[],1629632,31.09395532194481,66.42156862745098,1610612741,65,65,2023-12-03T02:20:10Z,3330000,False,-82.0,240.0,1,left,C. White 25' 3PT  (11 PTS) (N. Vucevic 4 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,,,,,25.35,N. Vucevic,202696.0,4.0,,,,,
343,PT09M13.00S,2023-12-03T02:20:10.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,65,65,2023-12-03T02:20:10Z,3350000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT08M52.00S,2023-12-03T02:23:28.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.64323258869908,50.73529411764706,1610612740,65,67,2023-12-03T02:23:35Z,3360000,False,4.0,7.0,1,right,J. Valanciunas cutting Layup (11 PTS) (B. Ingram 4 AST),"[202685, 1627742]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,0.82,B. Ingram,1627742.0,4.0,,,,,
347,PT08M27.00S,2023-12-03T02:24:10.1Z,3,REGULAR,3pt,Jump Shot,[],1630172,27.414586070959263,76.9607843137255,1610612741,65,67,2023-12-03T02:24:15Z,3390000,False,-135.0,205.0,1,left,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.55,,,,,,,,
348,PT08M25.00S,2023-12-03T02:24:12.1Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,65,67,2023-12-03T03:03:08Z,3400000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,347.0,6.0,3.0,3.0,,,,,,,,,
349,PT08M16.00S,2023-12-03T02:24:21.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630245,5.469776609724048,48.77450980392157,1610612741,67,67,2023-12-03T02:24:27Z,3410000,False,6.0,-1.0,1,left,A. Dosunmu driving reverse Layup (9 PTS) (C. White 3 AST),"[1630245, 1629632]",1610612741.0,CHI,driving reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,0.62,C. White,1629632.0,3.0,,,,,
351,PT08M01.00S,2023-12-03T02:24:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.72339027595268,48.77450980392157,1610612740,67,69,2023-12-03T02:25:01Z,3430000,False,-6.0,16.0,1,right,Z. Williamson driving finger roll Layup (13 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,,,,1.7,,,,,,,,
352,PT07M52.00S,2023-12-03T02:24:48.1Z,3,REGULAR,foul,personal,[],1630529,,,1610612741,67,69,2023-12-03T02:24:54Z,3440000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 201942]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,202035.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,
354,PT07M40.00S,2023-12-03T02:25:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,5.206964520367937,51.71568627450981,1610612741,69,69,2023-12-03T02:25:26Z,3460000,False,-9.0,-4.0,1,left,P. Williams driving Layup (11 PTS),[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,0.93,,,,,,,,
355,PT07M23.00S,2023-12-03T02:25:33.0Z,3,REGULAR,turnover,bad pass,[],1629627,,,1610612740,69,69,2023-12-03T02:25:41Z,3470000,False,,,0,,Z. Williamson bad pass TURNOVER (2 TO),"[1629627, 1630245]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Dosunmu,1630245.0
356,PT07M23.00S,2023-12-03T02:25:33.0Z,3,REGULAR,steal,,[],1630245,,,1610612741,69,69,2023-12-03T02:25:34Z,3480000,False,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
357,PT07M19.00S,2023-12-03T02:25:36.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,6.521024967148489,50.0,1610612741,71,69,2023-12-03T02:25:45Z,3490000,False,0.0,9.0,1,left,A. Dosunmu running finger roll Layup (11 PTS),[1630245],1610612741.0,CHI,running finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,0.88,,,,,,,,
358,PT07M01.00S,2023-12-03T02:25:58.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.11760840998686,53.67647058823529,1610612740,71,69,2023-12-03T02:26:33Z,3500000,False,18.0,12.0,1,right,MISS B. Ingram driving finger roll Layup,[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.21,,,,,,,,
359,PT06M58.00S,2023-12-03T02:26:01.0Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,71,69,2023-12-03T02:26:33Z,3510000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,358.0,6.0,4.0,2.0,,,,,,,,,
360,PT06M58.00S,2023-12-03T02:26:04.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,71,69,2023-12-03T02:28:04Z,3520000,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,0.0,,,,,,,,
361,PT06M57.00S,2023-12-03T02:26:05.0Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,71,69,2023-12-03T02:28:12Z,3530000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,360.0,3.0,3.0,0.0,,,,,,,,,
362,PT06M51.00S,2023-12-03T02:26:13.7Z,3,REGULAR,foul,offensive,[],201942,,,1610612741,71,69,2023-12-03T02:26:19Z,3540000,False,,,0,,D. DeRozan charge offensive FOUL (3 PF),"[201942, 1630529]",1610612741.0,CHI,charge,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,1151.0,3.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,
364,PT06M51.00S,2023-12-03T02:26:13.7Z,3,REGULAR,turnover,offensive foul,[],201942,,,1610612741,71,69,2023-12-03T02:26:13Z,3560000,False,,,0,,D. DeRozan offensive foul TURNOVER (1 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,,,,,,1.0,,
365,PT06M51.00S,2023-12-03T02:26:20.0Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,71,69,2023-12-03T02:26:25Z,3570000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M51.00S,2023-12-03T02:26:20.0Z,3,REGULAR,substitution,out,[],1630700,,,1610612740,71,69,2023-12-03T02:26:25Z,3580000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT06M51.00S,2023-12-03T02:26:20.0Z,3,REGULAR,substitution,in,[],1641722,,,1610612740,71,69,2023-12-03T02:26:25Z,3590000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M51.00S,2023-12-03T02:26:20.0Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,71,69,2023-12-03T02:26:25Z,3600000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M37.00S,2023-12-03T02:26:40.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630529,94.69448094612353,49.26470588235294,1610612740,71,71,2023-12-03T02:27:38Z,3610000,False,-4.0,-3.0,1,right,H. Jones cutting DUNK (10 PTS) (J. Valanciunas 1 AST),"[1630529, 202685]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,,,,0.45,J. Valanciunas,202685.0,1.0,,,,,
371,PT06M21.00S,2023-12-03T02:26:56.6Z,3,REGULAR,3pt,Jump Shot,[],1629632,23.603810775295663,13.23529411764706,1610612741,74,71,2023-12-03T02:27:03Z,3630000,False,184.0,169.0,1,left,C. White 25' 3PT  (14 PTS) (P. Williams 2 AST),"[1629632, 1630172]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,Made,14.0,,,,,25.0,P. Williams,1630172.0,2.0,,,,,
373,PT06M05.00S,2023-12-03T02:27:15.4Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612740,74,71,2023-12-03T02:27:44Z,3650000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[202696, 202685]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,2534.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
375,PT06M05.00S,2023-12-03T02:27:48.5Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,74,72,2023-12-03T02:28:16Z,3670000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (12 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
376,PT06M05.00S,2023-12-03T02:27:49.4Z,3,REGULAR,substitution,out,[],1630172,,,1610612740,74,72,2023-12-03T02:27:53Z,3680000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M05.00S,2023-12-03T02:27:49.4Z,3,REGULAR,substitution,in,[],1628470,,,1610612740,74,72,2023-12-03T02:27:53Z,3690000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M05.00S,2023-12-03T02:27:48.5Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,74,72,2023-12-03T02:28:16Z,3700000,False,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
379,PT06M03.00S,2023-12-03T02:27:50.5Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612741,74,72,2023-12-03T02:28:16Z,3710000,False,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,378.0,2.0,1.0,1.0,,,,,,,,,
380,PT05M47.00S,2023-12-03T02:28:33.8Z,3,REGULAR,2pt,Jump Shot,[],201942,29.38567674113009,54.65686274509803,1610612741,74,72,2023-12-03T02:28:42Z,3720000,False,-23.0,224.0,1,left,MISS D. DeRozan 22' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,22.49,,,,,,,,
381,PT05M45.00S,2023-12-03T02:28:35.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,74,72,2023-12-03T02:28:42Z,3730000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,,,380.0,7.0,5.0,2.0,,,,,,,,,
382,PT05M32.00S,2023-12-03T02:28:46.3Z,3,REGULAR,3pt,Jump Shot,[],1630631,66.96780551905388,36.27450980392157,1610612740,74,72,2023-12-03T02:28:52Z,3740000,False,-69.0,258.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.7,,,,,,,,
383,PT05M30.00S,2023-12-03T02:28:48.3Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,74,72,2023-12-03T02:28:56Z,3750000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,382.0,4.0,4.0,0.0,,,,,,,,,
384,PT05M24.00S,2023-12-03T02:28:54.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,5.863994743758213,49.50980392156863,1610612741,76,72,2023-12-03T02:30:41Z,3760000,False,2.0,3.0,1,left,A. Dosunmu running finger roll Layup (13 PTS) (D. DeRozan 6 AST),"[1630245, 201942]",1610612741.0,CHI,running finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,,,,0.36,D. DeRozan,201942.0,6.0,,,,,
385,PT05M24.00S,2023-12-03T02:28:59.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,76,72,2023-12-03T02:28:59Z,3770000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M24.00S,2023-12-03T02:31:46.9Z,3,REGULAR,substitution,out,[],1629632,,,1610612740,76,72,2023-12-03T02:32:02Z,3780000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M24.00S,2023-12-03T02:31:46.9Z,3,REGULAR,substitution,out,[],201942,,,1610612740,76,72,2023-12-03T02:32:02Z,3790000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M24.00S,2023-12-03T02:31:46.9Z,3,REGULAR,substitution,in,[],1641763,,,1610612740,76,72,2023-12-03T02:32:02Z,3800000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M24.00S,2023-12-03T02:31:46.9Z,3,REGULAR,substitution,in,[],1628975,,,1610612740,76,72,2023-12-03T02:32:02Z,3810000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M03.00S,2023-12-03T02:32:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.24901445466492,49.26470588235294,1610612740,76,74,2023-12-03T02:32:29Z,3820000,False,-4.0,11.0,1,right,B. Ingram driving finger roll Layup (13 PTS) (H. Jones 3 AST),"[1627742, 1630529]",1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,,,,1.16,H. Jones,1630529.0,3.0,,,,,
393,PT04M41.00S,2023-12-03T02:32:46.9Z,3,REGULAR,turnover,out-of-bounds,[],1628470,,,1610612741,76,74,2023-12-03T02:32:58Z,3840000,False,,,0,,T. Craig bad pass out-of-bounds TURNOVER (1 TO),[1628470],1610612741.0,CHI,bad pass,,,Craig,T. Craig,,,,,Mid-Range,8-16 Left,1151.0,,,,,,,,,,,,,,,,,1.0,,
394,PT04M41.00S,2023-12-03T02:32:50.0Z,3,REGULAR,substitution,out,[],202685,,,1610612740,76,74,2023-12-03T02:32:53Z,3850000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M41.00S,2023-12-03T02:32:50.0Z,3,REGULAR,substitution,in,[],203469,,,1610612740,76,74,2023-12-03T02:32:53Z,3860000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M28.00S,2023-12-03T02:33:19.2Z,3,REGULAR,foul,personal,[],1628470,,,1610612740,76,74,2023-12-03T02:33:27Z,3870000,False,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 203469]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,1151.0,1.0,0.0,Zeller,203469.0,,,,,,,,,,,,,,,
398,PT04M28.00S,2023-12-03T02:33:26.6Z,3,REGULAR,substitution,out,[],1630245,,,1610612740,76,74,2023-12-03T02:33:31Z,3890000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M28.00S,2023-12-03T02:33:26.6Z,3,REGULAR,substitution,out,[],1641763,,,1610612740,76,74,2023-12-03T02:33:31Z,3900000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M28.00S,2023-12-03T02:33:26.6Z,3,REGULAR,substitution,in,[],1629632,,,1610612740,76,74,2023-12-03T02:33:31Z,3910000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M28.00S,2023-12-03T02:33:26.6Z,3,REGULAR,substitution,in,[],201942,,,1610612740,76,74,2023-12-03T02:33:31Z,3920000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M17.00S,2023-12-03T02:33:51.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,81.8659658344284,22.081801470588236,1610612740,76,76,2023-12-03T02:33:59Z,3930000,False,-140.0,118.0,1,right,B. Ingram 18' turnaround fadeaway Jump Shot (15 PTS) (J. Alvarado 2 AST),"[1627742, 1630631]",1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,,,Made,15.0,,,,,18.28,J. Alvarado,1630631.0,2.0,,,,,
404,PT03M59.00S,2023-12-03T02:34:11.4Z,3,REGULAR,foul,personal,[],203469,,,1610612741,76,76,2023-12-03T02:34:21Z,3950000,False,,,0,,C. Zeller personal FOUL (1 PF),"[203469, 1629632]",1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,Mid-Range,16-24 Left Center,2534.0,1.0,1.0,White,1629632.0,,,,,,,,,,,,,,,
406,PT03M59.00S,2023-12-03T02:34:22.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,76,76,2023-12-03T02:34:22Z,3970000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M53.00S,2023-12-03T02:36:09.6Z,3,REGULAR,3pt,Jump Shot,[],1628470,15.193823915900131,96.56862745098039,1610612741,76,76,2023-12-03T02:36:15Z,3980000,False,-233.0,90.0,1,left,MISS T. Craig 24' 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left,,,,,,Missed,,,,,,24.97,,,,,,,,
408,PT03M51.00S,2023-12-03T02:36:11.6Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,76,76,2023-12-03T02:36:15Z,3990000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left,,,,,,,,407.0,1.0,1.0,0.0,,,,,,,,,
409,PT03M39.00S,2023-12-03T02:36:24.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,85.23324572930355,51.9607843137255,1610612740,76,76,2023-12-03T02:36:30Z,4000000,False,10.0,86.0,1,right,MISS H. Jones 8' driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,8.69,,,,,,,,
410,PT03M37.00S,2023-12-03T02:36:26.3Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,76,76,2023-12-03T02:36:26Z,4010000,False,,,0,,H. Jones REBOUND (Off:3 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,409.0,4.0,1.0,3.0,,,,,,,,,
411,PT03M36.00S,2023-12-03T02:36:27.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,68.28186596583443,66.66666666666666,1610612740,76,76,2023-12-03T02:36:33Z,4020000,False,83.0,246.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.94,,,,,,,,
412,PT03M36.00S,2023-12-03T02:36:27.5Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,76,76,2023-12-03T02:36:33Z,4030000,False,,,0,,C. White REBOUND (Off:1 Def:5),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,411.0,6.0,5.0,1.0,,,,,,,,,
413,PT03M22.00S,2023-12-03T02:36:40.2Z,3,REGULAR,3pt,Jump Shot,[],1629632,21.895532194480946,88.23529411764706,1610612741,79,76,2023-12-03T02:36:46Z,4040000,False,-191.0,153.0,1,left,C. White 24' 3PT  (17 PTS) (D. DeRozan 7 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,Made,17.0,,,,,24.51,D. DeRozan,201942.0,7.0,,,,,
415,PT03M06.00S,2023-12-03T02:36:57.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,94.48094612352168,65.21905637254902,1610612740,79,76,2023-12-03T02:37:05Z,4060000,False,76.0,-1.0,1,right,MISS B. Ingram 7' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,7.61,,,,,,,,
416,PT03M02.00S,2023-12-03T02:37:01.3Z,3,REGULAR,rebound,offensive,[],203469,,,1610612740,79,76,2023-12-03T02:37:05Z,4070000,False,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,415.0,2.0,1.0,1.0,,,,,,,,,
417,PT03M02.00S,2023-12-03T02:37:00.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,94.40999984741211,50.0,1610612740,79,78,2023-12-03T02:37:00Z,4080000,False,0.0,0.0,1,right,C. Zeller tip Layup (2 PTS),[203469],1610612740.0,NOP,tip,,,Zeller,C. Zeller,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,,,,,0.0,,,,,,,,
418,PT02M48.00S,2023-12-03T02:37:15.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.258212877792378,50.73529411764706,1610612741,81,78,2023-12-03T02:37:22Z,4090000,False,-4.0,6.0,1,left,C. White driving finger roll Layup (19 PTS) (D. DeRozan 8 AST),"[1629632, 201942]",1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Made,19.0,,,,,0.73,D. DeRozan,201942.0,8.0,,,,,
420,PT02M41.00S,2023-12-03T02:37:24.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203469,92.85479632063075,51.470588235294116,1610612740,81,78,2023-12-03T02:37:44Z,4110000,False,7.0,15.0,1,right,MISS C. Zeller driving Layup - blocked,"[203469, 202696]",1610612740.0,NOP,driving,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.65,,,,Vucevic,202696.0,,,
421,PT02M41.00S,2023-12-03T02:37:24.4Z,3,REGULAR,block,,[],202696,,,1610612740,81,78,2023-12-03T02:37:35Z,4120000,False,,,0,,N. Vucevic BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
422,PT02M40.00S,2023-12-03T02:37:25.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,81,78,2023-12-03T02:37:44Z,4130000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,420.0,,,,,,,,,,,,
424,PT02M40.00S,2023-12-03T02:37:37.7Z,3,REGULAR,substitution,out,[],202696,,,1610612740,81,78,2023-12-03T02:37:56Z,4150000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M40.00S,2023-12-03T02:37:37.7Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,81,78,2023-12-03T02:37:56Z,4160000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M40.00S,2023-12-03T02:37:37.7Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,81,78,2023-12-03T02:37:56Z,4170000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M40.00S,2023-12-03T02:37:37.7Z,3,REGULAR,substitution,in,[],203083,,,1610612740,81,78,2023-12-03T02:37:56Z,4180000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M40.00S,2023-12-03T02:37:37.7Z,3,REGULAR,substitution,in,[],1630230,,,1610612740,81,78,2023-12-03T02:37:56Z,4190000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
