actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT05M14.00S,2023-12-03T01:23:27.8Z,1,REGULAR,substitution,out,[],1630700,,,1610612740,12,18,2023-12-03T01:23:48Z,890000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M14.00S,2023-12-03T01:23:27.8Z,1,REGULAR,substitution,in,[],1641763,,,1610612740,12,18,2023-12-03T01:23:48Z,900000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M14.00S,2023-12-03T01:23:27.8Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,12,18,2023-12-03T01:23:48Z,910000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M14.00S,2023-12-03T01:23:49.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627742,,,1610612740,12,19,2023-12-03T01:23:49Z,920000,False,,,0,,B. Ingram Free Throw 2 of 2 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
93,PT05M00.00S,2023-12-03T01:24:03.3Z,1,REGULAR,3pt,Jump Shot,[],202696,66.44218134034165,45.83333333333333,1610612741,12,19,2023-12-03T01:24:10Z,930000,False,-21.0,263.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.37,,,,,,,,
94,PT04M57.00S,2023-12-03T01:24:06.3Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,12,19,2023-12-03T01:24:10Z,940000,False,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,93.0,2.0,1.0,1.0,,,,,,,,,
95,PT04M47.00S,2023-12-03T01:24:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,5.863994743758213,45.34313725490196,1610612740,12,21,2023-12-03T01:24:21Z,950000,False,23.0,3.0,1,left,B. Ingram driving finger roll Layup (5 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,2.34,,,,,,,,
96,PT04M36.00S,2023-12-03T01:24:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,90.27595269382391,49.1421568627451,1610612741,14,21,2023-12-03T01:24:35Z,960000,False,-4.0,39.0,1,right,N. Vucevic cutting Layup (6 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,3.91,A. Dosunmu,1630245.0,1.0,,,,,
98,PT04M28.00S,2023-12-03T01:24:35.6Z,1,REGULAR,3pt,Jump Shot,[],202685,31.750985545335087,50.49019607843137,1610612740,14,21,2023-12-03T01:24:41Z,980000,False,-2.0,246.0,1,left,MISS J. Valanciunas 24' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,24.6,,,,,,,,
99,PT04M25.00S,2023-12-03T01:24:38.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,14,21,2023-12-03T01:24:41Z,990000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,
100,PT04M10.00S,2023-12-03T01:24:54.6Z,1,REGULAR,2pt,Jump Shot,[],1630245,82.91721419185282,68.89552696078431,1610612741,16,21,2023-12-03T01:25:01Z,1000000,False,94.0,108.0,1,right,A. Dosunmu 14' pullup Jump Shot (2 PTS),[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,,,,,14.36,,,,,,,,
101,PT03M52.00S,2023-12-03T01:25:11.3Z,1,REGULAR,3pt,Jump Shot,[],1630529,3.7614980289093296,95.58823529411765,1610612740,16,21,2023-12-03T01:25:15Z,1010000,False,-228.0,-17.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.85,,,,,,,,
102,PT03M50.00S,2023-12-03T01:25:13.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,21,2023-12-03T01:25:15Z,1020000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,,,,,,101.0,2.0,1.0,1.0,,,,,,,,,
103,PT03M45.00S,2023-12-03T01:25:23.2Z,1,REGULAR,violation,kicked ball,[],202685,,,1610612741,16,21,2023-12-03T01:25:31Z,1030000,False,,,0,,J. Valanciunas kicked ball VIOLATION,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,202035.0,,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2023-12-03T01:25:25.4Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,16,21,2023-12-03T01:25:40Z,1040000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M45.00S,2023-12-03T01:25:25.4Z,1,REGULAR,substitution,out,[],1630529,,,1610612741,16,21,2023-12-03T01:25:40Z,1050000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M45.00S,2023-12-03T01:25:25.4Z,1,REGULAR,substitution,out,[],202685,,,1610612741,16,21,2023-12-03T01:25:40Z,1060000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M45.00S,2023-12-03T01:25:25.4Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,16,21,2023-12-03T01:25:40Z,1070000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M45.00S,2023-12-03T01:25:25.4Z,1,REGULAR,substitution,in,[],1630230,,,1610612741,16,21,2023-12-03T01:25:40Z,1080000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M45.00S,2023-12-03T01:25:25.4Z,1,REGULAR,substitution,in,[],203469,,,1610612741,16,21,2023-12-03T01:25:40Z,1090000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2023-12-03T01:25:59.7Z,1,REGULAR,violation,kicked ball,[],203469,,,1610612741,16,21,2023-12-03T01:26:25Z,1100000,False,,,0,,C. Zeller kicked ball VIOLATION,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
111,PT03M26.00S,2023-12-03T01:26:30.7Z,1,REGULAR,3pt,Jump Shot,[],1628470,68.9388961892247,69.6078431372549,1610612741,19,21,2023-12-03T01:26:34Z,1110000,False,98.0,239.0,1,right,T. Craig 25' 3PT  (3 PTS) (N. Vucevic 1 AST),"[1628470, 202696]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,25.88,N. Vucevic,202696.0,1.0,,,,,
113,PT03M14.00S,2023-12-03T01:26:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,16.245072273324574,53.431372549019606,1610612740,19,23,2023-12-03T01:26:47Z,1130000,False,-17.0,100.0,1,left,N. Marshall 10' pullup Jump Shot (2 PTS) (J. Alvarado 1 AST),"[1630230, 1630631]",1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,,,,10.17,J. Alvarado,1630631.0,1.0,,,,,
115,PT03M03.00S,2023-12-03T01:26:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,94.43166885676742,50.49019607843137,1610612741,21,23,2023-12-03T01:27:03Z,1150000,False,2.0,0.0,1,right,A. Caruso cutting finger roll Layup (5 PTS) (N. Vucevic 2 AST),"[1627936, 202696]",1610612741.0,CHI,cutting finger roll,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,0.25,N. Vucevic,202696.0,2.0,,,,,
117,PT02M48.00S,2023-12-03T01:27:17.6Z,1,REGULAR,turnover,lost ball,[],1630631,,,1610612740,21,23,2023-12-03T01:28:10Z,1170000,False,,,0,,J. Alvarado lost ball TURNOVER (1 TO),"[1630631, 1641763]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Phillips,1641763.0
118,PT02M48.00S,2023-12-03T01:27:17.6Z,1,REGULAR,steal,,[],1641763,,,1610612741,21,23,2023-12-03T01:27:28Z,1180000,False,,,0,,J. Phillips STEAL (1 STL),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
119,PT02M44.00S,2023-12-03T01:27:22.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641763,94.03745072273325,50.73529411764706,1610612741,23,23,2023-12-03T01:28:38Z,1190000,False,4.0,4.0,1,right,J. Phillips cutting DUNK (2 PTS) (T. Craig 1 AST),"[1641763, 1628470]",1610612741.0,CHI,cutting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,0.51,T. Craig,1628470.0,1.0,,,,,
121,PT02M44.00S,2023-12-03T01:27:22.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,23,23,2023-12-03T01:27:48Z,1210000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M44.00S,2023-12-03T01:29:25.7Z,1,REGULAR,substitution,out,[],202696,,,1610612740,23,23,2023-12-03T01:30:03Z,1220000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M44.00S,2023-12-03T01:29:25.7Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,23,23,2023-12-03T01:30:03Z,1230000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M44.00S,2023-12-03T01:29:25.7Z,1,REGULAR,substitution,in,[],203083,,,1610612740,23,23,2023-12-03T01:30:03Z,1240000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M44.00S,2023-12-03T01:29:25.7Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,23,23,2023-12-03T01:30:03Z,1250000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M27.00S,2023-12-03T01:30:29.5Z,1,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,23,23,2023-12-03T01:30:36Z,1260000,False,,,0,,Z. Williamson bad pass out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,bad pass,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,,
127,PT02M27.00S,2023-12-03T01:30:32.9Z,1,REGULAR,substitution,out,[],1641763,,,1610612741,23,23,2023-12-03T01:30:36Z,1270000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M27.00S,2023-12-03T01:30:32.9Z,1,REGULAR,substitution,in,[],201942,,,1610612741,23,23,2023-12-03T01:30:36Z,1280000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M12.00S,2023-12-03T01:30:51.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628470,89.83245729303549,46.81372549019608,1610612741,25,23,2023-12-03T01:31:00Z,1290000,False,-16.0,43.0,1,right,T. Craig driving floating Jump Shot (5 PTS) (A. Dosunmu 2 AST),"[1628470, 1630245]",1610612741.0,CHI,driving floating,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,,4.59,A. Dosunmu,1630245.0,2.0,,,,,
131,PT01M54.00S,2023-12-03T01:31:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630631,32.14520367936925,58.333333333333336,1610612740,25,26,2023-12-03T01:31:14Z,1310000,False,-42.0,250.0,1,left,J. Alvarado 25' 3PT  (3 PTS) (Z. Williamson 1 AST),"[1630631, 1629627]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,25.32,Z. Williamson,1629627.0,1.0,,,,,
133,PT01M40.00S,2023-12-03T01:31:25.9Z,1,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612741,25,26,2023-12-03T01:31:33Z,1330000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Craig 2 FT),"[1641722, 1628470]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,202035.0,1.0,0.0,Craig,1628470.0,,,,,,,,,,,,,,,
135,PT01M40.00S,2023-12-03T01:31:50.2Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612741,26,26,2023-12-03T01:31:50Z,1350000,False,,,0,,T. Craig Free Throw 1 of 2 (6 PTS),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
136,PT01M40.00S,2023-12-03T01:32:04.3Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612741,27,26,2023-12-03T01:32:04Z,1360000,False,,,0,,T. Craig Free Throw 2 of 2 (7 PTS),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
137,PT01M28.00S,2023-12-03T01:32:19.0Z,1,REGULAR,3pt,Jump Shot,[],1641722,30.305519053876477,37.5,1610612740,27,29,2023-12-03T01:32:25Z,1370000,False,62.0,232.0,1,left,J. Hawkins 24' 3PT  (6 PTS) (Z. Williamson 2 AST),"[1641722, 1629627]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,,,,,24.07,Z. Williamson,1629627.0,2.0,,,,,
139,PT01M13.00S,2023-12-03T01:32:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630245,66.04796320630749,50.245098039215684,1610612741,30,29,2023-12-03T01:32:39Z,1390000,False,1.0,267.0,1,right,A. Dosunmu 26' 3PT  (5 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,,,,26.66,D. DeRozan,201942.0,2.0,,,,,
141,PT00M56.60S,2023-12-03T01:32:51.2Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612740,30,29,2023-12-03T01:32:56Z,1410000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1630245]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Dosunmu,1630245.0
142,PT00M56.60S,2023-12-03T01:32:51.2Z,1,REGULAR,steal,,[],1630245,,,1610612741,30,29,2023-12-03T01:32:53Z,1420000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT00M49.10S,2023-12-03T01:32:58.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203083,92.19776609724047,55.88235294117647,1610612741,30,29,2023-12-03T01:35:47Z,1430000,False,29.0,21.0,1,right,MISS A. Drummond turnaround Hook,[203083],1610612741.0,CHI,turnaround,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.6,,,,,,,,
144,PT00M47.30S,2023-12-03T01:33:00.5Z,1,REGULAR,rebound,defensive,[],203469,,,1610612740,30,29,2023-12-03T01:33:05Z,1440000,False,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,
145,PT00M34.80S,2023-12-03T01:33:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.521024967148489,54.90196078431373,1610612740,30,29,2023-12-03T01:33:17Z,1450000,False,-25.0,9.0,1,left,MISS Z. Williamson driving finger roll Layup - blocked,"[1629627, 203083]",1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.6,,,,Drummond,203083.0,,,
146,PT00M34.80S,2023-12-03T01:33:13.0Z,1,REGULAR,block,,[],203083,,,1610612740,30,29,2023-12-03T01:33:15Z,1460000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M32.10S,2023-12-03T01:33:15.7Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612740,30,29,2023-12-03T01:33:17Z,1470000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,145.0,1.0,0.0,1.0,,,,,,,,,
148,PT00M25.40S,2023-12-03T01:33:22.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,31.09395532194481,35.294117647058826,1610612740,30,29,2023-12-03T01:33:27Z,1480000,False,74.0,240.0,1,left,MISS N. Marshall 25' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,25.08,,,,,,,,
149,PT00M23.50S,2023-12-03T01:33:24.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,30,29,2023-12-03T01:33:27Z,1490000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,
150,PT00M06.30S,2023-12-03T01:33:41.5Z,1,REGULAR,3pt,Jump Shot,[],1627936,93.64323258869908,96.56862745098039,1610612741,30,29,2023-12-03T01:33:47Z,1500000,False,233.0,7.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.29,,,,,,,,
151,PT00M03.60S,2023-12-03T01:33:44.2Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612741,30,29,2023-12-03T01:33:44Z,1510000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,
152,PT00M00.00S,2023-12-03T01:33:50.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201942,83.33196452036795,42.271752450980394,1610612741,32,29,2023-12-03T01:34:32Z,1520000,False,-39.0,104.0,1,right,D. DeRozan 11' floating Jump Shot (7 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,,,,,11.11,,,,,,,,
153,PT00M00.00S,2023-12-03T01:33:53.2Z,1,REGULAR,period,end,[],0,,,1610612740,32,29,2023-12-03T01:33:53Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-12-03T01:36:00.5Z,2,REGULAR,substitution,out,['startperiod'],1627936,,,1610612740,32,29,2023-12-03T01:36:22Z,1540000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-12-03T01:36:00.5Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,32,29,2023-12-03T01:36:22Z,1550000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-12-03T01:36:00.5Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612740,32,29,2023-12-03T01:36:22Z,1560000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-12-03T01:36:00.5Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612740,32,29,2023-12-03T01:36:22Z,1570000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-12-03T01:36:32.0Z,2,REGULAR,period,start,[],0,,,1610612741,32,29,2023-12-03T01:36:32Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M48.00S,2023-12-03T01:36:34.1Z,2,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,32,29,2023-12-03T02:46:19Z,1590000,False,,,0,,A. Dosunmu bad pass out-of-bounds TURNOVER (1 TO),[1630245],1610612741.0,CHI,bad pass,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right,202035.0,,,,,,,,,,,,,,,,,1.0,,
161,PT11M48.00S,2023-12-03T01:36:51.3Z,2,REGULAR,substitution,out,[],1628470,,,1610612740,32,29,2023-12-03T02:45:45Z,1600000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M48.00S,2023-12-03T01:36:51.3Z,2,REGULAR,substitution,in,[],1630172,,,1610612740,32,29,2023-12-03T02:45:45Z,1610000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M33.00S,2023-12-03T01:37:24.9Z,2,REGULAR,foul,technical,['1freethrow'],1628975,,,1610612740,32,29,2023-12-03T02:45:23Z,1620000,False,,,0,,J. Carter defensive-3-second technical FOUL (1 Tech),[1628975],1610612741.0,CHI,defensive-3-second,,,Carter,J. Carter,,,,,,,1151.0,0.0,1.0,,,,,,,,,,,,,,,,,
164,PT11M33.00S,2023-12-03T01:37:36.9Z,2,REGULAR,freethrow,1 of 1,[],1641722,,,1610612740,32,30,2023-12-03T02:45:23Z,1630000,False,,,0,,J. Hawkins technical Free Throw 1 of 1 (7 PTS),[1641722],1610612740.0,NOP,technical,,,Hawkins,J. Hawkins,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
165,PT11M23.00S,2023-12-03T01:37:57.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,5.732588699080158,54.90196078431373,1610612740,32,30,2023-12-03T02:45:23Z,1640000,False,-25.0,1.0,1,left,MISS Z. Williamson driving finger roll Layup,[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.45,,,,,,,,
166,PT11M21.00S,2023-12-03T01:37:59.7Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,32,30,2023-12-03T01:38:01Z,1650000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,
167,PT11M08.00S,2023-12-03T01:38:12.3Z,2,REGULAR,2pt,Jump Shot,[],201942,78.3180026281209,44.55422794117647,1610612741,34,30,2023-12-03T01:38:22Z,1660000,False,-27.0,151.0,1,right,D. DeRozan 15' pullup Jump Shot (9 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,,,Made,9.0,,,,,15.37,,,,,,,,
168,PT10M42.00S,2023-12-03T01:38:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203469,6.652431011826544,50.73529411764706,1610612740,34,30,2023-12-03T01:38:46Z,1670000,False,-4.0,10.0,1,left,MISS C. Zeller driving finger roll Layup - blocked,"[203469, 1630172]",1610612740.0,NOP,driving finger roll,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.07,,,,Williams,1630172.0,,,
169,PT10M42.00S,2023-12-03T01:38:39.2Z,2,REGULAR,block,,[],1630172,,,1610612740,34,30,2023-12-03T01:47:54Z,1680000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT10M39.00S,2023-12-03T01:38:42.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,34,30,2023-12-03T01:38:42Z,1690000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,
171,PT10M31.00S,2023-12-03T01:38:58.1Z,2,REGULAR,foul,technical,['1freethrow'],203469,,,1610612741,34,30,2023-12-03T01:39:05Z,1700000,False,,,0,,C. Zeller defensive-3-second technical FOUL (1 Tech),[203469],1610612740.0,NOP,defensive-3-second,,,Zeller,C. Zeller,,,,,,,2534.0,0.0,1.0,,,,,,,,,,,,,,,,,
