actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT04M04.00S,2024-03-15T00:24:48.5Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,14,23,2024-03-15T00:24:52Z,850000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1629611]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,1.0,,,,,,,,Mann,1629611.0,,,,,,
86,PT04M04.00S,2024-03-15T00:24:48.5Z,1,REGULAR,steal,,[],1629611,,,1610612746,14,23,2024-03-15T00:24:50Z,860000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
87,PT03M47.00S,2024-03-15T00:25:05.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,20.844283837056505,25.735294117647058,1610612746,14,25,2024-03-15T00:25:51Z,870000,False,121.0,143.0,1,left,K. Leonard 18' step back Jump Shot (8 PTS),[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,18.78,Made,8.0,,,,,,,,,,,,,,,,,
88,PT03M27.00S,2024-03-15T00:25:24.3Z,1,REGULAR,3pt,Jump Shot,[],1627936,95.3515111695138,95.58823529411765,1610612741,14,25,2024-03-15T00:25:29Z,880000,False,228.0,-9.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
89,PT03M24.00S,2024-03-15T00:25:27.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,14,25,2024-03-15T00:25:29Z,890000,False,,,0,,K. Leonard REBOUND (Off:1 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,,,,,88.0,4.0,3.0,1.0,,,,,,,,
90,PT03M08.00S,2024-03-15T00:25:43.6Z,1,REGULAR,3pt,Jump Shot,[],202331,16.507884362680684,96.07843137254902,1610612746,14,28,2024-03-15T00:25:48Z,900000,False,-230.0,103.0,1,left,P. George 25' 3PT  (12 PTS) (N. Powell 1 AST),"[202331, 1626181]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.23,Made,12.0,,,N. Powell,1626181.0,1.0,,,,,,,,,,,,
92,PT03M07.00S,2024-03-15T00:25:49.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,14,28,2024-03-15T00:25:49Z,920000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M07.00S,2024-03-15T00:28:05.8Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,14,28,2024-03-15T00:28:36Z,930000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M07.00S,2024-03-15T00:28:05.8Z,1,REGULAR,substitution,out,[],1629611,,,1610612741,14,28,2024-03-15T00:28:36Z,940000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M07.00S,2024-03-15T00:28:05.8Z,1,REGULAR,substitution,out,[],1627826,,,1610612741,14,28,2024-03-15T00:28:36Z,950000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M07.00S,2024-03-15T00:28:05.8Z,1,REGULAR,substitution,in,[],1628470,,,1610612741,14,28,2024-03-15T00:28:36Z,960000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M07.00S,2024-03-15T00:28:05.8Z,1,REGULAR,substitution,in,[],1628464,,,1610612741,14,28,2024-03-15T00:28:36Z,970000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M07.00S,2024-03-15T00:28:05.8Z,1,REGULAR,substitution,in,[],1629599,,,1610612741,14,28,2024-03-15T00:28:36Z,980000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M55.00S,2024-03-15T00:29:03.0Z,1,REGULAR,foul,personal,[],202331,,,1610612741,14,28,2024-03-15T00:29:08Z,990000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 1630245]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,
101,PT02M39.00S,2024-03-15T00:29:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630245,66.44218134034165,53.67647058823529,1610612741,17,28,2024-03-15T00:29:34Z,1010000,False,18.0,263.0,1,right,A. Dosunmu 26' 3PT  (3 PTS) (N. Vucevic 1 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,26.35,Made,3.0,,,N. Vucevic,202696.0,1.0,,,,,,,,,,,,
103,PT02M21.00S,2024-03-15T00:29:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,7.30946123521682,44.6078431372549,1610612746,17,28,2024-03-15T00:29:54Z,1030000,False,27.0,16.0,1,left,MISS K. Leonard Layup,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
104,PT02M18.00S,2024-03-15T00:29:52.6Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,17,28,2024-03-15T00:29:54Z,1040000,False,,,0,,K. Leonard REBOUND (Off:2 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,103.0,5.0,3.0,2.0,,,,,,,,
105,PT02M18.00S,2024-03-15T00:29:52.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202695,5.590000152587891,50.0,1610612746,17,30,2024-03-15T00:30:25Z,1050000,False,0.0,0.0,1,left,K. Leonard tip Layup (10 PTS),[202695],1610612746.0,LAC,tip,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,0.0,Made,10.0,,,,,,,,,,,,,,,,,
106,PT02M11.00S,2024-03-15T00:30:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.9862023653088,53.67647058823529,1610612741,17,30,2024-03-15T00:32:43Z,1060000,False,18.0,13.0,1,right,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
107,PT02M10.00S,2024-03-15T00:30:03.5Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,17,30,2024-03-15T00:32:43Z,1070000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,
108,PT02M10.00S,2024-03-15T00:30:06.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,17,30,2024-03-15T00:34:32Z,1080000,False,0.0,0.0,1,right,MISS N. Vucevic tip DUNK,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
109,PT02M10.00S,2024-03-15T00:30:06.8Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,17,30,2024-03-15T00:34:32Z,1090000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,108.0,3.0,1.0,2.0,,,,,,,,
110,PT02M06.00S,2024-03-15T00:30:12.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628470,70.90998685939553,24.509803921568626,1610612741,20,30,2024-03-15T00:34:46Z,1100000,False,-127.0,221.0,1,right,T. Craig 25' 3PT  (3 PTS) (N. Vucevic 2 AST),"[1628470, 202696]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,25.51,Made,3.0,,,N. Vucevic,202696.0,2.0,,,,,,,,,,,,
111,PT01M42.00S,2024-03-15T00:30:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629599,21.50131406044678,9.558823529411764,1610612746,20,30,2024-03-15T00:30:35Z,1110000,False,202.0,150.0,1,left,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
112,PT01M39.00S,2024-03-15T00:30:32.1Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612746,20,30,2024-03-15T00:30:35Z,1120000,False,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,
113,PT01M34.00S,2024-03-15T00:30:36.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202331,26.49474375821288,19.11764705882353,1610612746,20,33,2024-03-15T00:33:00Z,1130000,False,154.0,197.0,1,left,P. George 25' 3PT pullup (15 PTS) (D. Theis 1 AST),"[202331, 1628464]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.0,Made,15.0,,,D. Theis,1628464.0,1.0,,,,,,,,,,,,
115,PT01M23.00S,2024-03-15T00:30:48.0Z,1,REGULAR,3pt,Jump Shot,[],1628470,73.80091984231275,82.84313725490196,1610612741,23,33,2024-03-15T00:30:51Z,1150000,False,164.0,194.0,1,right,T. Craig 25' 3PT  (6 PTS) (N. Vucevic 3 AST),"[1628470, 202696]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,25.4,Made,6.0,,,N. Vucevic,202696.0,3.0,,,,,,,,,,,,
117,PT01M08.00S,2024-03-15T00:31:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,15.719448094612352,57.59803921568627,1610612746,23,33,2024-03-15T00:35:17Z,1170000,False,-38.0,95.0,1,left,MISS A. Coffey 10' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,10.26,Missed,,,,,,,,,,,,,,,,,,
118,PT01M08.00S,2024-03-15T00:31:02.7Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612741,23,33,2024-03-15T00:31:35Z,1180000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT00M54.70S,2024-03-15T00:31:18.0Z,1,REGULAR,3pt,Jump Shot,[],1628470,72.61826544021025,80.63725490196079,1610612741,26,33,2024-03-15T00:31:37Z,1190000,False,153.0,205.0,1,right,T. Craig 25' 3PT  (9 PTS) (A. Dosunmu 3 AST),"[1628470, 1630245]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,25.58,Made,9.0,,,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,
122,PT00M46.20S,2024-03-15T00:31:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,10.463206307490145,50.49019607843137,1610612746,26,35,2024-03-15T00:31:46Z,1210000,False,-2.0,46.0,1,left,K. Leonard floating Jump Shot (12 PTS),[202695],1610612746.0,LAC,floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,12.0,,,,,,,,,,,,,,,,,
123,PT00M22.70S,2024-03-15T00:32:01.0Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,26,35,2024-03-15T00:32:05Z,1220000,False,,,0,,A. Dosunmu bad pass TURNOVER (2 TO),"[1630245, 1626181]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,2.0,,,,,,,,Powell,1626181.0,,,,,,
124,PT00M22.70S,2024-03-15T00:32:01.0Z,1,REGULAR,steal,,[],1626181,,,1610612746,26,35,2024-03-15T00:32:03Z,1230000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
125,PT00M03.80S,2024-03-15T00:32:20.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,5.732588699080158,48.77450980392157,1610612746,26,37,2024-03-15T00:32:25Z,1240000,False,6.0,1.0,1,left,N. Powell cutting Layup (5 PTS) (P. George 3 AST),"[1626181, 202331]",1610612746.0,LAC,cutting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,0.63,Made,5.0,,,P. George,202331.0,3.0,,,,,,,,,,,,
127,PT00M00.00S,2024-03-15T00:32:29.9Z,1,REGULAR,3pt,Jump Shot,[],1631207,72.09264126149803,78.67647058823529,1610612741,26,37,2024-03-15T00:32:35Z,1260000,False,143.0,210.0,1,right,MISS D. Terry 25' pullup 3PT,[1631207],1610612741.0,CHI,pullup,,,Terry,D. Terry,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
128,PT00M00.00S,2024-03-15T00:32:29.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,26,37,2024-03-15T00:32:35Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,127.0,,,,,,,,,,,
129,PT00M00.00S,2024-03-15T00:32:32.5Z,1,REGULAR,period,end,[],0,,,1610612741,26,37,2024-03-15T00:32:32Z,1280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,out,['startperiod'],202696,,,1610612741,26,37,2024-03-15T00:35:00Z,1290000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,out,['startperiod'],1630245,,,1610612741,26,37,2024-03-15T00:35:00Z,1300000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,out,['startperiod'],1641931,,,1610612741,26,37,2024-03-15T00:35:00Z,1310000,False,,,0,,SUB out: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612741,26,37,2024-03-15T00:35:00Z,1320000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,out,['startperiod'],202331,,,1610612741,26,37,2024-03-15T00:35:00Z,1330000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612741,26,37,2024-03-15T00:35:00Z,1340000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612741,26,37,2024-03-15T00:35:00Z,1350000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,in,['startperiod'],1627936,,,1610612741,26,37,2024-03-15T00:35:00Z,1360000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,in,['startperiod'],1630538,,,1610612741,26,37,2024-03-15T00:35:00Z,1370000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-03-15T00:34:19.8Z,2,REGULAR,substitution,in,['startperiod'],1630527,,,1610612741,26,37,2024-03-15T00:35:00Z,1380000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2024-03-15T00:35:09.6Z,2,REGULAR,period,start,[],0,,,1610612746,26,37,2024-03-15T00:35:09Z,1390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M44.00S,2024-03-15T00:35:24.1Z,2,REGULAR,3pt,Jump Shot,[],1626181,28.597240473061763,73.52941176470588,1610612746,26,37,2024-03-15T00:37:31Z,1400000,False,-118.0,216.0,1,left,MISS N. Powell 24' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,,
142,PT11M41.00S,2024-03-15T00:35:27.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,26,37,2024-03-15T00:35:29Z,1410000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,
143,PT11M28.00S,2024-03-15T00:35:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,93.38042049934296,54.41176470588235,1610612741,28,37,2024-03-15T00:35:46Z,1420000,False,22.0,10.0,1,right,A. Drummond Layup (2 PTS) (T. Craig 1 AST),"[203083, 1628470]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.41,Made,2.0,,,T. Craig,1628470.0,1.0,,,,,,,,,,,,
145,PT11M28.00S,2024-03-15T00:35:44.9Z,2,REGULAR,foul,personal,['1freethrow'],1630527,,,1610612741,28,37,2024-03-15T00:35:53Z,1440000,False,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (Drummond 1 FT),"[1630527, 203083]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,,,1.0,0.0,Drummond,203083.0,,
147,PT11M28.00S,2024-03-15T00:36:05.0Z,2,REGULAR,freethrow,1 of 1,[],203083,,,1610612741,29,37,2024-03-15T00:36:05Z,1460000,False,,,0,,A. Drummond Free Throw 1 of 1 (3 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
148,PT11M08.00S,2024-03-15T00:36:25.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,5.732588699080158,48.03921568627451,1610612746,29,39,2024-03-15T00:36:30Z,1470000,False,10.0,1.0,1,left,B. Hyland driving finger roll Layup (5 PTS),[1630538],1610612746.0,LAC,driving finger roll,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,0.99,Made,5.0,,,,,,,,,,,,,,,,,
149,PT10M48.00S,2024-03-15T00:36:45.9Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,29,39,2024-03-15T00:36:49Z,1480000,False,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1629599]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,,,2.0,,,,,,,,Coffey,1629599.0,,,,,,
150,PT10M48.00S,2024-03-15T00:36:45.9Z,2,REGULAR,steal,,[],1629599,,,1610612746,29,39,2024-03-15T00:39:21Z,1490000,False,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
151,PT10M45.00S,2024-03-15T00:36:51.6Z,2,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612746,29,39,2024-03-15T00:37:03Z,1500000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (Hyland 2 FT),"[1627936, 1630538]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,,,2.0,0.0,Hyland,1630538.0,,
153,PT10M45.00S,2024-03-15T00:37:20.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630538,,,1610612746,29,39,2024-03-15T00:37:20Z,1520000,False,,,0,,MISS B. Hyland Free Throw 1 of 2,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
154,PT10M45.00S,2024-03-15T00:37:20.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,29,39,2024-03-15T00:37:20Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,
155,PT10M45.00S,2024-03-15T00:37:22.3Z,2,REGULAR,substitution,out,[],1628470,,,1610612746,29,39,2024-03-15T00:37:25Z,1540000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M45.00S,2024-03-15T00:37:22.3Z,2,REGULAR,substitution,in,[],1628975,,,1610612746,29,39,2024-03-15T00:37:25Z,1550000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M45.00S,2024-03-15T00:37:39.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630538,,,1610612746,29,40,2024-03-15T00:37:39Z,1560000,False,,,0,,B. Hyland Free Throw 2 of 2 (6 PTS),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
158,PT10M32.00S,2024-03-15T00:37:54.2Z,2,REGULAR,2pt,Jump Shot,[],201942,75.24638633377135,47.549019607843135,1610612741,29,40,2024-03-15T00:37:59Z,1570000,False,-12.0,180.0,1,right,MISS D. DeRozan 18' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.06,Missed,,,,,,,,,,,,,,,,,,
159,PT10M30.00S,2024-03-15T00:37:56.2Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,29,40,2024-03-15T00:37:59Z,1580000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Center,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,
160,PT10M17.00S,2024-03-15T00:38:09.4Z,2,REGULAR,3pt,Jump Shot,[],1629599,9.149145860709593,96.07843137254902,1610612746,29,43,2024-03-15T00:38:13Z,1590000,False,-230.0,34.0,1,left,A. Coffey 3PT  (3 PTS) (N. Powell 2 AST),"[1629599, 1626181]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Left Corner 3,24+ Left,23.28,Made,3.0,,,N. Powell,1626181.0,2.0,,,,,,,,,,,,
162,PT09M56.00S,2024-03-15T00:38:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,92.9862023653088,48.77450980392157,1610612741,29,43,2024-03-15T00:38:38Z,1610000,False,-6.0,13.0,1,right,MISS D. Terry driving reverse Layup,[1631207],1610612741.0,CHI,driving reverse,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
163,PT09M56.00S,2024-03-15T00:38:31.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,29,43,2024-03-15T00:38:38Z,1620000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,162.0,,,,,,,,,,,
165,PT09M43.00S,2024-03-15T00:38:56.6Z,2,REGULAR,foul,personal,[],1628975,,,1610612746,29,43,2024-03-15T00:39:08Z,1640000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1628464]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Theis,1628464.0,,
167,PT09M29.00S,2024-03-15T00:39:25.0Z,2,REGULAR,2pt,Jump Shot,[],1629599,9.806176084099869,68.87254901960785,1610612746,29,43,2024-03-15T00:39:29Z,1660000,False,-94.0,40.0,1,left,MISS A. Coffey 10' turnaround fadeaway Shot,[1629599],1610612746.0,LAC,turnaround fadeaway,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Left,10.24,Missed,,,,,,,,,,,,,,,,,,
168,PT09M27.00S,2024-03-15T00:39:27.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,29,43,2024-03-15T00:39:29Z,1670000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,
169,PT09M25.00S,2024-03-15T00:39:31.3Z,2,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,29,43,2024-03-15T00:39:37Z,1680000,False,,,0,,A. Caruso lost ball out-of-bounds TURNOVER (2 TO),[1627936],1610612741.0,CHI,lost ball,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,2.0,,,,,,,,,,,,,,,
