actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT05M32.00S,2024-03-02T03:27:56.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203507,79.188567674113,50.49019607843137,1610612749,14,23,2024-03-02T03:29:32Z,830000,False,2.0,143.0,1,right,G. Antetokounmpo 14' pullup Jump Shot (11 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Center,14.31,Made,11.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
86,PT05M08.00S,2024-03-02T03:28:21.1Z,1,REGULAR,turnover,lost ball,[],1630245,,,1610612741,14,23,2024-03-02T03:28:24Z,850000,False,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 203109]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Crowder,203109.0,,,,,,
87,PT05M08.00S,2024-03-02T03:28:21.1Z,1,REGULAR,steal,,[],203109,,,1610612749,14,23,2024-03-02T03:28:22Z,860000,False,,,0,,J. Crowder STEAL (2 STL),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2024-03-02T03:28:31.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203109,68.54467805519053,31.61764705882353,1610612749,14,23,2024-03-02T03:28:37Z,870000,False,-92.0,243.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
89,PT04M52.00S,2024-03-02T03:28:37.2Z,1,REGULAR,rebound,defensive,[],1641931,,,1610612741,14,23,2024-03-02T03:28:37Z,880000,False,,,0,,O. Bitim REBOUND (Off:0 Def:1),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Above the Break 3,24+ Left Center,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,
90,PT04M43.00S,2024-03-02T03:28:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630245,4.681340341655716,2.941176470588235,1610612741,14,23,2024-03-02T03:28:50Z,890000,False,235.0,-8.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
91,PT04M40.00S,2024-03-02T03:28:48.6Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,14,23,2024-03-02T03:28:50Z,900000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,,,,,,90.0,2.0,1.0,1.0,,,,,,,,,
92,PT04M40.00S,2024-03-02T03:28:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612741,16,23,2024-03-02T03:28:50Z,910000,False,0.0,0.0,1,left,A. Drummond tip Layup (4 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
93,PT04M40.00S,2024-03-02T03:28:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,16,23,2024-03-02T03:28:58Z,920000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M40.00S,2024-03-02T03:31:52.8Z,1,REGULAR,substitution,out,[],203507,,,1610612749,16,23,2024-03-02T03:32:06Z,930000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M40.00S,2024-03-02T03:31:52.8Z,1,REGULAR,substitution,out,[],203109,,,1610612749,16,23,2024-03-02T03:32:06Z,940000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M40.00S,2024-03-02T03:31:52.8Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,16,23,2024-03-02T03:32:06Z,950000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M40.00S,2024-03-02T03:31:52.8Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,16,23,2024-03-02T03:32:06Z,960000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M18.00S,2024-03-02T03:32:43.6Z,1,REGULAR,3pt,Jump Shot,[],1626171,86.94152431011827,96.07843137254902,1610612749,16,26,2024-03-02T03:32:59Z,970000,False,230.0,70.0,1,right,B. Portis 24' 3PT  (3 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,24.09,Made,3.0,,,,,,,,,,,,,,,,,
100,PT04M01.00S,2024-03-02T03:33:00.3Z,1,REGULAR,2pt,Jump Shot,[],202696,16.113666228646515,81.86274509803921,1610612741,16,26,2024-03-02T03:33:05Z,990000,False,-159.0,99.0,1,left,MISS N. Vucevic 18' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,18.76,Missed,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2024-03-02T03:33:02.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,16,26,2024-03-02T03:33:02Z,1000000,False,,,0,,B. Lopez REBOUND (Off:2 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Left,,,,,,,,100.0,3.0,1.0,2.0,,,,,,,,,
102,PT03M53.00S,2024-03-02T03:33:12.7Z,1,REGULAR,foul,personal,[],202696,,,1610612749,16,26,2024-03-02T03:33:22Z,1010000,False,,,0,,N. Vucevic personal FOUL (2 PF),"[202696, 203081]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,,,,,,,1155.0,,,,,,,,2.0,0.0,Lillard,203081.0,,
104,PT03M53.00S,2024-03-02T03:33:25.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612749,16,26,2024-03-02T03:33:33Z,1030000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M53.00S,2024-03-02T03:33:25.9Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,16,26,2024-03-02T03:33:33Z,1040000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M38.00S,2024-03-02T03:33:56.4Z,1,REGULAR,2pt,Jump Shot,[],1626171,93.42969776609723,26.49356617647059,1610612749,16,26,2024-03-02T03:34:02Z,1050000,False,-118.0,9.0,1,right,MISS B. Portis 11' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,11.79,Missed,,,,,,,,,,,,,,,,,,
107,PT03M36.00S,2024-03-02T03:33:58.4Z,1,REGULAR,rebound,defensive,[],1641931,,,1610612741,16,26,2024-03-02T03:34:02Z,1060000,False,,,0,,O. Bitim REBOUND (Off:0 Def:2),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Mid-Range,8-16 Left,,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,
108,PT03M28.00S,2024-03-02T03:34:06.5Z,1,REGULAR,turnover,bad pass,[],203083,,,1610612741,16,26,2024-03-02T03:34:10Z,1070000,False,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1626171]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Portis,1626171.0,,,,,,
109,PT03M28.00S,2024-03-02T03:34:06.5Z,1,REGULAR,steal,,[],1626171,,,1610612749,16,26,2024-03-02T03:34:08Z,1080000,False,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
110,PT03M25.00S,2024-03-02T03:34:09.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,93.64323258869908,50.98039215686274,1610612749,16,28,2024-03-02T03:34:16Z,1090000,False,5.0,7.0,1,right,B. Portis running DUNK (5 PTS),[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.88,Made,5.0,,,,,,,,,,,,,,,,,
111,PT03M04.00S,2024-03-02T03:34:29.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,18.00262812089356,44.427849264705884,1610612741,18,28,2024-03-02T03:34:35Z,1100000,False,28.0,117.0,1,left,N. Vucevic 12' turnaround Hook (9 PTS) (O. Bitim 1 AST),"[202696, 1641931]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,12.0,Made,9.0,O. Bitim,1641931.0,1.0,,,,,,,,,,,,,,
113,PT02M46.00S,2024-03-02T03:34:48.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,67.7562417871222,63.725490196078425,1610612749,18,28,2024-03-02T03:35:44Z,1120000,False,69.0,251.0,1,right,MISS M. Beasley 25' step back 3PT,[1627736],1610612749.0,MIL,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
114,PT02M44.00S,2024-03-02T03:34:50.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,18,28,2024-03-02T03:34:53Z,1130000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,113.0,3.0,2.0,1.0,,,,,,,,,
115,PT02M39.00S,2024-03-02T03:34:57.7Z,1,REGULAR,3pt,Jump Shot,[],1641931,6.258212877792378,3.1862745098039214,1610612741,18,28,2024-03-02T03:37:47Z,1140000,False,234.0,6.0,1,left,MISS O. Bitim 3PT - blocked,"[1641931, 1626192]",1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,Connaughton,1626192.0
116,PT02M39.00S,2024-03-02T03:34:57.7Z,1,REGULAR,block,,[],1626192,,,1610612741,18,28,2024-03-02T03:35:00Z,1150000,False,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
117,PT02M37.00S,2024-03-02T03:34:59.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,18,28,2024-03-02T03:37:47Z,1160000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,
118,PT02M37.00S,2024-03-02T03:35:08.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612749,18,28,2024-03-02T03:35:29Z,1170000,False,,,0,,A. Drummond personal FOUL (2 PF) (Portis 2 FT),"[203083, 1626171]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202901.0,,,,,,,,2.0,0.0,Portis,1626171.0,,
121,PT02M37.00S,2024-03-02T03:37:23.6Z,1,REGULAR,substitution,out,[],1629632,,,1610612749,18,28,2024-03-02T03:37:51Z,1200000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2024-03-02T03:37:23.6Z,1,REGULAR,substitution,out,[],202696,,,1610612749,18,28,2024-03-02T03:37:51Z,1210000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M37.00S,2024-03-02T03:37:23.6Z,1,REGULAR,substitution,in,[],1627936,,,1610612749,18,28,2024-03-02T03:37:51Z,1220000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M37.00S,2024-03-02T03:37:23.6Z,1,REGULAR,substitution,in,[],201942,,,1610612749,18,28,2024-03-02T03:37:51Z,1230000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M37.00S,2024-03-02T03:37:55.2Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,18,28,2024-03-02T03:37:55Z,1240000,False,,,0,,MISS B. Portis Free Throw 1 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
126,PT02M37.00S,2024-03-02T03:37:55.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,18,28,2024-03-02T03:37:55Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,
127,PT02M37.00S,2024-03-02T03:37:57.3Z,1,REGULAR,substitution,out,[],1627736,,,1610612749,18,28,2024-03-02T03:38:01Z,1260000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M37.00S,2024-03-02T03:37:57.3Z,1,REGULAR,substitution,in,[],201976,,,1610612749,18,28,2024-03-02T03:38:01Z,1270000,False,,,0,,SUB in: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M37.00S,2024-03-02T03:38:15.5Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,18,29,2024-03-02T03:38:15Z,1280000,False,,,0,,B. Portis Free Throw 2 of 2 (6 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
130,PT02M15.00S,2024-03-02T03:38:40.4Z,1,REGULAR,2pt,Jump Shot,[],201942,21.419185282522996,40.713082107843135,1610612741,18,29,2024-03-02T03:38:44Z,1290000,False,46.0,149.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,15.59,Missed,,,,,,,,,,,,,,,,,,
131,PT02M14.00S,2024-03-02T03:38:41.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,18,29,2024-03-02T03:38:44Z,1300000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,
132,PT02M07.00S,2024-03-02T03:38:48.4Z,1,REGULAR,2pt,Jump Shot,[],203081,89.17542706964521,24.509803921568626,1610612749,18,29,2024-03-02T03:39:24Z,1310000,False,-127.0,49.0,1,right,MISS D. Lillard 13' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,13.67,Missed,,,,,,,,,,,,,,,,,,
133,PT02M04.00S,2024-03-02T03:38:51.4Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,18,29,2024-03-02T03:39:24Z,1320000,False,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,,,,,132.0,1.0,0.0,1.0,,,,,,,,,
134,PT02M01.00S,2024-03-02T03:38:54.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626171,88.12417871222075,46.07843137254902,1610612749,18,31,2024-03-02T03:39:06Z,1330000,False,-20.0,59.0,1,right,B. Portis 6' Hook (8 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.23,Made,8.0,,,,,,,,,,,,,,,,,
135,PT01M42.00S,2024-03-02T03:39:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,6.1268068331143235,65.68627450980392,1610612741,18,31,2024-03-02T03:39:58Z,1340000,False,-78.0,5.0,1,left,MISS D. DeRozan 7' driving floating Shot,[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,,,,,,,,,,,,,,,,,
136,PT01M42.00S,2024-03-02T03:39:13.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,18,31,2024-03-02T03:39:54Z,1350000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,135.0,2.0,1.0,1.0,,,,,,,,,
137,PT01M33.00S,2024-03-02T03:39:23.5Z,1,REGULAR,2pt,Jump Shot,[],1626171,92.59198423127464,26.225490196078432,1610612749,18,31,2024-03-02T03:40:44Z,1360000,False,-119.0,17.0,1,right,MISS B. Portis 12' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,12.01,Missed,,,,,,,,,,,,,,,,,,
138,PT01M30.00S,2024-03-02T03:39:26.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,18,31,2024-03-02T03:39:30Z,1370000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,,137.0,4.0,3.0,1.0,,,,,,,,,
139,PT01M17.00S,2024-03-02T03:39:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.440867279894875,50.0,1610612741,18,31,2024-03-02T03:39:46Z,1380000,False,0.0,17.0,1,left,MISS A. Drummond driving Layup - blocked,"[203083, 1626171]",1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,Portis,1626171.0
140,PT01M17.00S,2024-03-02T03:39:39.3Z,1,REGULAR,block,,[],1626171,,,1610612741,18,31,2024-03-02T03:39:41Z,1390000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT01M14.00S,2024-03-02T03:39:42.3Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,18,31,2024-03-02T03:39:46Z,1400000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,
142,PT01M03.00S,2024-03-02T03:39:56.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628975,,,1610612749,18,31,2024-03-02T03:40:07Z,1410000,False,,,0,,J. Carter shooting personal FOUL (1 PF) (Lillard 2 FT),"[1628975, 203081]",1610612741.0,CHI,shooting,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1155.0,,,,,,,,1.0,0.0,Lillard,203081.0,,
144,PT01M03.00S,2024-03-02T03:40:28.7Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,18,32,2024-03-02T03:40:28Z,1430000,False,,,0,,D. Lillard Free Throw 1 of 2 (7 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
145,PT01M03.00S,2024-03-02T03:40:29.5Z,1,REGULAR,substitution,out,[],1641931,,,1610612749,18,32,2024-03-02T03:40:38Z,1440000,False,,,0,,SUB out: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M03.00S,2024-03-02T03:40:29.5Z,1,REGULAR,substitution,out,[],201572,,,1610612749,18,32,2024-03-02T03:40:38Z,1450000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M03.00S,2024-03-02T03:40:29.5Z,1,REGULAR,substitution,in,[],1630245,,,1610612749,18,32,2024-03-02T03:40:38Z,1460000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M03.00S,2024-03-02T03:40:29.5Z,1,REGULAR,substitution,in,[],203507,,,1610612749,18,32,2024-03-02T03:40:38Z,1470000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M03.00S,2024-03-02T03:40:58.7Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,18,33,2024-03-02T03:40:58Z,1480000,False,,,0,,D. Lillard Free Throw 2 of 2 (8 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
150,PT00M48.30S,2024-03-02T03:41:16.5Z,1,REGULAR,3pt,Jump Shot,[],1627936,29.25427069645204,69.85294117647058,1610612741,21,33,2024-03-02T03:41:20Z,1490000,False,-99.0,222.0,1,left,A. Caruso 24' 3PT  (3 PTS) (D. DeRozan 4 AST),"[1627936, 201942]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,24.37,Made,3.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
152,PT00M32.70S,2024-03-02T03:41:34.2Z,1,REGULAR,3pt,Jump Shot,[],203081,68.9388961892247,68.87254901960785,1610612749,21,33,2024-03-02T03:41:44Z,1510000,False,94.0,239.0,1,right,MISS D. Lillard 25' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
153,PT00M27.80S,2024-03-02T03:41:39.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,21,33,2024-03-02T03:41:44Z,1520000,False,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,152.0,5.0,4.0,1.0,,,,,,,,,
154,PT00M17.90S,2024-03-02T03:41:57.2Z,1,REGULAR,foul,personal,[],1626192,,,1610612741,21,33,2024-03-02T03:42:09Z,1530000,False,,,0,,P. Connaughton personal FOUL (1 PF),"[1626192, 201942]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,,,,,,,202901.0,,,,,,,,1.0,0.0,DeRozan,201942.0,,
156,PT00M17.90S,2024-03-02T03:42:11.3Z,1,REGULAR,substitution,out,[],1628975,,,1610612741,21,33,2024-03-02T03:42:16Z,1550000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M17.90S,2024-03-02T03:42:11.3Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,21,33,2024-03-02T03:42:16Z,1560000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M08.80S,2024-03-02T03:42:35.6Z,1,REGULAR,3pt,Jump Shot,[],1630245,31.35676741130092,34.068627450980394,1610612741,24,33,2024-03-02T03:42:41Z,1570000,False,80.0,242.0,1,left,A. Dosunmu 25' 3PT  (5 PTS) (D. DeRozan 5 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,25.51,Made,5.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,
161,PT00M00.10S,2024-03-02T03:43:01.9Z,1,REGULAR,3pt,Jump Shot,[],203081,67.88764783180025,19.607843137254903,1610612749,24,33,2024-03-02T03:43:15Z,1600000,False,-152.0,249.0,1,right,MISS D. Lillard 29' turnaround fadeaway 3PT,[203081],1610612749.0,MIL,turnaround fadeaway,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,29.21,Missed,,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2024-03-02T03:43:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,24,33,2024-03-02T03:43:15Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,161.0,,,,,,,,,,,,
163,PT00M00.00S,2024-03-02T03:43:04.9Z,1,REGULAR,period,end,[],0,,,1610612749,24,33,2024-03-02T03:43:04Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-02T03:45:49.7Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612749,24,33,2024-03-02T03:46:27Z,1630000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-03-02T03:45:49.7Z,2,REGULAR,substitution,in,['startperiod'],201568,,,1610612749,24,33,2024-03-02T03:46:27Z,1640000,False,,,0,,SUB in: D. Gallinari,[201568],1610612749.0,MIL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-03-02T03:46:39.2Z,2,REGULAR,period,start,[],0,,,1610612741,24,33,2024-03-02T03:46:39Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M49.00S,2024-03-02T03:46:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.258212877792378,50.49019607843137,1610612741,26,33,2024-03-02T03:46:57Z,1660000,False,-2.0,6.0,1,left,A. Dosunmu driving finger roll Layup (7 PTS) (D. DeRozan 6 AST),"[1630245, 201942]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.68,Made,7.0,D. DeRozan,201942.0,6.0,,,,,,,,,,,,,,
