actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
186,PT08M38.00S,2023-10-28T00:42:07.6Z,2,REGULAR,substitution,out,[],1627751,,,1610612741,27,23,2023-10-28T00:42:20Z,1850000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M38.00S,2023-10-28T00:42:07.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,27,23,2023-10-28T00:42:20Z,1860000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M38.00S,2023-10-28T00:42:07.6Z,2,REGULAR,substitution,in,[],1627783,,,1610612741,27,23,2023-10-28T00:42:20Z,1870000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M38.00S,2023-10-28T00:42:07.6Z,2,REGULAR,substitution,in,[],1630173,,,1610612741,27,23,2023-10-28T00:42:20Z,1880000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M38.00S,2023-10-28T00:42:30.2Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,28,23,2023-10-28T00:42:30Z,1890000,False,,,0,,Z. LaVine Free Throw 2 of 2 (4 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
191,PT08M24.00S,2023-10-28T00:42:49.9Z,2,REGULAR,3pt,Jump Shot,[],1628384,27.283180026281208,19.362745098039216,1610612761,28,23,2023-10-28T00:42:53Z,1900000,False,153.0,204.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
192,PT08M21.00S,2023-10-28T00:42:52.9Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,28,23,2023-10-28T00:42:53Z,1910000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,,
193,PT08M10.00S,2023-10-28T00:43:03.6Z,2,REGULAR,2pt,Jump Shot,[],1630245,85.75886990801577,26.47058823529412,1610612741,30,23,2023-10-28T00:43:07Z,1920000,False,-118.0,81.0,1,right,A. Dosunmu 14' pullup Jump Shot (2 PTS) (C. White 2 AST),"[1630245, 1629632]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,14.3,Made,,,,,2.0,,,,,C. White,1629632.0,2.0,,,,,,
195,PT07M54.00S,2023-10-28T00:43:27.3Z,2,REGULAR,foul,technical,['1freethrow'],1630245,,,1610612761,30,23,2023-10-28T00:43:32Z,1940000,False,,,0,,A. Dosunmu defensive-3-second technical FOUL (1 Tech),[1630245],1610612741.0,CHI,defensive-3-second,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,1627962.0,,,,,,0.0,1.0,,
196,PT07M54.00S,2023-10-28T00:43:46.8Z,2,REGULAR,freethrow,1 of 1,[],203471,,,1610612761,30,23,2023-10-28T00:43:46Z,1950000,False,,,0,,MISS D. Schroder technical Free Throw 1 of 1,[203471],1610612761.0,TOR,technical,,,Schroder,D. Schroder,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT07M54.00S,2023-10-28T00:43:46.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,30,23,2023-10-28T00:43:46Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT07M54.00S,2023-10-28T00:43:47.9Z,2,REGULAR,substitution,out,[],1627936,,,1610612761,30,23,2023-10-28T00:44:06Z,1970000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M54.00S,2023-10-28T00:43:47.9Z,2,REGULAR,substitution,out,[],203897,,,1610612761,30,23,2023-10-28T00:44:06Z,1980000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M54.00S,2023-10-28T00:43:47.9Z,2,REGULAR,substitution,in,[],1630172,,,1610612761,30,23,2023-10-28T00:44:06Z,1990000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M54.00S,2023-10-28T00:43:47.9Z,2,REGULAR,substitution,in,[],201942,,,1610612761,30,23,2023-10-28T00:44:06Z,2000000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M54.00S,2023-10-28T00:44:09.5Z,2,REGULAR,turnover,5-second-violation,['team'],0,,,1610612761,30,23,2023-10-28T00:44:20Z,2010000,False,,,0,,TOR 5-second-violation Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627529.0,,,,,,,,,
203,PT07M46.00S,2023-10-28T00:44:25.3Z,2,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,30,23,2023-10-28T00:44:32Z,2020000,False,,,0,,C. White bad pass out-of-bounds TURNOVER (2 TO),[1629632],1610612741.0,CHI,bad pass,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,1627962.0,,,,,,,,,
204,PT07M46.00S,2023-10-28T00:44:31.9Z,2,REGULAR,substitution,out,[],203083,,,1610612761,30,23,2023-10-28T00:44:40Z,2030000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M46.00S,2023-10-28T00:44:31.9Z,2,REGULAR,substitution,in,[],202696,,,1610612761,30,23,2023-10-28T00:44:40Z,2040000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M31.00S,2023-10-28T00:44:52.6Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612761,30,23,2023-10-28T00:44:56Z,2050000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 201942]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,,
207,PT07M31.00S,2023-10-28T00:44:52.6Z,2,REGULAR,steal,,[],201942,,,1610612741,30,23,2023-10-28T00:44:54Z,2060000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
208,PT07M14.00S,2023-10-28T00:45:10.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,94.1688567674113,51.470588235294116,1610612741,30,23,2023-10-28T00:45:53Z,2070000,False,7.0,2.0,1,right,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
209,PT07M12.00S,2023-10-28T00:45:12.0Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,30,23,2023-10-28T00:45:15Z,2080000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,208.0,3.0,2.0,1.0,,,,,,,,,,,,,,
210,PT06M55.00S,2023-10-28T00:45:29.3Z,2,REGULAR,3pt,Jump Shot,[],1628384,27.151773981603156,21.323529411764707,1610612761,30,23,2023-10-28T00:45:33Z,2090000,False,143.0,203.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
211,PT06M52.00S,2023-10-28T00:45:32.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,30,23,2023-10-28T00:45:33Z,2100000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,210.0,2.0,2.0,0.0,,,,,,,,,,,,,,
212,PT06M44.00S,2023-10-28T00:45:39.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,65.25952693823915,34.31372549019608,1610612741,33,23,2023-10-28T00:45:44Z,2110000,False,-78.0,274.0,1,right,C. White 28' 3PT  (7 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,28.51,Made,,,,,7.0,,,,,D. DeRozan,201942.0,1.0,,,,,,
214,PT06M24.00S,2023-10-28T00:45:59.8Z,2,REGULAR,3pt,Jump Shot,[],203471,26.62614980289093,17.647058823529413,1610612761,33,23,2023-10-28T00:46:05Z,2130000,False,162.0,198.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
215,PT06M21.00S,2023-10-28T00:46:02.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,33,23,2023-10-28T00:46:05Z,2140000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,,
216,PT06M15.00S,2023-10-28T00:46:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612741,33,23,2023-10-28T00:49:34Z,2150000,False,,,0,,P. Achiuwa shooting personal FOUL (3 PF) (White 2 FT),"[1630173, 1629632]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,,,,,,3.0,0.0,White,1629632.0
218,PT06M15.00S,2023-10-28T00:46:29.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,33,23,2023-10-28T00:46:29Z,2170000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M15.00S,2023-10-28T00:48:56.7Z,2,REGULAR,substitution,out,[],1641711,,,1610612741,33,23,2023-10-28T00:49:09Z,2180000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M15.00S,2023-10-28T00:48:56.7Z,2,REGULAR,substitution,out,[],1628384,,,1610612741,33,23,2023-10-28T00:49:09Z,2190000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M15.00S,2023-10-28T00:48:56.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612741,33,23,2023-10-28T00:49:09Z,2200000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M15.00S,2023-10-28T00:48:56.7Z,2,REGULAR,substitution,in,[],1629018,,,1610612741,33,23,2023-10-28T00:49:09Z,2210000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M15.00S,2023-10-28T00:48:56.7Z,2,REGULAR,substitution,in,[],1629667,,,1610612741,33,23,2023-10-28T00:49:09Z,2220000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M15.00S,2023-10-28T00:48:56.7Z,2,REGULAR,substitution,in,[],1630567,,,1610612741,33,23,2023-10-28T00:49:09Z,2230000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M15.00S,2023-10-28T00:49:38.4Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,34,23,2023-10-28T00:49:38Z,2240000,False,,,0,,C. White Free Throw 1 of 2 (8 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
226,PT06M15.00S,2023-10-28T00:49:49.4Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,35,23,2023-10-28T00:49:49Z,2250000,False,,,0,,C. White Free Throw 2 of 2 (9 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
227,PT06M07.00S,2023-10-28T00:50:03.5Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612761,35,23,2023-10-28T00:50:07Z,2260000,False,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 1630172]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,Williams,1630172.0,,,,,,,,,,
228,PT06M07.00S,2023-10-28T00:50:03.5Z,2,REGULAR,steal,,[],1630172,,,1610612741,35,23,2023-10-28T00:50:05Z,2270000,False,,,0,,P. Williams STEAL (2 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
229,PT05M58.00S,2023-10-28T00:50:16.8Z,2,REGULAR,foul,personal,[],1629667,,,1610612741,35,23,2023-10-28T00:50:25Z,2280000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 202696]",1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,,,,,,1.0,0.0,Vucevic,202696.0
231,PT05M45.00S,2023-10-28T00:50:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,93.38042049934296,48.03921568627451,1610612741,35,23,2023-10-28T00:57:14Z,2300000,False,-10.0,10.0,1,right,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
232,PT05M44.00S,2023-10-28T00:50:54.6Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,35,23,2023-10-28T00:57:14Z,2310000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,231.0,3.0,2.0,1.0,,,,,,,,,,,,,,
271,PT05M43.00S,2023-10-28T00:50:57.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,91.80354796320631,49.754901960784316,1610612741,35,23,2023-10-28T00:57:40Z,2315000,False,-1.0,25.0,1,right,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
272,PT05M42.00S,2023-10-28T00:50:58.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,35,23,2023-10-28T00:57:40Z,2317500,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,271.0,3.0,3.0,0.0,,,,,,,,,,,,,,
233,PT05M33.00S,2023-10-28T00:51:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629667,28.991458607095925,25.0,1610612761,35,23,2023-10-28T00:51:12Z,2320000,False,125.0,220.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
234,PT05M29.00S,2023-10-28T00:51:05.3Z,2,REGULAR,rebound,offensive,[],1629018,,,1610612761,35,23,2023-10-28T00:51:05Z,2330000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:0),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,233.0,1.0,0.0,1.0,,,,,,,,,,,,,,
235,PT05M28.00S,2023-10-28T00:51:06.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,32.013797634691194,48.28431372549019,1610612761,35,23,2023-10-28T00:51:14Z,2340000,False,9.0,248.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,24.85,Missed,,,,,,,,,,,,,,,,,,
236,PT05M26.00S,2023-10-28T00:51:08.7Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612761,35,23,2023-10-28T00:51:08Z,2350000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,235.0,3.0,2.0,1.0,,,,,,,,,,,,,,
237,PT05M21.00S,2023-10-28T00:51:13.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629667,4.681340341655716,95.83333333333334,1610612761,35,23,2023-10-28T00:51:17Z,2360000,False,-229.0,-8.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
238,PT05M19.00S,2023-10-28T00:51:15.4Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,35,23,2023-10-28T00:51:17Z,2370000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,237.0,3.0,3.0,0.0,,,,,,,,,,,,,,
239,PT05M07.00S,2023-10-28T00:51:26.9Z,2,REGULAR,2pt,Jump Shot,[],201942,69.33311432325887,47.794117647058826,1610612741,37,23,2023-10-28T00:51:35Z,2380000,False,-11.0,236.0,1,right,D. DeRozan 23' Jump Shot (7 PTS) (C. White 3 AST),"[201942, 1629632]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,23.61,Made,,,,,7.0,,,,,C. White,1629632.0,3.0,,,,,,
241,PT04M47.00S,2023-10-28T00:51:47.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,33.327858081471746,48.28431372549019,1610612761,37,23,2023-10-28T00:51:51Z,2400000,False,9.0,261.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
242,PT04M43.00S,2023-10-28T00:51:51.0Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,37,23,2023-10-28T00:51:51Z,2410000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,,
243,PT04M30.00S,2023-10-28T00:52:04.4Z,2,REGULAR,3pt,Jump Shot,[],1630172,70.12155059132719,22.30392156862745,1610612741,40,23,2023-10-28T00:52:08Z,2420000,False,-138.0,228.0,1,right,P. Williams 26' 3PT  (3 PTS) (C. White 4 AST),"[1630172, 1629632]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,26.71,Made,,,,,3.0,,,,,C. White,1629632.0,4.0,,,,,,
245,PT04M01.00S,2023-10-28T00:52:33.2Z,2,REGULAR,2pt,Jump Shot,[],203471,23.603810775295663,53.18627450980392,1610612761,40,23,2023-10-28T00:52:38Z,2440000,False,-16.0,169.0,1,left,MISS D. Schroder 17' pullup Shot,[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,17.01,Missed,,,,,,,,,,,,,,,,,,
246,PT03M57.00S,2023-10-28T00:52:36.3Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,40,23,2023-10-28T00:52:36Z,2450000,False,,,0,,P. Williams REBOUND (Off:0 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,,,245.0,3.0,3.0,0.0,,,,,,,,,,,,,,
247,PT03M55.00S,2023-10-28T00:52:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,93.51182654402102,50.73529411764706,1610612741,42,23,2023-10-28T00:52:45Z,2460000,False,4.0,8.0,1,right,A. Dosunmu Layup (4 PTS) (P. Williams 1 AST),"[1630245, 1630172]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,4.0,,,,,P. Williams,1630172.0,1.0,,,,,,
249,PT03M48.00S,2023-10-28T00:52:49.6Z,2,REGULAR,foul,personal,[],1630172,,,1610612761,42,23,2023-10-28T00:53:13Z,2480000,False,,,0,,P. Williams personal FOUL (1 PF),"[1630172, 1627783]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right,,,,,,,,,,,201638.0,,,,,,1.0,0.0,Siakam,1627783.0
251,PT03M48.00S,2023-10-28T00:52:56.4Z,2,REGULAR,substitution,out,[],1630245,,,1610612761,42,23,2023-10-28T00:53:10Z,2500000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M48.00S,2023-10-28T00:52:56.4Z,2,REGULAR,substitution,out,[],203471,,,1610612761,42,23,2023-10-28T00:53:10Z,2510000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M48.00S,2023-10-28T00:52:56.4Z,2,REGULAR,substitution,out,[],1629667,,,1610612761,42,23,2023-10-28T00:53:10Z,2520000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M48.00S,2023-10-28T00:52:56.4Z,2,REGULAR,substitution,in,[],203897,,,1610612761,42,23,2023-10-28T00:53:10Z,2530000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M48.00S,2023-10-28T00:52:56.4Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,42,23,2023-10-28T00:53:10Z,2540000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M48.00S,2023-10-28T00:52:56.4Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,42,23,2023-10-28T00:53:10Z,2550000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M40.00S,2023-10-28T00:53:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,8.360709592641262,51.71568627450981,1610612761,42,23,2023-10-28T00:53:31Z,2560000,False,-9.0,26.0,1,left,MISS S. Barnes driving Layup - blocked,"[1630567, 202696]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,Vucevic,202696.0,,,,
258,PT03M40.00S,2023-10-28T00:53:28.2Z,2,REGULAR,block,,[],202696,,,1610612761,42,23,2023-10-28T00:53:30Z,2570000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT03M38.00S,2023-10-28T00:53:30.2Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,42,23,2023-10-28T00:53:31Z,2580000,False,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,257.0,4.0,4.0,0.0,,,,,,,,,,,,,,
260,PT03M36.00S,2023-10-28T00:53:35.4Z,2,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,42,23,2023-10-28T00:53:41Z,2590000,False,,,0,,D. DeRozan lost ball out-of-bounds TURNOVER (1 TO),[201942],1610612741.0,CHI,lost ball,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,201638.0,,,,,,,,,
261,PT03M36.00S,2023-10-28T00:53:41.9Z,2,REGULAR,substitution,out,[],1630172,,,1610612761,42,23,2023-10-28T00:53:46Z,2600000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M36.00S,2023-10-28T00:53:41.9Z,2,REGULAR,substitution,in,[],1628470,,,1610612761,42,23,2023-10-28T00:53:46Z,2610000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M19.00S,2023-10-28T00:54:09.6Z,2,REGULAR,foul,offensive,[],1628449,,,1610612761,42,23,2023-10-28T00:55:09Z,2620000,False,,,0,,C. Boucher off-the-ball offensive FOUL (1 PF),"[1628449, 201942]",1610612761.0,TOR,off-the-ball,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Center,,,,,,,,,,,201638.0,,,,,,1.0,0.0,DeRozan,201942.0
265,PT03M19.00S,2023-10-28T00:54:09.6Z,2,REGULAR,turnover,offensive foul,[],1628449,,,1610612761,42,23,2023-10-28T00:54:09Z,2640000,False,,,0,,C. Boucher offensive foul TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,,,201638.0,,,,,,,,,
