actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
81,PT04M48.00S,2025-04-11T00:24:12.3Z,1,REGULAR,substitution,in,[],1631288,,,1610612740,15,19,2025-04-11T00:24:51Z,800000,False,,,0,,SUB in: J. Cain,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2025-04-11T00:25:22.2Z,1,REGULAR,2pt,Jump Shot,[],1630526,22.552562417871222,31.61764705882353,1610612740,15,19,2025-04-11T00:25:29Z,810000,False,92.0,159.0,1,left,MISS J. Robinson-Earl 18' Jump Shot,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right Center,18.41,Missed,,,,,,,,,,,,,,,,,,
83,PT04M33.00S,2025-04-11T00:25:23.2Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,15,19,2025-04-11T00:25:48Z,820000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,82.0,3.0,3.0,0.0,,,,,,,,,,,,,
84,PT04M25.00S,2025-04-11T00:25:31.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,66.44218134034165,37.5,1610612749,15,19,2025-04-11T00:25:46Z,830000,False,-62.0,263.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,27.02,Missed,,,,,,,,,,,,,,,,,,
85,PT04M21.00S,2025-04-11T00:25:35.3Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612740,15,19,2025-04-11T00:25:46Z,840000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Center,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,
86,PT04M18.00S,2025-04-11T00:25:37.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631288,16.507884362680684,41.66666666666667,1610612740,15,19,2025-04-11T00:25:57Z,850000,False,42.0,103.0,1,left,MISS J. Cain 11' running pullup Shot,[1631288],1610612740.0,NOP,running pullup,,,Cain,J. Cain,,,,,In The Paint (Non-RA),8-16 Center,11.08,Missed,,,,,,,,,,,,,,,,,,
87,PT04M17.00S,2025-04-11T00:25:38.9Z,1,REGULAR,rebound,offensive,[],1631288,,,1610612740,15,19,2025-04-11T00:27:48Z,860000,False,,,0,,J. Cain REBOUND (Off:1 Def:1),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,In The Paint (Non-RA),8-16 Center,,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,,
88,PT04M16.00S,2025-04-11T00:25:41.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1631288,15.456636005256241,54.166666666666664,1610612740,15,19,2025-04-11T00:27:55Z,870000,False,-21.0,93.0,1,left,MISS J. Cain 9' tip Layup,[1631288],1610612740.0,NOP,tip,,,Cain,J. Cain,,,,,In The Paint (Non-RA),8-16 Center,9.51,Missed,,,,,,,,,,,,,,,,,,
89,PT04M15.00S,2025-04-11T00:25:42.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,15,19,2025-04-11T00:31:44Z,880000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,
90,PT03M58.00S,2025-04-11T00:25:58.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,91.40932982917214,60.049019607843135,1610612749,15,19,2025-04-11T00:26:10Z,890000,False,50.0,28.0,1,right,MISS B. Portis turnaround bank Hook,[1626171],1610612749.0,MIL,turnaround bank,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
91,PT03M55.00S,2025-04-11T00:26:01.0Z,1,REGULAR,rebound,defensive,[],1630283,,,1610612740,15,19,2025-04-11T00:26:10Z,900000,False,,,0,,K. Kelley REBOUND (Off:0 Def:1),[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,In The Paint (Non-RA),0-8 Center,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,
92,PT03M46.00S,2025-04-11T00:26:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631311,7.966491458607096,51.71568627450981,1610612740,15,21,2025-04-11T00:26:16Z,910000,False,-9.0,22.0,1,left,L. Quinones cutting Layup (2 PTS) (K. Kelley 1 AST),"[1631311, 1630283]",1610612740.0,NOP,cutting,,,Quinones,L. Quinones,,,,,Restricted Area,0-8 Center,2.4,Made,2.0,,,,,K. Kelley,1630283.0,1.0,,,,,,,,,,
94,PT03M29.00S,2025-04-11T00:26:28.3Z,1,REGULAR,3pt,Jump Shot,[],1631157,78.9257555847569,4.901960784313726,1610612749,15,21,2025-04-11T00:28:59Z,930000,False,-225.0,146.0,1,right,MISS R. Rollins 26' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
95,PT03M27.00S,2025-04-11T00:26:30.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,15,21,2025-04-11T00:28:59Z,940000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,94.0,,,,,,,,,,,,,,,,
96,PT03M27.00S,2025-04-11T00:26:35.0Z,1,REGULAR,foul,personal,[],1627752,,,1610612740,15,21,2025-04-11T00:26:50Z,950000,False,,,0,,T. Prince loose ball personal FOUL (1 PF),"[1627752, 1631311]",1610612749.0,MIL,loose ball,,,Prince,T. Prince,,,,,Mid-Range,16-24 Left,,,,,,,,,,,201639.0,,1.0,0.0,Quinones,1631311.0,,,,
98,PT03M27.00S,2025-04-11T00:26:43.6Z,1,REGULAR,substitution,out,[],1627752,,,1610612740,15,21,2025-04-11T00:26:52Z,970000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M27.00S,2025-04-11T00:26:43.6Z,1,REGULAR,substitution,out,[],1631157,,,1610612740,15,21,2025-04-11T00:26:52Z,980000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M27.00S,2025-04-11T00:26:43.6Z,1,REGULAR,substitution,in,[],1631260,,,1610612740,15,21,2025-04-11T00:26:52Z,990000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M27.00S,2025-04-11T00:26:43.6Z,1,REGULAR,substitution,in,[],1629645,,,1610612740,15,21,2025-04-11T00:26:52Z,1000000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M00.00S,2025-04-11T00:27:19.3Z,1,REGULAR,3pt,Jump Shot,[],1631311,36.61300919842313,62.254901960784316,1610612740,15,21,2025-04-11T00:27:32Z,1010000,False,-61.0,292.0,1,left,MISS L. Quinones 29' step back 3PT,[1631311],1610612740.0,NOP,step back,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Center,29.81,Missed,,,,,,,,,,,,,,,,,,
103,PT02M57.00S,2025-04-11T00:27:22.4Z,1,REGULAR,rebound,offensive,[],1631288,,,1610612740,15,21,2025-04-11T00:27:22Z,1020000,False,,,0,,J. Cain REBOUND (Off:2 Def:1),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Center,,,,102.0,3.0,1.0,2.0,,,,,,,,,,,,,
104,PT02M50.00S,2025-04-11T00:27:29.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631288,16.90210249671485,47.794117647058826,1610612740,15,23,2025-04-11T00:27:36Z,1030000,False,11.0,106.0,1,left,J. Cain 10' floating Jump Shot (2 PTS),[1631288],1610612740.0,NOP,floating,,,Cain,J. Cain,,,,,In The Paint (Non-RA),8-16 Center,10.7,Made,2.0,,,,,,,,,,,,,,,,,
105,PT02M31.00S,2025-04-11T00:27:52.5Z,1,REGULAR,foul,personal,[],1631311,,,1610612749,15,23,2025-04-11T00:28:07Z,1040000,False,,,0,,L. Quinones personal FOUL (1 PF),"[1631311, 201572]",1610612740.0,NOP,,,,Quinones,L. Quinones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,,1.0,0.0,Lopez,201572.0,,,,
107,PT02M24.00S,2025-04-11T00:28:18.3Z,1,REGULAR,3pt,Jump Shot,[],201572,70.82375164257556,17.424938725490197,1610612749,15,23,2025-04-11T00:29:57Z,1060000,False,-163.0,222.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
108,PT02M22.00S,2025-04-11T00:28:20.3Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612740,15,23,2025-04-11T00:29:57Z,1070000,False,,,0,,J. Cain REBOUND (Off:2 Def:2),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Left Center,,,,107.0,4.0,2.0,2.0,,,,,,,,,,,,,
109,PT02M06.00S,2025-04-11T00:28:34.7Z,1,REGULAR,turnover,bad pass,[],1641810,,,1610612740,15,23,2025-04-11T00:28:53Z,1080000,False,,,0,,A. Reeves bad pass TURNOVER (1 TO),"[1641810, 1629645]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,,,,,Porter Jr.,1629645.0,,
110,PT02M06.00S,2025-04-11T00:28:34.7Z,1,REGULAR,steal,,[],1629645,,,1610612749,15,23,2025-04-11T00:28:38Z,1090000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
111,PT01M50.00S,2025-04-11T00:28:50.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,68.01905387647832,66.66666666666666,1610612749,15,23,2025-04-11T00:28:55Z,1100000,False,83.0,248.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
112,PT01M49.00S,2025-04-11T00:28:51.4Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612740,15,23,2025-04-11T00:30:46Z,1110000,False,,,0,,J. Cain REBOUND (Off:2 Def:3),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Right Center,,,,111.0,5.0,3.0,2.0,,,,,,,,,,,,,
113,PT01M39.00S,2025-04-11T00:29:01.4Z,1,REGULAR,turnover,bad pass,[],1630283,,,1610612740,15,23,2025-04-11T00:29:07Z,1120000,False,,,0,,K. Kelley bad pass TURNOVER (1 TO),"[1630283, 1629018]",1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,Trent Jr.,1629018.0,,
114,PT01M39.00S,2025-04-11T00:29:01.4Z,1,REGULAR,steal,,[],1629018,,,1610612749,15,23,2025-04-11T00:29:04Z,1130000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
115,PT01M35.00S,2025-04-11T00:29:05.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,92.85479632063075,52.94117647058824,1610612749,17,23,2025-04-11T00:29:13Z,1140000,False,15.0,15.0,1,right,G. Trent Jr. running DUNK (2 PTS),[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,,,,,,,,,,,,,,,,,
116,PT01M14.00S,2025-04-11T00:29:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641810,17.95335085413929,63.48039215686274,1610612740,17,23,2025-04-11T00:32:05Z,1150000,False,-67.0,116.0,1,left,MISS A. Reeves 13' driving floating Shot,[1641810],1610612740.0,NOP,driving floating,,,Reeves,A. Reeves,,,,,In The Paint (Non-RA),8-16 Center,13.44,Missed,,,,,,,,,,,,,,,,,,
117,PT01M12.00S,2025-04-11T00:29:27.6Z,1,REGULAR,rebound,offensive,[],1630283,,,1610612740,17,23,2025-04-11T00:34:48Z,1160000,False,,,0,,K. Kelley REBOUND (Off:1 Def:1),[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,In The Paint (Non-RA),8-16 Center,,,,116.0,2.0,1.0,1.0,,,,,,,,,,,,,
118,PT01M10.00S,2025-04-11T00:29:31.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631288,32.22527923784494,46.83670343137255,1610612740,17,23,2025-04-11T00:33:19Z,1170000,False,16.0,250.0,1,left,MISS J. Cain 25' pullup 3PT,[1631288],1610612740.0,NOP,pullup,,,Cain,J. Cain,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
119,PT01M06.00S,2025-04-11T00:29:35.2Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612740,17,23,2025-04-11T00:29:40Z,1180000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,,,,118.0,4.0,1.0,3.0,,,,,,,,,,,,,
120,PT01M03.00S,2025-04-11T00:29:37.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641810,5.863994743758213,95.09803921568627,1610612740,17,26,2025-04-11T00:29:44Z,1190000,False,-225.0,3.0,1,left,A. Reeves 3PT  (5 PTS) (L. Quinones 1 AST),"[1641810, 1631311]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Left Corner 3,24+ Left,22.55,Made,5.0,,,,,L. Quinones,1631311.0,1.0,,,,,,,,,,
122,PT00M50.00S,2025-04-11T00:29:52.7Z,1,REGULAR,3pt,Jump Shot,[],201572,71.5321123521682,76.49356617647058,1610612749,17,26,2025-04-11T00:30:04Z,1210000,False,132.0,215.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
123,PT00M46.40S,2025-04-11T00:29:56.3Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612740,17,26,2025-04-11T00:30:04Z,1220000,False,,,0,,J. Cain REBOUND (Off:2 Def:4),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Right Center,,,,122.0,6.0,4.0,2.0,,,,,,,,,,,,,
124,PT00M32.60S,2025-04-11T00:30:10.8Z,1,REGULAR,turnover,lost ball,[],1631311,,,1610612740,17,26,2025-04-11T00:30:16Z,1230000,False,,,0,,L. Quinones lost ball TURNOVER (1 TO),"[1631311, 1629645]",1610612740.0,NOP,,,,Quinones,L. Quinones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,Porter Jr.,1629645.0,,
125,PT00M32.60S,2025-04-11T00:30:10.8Z,1,REGULAR,steal,,[],1629645,,,1610612749,17,26,2025-04-11T00:30:13Z,1240000,False,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
126,PT00M29.90S,2025-04-11T00:30:14.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,93.77463863337714,52.20588235294118,1610612749,19,26,2025-04-11T00:30:20Z,1250000,False,11.0,6.0,1,right,K. Porter Jr. running DUNK (2 PTS),[1629645],1610612749.0,MIL,running,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.25,Made,2.0,,,,,,,,,,,,,,,,,
127,PT00M22.00S,2025-04-11T00:30:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631288,12.959921156373195,52.69607843137255,1610612740,19,26,2025-04-11T00:30:30Z,1260000,False,-13.0,69.0,1,left,MISS J. Cain 7' driving Layup,[1631288],1610612740.0,NOP,driving,,,Cain,J. Cain,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
128,PT00M18.60S,2025-04-11T00:30:29.4Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,19,26,2025-04-11T00:30:29Z,1270000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,
129,PT00M03.90S,2025-04-11T00:30:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1641810,,,1610612749,19,26,2025-04-11T00:30:56Z,1280000,False,,,0,,A. Reeves shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1641810, 1629645]",1610612740.0,NOP,shooting,,,Reeves,A. Reeves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627529.0,,1.0,0.0,Porter Jr.,1629645.0,,,,
131,PT00M03.90S,2025-04-11T00:31:16.8Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,20,26,2025-04-11T00:31:16Z,1300000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (3 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
132,PT00M03.90S,2025-04-11T00:31:17.9Z,1,REGULAR,substitution,out,[],201572,,,1610612749,20,26,2025-04-11T00:31:27Z,1310000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M03.90S,2025-04-11T00:31:17.9Z,1,REGULAR,substitution,out,[],1630283,,,1610612749,20,26,2025-04-11T00:31:27Z,1320000,False,,,0,,SUB out: K. Kelley,[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M03.90S,2025-04-11T00:31:17.9Z,1,REGULAR,substitution,in,[],203507,,,1610612749,20,26,2025-04-11T00:31:27Z,1330000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M03.90S,2025-04-11T00:31:17.9Z,1,REGULAR,substitution,in,[],1631255,,,1610612749,20,26,2025-04-11T00:31:27Z,1340000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M03.90S,2025-04-11T00:31:44.6Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,21,26,2025-04-11T00:31:44Z,1350000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (4 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
137,PT00M00.00S,2025-04-11T00:31:57.6Z,1,REGULAR,3pt,Jump Shot,[],1631311,44.19554862023653,13.258272058823529,1610612740,21,26,2025-04-11T00:35:52Z,1360000,False,184.0,363.0,1,left,MISS L. Quinones 40' pullup 3PT,[1631311],1610612740.0,NOP,pullup,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Right Center,40.67,Missed,,,,,,,,,,,,,,,,,,
138,PT00M00.00S,2025-04-11T00:31:57.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,21,26,2025-04-11T00:32:30Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,137.0,,,,,,,,,,,,,,,,
139,PT00M00.00S,2025-04-11T00:32:10.9Z,1,REGULAR,period,end,[],0,,,1610612740,21,26,2025-04-11T00:32:10Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-04-11T00:33:54.8Z,2,REGULAR,substitution,out,['startperiod'],1641810,,,1610612740,21,26,2025-04-11T00:34:43Z,1390000,False,,,0,,SUB out: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-04-11T00:33:54.8Z,2,REGULAR,substitution,out,['startperiod'],1630526,,,1610612740,21,26,2025-04-11T00:34:43Z,1400000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-04-11T00:33:54.8Z,2,REGULAR,substitution,in,['startperiod'],203901,,,1610612740,21,26,2025-04-11T00:34:43Z,1410000,False,,,0,,SUB in: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-04-11T00:33:54.8Z,2,REGULAR,substitution,in,['startperiod'],1630283,,,1610612740,21,26,2025-04-11T00:34:43Z,1420000,False,,,0,,SUB in: K. Kelley,[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-04-11T00:34:47.3Z,2,REGULAR,period,start,[],0,,,1610612740,21,26,2025-04-11T00:34:47Z,1430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M50.00S,2025-04-11T00:34:57.2Z,2,REGULAR,3pt,Jump Shot,[],1631255,31.35676741130092,71.56862745098039,1610612740,21,29,2025-04-11T00:35:04Z,1440000,False,-108.0,242.0,1,left,K. Matković 26' 3PT  (9 PTS) (E. Payton 4 AST),"[1631255, 203901]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,26.52,Made,9.0,,,,,E. Payton,203901.0,4.0,,,,,,,,,,
147,PT11M34.00S,2025-04-11T00:35:14.8Z,2,REGULAR,3pt,Jump Shot,[],1629018,72.22404730617609,81.61764705882352,1610612749,24,29,2025-04-11T00:35:22Z,1460000,False,158.0,209.0,1,right,G. Trent Jr. 26' 3PT  (5 PTS) (A. Green 1 AST),"[1629018, 1631260]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.17,Made,5.0,,,,,A. Green,1631260.0,1.0,,,,,,,,,,
149,PT11M34.00S,2025-04-11T00:35:25.5Z,2,REGULAR,foul,personal,['1freethrow'],1630283,,,1610612749,24,29,2025-04-11T00:35:43Z,1480000,False,,,0,,K. Kelley shooting personal FOUL (1 PF) (Trent Jr. 1 FT),"[1630283, 1629018]",1610612740.0,NOP,shooting,,,Kelley,K. Kelley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628951.0,,1.0,0.0,Trent Jr.,1629018.0,,,,
151,PT11M34.00S,2025-04-11T00:35:44.6Z,2,REGULAR,freethrow,1 of 1,[],1629018,,,1610612749,25,29,2025-04-11T00:35:44Z,1500000,False,,,0,,G. Trent Jr. Free Throw 1 of 1 (6 PTS),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
152,PT11M12.00S,2025-04-11T00:36:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631311,6.783837056504599,45.588235294117645,1610612740,25,31,2025-04-11T00:36:08Z,1510000,False,22.0,11.0,1,left,L. Quinones driving Layup (4 PTS) (E. Payton 5 AST),"[1631311, 203901]",1610612740.0,NOP,driving,,,Quinones,L. Quinones,,,,,Restricted Area,0-8 Center,2.48,Made,4.0,,,,,E. Payton,203901.0,5.0,,,,,,,,,,
154,PT11M03.00S,2025-04-11T00:36:13.5Z,2,REGULAR,3pt,Jump Shot,[],1629645,68.15045992115637,66.17647058823529,1610612749,25,31,2025-04-11T00:37:03Z,1530000,False,81.0,247.0,1,right,MISS K. Porter Jr. 25' 3PT,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
155,PT11M01.00S,2025-04-11T00:36:15.5Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,25,31,2025-04-11T00:37:03Z,1540000,False,,,0,,K. Matković REBOUND (Off:0 Def:3),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Center,,,,154.0,3.0,3.0,0.0,,,,,,,,,,,,,
156,PT10M55.00S,2025-04-11T00:36:21.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631288,18.74178712220762,24.754901960784316,1610612740,25,31,2025-04-11T00:38:17Z,1550000,False,126.0,124.0,1,left,MISS J. Cain 17' running pullup Shot,[1631288],1610612740.0,NOP,running pullup,,,Cain,J. Cain,,,,,Mid-Range,16-24 Right Center,17.67,Missed,,,,,,,,,,,,,,,,,,
157,PT10M53.00S,2025-04-11T00:36:23.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,25,31,2025-04-11T00:38:17Z,1560000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,156.0,,,,,,,,,,,,,,,,
159,PT10M40.00S,2025-04-11T00:36:45.0Z,2,REGULAR,3pt,Jump Shot,[],1631260,71.96123521681997,77.94117647058823,1610612749,28,31,2025-04-11T00:36:50Z,1580000,False,140.0,211.0,1,right,A. Green 25' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1631260, 1629645]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.31,Made,3.0,,,,,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,
