actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
92,PT05M10.00S,2024-11-26T03:26:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629003,85.41392904073587,96.79074754901961,1610612751,17,23,2024-11-26T03:26:51Z,820000,False,234.0,85.0,1,right,S. Milton 24' 3PT  (3 PTS) (Z. Williams 2 AST),"[1629003, 1630533]",1610612751.0,BKN,,,,Milton,S. Milton,,,,,Right Corner 3,24+ Right,24.88,Made,,,,3.0,Z. Williams,1630533.0,2.0,,,,,,,,,,,
94,PT04M51.00S,2024-11-26T03:27:01.0Z,1,REGULAR,turnover,bad pass,[],203937,,,1610612744,17,23,2024-11-26T03:27:03Z,840000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 1630533]",1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,1.0,,,,,Williams,1630533.0,,,,,,,,,
95,PT04M51.00S,2024-11-26T03:27:01.0Z,1,REGULAR,steal,,[],1630533,,,1610612751,17,23,2024-11-26T03:27:02Z,850000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
96,PT04M45.00S,2024-11-26T03:27:07.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630553,92.82194480946123,95.83333333333333,1610612751,17,26,2024-11-26T03:43:57Z,860000,False,229.0,15.0,1,right,K. Johnson 3PT step back (3 PTS) (S. Milton 1 AST),"[1630553, 1629003]",1610612751.0,BKN,step back,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,22.97,Made,,,,3.0,S. Milton,1629003.0,1.0,,,,,,,,,,,
98,PT04M24.00S,2024-11-26T03:27:28.1Z,1,REGULAR,3pt,Jump Shot,[],201939,28.301576872536145,16.42156862745098,1610612744,20,26,2024-11-26T03:27:32Z,880000,False,168.0,214.0,1,left,S. Curry 27' 3PT step back (9 PTS) (M. Moody 1 AST),"[201939, 1630541]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.16,Made,,,,9.0,M. Moody,1630541.0,1.0,,,,,,,,,,,
100,PT04M05.00S,2024-11-26T03:27:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630560,83.09789750328515,4.656862745098039,1610612751,20,26,2024-11-26T03:27:51Z,900000,False,-227.0,106.0,1,right,MISS C. Thomas 25' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
101,PT04M01.00S,2024-11-26T03:27:50.7Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,20,26,2024-11-26T03:27:51Z,910000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,100.0,,,,,,,,,,,,,1.0,1.0,0.0,,
102,PT03M58.00S,2024-11-26T03:27:54.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,30.22339027595268,92.37898284313725,1610612744,20,26,2024-11-26T03:47:34Z,920000,False,-212.0,232.0,1,left,MISS S. Curry 31' running 3PT,[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,31.39,Missed,,,,,,,,,,,,,,,,,,
103,PT03M52.00S,2024-11-26T03:28:00.6Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,20,26,2024-11-26T03:28:05Z,930000,False,,,0,,Z. Williams REBOUND (Off:0 Def:3),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,102.0,,,,,,,,,,,,,3.0,3.0,0.0,,
104,PT03M44.00S,2024-11-26T03:28:08.4Z,1,REGULAR,turnover,lost ball,[],1630533,,,1610612751,20,26,2024-11-26T03:28:11Z,940000,False,,,0,,Z. Williams lost ball TURNOVER (1 TO),"[1630533, 1627741]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,1.0,,,,,Hield,1627741.0,,,,,,,,,
105,PT03M44.00S,2024-11-26T03:28:08.4Z,1,REGULAR,steal,,[],1627741,,,1610612744,20,26,2024-11-26T03:28:10Z,950000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
106,PT03M39.00S,2024-11-26T03:28:12.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630541,7.933639947437584,1.7156862745098067,1610612744,23,26,2024-11-26T03:49:15Z,960000,False,241.0,22.0,1,left,M. Moody 24' 3PT running pullup (3 PTS) (B. Hield 1 AST),"[1630541, 1627741]",1610612744.0,GSW,running pullup,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,24.24,Made,,,,3.0,B. Hield,1627741.0,1.0,,,,,,,,,,,
108,PT03M19.00S,2024-11-26T03:28:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630553,73.89947437582128,80.3921568627451,1610612751,23,26,2024-11-26T03:28:36Z,980000,False,152.0,193.0,1,right,MISS K. Johnson 24' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2024-11-26T03:28:35.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,23,26,2024-11-26T03:28:36Z,990000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,108.0,,,,,,,,,,,,,2.0,2.0,0.0,,
110,PT03M12.00S,2024-11-26T03:28:40.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,20.41721419185282,6.127450980392155,1610612744,23,26,2024-11-26T03:49:53Z,1000000,False,219.0,139.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
111,PT03M09.00S,2024-11-26T03:28:43.0Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,23,26,2024-11-26T03:28:44Z,1010000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,110.0,,,,,,,,,,,,,2.0,2.0,0.0,,
112,PT02M48.00S,2024-11-26T03:29:03.7Z,1,REGULAR,3pt,Jump Shot,[],1630592,74.55650459921156,15.686274509803923,1610612751,23,26,2024-11-26T03:29:08Z,1020000,False,-172.0,187.0,1,right,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
113,PT02M45.00S,2024-11-26T03:29:06.7Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,23,26,2024-11-26T03:29:08Z,1030000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,112.0,,,,,,,,,,,,,1.0,1.0,0.0,,
114,PT02M39.00S,2024-11-26T03:29:13.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,8.065045992115643,3.1862745098039227,1610612744,26,26,2024-11-26T03:29:19Z,1040000,False,234.0,23.0,1,left,B. Hield 3PT  (3 PTS) (K. Anderson 2 AST),"[1627741, 203937]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.53,Made,,,,3.0,K. Anderson,203937.0,2.0,,,,,,,,,,,
117,PT02M25.00S,2024-11-26T03:29:47.8Z,1,REGULAR,3pt,Jump Shot,[],1629003,73.37385019710908,85.04901960784314,1610612751,26,26,2024-11-26T03:37:21Z,1055000,False,175.0,198.0,1,right,MISS S. Milton 26' step back 3PT,[1629003],1610612751.0,BKN,step back,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
118,PT02M22.00S,2024-11-26T03:29:50.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612744,26,26,2024-11-26T03:37:21Z,1057500,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,117.0,,,,,,,,,,,,,1.0,1.0,0.0,,
119,PT02M13.00S,2024-11-26T03:29:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.356767411300922,41.91176470588235,1610612744,28,26,2024-11-26T03:35:57Z,1060000,False,40.0,7.0,1,left,K. Anderson driving Layup (2 PTS) (S. Curry 2 AST),"[203937, 201939]",1610612744.0,GSW,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,4.11,Made,,,,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,
120,PT01M57.00S,2024-11-26T03:30:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630560,71.7969776609724,82.84313725490196,1610612751,28,29,2024-11-26T03:37:21Z,1100000,False,164.0,213.0,1,right,C. Thomas 26' 3PT step back (10 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.86,Made,,,,10.0,,,,,,,,,,,,,,
122,PT01M45.00S,2024-11-26T03:30:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630541,6.750985545335084,3.67647058823529,1610612744,28,29,2024-11-26T03:56:44Z,1120000,False,232.0,11.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
124,PT01M42.00S,2024-11-26T03:30:20.0Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612744,28,29,2024-11-26T03:56:31Z,1130000,False,,,0,,B. Hield REBOUND (Off:1 Def:2),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,122.0,,,,,,,,,,,,,3.0,2.0,1.0,,
125,PT01M40.00S,2024-11-26T03:30:23.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,26.19908015768725,14.705882352941174,1610612744,28,29,2024-11-26T03:58:22Z,1140000,False,176.0,194.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
126,PT01M36.00S,2024-11-26T03:30:27.9Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612751,28,29,2024-11-26T03:58:22Z,1150000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,125.0,,,,,,,,,,,,,1.0,1.0,0.0,,
141,PT01M30.00S,2024-11-26T03:30:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612751,28,29,2024-11-26T03:31:57Z,1170000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Wilson 2 FT),"[1627741, 1630592]",1610612744.0,GSW,shooting,,,Hield,B. Hield,,,,,Mid-Range,8-16 Center,,,,200834.0,,,,,,,,1.0,0.0,Wilson,1630592.0,,,,,
146,PT01M30.00S,2024-11-26T03:30:57.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630592,,,1610612751,28,30,2024-11-26T03:32:12Z,1185000,False,,,0,,J. Wilson Free Throw 1 of 2 (4 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
147,PT01M30.00S,2024-11-26T03:30:57.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630592,,,1610612751,28,31,2024-11-26T03:32:12Z,1187500,False,,,0,,J. Wilson Free Throw 2 of 2 (5 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
130,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,out,[],203110,,,1610612744,28,31,2024-11-26T03:32:12Z,1190000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,out,[],201939,,,1610612744,28,31,2024-11-26T03:32:12Z,1200000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,out,[],1630560,,,1610612744,28,31,2024-11-26T03:32:12Z,1210000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,in,[],1631218,,,1610612744,28,31,2024-11-26T03:32:12Z,1230000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,28,31,2024-11-26T03:32:12Z,1240000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,in,[],1631213,,,1610612744,28,31,2024-11-26T03:32:12Z,1260000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,in,[],1630570,,,1610612744,28,31,2024-11-26T03:32:39Z,1267500,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,out,[],1630533,,,1610612744,28,31,2024-11-26T04:01:09Z,1268750,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,out,[],1630553,,,1610612744,28,31,2024-11-26T04:01:09Z,1269375,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M30.00S,2024-11-26T03:31:08.5Z,1,REGULAR,substitution,in,[],203471,,,1610612744,28,31,2024-11-26T04:01:09Z,1269687,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M08.00S,2024-11-26T03:31:48.1Z,1,REGULAR,turnover,lost ball,[],1631218,,,1610612744,28,31,2024-11-26T04:50:59Z,1270000,False,,,0,,T. Jackson-Davis lost ball TURNOVER (1 TO),"[1631218, 1631213]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,,,Martin,1631213.0,,,,,,,,,
139,PT01M08.00S,2024-11-26T03:31:48.1Z,1,REGULAR,steal,,[],1631213,,,1610612751,28,31,2024-11-26T03:31:51Z,1280000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT01M01.00S,2024-11-26T03:31:55.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203471,94.13600525624179,45.58823529411765,1610612751,28,31,2024-11-26T04:05:09Z,1290000,False,-22.0,3.0,1,right,MISS D. Schröder running Layup - blocked,"[203471, 1630541]",1610612751.0,BKN,running,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,,,,,Moody,1630541.0
143,PT01M01.00S,2024-11-26T03:31:55.4Z,1,REGULAR,block,,[],1630541,,,1610612751,28,31,2024-11-26T03:32:01Z,1300000,False,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT00M59.50S,2024-11-26T03:31:56.9Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,28,31,2024-11-26T04:21:08Z,1310000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,140.0,,,,,,,,,,,,,2.0,2.0,0.0,,
145,PT00M50.90S,2024-11-26T03:32:11.3Z,1,REGULAR,foul,personal,[],1630570,,,1610612744,28,31,2024-11-26T03:33:09Z,1320000,False,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 203937]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,200834.0,,,,,,,,1.0,0.0,Anderson,203937.0,,,,,
151,PT00M41.50S,2024-11-26T03:32:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,5.305519053876466,45.833333333333336,1610612744,30,31,2024-11-26T03:32:54Z,1340000,False,21.0,-3.0,1,left,B. Hield driving Layup (5 PTS) (K. Anderson 3 AST),"[1627741, 203937]",1610612744.0,GSW,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.1,Made,,,,5.0,K. Anderson,203937.0,3.0,,,,,,,,,,,
152,PT00M32.00S,2024-11-26T03:33:01.3Z,1,REGULAR,3pt,Jump Shot,[],1631213,72.9796320630749,80.3921568627451,1610612751,30,34,2024-11-26T03:33:12Z,1350000,False,152.0,201.0,1,right,T. Martin 25' 3PT  (3 PTS) (D. Schröder 2 AST),"[1631213, 203471]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,25.24,Made,,,,3.0,D. Schröder,203471.0,2.0,,,,,,,,,,,
154,PT00M19.70S,2024-11-26T03:33:15.7Z,1,REGULAR,2pt,Jump Shot,[],1627741,22.913929040735866,36.274509803921575,1610612744,30,34,2024-11-26T04:07:20Z,1370000,False,69.0,163.0,1,left,MISS B. Hield 17' pullup Shot,[1627741],1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,17.68,Missed,,,,,,,,,,,,,,,,,,
155,PT00M13.40S,2024-11-26T03:33:22.0Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612751,30,34,2024-11-26T03:33:22Z,1380000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Right Center,,,154.0,,,,,,,,,,,,,2.0,2.0,0.0,,
158,PT00M00.90S,2024-11-26T03:33:34.5Z,1,REGULAR,3pt,Jump Shot,[],203471,67.59198423127464,28.431372549019613,1610612751,30,34,2024-11-26T03:33:43Z,1410000,False,-108.0,252.0,1,right,MISS D. Schröder 27' step back 3PT,[203471],1610612751.0,BKN,step back,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,27.42,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.90S,2024-11-26T03:33:34.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,30,34,2024-11-26T03:33:43Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2024-11-26T03:33:43.5Z,1,REGULAR,period,end,[],0,,,1610612751,30,34,2024-11-26T03:33:43Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612751,30,34,2024-11-26T03:36:31Z,1440000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612751,30,34,2024-11-26T03:36:31Z,1450000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,out,['startperiod'],1631218,,,1610612751,30,34,2024-11-26T03:36:31Z,1460000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,in,['startperiod'],1627780,,,1610612751,30,34,2024-11-26T03:36:31Z,1480000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,in,['startperiod'],1626172,,,1610612751,30,34,2024-11-26T03:36:31Z,1490000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612751,30,34,2024-11-26T03:36:31Z,1500000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,out,['startperiod'],1630592,,,1610612751,30,34,2024-11-26T04:03:40Z,1515000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-11-26T03:35:44.1Z,2,REGULAR,substitution,in,['startperiod'],1630553,,,1610612751,30,34,2024-11-26T04:03:40Z,1517500,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-26T03:36:24.2Z,2,REGULAR,period,start,[],0,,,1610612744,30,34,2024-11-26T03:36:32Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M45.00S,2024-11-26T03:36:44.5Z,2,REGULAR,foul,technical,['1freethrow'],1630553,,,1610612744,30,34,2024-11-26T03:37:03Z,1530000,False,,,0,,K. Johnson defensive-3-second technical FOUL (1 Tech),[1630553],1610612751.0,BKN,defensive-3-second,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,0.0,1.0,,,,,,,
171,PT11M45.00S,2024-11-26T03:37:04.1Z,2,REGULAR,freethrow,1 of 1,[],1627741,,,1610612744,31,34,2024-11-26T03:37:04Z,1540000,False,,,0,,B. Hield technical Free Throw 1 of 1 (6 PTS),[1627741],1610612744.0,GSW,technical,,,Hield,B. Hield,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
172,PT11M38.00S,2024-11-26T03:37:19.6Z,2,REGULAR,3pt,Jump Shot,[],1641764,33.295006570302235,34.803921568627445,1610612744,31,34,2024-11-26T03:37:25Z,1550000,False,76.0,260.0,1,left,MISS B. Podziemski 27' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,27.14,Missed,,,,,,,,,,,,,,,,,,
173,PT11M35.00S,2024-11-26T03:37:22.6Z,2,REGULAR,rebound,defensive,[],203471,,,1610612751,31,34,2024-11-26T03:37:25Z,1560000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,172.0,,,,,,,,,,,,,2.0,2.0,0.0,,
174,PT11M29.00S,2024-11-26T03:37:28.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203471,94.13600525624179,45.58823529411765,1610612751,31,36,2024-11-26T04:08:15Z,1570000,False,-22.0,3.0,1,right,D. Schröder running Layup (2 PTS),[203471],1610612751.0,BKN,running,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,2.23,Made,,,,2.0,,,,,,,,,,,,,,
175,PT11M19.00S,2024-11-26T03:37:44.4Z,2,REGULAR,foul,personal,[],1631213,,,1610612744,31,36,2024-11-26T03:37:56Z,1580000,False,,,0,,T. Martin personal FOUL (1 PF),"[1631213, 1627741]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,,,,,,,,1.0,0.0,Hield,1627741.0,,,,,
177,PT11M14.00S,2024-11-26T03:38:05.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,31.84954007884363,73.77450980392157,1610612744,34,36,2024-11-26T04:08:43Z,1600000,False,-119.0,247.0,1,left,B. Hield 27' 3PT pullup (9 PTS) (B. Podziemski 1 AST),"[1627741, 1641764]",1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.4,Made,,,,9.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,
180,PT10M45.00S,2024-11-26T03:38:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,94.00459921156373,44.36274509803921,1610612751,34,36,2024-11-26T04:21:08Z,1620000,False,-28.0,4.0,1,right,MISS T. Watford Layup,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
181,PT10M40.00S,2024-11-26T03:38:41.9Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612751,34,36,2024-11-26T04:21:08Z,1630000,False,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,180.0,,,,,,,,,,,,,1.0,0.0,1.0,,
