actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
271,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,out,[],1627780,,,1610612751,51,44,2024-11-26T03:56:02Z,2490000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,out,[],1641764,,,1610612751,51,44,2024-11-26T03:56:02Z,2500000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,out,[],1626172,,,1610612751,51,44,2024-11-26T03:56:02Z,2510000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,out,[],1629003,,,1610612751,51,44,2024-11-26T03:56:02Z,2520000,False,,,0,,SUB out: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,in,[],201939,,,1610612751,51,44,2024-11-26T03:56:02Z,2530000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,in,[],1631218,,,1610612751,51,44,2024-11-26T03:56:02Z,2540000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,in,[],203110,,,1610612751,51,44,2024-11-26T03:56:02Z,2550000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M02.00S,2024-11-26T03:55:49.3Z,2,REGULAR,substitution,in,[],203471,,,1610612751,51,44,2024-11-26T03:56:02Z,2560000,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M56.00S,2024-11-26T03:56:17.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,92.16491458607096,47.05882352941176,1610612751,51,44,2024-11-26T05:49:20Z,2570000,False,-15.0,21.0,1,right,MISS Z. Williams driving DUNK - blocked,"[1630533, 1631218]",1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,Jackson-Davis,1631218.0
280,PT03M56.00S,2024-11-26T03:56:17.5Z,2,REGULAR,block,,[],1631218,,,1610612751,51,44,2024-11-26T03:56:20Z,2580000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT03M55.00S,2024-11-26T03:56:18.5Z,2,REGULAR,rebound,offensive,[],203471,,,1610612751,51,44,2024-11-26T05:50:45Z,2590000,False,,,0,,D. Schröder REBOUND (Off:1 Def:2),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,279.0,,,,,,,,,,,,,3.0,2.0,1.0,,
289,PT03M52.00S,2024-11-26T03:56:36.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,51,44,2024-11-26T05:51:12Z,2600000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,202037.0,,,,,,,,,,,,,,,,
283,PT03M37.00S,2024-11-26T03:56:55.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,7.802233902759525,96.81372549019608,1610612744,51,44,2024-11-26T04:15:27Z,2610000,False,-234.0,21.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
284,PT03M37.00S,2024-11-26T03:56:55.1Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,51,44,2024-11-26T06:02:29Z,2620000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,283.0,,,,,,,,,,,,,3.0,2.0,1.0,,
286,PT03M33.00S,2024-11-26T03:57:04.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630322,28.56438896189225,25.980392156862735,1610612744,51,44,2024-11-26T05:51:51Z,2640000,False,120.0,216.0,1,left,MISS L. Waters III 24' pullup 3PT,[1630322],1610612744.0,GSW,pullup,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
287,PT03M30.00S,2024-11-26T03:57:07.0Z,2,REGULAR,rebound,offensive,[],1631218,,,1610612744,51,44,2024-11-26T05:51:51Z,2650000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,286.0,,,,,,,,,,,,,3.0,2.0,1.0,,
288,PT03M29.00S,2024-11-26T03:57:10.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631218,6.093955321944804,46.32352941176471,1610612744,53,44,2024-11-26T05:52:26Z,2660000,False,18.0,5.0,1,left,T. Jackson-Davis putback Layup (4 PTS),[1631218],1610612744.0,GSW,putback,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1.9,Made,,,,4.0,,,,,,,,,,,,,,
290,PT03M15.00S,2024-11-26T03:57:16.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,91.06438896189225,62.63403799019608,1610612751,53,46,2024-11-26T05:48:59Z,2670000,False,63.0,31.0,1,right,C. Thomas 7' driving floating bank Jump Shot (12 PTS),[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,,,12.0,,,,,,,,,,,,,,
291,PT03M15.00S,2024-11-26T03:57:25.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631218,,,1610612751,53,46,2024-11-26T04:16:47Z,2680000,False,,,0,,T. Jackson-Davis shooting personal FOUL (1 PF) (Thomas 1 FT),"[1631218, 1630560]",1610612744.0,GSW,shooting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,1.0,0.0,Thomas,1630560.0,,,,,
293,PT03M15.00S,2024-11-26T03:57:41.2Z,2,REGULAR,substitution,out,[],203952,,,1610612751,53,46,2024-11-26T03:58:10Z,2700000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M15.00S,2024-11-26T03:57:41.2Z,2,REGULAR,substitution,out,[],1630322,,,1610612751,53,46,2024-11-26T03:58:10Z,2710000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M15.00S,2024-11-26T03:57:41.2Z,2,REGULAR,substitution,in,[],1630541,,,1610612751,53,46,2024-11-26T03:58:10Z,2720000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M15.00S,2024-11-26T03:57:41.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612751,53,46,2024-11-26T03:58:10Z,2730000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M15.00S,2024-11-26T03:57:58.6Z,2,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,53,47,2024-11-26T03:57:58Z,2740000,False,,,0,,C. Thomas Free Throw 1 of 1 (13 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,13.0,,,,,,,,,,,,,,
299,PT02M58.00S,2024-11-26T03:58:51.3Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612744,53,47,2024-11-26T04:36:37Z,2760000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M54.00S,2024-11-26T04:01:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,7.145203679369246,45.833333333333336,1610612744,55,47,2024-11-26T04:01:34Z,2780000,False,21.0,15.0,1,left,M. Moody cutting Layup (5 PTS) (D. Green 4 AST),"[1630541, 203110]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,2.55,Made,,,,5.0,D. Green,203110.0,4.0,,,,,,,,,,,
307,PT02M39.00S,2024-11-26T04:01:50.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631218,,,1610612751,55,47,2024-11-26T05:52:56Z,2800000,False,,,0,,T. Jackson-Davis personal FOUL (2 PF) (Williams 2 FT),"[1631218, 1630533]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
309,PT02M39.00S,2024-11-26T04:02:19.9Z,2,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,55,47,2024-11-26T04:02:19Z,2820000,False,,,0,,MISS Z. Williams Free Throw 1 of 2,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
310,PT02M39.00S,2024-11-26T04:02:19.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,55,47,2024-11-26T04:02:19Z,2830000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,
311,PT02M39.00S,2024-11-26T04:02:40.4Z,2,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,55,48,2024-11-26T04:02:40Z,2840000,False,,,0,,Z. Williams Free Throw 2 of 2 (6 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
312,PT02M26.00S,2024-11-26T04:02:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,6.356767411300922,47.79411764705882,1610612744,57,48,2024-11-26T04:02:58Z,2850000,False,11.0,7.0,1,left,M. Moody driving Layup (7 PTS) (S. Curry 3 AST),"[1630541, 201939]",1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,1.32,Made,,,,7.0,S. Curry,201939.0,3.0,,,,,,,,,,,
314,PT02M20.00S,2024-11-26T04:03:05.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630541,,,1610612751,57,48,2024-11-26T04:03:29Z,2870000,False,,,0,,M. Moody personal FOUL (1 PF) (Schröder 2 FT),"[1630541, 203471]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,202037.0,,,,,,,,1.0,0.0,Schröder,203471.0,,,,,
316,PT02M20.00S,2024-11-26T04:03:32.8Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612751,57,49,2024-11-26T04:03:32Z,2890000,False,,,0,,D. Schröder Free Throw 1 of 2 (5 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
317,PT02M20.00S,2024-11-26T04:03:36.2Z,2,REGULAR,substitution,out,[],1631218,,,1610612751,57,49,2024-11-26T04:03:38Z,2900000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M20.00S,2024-11-26T04:03:36.2Z,2,REGULAR,substitution,in,[],1627780,,,1610612751,57,49,2024-11-26T04:03:38Z,2910000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M20.00S,2024-11-26T04:04:02.2Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612751,57,50,2024-11-26T04:04:02Z,2920000,False,,,0,,D. Schröder Free Throw 2 of 2 (6 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
322,PT02M06.00S,2024-11-26T04:04:17.9Z,2,REGULAR,3pt,Jump Shot,[],1630541,6.225361366622863,95.83333333333333,1610612744,60,50,2024-11-26T04:04:23Z,2930000,False,-229.0,6.0,1,left,M. Moody 3PT  (10 PTS) (S. Curry 4 AST),"[1630541, 201939]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.93,Made,,,,10.0,S. Curry,201939.0,4.0,,,,,,,,,,,
324,PT01M53.00S,2024-11-26T04:04:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,88.17345597897503,63.32720588235294,1610612751,60,50,2024-11-26T04:04:37Z,2950000,False,67.0,59.0,1,right,MISS D. Schröder 8' driving finger roll Layup,[203471],1610612751.0,BKN,driving finger roll,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Right,8.88,Missed,,,,,,,,,,,,,,,,,,
325,PT01M50.00S,2024-11-26T04:04:32.9Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,60,50,2024-11-26T04:04:37Z,2960000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Right,,,324.0,,,,,,,,,,,,,3.0,3.0,0.0,,
326,PT01M46.00S,2024-11-26T04:04:37.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630541,6.093955321944804,53.18627450980392,1610612744,62,50,2024-11-26T04:04:43Z,2970000,False,-16.0,5.0,1,left,M. Moody running Layup (12 PTS) (G. Payton II 2 AST),"[1630541, 1627780]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,1.66,Made,,,,12.0,G. Payton II,1627780.0,2.0,,,,,,,,,,,
328,PT01M41.00S,2024-11-26T04:05:12.0Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627780,,,1610612751,62,50,2024-11-26T04:05:39Z,2990000,False,,,0,,G. Payton II shooting personal FOUL (2 PF) (Thomas 3 FT),"[1627780, 1630560]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,202037.0,,,,,,,,2.0,0.0,Thomas,1630560.0,,,,,
330,PT01M41.00S,2024-11-26T04:05:36.7Z,2,REGULAR,freethrow,1 of 3,[],1630560,,,1610612751,62,51,2024-11-26T04:05:36Z,3010000,False,,,0,,C. Thomas Free Throw 1 of 3 (14 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,14.0,,,,,,,,,,,,,,
331,PT01M41.00S,2024-11-26T04:05:52.4Z,2,REGULAR,freethrow,2 of 3,[],1630560,,,1610612751,62,52,2024-11-26T04:05:52Z,3020000,False,,,0,,C. Thomas Free Throw 2 of 3 (15 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,15.0,,,,,,,,,,,,,,
332,PT01M41.00S,2024-11-26T04:06:12.8Z,2,REGULAR,freethrow,3 of 3,[],1630560,,,1610612751,62,53,2024-11-26T04:06:12Z,3030000,False,,,0,,C. Thomas Free Throw 3 of 3 (16 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,16.0,,,,,,,,,,,,,,
333,PT01M26.00S,2024-11-26T04:06:30.0Z,2,REGULAR,3pt,Jump Shot,[],1627741,31.061103810775293,78.43137254901961,1610612744,62,53,2024-11-26T04:06:34Z,3040000,False,-142.0,239.0,1,left,MISS B. Hield 27' pullup 3PT,[1627741],1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.85,Missed,,,,,,,,,,,,,,,,,,
334,PT01M22.00S,2024-11-26T04:06:34.0Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,62,53,2024-11-26T04:06:34Z,3050000,False,,,0,,Z. Williams REBOUND (Off:0 Def:5),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,333.0,,,,,,,,,,,,,5.0,5.0,0.0,,
335,PT01M09.00S,2024-11-26T04:06:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,94.26741130091985,57.35294117647059,1610612751,62,55,2024-11-26T04:06:49Z,3060000,False,37.0,1.0,1,right,D. Schröder driving Layup (8 PTS),[203471],1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,3.68,Made,,,,8.0,,,,,,,,,,,,,,
337,PT00M55.90S,2024-11-26T04:07:00.0Z,2,REGULAR,3pt,Jump Shot,[],1630541,22.913929040735866,13.480392156862735,1610612744,65,55,2024-11-26T04:07:04Z,3080000,False,183.0,163.0,1,left,M. Moody 24' 3PT  (15 PTS) (S. Curry 5 AST),"[1630541, 201939]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,24.47,Made,,,,15.0,S. Curry,201939.0,5.0,,,,,,,,,,,
339,PT00M32.50S,2024-11-26T04:07:27.3Z,2,REGULAR,3pt,Jump Shot,[],1630592,94.00459921156373,4.901960784313729,1610612751,65,58,2024-11-26T04:07:31Z,3100000,False,-225.0,4.0,1,right,J. Wilson 3PT  (11 PTS) (Z. Williams 3 AST),"[1630592, 1630533]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,22.55,Made,,,,11.0,Z. Williams,1630533.0,3.0,,,,,,,,,,,
341,PT00M15.50S,2024-11-26T04:07:48.9Z,2,REGULAR,3pt,Jump Shot,[],201939,14.696944809461229,95.81035539215686,1610612744,65,58,2024-11-26T04:07:55Z,3120000,False,-229.0,86.0,1,left,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,24.46,Missed,,,,,,,,,,,,,,,,,,
342,PT00M13.80S,2024-11-26T04:07:50.6Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,65,58,2024-11-26T04:07:55Z,3130000,False,,,0,,G. Payton II REBOUND (Off:2 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Left Corner 3,24+ Left,,,341.0,,,,,,,,,,,,,6.0,4.0,2.0,,
343,PT00M13.80S,2024-11-26T04:07:54.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627780,5.590000152587891,50.0,1610612744,67,58,2024-11-26T04:07:54Z,3140000,False,0.0,0.0,1,left,G. Payton II tip DUNK (6 PTS),[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Left,0.0,Made,,,,6.0,,,,,,,,,,,,,,
345,PT00M01.30S,2024-11-26T04:08:17.6Z,2,REGULAR,substitution,out,[],1627741,,,1610612751,67,58,2024-11-26T04:08:23Z,3160000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M01.30S,2024-11-26T04:08:17.6Z,2,REGULAR,substitution,in,[],1631218,,,1610612751,67,58,2024-11-26T04:08:23Z,3170000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT00M01.30S,2024-11-26T04:08:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,92.29632063074901,50.0,1610612751,67,58,2024-11-26T04:27:41Z,3175000,False,0.0,20.0,1,right,MISS Z. Williams alley-oop Layup - blocked,"[1630533, 1630541]",1610612751.0,BKN,alley-oop,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,Moody,1630541.0
377,PT00M01.30S,2024-11-26T04:08:29.7Z,2,REGULAR,block,,[],1630541,,,1610612751,67,58,2024-11-26T04:47:08Z,3177500,False,,,0,,M. Moody BLOCK (2 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
378,PT00M00.30S,2024-11-26T04:08:30.7Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,67,58,2024-11-26T04:47:08Z,3178750,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,376.0,,,,,,,,,,,,,1.0,1.0,0.0,,
349,PT00M00.00S,2024-11-26T04:08:50.6Z,2,REGULAR,period,end,[],0,,,1610612744,67,58,2024-11-26T04:08:50Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2024-11-26T04:23:21.8Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,67,58,2024-11-26T04:24:22Z,3210000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2024-11-26T04:23:21.8Z,3,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,67,58,2024-11-26T04:24:22Z,3220000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2024-11-26T04:23:21.8Z,3,REGULAR,substitution,out,['startperiod'],1629661,,,1610612744,67,58,2024-11-26T04:24:22Z,3230000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2024-11-26T04:23:21.8Z,3,REGULAR,substitution,in,['startperiod'],1630322,,,1610612744,67,58,2024-11-26T04:24:22Z,3240000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2024-11-26T04:23:21.8Z,3,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,67,58,2024-11-26T04:24:22Z,3250000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2024-11-26T04:23:21.8Z,3,REGULAR,substitution,in,['startperiod'],1630553,,,1610612744,67,58,2024-11-26T04:24:22Z,3260000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2024-11-26T04:24:28.0Z,3,REGULAR,period,start,[],0,,,1610612744,67,58,2024-11-26T04:24:59Z,3300000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M44.00S,2024-11-26T04:24:29.5Z,3,REGULAR,foul,technical,['1freethrow'],1630533,,,1610612744,67,58,2024-11-26T06:08:52Z,3308750,False,,,0,,Z. Williams defensive-3-second technical FOUL (1 Tech),[1630533],1610612751.0,BKN,defensive-3-second,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Left,,,,1627963.0,,,,,,,,0.0,1.0,,,,,,,
360,PT11M44.00S,2024-11-26T04:24:46.3Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,68,58,2024-11-26T06:09:05Z,3309375,False,,,0,,S. Curry technical Free Throw 1 of 1 (10 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,Made,,,,10.0,,,,,,,,,,,,,,
362,PT11M40.00S,2024-11-26T04:25:04.1Z,3,REGULAR,foul,personal,['2freethrow'],203471,,,1610612744,68,58,2024-11-26T04:25:11Z,3310000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (Wiggins 2 FT),"[203471, 203952]",1610612751.0,BKN,shooting,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,,202037.0,,,,,,,,1.0,0.0,Wiggins,203952.0,,,,,
364,PT11M40.00S,2024-11-26T04:25:31.7Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,69,58,2024-11-26T04:25:31Z,3330000,False,,,0,,A. Wiggins Free Throw 1 of 2 (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
365,PT11M40.00S,2024-11-26T04:25:45.8Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,70,58,2024-11-26T04:25:45Z,3340000,False,,,0,,A. Wiggins Free Throw 2 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,9.0,,,,,,,,,,,,,,
366,PT11M24.00S,2024-11-26T04:26:06.3Z,3,REGULAR,3pt,Jump Shot,[],1630560,26.593298291721425,83.82352941176471,1610612751,70,58,2024-11-26T04:26:11Z,3350000,False,-169.0,197.0,1,left,MISS C. Thomas 26' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
367,PT11M19.00S,2024-11-26T04:26:11.3Z,3,REGULAR,rebound,defensive,[],1630322,,,1610612744,70,58,2024-11-26T04:26:11Z,3360000,False,,,0,,L. Waters III REBOUND (Off:0 Def:3),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,,,366.0,,,,,,,,,,,,,3.0,3.0,0.0,,
368,PT11M15.00S,2024-11-26T04:26:19.8Z,3,REGULAR,foul,personal,[],1630553,,,1610612744,70,58,2024-11-26T04:26:27Z,3370000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 1631218]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,,,,200834.0,,,,,,,,1.0,1.0,Jackson-Davis,1631218.0,,,,,
