actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
347,PT02M44.00S,2026-02-04T01:36:32.8Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,33,69,2026-02-04T01:36:34Z,3440000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,346.0,3.0,3.0,0.0,,,
348,PT02M37.00S,2026-02-04T01:36:43.5Z,2,REGULAR,violation,kicked ball,[],1629029,,,1610612751,33,69,2026-02-04T01:37:05Z,3450000,False,,,0,,L. Dončić kicked ball VIOLATION,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,202007.0,,,,,,,,,,,
349,PT02M37.00S,2026-02-04T01:36:50.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,33,69,2026-02-04T01:36:50Z,3460000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT02M37.00S,2026-02-04T01:37:36.1Z,2,REGULAR,substitution,out,[],1629637,,,1610612751,33,69,2026-02-04T01:39:32Z,3470000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
351,PT02M37.00S,2026-02-04T01:37:36.1Z,2,REGULAR,substitution,out,[],1631222,,,1610612751,33,69,2026-02-04T01:39:32Z,3480000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,
352,PT02M37.00S,2026-02-04T01:37:36.1Z,2,REGULAR,substitution,in,[],2544,,,1610612751,33,69,2026-02-04T01:39:32Z,3490000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
353,PT02M37.00S,2026-02-04T01:37:36.1Z,2,REGULAR,substitution,in,[],1629028,,,1610612751,33,69,2026-02-04T01:39:32Z,3500000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
354,PT02M29.00S,2026-02-04T01:40:05.7Z,2,REGULAR,turnover,traveling,[],1642856,,,1610612751,33,69,2026-02-04T01:40:11Z,3510000,False,,,0,,E. Dëmin traveling TURNOVER (5 TO),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Center,,,,,,,202007.0,,,,,,,,,5.0,,
355,PT02M10.00S,2026-02-04T01:40:31.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,11.12023653088042,50.49019607843137,1610612747,33,69,2026-02-04T01:40:36Z,3520000,False,-2.0,52.0,1,left,MISS L. Dončić driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,
356,PT02M05.00S,2026-02-04T01:40:35.3Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,33,69,2026-02-04T01:40:35Z,3530000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,355.0,6.0,2.0,4.0,,,
357,PT02M02.00S,2026-02-04T01:40:39.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641730,94.1688567674113,52.20588235294118,1610612751,35,69,2026-02-04T01:41:01Z,3540000,False,11.0,2.0,1,right,N. Clowney running DUNK (4 PTS) (E. Dëmin 2 AST),"[1641730, 1642856]",1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,1.12,Made,4.0,E. Dëmin,1642856.0,2.0,,,,,,,,,,,,
359,PT01M35.00S,2026-02-04T01:41:05.4Z,2,REGULAR,3pt,Jump Shot,[],1629029,5.601182654402102,97.05882352941177,1610612747,35,69,2026-02-04T01:41:11Z,3560000,False,-235.0,0.0,1,left,MISS L. Dončić 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,
360,PT01M32.00S,2026-02-04T01:41:08.4Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,35,69,2026-02-04T01:41:11Z,3570000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,359.0,5.0,4.0,1.0,,,
361,PT01M28.00S,2026-02-04T01:41:13.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,72.48685939553219,19.852941176470587,1610612751,35,69,2026-02-04T01:41:20Z,3580000,False,-151.0,206.0,1,right,MISS M. Porter Jr. 25' running pullup 3PT,[1629008],1610612751.0,BKN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,
362,PT01M24.00S,2026-02-04T01:41:17.3Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,35,69,2026-02-04T01:41:17Z,3590000,False,,,0,,D. Sharpe REBOUND (Off:5 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,361.0,7.0,2.0,5.0,,,
363,PT01M23.00S,2026-02-04T01:41:18.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642856,68.41327201051249,65.68627450980392,1610612751,38,69,2026-02-04T01:41:23Z,3600000,False,78.0,244.0,1,right,E. Dëmin 25' 3PT  (6 PTS) (D. Sharpe 1 AST),"[1642856, 1630549]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,25.67,Made,6.0,D. Sharpe,1630549.0,1.0,,,,,,,,,,,,
365,PT01M09.00S,2026-02-04T01:41:35.9Z,2,REGULAR,foul,offensive,[],1629029,,,1610612747,38,69,2026-02-04T01:41:42Z,3620000,False,,,0,,L. Dončić offensive FOUL (1 PF),"[1629029, 1641730]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,1627534.0,1.0,0.0,Clowney,1641730.0,,,,,,,
367,PT01M09.00S,2026-02-04T01:41:35.9Z,2,REGULAR,turnover,offensive foul,[],1629029,,,1610612747,38,69,2026-02-04T01:41:35Z,3640000,False,,,0,,L. Dončić offensive foul TURNOVER (3 TO),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,1627534.0,,,,,,,,,3.0,,
368,PT01M01.00S,2026-02-04T01:41:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642849,93.64323258869908,51.9607843137255,1610612751,38,69,2026-02-04T01:41:58Z,3650000,False,10.0,7.0,1,right,MISS N. Traore driving Layup,[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,
370,PT00M59.10S,2026-02-04T01:41:56.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,38,69,2026-02-04T01:41:58Z,3670000,False,,,0,,D. Ayton REBOUND (Off:0 Def:5),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,368.0,5.0,5.0,0.0,,,
371,PT00M45.60S,2026-02-04T01:42:11.1Z,2,REGULAR,3pt,Jump Shot,[],1630559,25.57490144546649,81.61764705882352,1610612747,38,69,2026-02-04T01:42:19Z,3680000,False,-158.0,188.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,
372,PT00M40.70S,2026-02-04T01:42:16.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,38,69,2026-02-04T01:42:19Z,3690000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,371.0,,,,,,
374,PT00M31.30S,2026-02-04T01:42:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642856,93.9060446780552,53.431372549019606,1610612751,40,69,2026-02-04T01:42:41Z,3710000,False,17.0,5.0,1,right,E. Dëmin driving Layup (8 PTS) (N. Traore 1 AST),"[1642856, 1642849]",1610612751.0,BKN,driving,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,1.79,Made,8.0,N. Traore,1642849.0,1.0,,,,,,,,,,,,
376,PT00M06.70S,2026-02-04T01:43:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.258212877792378,56.127450980392155,1610612747,40,69,2026-02-04T01:43:10Z,3730000,False,-31.0,6.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,
377,PT00M04.40S,2026-02-04T01:43:09.2Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,40,69,2026-02-04T01:43:09Z,3740000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,376.0,6.0,5.0,1.0,,,
378,PT00M00.00S,2026-02-04T01:43:13.8Z,2,REGULAR,3pt,Jump Shot,[],1641730,95.6143232588699,97.05882352941177,1610612751,40,69,2026-02-04T01:43:18Z,3750000,False,235.0,-11.0,1,right,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,
379,PT00M00.00S,2026-02-04T01:43:16.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,40,69,2026-02-04T01:43:16Z,3760000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,378.0,,,,,,
380,PT00M00.00S,2026-02-04T01:43:17.1Z,2,REGULAR,period,end,[],0,,,1610612751,40,69,2026-02-04T01:43:17Z,3770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2026-02-04T01:57:47.6Z,3,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,40,69,2026-02-04T01:58:30Z,3780000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2026-02-04T01:57:47.6Z,3,REGULAR,substitution,out,['startperiod'],1629060,,,1610612751,40,69,2026-02-04T01:58:30Z,3790000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2026-02-04T01:57:47.6Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,40,69,2026-02-04T01:58:30Z,3800000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2026-02-04T01:57:47.6Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612751,40,69,2026-02-04T01:58:30Z,3810000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2026-02-04T01:58:40.7Z,3,REGULAR,period,start,[],0,,,1610612747,40,69,2026-02-04T01:58:40Z,3820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT11M43.00S,2026-02-04T01:58:57.6Z,3,REGULAR,3pt,Jump Shot,[],2544,66.83639947437582,54.166666666666664,1610612747,40,69,2026-02-04T01:59:20Z,3830000,False,21.0,259.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,
387,PT11M39.00S,2026-02-04T01:59:01.6Z,3,REGULAR,rebound,defensive,[],1641730,,,1610612751,40,69,2026-02-04T01:59:11Z,3840000,False,,,0,,N. Clowney REBOUND (Off:0 Def:4),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,386.0,4.0,4.0,0.0,,,
388,PT11M32.00S,2026-02-04T01:59:07.9Z,3,REGULAR,3pt,Jump Shot,[],1642856,29.6484888304862,28.431372549019606,1610612751,40,69,2026-02-04T01:59:14Z,3850000,False,108.0,226.0,1,left,MISS E. Dëmin 25' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,
389,PT11M32.00S,2026-02-04T01:59:07.9Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,40,69,2026-02-04T01:59:14Z,3860000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,388.0,2.0,2.0,0.0,,,
390,PT11M21.00S,2026-02-04T01:59:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,91.93495400788436,49.50980392156863,1610612747,40,69,2026-02-04T01:59:23Z,3870000,False,-2.0,23.0,1,right,MISS A. Reaves driving reverse Layup,[1630559],1610612747.0,LAL,driving reverse,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,
391,PT11M19.00S,2026-02-04T01:59:21.3Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612747,40,69,2026-02-04T01:59:21Z,3880000,False,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,390.0,6.0,5.0,1.0,,,
392,PT11M16.00S,2026-02-04T01:59:24.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630559,96.66557161629436,4.411764705882353,1610612747,40,69,2026-02-04T01:59:29Z,3890000,False,-228.0,-21.0,1,right,MISS A. Reaves 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,22.89,Missed,,,,,,,,,,,,,,,,
393,PT11M12.00S,2026-02-04T01:59:28.7Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612747,40,69,2026-02-04T01:59:29Z,3900000,False,,,0,,D. Ayton REBOUND (Off:2 Def:5),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,392.0,7.0,5.0,2.0,,,
394,PT11M08.00S,2026-02-04T01:59:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,93.51182654402102,52.69607843137255,1610612747,40,71,2026-02-04T01:59:41Z,3910000,False,13.0,8.0,1,right,L. James driving Layup (14 PTS) (D. Ayton 1 AST),"[2544, 1629028]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,1.6,Made,14.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,
396,PT11M08.00S,2026-02-04T01:59:35.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,40,71,2026-02-04T01:59:35Z,3930000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT10M55.00S,2026-02-04T02:02:56.3Z,3,REGULAR,turnover,lost ball,[],1629008,,,1610612751,40,71,2026-02-04T02:03:18Z,3940000,False,,,0,,M. Porter Jr. lost ball TURNOVER (2 TO),"[1629008, 2544]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,James,2544.0
398,PT10M55.00S,2026-02-04T02:02:56.3Z,3,REGULAR,steal,,[],2544,,,1610612747,40,71,2026-02-04T02:02:59Z,3950000,False,,,0,,L. James STEAL (3 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,
399,PT10M48.00S,2026-02-04T02:03:01.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,92.06636005256242,52.20588235294118,1610612747,40,73,2026-02-04T02:03:43Z,3960000,False,11.0,22.0,1,right,L. James running DUNK (16 PTS) (D. Ayton 2 AST),"[2544, 1629028]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,2.47,Made,16.0,D. Ayton,1629028.0,2.0,,,,,,,,,,,,
402,PT10M40.00S,2026-02-04T02:03:32.6Z,3,REGULAR,3pt,Jump Shot,[],1642856,27.020367936925098,78.67647058823529,1610612751,40,73,2026-02-04T02:03:46Z,3990000,False,-143.0,201.0,1,left,MISS E. Dëmin 24' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,
403,PT10M40.00S,2026-02-04T02:03:32.6Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,40,73,2026-02-04T02:03:46Z,4000000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,402.0,3.0,3.0,0.0,,,
404,PT10M19.00S,2026-02-04T02:03:54.6Z,3,REGULAR,2pt,Jump Shot,[],203935,84.83902759526939,32.35294117647059,1610612747,40,75,2026-02-04T02:04:01Z,4010000,False,-88.0,90.0,1,right,M. Smart 12' fadeaway Jump Shot (6 PTS),[203935],1610612747.0,LAL,fadeaway,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,12.6,Made,6.0,,,,,,,,,,,,,,,
413,PT10M09.00S,2026-02-04T02:03:59.7Z,3,REGULAR,turnover,lost ball,[],1642849,,,1610612751,40,75,2026-02-04T02:05:06Z,4015000,False,,,0,,N. Traore lost ball TURNOVER (2 TO),"[1642849, 1630559]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2.0,Reaves,1630559.0
414,PT10M09.00S,2026-02-04T02:03:59.7Z,3,REGULAR,steal,,[],1630559,,,1610612747,40,75,2026-02-04T02:05:41Z,4017500,False,,,0,,A. Reaves STEAL (2 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,
436,PT10M04.00S,2026-02-04T02:04:08.0Z,3,REGULAR,turnover,offensive-kicked-ball,[],1629029,,,1610612747,40,75,2026-02-04T02:07:13Z,4028750,False,,,0,,L. Dončić offensive-kicked-ball TURNOVER (4 TO),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,4.0,,
408,PT09M53.00S,2026-02-04T02:04:41.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,23.340998685939553,66.42156862745098,1610612751,42,75,2026-02-04T02:07:13Z,4050000,False,-82.0,167.0,1,left,M. Porter Jr. 18' pullup Jump Shot (17 PTS) (N. Traore 2 AST),"[1629008, 1642849]",1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,18.6,Made,17.0,N. Traore,1642849.0,2.0,,,,,,,,,,,,
410,PT09M40.00S,2026-02-04T02:04:54.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,67.88764783180025,68.38235294117648,1610612747,42,75,2026-02-04T02:05:24Z,4070000,False,92.0,249.0,1,right,MISS L. Dončić 26' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,
411,PT09M36.00S,2026-02-04T02:04:58.2Z,3,REGULAR,rebound,defensive,[],1642856,,,1610612751,42,75,2026-02-04T02:04:58Z,4080000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:1),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,410.0,1.0,1.0,0.0,,,
412,PT09M30.00S,2026-02-04T02:05:05.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642856,7.178055190538765,46.81372549019608,1610612751,42,75,2026-02-04T02:05:26Z,4090000,False,16.0,15.0,1,left,MISS E. Dëmin driving Layup,[1642856],1610612751.0,BKN,driving,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,
416,PT09M26.00S,2026-02-04T02:05:09.1Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,42,75,2026-02-04T02:05:26Z,4110000,False,,,0,,L. Dončić REBOUND (Off:1 Def:5),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,412.0,6.0,5.0,1.0,,,
417,PT09M23.00S,2026-02-04T02:05:11.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,95.74572930354796,97.05882352941177,1610612747,42,75,2026-02-04T02:08:21Z,4120000,False,235.0,-13.0,1,right,MISS M. Smart running 3PT,[203935],1610612747.0,LAL,running,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,
418,PT09M19.00S,2026-02-04T02:05:15.5Z,3,REGULAR,rebound,defensive,[],1642849,,,1610612751,42,75,2026-02-04T02:05:30Z,4130000,False,,,0,,N. Traore REBOUND (Off:0 Def:2),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,417.0,2.0,2.0,0.0,,,
419,PT09M13.00S,2026-02-04T02:05:21.0Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642849,11.12023653088042,48.77450980392157,1610612751,44,75,2026-02-04T02:08:31Z,4140000,False,6.0,52.0,1,left,N. Traore running pullup Jump Shot (2 PTS),[1642849],1610612751.0,BKN,running pullup,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,5.24,Made,2.0,,,,,,,,,,,,,,,
420,PT08M58.00S,2026-02-04T02:05:36.1Z,3,REGULAR,3pt,Jump Shot,[],1630559,92.32917214191852,4.166666666666666,1610612747,44,78,2026-02-04T02:05:44Z,4150000,False,-229.0,20.0,1,right,A. Reaves 3PT  (12 PTS) (D. Ayton 3 AST),"[1630559, 1629028]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,23.0,Made,12.0,D. Ayton,1629028.0,3.0,,,,,,,,,,,,
422,PT08M41.00S,2026-02-04T02:05:53.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,27.020367936925098,18.627450980392158,1610612751,44,78,2026-02-04T02:05:58Z,4170000,False,157.0,201.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,
423,PT08M36.00S,2026-02-04T02:05:58.5Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612747,44,78,2026-02-04T02:33:16Z,4180000,False,,,0,,D. Ayton REBOUND (Off:2 Def:6),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,422.0,8.0,6.0,2.0,,,
424,PT08M30.00S,2026-02-04T02:06:04.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,94.1688567674113,47.549019607843135,1610612747,44,80,2026-02-04T02:06:21Z,4190000,False,-12.0,2.0,1,right,L. James driving Layup (18 PTS) (M. Smart 1 AST),"[2544, 203935]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,1.25,Made,18.0,M. Smart,203935.0,1.0,,,,,,,,,,,,
426,PT08M21.00S,2026-02-04T02:06:13.3Z,3,REGULAR,turnover,lost ball,[],1641730,,,1610612751,44,80,2026-02-04T02:06:38Z,4210000,False,,,0,,N. Clowney lost ball TURNOVER (2 TO),"[1641730, 1629028]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,Ayton,1629028.0
427,PT08M21.00S,2026-02-04T02:06:13.3Z,3,REGULAR,steal,,[],1629028,,,1610612747,44,80,2026-02-04T02:06:16Z,4220000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,
428,PT08M08.00S,2026-02-04T02:06:26.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,70.51576872536137,22.30392156862745,1610612747,44,83,2026-02-04T02:06:31Z,4230000,False,-138.0,225.0,1,right,L. Dončić 26' 3PT step back (18 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,26.4,Made,18.0,,,,,,,,,,,,,,,
429,PT07M51.00S,2026-02-04T02:06:43.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,17.559132720105126,42.64705882352941,1610612751,44,83,2026-02-04T02:06:49Z,4240000,False,37.0,113.0,1,left,MISS M. Porter Jr. 11' floating Shot,[1629008],1610612751.0,BKN,floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,,,,,,,,,,,,,,,,
430,PT07M47.00S,2026-02-04T02:06:47.5Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,44,83,2026-02-04T02:06:49Z,4250000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,429.0,2.0,1.0,1.0,,,
431,PT07M45.00S,2026-02-04T02:06:48.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629651,11.514454664914586,43.38235294117647,1610612751,46,83,2026-02-04T02:06:52Z,4260000,False,33.0,56.0,1,left,N. Claxton 6' floating Jump Shot (6 PTS),[1629651],1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,6.0,,,,,,,,,,,,,,,
