actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
263,PT04M57.00S,2025-11-19T01:26:15.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,16.90210249671485,4.411764705882353,1610612738,43,46,2025-11-19T01:26:21Z,2500000,False,228.0,106.0,1,left,A. Simons 25' 3PT  (8 PTS) (J. Brown 2 AST),"[1629014, 1627759]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,25.15,Made,8.0,J. Brown,1627759.0,2.0,,,,,,,,,
265,PT04M36.00S,2025-11-19T01:26:38.4Z,2,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612751,43,46,2025-11-19T01:26:49Z,2520000,False,,,0,,L. Garza shooting personal FOUL (2 PF) (Claxton 2 FT),"[1630568, 1629651]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,200834.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
267,PT04M36.00S,2025-11-19T01:27:07.4Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,44,46,2025-11-19T01:27:39Z,2540000,False,,,0,,N. Claxton Free Throw 1 of 2 (4 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
268,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,out,[],1630533,,,1610612751,44,46,2025-11-19T01:27:20Z,2550000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,out,[],1627759,,,1610612751,44,46,2025-11-19T01:27:20Z,2560000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,out,[],1630568,,,1610612751,44,46,2025-11-19T01:27:20Z,2570000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,out,[],1631248,,,1610612751,44,46,2025-11-19T01:27:20Z,2580000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,44,46,2025-11-19T01:27:20Z,2590000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,in,[],1630202,,,1610612751,44,46,2025-11-19T01:27:20Z,2600000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,in,[],1629674,,,1610612751,44,46,2025-11-19T01:27:20Z,2610000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M36.00S,2025-11-19T01:27:08.1Z,2,REGULAR,substitution,in,[],1641775,,,1610612751,44,46,2025-11-19T01:27:20Z,2620000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M36.00S,2025-11-19T01:27:07.4Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,44,46,2025-11-19T01:27:39Z,2630000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
277,PT04M31.00S,2025-11-19T01:27:12.4Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,44,46,2025-11-19T01:27:39Z,2640000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,276.0,4.0,4.0,0.0,,,,,
278,PT04M15.00S,2025-11-19T01:27:52.4Z,2,REGULAR,3pt,Jump Shot,[],1630202,34.247700394218136,12.5,1610612738,44,49,2025-11-19T01:27:59Z,2650000,False,188.0,269.0,1,left,P. Pritchard 32' 3PT  (14 PTS) (A. Simons 5 AST),"[1630202, 1629014]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,32.82,Made,14.0,A. Simons,1629014.0,5.0,,,,,,,,,
280,PT04M01.00S,2025-11-19T01:28:06.4Z,2,REGULAR,3pt,Jump Shot,[],1629008,64.60249671484888,53.92156862745098,1610612751,47,49,2025-11-19T01:32:27Z,2670000,False,20.0,280.0,1,right,M. Porter Jr. 28' 3PT  (15 PTS) (T. Mann 4 AST),"[1629008, 1629611]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,28.09,Made,15.0,T. Mann,1629611.0,4.0,,,,,,,,,
282,PT03M44.00S,2025-11-19T01:28:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641775,5.732588699080158,52.69607843137255,1610612738,47,51,2025-11-19T01:28:27Z,2690000,False,-13.0,1.0,1,left,J. Walsh Layup (2 PTS) (D. White 2 AST),"[1641775, 1628401]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,,,,,,1.36,Made,2.0,D. White,1628401.0,2.0,,,,,,,,,
284,PT03M23.00S,2025-11-19T01:28:45.2Z,2,REGULAR,3pt,Jump Shot,[],1641730,95.22010512483574,3.9215686274509802,1610612751,50,51,2025-11-19T01:28:48Z,2710000,False,-230.0,-8.0,1,right,N. Clowney 3PT  (9 PTS) (T. Mann 5 AST),"[1641730, 1629611]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,,,,,,23.05,Made,9.0,T. Mann,1629611.0,5.0,,,,,,,,,
286,PT03M07.00S,2025-11-19T01:29:00.6Z,2,REGULAR,3pt,Jump Shot,[],1629014,20.71287779237845,91.17647058823529,1610612738,50,54,2025-11-19T01:29:05Z,2730000,False,-206.0,142.0,1,left,A. Simons 25' 3PT  (11 PTS) (P. Pritchard 2 AST),"[1629014, 1630202]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,25.02,Made,11.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
288,PT02M47.00S,2025-11-19T01:29:22.6Z,2,REGULAR,foul,personal,['3freethrow'],1641775,,,1610612751,50,54,2025-11-19T01:29:38Z,2750000,False,,,0,,J. Walsh shooting personal FOUL (2 PF) (Porter Jr. 3 FT),"[1641775, 1629008]",1610612738.0,BOS,shooting,,,Walsh,J. Walsh,,,,,Left Corner 3,24+ Left,1628951.0,2.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
290,PT02M47.00S,2025-11-19T01:29:42.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,50,54,2025-11-19T01:29:42Z,2770000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M47.00S,2025-11-19T01:29:53.1Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,50,54,2025-11-19T01:32:27Z,2780000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M47.00S,2025-11-19T01:29:53.1Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,50,54,2025-11-19T01:32:27Z,2790000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M47.00S,2025-11-19T01:32:44.9Z,2,REGULAR,freethrow,1 of 3,[],1629008,,,1610612751,51,54,2025-11-19T01:32:44Z,2800000,False,,,0,,M. Porter Jr. Free Throw 1 of 3 (16 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,
294,PT02M47.00S,2025-11-19T01:32:57.4Z,2,REGULAR,freethrow,2 of 3,[],1629008,,,1610612751,52,54,2025-11-19T01:32:57Z,2810000,False,,,0,,M. Porter Jr. Free Throw 2 of 3 (17 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,
295,PT02M47.00S,2025-11-19T01:33:09.7Z,2,REGULAR,freethrow,3 of 3,[],1629008,,,1610612751,53,54,2025-11-19T01:33:09Z,2820000,False,,,0,,M. Porter Jr. Free Throw 3 of 3 (18 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,
296,PT02M26.00S,2025-11-19T01:33:31.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641775,5.469776609724048,52.450980392156865,1610612738,53,56,2025-11-19T01:33:35Z,2830000,False,-12.0,-1.0,1,left,J. Walsh driving Layup (4 PTS) (N. Queta 2 AST),"[1641775, 1629674]",1610612738.0,BOS,driving,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,,,,,,1.23,Made,4.0,N. Queta,1629674.0,2.0,,,,,,,,,
298,PT02M16.00S,2025-11-19T01:33:45.8Z,2,REGULAR,turnover,discontinued dribble,[],1642856,,,1610612751,53,56,2025-11-19T01:33:54Z,2850000,False,,,0,,E. Dëmin discontinued dribble TURNOVER (1 TO),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,200834.0,,,,,,,,,,,,,,,1.0,,,,
299,PT02M02.00S,2025-11-19T01:34:11.0Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612738,53,56,2025-11-19T01:34:14Z,2860000,False,,,0,,A. Simons bad pass TURNOVER (3 TO),"[1629014, 1630549]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,,,Sharpe,1630549.0
300,PT02M02.00S,2025-11-19T01:34:11.0Z,2,REGULAR,steal,,[],1630549,,,1610612751,53,56,2025-11-19T01:34:13Z,2870000,False,,,0,,D. Sharpe STEAL (3 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
301,PT01M59.00S,2025-11-19T01:34:14.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642856,71.96123521681997,76.47058823529412,1610612751,56,56,2025-11-19T01:34:20Z,2880000,False,132.0,211.0,1,right,E. Dëmin 24' 3PT running pullup (9 PTS) (D. Sharpe 1 AST),"[1642856, 1630549]",1610612751.0,BKN,running pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,,,,,,24.92,Made,9.0,D. Sharpe,1630549.0,1.0,,,,,,,,,
302,PT01M37.00S,2025-11-19T01:34:35.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,7.835085413929041,4.166666666666666,1610612738,56,59,2025-11-19T01:34:51Z,2890000,False,229.0,21.0,1,left,D. White 3PT  (5 PTS) (P. Pritchard 3 AST),"[1628401, 1630202]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,23.02,Made,5.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
304,PT01M29.00S,2025-11-19T01:34:48.7Z,2,REGULAR,foul,personal,[],1641775,,,1610612751,56,59,2025-11-19T01:35:00Z,2910000,False,,,0,,J. Walsh personal FOUL (3 PF),"[1641775, 1629008]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Center,1628951.0,3.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
306,PT01M18.00S,2025-11-19T01:35:26.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629674,,,1610612751,56,59,2025-11-19T01:35:34Z,2930000,False,,,0,,N. Queta shooting personal FOUL (3 PF) (Sharpe 2 FT),"[1629674, 1630549]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,200834.0,3.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
308,PT01M18.00S,2025-11-19T01:35:56.5Z,2,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,57,59,2025-11-19T01:35:56Z,2950000,False,,,0,,D. Sharpe Free Throw 1 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
309,PT01M18.00S,2025-11-19T01:35:58.5Z,2,REGULAR,substitution,out,[],1629674,,,1610612751,57,59,2025-11-19T01:36:02Z,2960000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M18.00S,2025-11-19T01:35:58.5Z,2,REGULAR,substitution,in,[],1630568,,,1610612751,57,59,2025-11-19T01:36:02Z,2970000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M18.00S,2025-11-19T01:35:58.5Z,2,REGULAR,substitution,out,[],1641730,,,1610612751,57,59,2025-11-19T01:36:14Z,2980000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M18.00S,2025-11-19T01:35:58.5Z,2,REGULAR,substitution,in,[],1630533,,,1610612751,57,59,2025-11-19T01:36:14Z,2990000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M18.00S,2025-11-19T01:36:21.4Z,2,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,58,59,2025-11-19T01:36:21Z,3000000,False,,,0,,D. Sharpe Free Throw 2 of 2 (4 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
314,PT01M04.00S,2025-11-19T01:36:37.1Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,58,59,2025-11-19T01:36:41Z,3010000,False,,,0,,D. White bad pass TURNOVER (3 TO),"[1628401, 1629008]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,,,Porter Jr.,1629008.0
315,PT01M04.00S,2025-11-19T01:36:37.1Z,2,REGULAR,steal,,[],1629008,,,1610612751,58,59,2025-11-19T01:36:39Z,3020000,False,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
316,PT00M51.40S,2025-11-19T01:36:50.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630549,66.5735873850197,43.13725490196079,1610612751,58,59,2025-11-19T01:36:56Z,3030000,False,-34.0,262.0,1,right,MISS D. Sharpe 26' 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,26.39,Missed,,,,,,,,,,,,,
317,PT00M47.00S,2025-11-19T01:36:54.8Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,58,59,2025-11-19T01:36:56Z,3040000,False,,,0,,J. Walsh REBOUND (Off:0 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,316.0,1.0,1.0,0.0,,,,,
318,PT00M36.70S,2025-11-19T01:37:05.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,31.488173455978973,65.68627450980392,1610612738,58,62,2025-11-19T01:37:09Z,3050000,False,-78.0,243.0,1,left,P. Pritchard 25' 3PT step back (17 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,25.58,Made,17.0,,,,,,,,,,,,
319,PT00M27.00S,2025-11-19T01:37:17.6Z,2,REGULAR,3pt,Jump Shot,[],1642856,66.96780551905388,51.71568627450981,1610612751,61,62,2025-11-19T01:37:24Z,3060000,False,9.0,258.0,1,right,E. Dëmin 25' 3PT pullup (12 PTS),[1642856],1610612751.0,BKN,pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,,,,,,25.81,Made,12.0,,,,,,,,,,,,
320,PT00M05.40S,2025-11-19T01:37:41.7Z,2,REGULAR,3pt,Jump Shot,[],1630202,33.196452036793694,34.31372549019608,1610612738,61,62,2025-11-19T01:37:48Z,3070000,False,78.0,260.0,1,left,MISS P. Pritchard 27' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,27.11,Missed,,,,,,,,,,,,,
321,PT00M02.00S,2025-11-19T01:37:45.1Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,61,62,2025-11-19T01:37:48Z,3080000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,320.0,4.0,2.0,2.0,,,,,
322,PT00M00.10S,2025-11-19T01:37:47.5Z,2,REGULAR,heave,,[],0,,,1610612751,61,62,2025-11-19T01:38:00Z,3090000,False,,,0,,BKN Heave,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,44.08,,,,,,,,,,,,,,
323,PT00M00.10S,2025-11-19T01:37:47.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,61,62,2025-11-19T01:38:00Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,322.0,,,,,,,,
324,PT00M00.00S,2025-11-19T01:37:51.4Z,2,REGULAR,period,end,[],0,,,1610612751,61,62,2025-11-19T01:37:51Z,3110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,61,62,2025-11-19T01:52:56Z,3120000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612751,61,62,2025-11-19T01:52:56Z,3130000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612751,61,62,2025-11-19T01:52:56Z,3140000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,out,['startperiod'],1630568,,,1610612751,61,62,2025-11-19T01:52:56Z,3150000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,in,['startperiod'],1641730,,,1610612751,61,62,2025-11-19T01:52:56Z,3160000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,61,62,2025-11-19T01:52:56Z,3170000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612751,61,62,2025-11-19T01:52:56Z,3180000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-11-19T01:52:04.8Z,3,REGULAR,substitution,in,['startperiod'],1629674,,,1610612751,61,62,2025-11-19T01:52:56Z,3190000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-11-19T01:53:04.3Z,3,REGULAR,period,start,[],0,,,1610612738,61,62,2025-11-19T01:53:04Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M36.00S,2025-11-19T01:53:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,85.62746386333771,50.73529411764706,1610612738,61,62,2025-11-19T01:53:33Z,3210000,False,4.0,83.0,1,right,MISS P. Pritchard 8' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.27,Missed,,,,,,,,,,,,,
336,PT11M33.00S,2025-11-19T01:53:30.1Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612751,61,62,2025-11-19T01:53:30Z,3220000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,335.0,2.0,1.0,1.0,,,,,
337,PT11M26.00S,2025-11-19T01:53:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,6.521024967148489,42.64705882352941,1610612751,63,62,2025-11-19T01:54:00Z,3230000,False,37.0,9.0,1,left,N. Clowney driving finger roll Layup (11 PTS) (T. Mann 6 AST),"[1641730, 1629611]",1610612751.0,BKN,driving finger roll,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,3.78,Made,11.0,T. Mann,1629611.0,6.0,,,,,,,,,
340,PT10M59.00S,2025-11-19T01:54:26.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,63,62,2025-11-19T01:54:34Z,3260000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,1628951.0,,,,,,,,,,,,,,,,,,,
341,PT10M46.00S,2025-11-19T01:54:54.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,6.389618922470433,56.372549019607845,1610612751,63,62,2025-11-19T01:55:01Z,3270000,False,-32.0,8.0,1,left,MISS N. Claxton driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,3.28,Missed,,,,,,,,,,,,,
342,PT10M46.00S,2025-11-19T01:54:54.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,63,62,2025-11-19T01:55:01Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,341.0,,,,,,,,
343,PT10M46.00S,2025-11-19T01:54:59.6Z,3,REGULAR,foul,personal,[],1641775,,,1610612751,63,62,2025-11-19T01:55:11Z,3290000,False,,,0,,J. Walsh loose ball personal FOUL (4 PF),"[1641775, 1629008]",1610612738.0,BOS,loose ball,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,200834.0,4.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
345,PT10M46.00S,2025-11-19T01:55:06.9Z,3,REGULAR,substitution,out,[],1641775,,,1610612751,63,62,2025-11-19T01:55:11Z,3310000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT10M46.00S,2025-11-19T01:55:06.9Z,3,REGULAR,substitution,in,[],1631169,,,1610612751,63,62,2025-11-19T01:55:11Z,3320000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT10M37.00S,2025-11-19T01:55:28.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,7.835085413929041,60.049019607843135,1610612751,63,62,2025-11-19T01:56:21Z,3330000,False,-50.0,21.0,1,left,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.45,Missed,,,,,,,,,,,,,
348,PT10M36.00S,2025-11-19T01:55:30.3Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,63,62,2025-11-19T01:55:30Z,3340000,False,,,0,,N. Claxton REBOUND (Off:3 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,347.0,5.0,2.0,3.0,,,,,
349,PT10M34.00S,2025-11-19T01:55:32.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,6.1268068331143235,48.529411764705884,1610612751,63,62,2025-11-19T01:55:36Z,3350000,False,7.0,5.0,1,left,MISS N. Claxton driving Layup - blocked,"[1629651, 1629674]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,0.9,Missed,,,,,,,,,,Queta,1629674.0,,
350,PT10M34.00S,2025-11-19T01:55:32.4Z,3,REGULAR,block,,[],1629674,,,1610612751,63,62,2025-11-19T01:55:34Z,3360000,False,,,0,,N. Queta BLOCK (3 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT10M32.00S,2025-11-19T01:55:34.4Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,63,62,2025-11-19T01:55:36Z,3370000,False,,,0,,N. Claxton REBOUND (Off:4 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,349.0,6.0,2.0,4.0,,,,,
