actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
89,PT06M33.00S,2025-11-19T00:52:58.9Z,1,REGULAR,foul,personal,[],1641730,,,1610612738,16,9,2025-11-19T00:53:08Z,860000,False,,,0,,N. Clowney personal FOUL (2 PF),"[1641730, 1627759]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Right Center,200834.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
91,PT06M33.00S,2025-11-19T00:53:10.7Z,1,REGULAR,substitution,out,[],1641730,,,1610612738,16,9,2025-11-19T00:53:20Z,880000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M33.00S,2025-11-19T00:53:10.7Z,1,REGULAR,substitution,in,[],1642962,,,1610612738,16,9,2025-11-19T00:53:20Z,890000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M20.00S,2025-11-19T00:53:45.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,2.7102496714848883,98.52941176470588,1610612738,16,9,2025-11-19T00:53:49Z,900000,False,-243.0,-27.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,24.41,Missed,,,,,,,,,,,,,
94,PT06M17.00S,2025-11-19T00:53:48.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,16,9,2025-11-19T00:53:49Z,910000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,
95,PT06M06.00S,2025-11-19T00:54:00.0Z,1,REGULAR,2pt,Jump Shot,[],1629008,80.6340341655716,20.098039215686274,1610612751,18,9,2025-11-19T00:54:04Z,920000,False,-150.0,130.0,1,right,M. Porter Jr. 19' Jump Shot (5 PTS) (E. Dëmin 2 AST),"[1629008, 1642856]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,19.78,Made,5.0,E. Dëmin,1642856.0,2.0,,,,,,,,,
97,PT05M55.00S,2025-11-19T00:54:15.7Z,1,REGULAR,foul,technical,['1freethrow'],1642856,,,1610612738,18,9,2025-11-19T00:54:26Z,940000,False,,,0,,E. Dëmin defensive-3-second technical FOUL (1 Tech),[1642856],1610612751.0,BKN,defensive-3-second,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,200834.0,0.0,1.0,,,,,,,,,,,,,,,,,
98,PT05M55.00S,2025-11-19T00:54:41.0Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,18,9,2025-11-19T00:54:41Z,950000,False,,,0,,MISS J. Brown technical Free Throw 1 of 1,[1627759],1610612738.0,BOS,technical,,,Brown,J. Brown,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
99,PT05M55.00S,2025-11-19T00:54:41.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,18,9,2025-11-19T00:54:41Z,960000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,
100,PT05M55.00S,2025-11-19T00:54:44.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612738,18,9,2025-11-19T00:54:49Z,970000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M55.00S,2025-11-19T00:54:44.9Z,1,REGULAR,substitution,in,[],1630533,,,1610612738,18,9,2025-11-19T00:54:49Z,980000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M44.00S,2025-11-19T00:55:14.6Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612738,18,9,2025-11-19T00:55:22Z,990000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Garza 2 FT),"[1630533, 1630568]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,1.0,0.0,Garza,1630568.0,,,,,,,,,,,,,,,
104,PT05M44.00S,2025-11-19T00:55:42.2Z,1,REGULAR,freethrow,1 of 2,[],1630568,,,1610612738,18,10,2025-11-19T00:55:42Z,1010000,False,,,0,,L. Garza Free Throw 1 of 2 (1 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
105,PT05M44.00S,2025-11-19T00:56:02.6Z,1,REGULAR,freethrow,2 of 2,[],1630568,,,1610612738,18,11,2025-11-19T00:56:02Z,1020000,False,,,0,,L. Garza Free Throw 2 of 2 (2 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
106,PT05M35.00S,2025-11-19T00:56:13.0Z,1,REGULAR,3pt,Jump Shot,[],1642856,67.62483574244416,34.55882352941176,1610612751,21,11,2025-11-19T00:56:18Z,1030000,False,-77.0,252.0,1,right,E. Dëmin 26' 3PT pullup (6 PTS),[1642856],1610612751.0,BKN,pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,,,,,,26.34,Made,6.0,,,,,,,,,,,,
107,PT05M33.00S,2025-11-19T00:56:20.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,21,11,2025-11-19T00:56:20Z,1040000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M33.00S,2025-11-19T00:56:24.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,21,11,2025-11-19T00:59:03Z,1050000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M33.00S,2025-11-19T00:56:24.1Z,1,REGULAR,substitution,in,[],1631169,,,1610612738,21,11,2025-11-19T00:59:03Z,1060000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M13.00S,2025-11-19T00:59:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630202,33.590670170827856,47.549019607843135,1610612738,21,14,2025-11-19T00:59:43Z,1070000,False,12.0,263.0,1,left,P. Pritchard 26' 3PT  (6 PTS) (A. Simons 1 AST),"[1630202, 1629014]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,26.36,Made,6.0,A. Simons,1629014.0,1.0,,,,,,,,,
112,PT04M52.00S,2025-11-19T00:59:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.59198423127464,55.88235294117647,1610612751,21,14,2025-11-19T01:00:30Z,1090000,False,29.0,17.0,1,right,MISS N. Claxton driving finger roll Layup,[1629651],1610612751.0,BKN,driving finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,3.4,Missed,,,,,,,,,,,,,
113,PT04M46.00S,2025-11-19T01:00:05.7Z,1,REGULAR,rebound,defensive,[],1631169,,,1610612738,21,14,2025-11-19T01:00:06Z,1100000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,
116,PT04M34.00S,2025-11-19T01:00:26.0Z,1,REGULAR,foul,personal,['3freethrow'],1642856,,,1610612738,21,14,2025-11-19T01:00:32Z,1130000,False,,,0,,E. Dëmin shooting personal FOUL (1 PF) (Simons 3 FT),"[1642856, 1629014]",1610612751.0,BKN,shooting,,,Dëmin,E. Dëmin,,,,,Left Corner 3,24+ Left,200834.0,1.0,1.0,Simons,1629014.0,,,,,,,,,,,,,,,
118,PT04M34.00S,2025-11-19T01:00:48.7Z,1,REGULAR,freethrow,1 of 3,[],1629014,,,1610612738,21,15,2025-11-19T01:00:48Z,1150000,False,,,0,,A. Simons Free Throw 1 of 3 (1 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
119,PT04M34.00S,2025-11-19T01:00:48.7Z,1,REGULAR,freethrow,2 of 3,[],1629014,,,1610612738,21,15,2025-11-19T01:01:30Z,1160000,False,,,0,,MISS A. Simons Free Throw 2 of 3,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
120,PT04M34.00S,2025-11-19T01:00:48.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,21,15,2025-11-19T01:01:30Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,
121,PT04M34.00S,2025-11-19T01:01:04.5Z,1,REGULAR,substitution,out,[],1642856,,,1610612738,21,15,2025-11-19T01:01:10Z,1180000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M34.00S,2025-11-19T01:01:04.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612738,21,15,2025-11-19T01:01:10Z,1190000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M34.00S,2025-11-19T01:01:04.5Z,1,REGULAR,substitution,in,[],1631213,,,1610612738,21,15,2025-11-19T01:01:10Z,1200000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M34.00S,2025-11-19T01:01:04.5Z,1,REGULAR,substitution,in,[],1630549,,,1610612738,21,15,2025-11-19T01:01:10Z,1210000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M34.00S,2025-11-19T01:00:48.7Z,1,REGULAR,freethrow,3 of 3,[],1629014,,,1610612738,21,15,2025-11-19T01:01:30Z,1220000,False,,,0,,MISS A. Simons Free Throw 3 of 3,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
126,PT04M31.00S,2025-11-19T01:00:51.7Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,21,15,2025-11-19T01:01:30Z,1230000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,
127,PT04M18.00S,2025-11-19T01:01:43.5Z,1,REGULAR,3pt,Jump Shot,[],1631213,65.52233902759527,47.794117647058826,1610612751,21,15,2025-11-19T01:01:50Z,1240000,False,-11.0,272.0,1,right,MISS T. Martin 27' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,,,,,,27.18,Missed,,,,,,,,,,,,,
128,PT04M14.00S,2025-11-19T01:01:47.5Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612738,21,15,2025-11-19T01:01:50Z,1250000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,
129,PT04M04.00S,2025-11-19T01:01:56.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.38567674113009,67.64705882352942,1610612738,21,15,2025-11-19T01:02:01Z,1260000,False,-88.0,224.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,24.05,Missed,,,,,,,,,,,,,
130,PT04M00.00S,2025-11-19T01:02:00.8Z,1,REGULAR,rebound,defensive,[],1631213,,,1610612751,21,15,2025-11-19T01:02:01Z,1270000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,
131,PT03M55.00S,2025-11-19T01:02:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631213,93.38042049934296,54.65686274509803,1610612751,23,15,2025-11-19T01:02:12Z,1280000,False,23.0,10.0,1,right,T. Martin running Layup (2 PTS) (M. Porter Jr. 2 AST),"[1631213, 1629008]",1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,2.52,Made,2.0,M. Porter Jr.,1629008.0,2.0,,,,,,,,,
133,PT03M47.00S,2025-11-19T01:02:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630202,27.151773981603156,79.16666666666666,1610612738,23,18,2025-11-19T01:02:19Z,1300000,False,-146.0,203.0,1,left,P. Pritchard 24' 3PT  (9 PTS) (A. Simons 2 AST),"[1630202, 1629014]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,24.97,Made,9.0,A. Simons,1629014.0,2.0,,,,,,,,,
135,PT03M31.00S,2025-11-19T01:02:33.6Z,1,REGULAR,foul,offensive,[],1630549,,,1610612751,23,18,2025-11-19T01:02:56Z,1320000,False,,,0,,D. Sharpe offensive FOUL (1 PF),"[1630549, 1631169]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,1628951.0,1.0,0.0,Minott,1631169.0,,,,,,,,,,,,,,,
137,PT03M31.00S,2025-11-19T01:02:33.6Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,23,18,2025-11-19T01:02:33Z,1340000,False,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,1628951.0,,,,,,,,,,,,,,,1.0,,,,
138,PT03M15.00S,2025-11-19T01:03:08.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,3.1044678055190538,97.05882352941177,1610612738,23,18,2025-11-19T01:03:14Z,1350000,False,-235.0,-23.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,,,,,,23.65,Missed,,,,,,,,,,,,,
139,PT03M12.00S,2025-11-19T01:03:11.5Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612738,23,18,2025-11-19T01:03:14Z,1360000,False,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,
140,PT03M10.00S,2025-11-19T01:03:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630568,6.915243101182654,50.245098039215684,1610612738,23,20,2025-11-19T01:03:17Z,1370000,False,-1.0,13.0,1,left,L. Garza putback Layup (4 PTS),[1630568],1610612738.0,BOS,putback,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,1.26,Made,4.0,,,,,,,,,,,,
141,PT02M59.00S,2025-11-19T01:03:23.5Z,1,REGULAR,3pt,Jump Shot,[],1630533,94.95729303547962,4.411764705882353,1610612751,23,20,2025-11-19T01:03:29Z,1380000,False,-228.0,-5.0,1,right,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,,22.8,Missed,,,,,,,,,,,,,
142,PT02M56.00S,2025-11-19T01:03:26.5Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612751,23,20,2025-11-19T01:05:25Z,1390000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,141.0,2.0,1.0,1.0,,,,,
143,PT02M55.00S,2025-11-19T01:03:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,92.9862023653088,44.36274509803921,1610612751,23,20,2025-11-19T01:05:46Z,1400000,False,-28.0,13.0,1,right,MISS M. Porter Jr. putback Layup,[1629008],1610612751.0,BKN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,3.12,Missed,,,,,,,,,,,,,
144,PT02M55.00S,2025-11-19T01:03:28.9Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,23,20,2025-11-19T01:05:46Z,1410000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,143.0,2.0,1.0,1.0,,,,,
161,PT02M55.00S,2025-11-19T01:03:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,91.63929040735874,48.774509803921575,1610612751,23,20,2025-11-19T01:07:09Z,1420000,False,-6.0,26.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,2.68,Missed,,,,,,,,,,,,,
162,PT02M55.00S,2025-11-19T01:03:37.9Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612751,23,20,2025-11-19T01:07:09Z,1425000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,161.0,3.0,1.0,2.0,,,,,
165,PT02M55.00S,2025-11-19T01:03:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,92.55913272010513,48.0392156862745,1610612751,25,20,2025-11-19T01:07:36Z,1427500,False,-10.0,17.0,1,right,M. Porter Jr. putback Layup (7 PTS),[1629008],1610612751.0,BKN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,2.0,Made,7.0,,,,,,,,,,,,
146,PT02M36.00S,2025-11-19T01:03:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,11.251642575558476,48.28431372549019,1610612738,25,22,2025-11-19T01:03:55Z,1430000,False,9.0,53.0,1,left,A. Simons driving floating Jump Shot (3 PTS),[1629014],1610612738.0,BOS,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.4,Made,3.0,,,,,,,,,,,,
147,PT02M18.00S,2025-11-19T01:04:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,91.5407358738502,48.529411764705884,1610612751,27,22,2025-11-19T01:04:09Z,1440000,False,-7.0,27.0,1,right,D. Sharpe driving finger roll Layup (2 PTS),[1630549],1610612751.0,BKN,driving finger roll,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,2.8,Made,2.0,,,,,,,,,,,,
148,PT02M07.00S,2025-11-19T01:04:16.8Z,1,REGULAR,turnover,bad pass,[],1630202,,,1610612738,27,22,2025-11-19T01:04:21Z,1450000,False,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1630549]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Sharpe,1630549.0
149,PT02M07.00S,2025-11-19T01:04:16.8Z,1,REGULAR,steal,,[],1630549,,,1610612751,27,22,2025-11-19T01:04:19Z,1460000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
150,PT02M01.00S,2025-11-19T01:04:22.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631213,93.51182654402102,49.26470588235294,1610612751,29,22,2025-11-19T01:08:39Z,1470000,False,-4.0,8.0,1,right,T. Martin running finger roll Layup (4 PTS),[1631213],1610612751.0,BKN,running finger roll,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,0.93,Made,4.0,,,,,,,,,,,,
151,PT01M41.00S,2025-11-19T01:04:41.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,23.340998685939553,85.5392156862745,1610612738,29,25,2025-11-19T01:04:47Z,1480000,False,-178.0,167.0,1,left,S. Hauser 24' 3PT  (3 PTS) (A. Simons 3 AST),"[1630573, 1629014]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,24.38,Made,3.0,A. Simons,1629014.0,3.0,,,,,,,,,
153,PT01M39.00S,2025-11-19T01:04:47.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,29,25,2025-11-19T01:04:47Z,1500000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M39.00S,2025-11-19T01:05:36.7Z,1,REGULAR,substitution,out,[],1629008,,,1610612751,29,25,2025-11-19T01:06:16Z,1510000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M39.00S,2025-11-19T01:05:36.7Z,1,REGULAR,substitution,in,[],1641730,,,1610612751,29,25,2025-11-19T01:06:16Z,1520000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M39.00S,2025-11-19T01:05:36.7Z,1,REGULAR,substitution,out,[],1630568,,,1610612751,29,25,2025-11-19T01:07:06Z,1525000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M39.00S,2025-11-19T01:05:36.7Z,1,REGULAR,substitution,in,[],1629674,,,1610612751,29,25,2025-11-19T01:07:06Z,1527500,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M24.00S,2025-11-19T01:06:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642962,92.85479632063075,58.57843137254902,1610612751,29,25,2025-11-19T01:06:51Z,1530000,False,43.0,15.0,1,right,MISS D. Powell driving Layup,[1642962],1610612751.0,BKN,driving,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.53,Missed,,,,,,,,,,,,,
157,PT01M20.00S,2025-11-19T01:06:49.7Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,29,25,2025-11-19T01:06:51Z,1540000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,156.0,2.0,1.0,1.0,,,,,
158,PT01M06.00S,2025-11-19T01:07:05.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642962,,,1610612738,29,25,2025-11-19T01:07:15Z,1550000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Pritchard 2 FT),"[1642962, 1630202]",1610612751.0,BKN,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,1.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
164,PT01M06.00S,2025-11-19T01:07:34.2Z,1,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,29,26,2025-11-19T01:07:34Z,1570000,False,,,0,,P. Pritchard Free Throw 1 of 2 (10 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
166,PT01M06.00S,2025-11-19T01:07:51.4Z,1,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,29,27,2025-11-19T01:07:51Z,1580000,False,,,0,,P. Pritchard Free Throw 2 of 2 (11 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
167,PT01M06.00S,2025-11-19T01:08:09.7Z,1,REGULAR,foul,personal,['inpenalty'],1641730,,,1610612751,29,27,2025-11-19T01:11:38Z,1590000,False,,,0,,N. Clowney double personal FOUL (3 PF),"[1641730, 1631169]",1610612751.0,BKN,double,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,200834.0,3.0,0.0,Minott,1631169.0,,,,,,,,,,,,,,,
168,PT01M06.00S,2025-11-19T01:08:09.7Z,1,REGULAR,foul,personal,[],1631169,,,1610612751,29,27,2025-11-19T01:11:50Z,1600000,False,,,0,,J. Minott double personal FOUL (1 PF),"[1631169, 1641730]",1610612738.0,BOS,double,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,200834.0,1.0,0.0,Clowney,1641730.0,,,,,,,,,,,,,,,
169,PT01M06.00S,2025-11-19T01:08:24.5Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,29,27,2025-11-19T01:08:27Z,1610000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M06.00S,2025-11-19T01:08:24.5Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,29,27,2025-11-19T01:08:27Z,1620000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M49.30S,2025-11-19T01:08:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630533,68.01905387647832,66.66666666666666,1610612751,29,27,2025-11-19T01:09:00Z,1630000,False,83.0,248.0,1,right,MISS Z. Williams 26' step back 3PT,[1630533],1610612751.0,BKN,step back,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,26.17,Missed,,,,,,,,,,,,,
172,PT00M46.80S,2025-11-19T01:08:58.1Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,27,2025-11-19T01:09:00Z,1640000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,171.0,3.0,3.0,0.0,,,,,
