actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
345,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,in,['startperiod'],1630533,,,1610612766,45,58,2026-04-01T00:55:29Z,3440000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,in,['startperiod'],1642849,,,1610612766,45,58,2026-04-01T00:55:29Z,3450000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612766,45,58,2026-04-01T00:55:29Z,3460000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,in,['startperiod'],1631217,,,1610612766,45,58,2026-04-01T00:55:29Z,3470000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2026-04-01T00:55:30.7Z,3,REGULAR,period,start,[],0,,,1610612766,45,58,2026-04-01T00:55:30Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M39.00S,2026-04-01T00:55:53.3Z,3,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612766,45,58,2026-04-01T00:56:01Z,3490000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Miller 2 FT),"[1641730, 1641706]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Miller,1641706.0
352,PT11M39.00S,2026-04-01T00:56:20.3Z,3,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,45,59,2026-04-01T00:56:20Z,3510000,False,,,0,,B. Miller Free Throw 1 of 2 (19 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
353,PT11M39.00S,2026-04-01T00:56:35.8Z,3,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,45,60,2026-04-01T00:56:35Z,3520000,False,,,0,,B. Miller Free Throw 2 of 2 (20 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
354,PT11M22.00S,2026-04-01T00:56:55.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,91.80354796320631,43.38235294117647,1610612751,45,60,2026-04-01T00:56:58Z,3530000,False,-33.0,25.0,1,right,MISS N. Claxton driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,4.12,Missed,,,,,,,,,,,,,,,,
355,PT11M20.00S,2026-04-01T00:56:57.0Z,3,REGULAR,rebound,defensive,[],1642851,,,1610612766,45,60,2026-04-01T00:56:58Z,3540000,False,,,0,,K. Knueppel REBOUND (Off:2 Def:4),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,,,,,,354.0,6.0,4.0,2.0,,,,,,,,
356,PT11M17.00S,2026-04-01T00:57:03.4Z,3,REGULAR,foul,personal,[],1641730,,,1610612766,45,60,2026-04-01T00:57:09Z,3550000,False,,,0,,N. Clowney personal FOUL (2 PF),"[1641730, 1631217]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,,,,,,,,,2.0,0.0,Diabaté,1631217.0
358,PT10M58.00S,2026-04-01T00:57:42.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,16.113666228646515,50.0,1610612766,45,60,2026-04-01T00:57:46Z,3570000,False,0.0,99.0,1,left,MISS B. Miller 9' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,9.9,Missed,,,,,,,,,,,,,,,,
359,PT10M55.00S,2026-04-01T00:57:45.6Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,45,60,2026-04-01T00:57:46Z,3580000,False,,,0,,M. Diabaté REBOUND (Off:5 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,358.0,9.0,4.0,5.0,,,,,,,,
361,PT10M43.00S,2026-04-01T00:58:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642851,9.280551905387648,48.529411764705884,1610612766,45,62,2026-04-01T00:58:41Z,3600000,False,7.0,35.0,1,left,K. Knueppel driving Layup (6 PTS) (M. Diabaté 1 AST),"[1642851, 1631217]",1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,3.55,Made,6.0,M. Diabaté,1631217.0,1.0,,,,,,,,,,,,
363,PT10M20.00S,2026-04-01T00:58:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,82.60512483574244,38.970588235294116,1610612751,47,62,2026-04-01T00:59:04Z,3620000,False,-55.0,111.0,1,right,Z. Williams 12' fadeaway Jump Shot (4 PTS),[1630533],1610612751.0,BKN,fadeaway,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,12.39,Made,4.0,,,,,,,,,,,,,,,
364,PT10M03.00S,2026-04-01T00:59:15.7Z,3,REGULAR,3pt,Jump Shot,[],1641706,31.488173455978973,36.029411764705884,1610612766,47,62,2026-04-01T00:59:19Z,3630000,False,70.0,243.0,1,left,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,25.33,Missed,,,,,,,,,,,,,,,,
365,PT10M00.00S,2026-04-01T00:59:18.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,47,62,2026-04-01T00:59:19Z,3640000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,364.0,3.0,3.0,0.0,,,,,,,,
366,PT09M55.00S,2026-04-01T00:59:23.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641730,66.70499342969777,33.33333333333333,1610612751,47,62,2026-04-01T00:59:29Z,3650000,False,-83.0,260.0,1,right,MISS N. Clowney 27' running 3PT,[1641730],1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,27.35,Missed,,,,,,,,,,,,,,,,
367,PT09M51.00S,2026-04-01T00:59:27.7Z,3,REGULAR,rebound,defensive,[],1642851,,,1610612766,47,62,2026-04-01T00:59:29Z,3660000,False,,,0,,K. Knueppel REBOUND (Off:2 Def:5),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,,,,,,,366.0,7.0,5.0,2.0,,,,,,,,
368,PT09M45.00S,2026-04-01T00:59:33.3Z,3,REGULAR,3pt,Jump Shot,[],1630163,33.065045992115635,54.41176470588235,1610612766,47,62,2026-04-01T00:59:37Z,3670000,False,-22.0,258.0,1,left,MISS L. Ball 25' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,25.92,Missed,,,,,,,,,,,,,,,,
369,PT09M42.00S,2026-04-01T00:59:36.5Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,47,62,2026-04-01T00:59:36Z,3680000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,368.0,2.0,1.0,1.0,,,,,,,,
370,PT09M40.00S,2026-04-01T00:59:39.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,31.225361366622867,68.13725490196079,1610612766,47,65,2026-04-01T00:59:43Z,3690000,False,-91.0,241.0,1,left,B. Miller 25' 3PT  (23 PTS) (L. Ball 5 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,25.75,Made,23.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,
372,PT09M38.00S,2026-04-01T00:59:50.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,47,65,2026-04-01T00:59:50Z,3710000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT09M15.00S,2026-04-01T01:03:38.8Z,3,REGULAR,3pt,Jump Shot,[],1642962,89.83245729303549,96.32352941176471,1610612751,50,65,2026-04-01T01:03:45Z,3730000,False,232.0,43.0,1,right,D. Powell 3PT  (8 PTS) (N. Claxton 3 AST),"[1642962, 1629651]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Right Corner 3,24+ Right,,,23.56,Made,8.0,N. Claxton,1629651.0,3.0,,,,,,,,,,,,
376,PT09M00.00S,2026-04-01T01:03:54.7Z,3,REGULAR,3pt,Jump Shot,[],1642851,8.09789750328515,4.411764705882353,1610612766,50,65,2026-04-01T01:04:06Z,3750000,False,228.0,24.0,1,left,MISS K. Knueppel 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,,,22.91,Missed,,,,,,,,,,,,,,,,
377,PT08M56.00S,2026-04-01T01:03:58.7Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,50,65,2026-04-01T01:04:06Z,3760000,False,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,,,,376.0,3.0,1.0,2.0,,,,,,,,
378,PT08M54.00S,2026-04-01T01:04:00.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,5.206964520367937,45.34313725490196,1610612766,50,67,2026-04-01T01:04:09Z,3770000,False,23.0,-4.0,1,left,M. Diabaté Layup (8 PTS) (M. Bridges 2 AST),"[1631217, 1628970]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,2.36,Made,8.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,
380,PT08M39.00S,2026-04-01T01:04:15.3Z,3,REGULAR,turnover,bad pass,[],1642849,,,1610612751,50,67,2026-04-01T01:04:20Z,3790000,False,,,0,,N. Traore bad pass TURNOVER (3 TO),"[1642849, 1628970]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Mid-Range,16-24 Center,,3.0,,,,,,,,,,,Bridges,1628970.0,,,,,,
381,PT08M39.00S,2026-04-01T01:04:15.3Z,3,REGULAR,steal,,[],1628970,,,1610612766,50,67,2026-04-01T01:04:17Z,3800000,False,,,0,,M. Bridges STEAL (3 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
382,PT08M35.00S,2026-04-01T01:04:18.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,5.995400788436268,48.77450980392157,1610612766,50,69,2026-04-01T01:04:25Z,3810000,False,6.0,4.0,1,left,M. Bridges running DUNK (12 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,0.72,Made,12.0,,,,,,,,,,,,,,,
383,PT08M09.00S,2026-04-01T01:04:44.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,92.46057818659659,54.65686274509803,1610612751,50,69,2026-04-01T01:04:50Z,3820000,False,23.0,18.0,1,right,MISS N. Traore driving floating bank Shot,[1642849],1610612751.0,BKN,driving floating bank,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,2.97,Missed,,,,,,,,,,,,,,,,
384,PT08M07.00S,2026-04-01T01:04:46.7Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,50,69,2026-04-01T01:04:50Z,3830000,False,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,383.0,4.0,2.0,2.0,,,,,,,,
385,PT08M04.00S,2026-04-01T01:04:51.2Z,3,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612766,50,69,2026-04-01T01:05:03Z,3840000,False,,,0,,N. Claxton shooting personal FOUL (2 PF) (Diabaté 2 FT),"[1629651, 1631217]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1629178.0,,,,,,,,,,,,,,,,2.0,0.0,Diabaté,1631217.0
387,PT08M04.00S,2026-04-01T01:05:22.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1631217,,,1610612766,50,70,2026-04-01T01:05:22Z,3860000,False,,,0,,M. Diabaté Free Throw 1 of 2 (9 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
388,PT08M04.00S,2026-04-01T01:05:43.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1631217,,,1610612766,50,71,2026-04-01T01:05:43Z,3870000,False,,,0,,M. Diabaté Free Throw 2 of 2 (10 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
389,PT07M50.00S,2026-04-01T01:06:03.0Z,3,REGULAR,3pt,Jump Shot,[],1630533,81.94809461235218,4.6568627450980395,1610612751,53,71,2026-04-01T01:06:08Z,3880000,False,-227.0,117.0,1,right,Z. Williams 25' 3PT  (7 PTS) (D. Powell 1 AST),"[1630533, 1642962]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,25.52,Made,7.0,D. Powell,1642962.0,1.0,,,,,,,,,,,,
391,PT07M39.00S,2026-04-01T01:06:17.5Z,3,REGULAR,foul,personal,[],1630533,,,1610612766,53,71,2026-04-01T01:06:28Z,3900000,False,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1630163]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Ball,1630163.0
393,PT07M24.00S,2026-04-01T01:06:50.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631217,17.16491458607096,51.71568627450981,1610612766,53,71,2026-04-01T01:06:55Z,3920000,False,-9.0,109.0,1,left,MISS M. Diabaté 10' floating Shot,[1631217],1610612766.0,CHA,floating,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),8-16 Center,,,10.92,Missed,,,,,,,,,,,,,,,,
394,PT07M22.00S,2026-04-01T01:06:52.7Z,3,REGULAR,rebound,defensive,[],1641730,,,1610612751,53,71,2026-04-01T01:06:55Z,3930000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,393.0,3.0,3.0,0.0,,,,,,,,
395,PT07M15.00S,2026-04-01T01:07:00.5Z,3,REGULAR,3pt,Jump Shot,[],1642849,67.23061760840999,38.48039215686275,1610612751,53,71,2026-04-01T01:07:05Z,3940000,False,-58.0,256.0,1,right,MISS N. Traore 26' 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Center,,,26.19,Missed,,,,,,,,,,,,,,,,
396,PT07M11.00S,2026-04-01T01:07:04.5Z,3,REGULAR,rebound,defensive,[],1631217,,,1610612766,53,71,2026-04-01T01:07:05Z,3950000,False,,,0,,M. Diabaté REBOUND (Off:5 Def:5),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,,,395.0,10.0,5.0,5.0,,,,,,,,
397,PT07M07.00S,2026-04-01T01:07:09.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628970,5.075558475689881,48.529411764705884,1610612766,53,73,2026-04-01T01:07:14Z,3960000,False,7.0,-5.0,1,left,M. Bridges running alley-oop DUNK (14 PTS) (L. Ball 6 AST),"[1628970, 1630163]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,0.88,Made,14.0,L. Ball,1630163.0,6.0,,,,,,,,,,,,
399,PT06M48.00S,2026-04-01T01:07:27.4Z,3,REGULAR,turnover,bad pass,[],1642962,,,1610612751,53,73,2026-04-01T01:07:31Z,3980000,False,,,0,,D. Powell bad pass TURNOVER (1 TO),"[1642962, 1628970]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,Bridges,1628970.0,,,,,,
400,PT06M48.00S,2026-04-01T01:07:27.4Z,3,REGULAR,steal,,[],1628970,,,1610612766,53,73,2026-04-01T01:07:29Z,3990000,False,,,0,,M. Bridges STEAL (4 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
401,PT06M41.00S,2026-04-01T01:07:34.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630163,5.863994743758213,48.77450980392157,1610612766,53,73,2026-04-01T01:08:40Z,4000000,False,6.0,3.0,1,left,MISS L. Ball running Layup,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,0.66,Missed,,,,,,,,,,,,,,,,
402,PT06M36.00S,2026-04-01T01:07:39.3Z,3,REGULAR,rebound,defensive,[],1642849,,,1610612751,53,73,2026-04-01T01:07:42Z,4010000,False,,,0,,N. Traore REBOUND (Off:0 Def:5),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,,,,401.0,5.0,5.0,0.0,,,,,,,,
403,PT06M36.00S,2026-04-01T01:07:39.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630533,93.38042049934296,52.69607843137255,1610612751,55,73,2026-04-01T01:07:47Z,4020000,False,13.0,10.0,1,right,Z. Williams running DUNK (9 PTS) (N. Traore 3 AST),"[1630533, 1642849]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,1.66,Made,9.0,N. Traore,1642849.0,3.0,,,,,,,,,,,,
405,PT06M15.00S,2026-04-01T01:07:59.6Z,3,REGULAR,3pt,Jump Shot,[],1641706,6.258212877792378,97.79411764705883,1610612766,55,73,2026-04-01T01:08:04Z,4040000,False,-239.0,6.0,1,left,MISS B. Miller 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,23.91,Missed,,,,,,,,,,,,,,,,
406,PT06M13.00S,2026-04-01T01:08:01.6Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,55,73,2026-04-01T01:08:04Z,4050000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,,,,,,,405.0,4.0,4.0,0.0,,,,,,,,
407,PT06M07.00S,2026-04-01T01:08:10.9Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612751,55,73,2026-04-01T01:08:26Z,4060000,False,,,0,,L. Ball shooting personal FOUL (2 PF) (Williams 2 FT),"[1630163, 1630533]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,,,,,,,,,2.0,0.0,Williams,1630533.0
409,PT06M07.00S,2026-04-01T01:08:46.9Z,3,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,55,73,2026-04-01T01:08:46Z,4080000,False,,,0,,MISS Z. Williams Free Throw 1 of 2,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
410,PT06M07.00S,2026-04-01T01:08:46.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,55,73,2026-04-01T01:08:46Z,4090000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,409.0,,,,,,,,,,,
411,PT06M07.00S,2026-04-01T01:08:47.7Z,3,REGULAR,substitution,out,[],1641730,,,1610612751,55,73,2026-04-01T01:08:56Z,4100000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M07.00S,2026-04-01T01:08:47.7Z,3,REGULAR,substitution,out,[],1642849,,,1610612751,55,73,2026-04-01T01:08:56Z,4110000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M07.00S,2026-04-01T01:08:47.7Z,3,REGULAR,substitution,out,[],1642851,,,1610612751,55,73,2026-04-01T01:08:56Z,4120000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M07.00S,2026-04-01T01:08:47.7Z,3,REGULAR,substitution,in,[],1642879,,,1610612751,55,73,2026-04-01T01:08:56Z,4130000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M07.00S,2026-04-01T01:08:47.7Z,3,REGULAR,substitution,in,[],1643052,,,1610612751,55,73,2026-04-01T01:08:56Z,4140000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M07.00S,2026-04-01T01:08:47.7Z,3,REGULAR,substitution,in,[],1642883,,,1610612751,55,73,2026-04-01T01:08:56Z,4150000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M07.00S,2026-04-01T01:09:16.2Z,3,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,56,73,2026-04-01T01:09:16Z,4160000,False,,,0,,Z. Williams Free Throw 2 of 2 (10 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
418,PT05M52.00S,2026-04-01T01:09:36.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1643052,,,1610612766,56,73,2026-04-01T01:09:45Z,4170000,False,,,0,,C. Johnson shooting personal FOUL (3 PF) (Bridges 2 FT),"[1643052, 1628970]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1629178.0,,,,,,,,,,,,,,,,3.0,0.0,Bridges,1628970.0
420,PT05M52.00S,2026-04-01T01:10:03.4Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,56,74,2026-04-01T01:10:03Z,4190000,False,,,0,,M. Bridges Free Throw 1 of 2 (15 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
421,PT05M52.00S,2026-04-01T01:10:17.9Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,56,75,2026-04-01T01:10:17Z,4200000,False,,,0,,M. Bridges Free Throw 2 of 2 (16 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
422,PT05M49.00S,2026-04-01T01:10:30.3Z,3,REGULAR,foul,personal,[],1642883,,,1610612751,56,75,2026-04-01T01:10:35Z,4210000,False,,,0,,S. James personal FOUL (3 PF),"[1642883, 1630533]",1610612766.0,CHA,,,,James,S. James,,,,,Mid-Range,16-24 Left Center,202056.0,,,,,,,,,,,,,,,,3.0,0.0,Williams,1630533.0
424,PT05M37.00S,2026-04-01T01:10:57.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,82.60512483574244,45.34313725490196,1610612751,58,75,2026-04-01T01:11:02Z,4230000,False,-23.0,111.0,1,right,N. Claxton 11' floating Jump Shot (4 PTS) (B. Saraf 3 AST),"[1629651, 1642879]",1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,11.34,Made,4.0,B. Saraf,1642879.0,3.0,,,,,,,,,,,,
426,PT05M18.00S,2026-04-01T01:11:17.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641706,9.806176084099869,59.55882352941176,1610612766,58,77,2026-04-01T01:11:22Z,4250000,False,-48.0,40.0,1,left,B. Miller 6' driving bank Hook (25 PTS) (L. Ball 7 AST),"[1641706, 1630163]",1610612766.0,CHA,driving bank,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,6.21,Made,25.0,L. Ball,1630163.0,7.0,,,,,,,,,,,,
428,PT05M04.00S,2026-04-01T01:11:34.5Z,3,REGULAR,foul,offensive,['inpenalty'],1629651,,,1610612751,58,77,2026-04-01T01:11:44Z,4270000,False,,,0,,N. Claxton offensive FOUL (3 PF),"[1629651, 1641706]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,202056.0,,,,,,,,,,,,,,,,3.0,0.0,Miller,1641706.0
430,PT05M04.00S,2026-04-01T01:11:34.5Z,3,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,58,77,2026-04-01T01:11:34Z,4290000,False,,,0,,N. Claxton offensive foul TURNOVER (2 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,202056.0,2.0,,,,,,,,,,,,,,,,,,
431,PT04M47.00S,2026-04-01T01:12:16.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,31.09395532194481,65.68627450980392,1610612766,58,77,2026-04-01T01:12:23Z,4300000,False,-78.0,240.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,25.23,Missed,,,,,,,,,,,,,,,,
432,PT04M43.00S,2026-04-01T01:12:20.6Z,3,REGULAR,rebound,defensive,[],1643052,,,1610612751,58,77,2026-04-01T01:25:25Z,4310000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,431.0,1.0,1.0,0.0,,,,,,,,
