actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M39.00S,2026-03-31T23:56:12.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642879,23.078186596583443,12.254901960784313,1610612751,7,18,2026-03-31T23:56:16Z,890000,False,189.0,164.0,1,left,B. Saraf 25' 3PT  (3 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,,,25.03,Made,3.0,,,,,,,,,,,,,,,
88,PT04M23.00S,2026-03-31T23:56:28.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,90.3580814717477,39.21568627450981,1610612766,7,20,2026-03-31T23:56:32Z,900000,False,-54.0,38.0,1,right,M. Bridges 6' turnaround bank Hook (4 PTS),[1628970],1610612766.0,CHA,turnaround bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,6.6,Made,4.0,,,,,,,,,,,,,,,
89,PT04M10.00S,2026-03-31T23:56:42.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,6.389618922470433,47.549019607843135,1610612751,9,20,2026-03-31T23:56:46Z,910000,False,12.0,8.0,1,left,Z. Williams driving DUNK (2 PTS) (B. Saraf 1 AST),"[1630533, 1642879]",1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,1.45,Made,2.0,B. Saraf,1642879.0,1.0,,,,,,,,,,,,
91,PT03M54.00S,2026-03-31T23:56:57.2Z,1,REGULAR,3pt,Jump Shot,[],1641706,68.15045992115637,68.87254901960785,1610612766,9,23,2026-03-31T23:57:03Z,930000,False,94.0,247.0,1,right,B. Miller 26' 3PT step back (11 PTS) (C. White 1 AST),"[1641706, 1629632]",1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,26.43,Made,11.0,C. White,1629632.0,1.0,,,,,,,,,,,,
94,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,out,[],1630533,,,1610612751,9,23,2026-03-31T23:57:22Z,960000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,9,23,2026-03-31T23:57:22Z,970000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,out,[],1628970,,,1610612751,9,23,2026-03-31T23:57:22Z,980000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,out,[],1631217,,,1610612751,9,23,2026-03-31T23:57:22Z,990000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,in,[],1641869,,,1610612751,9,23,2026-03-31T23:57:22Z,1000000,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,in,[],1630623,,,1610612751,9,23,2026-03-31T23:57:22Z,1010000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612751,9,23,2026-03-31T23:57:22Z,1020000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M47.00S,2026-03-31T23:57:10.1Z,1,REGULAR,substitution,in,[],1641750,,,1610612751,9,23,2026-03-31T23:57:22Z,1030000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M43.00S,2026-03-31T23:57:34.8Z,1,REGULAR,3pt,Jump Shot,[],1643052,29.38567674113009,70.34313725490196,1610612751,12,23,2026-03-31T23:57:40Z,1040000,False,-102.0,224.0,1,left,C. Johnson 24' 3PT  (3 PTS) (T. Etienne 1 AST),"[1643052, 1630623]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,24.57,Made,3.0,T. Etienne,1630623.0,1.0,,,,,,,,,,,,
106,PT03M20.00S,2026-03-31T23:57:57.8Z,1,REGULAR,foul,personal,['3freethrow'],1643052,,,1610612766,12,23,2026-04-01T00:00:50Z,1060000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Miller 3 FT),"[1643052, 1641706]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,1629178.0,,,,,,,,,,,,,,,,1.0,0.0,Miller,1641706.0
108,PT03M20.00S,2026-03-31T23:58:27.9Z,1,REGULAR,freethrow,1 of 3,[],1641706,,,1610612766,12,24,2026-03-31T23:58:27Z,1080000,False,,,0,,B. Miller Free Throw 1 of 3 (12 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
109,PT03M20.00S,2026-03-31T23:58:42.9Z,1,REGULAR,freethrow,2 of 3,[],1641706,,,1610612766,12,25,2026-03-31T23:58:42Z,1090000,False,,,0,,B. Miller Free Throw 2 of 3 (13 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
110,PT03M20.00S,2026-03-31T23:58:59.0Z,1,REGULAR,freethrow,3 of 3,[],1641706,,,1610612766,12,26,2026-03-31T23:58:59Z,1100000,False,,,0,,B. Miller Free Throw 3 of 3 (14 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
111,PT03M11.00S,2026-03-31T23:59:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1643052,6.1268068331143235,46.07843137254902,1610612751,14,26,2026-03-31T23:59:20Z,1110000,False,20.0,5.0,1,left,C. Johnson driving Layup (5 PTS) (B. Saraf 2 AST),"[1643052, 1642879]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,2.03,Made,5.0,B. Saraf,1642879.0,2.0,,,,,,,,,,,,
113,PT02M57.00S,2026-03-31T23:59:30.5Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612766,14,26,2026-03-31T23:59:34Z,1130000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1641869]",1610612766.0,CHA,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Smith,1641869.0,,,,,,
114,PT02M57.00S,2026-03-31T23:59:30.5Z,1,REGULAR,steal,,[],1641869,,,1610612751,14,26,2026-03-31T23:59:33Z,1140000,False,,,0,,M. Smith STEAL (1 STL),[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
115,PT02M40.00S,2026-03-31T23:59:46.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642879,16.376478318002626,96.07843137254902,1610612751,14,26,2026-03-31T23:59:59Z,1150000,False,-230.0,101.0,1,left,MISS B. Saraf 25' 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,25.17,Missed,,,,,,,,,,,,,,,,
116,PT02M36.00S,2026-03-31T23:59:50.9Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612766,14,26,2026-03-31T23:59:59Z,1160000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,
117,PT02M30.00S,2026-03-31T23:59:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,67.09921156373193,38.48039215686275,1610612766,14,26,2026-04-01T00:00:05Z,1170000,False,-58.0,257.0,1,right,MISS C. White 26' 3PT,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,26.32,Missed,,,,,,,,,,,,,,,,
118,PT02M29.00S,2026-04-01T00:00:02.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,14,26,2026-04-01T00:00:02Z,1180000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,117.0,,,,,,,,,,,
119,PT02M29.00S,2026-04-01T00:00:03.2Z,1,REGULAR,foul,personal,[],1643052,,,1610612766,14,26,2026-04-01T00:12:28Z,1190000,False,,,0,,C. Johnson loose ball personal FOUL (2 PF),"[1643052, 1641750]",1610612751.0,BKN,loose ball,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,,,,,2.0,0.0,Kalkbrenner,1641750.0
121,PT02M29.00S,2026-04-01T00:01:08.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,14,26,2026-04-01T00:01:08Z,1210000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M19.00S,2026-04-01T00:03:24.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641706,83.39356110381078,46.07843137254902,1610612766,14,28,2026-04-01T00:03:29Z,1220000,False,-20.0,104.0,1,right,B. Miller 10' pullup Jump Shot (16 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,10.54,Made,16.0,,,,,,,,,,,,,,,
123,PT01M59.00S,2026-04-01T00:03:47.5Z,1,REGULAR,turnover,palming,[],1642879,,,1610612751,14,28,2026-04-01T00:03:52Z,1230000,False,,,0,,B. Saraf palming TURNOVER (1 TO),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,201246.0,1.0,,,,,,,,,,,,,,,,,,
124,PT01M41.00S,2026-04-01T00:04:17.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629684,92.46057818659659,13.480392156862745,1610612766,14,30,2026-04-01T00:04:23Z,1240000,False,-183.0,18.0,1,right,G. Williams 18' pullup Jump Shot (2 PTS) (S. James 1 AST),"[1629684, 1642883]",1610612766.0,CHA,pullup,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left,,,18.35,Made,2.0,S. James,1642883.0,1.0,,,,,,,,,,,,
126,PT01M25.00S,2026-04-01T00:04:33.0Z,1,REGULAR,3pt,Jump Shot,[],1630623,29.6484888304862,71.81372549019608,1610612751,14,30,2026-04-01T00:04:40Z,1260000,False,-109.0,226.0,1,left,MISS T. Etienne 25' 3PT,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Left Center,,,25.11,Missed,,,,,,,,,,,,,,,,
127,PT01M23.00S,2026-04-01T00:04:35.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,14,30,2026-04-01T00:04:40Z,1270000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,126.0,,,,,,,,,,,
129,PT01M10.00S,2026-04-01T00:04:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.24901445466492,53.18627450980392,1610612766,14,32,2026-04-01T00:05:04Z,1290000,False,16.0,11.0,1,right,C. White cutting Layup (2 PTS) (G. Williams 1 AST),"[1629632, 1629684]",1610612766.0,CHA,cutting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,1.93,Made,2.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,
131,PT00M59.20S,2026-04-01T00:05:09.2Z,1,REGULAR,3pt,Jump Shot,[],1643052,28.597240473061763,25.98039215686275,1610612751,14,32,2026-04-01T00:05:13Z,1310000,False,120.0,216.0,1,left,MISS C. Johnson 24' 3PT,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,24.74,Missed,,,,,,,,,,,,,,,,
132,PT00M57.00S,2026-04-01T00:05:11.4Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,14,32,2026-04-01T00:05:13Z,1320000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,
133,PT00M50.30S,2026-04-01T00:05:19.1Z,1,REGULAR,3pt,Jump Shot,[],1642883,67.23061760840999,61.274509803921575,1610612766,14,32,2026-04-01T00:05:25Z,1330000,False,56.0,256.0,1,right,MISS S. James 26' 3PT,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Center,,,26.17,Missed,,,,,,,,,,,,,,,,
134,PT00M47.00S,2026-04-01T00:05:22.3Z,1,REGULAR,rebound,offensive,[],1641750,,,1610612766,14,32,2026-04-01T00:05:22Z,1340000,False,,,0,,R. Kalkbrenner REBOUND (Off:1 Def:0),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Center,,,,,,,,,133.0,1.0,0.0,1.0,,,,,,,,
135,PT00M44.80S,2026-04-01T00:05:24.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,69.59592641261499,30.392156862745097,1610612766,14,32,2026-04-01T00:06:48Z,1350000,False,-98.0,233.0,1,right,MISS C. White 25' pullup 3PT,[1629632],1610612766.0,CHA,pullup,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,25.3,Missed,,,,,,,,,,,,,,,,
136,PT00M41.00S,2026-04-01T00:05:28.5Z,1,REGULAR,rebound,defensive,[],1631169,,,1610612751,14,32,2026-04-01T00:05:30Z,1360000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,
137,PT00M33.30S,2026-04-01T00:05:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,8.229303547963205,44.6078431372549,1610612751,16,32,2026-04-01T00:05:48Z,1370000,False,27.0,25.0,1,left,J. Minott driving finger roll Layup (2 PTS),[1631169],1610612751.0,BKN,driving finger roll,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,3.67,Made,2.0,,,,,,,,,,,,,,,
138,PT00M09.90S,2026-04-01T00:06:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,91.5407358738502,95.83333333333334,1610612766,16,35,2026-04-01T00:06:07Z,1380000,False,229.0,27.0,1,right,G. Williams 3PT  (5 PTS) (C. White 2 AST),"[1629684, 1629632]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,23.08,Made,5.0,C. White,1629632.0,2.0,,,,,,,,,,,,
140,PT00M00.80S,2026-04-01T00:06:15.8Z,1,REGULAR,foul,personal,['2freethrow'],1642883,,,1610612751,16,35,2026-04-01T00:06:27Z,1400000,False,,,0,,S. James shooting personal FOUL (2 PF) (Saraf 2 FT),"[1642883, 1642879]",1610612766.0,CHA,shooting,,,James,S. James,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,,,,,,,,,2.0,0.0,Saraf,1642879.0
142,PT00M00.80S,2026-04-01T00:06:42.3Z,1,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,17,35,2026-04-01T00:06:42Z,1420000,False,,,0,,B. Saraf Free Throw 1 of 2 (4 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
143,PT00M00.80S,2026-04-01T00:06:43.3Z,1,REGULAR,substitution,out,[],1642883,,,1610612751,17,35,2026-04-01T00:06:47Z,1430000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M00.80S,2026-04-01T00:06:43.3Z,1,REGULAR,substitution,in,[],1630182,,,1610612751,17,35,2026-04-01T00:06:47Z,1440000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M00.80S,2026-04-01T00:07:00.6Z,1,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,18,35,2026-04-01T00:07:00Z,1450000,False,,,0,,B. Saraf Free Throw 2 of 2 (5 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
146,PT00M00.00S,2026-04-01T00:07:07.7Z,1,REGULAR,period,end,[],0,,,1610612766,18,35,2026-04-01T00:07:07Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,out,['startperiod'],1631169,,,1610612766,18,35,2026-04-01T00:09:43Z,1470000,False,,,0,,SUB out: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,out,['startperiod'],1641869,,,1610612766,18,35,2026-04-01T00:09:43Z,1480000,False,,,0,,SUB out: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,out,['startperiod'],1630623,,,1610612766,18,35,2026-04-01T00:09:43Z,1490000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,out,['startperiod'],1643052,,,1610612766,18,35,2026-04-01T00:09:43Z,1500000,False,,,0,,SUB out: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,out,['startperiod'],1642879,,,1610612766,18,35,2026-04-01T00:09:43Z,1510000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,out,['startperiod'],1629632,,,1610612766,18,35,2026-04-01T00:09:43Z,1520000,False,,,0,,SUB out: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,out,['startperiod'],1641706,,,1610612766,18,35,2026-04-01T00:09:43Z,1530000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612766,18,35,2026-04-01T00:09:43Z,1540000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,in,['startperiod'],1642849,,,1610612766,18,35,2026-04-01T00:09:43Z,1550000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,in,['startperiod'],1642962,,,1610612766,18,35,2026-04-01T00:09:43Z,1560000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,in,['startperiod'],1630533,,,1610612766,18,35,2026-04-01T00:09:43Z,1570000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,in,['startperiod'],1641730,,,1610612766,18,35,2026-04-01T00:09:43Z,1580000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,in,['startperiod'],1642851,,,1610612766,18,35,2026-04-01T00:09:43Z,1590000,False,,,0,,SUB in: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-04-01T00:07:15.7Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,18,35,2026-04-01T00:09:43Z,1600000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-04-01T00:10:00.3Z,2,REGULAR,period,start,[],0,,,1610612766,18,35,2026-04-01T00:10:00Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M38.00S,2026-04-01T00:10:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641750,93.51182654402102,51.470588235294116,1610612766,18,37,2026-04-01T00:10:24Z,1620000,False,7.0,8.0,1,right,R. Kalkbrenner cutting Layup (2 PTS) (G. Williams 2 AST),"[1641750, 1629684]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,1.13,Made,2.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,
164,PT11M21.00S,2026-04-01T00:10:41.9Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612751,18,37,2026-04-01T00:10:57Z,1640000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Clowney 2 FT),"[1629684, 1641730]",1610612766.0,CHA,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Clowney,1641730.0
166,PT11M21.00S,2026-04-01T00:11:21.9Z,2,REGULAR,freethrow,1 of 2,[],1641730,,,1610612751,19,37,2026-04-01T00:11:21Z,1660000,False,,,0,,N. Clowney Free Throw 1 of 2 (3 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
167,PT11M21.00S,2026-04-01T00:11:45.4Z,2,REGULAR,freethrow,2 of 2,[],1641730,,,1610612751,20,37,2026-04-01T00:11:45Z,1670000,False,,,0,,N. Clowney Free Throw 2 of 2 (4 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
168,PT11M14.00S,2026-04-01T00:11:56.1Z,2,REGULAR,foul,personal,[],1642962,,,1610612766,20,37,2026-04-01T00:12:08Z,1680000,False,,,0,,D. Powell personal FOUL (1 PF),"[1642962, 1630163]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,1629178.0,,,,,,,,,,,,,,,,1.0,0.0,Ball,1630163.0
170,PT11M14.00S,2026-04-01T00:12:01.5Z,2,REGULAR,substitution,out,[],1641730,,,1610612766,20,37,2026-04-01T00:12:06Z,1700000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M14.00S,2026-04-01T00:12:01.5Z,2,REGULAR,substitution,in,[],1631169,,,1610612766,20,37,2026-04-01T00:12:06Z,1710000,False,,,0,,SUB in: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M59.00S,2026-04-01T00:12:31.4Z,2,REGULAR,3pt,Jump Shot,[],1630163,59.568002628120894,44.12530637254902,1610612766,20,37,2026-04-01T00:13:08Z,1720000,False,-29.0,328.0,1,right,MISS L. Ball 32' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,32.89,Missed,,,,,,,,,,,,,,,,
173,PT10M57.00S,2026-04-01T00:12:33.4Z,2,REGULAR,rebound,defensive,[],1642962,,,1610612751,20,37,2026-04-01T00:12:35Z,1730000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,
174,PT10M46.00S,2026-04-01T00:12:47.2Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612751,20,37,2026-04-01T00:12:59Z,1740000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Claxton 2 FT),"[1630163, 1629651]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0
176,PT10M46.00S,2026-04-01T00:13:13.2Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,21,37,2026-04-01T00:13:13Z,1760000,False,,,0,,N. Claxton Free Throw 1 of 2 (1 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
177,PT10M46.00S,2026-04-01T00:13:27.0Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,22,37,2026-04-01T00:13:27Z,1770000,False,,,0,,N. Claxton Free Throw 2 of 2 (2 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
