actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
439,PT03M09.00S,2024-01-26T05:09:18.3Z,3,REGULAR,substitution,in,[],1629060,,,1610612741,103,81,2024-01-26T05:09:29Z,4380000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M09.00S,2024-01-26T05:09:18.3Z,3,REGULAR,substitution,in,[],1631108,,,1610612741,103,81,2024-01-26T05:09:29Z,4390000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M09.00S,2024-01-26T05:09:31.8Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,103,82,2024-01-26T05:09:31Z,4400000,False,,,0,,D. DeRozan Free Throw 2 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
442,PT03M01.00S,2024-01-26T05:09:46.1Z,3,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612747,103,82,2024-01-26T05:09:51Z,4410000,False,,,0,,D. Russell step out-of-bounds TURNOVER (1 TO),[1626156],1610612747.0,LAL,step,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left,,,,,,,1628484.0,1.0,,,,,,,,,,,,
443,PT03M01.00S,2024-01-26T05:09:49.7Z,3,REGULAR,substitution,out,[],201942,,,1610612741,103,82,2024-01-26T05:09:56Z,4420000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M01.00S,2024-01-26T05:09:49.7Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,103,82,2024-01-26T05:09:56Z,4430000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M01.00S,2024-01-26T05:09:49.7Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,103,82,2024-01-26T05:09:56Z,4440000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M01.00S,2024-01-26T05:09:49.7Z,3,REGULAR,substitution,in,[],1627936,,,1610612741,103,82,2024-01-26T05:09:56Z,4450000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M42.00S,2024-01-26T05:10:35.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,19.23455978975032,94.11764705882354,1610612741,103,82,2024-01-26T05:10:40Z,4470000,False,-221.0,128.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
449,PT02M39.00S,2024-01-26T05:10:38.7Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612747,103,82,2024-01-26T05:10:40Z,4480000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,448.0,3.0,3.0,0.0,,,,,,
450,PT02M34.00S,2024-01-26T05:10:43.8Z,3,REGULAR,turnover,lost ball,[],1631108,,,1610612747,103,82,2024-01-26T05:10:48Z,4490000,False,,,0,,M. Christie lost ball TURNOVER (1 TO),"[1631108, 1630245]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,,,,
451,PT02M34.00S,2024-01-26T05:10:43.8Z,3,REGULAR,steal,,[],1630245,,,1610612741,103,82,2024-01-26T05:10:46Z,4500000,False,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
452,PT02M18.00S,2024-01-26T05:10:59.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629632,7.013797634691201,48.0392156862745,1610612741,103,84,2024-01-26T05:11:03Z,4510000,False,10.0,13.0,1,left,C. White driving Layup (17 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,1.66,Made,17.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,
453,PT02M03.00S,2024-01-26T05:11:14.4Z,3,REGULAR,3pt,Jump Shot,[],1626156,68.11760840998686,82.59803921568627,1610612747,106,84,2024-01-26T05:11:36Z,4520000,False,163.0,247.0,1,right,D. Russell 29' 3PT pullup (29 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,29.61,Made,29.0,,,,,,,,,,,,,,,,,
454,PT02M01.00S,2024-01-26T05:11:22.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629060,,,1610612741,106,84,2024-01-26T05:11:28Z,4530000,False,,,0,,R. Hachimura personal FOUL (3 PF) (Caruso 2 FT),"[1629060, 1627936]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628484.0,,,,,,,,,,3.0,0.0,Caruso,1627936.0
457,PT02M01.00S,2024-01-26T05:12:24.5Z,3,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,106,85,2024-01-26T05:12:24Z,4550000,False,,,0,,A. Caruso Free Throw 1 of 2 (14 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
458,PT02M01.00S,2024-01-26T05:12:27.5Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,106,85,2024-01-26T05:12:40Z,4560000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M01.00S,2024-01-26T05:12:27.5Z,3,REGULAR,substitution,in,[],1628975,,,1610612741,106,85,2024-01-26T05:12:40Z,4570000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M01.00S,2024-01-26T05:12:47.2Z,3,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,106,86,2024-01-26T05:12:47Z,4580000,False,,,0,,A. Caruso Free Throw 2 of 2 (15 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
461,PT01M47.00S,2024-01-26T05:13:03.3Z,3,REGULAR,2pt,Jump Shot,[],203076,78.49868593955321,34.55882352941177,1610612747,108,86,2024-01-26T05:13:07Z,4590000,False,-77.0,150.0,1,right,A. Davis 16' Jump Shot (13 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,16.83,Made,13.0,,,,,,,,,,,,,,,,,
462,PT01M33.00S,2024-01-26T05:13:18.0Z,3,REGULAR,2pt,Jump Shot,[],202696,12.795663600525614,73.2843137254902,1610612741,108,86,2024-01-26T05:13:22Z,4600000,False,-116.0,68.0,1,left,MISS N. Vucevic 13' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,13.47,Missed,,,,,,,,,,,,,,,,,,
463,PT01M30.00S,2024-01-26T05:13:21.0Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,108,86,2024-01-26T05:13:22Z,4610000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,,,,,,,,462.0,3.0,3.0,0.0,,,,,,
464,PT01M22.00S,2024-01-26T05:13:28.0Z,3,REGULAR,2pt,Jump Shot,[],203076,92.55913272010513,34.06862745098039,1610612747,110,86,2024-01-26T05:13:32Z,4620000,False,-80.0,17.0,1,right,A. Davis 8' turnaround fadeaway Jump Shot (15 PTS),[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,8.16,Made,15.0,,,,,,,,,,,,,,,,,
465,PT01M15.00S,2024-01-26T05:13:35.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,8.853482260183966,49.26470588235294,1610612741,110,88,2024-01-26T05:19:58Z,4630000,False,4.0,31.0,1,left,N. Vucevic cutting DUNK (12 PTS) (A. Caruso 5 AST),"[202696, 1627936]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,3.09,Made,12.0,A. Caruso,1627936.0,5.0,,,,,,,,,,,,,,
467,PT01M04.00S,2024-01-26T05:13:55.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,110,88,2024-01-26T05:13:55Z,4650000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M04.00S,2024-01-26T05:15:10.5Z,3,REGULAR,substitution,out,[],203076,,,1610612747,110,88,2024-01-26T05:15:21Z,4660000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M04.00S,2024-01-26T05:15:10.5Z,3,REGULAR,substitution,in,[],1626174,,,1610612747,110,88,2024-01-26T05:15:21Z,4670000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M48.50S,2024-01-26T05:15:42.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,85.20039421813404,49.754901960784316,1610612747,110,88,2024-01-26T05:15:47Z,4680000,False,-1.0,87.0,1,right,MISS D. Russell 8' driving floating Shot - blocked,"[1626156, 1627936]",1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,8.66,Missed,,,,,,,,,,,,,Caruso,1627936.0,,,,
471,PT00M48.50S,2024-01-26T05:15:42.8Z,3,REGULAR,block,,[],1627936,,,1610612747,110,88,2024-01-26T05:15:45Z,4690000,False,,,0,,A. Caruso BLOCK (2 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
472,PT00M45.50S,2024-01-26T05:15:45.8Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,110,88,2024-01-26T05:15:47Z,4700000,False,,,0,,A. Drummond REBOUND (Off:4 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,470.0,7.0,3.0,4.0,,,,,,
473,PT00M40.30S,2024-01-26T05:15:51.1Z,3,REGULAR,3pt,Jump Shot,[],202696,34.08344283837057,61.27450980392157,1610612741,110,91,2024-01-26T05:15:55Z,4710000,False,-56.0,268.0,1,left,N. Vucevic 27' 3PT  (15 PTS) (A. Caruso 6 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,27.38,Made,15.0,A. Caruso,1627936.0,6.0,,,,,,,,,,,,,,
475,PT00M22.40S,2024-01-26T05:16:14.9Z,3,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612747,110,91,2024-01-26T05:16:27Z,4730000,False,,,0,,J. Carter shooting personal FOUL (1 PF) (Christie 2 FT),"[1628975, 1631108]",1610612741.0,CHI,shooting,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,1.0,0.0,Christie,1631108.0
477,PT00M22.40S,2024-01-26T05:16:40.4Z,3,REGULAR,freethrow,1 of 2,[],1631108,,,1610612747,111,91,2024-01-26T05:16:40Z,4750000,False,,,0,,M. Christie Free Throw 1 of 2 (1 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
478,PT00M22.40S,2024-01-26T05:16:53.9Z,3,REGULAR,freethrow,2 of 2,[],1631108,,,1610612747,112,91,2024-01-26T05:16:53Z,4760000,False,,,0,,M. Christie Free Throw 2 of 2 (2 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
480,PT00M02.20S,2024-01-26T05:17:40.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626174,,,1610612741,112,91,2024-01-26T05:17:54Z,4780000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (White 2 FT),"[1626174, 1629632]",1610612747.0,LAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,1.0,0.0,White,1629632.0
482,PT00M02.20S,2024-01-26T05:18:13.1Z,3,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,112,92,2024-01-26T05:18:13Z,4800000,False,,,0,,C. White Free Throw 1 of 2 (18 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
483,PT00M02.20S,2024-01-26T05:18:29.5Z,3,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,112,93,2024-01-26T05:18:29Z,4810000,False,,,0,,C. White Free Throw 2 of 2 (19 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
484,PT00M00.80S,2024-01-26T05:18:36.4Z,3,REGULAR,3pt,Jump Shot,[],1626156,26.461892247043366,6.862745098039213,1610612747,112,93,2024-01-26T05:19:33Z,4820000,False,-216.0,639.0,1,right,MISS D. Russell 67' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,67.42,Missed,,,,,,,,,,,,,,,,,,
485,PT00M00.80S,2024-01-26T05:18:36.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,112,93,2024-01-26T05:19:33Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,484.0,,,,,,,,,
486,PT00M00.00S,2024-01-26T05:18:41.0Z,3,REGULAR,period,end,[],0,,,1610612747,112,93,2024-01-26T05:18:41Z,4840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,out,['startperiod'],1626156,,,1610612747,112,93,2024-01-26T05:21:14Z,4850000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,out,['startperiod'],1631108,,,1610612747,112,93,2024-01-26T05:21:14Z,4860000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,out,['startperiod'],1628975,,,1610612747,112,93,2024-01-26T05:21:14Z,4870000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,out,['startperiod'],1627936,,,1610612747,112,93,2024-01-26T05:21:14Z,4880000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,112,93,2024-01-26T05:21:14Z,4890000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,112,93,2024-01-26T05:21:14Z,4900000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,in,['startperiod'],1630172,,,1610612747,112,93,2024-01-26T05:21:14Z,4910000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2024-01-26T05:21:02.6Z,4,REGULAR,substitution,in,['startperiod'],201942,,,1610612747,112,93,2024-01-26T05:21:14Z,4920000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2024-01-26T05:21:18.0Z,4,REGULAR,period,start,[],0,,,1610612747,112,93,2024-01-26T05:21:18Z,4930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M42.00S,2024-01-26T05:21:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.47897503285151,49.26470588235294,1610612747,114,93,2024-01-26T05:24:18Z,4940000,False,-4.0,9.0,1,right,L. James cutting Layup (16 PTS) (A. Reaves 7 AST),"[2544, 1630559]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,0.95,Made,16.0,A. Reaves,1630559.0,7.0,,,,,,,,,,,,,,
498,PT11M42.00S,2024-01-26T05:21:41.8Z,4,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612747,114,93,2024-01-26T05:21:46Z,4960000,False,,,0,,P. Williams shooting personal FOUL (4 PF) (James 1 FT),"[1630172, 2544]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,4.0,0.0,James,2544.0
500,PT11M42.00S,2024-01-26T05:22:03.9Z,4,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,115,93,2024-01-26T05:22:03Z,4980000,False,,,0,,L. James Free Throw 1 of 1 (17 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
501,PT11M31.00S,2024-01-26T05:22:13.8Z,4,REGULAR,turnover,bad pass,[],202696,,,1610612741,115,93,2024-01-26T05:22:19Z,4990000,False,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 1629060]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Hachimura,1629060.0,,,,,,,,,,
502,PT11M31.00S,2024-01-26T05:22:13.8Z,4,REGULAR,steal,,[],1629060,,,1610612747,115,93,2024-01-26T05:22:16Z,5000000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
503,PT11M27.00S,2024-01-26T05:22:18.2Z,4,REGULAR,turnover,lost ball,[],1629020,,,1610612747,115,93,2024-01-26T05:22:23Z,5010000,False,,,0,,J. Vanderbilt lost ball TURNOVER (2 TO),"[1629020, 201942]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,DeRozan,201942.0,,,,,,,,,,
504,PT11M27.00S,2024-01-26T05:22:18.2Z,4,REGULAR,steal,,[],201942,,,1610612741,115,93,2024-01-26T05:22:20Z,5020000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
505,PT11M21.00S,2024-01-26T05:22:24.1Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629632,32.37516425755584,24.264705882352942,1610612741,115,93,2024-01-26T05:22:40Z,5030000,False,129.0,252.0,1,left,MISS C. White 28' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,28.28,Missed,,,,,,,,,,,,,,,,,,
506,PT11M17.00S,2024-01-26T05:22:28.1Z,4,REGULAR,rebound,offensive,[],203083,,,1610612741,115,93,2024-01-26T05:22:32Z,5040000,False,,,0,,A. Drummond REBOUND (Off:5 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,505.0,8.0,3.0,5.0,,,,,,
507,PT11M17.00S,2024-01-26T05:22:27.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203083,5.590000152587891,50.0,1610612741,115,95,2024-01-26T05:23:26Z,5050000,False,0.0,0.0,1,left,A. Drummond tip Layup (9 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
508,PT11M01.00S,2024-01-26T05:22:43.2Z,4,REGULAR,3pt,Jump Shot,[],2544,67.9862023653088,31.617647058823522,1610612747,118,95,2024-01-26T05:22:51Z,5060000,False,-92.0,248.0,1,right,L. James 26' 3PT  (20 PTS) (A. Reaves 8 AST),"[2544, 1630559]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.49,Made,20.0,A. Reaves,1630559.0,8.0,,,,,,,,,,,,,,
510,PT10M41.00S,2024-01-26T05:23:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.539421813403408,51.22549019607843,1610612741,118,97,2024-01-26T05:23:08Z,5080000,False,-6.0,18.0,1,left,A. Drummond driving Layup (11 PTS) (C. White 3 AST),"[203083, 1629632]",1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.94,Made,11.0,C. White,1629632.0,3.0,,,,,,,,,,,,,,
512,PT10M16.00S,2024-01-26T05:23:29.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629020,86.7772667542707,53.431372549019606,1610612747,118,97,2024-01-26T05:23:36Z,5100000,False,17.0,72.0,1,right,MISS J. Vanderbilt 7' driving floating Shot,[1629020],1610612747.0,LAL,driving floating,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
513,PT10M13.00S,2024-01-26T05:23:32.7Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,118,97,2024-01-26T05:23:36Z,5110000,False,,,0,,A. Drummond REBOUND (Off:5 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,512.0,9.0,4.0,5.0,,,,,,
514,PT10M02.00S,2024-01-26T05:23:42.3Z,4,REGULAR,2pt,Jump Shot,[],202696,17.263469119579497,23.529411764705884,1610612741,118,99,2024-01-26T05:23:46Z,5120000,False,132.0,110.0,1,left,N. Vucevic 17' Jump Shot (17 PTS) (P. Williams 2 AST),"[202696, 1630172]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right Center,17.2,Made,17.0,P. Williams,1630172.0,2.0,,,,,,,,,,,,,,
516,PT09M56.00S,2024-01-26T05:23:53.8Z,4,REGULAR,foul,personal,['2freethrow'],202696,,,1610612747,118,99,2024-01-26T05:23:59Z,5140000,False,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Wood 2 FT),"[202696, 1626174]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,,,,,,,,,,2.0,0.0,Wood,1626174.0
519,PT09M56.00S,2024-01-26T05:26:50.1Z,4,REGULAR,freethrow,1 of 2,[],1626174,,,1610612747,119,99,2024-01-26T05:26:50Z,5170000,False,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
520,PT09M56.00S,2024-01-26T05:27:03.6Z,4,REGULAR,freethrow,2 of 2,[],1626174,,,1610612747,120,99,2024-01-26T05:27:03Z,5180000,False,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
521,PT09M48.00S,2024-01-26T05:27:19.5Z,4,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612741,120,99,2024-01-26T05:27:31Z,5190000,False,,,0,,C. Wood shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1626174, 201942]",1610612747.0,LAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,,,2.0,0.0,DeRozan,201942.0
523,PT09M48.00S,2024-01-26T05:27:43.8Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,120,100,2024-01-26T05:27:43Z,5210000,False,,,0,,D. DeRozan Free Throw 1 of 2 (19 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
524,PT09M48.00S,2024-01-26T05:27:59.4Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,120,101,2024-01-26T05:27:59Z,5220000,False,,,0,,D. DeRozan Free Throw 2 of 2 (20 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
525,PT09M23.00S,2024-01-26T05:28:24.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,90.71944809461235,51.22549019607843,1610612747,120,101,2024-01-26T05:28:28Z,5230000,False,6.0,35.0,1,right,MISS J. Vanderbilt driving Layup,[1629020],1610612747.0,LAL,driving,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
527,PT09M20.00S,2024-01-26T05:28:27.3Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,120,101,2024-01-26T05:28:28Z,5250000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,525.0,8.0,5.0,3.0,,,,,,
