actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M33.00S,2024-01-26T03:52:26.0Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,16,16,2024-01-26T03:53:19Z,860000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M33.00S,2024-01-26T03:52:26.0Z,1,REGULAR,substitution,in,[],1628975,,,1610612747,16,16,2024-01-26T03:53:19Z,870000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M33.00S,2024-01-26T03:52:44.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630559,,,1610612747,17,16,2024-01-26T03:52:44Z,880000,False,,,0,,A. Reaves Free Throw 1 of 1 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
89,PT05M14.00S,2024-01-26T03:53:04.8Z,1,REGULAR,2pt,Jump Shot,[],201942,71.00854139290408,41.91176470588235,1610612741,17,18,2024-01-26T03:53:10Z,890000,False,-40.0,220.0,1,right,D. DeRozan 22' Jump Shot (8 PTS) (J. Carter 1 AST),"[201942, 1628975]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,22.37,Made,8.0,J. Carter,1628975.0,1.0,,,,,,,,,,,,,,
92,PT05M01.00S,2024-01-26T03:53:18.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,7.539421813403408,51.96078431372549,1610612747,19,18,2024-01-26T03:53:23Z,920000,False,-10.0,18.0,1,left,L. James driving DUNK (5 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.08,Made,5.0,,,,,,,,,,,,,,,,,
93,PT04M31.00S,2024-01-26T03:53:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,82.17805519053877,46.07843137254902,1610612741,19,20,2024-01-26T03:53:53Z,930000,False,-20.0,115.0,1,right,A. Dosunmu 11' fadeaway Jump Shot (2 PTS),[1630245],1610612741.0,CHI,fadeaway,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,11.67,Made,2.0,,,,,,,,,,,,,,,,,
94,PT04M21.00S,2024-01-26T03:54:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,9.116294349540084,52.94117647058824,1610612747,21,20,2024-01-26T03:54:04Z,940000,False,-15.0,33.0,1,left,A. Davis cutting Layup (4 PTS) (A. Reaves 2 AST),"[203076, 1630559]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.63,Made,4.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,,,,
96,PT04M21.00S,2024-01-26T03:54:05.0Z,1,REGULAR,foul,personal,['1freethrow'],201942,,,1610612747,21,20,2024-01-26T03:54:12Z,960000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Davis 1 FT),"[201942, 203076]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,,,1.0,0.0,Davis,203076.0
98,PT04M21.00S,2024-01-26T03:54:13.2Z,1,REGULAR,substitution,out,[],2544,,,1610612747,21,20,2024-01-26T03:55:28Z,980000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M21.00S,2024-01-26T03:54:13.2Z,1,REGULAR,substitution,out,[],201942,,,1610612747,21,20,2024-01-26T03:55:28Z,990000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M21.00S,2024-01-26T03:54:13.2Z,1,REGULAR,substitution,out,[],1630172,,,1610612747,21,20,2024-01-26T03:55:28Z,1000000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M21.00S,2024-01-26T03:54:13.2Z,1,REGULAR,substitution,in,[],1629060,,,1610612747,21,20,2024-01-26T03:55:28Z,1010000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M21.00S,2024-01-26T03:54:13.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612747,21,20,2024-01-26T03:55:28Z,1020000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M21.00S,2024-01-26T03:54:13.2Z,1,REGULAR,substitution,in,[],1627936,,,1610612747,21,20,2024-01-26T03:55:28Z,1030000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M21.00S,2024-01-26T03:54:43.6Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,22,20,2024-01-26T03:54:43Z,1040000,False,,,0,,A. Davis Free Throw 1 of 1 (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
105,PT04M08.00S,2024-01-26T03:54:59.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.5946123521682,59.80392156862745,1610612741,22,22,2024-01-26T03:55:04Z,1050000,False,49.0,83.0,1,right,N. Vucevic 9' Hook (4 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,9.63,Made,4.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
107,PT03M53.00S,2024-01-26T03:55:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,19.103153745072277,94.6078431372549,1610612747,25,22,2024-01-26T03:55:21Z,1070000,False,-223.0,127.0,1,left,R. Hachimura 25' 3PT  (3 PTS) (A. Reaves 3 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,25.67,Made,3.0,A. Reaves,1630559.0,3.0,,,,,,,,,,,,,,
109,PT03M43.00S,2024-01-26T03:55:24.7Z,1,REGULAR,3pt,Jump Shot,[],1628975,67.59198423127464,34.803921568627445,1610612741,25,22,2024-01-26T03:56:10Z,1090000,False,-76.0,252.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
110,PT03M43.00S,2024-01-26T03:55:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,25,22,2024-01-26T03:56:10Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,109.0,,,,,,,,,
112,PT03M31.00S,2024-01-26T03:55:52.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630245,85.72601839684626,61.27450980392157,1610612741,25,24,2024-01-26T03:56:00Z,1120000,False,56.0,82.0,1,right,A. Dosunmu 9' floating Jump Shot (4 PTS) (A. Caruso 2 AST),"[1630245, 1627936]",1610612741.0,CHI,floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Right,9.93,Made,4.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,
114,PT03M17.00S,2024-01-26T03:56:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,32.50657030223391,57.35294117647059,1610612747,25,24,2024-01-26T04:01:11Z,1140000,False,-37.0,253.0,1,left,MISS A. Reaves 25' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
115,PT03M15.00S,2024-01-26T03:56:08.0Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,25,24,2024-01-26T03:56:16Z,1150000,False,,,0,,A. Davis REBOUND (Off:3 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,114.0,4.0,1.0,3.0,,,,,,
116,PT03M15.00S,2024-01-26T03:56:11.3Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612747,25,24,2024-01-26T03:56:16Z,1160000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Davis 2 FT),"[202696, 203076]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,1.0,0.0,Davis,203076.0
118,PT03M15.00S,2024-01-26T03:56:41.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,25,24,2024-01-26T03:56:41Z,1180000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
119,PT03M15.00S,2024-01-26T03:56:41.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,25,24,2024-01-26T03:56:41Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,
120,PT03M15.00S,2024-01-26T03:56:44.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,25,24,2024-01-26T03:56:44Z,1200000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M15.00S,2024-01-26T03:59:18.7Z,1,REGULAR,substitution,out,[],202696,,,1610612747,25,24,2024-01-26T03:59:30Z,1210000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M15.00S,2024-01-26T03:59:18.7Z,1,REGULAR,substitution,in,[],203083,,,1610612747,25,24,2024-01-26T03:59:30Z,1220000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M15.00S,2024-01-26T03:56:41.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,25,24,2024-01-26T03:59:48Z,1230000,False,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
124,PT03M12.00S,2024-01-26T03:56:44.3Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612741,25,24,2024-01-26T03:59:48Z,1240000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,
125,PT03M00.00S,2024-01-26T03:59:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,73.37385019710908,86.27450980392157,1610612741,25,27,2024-01-26T04:00:03Z,1250000,False,181.0,198.0,1,right,C. White 26' 3PT  (3 PTS) (A. Caruso 3 AST),"[1629632, 1627936]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,26.84,Made,3.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,,,,
127,PT02M40.00S,2024-01-26T04:00:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,6.356767411300922,49.50980392156863,1610612747,27,27,2024-01-26T04:00:22Z,1270000,False,2.0,7.0,1,left,J. Vanderbilt driving Layup (2 PTS) (M. Christie 1 AST),"[1629020, 1631108]",1610612747.0,LAL,driving,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,M. Christie,1631108.0,1.0,,,,,,,,,,,,,,
129,PT02M12.00S,2024-01-26T04:00:48.1Z,1,REGULAR,turnover,lost ball,[],1630245,,,1610612741,27,27,2024-01-26T04:05:34Z,1290000,False,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 1631108]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,Christie,1631108.0,,,,,,,,,,
130,PT02M12.00S,2024-01-26T04:00:48.1Z,1,REGULAR,steal,,[],1631108,,,1610612747,27,27,2024-01-26T04:03:54Z,1300000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
131,PT02M05.00S,2024-01-26T04:00:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629060,8.984888304862025,50.49019607843137,1610612747,29,27,2024-01-26T04:00:59Z,1310000,False,-2.0,32.0,1,left,R. Hachimura running Layup (5 PTS) (A. Davis 3 AST),"[1629060, 203076]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.21,Made,5.0,A. Davis,203076.0,3.0,,,,,,,,,,,,,,
133,PT01M55.00S,2024-01-26T04:01:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,91.50788436268068,64.2156862745098,1610612741,29,27,2024-01-26T04:01:10Z,1330000,False,71.0,27.0,1,right,MISS C. White 7' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,7.62,Missed,,,,,,,,,,,,,,,,,,
134,PT01M55.00S,2024-01-26T04:01:04.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,29,27,2024-01-26T04:01:10Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,133.0,,,,,,,,,
136,PT01M55.00S,2024-01-26T04:01:13.6Z,1,REGULAR,substitution,out,[],203076,,,1610612741,29,27,2024-01-26T04:01:25Z,1360000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2024-01-26T04:01:13.6Z,1,REGULAR,substitution,out,[],1630559,,,1610612741,29,27,2024-01-26T04:01:25Z,1370000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M55.00S,2024-01-26T04:01:13.6Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,29,27,2024-01-26T04:01:25Z,1380000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M55.00S,2024-01-26T04:01:13.6Z,1,REGULAR,substitution,in,[],1626174,,,1610612741,29,27,2024-01-26T04:01:25Z,1390000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M55.00S,2024-01-26T04:01:13.6Z,1,REGULAR,substitution,in,[],1626156,,,1610612741,29,27,2024-01-26T04:01:25Z,1400000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M55.00S,2024-01-26T04:01:13.6Z,1,REGULAR,substitution,in,[],201942,,,1610612741,29,27,2024-01-26T04:01:25Z,1410000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M44.00S,2024-01-26T04:01:40.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,69.56307490144546,23.284313725490193,1610612741,29,27,2024-01-26T04:01:43Z,1420000,False,-134.0,234.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
143,PT01M43.00S,2024-01-26T04:01:41.2Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,29,27,2024-01-26T04:01:43Z,1430000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,142.0,1.0,0.0,1.0,,,,,,
144,PT01M42.00S,2024-01-26T04:01:42.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,93.08475689881735,51.96078431372549,1610612741,29,29,2024-01-26T04:01:48Z,1440000,False,10.0,13.0,1,right,A. Drummond putback DUNK (2 PTS),[203083],1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
145,PT01M20.00S,2024-01-26T04:02:05.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,21.994086727989497,61.029411764705884,1610612747,31,29,2024-01-26T04:02:08Z,1450000,False,-55.0,154.0,1,left,D. Russell 16' pullup Jump Shot (5 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,16.37,Made,5.0,,,,,,,,,,,,,,,,,
146,PT01M01.00S,2024-01-26T04:02:24.6Z,1,REGULAR,3pt,Jump Shot,[],201942,67.9862023653088,34.31372549019608,1610612741,31,32,2024-01-26T04:02:28Z,1460000,False,-78.0,248.0,1,right,D. DeRozan 26' 3PT  (11 PTS) (J. Carter 2 AST),"[201942, 1628975]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,26.05,Made,11.0,J. Carter,1628975.0,2.0,,,,,,,,,,,,,,
148,PT00M48.40S,2024-01-26T04:02:39.3Z,1,REGULAR,2pt,Jump Shot,[],1626174,18.446123521681997,25.0,1610612747,31,32,2024-01-26T04:02:42Z,1480000,False,125.0,121.0,1,left,MISS C. Wood 17' Jump Shot,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right Center,17.39,Missed,,,,,,,,,,,,,,,,,,
149,PT00M45.90S,2024-01-26T04:02:41.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,31,32,2024-01-26T04:02:41Z,1490000,False,,,0,,C. White REBOUND (Off:1 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,148.0,4.0,3.0,1.0,,,,,,
150,PT00M33.60S,2024-01-26T04:02:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,89.79960578186596,54.16666666666667,1610612741,31,32,2024-01-26T04:03:00Z,1500000,False,21.0,43.0,1,right,MISS A. Drummond Layup - blocked,"[203083, 1626174]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,Wood,1626174.0,,,,
151,PT00M33.60S,2024-01-26T04:02:53.9Z,1,REGULAR,block,,[],1626174,,,1610612741,31,32,2024-01-26T04:02:57Z,1510000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
152,PT00M29.60S,2024-01-26T04:02:57.9Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,31,32,2024-01-26T04:03:00Z,1520000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,
153,PT00M27.90S,2024-01-26T04:02:59.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,31.192509855453352,80.88235294117646,1610612747,31,32,2024-01-26T04:03:05Z,1530000,False,-154.0,241.0,1,left,MISS D. Russell 28' running 3PT,[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,28.6,Missed,,,,,,,,,,,,,,,,,,
154,PT00M24.80S,2024-01-26T04:03:02.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,31,32,2024-01-26T04:03:05Z,1540000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,153.0,2.0,1.0,1.0,,,,,,
155,PT00M03.70S,2024-01-26T04:03:23.9Z,1,REGULAR,3pt,Jump Shot,[],1628975,75.34494086727989,93.38235294117646,1610612741,31,32,2024-01-26T04:03:29Z,1550000,False,217.0,179.0,1,right,MISS J. Carter 28' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,28.14,Missed,,,,,,,,,,,,,,,,,,
156,PT00M02.70S,2024-01-26T04:03:24.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,31,32,2024-01-26T04:03:29Z,1560000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,155.0,,,,,,,,,
158,PT00M00.00S,2024-01-26T04:03:41.9Z,1,REGULAR,period,end,[],0,,,1610612747,31,32,2024-01-26T04:03:41Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-01-26T04:05:57.2Z,2,REGULAR,substitution,out,['startperiod'],1631108,,,1610612747,31,32,2024-01-26T04:06:21Z,1590000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-01-26T04:05:57.2Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,31,32,2024-01-26T04:06:21Z,1600000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-01-26T04:06:19.6Z,2,REGULAR,period,start,[],0,,,1610612741,31,32,2024-01-26T04:06:22Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M45.00S,2024-01-26T04:06:39.5Z,2,REGULAR,substitution,out,[],1628975,,,1610612741,31,32,2024-01-26T04:06:46Z,1630000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M45.00S,2024-01-26T04:06:39.5Z,2,REGULAR,substitution,in,[],1631207,,,1610612741,31,32,2024-01-26T04:06:46Z,1640000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M40.00S,2024-01-26T04:06:56.5Z,2,REGULAR,2pt,Jump Shot,[],201942,80.86399474375821,79.90196078431373,1610612741,31,32,2024-01-26T04:07:03Z,1650000,False,150.0,127.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,19.64,Missed,,,,,,,,,,,,,,,,,,
166,PT11M36.00S,2024-01-26T04:07:00.5Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,31,32,2024-01-26T04:07:03Z,1660000,False,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,165.0,3.0,1.0,2.0,,,,,,
167,PT11M34.00S,2024-01-26T04:07:02.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,72.9796320630749,16.17647058823529,1610612741,31,35,2024-01-26T04:07:07Z,1670000,False,-169.0,201.0,1,right,C. White 26' 3PT  (6 PTS) (D. Terry 1 AST),"[1629632, 1631207]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.31,Made,6.0,D. Terry,1631207.0,1.0,,,,,,,,,,,,,,
169,PT11M17.00S,2024-01-26T04:07:19.4Z,2,REGULAR,3pt,Jump Shot,[],1629020,6.701708278580824,5.369178921568633,1610612747,34,35,2024-01-26T04:07:26Z,1690000,False,223.0,10.0,1,left,J. Vanderbilt 3PT  (5 PTS) (L. James 2 AST),"[1629020, 2544]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,22.34,Made,5.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
171,PT11M11.00S,2024-01-26T04:07:28.2Z,2,REGULAR,foul,personal,[],1629060,,,1610612741,34,35,2024-01-26T04:07:36Z,1710000,False,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 1629632]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628484.0,,,,,,,,,,1.0,0.0,White,1629632.0
173,PT11M11.00S,2024-01-26T04:07:36.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,34,35,2024-01-26T04:07:42Z,1730000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M11.00S,2024-01-26T04:07:36.4Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,34,35,2024-01-26T04:07:42Z,1740000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M00.00S,2024-01-26T04:08:08.2Z,2,REGULAR,3pt,Jump Shot,[],1631207,74.81931668856767,88.23529411764706,1610612741,34,38,2024-01-26T04:08:13Z,1760000,False,191.0,184.0,1,right,D. Terry 26' 3PT  (3 PTS) (P. Williams 1 AST),"[1631207, 1630172]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Right Center,26.55,Made,3.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,
179,PT10M41.00S,2024-01-26T04:08:37.8Z,2,REGULAR,foul,personal,[],1631207,,,1610612747,34,38,2024-01-26T04:08:47Z,1790000,False,,,0,,D. Terry personal FOUL (1 PF),"[1631207, 1629060]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,,,,,,1.0,0.0,Hachimura,1629060.0
