actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
92,PT04M20.00S,2023-12-06T03:27:27.8Z,1,REGULAR,substitution,out,[],1627752,,,1610612756,20,17,2023-12-06T03:27:51Z,910000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M20.00S,2023-12-06T03:27:27.8Z,1,REGULAR,substitution,out,[],2544,,,1610612756,20,17,2023-12-06T03:27:51Z,920000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M20.00S,2023-12-06T03:27:27.8Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,20,17,2023-12-06T03:27:51Z,930000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M20.00S,2023-12-06T03:27:27.8Z,1,REGULAR,substitution,in,[],1629060,,,1610612756,20,17,2023-12-06T03:27:51Z,940000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M20.00S,2023-12-06T03:27:27.8Z,1,REGULAR,substitution,in,[],1630559,,,1610612756,20,17,2023-12-06T03:27:51Z,950000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M20.00S,2023-12-06T03:27:27.8Z,1,REGULAR,substitution,in,[],1629020,,,1610612756,20,17,2023-12-06T03:27:51Z,960000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M20.00S,2023-12-06T03:27:27.8Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,20,17,2023-12-06T03:27:51Z,970000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M20.00S,2023-12-06T03:28:08.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628960,,,1610612756,20,18,2023-12-06T03:28:08Z,980000,False,,,0,,G. Allen Free Throw 1 of 1 (6 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
100,PT04M11.00S,2023-12-06T03:28:21.7Z,1,REGULAR,foul,technical,['1freethrow'],1629234,,,1610612747,20,18,2023-12-06T03:28:38Z,990000,False,,,0,,D. Eubanks defensive-3-second technical FOUL (1 Tech),[1629234],1610612756.0,PHX,defensive-3-second,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1199.0,,,,,,,0.0,1.0,,,,
101,PT04M11.00S,2023-12-06T03:28:43.2Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,21,18,2023-12-06T03:28:43Z,1000000,False,,,0,,A. Davis technical Free Throw 1 of 1 (8 PTS),[203076],1610612747.0,LAL,technical,,,Davis,A. Davis,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
102,PT04M11.00S,2023-12-06T03:28:44.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612747,21,18,2023-12-06T03:28:49Z,1010000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2023-12-06T03:28:44.4Z,1,REGULAR,substitution,in,[],1629642,,,1610612747,21,18,2023-12-06T03:28:49Z,1020000,False,,,0,,SUB in: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M58.00S,2023-12-06T03:29:12.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,92.82194480946123,53.67647058823529,1610612747,23,18,2023-12-06T03:29:15Z,1030000,False,18.0,15.0,1,right,R. Hachimura driving Layup (2 PTS) (M. Christie 1 AST),"[1629060, 1631108]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.37,Made,,2.0,M. Christie,1631108.0,1.0,,,,,,,,,,,,,
106,PT03M43.00S,2023-12-06T03:29:27.7Z,1,REGULAR,3pt,Jump Shot,[],1629006,8.853482260183966,5.637254901960787,1610612756,23,18,2023-12-06T03:29:33Z,1050000,False,222.0,31.0,1,left,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,22.39,Missed,,,,,,,,,,,,,,,,,,
107,PT03M40.00S,2023-12-06T03:29:29.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,23,18,2023-12-06T03:29:29Z,1060000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,106.0,,,,,,,1.0,1.0,0.0,,,,,,,,
108,PT03M31.00S,2023-12-06T03:29:41.1Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612747,23,18,2023-12-06T03:29:53Z,1070000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Davis 2 FT),"[1629234, 203076]",1610612756.0,PHX,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,,,1.0,1.0,Davis,203076.0,,
110,PT03M31.00S,2023-12-06T03:30:16.0Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,24,18,2023-12-06T03:30:16Z,1090000,False,,,0,,A. Davis Free Throw 1 of 2 (9 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
111,PT03M31.00S,2023-12-06T03:30:34.5Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,25,18,2023-12-06T03:30:34Z,1100000,False,,,0,,A. Davis Free Throw 2 of 2 (10 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
112,PT03M10.00S,2023-12-06T03:30:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,6.8823915900131425,54.65686274509804,1610612756,25,18,2023-12-06T03:31:23Z,1110000,False,-23.0,12.0,1,left,MISS N. Little driving Layup - blocked,"[1629642, 203076]",1610612756.0,PHX,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,Davis,203076.0
113,PT03M10.00S,2023-12-06T03:30:57.3Z,1,REGULAR,block,,[],203076,,,1610612756,25,18,2023-12-06T03:31:00Z,1120000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT03M07.00S,2023-12-06T03:31:00.3Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612756,25,18,2023-12-06T03:31:20Z,1130000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,112.0,,,,,,,1.0,0.0,1.0,,,,,,,,
115,PT03M07.00S,2023-12-06T03:31:04.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612756,25,18,2023-12-06T03:31:15Z,1140000,False,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1199.0,,,,,,,,,,,,
116,PT02M53.00S,2023-12-06T03:31:31.8Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,25,18,2023-12-06T03:31:35Z,1150000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1629006]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,Okogie,1629006.0,,,,,,
117,PT02M53.00S,2023-12-06T03:31:31.8Z,1,REGULAR,steal,,[],1629006,,,1610612756,25,18,2023-12-06T03:31:33Z,1160000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
118,PT02M43.00S,2023-12-06T03:31:42.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629642,8.459264126149804,96.32352941176471,1610612756,25,21,2023-12-06T03:31:47Z,1170000,False,-232.0,27.0,1,left,N. Little 3PT  (3 PTS) (D. Eubanks 1 AST),"[1629642, 1629234]",1610612756.0,PHX,,,,Little,N. Little,,,,,Left Corner 3,24+ Left,23.32,Made,,3.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,
120,PT02M28.00S,2023-12-06T03:31:57.0Z,1,REGULAR,3pt,Jump Shot,[],1631108,73.37385019710908,19.607843137254903,1610612747,25,21,2023-12-06T03:32:01Z,1190000,False,-152.0,198.0,1,right,MISS M. Christie 24' 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
121,PT02M23.00S,2023-12-06T03:32:02.0Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,25,21,2023-12-06T03:32:01Z,1200000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,120.0,,,,,,,1.0,1.0,0.0,,,,,,,,
122,PT02M22.00S,2023-12-06T03:32:06.3Z,1,REGULAR,foul,personal,[],1631108,,,1610612756,25,21,2023-12-06T03:32:33Z,1210000,False,,,0,,M. Christie personal FOUL (2 PF),"[1631108, 201142]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Center,,,,,,,,200833.0,,,,,,,2.0,0.0,Durant,201142.0,,
124,PT02M22.00S,2023-12-06T03:32:13.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,25,21,2023-12-06T03:32:13Z,1230000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M22.00S,2023-12-06T03:35:10.0Z,1,REGULAR,substitution,out,[],201569,,,1610612756,25,21,2023-12-06T03:35:35Z,1240000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2023-12-06T03:35:10.0Z,1,REGULAR,substitution,out,[],201142,,,1610612756,25,21,2023-12-06T03:35:35Z,1250000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M22.00S,2023-12-06T03:35:10.0Z,1,REGULAR,substitution,in,[],1628960,,,1610612756,25,21,2023-12-06T03:35:35Z,1260000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M22.00S,2023-12-06T03:35:10.0Z,1,REGULAR,substitution,in,[],1626164,,,1610612756,25,21,2023-12-06T03:35:35Z,1270000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M11.00S,2023-12-06T03:35:49.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612756,25,21,2023-12-06T03:36:14Z,1280000,False,,,0,,J. Vanderbilt personal FOUL (1 PF) (Allen 2 FT),"[1629020, 1628960]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Center,,,,,,,,200833.0,,,,,,,1.0,0.0,Allen,1628960.0,,
131,PT02M11.00S,2023-12-06T03:36:15.5Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,25,22,2023-12-06T03:36:15Z,1300000,False,,,0,,G. Allen Free Throw 1 of 2 (7 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
132,PT02M11.00S,2023-12-06T03:36:16.2Z,1,REGULAR,substitution,out,[],1631108,,,1610612756,25,22,2023-12-06T03:36:21Z,1310000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2023-12-06T03:36:16.2Z,1,REGULAR,substitution,in,[],2544,,,1610612756,25,22,2023-12-06T03:36:21Z,1320000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M11.00S,2023-12-06T03:36:36.0Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,25,23,2023-12-06T03:36:36Z,1330000,False,,,0,,G. Allen Free Throw 2 of 2 (8 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
135,PT02M00.00S,2023-12-06T03:36:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,85.72601839684626,43.38235294117647,1610612747,27,23,2023-12-06T03:36:56Z,1340000,False,-33.0,82.0,1,right,A. Davis 8' floating Jump Shot (12 PTS) (A. Reaves 1 AST),"[203076, 1630559]",1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,8.82,Made,,12.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,
137,PT01M35.00S,2023-12-06T03:37:16.0Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,27,23,2023-12-06T03:37:23Z,1360000,False,,,0,,D. Booker lost ball TURNOVER (3 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,3.0,,,,,,,,,,,
138,PT01M35.00S,2023-12-06T03:37:18.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612747,27,23,2023-12-06T03:37:26Z,1370000,False,,,0,,D. Booker loose ball personal FOUL (1 PF) (Vanderbilt 2 FT),"[1626164, 1629020]",1610612756.0,PHX,loose ball,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,,,1199.0,,,,,,,1.0,0.0,Vanderbilt,1629020.0,,
140,PT01M35.00S,2023-12-06T03:37:51.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629020,,,1610612747,27,23,2023-12-06T03:37:51Z,1390000,False,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT01M35.00S,2023-12-06T03:37:51.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,27,23,2023-12-06T03:37:51Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,
142,PT01M35.00S,2023-12-06T03:38:03.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629020,,,1610612747,28,23,2023-12-06T03:38:03Z,1410000,False,,,0,,J. Vanderbilt Free Throw 2 of 2 (1 PTS),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
143,PT01M18.00S,2023-12-06T03:38:22.2Z,1,REGULAR,turnover,out-of-bounds,[],1629642,,,1610612756,28,23,2023-12-06T03:38:27Z,1420000,False,,,0,,N. Little lost ball out-of-bounds TURNOVER (1 TO),[1629642],1610612756.0,PHX,lost ball,,,Little,N. Little,,,,,Mid-Range,8-16 Right,,,,,,,,201639.0,1.0,,,,,,,,,,,
144,PT01M01.00S,2023-12-06T03:38:49.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],2544,93.08475689881735,25.0,1610612747,28,23,2023-12-06T03:38:59Z,1430000,False,-125.0,13.0,1,right,MISS L. James 12' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,12.56,Missed,,,,,,,,,,,,,,,,,,
145,PT00M58.00S,2023-12-06T03:38:52.9Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,28,23,2023-12-06T03:38:52Z,1440000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,144.0,,,,,,,2.0,1.0,1.0,,,,,,,,
146,PT00M56.20S,2023-12-06T03:38:54.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",2544,72.58541392904074,21.07843137254902,1610612747,31,23,2023-12-06T03:39:00Z,1450000,False,-145.0,205.0,1,right,L. James 25' 3PT  (5 PTS) (J. Vanderbilt 1 AST),"[2544, 1629020]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.1,Made,,5.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,
148,PT00M46.60S,2023-12-06T03:39:07.2Z,1,REGULAR,2pt,Jump Shot,[],1626164,22.2568988173456,38.725490196078425,1610612756,31,23,2023-12-06T03:39:12Z,1470000,False,56.0,157.0,1,left,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,16.65,Missed,,,,,,,,,,,,,,,,,,
149,PT00M44.50S,2023-12-06T03:39:09.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,31,23,2023-12-06T03:39:12Z,1480000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Right Center,,,148.0,,,,,,,,,,,,,,,,,
151,PT00M22.70S,2023-12-06T03:39:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.2161629434954,54.90196078431372,1610612747,31,23,2023-12-06T03:39:43Z,1500000,False,25.0,11.0,1,right,MISS A. Davis Layup - blocked,"[203076, 1628960]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,Allen,1628960.0
152,PT00M22.70S,2023-12-06T03:39:39.6Z,1,REGULAR,block,,[],1628960,,,1610612747,31,23,2023-12-06T03:39:42Z,1510000,False,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M19.70S,2023-12-06T03:39:42.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,31,23,2023-12-06T03:39:43Z,1520000,False,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,151.0,,,,,,,4.0,3.0,1.0,,,,,,,,
154,PT00M11.70S,2023-12-06T03:39:53.2Z,1,REGULAR,turnover,backcourt,[],1626164,,,1610612756,31,23,2023-12-06T03:39:59Z,1530000,False,,,0,,D. Booker backcourt TURNOVER (4 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,200833.0,4.0,,,,,,,,,,,
155,PT00M11.70S,2023-12-06T03:40:04.8Z,1,REGULAR,substitution,out,[],1629020,,,1610612747,31,23,2023-12-06T03:40:08Z,1540000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M11.70S,2023-12-06T03:40:04.8Z,1,REGULAR,substitution,in,[],1626156,,,1610612747,31,23,2023-12-06T03:40:08Z,1550000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M03.90S,2023-12-06T03:40:23.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,92.29632063074901,46.81372549019608,1610612747,33,23,2023-12-06T03:40:34Z,1560000,False,-16.0,20.0,1,right,A. Davis cutting DUNK (14 PTS) (L. James 5 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.55,Made,,14.0,L. James,2544.0,5.0,,,,,,,,,,,,,
159,PT00M00.20S,2023-12-06T03:40:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,11.613009198423129,51.96078431372549,1610612756,33,23,2023-12-06T03:41:01Z,1580000,False,-10.0,57.0,1,left,MISS G. Allen driving Layup,[1628960],1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2023-12-06T03:40:33.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,33,23,2023-12-06T03:41:01Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2023-12-06T03:40:39.0Z,1,REGULAR,period,end,[],0,,,1610612756,33,23,2023-12-06T03:40:39Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612756,33,23,2023-12-06T03:44:14Z,1610000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,out,['startperiod'],1626156,,,1610612756,33,23,2023-12-06T03:44:14Z,1620000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612756,33,23,2023-12-06T03:44:14Z,1630000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,out,['startperiod'],1629642,,,1610612756,33,23,2023-12-06T03:44:14Z,1640000,False,,,0,,SUB out: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612756,33,23,2023-12-06T03:44:14Z,1650000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,in,['startperiod'],1629629,,,1610612756,33,23,2023-12-06T03:44:14Z,1660000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,in,['startperiod'],1630692,,,1610612756,33,23,2023-12-06T03:44:14Z,1670000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-12-06T03:43:56.6Z,2,REGULAR,substitution,in,['startperiod'],1628966,,,1610612756,33,23,2023-12-06T03:44:14Z,1680000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-12-06T03:44:13.1Z,2,REGULAR,period,start,[],0,,,1610612747,33,23,2023-12-06T03:44:15Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M44.00S,2023-12-06T03:44:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.34756898817345,45.58823529411765,1610612747,35,23,2023-12-06T03:44:34Z,1700000,False,-22.0,10.0,1,right,L. James driving Layup (7 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.43,Made,,7.0,,,,,,,,,,,,,,,,
172,PT11M26.00S,2023-12-06T03:44:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,7.145203679369246,39.4607843137255,1610612756,35,23,2023-12-06T03:44:53Z,1710000,False,53.0,15.0,1,left,MISS D. Booker turnaround bank Shot,[1626164],1610612756.0,PHX,turnaround bank,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
173,PT11M22.00S,2023-12-06T03:44:50.0Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612756,35,23,2023-12-06T03:44:50Z,1720000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:0),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,172.0,,,,,,,2.0,0.0,2.0,,,,,,,,
174,PT11M22.00S,2023-12-06T03:44:50.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629234,5.590000152587891,50.0,1610612756,35,25,2023-12-06T03:44:58Z,1730000,False,0.0,0.0,1,left,D. Eubanks tip Layup (4 PTS),[1629234],1610612756.0,PHX,tip,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,0.0,Made,,4.0,,,,,,,,,,,,,,,,
175,PT11M12.00S,2023-12-06T03:45:04.0Z,2,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,35,25,2023-12-06T03:51:27Z,1740000,False,,,0,,A. Reaves lost ball out-of-bounds TURNOVER (2 TO),[1630559],1610612747.0,LAL,lost ball,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,2.0,,,,,,,,,,,
