actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
614,PT05M09.00S,2023-11-15T05:46:00.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,11.218791064388967,55.63725490196079,1610612763,120,100,2023-11-15T05:46:29Z,5980000,False,-28.0,53.0,1,left,MISS Z. Williams 6' floating Shot,[1630533],1610612763.0,MEM,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
615,PT05M04.00S,2023-11-15T05:46:05.7Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612747,120,100,2023-11-15T05:46:08Z,5990000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Reddish,C. Reddish,,,,,,614.0,1.0,1.0,0.0,,,,,,,,
616,PT05M01.00S,2023-11-15T05:46:09.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629637,93.34756898817345,51.71568627450981,1610612747,122,100,2023-11-15T05:47:04Z,6000000,False,9.0,10.0,1,right,J. Hayes running alley-oop DUNK (11 PTS) (A. Reaves 7 AST),"[1629637, 1630559]",1610612747.0,LAL,running alley-oop,,,,,,Restricted Area,0-8 Center,1.32,Made,11.0,Hayes,J. Hayes,A. Reaves,1630559.0,7.0,,,,,,,,,,,,,,
618,PT05M01.00S,2023-11-15T05:46:19.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,122,100,2023-11-15T05:46:19Z,6020000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,out,[],1630559,,,1610612763,122,100,2023-11-15T05:49:14Z,6030000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,,,,,,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
620,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,out,[],1629629,,,1610612763,122,100,2023-11-15T05:49:14Z,6040000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
621,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,out,[],1630583,,,1610612763,122,100,2023-11-15T05:49:14Z,6050000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
622,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,out,[],1630533,,,1610612763,122,100,2023-11-15T05:49:14Z,6060000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
623,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,in,[],1626174,,,1610612763,122,100,2023-11-15T05:49:14Z,6070000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
624,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,in,[],1641721,,,1610612763,122,100,2023-11-15T05:49:14Z,6080000,False,,,0,,SUB in: M. Lewis,[1641721],1610612747.0,LAL,,,,,,,,,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,
625,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,in,[],1631246,,,1610612763,122,100,2023-11-15T05:49:14Z,6090000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,,,,,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,
626,PT05M01.00S,2023-11-15T05:49:00.9Z,4,REGULAR,substitution,in,[],1631254,,,1610612763,122,100,2023-11-15T05:49:14Z,6100000,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,,,,,,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,
627,PT04M49.00S,2023-11-15T05:49:19.0Z,4,REGULAR,3pt,Jump Shot,[],1629723,30.404073587385014,77.20588235294117,1610612763,122,103,2023-11-15T05:49:24Z,6110000,False,-136.0,233.0,1,left,J. Konchar 27' 3PT bank (6 PTS) (D. Roddy 3 AST),"[1629723, 1631223]",1610612763.0,MEM,bank,,,,,,Above the Break 3,24+ Left Center,27.0,Made,6.0,Konchar,J. Konchar,D. Roddy,1631223.0,3.0,,,,,,,,,,,,,,
629,PT04M27.00S,2023-11-15T05:49:40.0Z,4,REGULAR,3pt,Jump Shot,[],1629060,66.40932982917215,54.411764705882355,1610612747,125,103,2023-11-15T05:49:46Z,6130000,False,22.0,263.0,1,right,R. Hachimura 26' 3PT  (19 PTS) (M. Christie 1 AST),"[1629060, 1631108]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Center,26.42,Made,19.0,Hachimura,R. Hachimura,M. Christie,1631108.0,1.0,,,,,,,,,,,,,,
631,PT04M13.00S,2023-11-15T05:49:53.9Z,4,REGULAR,2pt,Jump Shot,[],1631254,21.468462549277262,39.70588235294118,1610612763,125,103,2023-11-15T05:49:58Z,6150000,False,51.0,149.0,1,left,MISS K. Lofton Jr. 15' Jump Shot,[1631254],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,15.79,Missed,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,
632,PT04M11.00S,2023-11-15T05:49:55.9Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,125,103,2023-11-15T05:49:58Z,6160000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,,,,Mid-Range,8-16 Center,,,,Hachimura,R. Hachimura,,,,,,631.0,2.0,2.0,0.0,,,,,,,,
633,PT03M59.00S,2023-11-15T05:50:08.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641721,91.11366622864652,46.32352941176471,1610612747,125,103,2023-11-15T05:50:17Z,6170000,False,-18.0,31.0,1,right,MISS M. Lewis driving Layup - blocked,"[1641721, 1631223]",1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,3.6,Missed,,Lewis,M. Lewis,,,,Roddy,1631223.0,,,,,,,,,,,,
634,PT03M59.00S,2023-11-15T05:50:08.8Z,4,REGULAR,block,,[],1631223,,,1610612747,125,103,2023-11-15T05:50:15Z,6180000,False,,,0,,D. Roddy BLOCK (2 BLK),[1631223],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
635,PT03M53.00S,2023-11-15T05:50:14.8Z,4,REGULAR,rebound,defensive,[],1631246,,,1610612763,125,103,2023-11-15T05:50:17Z,6190000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Williams Jr.,V. Williams Jr.,,,,,,633.0,1.0,1.0,0.0,,,,,,,,
636,PT03M48.00S,2023-11-15T05:50:19.3Z,4,REGULAR,3pt,Jump Shot,[],1631254,35.26609724047306,46.568627450980394,1610612763,125,103,2023-11-15T05:50:24Z,6200000,False,17.0,279.0,1,left,MISS K. Lofton Jr. 27' 3PT,[1631254],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,27.95,Missed,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,
637,PT03M46.00S,2023-11-15T05:50:21.8Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,125,103,2023-11-15T05:50:21Z,6210000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Center,,,,Hachimura,R. Hachimura,,,,,,636.0,3.0,3.0,0.0,,,,,,,,
639,PT03M32.00S,2023-11-15T05:50:51.9Z,4,REGULAR,3pt,Jump Shot,[],1631108,74.55650459921156,12.5,1610612747,128,103,2023-11-15T05:50:55Z,6230000,False,-188.0,187.0,1,right,M. Christie 26' 3PT  (3 PTS) (J. Hayes 1 AST),"[1631108, 1629637]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,26.46,Made,3.0,Christie,M. Christie,J. Hayes,1629637.0,1.0,,,,,,,,,,,,,,
641,PT03M18.00S,2023-11-15T05:51:05.8Z,4,REGULAR,3pt,Jump Shot,[],1631223,27.33245729303549,17.378982843137265,1610612763,128,103,2023-11-15T05:51:15Z,6250000,False,163.0,204.0,1,left,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
642,PT03M13.00S,2023-11-15T05:51:10.8Z,4,REGULAR,rebound,offensive,[],1630214,,,1610612763,128,103,2023-11-15T05:51:15Z,6260000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Tillman,X. Tillman,,,,,,641.0,1.0,0.0,1.0,,,,,,,,
643,PT03M07.00S,2023-11-15T05:51:16.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631246,28.301576872536145,83.82352941176471,1610612763,128,103,2023-11-15T05:51:21Z,6270000,False,-169.0,214.0,1,left,MISS V. Williams Jr. 27' 3PT,[1631246],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,
644,PT03M04.00S,2023-11-15T05:51:19.9Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612747,128,103,2023-11-15T05:51:21Z,6280000,False,,,0,,C. Wood REBOUND (Off:3 Def:5),[1626174],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,Wood,C. Wood,,,,,,643.0,8.0,5.0,3.0,,,,,,,,
646,PT02M50.00S,2023-11-15T05:51:47.8Z,4,REGULAR,2pt,Jump Shot,[],1629060,78.89290407358739,43.627450980392155,1610612747,130,103,2023-11-15T05:51:52Z,6300000,False,-32.0,146.0,1,right,R. Hachimura 14' pullup Jump Shot (21 PTS),[1629060],1610612747.0,LAL,pullup,,,,,,Mid-Range,8-16 Center,14.93,Made,21.0,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
647,PT02M33.00S,2023-11-15T05:52:03.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,9.773324572930349,49.50980392156863,1610612763,130,103,2023-11-15T05:52:08Z,6310000,False,2.0,39.0,1,left,MISS D. Roddy driving Layup - blocked,"[1631223, 1626174]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,3.95,Missed,,Roddy,D. Roddy,,,,Wood,1626174.0,,,,,,,,,,,,
648,PT02M33.00S,2023-11-15T05:52:03.8Z,4,REGULAR,block,,[],1626174,,,1610612763,130,103,2023-11-15T05:52:06Z,6320000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
649,PT02M30.00S,2023-11-15T05:52:06.8Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612747,130,103,2023-11-15T05:52:08Z,6330000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Christie,M. Christie,,,,,,647.0,1.0,1.0,0.0,,,,,,,,
650,PT02M30.00S,2023-11-15T05:52:11.9Z,4,REGULAR,turnover,out-of-bounds,[],1631108,,,1610612747,130,103,2023-11-15T05:52:32Z,6340000,False,,,0,,M. Christie bad pass out-of-bounds TURNOVER (1 TO),[1631108],1610612747.0,LAL,bad pass,,,,,,Above the Break 3,24+ Left Center,,,,Christie,M. Christie,,,,,,,,,,1626300.0,1.0,,,,,,
651,PT02M13.00S,2023-11-15T05:52:37.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631223,8.853482260183966,48.774509803921575,1610612763,130,105,2023-11-15T05:52:41Z,6350000,False,6.0,31.0,1,left,D. Roddy driving Hook (17 PTS) (X. Tillman 2 AST),"[1631223, 1630214]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,3.13,Made,17.0,Roddy,D. Roddy,X. Tillman,1630214.0,2.0,,,,,,,,,,,,,,
652,PT02M00.00S,2023-11-15T05:52:54.8Z,4,REGULAR,foul,offensive,[],1626174,,,1610612747,130,105,2023-11-15T05:54:33Z,6360000,False,,,0,,C. Wood offensive FOUL (2 PF),"[1626174, 1631246]",1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wood,C. Wood,,,,,,,,,,202049.0,,2.0,0.0,Williams Jr.,1631246.0,,
655,PT02M00.00S,2023-11-15T05:52:54.8Z,4,REGULAR,turnover,offensive foul,[],1626174,,,1610612747,130,105,2023-11-15T05:52:54Z,6380000,False,,,0,,C. Wood offensive foul TURNOVER (3 TO),[1626174],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wood,C. Wood,,,,,,,,,,202049.0,3.0,,,,,,
656,PT01M47.00S,2023-11-15T05:53:20.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630214,11.613009198423129,53.18627450980392,1610612763,130,107,2023-11-15T05:53:24Z,6390000,False,-16.0,57.0,1,left,X. Tillman turnaround Hook (15 PTS),[1630214],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,15.0,Tillman,X. Tillman,,,,,,,,,,,,,,,,,
657,PT01M37.00S,2023-11-15T05:53:32.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,92.29632063074901,47.79411764705882,1610612747,132,107,2023-11-15T05:53:37Z,6400000,False,-11.0,20.0,1,right,M. Christie driving Layup (5 PTS),[1631108],1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,2.27,Made,5.0,Christie,M. Christie,,,,,,,,,,,,,,,,,
658,PT01M25.00S,2023-11-15T05:53:45.4Z,4,REGULAR,3pt,Jump Shot,[],1631223,20.41721419185282,90.93137254901961,1610612763,132,107,2023-11-15T05:54:41Z,6410000,False,-205.0,139.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
659,PT01M23.00S,2023-11-15T05:53:47.4Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612747,132,107,2023-11-15T05:53:47Z,6420000,False,,,0,,C. Wood REBOUND (Off:3 Def:6),[1626174],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,Wood,C. Wood,,,,,,658.0,9.0,6.0,3.0,,,,,,,,
660,PT01M17.00S,2023-11-15T05:53:56.5Z,4,REGULAR,2pt,Jump Shot,[],1629060,77.31603153745073,70.58823529411765,1610612747,134,107,2023-11-15T05:54:01Z,6430000,False,103.0,161.0,1,right,R. Hachimura 19' pullup Jump Shot (23 PTS),[1629060],1610612747.0,LAL,pullup,,,,,,Mid-Range,16-24 Right Center,19.08,Made,23.0,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
661,PT01M05.00S,2023-11-15T05:54:08.2Z,4,REGULAR,3pt,Jump Shot,[],1629723,29.48423127463863,21.813725490196077,1610612763,134,107,2023-11-15T05:54:13Z,6440000,False,141.0,225.0,1,left,MISS J. Konchar 26' 3PT,[1629723],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
662,PT01M05.00S,2023-11-15T05:54:08.2Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612747,134,107,2023-11-15T05:54:13Z,6450000,False,,,0,,C. Wood REBOUND (Off:3 Def:7),[1626174],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,Wood,C. Wood,,,,,,661.0,10.0,7.0,3.0,,,,,,,,
663,PT00M56.20S,2023-11-15T05:54:18.1Z,4,REGULAR,2pt,Jump Shot,[],1629060,82.70367936925098,28.431372549019613,1610612747,134,107,2023-11-15T05:54:21Z,6460000,False,-108.0,110.0,1,right,MISS R. Hachimura 15' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,,,,Mid-Range,8-16 Left,15.41,Missed,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
664,PT00M53.60S,2023-11-15T05:54:20.7Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,134,107,2023-11-15T05:54:21Z,6470000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Left,,,,Tillman,X. Tillman,,,,,,663.0,2.0,1.0,1.0,,,,,,,,
665,PT00M48.20S,2023-11-15T05:54:31.5Z,4,REGULAR,foul,personal,[],1629637,,,1610612763,134,107,2023-11-15T05:54:42Z,6480000,False,,,0,,J. Hayes personal FOUL (2 PF),"[1629637, 1630214]",1610612747.0,LAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hayes,J. Hayes,,,,,,,,,,1626300.0,,2.0,0.0,Tillman,1630214.0,,
667,PT00M39.10S,2023-11-15T05:54:54.8Z,4,REGULAR,turnover,out-of-bounds,[],1630214,,,1610612763,134,107,2023-11-15T05:55:04Z,6500000,False,,,0,,X. Tillman bad pass out-of-bounds TURNOVER (1 TO),[1630214],1610612763.0,MEM,bad pass,,,,,,Above the Break 3,24+ Left Center,,,,Tillman,X. Tillman,,,,,,,,,,1629178.0,1.0,,,,,,
668,PT00M15.10S,2023-11-15T05:55:26.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612747,134,107,2023-11-15T05:55:33Z,6510000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,202049.0,,,,,,,
669,PT00M00.00S,2023-11-15T05:55:48.6Z,4,REGULAR,period,end,[],0,,,1610612763,134,107,2023-11-15T05:55:48Z,6520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2023-11-15T05:57:27.3Z,4,REGULAR,game,end,[],0,,,0,134,107,2023-11-15T05:57:27Z,6530000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
