actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT04M50.00S,2024-02-14T03:53:38.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.619579500657039,50.245098039215684,1610612747,23,11,2024-02-14T03:53:49Z,870000,False,-1.0,10.0,1,left,A. Davis cutting DUNK (4 PTS) (A. Reaves 3 AST),"[203076, 1630559]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.98,A. Reaves,1630559.0,3.0,,,,,,,,
89,PT04M36.00S,2024-02-14T03:53:52.3Z,1,REGULAR,2pt,Jump Shot,[],1630595,84.80617608409987,69.8529411764706,1610612765,23,11,2024-02-14T03:53:57Z,890000,False,99.0,90.0,1,right,MISS C. Cunningham 13' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,13.42,,,,,,,,,,,
90,PT04M33.00S,2024-02-14T03:53:55.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,23,11,2024-02-14T03:53:57Z,900000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,89.0,,,,,,4.0,4.0,0.0,,,,,
91,PT04M24.00S,2024-02-14T03:54:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.408015768725363,51.22549019607843,1610612747,25,11,2024-02-14T03:54:10Z,910000,False,-6.0,17.0,1,left,L. James driving Layup (6 PTS) (A. Reaves 4 AST),"[2544, 1630559]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,1.82,A. Reaves,1630559.0,4.0,,,,,,,,
93,PT04M09.00S,2024-02-14T03:54:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.95335085413929,46.81372549019608,1610612765,25,11,2024-02-14T03:54:26Z,930000,False,-16.0,14.0,1,right,MISS C. Cunningham driving reverse Layup - blocked,"[1630595, 203076]",1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.1,,,,,,,,Davis,203076.0,,
94,PT04M09.00S,2024-02-14T03:54:18.8Z,1,REGULAR,block,,[],203076,,,1610612765,25,11,2024-02-14T03:54:21Z,940000,False,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M07.00S,2024-02-14T03:54:20.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,25,11,2024-02-14T03:54:26Z,950000,False,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,93.0,,,,,,5.0,5.0,0.0,,,,,
96,PT03M58.00S,2024-02-14T03:54:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,6.356767411300922,45.58823529411765,1610612747,25,11,2024-02-14T03:54:41Z,960000,False,22.0,7.0,1,left,MISS A. Reaves floating Shot,[1630559],1610612747.0,LAL,floating,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.33,,,,,,,,,,,
97,PT03M58.00S,2024-02-14T03:54:34.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,25,11,2024-02-14T03:54:41Z,970000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,96.0,,,,,,,,,,,,,
99,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,out,[],1629060,,,1610612765,25,11,2024-02-14T03:54:58Z,990000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,out,[],2544,,,1610612765,25,11,2024-02-14T03:54:58Z,1000000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,25,11,2024-02-14T03:54:58Z,1010000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,25,11,2024-02-14T03:54:58Z,1020000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,in,[],1627752,,,1610612765,25,11,2024-02-14T03:54:58Z,1030000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,in,[],1626174,,,1610612765,25,11,2024-02-14T03:54:58Z,1040000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,25,11,2024-02-14T03:54:58Z,1050000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2024-02-14T03:54:39.8Z,1,REGULAR,substitution,in,[],1630164,,,1610612765,25,11,2024-02-14T03:54:58Z,1060000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M45.00S,2024-02-14T03:55:07.6Z,1,REGULAR,2pt,Jump Shot,[],1628972,73.63666228646518,49.26470588235294,1610612765,25,13,2024-02-14T03:55:13Z,1070000,False,-4.0,195.0,1,right,T. Brown Jr. 19' step back Jump Shot (2 PTS) (J. Wiseman 1 AST),"[1628972, 1630164]",1610612765.0,DET,step back,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Center,,,,,,Made,,2.0,19.53,J. Wiseman,1630164.0,1.0,,,,,,,,
109,PT03M23.00S,2024-02-14T03:55:30.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,6.8823915900131425,62.5,1610612747,27,13,2024-02-14T03:55:34Z,1090000,False,-62.0,12.0,1,left,A. Davis 6' turnaround Hook (6 PTS),[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,6.0,6.37,,,,,,,,,,,
110,PT03M01.00S,2024-02-14T03:55:51.3Z,1,REGULAR,2pt,Jump Shot,[],1631204,77.57884362680683,72.30392156862744,1610612765,27,13,2024-02-14T03:55:58Z,1100000,False,112.0,158.0,1,right,MISS M. Sasser 19' step back Shot,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,19.36,,,,,,,,,,,
111,PT02M57.00S,2024-02-14T03:55:55.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,27,13,2024-02-14T03:55:58Z,1110000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right Center,,,,,,,110.0,,,,,,1.0,1.0,0.0,,,,,
112,PT02M52.00S,2024-02-14T03:56:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,7.013797634691201,48.0392156862745,1610612747,29,13,2024-02-14T03:56:05Z,1120000,False,10.0,13.0,1,left,C. Wood cutting Layup (2 PTS) (S. Dinwiddie 1 AST),"[1626174, 203915]",1610612747.0,LAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.66,S. Dinwiddie,203915.0,1.0,,,,,,,,
114,PT02M52.00S,2024-02-14T03:56:09.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,29,13,2024-02-14T03:56:09Z,1140000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M52.00S,2024-02-14T03:58:20.3Z,1,REGULAR,substitution,out,[],1630559,,,1610612765,29,13,2024-02-14T03:58:45Z,1150000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M52.00S,2024-02-14T03:58:20.3Z,1,REGULAR,substitution,out,[],1631323,,,1610612765,29,13,2024-02-14T03:58:45Z,1160000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M52.00S,2024-02-14T03:58:20.3Z,1,REGULAR,substitution,in,[],1626156,,,1610612765,29,13,2024-02-14T03:58:45Z,1170000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M52.00S,2024-02-14T03:58:20.3Z,1,REGULAR,substitution,in,[],203488,,,1610612765,29,13,2024-02-14T03:58:45Z,1180000,False,,,0,,SUB in: M. Muscala,[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2024-02-14T03:59:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,81.47174770039422,47.993259803921575,1610612765,29,13,2024-02-14T03:59:33Z,1190000,False,-10.0,122.0,1,right,MISS E. Fournier 12' driving floating Shot,[203095],1610612765.0,DET,driving floating,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,12.21,,,,,,,,,,,
120,PT02M30.00S,2024-02-14T03:59:17.3Z,1,REGULAR,rebound,offensive,[],203095,,,1610612765,29,13,2024-02-14T03:59:33Z,1200000,False,,,0,,E. Fournier REBOUND (Off:1 Def:0),[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,119.0,,,,,,1.0,0.0,1.0,,,,,
121,PT02M28.00S,2024-02-14T03:59:19.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203095,79.54993429697765,62.5,1610612765,29,15,2024-02-14T03:59:35Z,1210000,False,62.0,140.0,1,right,E. Fournier 15' Jump Shot (2 PTS),[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Mid-Range,8-16 Center,,,,,,Made,,2.0,15.3,,,,,,,,,,,
122,PT02M11.00S,2024-02-14T03:59:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,11.744415243101187,64.95098039215686,1610612747,29,15,2024-02-14T03:59:40Z,1220000,False,-75.0,58.0,1,left,MISS D. Russell 9' driving Layup,[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,9.46,,,,,,,,,,,
123,PT02M09.00S,2024-02-14T03:59:38.8Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612765,29,15,2024-02-14T03:59:40Z,1230000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,122.0,,,,,,1.0,1.0,0.0,,,,,
124,PT02M04.00S,2024-02-14T03:59:43.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,94.87516425755585,2.918198529411768,1610612765,29,18,2024-02-14T03:59:55Z,1240000,False,-235.0,-4.0,1,right,E. Fournier 3PT running (5 PTS) (T. Brown Jr. 1 AST),"[203095, 1628972]",1610612765.0,DET,running,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,,,,,,Made,,5.0,23.54,T. Brown Jr.,1628972.0,1.0,,,,,,,,
126,PT01M52.00S,2024-02-14T03:59:58.6Z,1,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612747,29,18,2024-02-14T04:00:03Z,1260000,False,,,0,,D. Russell bad pass out-of-bounds TURNOVER (1 TO),[1626156],1610612747.0,LAL,bad pass,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,202035.0,,,,,,,,,,,,,,,1.0,,,,
127,PT01M39.00S,2024-02-14T04:00:17.5Z,1,REGULAR,turnover,lost ball,[],1631204,,,1610612765,29,18,2024-02-14T04:01:40Z,1270000,False,,,0,,M. Sasser lost ball TURNOVER (1 TO),"[1631204, 1626174]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Wood,1626174.0
128,PT01M39.00S,2024-02-14T04:00:17.5Z,1,REGULAR,steal,,[],1626174,,,1610612747,29,18,2024-02-14T04:01:40Z,1280000,False,,,0,,C. Wood STEAL (1 STL),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
129,PT01M30.00S,2024-02-14T04:00:26.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,26.19908015768725,15.441176470588232,1610612747,32,18,2024-02-14T04:00:31Z,1290000,False,173.0,194.0,1,left,T. Prince 25' 3PT  (3 PTS) (D. Russell 2 AST),"[1627752, 1626156]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,25.97,D. Russell,1626156.0,2.0,,,,,,,,
131,PT01M09.00S,2024-02-14T04:00:46.6Z,1,REGULAR,3pt,Jump Shot,[],203488,71.27135348226018,79.65686274509804,1610612765,32,18,2024-02-14T04:00:52Z,1310000,False,148.0,218.0,1,right,MISS M. Muscala 26' 3PT,[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.32,,,,,,,,,,,
132,PT01M04.00S,2024-02-14T04:00:51.6Z,1,REGULAR,rebound,defensive,[],203915,,,1610612747,32,18,2024-02-14T04:00:52Z,1320000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,,131.0,,,,,,1.0,1.0,0.0,,,,,
133,PT01M02.00S,2024-02-14T04:00:54.9Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612747,32,18,2024-02-14T04:00:59Z,1330000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 203488]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Muscala,203488.0
134,PT01M02.00S,2024-02-14T04:00:54.9Z,1,REGULAR,steal,,[],203488,,,1610612765,32,18,2024-02-14T04:00:56Z,1340000,False,,,0,,M. Muscala STEAL (1 STL),[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
135,PT01M02.00S,2024-02-14T04:00:59.1Z,1,REGULAR,foul,personal,['1freethrow'],203076,,,1610612765,32,18,2024-02-14T04:01:22Z,1350000,False,,,0,,A. Davis transition take personal FOUL (1 PF) (Fournier 1 FT),"[203076, 203095]",1610612747.0,LAL,transition take,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,203054.0,1.0,0.0,Fournier,203095.0,,,,,,,,,,,,,,,
137,PT01M02.00S,2024-02-14T04:01:24.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203095,,,1610612765,32,19,2024-02-14T04:01:24Z,1370000,False,,,0,,E. Fournier transition take Free Throw 1 of 1 (6 PTS),[203095],1610612765.0,DET,transition take,,,Fournier,E. Fournier,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
138,PT00M52.00S,2024-02-14T04:01:46.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630164,89.6681997371879,52.450980392156865,1610612765,32,21,2024-02-14T04:48:44Z,1380000,False,12.0,45.0,1,right,J. Wiseman cutting Layup (2 PTS) (M. Sasser 1 AST),"[1630164, 1631204]",1610612765.0,DET,cutting,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,4.63,M. Sasser,1631204.0,1.0,,,,,,,,
140,PT00M43.80S,2024-02-14T04:02:00.7Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612747,32,21,2024-02-14T04:02:05Z,1400000,False,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1631204]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,,,Sasser,1631204.0
141,PT00M43.80S,2024-02-14T04:02:00.7Z,1,REGULAR,steal,,[],1631204,,,1610612765,32,21,2024-02-14T04:03:21Z,1410000,False,,,0,,M. Sasser STEAL (1 STL),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M35.60S,2024-02-14T04:02:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628972,94.00459921156373,5.392156862745097,1610612765,32,24,2024-02-14T04:02:15Z,1420000,False,-223.0,4.0,1,right,T. Brown Jr. 3PT  (5 PTS) (M. Sasser 2 AST),"[1628972, 1631204]",1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,,,,,,Made,,5.0,22.3,M. Sasser,1631204.0,2.0,,,,,,,,
144,PT00M31.20S,2024-02-14T04:02:15.9Z,1,REGULAR,3pt,Jump Shot,[],203915,31.84954007884363,21.07843137254902,1610612747,32,24,2024-02-14T04:02:29Z,1440000,False,145.0,247.0,1,left,MISS S. Dinwiddie 28' pullup 3PT,[203915],1610612747.0,LAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,28.61,,,,,,,,,,,
145,PT00M27.20S,2024-02-14T04:02:19.9Z,1,REGULAR,rebound,defensive,[],203095,,,1610612765,32,24,2024-02-14T04:02:29Z,1450000,False,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,,,,,,,144.0,,,,,,2.0,1.0,1.0,,,,,
146,PT00M10.80S,2024-02-14T04:02:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,85.20039421813404,58.57843137254902,1610612765,32,24,2024-02-14T04:02:40Z,1460000,False,43.0,87.0,1,right,MISS M. Sasser 9' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.66,,,,,,,,,,,
147,PT00M08.70S,2024-02-14T04:02:38.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,32,24,2024-02-14T04:02:38Z,1470000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,146.0,,,,,,2.0,2.0,0.0,,,,,
148,PT00M04.20S,2024-02-14T04:02:44.5Z,1,REGULAR,foul,personal,[],1631204,,,1610612747,32,24,2024-02-14T04:02:52Z,1480000,False,,,0,,M. Sasser personal FOUL (1 PF),"[1631204, 1626156]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,202041.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
150,PT00M01.30S,2024-02-14T04:03:08.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612747,32,24,2024-02-14T04:03:14Z,1500000,False,,,0,,J. Wiseman shooting personal FOUL (1 PF) (Davis 2 FT),"[1630164, 203076]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Left Center,203054.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
152,PT00M01.30S,2024-02-14T04:03:40.4Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,33,24,2024-02-14T04:03:40Z,1520000,False,,,0,,A. Davis Free Throw 1 of 2 (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
153,PT00M01.30S,2024-02-14T04:03:57.0Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,34,24,2024-02-14T04:03:57Z,1530000,False,,,0,,A. Davis Free Throw 2 of 2 (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
154,PT00M00.10S,2024-02-14T04:04:04.3Z,1,REGULAR,3pt,Jump Shot,[],1628972,35.26609724047306,24.264705882352942,1610612765,34,24,2024-02-14T04:05:11Z,1540000,False,-129.0,556.0,1,right,MISS T. Brown Jr. 57' pullup 3PT,[1628972],1610612765.0,DET,pullup,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,57.07,,,,,,,,,,,
155,PT00M00.10S,2024-02-14T04:04:04.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,34,24,2024-02-14T04:05:11Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,154.0,,,,,,,,,,,,,
156,PT00M00.00S,2024-02-14T04:04:06.9Z,1,REGULAR,period,end,[],0,,,1610612765,34,24,2024-02-14T04:04:06Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-02-14T04:06:29.3Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612765,34,24,2024-02-14T04:06:47Z,1570000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-02-14T04:06:29.3Z,2,REGULAR,substitution,out,['startperiod'],1626174,,,1610612765,34,24,2024-02-14T04:06:47Z,1580000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-02-14T04:06:29.3Z,2,REGULAR,substitution,out,['startperiod'],203488,,,1610612765,34,24,2024-02-14T04:06:47Z,1590000,False,,,0,,SUB out: M. Muscala,[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-02-14T04:06:29.3Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612765,34,24,2024-02-14T04:06:47Z,1600000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-02-14T04:06:29.3Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612765,34,24,2024-02-14T04:06:47Z,1610000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-02-14T04:06:29.3Z,2,REGULAR,substitution,in,['startperiod'],1629003,,,1610612765,34,24,2024-02-14T04:06:47Z,1620000,False,,,0,,SUB in: S. Milton,[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-02-14T04:06:47.1Z,2,REGULAR,period,start,[],0,,,1610612765,34,24,2024-02-14T04:06:48Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M47.00S,2024-02-14T04:06:59.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,92.95335085413929,47.79411764705882,1610612765,34,26,2024-02-14T04:07:04Z,1640000,False,-11.0,14.0,1,right,J. Wiseman DUNK (4 PTS) (M. Sasser 3 AST),"[1630164, 1631204]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.76,M. Sasser,1631204.0,3.0,,,,,,,,
166,PT11M26.00S,2024-02-14T04:07:19.6Z,2,REGULAR,3pt,Jump Shot,[],1626156,27.90735873850197,20.34313725490196,1610612747,37,26,2024-02-14T04:07:24Z,1660000,False,148.0,210.0,1,left,D. Russell 25' 3PT  (6 PTS) (L. James 3 AST),"[1626156, 2544]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,6.0,25.69,L. James,2544.0,3.0,,,,,,,,
168,PT11M13.00S,2024-02-14T04:07:34.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,88.48554533508542,52.69607843137255,1610612765,37,26,2024-02-14T04:07:39Z,1680000,False,13.0,56.0,1,right,MISS M. Sasser driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.73,,,,,,,,,,,
169,PT11M10.00S,2024-02-14T04:07:37.1Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612747,37,26,2024-02-14T04:07:39Z,1690000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,168.0,,,,,,1.0,1.0,0.0,,,,,
170,PT10M57.00S,2024-02-14T04:07:58.3Z,2,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612747,37,26,2024-02-14T04:08:07Z,1700000,False,,,0,,D. Russell step out-of-bounds TURNOVER (3 TO),[1626156],1610612747.0,LAL,step,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,3.0,,,,
171,PT10M47.00S,2024-02-14T04:08:14.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631204,90.71944809461235,50.49019607843137,1610612765,37,26,2024-02-14T04:10:29Z,1710000,False,2.0,35.0,1,right,MISS M. Sasser driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.48,,,,,,,,,,,
