actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
594,PT00M23.20S,2024-03-09T05:33:50.9Z,4,REGULAR,substitution,out,[],1629629,,,1610612747,121,122,2024-03-09T05:34:11Z,5900000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M23.20S,2024-03-09T05:33:50.9Z,4,REGULAR,substitution,in,[],1626156,,,1610612747,121,122,2024-03-09T05:34:11Z,5910000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M23.20S,2024-03-09T05:33:50.9Z,4,REGULAR,substitution,in,[],1630559,,,1610612747,121,122,2024-03-09T05:34:11Z,5920000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M05.90S,2024-03-09T05:34:45.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,18.84034165571616,58.33333333333333,1610612747,123,122,2024-03-09T05:34:49Z,5940000,False,-42.0,125.0,1,left,D. Russell 13' driving floating Jump Shot (44 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,13.14,Made,44.0,,,,,,,,,,,,,,,,,
599,PT00M05.90S,2024-03-09T05:34:49.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,123,122,2024-03-09T05:34:49Z,5950000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M05.90S,2024-03-09T05:35:56.0Z,4,REGULAR,substitution,out,[],1626156,,,1610612749,123,122,2024-03-09T05:36:25Z,5960000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M05.90S,2024-03-09T05:35:56.0Z,4,REGULAR,substitution,out,[],1630559,,,1610612749,123,122,2024-03-09T05:36:25Z,5970000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M05.90S,2024-03-09T05:35:56.0Z,4,REGULAR,substitution,in,[],1629637,,,1610612749,123,122,2024-03-09T05:36:25Z,5980000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M05.90S,2024-03-09T05:35:56.0Z,4,REGULAR,substitution,in,[],1629629,,,1610612749,123,122,2024-03-09T05:36:25Z,5990000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M02.80S,2024-03-09T05:36:31.1Z,4,REGULAR,2pt,Jump Shot,[],203081,73.89947437582128,70.34313725490196,1610612749,123,122,2024-03-09T05:39:17Z,6000000,False,102.0,193.0,1,right,MISS D. Lillard 21' step back Shot - blocked,"[203081, 203915]",1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,21.8,Missed,,,,,,,,,,,,,,,Dinwiddie,203915.0,,
605,PT00M02.80S,2024-03-09T05:36:31.1Z,4,REGULAR,block,,[],203915,,,1610612749,123,122,2024-03-09T05:36:34Z,6010000,False,,,0,,S. Dinwiddie BLOCK (2 BLK),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
606,PT00M00.10S,2024-03-09T05:36:33.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,123,122,2024-03-09T05:39:31Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,604.0,,,,,,,,,,,,,,,,
609,PT00M00.00S,2024-03-09T05:37:57.0Z,4,REGULAR,period,end,[],0,,,1610612749,123,122,2024-03-09T05:37:57Z,6050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M00.00S,2024-03-09T05:40:32.7Z,4,REGULAR,game,end,[],0,,,0,123,122,2024-03-09T05:40:32Z,6060000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
