actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
89,PT04M41.00S,2023-11-23T03:53:51.9Z,1,REGULAR,substitution,out,[],2544,,,1610612742,17,16,2023-11-23T03:53:57Z,890000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M41.00S,2023-11-23T03:53:51.9Z,1,REGULAR,substitution,in,[],1630559,,,1610612742,17,16,2023-11-23T03:53:57Z,900000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M41.00S,2023-11-23T03:53:51.9Z,1,REGULAR,substitution,in,[],1626174,,,1610612742,17,16,2023-11-23T03:53:57Z,910000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M41.00S,2023-11-23T03:53:51.9Z,1,REGULAR,substitution,out,[],1641726,,,1610612742,17,16,2023-11-23T03:54:01Z,920000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M41.00S,2023-11-23T03:53:51.9Z,1,REGULAR,substitution,in,[],1626158,,,1610612742,17,16,2023-11-23T03:54:01Z,930000,False,,,0,,SUB in: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M41.00S,2023-11-23T03:53:51.9Z,1,REGULAR,substitution,out,[],1629684,,,1610612742,17,16,2023-11-23T03:54:11Z,940000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M41.00S,2023-11-23T03:53:51.9Z,1,REGULAR,substitution,in,[],203957,,,1610612742,17,16,2023-11-23T03:54:11Z,950000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M29.00S,2023-11-23T03:54:32.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,18.7089356110381,51.71568627450981,1610612742,17,16,2023-11-23T03:54:42Z,960000,False,-9.0,123.0,1,left,MISS L. Doncic 12' pullup Shot,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.37,Missed,,,,,,,,,,,,
97,PT04M25.00S,2023-11-23T03:54:36.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,17,16,2023-11-23T04:07:07Z,970000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,
98,PT04M18.00S,2023-11-23T03:54:43.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,91.90210249671485,50.245098039215684,1610612747,19,16,2023-11-23T03:54:50Z,980000,False,1.0,24.0,1,right,A. Davis cutting DUNK (4 PTS) (C. Wood 1 AST),"[203076, 1626174]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,2.36,Made,,,,,,,4.0,C. Wood,1626174.0,1.0,,
100,PT04M06.00S,2023-11-23T03:54:54.7Z,1,REGULAR,2pt,Jump Shot,[],203501,22.2568988173456,59.55882352941176,1610612742,19,16,2023-11-23T03:55:08Z,1000000,False,-48.0,157.0,1,left,MISS T. Hardaway Jr. 16' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,,,,,,,16.38,Missed,,,,,,,,,,,,
101,PT04M05.00S,2023-11-23T03:54:55.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,19,16,2023-11-23T04:07:13Z,1010000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,100.0,5.0,4.0,1.0,,,,,,
102,PT04M05.00S,2023-11-23T03:55:00.4Z,1,REGULAR,foul,personal,[],203957,,,1610612747,19,16,2023-11-23T03:55:05Z,1020000,False,,,0,,D. Exum personal FOUL (1 PF),"[203957, 203076]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,201245.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
104,PT03M55.00S,2023-11-23T03:55:22.6Z,1,REGULAR,2pt,Jump Shot,[],1629060,94.66162943495401,32.59803921568627,1610612747,19,16,2023-11-23T03:55:27Z,1040000,False,-87.0,-2.0,1,right,MISS R. Hachimura 8' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,,,,8.7,Missed,,,,,,,,,,,,
105,PT03M53.00S,2023-11-23T03:55:24.6Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612742,19,16,2023-11-23T03:55:27Z,1050000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,
106,PT03M46.00S,2023-11-23T03:55:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.356767411300922,49.754901960784316,1610612742,19,18,2023-11-23T03:55:39Z,1060000,False,1.0,7.0,1,left,L. Doncic driving Layup (3 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,0.74,Made,,,,,,,3.0,,,,,
107,PT03M29.00S,2023-11-23T03:55:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,79.68134034165571,55.63725490196079,1610612747,19,18,2023-11-23T03:55:52Z,1070000,False,28.0,138.0,1,right,MISS A. Davis 14' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,14.13,Missed,,,,,,,,,,,,
108,PT03M26.00S,2023-11-23T03:55:50.7Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,19,18,2023-11-23T03:55:52Z,1080000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,
109,PT03M21.00S,2023-11-23T03:55:55.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,33.295006570302235,36.76470588235294,1610612742,19,21,2023-11-23T03:56:05Z,1090000,False,66.0,260.0,1,left,L. Doncic 26' 3PT running pullup (6 PTS),[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,26.88,Made,,,,,,,6.0,,,,,
110,PT03M06.00S,2023-11-23T03:56:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,85.06898817345598,60.049019607843135,1610612747,21,21,2023-11-23T03:56:14Z,1100000,False,50.0,88.0,1,right,A. Reaves 10' pullup Jump Shot (2 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.12,Made,,,,,,,2.0,,,,,
111,PT02M46.00S,2023-11-23T03:56:32.1Z,1,REGULAR,3pt,Jump Shot,[],203501,11.48160315374507,96.56862745098039,1610612742,21,21,2023-11-23T03:56:37Z,1110000,False,-233.0,55.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,,23.93,Missed,,,,,,,,,,,,
112,PT02M42.00S,2023-11-23T03:56:36.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,21,21,2023-11-23T03:56:37Z,1120000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Left Corner 3,24+ Left,,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,,
113,PT02M33.00S,2023-11-23T03:56:46.5Z,1,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612747,21,21,2023-11-23T03:57:05Z,1130000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Reaves 2 FT),"[1630182, 1630559]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,1204.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
115,PT02M33.00S,2023-11-23T03:57:04.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,21,21,2023-11-23T03:57:04Z,1150000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M33.00S,2023-11-23T03:57:10.0Z,1,REGULAR,substitution,out,[],203076,,,1610612747,21,21,2023-11-23T03:59:44Z,1160000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M33.00S,2023-11-23T03:57:10.0Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,21,21,2023-11-23T03:59:44Z,1170000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M33.00S,2023-11-23T03:57:10.0Z,1,REGULAR,substitution,in,[],1629637,,,1610612747,21,21,2023-11-23T03:59:44Z,1180000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M33.00S,2023-11-23T03:57:10.0Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,21,21,2023-11-23T03:59:44Z,1190000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M33.00S,2023-11-23T03:59:55.6Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,22,21,2023-11-23T03:59:55Z,1200000,False,,,0,,A. Reaves Free Throw 1 of 2 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,Made,,,,,,,3.0,,,,,
121,PT02M33.00S,2023-11-23T04:00:09.1Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,23,21,2023-11-23T04:00:09Z,1210000,False,,,0,,A. Reaves Free Throw 2 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,Made,,,,,,,4.0,,,,,
122,PT02M26.00S,2023-11-23T04:00:22.8Z,1,REGULAR,foul,personal,[],1626174,,,1610612742,23,21,2023-11-23T04:00:27Z,1220000,False,,,0,,C. Wood personal FOUL (1 PF),"[1626174, 203501]",1610612747.0,LAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Left Center,2534.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,
124,PT02M26.00S,2023-11-23T04:00:27.5Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,23,21,2023-11-23T04:00:43Z,1240000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M26.00S,2023-11-23T04:00:27.5Z,1,REGULAR,substitution,in,[],202681,,,1610612742,23,21,2023-11-23T04:00:43Z,1250000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M11.00S,2023-11-23T04:01:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,13.058475689881732,46.568627450980394,1610612742,23,21,2023-11-23T04:01:05Z,1260000,False,17.0,70.0,1,left,MISS T. Hardaway Jr. 7' floating Shot,[203501],1610612742.0,DAL,floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.23,Missed,,,,,,,,,,,,
127,PT02M09.00S,2023-11-23T04:01:03.6Z,1,REGULAR,rebound,offensive,[],203501,,,1610612742,23,21,2023-11-23T04:01:03Z,1270000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:0),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,126.0,1.0,0.0,1.0,,,,,,
128,PT02M07.00S,2023-11-23T04:01:06.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,6.619579500657039,96.07843137254902,1610612742,23,24,2023-11-23T04:01:11Z,1280000,False,-230.0,10.0,1,left,J. Green 3PT  (5 PTS) (T. Hardaway Jr. 1 AST),"[1630182, 203501]",1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,23.06,Made,,,,,,,5.0,T. Hardaway Jr.,203501.0,1.0,,
130,PT01M40.00S,2023-11-23T04:01:32.5Z,1,REGULAR,2pt,Jump Shot,[],1626174,73.63666228646518,44.36274509803921,1610612747,23,24,2023-11-23T04:01:38Z,1300000,False,-28.0,195.0,1,right,MISS C. Wood 19' fadeaway Shot,[1626174],1610612747.0,LAL,fadeaway,,,Wood,C. Wood,,,,,Mid-Range,16-24 Center,,,,,,,19.73,Missed,,,,,,,,,,,,
131,PT01M37.00S,2023-11-23T04:01:35.5Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,23,24,2023-11-23T04:01:38Z,1310000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,
132,PT01M26.00S,2023-11-23T04:01:47.5Z,1,REGULAR,3pt,Jump Shot,[],203957,22.125492772667542,8.57843137254902,1610612742,23,24,2023-11-23T04:01:51Z,1320000,False,207.0,155.0,1,left,MISS D. Exum 25' 3PT,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,,,,,,,25.9,Missed,,,,,,,,,,,,
133,PT01M24.00S,2023-11-23T04:01:49.7Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612742,23,24,2023-11-23T04:01:49Z,1330000,False,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,132.0,2.0,1.0,1.0,,,,,,
134,PT01M21.00S,2023-11-23T04:01:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203957,7.802233902759525,48.774509803921575,1610612742,23,26,2023-11-23T04:01:55Z,1340000,False,6.0,21.0,1,left,D. Exum driving Layup (2 PTS) (R. Holmes 1 AST),"[203957, 1626158]",1610612742.0,DAL,driving,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,,,,2.17,Made,,,,,,,2.0,R. Holmes,1626158.0,1.0,,
136,PT01M00.00S,2023-11-23T04:02:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630559,69.1688567674113,25.490196078431367,1610612747,23,26,2023-11-23T04:04:00Z,1360000,False,-123.0,237.0,1,right,MISS A. Reaves 26' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,26.71,Missed,,,,,,,,,,,,
137,PT00M58.50S,2023-11-23T04:02:14.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,23,26,2023-11-23T04:02:16Z,1370000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,
138,PT00M55.00S,2023-11-23T04:02:20.6Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612742,23,26,2023-11-23T04:02:25Z,1380000,False,,,0,,K. Irving bad pass out-of-bounds TURNOVER (1 TO),[202681],1610612742.0,DAL,bad pass,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,1204.0,,,,,1.0,,,,,,,,,,,,,,
139,PT00M37.30S,2023-11-23T04:02:47.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629637,91.90210249671485,48.0392156862745,1610612747,25,26,2023-11-23T04:02:56Z,1390000,False,-10.0,24.0,1,right,J. Hayes reverse Layup (2 PTS) (R. Hachimura 1 AST),"[1629637, 1629060]",1610612747.0,LAL,reverse,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,2.56,Made,,,,,,,2.0,R. Hachimura,1629060.0,1.0,,
141,PT00M29.20S,2023-11-23T04:02:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,9.379106438896187,47.549019607843135,1610612742,25,28,2023-11-23T04:03:02Z,1410000,False,12.0,36.0,1,left,K. Irving driving Layup (7 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,3.78,Made,,,,,,,7.0,,,,,
142,PT00M11.40S,2023-11-23T04:03:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,89.53679369250986,51.470588235294116,1610612747,25,28,2023-11-23T04:04:45Z,1420000,False,7.0,46.0,1,right,MISS R. Hachimura driving Layup - blocked,"[1629060, 1626158]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.65,Missed,Holmes,1626158.0,,,,,,,,,,
143,PT00M11.40S,2023-11-23T04:03:20.1Z,1,REGULAR,block,,[],1626158,,,1610612747,25,28,2023-11-23T04:03:23Z,1430000,False,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT00M10.80S,2023-11-23T04:03:20.7Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,25,28,2023-11-23T04:04:45Z,1440000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,142.0,3.0,3.0,0.0,,,,,,
145,PT00M06.00S,2023-11-23T04:03:26.3Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612742,25,28,2023-11-23T04:03:31Z,1450000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1630559, 203501]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,
147,PT00M06.00S,2023-11-23T04:03:50.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203501,,,1610612742,25,28,2023-11-23T04:03:50Z,1470000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
148,PT00M06.00S,2023-11-23T04:03:50.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,25,28,2023-11-23T04:03:50Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,
149,PT00M06.00S,2023-11-23T04:03:51.6Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,25,28,2023-11-23T04:03:59Z,1490000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M06.00S,2023-11-23T04:03:51.6Z,1,REGULAR,substitution,out,[],1629637,,,1610612742,25,28,2023-11-23T04:03:59Z,1500000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M06.00S,2023-11-23T04:03:51.6Z,1,REGULAR,substitution,in,[],1626156,,,1610612742,25,28,2023-11-23T04:03:59Z,1510000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M06.00S,2023-11-23T04:03:51.6Z,1,REGULAR,substitution,in,[],2544,,,1610612742,25,28,2023-11-23T04:03:59Z,1520000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M06.00S,2023-11-23T04:04:16.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203501,,,1610612742,25,29,2023-11-23T04:04:16Z,1530000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (4 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,Made,,,,,,,4.0,,,,,
154,PT00M00.00S,2023-11-23T04:04:30.3Z,1,REGULAR,period,end,[],0,,,1610612747,25,29,2023-11-23T04:04:30Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-11-23T04:05:12.3Z,2,REGULAR,substitution,out,['startperiod'],1626156,,,1610612747,25,29,2023-11-23T04:07:08Z,1550000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-11-23T04:05:12.3Z,2,REGULAR,substitution,in,['startperiod'],1631108,,,1610612747,25,29,2023-11-23T04:07:08Z,1560000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-11-23T04:07:13.9Z,2,REGULAR,period,start,[],0,,,1610612742,25,29,2023-11-23T04:07:13Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M45.00S,2023-11-23T04:07:28.9Z,2,REGULAR,2pt,Jump Shot,[],203957,20.02299605781866,71.81372549019608,1610612742,25,29,2023-11-23T04:07:33Z,1580000,False,-109.0,136.0,1,left,MISS D. Exum 17' pullup Shot,[203957],1610612742.0,DAL,pullup,,,Exum,D. Exum,,,,,Mid-Range,16-24 Left Center,,,,,,,17.41,Missed,,,,,,,,,,,,
159,PT11M41.00S,2023-11-23T04:07:32.9Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,25,29,2023-11-23T04:07:33Z,1590000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,
160,PT11M24.00S,2023-11-23T04:07:49.0Z,2,REGULAR,3pt,Jump Shot,[],1631108,72.32260183968462,87.5,1610612747,25,29,2023-11-23T04:07:53Z,1600000,False,188.0,208.0,1,right,MISS M. Christie 27' 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,27.98,Missed,,,,,,,,,,,,
161,PT11M21.00S,2023-11-23T04:07:52.0Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612742,25,29,2023-11-23T04:07:53Z,1610000,False,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,160.0,3.0,2.0,1.0,,,,,,
162,PT11M08.00S,2023-11-23T04:08:07.2Z,2,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612742,25,29,2023-11-23T04:08:12Z,1620000,False,,,0,,R. Hachimura shooting personal FOUL (2 PF) (Holmes 2 FT),"[1629060, 1626158]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,201245.0,2.0,0.0,Holmes,1626158.0,,,,,,,,,,,,,,,
164,PT11M08.00S,2023-11-23T04:08:32.1Z,2,REGULAR,freethrow,1 of 2,[],1626158,,,1610612742,25,30,2023-11-23T04:08:32Z,1640000,False,,,0,,R. Holmes Free Throw 1 of 2 (1 PTS),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
165,PT11M08.00S,2023-11-23T04:08:50.2Z,2,REGULAR,freethrow,2 of 2,[],1626158,,,1610612742,25,31,2023-11-23T04:08:50Z,1650000,False,,,0,,R. Holmes Free Throw 2 of 2 (2 PTS),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,Made,,,,,,,2.0,,,,,
166,PT10M53.00S,2023-11-23T04:09:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,88.87976346911958,45.34313725490197,1610612747,25,31,2023-11-23T04:09:11Z,1660000,False,-23.0,52.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.7,Missed,,,,,,,,,,,,
167,PT10M52.00S,2023-11-23T04:09:07.9Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,25,31,2023-11-23T04:09:11Z,1670000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,166.0,2.0,1.0,1.0,,,,,,
168,PT10M52.00S,2023-11-23T04:09:10.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629060,94.40999984741211,50.0,1610612747,25,31,2023-11-23T04:09:14Z,1680000,False,0.0,0.0,1,right,MISS R. Hachimura tip Layup,[1629060],1610612747.0,LAL,tip,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
169,PT10M52.00S,2023-11-23T04:09:10.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,25,31,2023-11-23T04:09:14Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,168.0,,,,,,,,,
