actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
342,PT10M31.00S,2023-11-23T04:50:24.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,69.30026281208936,27.941176470588232,1610612742,51,67,2023-11-23T04:51:12Z,3400000,False,-110.0,236.0,1,right,MISS L. Doncic 26' running pullup 3PT,[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,26.06,Missed,,,,,,,,,,,,
343,PT10M28.00S,2023-11-23T04:50:27.3Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,51,67,2023-11-23T04:50:31Z,3410000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,342.0,5.0,5.0,0.0,,,,,,
344,PT10M21.00S,2023-11-23T04:50:37.2Z,3,REGULAR,foul,personal,[],1629029,,,1610612747,51,67,2023-11-23T04:50:42Z,3420000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1626156]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,201245.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
346,PT10M10.00S,2023-11-23T04:50:57.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,19.49737187910644,53.431372549019606,1610612747,53,67,2023-11-23T04:51:01Z,3440000,False,-17.0,131.0,1,left,D. Russell 13' step back Jump Shot (7 PTS) (A. Davis 3 AST),"[1626156, 203076]",1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.19,Made,,,,,,,7.0,A. Davis,203076.0,3.0,,
347,PT10M01.00S,2023-11-23T04:51:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,90.5880420499343,43.872549019607845,1610612742,53,67,2023-11-23T04:52:11Z,3450000,False,-31.0,36.0,1,right,MISS K. Irving driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.72,Missed,,,,,,,,,,,,
348,PT09M58.00S,2023-11-23T04:51:09.8Z,3,REGULAR,rebound,offensive,[],202681,,,1610612742,53,67,2023-11-23T04:51:09Z,3460000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,347.0,3.0,2.0,1.0,,,,,,
349,PT09M55.00S,2023-11-23T04:51:11.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202681,94.79303547963207,4.411764705882348,1610612742,53,70,2023-11-23T04:51:15Z,3470000,False,-228.0,-4.0,1,right,K. Irving 3PT  (16 PTS) (G. Williams 1 AST),"[202681, 1629684]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,,,,,22.79,Made,,,,,,,16.0,G. Williams,1629684.0,1.0,,
353,PT09M38.00S,2023-11-23T04:51:29.5Z,3,REGULAR,3pt,Jump Shot,[],1626156,29.09001314060447,84.31372549019608,1610612747,56,70,2023-11-23T04:52:42Z,3500000,False,-172.0,221.0,1,left,D. Russell 27' 3PT pullup (10 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,27.97,Made,,,,,,,10.0,,,,,
354,PT09M23.00S,2023-11-23T04:51:45.1Z,3,REGULAR,2pt,Jump Shot,[],202681,92.69053876478318,79.16666666666666,1610612742,56,72,2023-11-23T04:51:49Z,3510000,False,146.0,16.0,1,right,K. Irving 14' Jump Shot (18 PTS) (D. Lively II 3 AST),"[202681, 1641726]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,,,,14.67,Made,,,,,,,18.0,D. Lively II,1641726.0,3.0,,
356,PT09M04.00S,2023-11-23T04:52:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,8.853482260183966,50.245098039215684,1610612747,58,72,2023-11-23T04:52:07Z,3530000,False,-1.0,31.0,1,left,T. Prince driving Layup (7 PTS) (D. Russell 4 AST),"[1627752, 1626156]",1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,3.07,Made,,,,,,,7.0,D. Russell,1626156.0,4.0,,
358,PT08M52.00S,2023-11-23T04:52:25.8Z,3,REGULAR,3pt,Jump Shot,[],202681,66.40932982917215,64.70588235294117,1610612742,58,72,2023-11-23T04:52:30Z,3550000,False,74.0,263.0,1,right,MISS K. Irving 27' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,27.34,Missed,,,,,,,,,,,,
359,PT08M49.00S,2023-11-23T04:52:28.8Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,58,72,2023-11-23T04:52:30Z,3560000,False,,,0,,A. Davis REBOUND (Off:2 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,358.0,8.0,6.0,2.0,,,,,,
361,PT08M39.00S,2023-11-23T04:52:38.5Z,3,REGULAR,3pt,Jump Shot,[],1627752,27.250328515111704,87.5,1610612747,58,72,2023-11-23T04:52:44Z,3570000,False,-188.0,204.0,1,left,MISS T. Prince 27' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,27.69,Missed,,,,,,,,,,,,
362,PT08M35.00S,2023-11-23T04:52:42.5Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,58,72,2023-11-23T04:52:44Z,3580000,False,,,0,,D. Lively II REBOUND (Off:4 Def:6),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,361.0,10.0,6.0,4.0,,,,,,
363,PT08M30.00S,2023-11-23T04:52:47.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627884,85.98883048620237,95.83333333333333,1610612742,58,72,2023-11-23T04:52:54Z,3590000,False,229.0,79.0,1,right,MISS D. Jones Jr. 24' running 3PT,[1627884],1610612742.0,DAL,running,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,24.25,Missed,,,,,,,,,,,,
364,PT08M25.00S,2023-11-23T04:52:52.2Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612747,58,72,2023-11-23T04:52:54Z,3600000,False,,,0,,T. Prince REBOUND (Off:1 Def:2),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,,,,,363.0,3.0,2.0,1.0,,,,,,
365,PT08M23.00S,2023-11-23T04:52:56.5Z,3,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612747,58,72,2023-11-23T04:53:04Z,3610000,False,,,0,,T. Prince lost ball out-of-bounds TURNOVER (1 TO),[1627752],1610612747.0,LAL,lost ball,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1204.0,,,,,1.0,,,,,,,,,,,,,,
366,PT08M10.00S,2023-11-23T04:53:18.8Z,3,REGULAR,turnover,bad pass,[],202681,,,1610612742,58,72,2023-11-23T04:53:22Z,3620000,False,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 203076]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,,,,,,2.0,,,,,,,,,,,,,Davis,203076.0
367,PT08M10.00S,2023-11-23T04:53:18.8Z,3,REGULAR,steal,,[],203076,,,1610612747,58,72,2023-11-23T04:53:20Z,3630000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
368,PT08M02.00S,2023-11-23T04:53:26.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631108,9.773324572930349,57.84313725490196,1610612747,58,72,2023-11-23T04:53:30Z,3640000,False,-39.0,39.0,1,left,MISS M. Christie driving Layup - blocked,"[1631108, 1627884]",1610612747.0,LAL,driving,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.56,Missed,Jones Jr.,1627884.0,,,,,,,,,,
369,PT08M02.00S,2023-11-23T04:53:26.6Z,3,REGULAR,block,,[],1627884,,,1610612747,58,72,2023-11-23T04:53:29Z,3650000,False,,,0,,D. Jones Jr. BLOCK (2 BLK),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT07M59.00S,2023-11-23T04:53:29.6Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612742,58,72,2023-11-23T04:53:30Z,3660000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,368.0,1.0,1.0,0.0,,,,,,
371,PT07M45.00S,2023-11-23T04:53:43.0Z,3,REGULAR,3pt,Jump Shot,[],202681,71.53416557161628,85.04901960784314,1610612742,58,72,2023-11-23T04:53:47Z,3670000,False,175.0,215.0,1,right,MISS K. Irving 27' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,27.74,Missed,,,,,,,,,,,,
372,PT07M42.00S,2023-11-23T04:53:46.0Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612742,58,72,2023-11-23T04:53:47Z,3680000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,371.0,2.0,1.0,1.0,,,,,,
373,PT07M39.00S,2023-11-23T04:53:50.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,67.06636005256242,54.90196078431372,1610612742,58,72,2023-11-23T04:53:55Z,3690000,False,25.0,257.0,1,right,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,25.83,Missed,,,,,,,,,,,,
374,PT07M36.00S,2023-11-23T04:53:53.0Z,3,REGULAR,rebound,defensive,[],1631108,,,1610612747,58,72,2023-11-23T04:53:55Z,3700000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,373.0,2.0,2.0,0.0,,,,,,
375,PT07M31.00S,2023-11-23T04:53:58.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.750985545335084,50.73529411764706,1610612747,60,72,2023-11-23T04:54:03Z,3710000,False,-4.0,11.0,1,left,D. Russell driving Layup (12 PTS),[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,1.16,Made,,,,,,,12.0,,,,,
376,PT07M14.00S,2023-11-23T04:54:14.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,91.90210249671485,48.774509803921575,1610612742,60,72,2023-11-23T04:54:20Z,3720000,False,-6.0,24.0,1,right,MISS D. Lively II alley-oop DUNK,[1641726],1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,2.44,Missed,,,,,,,,,,,,
377,PT07M11.00S,2023-11-23T04:54:17.9Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612747,60,72,2023-11-23T04:54:20Z,3730000,False,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,376.0,3.0,3.0,0.0,,,,,,
378,PT07M07.00S,2023-11-23T04:54:21.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,10.167542706964511,4.901960784313729,1610612747,60,72,2023-11-23T04:54:30Z,3740000,False,225.0,43.0,1,left,MISS M. Christie running 3PT,[1631108],1610612747.0,LAL,running,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,,,,22.96,Missed,,,,,,,,,,,,
379,PT07M05.00S,2023-11-23T04:54:23.9Z,3,REGULAR,rebound,defensive,[],202681,,,1610612742,60,72,2023-11-23T04:54:30Z,3750000,False,,,0,,K. Irving REBOUND (Off:1 Def:3),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,,,,,,,,378.0,4.0,3.0,1.0,,,,,,
380,PT07M05.00S,2023-11-23T04:54:32.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,60,72,2023-11-23T04:54:32Z,3760000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M05.00S,2023-11-23T04:57:09.7Z,3,REGULAR,substitution,out,[],202681,,,1610612742,60,72,2023-11-23T04:57:40Z,3770000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M05.00S,2023-11-23T04:57:09.7Z,3,REGULAR,substitution,out,[],1641726,,,1610612742,60,72,2023-11-23T04:57:40Z,3780000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M05.00S,2023-11-23T04:57:09.7Z,3,REGULAR,substitution,out,[],1627884,,,1610612742,60,72,2023-11-23T04:57:40Z,3790000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M05.00S,2023-11-23T04:57:09.7Z,3,REGULAR,substitution,in,[],1626158,,,1610612742,60,72,2023-11-23T04:57:40Z,3800000,False,,,0,,SUB in: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M05.00S,2023-11-23T04:57:09.7Z,3,REGULAR,substitution,in,[],1630182,,,1610612742,60,72,2023-11-23T04:57:40Z,3810000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M05.00S,2023-11-23T04:57:09.7Z,3,REGULAR,substitution,in,[],203501,,,1610612742,60,72,2023-11-23T04:57:40Z,3820000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M52.00S,2023-11-23T04:57:45.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.9599211563732,56.61764705882353,1610612742,60,74,2023-11-23T04:57:49Z,3830000,False,33.0,61.0,1,right,L. Doncic 6' floating Jump Shot (20 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.91,Made,,,,,,,20.0,,,,,
388,PT06M37.00S,2023-11-23T04:58:00.7Z,3,REGULAR,3pt,Jump Shot,[],2544,32.37516425755584,67.15686274509804,1610612747,60,74,2023-11-23T04:58:16Z,3840000,False,-86.0,252.0,1,left,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,26.6,Missed,,,,,,,,,,,,
389,PT06M34.00S,2023-11-23T04:58:03.7Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612742,60,74,2023-11-23T04:58:04Z,3850000,False,,,0,,R. Holmes REBOUND (Off:1 Def:6),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,388.0,7.0,6.0,1.0,,,,,,
390,PT06M21.00S,2023-11-23T04:58:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.29632063074901,54.411764705882355,1610612742,60,76,2023-11-23T04:58:19Z,3860000,False,22.0,20.0,1,right,L. Doncic driving Layup (22 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,2.97,Made,,,,,,,22.0,,,,,
391,PT06M06.00S,2023-11-23T04:58:32.2Z,3,REGULAR,3pt,Jump Shot,[],1626156,32.637976346911955,37.00980392156863,1610612747,63,76,2023-11-23T04:58:35Z,3870000,False,65.0,254.0,1,left,D. Russell 26' 3PT pullup (15 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,26.25,Made,,,,,,,15.0,,,,,
392,PT05M49.00S,2023-11-23T04:58:48.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,85.46320630749014,95.34313725490196,1610612742,63,79,2023-11-23T04:58:52Z,3880000,False,227.0,84.0,1,right,G. Williams 24' 3PT  (6 PTS) (T. Hardaway Jr. 3 AST),"[1629684, 203501]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,,,,,24.18,Made,,,,,,,6.0,T. Hardaway Jr.,203501.0,3.0,,
394,PT05M28.00S,2023-11-23T04:59:12.4Z,3,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612747,63,79,2023-11-23T04:59:19Z,3900000,False,,,0,,R. Holmes shooting personal FOUL (2 PF) (James 2 FT),"[1626158, 2544]",1610612742.0,DAL,shooting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,2534.0,2.0,0.0,James,2544.0,,,,,,,,,,,,,,,
396,PT05M28.00S,2023-11-23T04:59:46.6Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,64,79,2023-11-23T04:59:46Z,3920000,False,,,0,,L. James Free Throw 1 of 2 (9 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,Made,,,,,,,9.0,,,,,
397,PT05M28.00S,2023-11-23T04:59:47.1Z,3,REGULAR,substitution,out,[],1631108,,,1610612747,64,79,2023-11-23T04:59:51Z,3930000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M28.00S,2023-11-23T04:59:47.1Z,3,REGULAR,substitution,in,[],1629060,,,1610612747,64,79,2023-11-23T04:59:51Z,3940000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M28.00S,2023-11-23T05:00:06.5Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,65,79,2023-11-23T05:00:06Z,3950000,False,,,0,,L. James Free Throw 2 of 2 (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,Made,,,,,,,10.0,,,,,
400,PT05M21.00S,2023-11-23T05:00:19.1Z,3,REGULAR,foul,personal,[],1626156,,,1610612742,65,79,2023-11-23T05:00:25Z,3960000,False,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 1629029]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,2534.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
402,PT05M12.00S,2023-11-23T05:00:41.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,91.77069645203679,51.22549019607843,1610612742,65,81,2023-11-23T05:00:53Z,3980000,False,6.0,25.0,1,right,L. Doncic driving Layup (24 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,2.56,Made,,,,,,,24.0,,,,,
403,PT04M55.00S,2023-11-23T05:00:59.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.933639947437584,49.754901960784316,1610612747,65,81,2023-11-23T05:01:03Z,3990000,False,1.0,22.0,1,left,MISS D. Russell driving Layup,[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,2.21,Missed,,,,,,,,,,,,
404,PT04M52.00S,2023-11-23T05:01:02.2Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612742,65,81,2023-11-23T05:01:03Z,4000000,False,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,403.0,3.0,2.0,1.0,,,,,,
405,PT04M46.00S,2023-11-23T05:01:08.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203501,70.3515111695138,25.490196078431367,1610612742,65,81,2023-11-23T05:01:18Z,4010000,False,-123.0,226.0,1,right,MISS T. Hardaway Jr. 25' step back 3PT,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,25.72,Missed,,,,,,,,,,,,
406,PT04M44.00S,2023-11-23T05:01:10.9Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612742,65,81,2023-11-23T05:01:18Z,4020000,False,,,0,,R. Holmes REBOUND (Off:2 Def:6),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,405.0,8.0,6.0,2.0,,,,,,
407,PT04M44.00S,2023-11-23T05:01:15.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626158,94.40999984741211,50.0,1610612742,65,83,2023-11-23T05:01:22Z,4030000,False,0.0,0.0,1,right,R. Holmes putback Layup (4 PTS),[1626158],1610612742.0,DAL,putback,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,,,4.0,,,,,
408,PT04M44.00S,2023-11-23T05:01:23.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,65,83,2023-11-23T05:01:23Z,4040000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M44.00S,2023-11-23T05:03:51.4Z,3,REGULAR,substitution,out,[],1626156,,,1610612747,65,83,2023-11-23T05:04:13Z,4050000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M44.00S,2023-11-23T05:03:51.4Z,3,REGULAR,substitution,out,[],2544,,,1610612747,65,83,2023-11-23T05:04:13Z,4060000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M44.00S,2023-11-23T05:03:51.4Z,3,REGULAR,substitution,in,[],1626174,,,1610612747,65,83,2023-11-23T05:04:13Z,4070000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M44.00S,2023-11-23T05:03:51.4Z,3,REGULAR,substitution,in,[],1630559,,,1610612747,65,83,2023-11-23T05:04:13Z,4080000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M20.00S,2023-11-23T05:04:45.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612747,65,83,2023-11-23T05:04:58Z,4090000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Center,1204.0,,,,,,,,,,,,,,,,,,,
414,PT04M06.00S,2023-11-23T05:05:09.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630182,88.2227332457293,50.49019607843137,1610612742,65,83,2023-11-23T05:05:14Z,4100000,False,2.0,58.0,1,right,MISS J. Green driving reverse Layup,[1630182],1610612742.0,DAL,driving reverse,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.83,Missed,,,,,,,,,,,,
415,PT04M01.00S,2023-11-23T05:05:14.9Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612747,65,83,2023-11-23T05:05:14Z,4110000,False,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,414.0,4.0,4.0,0.0,,,,,,
416,PT03M54.00S,2023-11-23T05:05:21.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.408015768725363,49.754901960784316,1610612747,67,83,2023-11-23T05:05:24Z,4120000,False,1.0,17.0,1,left,T. Prince driving Layup (9 PTS) (A. Reaves 3 AST),"[1627752, 1630559]",1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,1.71,Made,,,,,,,9.0,A. Reaves,1630559.0,3.0,,
419,PT03M46.00S,2023-11-23T05:05:37.2Z,3,REGULAR,foul,personal,[],1627752,,,1610612742,67,83,2023-11-23T05:05:45Z,4150000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1629684]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,201245.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
421,PT03M46.00S,2023-11-23T05:05:42.5Z,3,REGULAR,substitution,out,[],1629684,,,1610612742,67,83,2023-11-23T05:05:48Z,4170000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M46.00S,2023-11-23T05:05:42.5Z,3,REGULAR,substitution,out,[],1629029,,,1610612742,67,83,2023-11-23T05:05:48Z,4180000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M46.00S,2023-11-23T05:05:42.5Z,3,REGULAR,substitution,in,[],203957,,,1610612742,67,83,2023-11-23T05:05:48Z,4190000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M46.00S,2023-11-23T05:05:42.5Z,3,REGULAR,substitution,in,[],202681,,,1610612742,67,83,2023-11-23T05:05:48Z,4200000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M36.00S,2023-11-23T05:06:18.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.11366622864652,53.18627450980392,1610612742,67,83,2023-11-23T05:07:43Z,4210000,False,16.0,31.0,1,right,MISS K. Irving fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,3.48,Missed,,,,,,,,,,,,
