actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
87,PT05M58.00S,2026-03-25T03:26:01.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,18,14,2026-03-25T03:26:01Z,860000,False,,,0,,A. Gordon Free Throw 2 of 2 (5 PTS),[203932],1610612743.0,DEN,,Gordon,A. Gordon,,,,,Made,5.0,,,,,,,,,,,,,,,,,,,,,,
88,PT05M48.00S,2026-03-25T03:26:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.389618922470433,43.13725490196079,1610612756,20,14,2026-03-25T03:26:15Z,870000,False,34.0,8.0,1,left,J. Green driving Layup (2 PTS),[1630224],1610612756.0,PHX,,Green,J. Green,driving,Restricted Area,0-8 Center,3.51,Made,2.0,,,,,,,,,,,,,,,,,,,,,,
102,PT05M34.00S,2026-03-25T03:26:35.1Z,1,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,20,14,2026-03-25T03:29:20Z,905000,False,,,0,,A. Gordon lost ball out-of-bounds TURNOVER (1 TO),[203932],1610612743.0,DEN,202007.0,Gordon,A. Gordon,lost ball,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,,,,,,,,
93,PT05M17.00S,2026-03-25T03:26:55.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,21.50131406044678,93.13725490196079,1610612756,20,14,2026-03-25T03:29:20Z,920000,False,-216.0,150.0,1,left,MISS J. Goodwin 26' 3PT,[1630692],1610612756.0,PHX,,Goodwin,J. Goodwin,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M13.00S,2026-03-25T03:26:59.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,20,14,2026-03-25T03:27:01Z,930000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,Above the Break 3,24+ Left Center,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
95,PT05M00.00S,2026-03-25T03:27:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,85.3646517739816,47.794117647058826,1610612743,20,16,2026-03-25T03:27:19Z,940000,False,-11.0,85.0,1,right,N. Jokić 8' driving floating Jump Shot (6 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,Jokić,N. Jokić,driving floating,In The Paint (Non-RA),8-16 Center,8.58,Made,6.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,,,,,,
97,PT04M42.00S,2026-03-25T03:27:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,19.66162943495401,55.88235294117647,1610612756,22,16,2026-03-25T03:27:37Z,960000,False,-29.0,132.0,1,left,D. Booker 13' step back Jump Shot (5 PTS),[1626164],1610612756.0,PHX,,Booker,D. Booker,step back,In The Paint (Non-RA),8-16 Center,13.55,Made,5.0,,,,,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2026-03-25T03:27:45.1Z,1,REGULAR,3pt,Jump Shot,[],1631128,69.85873850197109,22.54901960784314,1610612743,22,16,2026-03-25T03:27:51Z,970000,False,-137.0,231.0,1,right,MISS C. Braun 26' 3PT,[1631128],1610612743.0,DEN,,Braun,C. Braun,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M23.00S,2026-03-25T03:27:50.1Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,22,16,2026-03-25T03:27:51Z,980000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,O'Neale,R. O'Neale,,Above the Break 3,24+ Left Center,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
100,PT04M21.00S,2026-03-25T03:27:51.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,33.98488830486202,42.40196078431372,1610612756,25,16,2026-03-25T03:28:00Z,990000,False,38.0,267.0,1,left,R. O'Neale 26' 3PT running (6 PTS),[1626220],1610612756.0,PHX,,O'Neale,R. O'Neale,running,Above the Break 3,24+ Center,26.97,Made,6.0,,,,,,,,,,,,,,,,,,,,,,
101,PT04M20.00S,2026-03-25T03:27:57.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,25,16,2026-03-25T03:27:57Z,1000000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2026-03-25T03:30:00.0Z,1,REGULAR,substitution,out,[],1626220,,,1610612743,25,16,2026-03-25T03:30:58Z,1010000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M20.00S,2026-03-25T03:30:00.0Z,1,REGULAR,substitution,out,[],1630224,,,1610612743,25,16,2026-03-25T03:30:58Z,1020000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M20.00S,2026-03-25T03:30:00.0Z,1,REGULAR,substitution,out,[],203932,,,1610612743,25,16,2026-03-25T03:30:58Z,1030000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M20.00S,2026-03-25T03:30:00.0Z,1,REGULAR,substitution,in,[],1642853,,,1610612743,25,16,2026-03-25T03:30:58Z,1040000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M20.00S,2026-03-25T03:30:00.0Z,1,REGULAR,substitution,in,[],1628960,,,1610612743,25,16,2026-03-25T03:30:58Z,1050000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M20.00S,2026-03-25T03:30:00.0Z,1,REGULAR,substitution,in,[],1642461,,,1610612743,25,16,2026-03-25T03:30:58Z,1060000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M06.00S,2026-03-25T03:31:37.4Z,1,REGULAR,3pt,Jump Shot,[],1627750,72.88107752956637,17.892156862745097,1610612743,25,19,2026-03-25T03:31:41Z,1070000,False,-161.0,202.0,1,right,J. Murray 25' 3PT  (6 PTS) (N. Jokić 3 AST),"[1627750, 203999]",1610612743.0,DEN,,Murray,J. Murray,,Above the Break 3,24+ Left Center,25.83,Made,6.0,N. Jokić,203999.0,3.0,,,,,,,,,,,,,,,,,,,
111,PT04M03.00S,2026-03-25T03:31:46.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,25,19,2026-03-25T03:31:51Z,1090000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,202007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M39.00S,2026-03-25T03:32:12.5Z,1,REGULAR,2pt,Jump Shot,[],1630692,8.754927726675426,66.42156862745098,1610612756,27,19,2026-03-25T03:32:24Z,1100000,False,-82.0,30.0,1,left,J. Goodwin 8' fadeaway Jump Shot (2 PTS) (G. Allen 1 AST),"[1630692, 1628960]",1610612756.0,PHX,,Goodwin,J. Goodwin,fadeaway,Mid-Range,8-16 Left,8.73,Made,2.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,,,,,,,,
114,PT03M23.00S,2026-03-25T03:32:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,81.15965834428384,46.07843137254902,1610612743,27,19,2026-03-25T03:32:33Z,1120000,False,-20.0,125.0,1,right,MISS J. Murray 12' pullup Shot,[1627750],1610612743.0,DEN,,Murray,J. Murray,pullup,In The Paint (Non-RA),8-16 Center,12.61,Missed,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M20.00S,2026-03-25T03:32:31.6Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,27,19,2026-03-25T03:32:33Z,1130000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,Allen,G. Allen,,In The Paint (Non-RA),8-16 Center,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
116,PT03M10.00S,2026-03-25T03:32:41.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,32.40801576872536,17.647058823529413,1610612756,30,19,2026-03-25T03:32:45Z,1140000,False,162.0,252.0,1,left,G. Allen 29' 3PT  (3 PTS) (D. Booker 3 AST),"[1628960, 1626164]",1610612756.0,PHX,,Allen,G. Allen,,Above the Break 3,24+ Right Center,29.96,Made,3.0,D. Booker,1626164.0,3.0,,,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2026-03-25T03:33:00.7Z,1,REGULAR,3pt,Jump Shot,[],203501,68.41327201051249,70.83333333333334,1610612743,30,22,2026-03-25T03:33:04Z,1160000,False,104.0,244.0,1,right,T. Hardaway Jr. 26' 3PT  (3 PTS) (N. Jokić 4 AST),"[203501, 203999]",1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,Above the Break 3,24+ Right Center,26.57,Made,3.0,N. Jokić,203999.0,4.0,,,,,,,,,,,,,,,,,,,
120,PT02M26.00S,2026-03-25T03:33:25.4Z,1,REGULAR,3pt,Jump Shot,[],1626164,27.283180026281208,80.63725490196079,1610612756,30,22,2026-03-25T03:33:34Z,1180000,False,-153.0,204.0,1,left,MISS D. Booker 25' step back 3PT,[1626164],1610612756.0,PHX,,Booker,D. Booker,step back,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M22.00S,2026-03-25T03:33:29.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,30,22,2026-03-25T03:33:34Z,1190000,False,,,0,,N. Jokić REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,Jokić,N. Jokić,,Above the Break 3,24+ Left Center,,,,,,,120.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
122,PT02M20.00S,2026-03-25T03:33:32.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203501,93.11760840998686,51.71568627450981,1610612743,30,24,2026-03-25T03:33:40Z,1200000,False,9.0,12.0,1,right,T. Hardaway Jr. running DUNK (5 PTS) (N. Jokić 5 AST),"[203501, 203999]",1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,running,Restricted Area,0-8 Center,1.49,Made,5.0,N. Jokić,203999.0,5.0,,,,,,,,,,,,,,,,,,,
124,PT02M20.00S,2026-03-25T03:33:36.2Z,1,REGULAR,foul,personal,['1freethrow'],1630692,,,1610612743,30,24,2026-03-25T03:34:04Z,1220000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[1630692, 203501]",1610612756.0,PHX,1628484.0,Goodwin,J. Goodwin,shooting,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,
126,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,out,[],1626164,,,1610612743,30,24,2026-03-25T03:34:02Z,1240000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,out,[],1642863,,,1610612743,30,24,2026-03-25T03:34:02Z,1250000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,30,24,2026-03-25T03:34:02Z,1260000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,30,24,2026-03-25T03:34:02Z,1270000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,in,[],1642345,,,1610612743,30,24,2026-03-25T03:34:02Z,1280000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,in,[],1631221,,,1610612743,30,24,2026-03-25T03:34:02Z,1290000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,30,24,2026-03-25T03:34:02Z,1300000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M20.00S,2026-03-25T03:33:45.3Z,1,REGULAR,substitution,in,[],1629661,,,1610612743,30,24,2026-03-25T03:34:02Z,1310000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M20.00S,2026-03-25T03:34:21.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203501,,,1610612743,30,25,2026-03-25T03:34:21Z,1320000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (6 PTS),[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,,,,Made,6.0,,,,,,,,,,,,,,,,,,,,,,
135,PT02M04.00S,2026-03-25T03:34:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,14.011169513797633,41.66666666666667,1610612756,32,25,2026-03-25T03:34:43Z,1330000,False,42.0,79.0,1,left,J. Goodwin 8' driving floating Jump Shot (4 PTS) (G. Allen 2 AST),"[1630692, 1628960]",1610612756.0,PHX,,Goodwin,J. Goodwin,driving floating,In The Paint (Non-RA),8-16 Center,8.95,Made,4.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,,,,,,
137,PT01M53.00S,2026-03-25T03:34:49.4Z,1,REGULAR,3pt,Jump Shot,[],203501,70.38436268068331,81.37254901960785,1610612743,32,25,2026-03-25T03:34:53Z,1350000,False,157.0,226.0,1,right,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M51.00S,2026-03-25T03:34:52.3Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612743,32,25,2026-03-25T03:34:52Z,1360000,False,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612743.0,DEN,,Brown,B. Brown,,Above the Break 3,24+ Right Center,,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
139,PT01M47.00S,2026-03-25T03:34:57.4Z,1,REGULAR,foul,personal,['2freethrow'],1630692,,,1610612743,32,25,2026-03-25T03:35:40Z,1370000,False,,,0,,J. Goodwin shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1630692, 203501]",1610612756.0,PHX,204058.0,Goodwin,J. Goodwin,shooting,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,
141,PT01M47.00S,2026-03-25T03:35:40.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203501,,,1610612743,32,25,2026-03-25T03:35:40Z,1390000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M47.00S,2026-03-25T03:35:40.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,32,25,2026-03-25T03:35:40Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,
143,PT01M47.00S,2026-03-25T03:35:52.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203501,,,1610612743,32,26,2026-03-25T03:35:52Z,1410000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (7 PTS),[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,,,,Made,7.0,,,,,,,,,,,,,,,,,,,,,,
144,PT01M33.00S,2026-03-25T03:36:09.5Z,1,REGULAR,foul,personal,[],1642461,,,1610612756,32,26,2026-03-25T03:36:24Z,1420000,False,,,0,,S. Jones personal FOUL (1 PF),"[1642461, 1628960]",1610612743.0,DEN,1628484.0,Jones,S. Jones,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,0.0,Allen,1628960.0,,,,,,,,,,,
146,PT01M23.00S,2026-03-25T03:36:39.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,32.40801576872536,56.372549019607845,1610612756,32,26,2026-03-25T03:36:44Z,1440000,False,-32.0,252.0,1,left,MISS G. Allen 25' pullup 3PT,[1628960],1610612756.0,PHX,,Allen,G. Allen,pullup,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M22.00S,2026-03-25T03:36:40.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,32,26,2026-03-25T03:36:44Z,1450000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,Above the Break 3,24+ Center,,,,,,,146.0,,,,,,,,,,,,,,,,,,
149,PT01M06.00S,2026-03-25T03:37:03.4Z,1,REGULAR,2pt,Jump Shot,[],1642461,93.24901445466492,89.2156862745098,1610612743,32,26,2026-03-25T03:37:07Z,1470000,False,196.0,11.0,1,right,MISS S. Jones 19' Jump Shot,[1642461],1610612743.0,DEN,,Jones,S. Jones,,Mid-Range,16-24 Right,19.64,Missed,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M04.00S,2026-03-25T03:37:05.4Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,32,26,2026-03-25T03:37:07Z,1480000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612756.0,PHX,,Goodwin,J. Goodwin,,Mid-Range,16-24 Right,,,,,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
151,PT00M53.30S,2026-03-25T03:37:16.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,9.543363994743759,94.6078431372549,1610612756,35,26,2026-03-25T03:37:20Z,1490000,False,-223.0,37.0,1,left,G. Allen 3PT  (6 PTS) (O. Ighodaro 1 AST),"[1628960, 1642345]",1610612756.0,PHX,,Allen,G. Allen,,Left Corner 3,24+ Left,22.61,Made,6.0,O. Ighodaro,1642345.0,1.0,,,,,,,,,,,,,,,,,,,
153,PT00M38.60S,2026-03-25T03:37:34.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,66.17936925098554,59.068627450980394,1610612743,35,26,2026-03-25T03:37:39Z,1510000,False,45.0,265.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612743.0,DEN,,Johnson,C. Johnson,,Above the Break 3,24+ Center,26.92,Missed,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M35.60S,2026-03-25T03:37:37.9Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,35,26,2026-03-25T03:37:39Z,1520000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,,Above the Break 3,24+ Center,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
155,PT00M31.00S,2026-03-25T03:37:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631221,8.09789750328515,52.94117647058824,1610612756,35,26,2026-03-25T03:37:47Z,1530000,False,-15.0,24.0,1,left,MISS C. Gillespie running Layup,[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,running,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M28.30S,2026-03-25T03:37:45.2Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,35,26,2026-03-25T03:37:47Z,1550000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,Johnson,C. Johnson,,Restricted Area,0-8 Center,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT00M16.40S,2026-03-25T03:37:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,85.75886990801577,61.51960784313726,1610612743,35,28,2026-03-25T03:38:02Z,1560000,False,58.0,81.0,1,right,N. Jokić 9' driving floating Jump Shot (8 PTS) (C. Johnson 2 AST),"[203999, 1629661]",1610612743.0,DEN,,Jokić,N. Jokić,driving floating,In The Paint (Non-RA),8-16 Right,9.97,Made,8.0,C. Johnson,1629661.0,2.0,,,,,,,,,,,,,,,,,,,
160,PT00M03.00S,2026-03-25T03:38:13.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,25.443495400788436,12.745098039215685,1610612756,35,28,2026-03-25T03:39:37Z,1580000,False,186.0,187.0,1,left,MISS G. Allen 26' pullup 3PT,[1628960],1610612756.0,PHX,,Allen,G. Allen,pullup,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M03.00S,2026-03-25T03:38:13.8Z,1,REGULAR,rebound,offensive,[],1631221,,,1610612756,35,28,2026-03-25T03:38:20Z,1590000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:1),[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,,Above the Break 3,24+ Right Center,,,,,,,160.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
162,PT00M00.00S,2026-03-25T03:38:19.3Z,1,REGULAR,period,end,[],0,,,1610612756,35,28,2026-03-25T03:38:19Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-03-25T03:40:51.8Z,2,REGULAR,substitution,out,['startperiod'],1630692,,,1610612756,35,28,2026-03-25T03:41:33Z,1610000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-25T03:40:51.8Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612756,35,28,2026-03-25T03:41:33Z,1620000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-03-25T03:40:51.8Z,2,REGULAR,substitution,in,['startperiod'],1630224,,,1610612756,35,28,2026-03-25T03:41:33Z,1630000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-03-25T03:40:51.8Z,2,REGULAR,substitution,in,['startperiod'],1627750,,,1610612756,35,28,2026-03-25T03:41:33Z,1640000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-03-25T03:41:57.8Z,2,REGULAR,period,start,[],0,,,1610612743,35,28,2026-03-25T03:41:57Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M40.00S,2026-03-25T03:42:17.6Z,2,REGULAR,2pt,Jump Shot,[],203501,87.59855453350855,15.686274509803921,1610612743,35,30,2026-03-25T03:42:21Z,1660000,False,-172.0,64.0,1,right,T. Hardaway Jr. 18' pullup Jump Shot (9 PTS) (J. Murray 2 AST),"[203501, 1627750]",1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,pullup,Mid-Range,16-24 Left,18.32,Made,9.0,J. Murray,1627750.0,2.0,,,,,,,,,,,,,,,,,,,
170,PT11M17.00S,2026-03-25T03:42:39.9Z,2,REGULAR,3pt,Jump Shot,[],1642853,14.799605781865965,3.6764705882352944,1610612756,35,30,2026-03-25T03:42:43Z,1680000,False,232.0,87.0,1,left,MISS R. Fleming 24' 3PT,[1642853],1610612756.0,PHX,,Fleming,R. Fleming,,Right Corner 3,24+ Right,24.73,Missed,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M14.00S,2026-03-25T03:42:42.9Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,35,30,2026-03-25T03:42:43Z,1690000,False,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612743.0,DEN,,Brown,B. Brown,,Right Corner 3,24+ Right,,,,,,,170.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
172,PT11M06.00S,2026-03-25T03:42:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642461,92.19776609724047,52.94117647058824,1610612743,35,32,2026-03-25T03:42:54Z,1700000,False,15.0,21.0,1,right,S. Jones cutting Layup (2 PTS) (J. Murray 3 AST),"[1642461, 1627750]",1610612743.0,DEN,,Jones,S. Jones,cutting,Restricted Area,0-8 Center,2.55,Made,2.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,,,,,,,
174,PT10M46.00S,2026-03-25T03:43:10.9Z,2,REGULAR,2pt,Jump Shot,[],1631221,22.158344283837057,46.568627450980394,1610612756,37,32,2026-03-25T03:43:14Z,1720000,False,17.0,156.0,1,left,C. Gillespie 15' pullup Jump Shot (10 PTS),[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,pullup,Mid-Range,8-16 Center,15.67,Made,10.0,,,,,,,,,,,,,,,,,,,,,,
175,PT10M18.00S,2026-03-25T03:43:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,90.88370565045992,57.84313725490197,1610612743,37,32,2026-03-25T03:43:42Z,1730000,False,39.0,33.0,1,right,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,,Murray,J. Murray,driving,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M17.00S,2026-03-25T03:43:40.1Z,2,REGULAR,rebound,offensive,[],1642461,,,1610612743,37,32,2026-03-25T03:43:40Z,1740000,False,,,0,,S. Jones REBOUND (Off:1 Def:0),[1642461],1610612743.0,DEN,,Jones,S. Jones,,In The Paint (Non-RA),0-8 Center,,,,,,,175.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
