actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
430,PT03M01.00S,2026-03-22T03:40:26.6Z,3,REGULAR,turnover,bad pass,[],1631157,,,1610612749,72,78,2026-03-22T03:40:30Z,4260000,False,,,0,,R. Rollins bad pass TURNOVER (2 TO),"[1631157, 1626164]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,,,,,Booker,1626164.0
431,PT03M01.00S,2026-03-22T03:40:26.6Z,3,REGULAR,steal,,[],1626164,,,1610612756,72,78,2026-03-22T03:40:28Z,4270000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT02M54.00S,2026-03-22T03:40:36.0Z,3,REGULAR,turnover,traveling,[],1642346,,,1610612756,72,78,2026-03-22T03:40:44Z,4280000,False,,,0,,R. Dunn traveling TURNOVER (1 TO),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1627541.0,1.0,,,,,,
433,PT02M30.00S,2026-03-22T03:41:16.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631157,75.3777923784494,71.56862745098039,1610612749,72,78,2026-03-22T03:47:41Z,4290000,False,108.0,179.0,1,right,MISS R. Rollins 20' pullup bank Shot,[1631157],1610612749.0,MIL,pullup bank,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right Center,20.89,Missed,,,,,,,,,,,,,,,,,,
434,PT02M27.00S,2026-03-22T03:41:19.0Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612749,72,78,2026-03-22T03:41:21Z,4300000,False,,,0,,J. Sims REBOUND (Off:8 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,,,,,433.0,,,,,9.0,1.0,8.0,,,,,,,,
435,PT02M26.00S,2026-03-22T03:41:19.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631172,69.85873850197109,17.15686274509804,1610612749,72,78,2026-03-22T03:41:25Z,4310000,False,-164.0,231.0,1,right,MISS O. Dieng 28' 3PT,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,28.32,Missed,,,,,,,,,,,,,,,,,,
436,PT02M24.00S,2026-03-22T03:41:21.6Z,3,REGULAR,rebound,defensive,[],1642853,,,1610612756,72,78,2026-03-22T03:50:19Z,4320000,False,,,0,,R. Fleming REBOUND (Off:0 Def:2),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Above the Break 3,24+ Left Center,,,,,435.0,,,,,2.0,2.0,0.0,,,,,,,,
437,PT02M16.00S,2026-03-22T03:41:28.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,6.915243101182654,48.28431372549019,1610612756,74,78,2026-03-22T03:41:32Z,4330000,False,9.0,13.0,1,left,D. Booker running Layup (10 PTS) (J. Bouyea 2 AST),"[1626164, 1631123]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.52,Made,,,,10.0,J. Bouyea,1631123.0,2.0,,,,,,,,,,,
439,PT01M57.00S,2026-03-22T03:41:49.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,92.32917214191852,57.59803921568627,1610612749,74,78,2026-03-22T03:41:54Z,4350000,False,38.0,20.0,1,right,MISS R. Rollins driving Layup - blocked,"[1631157, 1642346]",1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,4.28,Missed,Dunn,1642346.0,,,,,,,,,,,,,,,,
440,PT01M57.00S,2026-03-22T03:41:49.1Z,3,REGULAR,block,,[],1642346,,,1610612749,74,78,2026-03-22T03:41:51Z,4360000,False,,,0,,R. Dunn BLOCK (1 BLK),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
441,PT01M57.00S,2026-03-22T03:41:49.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,74,78,2026-03-22T03:41:54Z,4370000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,439.0,,,,,,,,,,,,,,,
443,PT01M57.00S,2026-03-22T03:41:53.7Z,3,REGULAR,substitution,out,[],1631123,,,1610612749,74,78,2026-03-22T03:41:59Z,4390000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M57.00S,2026-03-22T03:41:53.7Z,3,REGULAR,substitution,in,[],1631221,,,1610612749,74,78,2026-03-22T03:41:59Z,4400000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M57.00S,2026-03-22T03:41:53.7Z,3,REGULAR,substitution,out,[],1631157,,,1610612749,74,78,2026-03-22T03:42:12Z,4410000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M57.00S,2026-03-22T03:41:53.7Z,3,REGULAR,substitution,in,[],1630560,,,1610612749,74,78,2026-03-22T03:42:12Z,4420000,False,,,0,,SUB in: C. Thomas,[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M50.00S,2026-03-22T03:42:32.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,71.96123521681997,18.872549019607842,1610612749,74,78,2026-03-22T03:52:30Z,4430000,False,-156.0,211.0,1,right,MISS C. Thomas 26' step back 3PT,[1630560],1610612749.0,MIL,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
448,PT01M49.00S,2026-03-22T03:42:35.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,74,78,2026-03-22T03:42:35Z,4440000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,447.0,,,,,,,,,,,,,,,
449,PT01M49.00S,2026-03-22T03:42:35.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612749,74,78,2026-03-22T03:42:46Z,4450000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201246.0,,,,,,,
450,PT01M31.00S,2026-03-22T03:43:05.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642853,8.09789750328515,96.07843137254902,1610612756,77,78,2026-03-22T03:43:09Z,4460000,False,-230.0,24.0,1,left,R. Fleming 3PT  (8 PTS) (R. Dunn 3 AST),"[1642853, 1642346]",1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Left Corner 3,24+ Left,23.16,Made,,,,8.0,R. Dunn,1642346.0,3.0,,,,,,,,,,,
452,PT01M07.00S,2026-03-22T03:43:28.4Z,3,REGULAR,turnover,lost ball,[],1630579,,,1610612749,77,78,2026-03-22T03:43:33Z,4480000,False,,,0,,J. Sims lost ball TURNOVER (1 TO),"[1630579, 1642853]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Fleming,1642853.0
453,PT01M07.00S,2026-03-22T03:43:28.4Z,3,REGULAR,steal,,[],1642853,,,1610612756,77,78,2026-03-22T03:43:30Z,4490000,False,,,0,,R. Fleming STEAL (1 STL),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT01M01.00S,2026-03-22T03:43:35.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642346,4.02431011826544,2.696078431372549,1610612756,80,78,2026-03-22T03:44:03Z,4500000,False,237.0,-15.0,1,left,R. Dunn 3PT running (10 PTS) (D. Booker 6 AST),"[1642346, 1626164]",1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,23.7,Made,,,,10.0,D. Booker,1626164.0,6.0,,,,,,,,,,,
456,PT00M41.10S,2026-03-22T03:44:02.5Z,3,REGULAR,3pt,Jump Shot,[],1631250,65.52233902759527,38.23529411764706,1610612749,80,81,2026-03-22T03:44:07Z,4520000,False,-59.0,272.0,1,right,P. Nance 27' 3PT  (5 PTS) (C. Thomas 1 AST),"[1631250, 1630560]",1610612749.0,MIL,,,,Nance,P. Nance,,,,,Above the Break 3,24+ Center,27.79,Made,,,,5.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,
459,PT00M29.20S,2026-03-22T03:44:30.3Z,3,REGULAR,foul,personal,[],1631172,,,1610612756,80,81,2026-03-22T03:44:38Z,4550000,False,,,0,,O. Dieng personal FOUL (1 PF),"[1631172, 1626164]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1628951.0,,1.0,0.0,Booker,1626164.0,,
462,PT00M19.90S,2026-03-22T03:45:02.2Z,3,REGULAR,3pt,Jump Shot,[],1642346,9.280551905387648,97.54901960784314,1610612756,80,81,2026-03-22T03:45:27Z,4580000,False,-238.0,35.0,1,left,MISS R. Dunn 24' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
463,PT00M15.20S,2026-03-22T03:45:06.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,80,81,2026-03-22T03:46:25Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Left Corner 3,24+ Left,,,,,462.0,,,,,,,,,,,,,,,
464,PT00M15.20S,2026-03-22T03:45:27.9Z,3,REGULAR,substitution,out,[],1631172,,,1610612756,80,81,2026-03-22T03:45:58Z,4600000,False,,,0,,SUB out: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M15.20S,2026-03-22T03:45:27.9Z,3,REGULAR,substitution,in,[],1629018,,,1610612756,80,81,2026-03-22T03:45:58Z,4610000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M15.20S,2026-03-22T03:45:56.0Z,3,REGULAR,jumpball,recovered,[],1642853,,,1610612756,80,81,2026-03-22T03:56:19Z,4620000,False,,,0,,Jump Ball K. Maluach vs. J. Sims: Tip to R. Fleming,"[1642853, 1642863, 1630579]",1610612756.0,PHX,heldball,R. Fleming,1642853.0,Fleming,R. Fleming,Maluach,1642863.0,Sims,1630579.0,,,,,,,,,,,,,,,,,,,,,,
471,PT00M03.70S,2026-03-22T03:46:04.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631260,,,1610612756,80,81,2026-03-22T03:46:20Z,4670000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Gillespie 2 FT),"[1631260, 1631221]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1627541.0,,2.0,0.0,Gillespie,1631221.0,,
473,PT00M03.70S,2026-03-22T03:46:33.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631221,,,1610612756,81,81,2026-03-22T03:46:51Z,4690000,False,,,0,,C. Gillespie Free Throw 1 of 2 (15 PTS),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,Made,,,,15.0,,,,,,,,,,,,,,
474,PT00M03.70S,2026-03-22T03:46:35.3Z,3,REGULAR,substitution,out,[],1626164,,,1610612756,81,81,2026-03-22T03:46:41Z,4700000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M03.70S,2026-03-22T03:46:35.3Z,3,REGULAR,substitution,out,[],1642863,,,1610612756,81,81,2026-03-22T03:46:41Z,4710000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M03.70S,2026-03-22T03:46:35.3Z,3,REGULAR,substitution,in,[],1642345,,,1610612756,81,81,2026-03-22T03:46:41Z,4720000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M03.70S,2026-03-22T03:46:35.3Z,3,REGULAR,substitution,in,[],1630692,,,1610612756,81,81,2026-03-22T03:46:41Z,4730000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M03.70S,2026-03-22T03:46:58.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631221,,,1610612756,82,81,2026-03-22T03:46:58Z,4740000,False,,,0,,C. Gillespie Free Throw 2 of 2 (16 PTS),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,Made,,,,16.0,,,,,,,,,,,,,,
479,PT00M00.00S,2026-03-22T03:47:06.2Z,3,REGULAR,heave,,[],0,,,1610612749,82,81,2026-03-22T03:49:47Z,4750000,False,,,0,,MIL Heave,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,37.58,,,,,,,,,,,,,,,,,,,
480,PT00M00.00S,2026-03-22T03:47:06.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,82,81,2026-03-22T03:48:46Z,4760000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,,,479.0,,,,,,,,,,,,,,,
481,PT00M00.00S,2026-03-22T03:47:10.6Z,3,REGULAR,period,end,[],0,,,1610612749,82,81,2026-03-22T03:47:10Z,4770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2026-03-22T03:49:08.1Z,4,REGULAR,substitution,out,['startperiod'],1630692,,,1610612749,82,81,2026-03-22T03:49:44Z,4780000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2026-03-22T03:49:08.1Z,4,REGULAR,substitution,in,['startperiod'],1630224,,,1610612749,82,81,2026-03-22T03:49:44Z,4790000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2026-03-22T03:49:48.8Z,4,REGULAR,period,start,[],0,,,1610612756,82,81,2026-03-22T03:49:48Z,4800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT11M43.00S,2026-03-22T03:50:05.7Z,4,REGULAR,2pt,Jump Shot,[],1631221,22.158344283837057,24.019607843137255,1610612756,84,81,2026-03-22T03:50:12Z,4810000,False,130.0,156.0,1,left,C. Gillespie 20' step back Jump Shot (18 PTS) (O. Ighodaro 3 AST),"[1631221, 1642345]",1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Right Center,20.28,Made,,,,18.0,O. Ighodaro,1642345.0,3.0,,,,,,,,,,,
486,PT11M19.00S,2026-03-22T03:50:31.5Z,4,REGULAR,foul,personal,[],1642346,,,1610612749,84,81,2026-03-22T03:50:34Z,4820000,False,,,0,,R. Dunn personal FOUL (1 PF),"[1642346, 1630560]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Thomas,1630560.0,,
489,PT11M09.00S,2026-03-22T03:50:56.4Z,4,REGULAR,foul,personal,[],1642853,,,1610612749,84,81,2026-03-22T03:51:10Z,4840000,False,,,0,,R. Fleming personal FOUL (4 PF),"[1642853, 1630560]",1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,,4.0,0.0,Thomas,1630560.0,,
491,PT11M00.00S,2026-03-22T03:51:32.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,83.52496714848883,50.98039215686274,1610612749,84,81,2026-03-22T03:51:36Z,4860000,False,5.0,102.0,1,right,MISS G. Trent Jr. 10' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.25,Missed,,,,,,,,,,,,,,,,,,
492,PT10M57.00S,2026-03-22T03:51:35.1Z,4,REGULAR,rebound,defensive,[],1631221,,,1610612756,84,81,2026-03-22T03:51:36Z,4870000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:3),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,,,,,491.0,,,,,4.0,3.0,1.0,,,,,,,,
493,PT10M49.00S,2026-03-22T03:51:44.2Z,4,REGULAR,3pt,Jump Shot,[],1631221,30.436925098554536,71.81372549019608,1610612756,84,81,2026-03-22T03:58:45Z,4880000,False,-109.0,234.0,1,left,MISS C. Gillespie 25' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
494,PT10M45.00S,2026-03-22T03:51:48.2Z,4,REGULAR,rebound,defensive,[],1630579,,,1610612749,84,81,2026-03-22T03:51:48Z,4890000,False,,,0,,J. Sims REBOUND (Off:8 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,493.0,,,,,10.0,2.0,8.0,,,,,,,,
495,PT10M30.00S,2026-03-22T03:52:04.8Z,4,REGULAR,foul,personal,[],1630224,,,1610612749,84,81,2026-03-22T03:52:42Z,4900000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1630560]",1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1627541.0,,1.0,0.0,Thomas,1630560.0,,
497,PT10M23.00S,2026-03-22T03:52:28.4Z,4,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612749,84,81,2026-03-22T03:52:38Z,4920000,False,,,0,,R. Dunn shooting personal FOUL (2 PF) (Thomas 2 FT),"[1642346, 1630560]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628951.0,,2.0,0.0,Thomas,1630560.0,,
499,PT10M23.00S,2026-03-22T03:52:53.2Z,4,REGULAR,freethrow,1 of 2,[],1630560,,,1610612749,84,81,2026-03-22T03:52:53Z,4940000,False,,,0,,MISS C. Thomas Free Throw 1 of 2,[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT10M23.00S,2026-03-22T03:52:53.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,84,81,2026-03-22T03:52:53Z,4950000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,
501,PT10M23.00S,2026-03-22T03:53:13.7Z,4,REGULAR,freethrow,2 of 2,[],1630560,,,1610612749,84,82,2026-03-22T03:53:13Z,4960000,False,,,0,,C. Thomas Free Throw 2 of 2 (5 PTS),[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
502,PT10M05.00S,2026-03-22T03:53:33.6Z,4,REGULAR,3pt,Jump Shot,[],1631221,32.802233902759525,71.56862745098039,1610612756,84,82,2026-03-22T03:53:38Z,4970000,False,-108.0,256.0,1,left,MISS C. Gillespie 27' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,27.76,Missed,,,,,,,,,,,,,,,,,,
503,PT10M02.00S,2026-03-22T03:53:36.6Z,4,REGULAR,rebound,offensive,[],1642346,,,1610612756,84,82,2026-03-22T03:53:38Z,4980000,False,,,0,,R. Dunn REBOUND (Off:2 Def:5),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,502.0,,,,,7.0,5.0,2.0,,,,,,,,
504,PT09M59.00S,2026-03-22T03:53:40.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642346,16.507884362680684,44.6078431372549,1610612756,84,82,2026-03-22T03:53:44Z,4990000,False,27.0,103.0,1,left,MISS R. Dunn 10' driving floating Shot,[1642346],1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,10.62,Missed,,,,,,,,,,,,,,,,,,
505,PT09M55.00S,2026-03-22T03:53:44.8Z,4,REGULAR,rebound,defensive,[],1630579,,,1610612749,84,82,2026-03-22T03:53:44Z,5000000,False,,,0,,J. Sims REBOUND (Off:8 Def:3),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,504.0,,,,,11.0,3.0,8.0,,,,,,,,
506,PT09M46.00S,2026-03-22T03:53:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,94.30026281208936,48.28431372549019,1610612749,84,84,2026-03-22T03:53:59Z,5010000,False,-9.0,1.0,1,right,C. Thomas driving finger roll Layup (7 PTS),[1630560],1610612749.0,MIL,driving finger roll,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,0.87,Made,,,,7.0,,,,,,,,,,,,,,
507,PT09M41.00S,2026-03-22T03:54:01.9Z,4,REGULAR,foul,personal,['2freethrow'],1631250,,,1610612756,84,84,2026-03-22T03:54:22Z,5020000,False,,,0,,P. Nance shooting personal FOUL (2 PF) (Green 2 FT),"[1631250, 1630224]",1610612749.0,MIL,shooting,,,Nance,P. Nance,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627541.0,,2.0,0.0,Green,1630224.0,,
509,PT09M41.00S,2026-03-22T03:54:26.1Z,4,REGULAR,freethrow,1 of 2,[],1630224,,,1610612756,84,84,2026-03-22T03:54:47Z,5040000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
510,PT09M41.00S,2026-03-22T03:54:26.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,84,84,2026-03-22T03:54:47Z,5050000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,
511,PT09M41.00S,2026-03-22T03:54:28.6Z,4,REGULAR,substitution,out,[],1642346,,,1610612756,84,84,2026-03-22T03:54:31Z,5060000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M41.00S,2026-03-22T03:54:28.6Z,4,REGULAR,substitution,in,[],1630587,,,1610612756,84,84,2026-03-22T03:54:31Z,5070000,False,,,0,,SUB in: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M41.00S,2026-03-22T03:54:26.1Z,4,REGULAR,freethrow,2 of 2,[],1630224,,,1610612756,84,84,2026-03-22T03:54:47Z,5080000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
514,PT09M39.00S,2026-03-22T03:54:28.1Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612749,84,84,2026-03-22T03:54:47Z,5090000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,,,,,,,513.0,,,,,1.0,1.0,0.0,,,,,,,,
515,PT09M23.00S,2026-03-22T03:55:03.8Z,4,REGULAR,foul,offensive,[],1630560,,,1610612749,84,84,2026-03-22T03:55:12Z,5100000,False,,,0,,C. Thomas offensive FOUL (1 PF),"[1630560, 1630224]",1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Green,1630224.0,,
517,PT09M23.00S,2026-03-22T03:55:03.8Z,4,REGULAR,turnover,offensive foul,[],1630560,,,1610612749,84,84,2026-03-22T03:55:03Z,5120000,False,,,0,,C. Thomas offensive foul TURNOVER (2 TO),[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201246.0,2.0,,,,,,
518,PT09M08.00S,2026-03-22T03:55:36.6Z,4,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612756,84,84,2026-03-22T03:55:45Z,5130000,False,,,0,,A. Green shooting personal FOUL (3 PF) (Green 2 FT),"[1631260, 1630224]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201246.0,,3.0,0.0,Green,1630224.0,,
520,PT09M08.00S,2026-03-22T03:56:04.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630224,,,1610612756,85,84,2026-03-22T03:56:04Z,5150000,False,,,0,,J. Green Free Throw 1 of 2 (16 PTS),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Made,,,,16.0,,,,,,,,,,,,,,
521,PT09M08.00S,2026-03-22T03:56:20.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630224,,,1610612756,86,84,2026-03-22T03:56:20Z,5160000,False,,,0,,J. Green Free Throw 2 of 2 (17 PTS),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Made,,,,17.0,,,,,,,,,,,,,,
522,PT08M49.00S,2026-03-22T03:56:42.1Z,4,REGULAR,turnover,out-of-bounds,[],1631260,,,1610612749,86,84,2026-03-22T03:56:48Z,5170000,False,,,0,,A. Green bad pass out-of-bounds TURNOVER (1 TO),[1631260],1610612749.0,MIL,bad pass,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201246.0,1.0,,,,,,
523,PT08M49.00S,2026-03-22T03:56:45.2Z,4,REGULAR,substitution,out,[],1630579,,,1610612756,86,84,2026-03-22T03:56:55Z,5180000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
