actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
86,PT04M27.00S,2025-11-03T01:24:59.1Z,1,REGULAR,3pt,Jump Shot,[],1642346,71.43561103810775,76.9607843137255,1610612756,21,12,2025-11-03T01:25:05Z,840000,False,135.0,216.0,1,right,R. Dunn 25' 3PT  (6 PTS) (D. Booker 5 AST),"[1642346, 1626164]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,25.46,Made,,,,,,,6.0,,,,,D. Booker,1626164.0,5.0
88,PT04M08.00S,2025-11-03T01:25:18.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,24.26084099868594,37.5,1610612759,21,12,2025-11-03T01:25:23Z,860000,False,62.0,176.0,1,left,MISS D. Vassell 18' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,18.64,Missed,,,,,,,,,,,,,,
89,PT04M06.00S,2025-11-03T01:25:20.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,21,12,2025-11-03T01:25:23Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,88.0,,,,,,,,,,,,,
91,PT04M06.00S,2025-11-03T01:25:23.2Z,1,REGULAR,substitution,out,[],1626220,,,1610612756,21,12,2025-11-03T01:25:35Z,890000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M06.00S,2025-11-03T01:25:23.2Z,1,REGULAR,substitution,out,[],1631109,,,1610612756,21,12,2025-11-03T01:25:35Z,900000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M06.00S,2025-11-03T01:25:23.2Z,1,REGULAR,substitution,out,[],203084,,,1610612756,21,12,2025-11-03T01:25:35Z,910000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M06.00S,2025-11-03T01:25:23.2Z,1,REGULAR,substitution,in,[],1630692,,,1610612756,21,12,2025-11-03T01:25:35Z,920000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2025-11-03T01:25:23.2Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,21,12,2025-11-03T01:25:35Z,930000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M06.00S,2025-11-03T01:25:23.2Z,1,REGULAR,substitution,in,[],1642264,,,1610612756,21,12,2025-11-03T01:25:35Z,940000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M56.00S,2025-11-03T01:25:50.7Z,1,REGULAR,3pt,Jump Shot,[],1631221,71.30420499342969,16.176470588235293,1610612756,21,12,2025-11-03T01:29:16Z,950000,False,-169.0,217.0,1,right,MISS C. Gillespie 27' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,27.53,Missed,,,,,,,,,,,,,,
98,PT03M52.00S,2025-11-03T01:25:54.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,21,12,2025-11-03T01:25:57Z,960000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,
99,PT03M36.00S,2025-11-03T01:26:10.5Z,1,REGULAR,2pt,Jump Shot,[],1642844,4.28712220762155,24.509803921568626,1610612759,21,14,2025-11-03T01:26:15Z,970000,False,127.0,-12.0,1,left,D. Harper 12' pullup Jump Shot (5 PTS),[1642844],1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,Mid-Range,8-16 Right,,,,,12.81,Made,,,,,,,5.0,,,,,,,
100,PT03M25.00S,2025-11-03T01:26:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642345,93.38042049934296,49.26470588235294,1610612756,23,14,2025-11-03T01:26:27Z,980000,False,-4.0,10.0,1,right,O. Ighodaro cutting Layup (2 PTS) (D. Booker 6 AST),"[1642345, 1626164]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,1.04,Made,,,,,,,2.0,,,,,D. Booker,1626164.0,6.0
102,PT03M04.00S,2025-11-03T01:26:43.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,14.273981603153747,45.34313725490196,1610612759,23,14,2025-11-03T01:26:50Z,1000000,False,23.0,82.0,1,left,MISS K. Johnson 8' turnaround Hook,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.5,Missed,,,,,,,,,,,,,,
103,PT03M00.00S,2025-11-03T01:26:47.0Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,23,14,2025-11-03T01:26:50Z,1010000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,
104,PT02M50.00S,2025-11-03T01:26:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,87.46714848883047,46.32352941176471,1610612756,25,14,2025-11-03T01:27:03Z,1020000,False,-18.0,65.0,1,right,D. Booker 6' turnaround fadeaway Jump Shot (5 PTS),[1626164],1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.78,Made,,,,,,,5.0,,,,,,,
105,PT02M48.00S,2025-11-03T01:27:04.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,25,14,2025-11-03T01:27:04Z,1030000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M48.00S,2025-11-03T01:29:31.1Z,1,REGULAR,substitution,out,[],1642346,,,1610612759,25,14,2025-11-03T01:29:58Z,1040000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M48.00S,2025-11-03T01:29:31.1Z,1,REGULAR,substitution,out,[],202687,,,1610612759,25,14,2025-11-03T01:29:58Z,1050000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M48.00S,2025-11-03T01:29:31.1Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,25,14,2025-11-03T01:29:58Z,1060000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M48.00S,2025-11-03T01:29:31.1Z,1,REGULAR,substitution,in,[],1628502,,,1610612759,25,14,2025-11-03T01:29:58Z,1070000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M48.00S,2025-11-03T01:29:31.1Z,1,REGULAR,substitution,in,[],1629162,,,1610612759,25,14,2025-11-03T01:29:58Z,1080000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M48.00S,2025-11-03T01:29:31.1Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,25,14,2025-11-03T01:29:58Z,1090000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M32.00S,2025-11-03T01:30:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642844,9.937582128777924,47.30392156862745,1610612759,25,16,2025-11-03T01:36:55Z,1100000,False,13.0,41.0,1,left,D. Harper driving floating Jump Shot (7 PTS),[1642844],1610612759.0,SAS,driving floating,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,4.31,Made,,,,,,,7.0,,,,,,,
114,PT02M27.00S,2025-11-03T01:30:27.7Z,1,REGULAR,foul,offensive,[],1642345,,,1610612756,25,16,2025-11-03T01:30:33Z,1120000,False,,,0,,O. Ighodaro offensive FOUL (1 PF),"[1642345, 1642264]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,2534.0,,,,,,,,,,1.0,0.0,Castle,1642264.0,,,
116,PT02M27.00S,2025-11-03T01:30:27.7Z,1,REGULAR,turnover,offensive foul,[],1642345,,,1610612756,25,16,2025-11-03T01:30:27Z,1140000,False,,,0,,O. Ighodaro offensive foul TURNOVER (1 TO),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,1.0,,,2534.0,,,,,,,,,,,,,,,,
117,PT02M08.00S,2025-11-03T01:31:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642264,11.12023653088042,0.24509803921568626,1610612759,25,16,2025-11-03T01:31:09Z,1150000,False,249.0,52.0,1,left,MISS S. Castle 25' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,,,,,25.42,Missed,,,,,,,,,,,,,,
118,PT02M04.00S,2025-11-03T01:31:08.0Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,25,16,2025-11-03T01:31:09Z,1160000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Right Corner 3,24+ Right,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,,,
119,PT01M55.00S,2025-11-03T01:31:16.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,82.7365308804205,68.13725490196079,1610612756,27,16,2025-11-03T01:31:21Z,1170000,False,91.0,110.0,1,right,D. Booker 14' pullup Jump Shot (7 PTS) (O. Ighodaro 1 AST),"[1626164, 1642345]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,14.24,Made,,,,,,,7.0,,,,,O. Ighodaro,1642345.0,1.0
120,PT01M46.00S,2025-11-03T01:31:26.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642264,3.892904073587385,46.81372549019608,1610612759,27,18,2025-11-03T01:31:31Z,1180000,False,16.0,-16.0,1,left,S. Castle driving DUNK (4 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,2.25,Made,,,,,,,4.0,,,,,,,
121,PT01M46.00S,2025-11-03T01:31:29.5Z,1,REGULAR,foul,personal,['1freethrow'],1630692,,,1610612759,27,18,2025-11-03T01:31:47Z,1190000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Castle 1 FT),"[1630692, 1642264]",1610612756.0,PHX,shooting,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,1628481.0,,,,,,,,,,1.0,0.0,Castle,1642264.0,,,
123,PT01M46.00S,2025-11-03T01:31:38.0Z,1,REGULAR,substitution,out,[],1626164,,,1610612759,27,18,2025-11-03T01:31:43Z,1210000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M46.00S,2025-11-03T01:31:38.0Z,1,REGULAR,substitution,in,[],1628960,,,1610612759,27,18,2025-11-03T01:31:43Z,1220000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M46.00S,2025-11-03T01:32:01.1Z,1,REGULAR,freethrow,1 of 1,[],1642264,,,1610612759,27,19,2025-11-03T01:32:01Z,1230000,False,,,0,,S. Castle Free Throw 1 of 1 (5 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
126,PT01M32.00S,2025-11-03T01:32:17.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,64.47109067017082,67.15686274509804,1610612756,27,19,2025-11-03T01:32:21Z,1240000,False,86.0,281.0,1,right,MISS G. Allen 29' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,29.43,Missed,,,,,,,,,,,,,,
127,PT01M29.00S,2025-11-03T01:32:20.2Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,27,19,2025-11-03T01:32:21Z,1250000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,
128,PT01M21.00S,2025-11-03T01:32:28.4Z,1,REGULAR,3pt,Jump Shot,[],1629162,3.3672798948751645,94.85294117647058,1610612759,27,19,2025-11-03T01:32:33Z,1260000,False,-224.0,-21.0,1,left,MISS J. McLaughlin 3PT,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Left Corner 3,24+ Left,,,,,22.53,Missed,,,,,,,,,,,,,,
129,PT01M17.00S,2025-11-03T01:32:32.4Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,27,19,2025-11-03T01:32:33Z,1270000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,
130,PT01M05.00S,2025-11-03T01:32:45.5Z,1,REGULAR,turnover,out-of-bounds,[],1642345,,,1610612756,27,19,2025-11-03T01:32:53Z,1280000,False,,,0,,O. Ighodaro bad pass out-of-bounds TURNOVER (2 TO),[1642345],1610612756.0,PHX,bad pass,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Center,2.0,,,1628481.0,,,,,,,,,,,,,,,,
131,PT00M50.80S,2025-11-03T01:33:06.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,4.681340341655716,95.58823529411765,1610612759,27,22,2025-11-03T01:33:11Z,1290000,False,-228.0,-8.0,1,left,K. Johnson 3PT  (3 PTS) (S. Castle 1 AST),"[1629640, 1642264]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,22.81,Made,,,,,,,3.0,,,,,S. Castle,1642264.0,1.0
133,PT00M41.00S,2025-11-03T01:33:19.3Z,1,REGULAR,2pt,Jump Shot,[],1631221,78.0059132720105,72.30392156862744,1610612756,29,22,2025-11-03T01:33:29Z,1310000,False,112.0,154.0,1,right,C. Gillespie 19' pullup Jump Shot (5 PTS) (O. Ighodaro 2 AST),"[1631221, 1642345]",1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Right Center,,,,,19.03,Made,,,,,,,5.0,,,,,O. Ighodaro,1642345.0,2.0
136,PT00M24.00S,2025-11-03T01:33:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,7.835085413929041,50.0,1610612759,29,22,2025-11-03T01:33:50Z,1330000,False,0.0,21.0,1,left,MISS D. Harper finger roll Layup,[1642844],1610612759.0,SAS,finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,2.11,Missed,,,,,,,,,,,,,,
137,PT00M21.70S,2025-11-03T01:33:41.2Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,29,22,2025-11-03T01:33:41Z,1340000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,136.0,3.0,1.0,2.0,,,,,,,,,,
138,PT00M21.10S,2025-11-03T01:33:41.8Z,1,REGULAR,2pt,Layup,['2ndchance'],1641705,12.828515111695138,28.431372549019606,1610612759,29,22,2025-11-03T01:35:51Z,1350000,False,108.0,68.0,1,left,MISS V. Wembanyama 12' putback Layup,[1641705],1610612759.0,SAS,putback,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,12.75,Missed,,,,,,,,,,,,,,
139,PT00M18.60S,2025-11-03T01:33:44.3Z,1,REGULAR,rebound,offensive,[],1629162,,,1610612759,29,22,2025-11-03T01:33:52Z,1360000,False,,,0,,J. McLaughlin REBOUND (Off:1 Def:0),[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,8-16 Right,,,,,,,138.0,1.0,0.0,1.0,,,,,,,,,,
140,PT00M15.40S,2025-11-03T01:33:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,5.863994743758213,48.28431372549019,1610612759,29,24,2025-11-03T01:33:59Z,1370000,False,9.0,3.0,1,left,K. Johnson driving reverse Layup (5 PTS) (V. Wembanyama 1 AST),"[1629640, 1641705]",1610612759.0,SAS,driving reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,0.9,Made,,,,,,,5.0,,,,,V. Wembanyama,1641705.0,1.0
142,PT00M01.40S,2025-11-03T01:34:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1629162,,,1610612756,29,24,2025-11-03T01:34:13Z,1390000,False,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Gillespie 2 FT),"[1629162, 1631221]",1610612759.0,SAS,shooting,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,,,,1628481.0,,,,,,,,,,1.0,0.0,Gillespie,1631221.0,,,
144,PT00M01.40S,2025-11-03T01:34:29.7Z,1,REGULAR,freethrow,1 of 2,[],1631221,,,1610612756,30,24,2025-11-03T01:34:29Z,1410000,False,,,0,,C. Gillespie Free Throw 1 of 2 (6 PTS),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
145,PT00M01.40S,2025-11-03T01:34:41.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,30,24,2025-11-03T01:34:44Z,1420000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M01.40S,2025-11-03T01:34:41.4Z,1,REGULAR,substitution,in,[],1631109,,,1610612756,30,24,2025-11-03T01:34:44Z,1430000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M01.40S,2025-11-03T01:34:58.8Z,1,REGULAR,freethrow,2 of 2,[],1631221,,,1610612756,31,24,2025-11-03T01:34:58Z,1440000,False,,,0,,C. Gillespie Free Throw 2 of 2 (7 PTS),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,
148,PT00M00.20S,2025-11-03T01:35:01.7Z,1,REGULAR,heave,,[],0,,,1610612759,31,24,2025-11-03T01:35:17Z,1450000,False,,,0,,SAS Heave,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Left,,,,,73.71,,,,,,,,,,,,,,,
149,PT00M00.20S,2025-11-03T01:35:01.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,31,24,2025-11-03T01:35:17Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,148.0,,,,,,,,,,,,,
150,PT00M00.00S,2025-11-03T01:35:05.3Z,1,REGULAR,period,end,[],0,,,1610612759,31,24,2025-11-03T01:35:05Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,out,['startperiod'],1628502,,,1610612759,31,24,2025-11-03T01:37:39Z,1480000,False,,,0,,SUB out: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,out,['startperiod'],1630692,,,1610612759,31,24,2025-11-03T01:37:39Z,1490000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,out,['startperiod'],1631109,,,1610612759,31,24,2025-11-03T01:37:39Z,1500000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,out,['startperiod'],1642844,,,1610612759,31,24,2025-11-03T01:37:39Z,1510000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612759,31,24,2025-11-03T01:37:39Z,1520000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612759,31,24,2025-11-03T01:37:39Z,1530000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,in,['startperiod'],1626220,,,1610612759,31,24,2025-11-03T01:37:39Z,1540000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-11-03T01:37:10.2Z,2,REGULAR,substitution,in,['startperiod'],1630577,,,1610612759,31,24,2025-11-03T01:37:39Z,1550000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-11-03T01:37:55.7Z,2,REGULAR,period,start,[],0,,,1610612756,31,24,2025-11-03T01:37:55Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M36.00S,2025-11-03T01:38:18.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642345,81.8166885676741,45.588235294117645,1610612756,31,24,2025-11-03T01:38:25Z,1570000,False,-22.0,118.0,1,right,MISS O. Ighodaro 12' floating Shot,[1642345],1610612756.0,PHX,floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,12.04,Missed,,,,,,,,,,,,,,
161,PT11M32.00S,2025-11-03T01:38:22.8Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,31,24,2025-11-03T01:38:25Z,1580000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,
162,PT11M28.00S,2025-11-03T01:38:26.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629640,4.5499342969776615,49.26470588235294,1610612759,31,24,2025-11-03T01:55:06Z,1590000,False,4.0,-10.0,1,left,MISS K. Johnson running Layup - blocked,"[1629640, 1642345]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,1.04,Missed,,,,,Ighodaro,1642345.0,,,,,,,,
163,PT11M28.00S,2025-11-03T01:38:26.6Z,2,REGULAR,block,,[],1642345,,,1610612759,31,24,2025-11-03T01:38:28Z,1600000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT11M25.00S,2025-11-03T01:38:29.6Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,31,24,2025-11-03T01:38:31Z,1610000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,
165,PT11M14.00S,2025-11-03T01:38:40.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,82.7365308804205,45.09803921568628,1610612756,33,24,2025-11-03T01:55:21Z,1620000,False,-25.0,110.0,1,right,N. Richards 11' floating Jump Shot (2 PTS),[1630208],1610612756.0,PHX,floating,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.25,Made,,,,,,,2.0,,,,,,,
166,PT11M02.00S,2025-11-03T01:38:52.8Z,2,REGULAR,3pt,Jump Shot,[],1642264,29.122864651773984,77.69607843137256,1610612759,33,24,2025-11-03T01:38:57Z,1630000,False,-138.0,221.0,1,left,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,26.11,Missed,,,,,,,,,,,,,,
167,PT10M59.00S,2025-11-03T01:38:55.8Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,33,24,2025-11-03T01:38:57Z,1640000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,,,,,166.0,3.0,3.0,0.0,,,,,,,,,,
168,PT10M47.00S,2025-11-03T01:39:08.1Z,2,REGULAR,2pt,Jump Shot,[],1631221,86.67871222076215,25.735294117647058,1610612756,33,24,2025-11-03T01:55:34Z,1650000,False,-121.0,73.0,1,right,MISS C. Gillespie 14' driving floating bank Shot,[1631221],1610612756.0,PHX,driving floating bank,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Left,,,,,14.14,Missed,,,,,,,,,,,,,,
