actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
350,PT09M46.00S,2025-11-03T02:26:29.7Z,3,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612759,74,52,2025-11-03T02:26:42Z,3460000,False,,,0,,M. Williams shooting personal FOUL (2 PF) (Champagnie 2 FT),"[1631109, 1630577]",1610612756.0,PHX,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,2534.0,,,,,,,,,,2.0,0.0,Champagnie,1630577.0,,,
352,PT09M46.00S,2025-11-03T02:26:55.2Z,3,REGULAR,freethrow,1 of 2,[],1630577,,,1610612759,74,53,2025-11-03T02:26:55Z,3480000,False,,,0,,J. Champagnie Free Throw 1 of 2 (8 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,
353,PT09M46.00S,2025-11-03T02:27:06.4Z,3,REGULAR,freethrow,2 of 2,[],1630577,,,1610612759,74,54,2025-11-03T02:27:06Z,3490000,False,,,0,,J. Champagnie Free Throw 2 of 2 (9 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,
354,PT09M27.00S,2025-11-03T02:27:27.5Z,3,REGULAR,3pt,Jump Shot,[],1626220,7.966491458607096,2.450980392156863,1610612756,77,54,2025-11-03T02:27:33Z,3500000,False,238.0,22.0,1,left,R. O'Neale 3PT  (11 PTS) (G. Allen 3 AST),"[1626220, 1628960]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,23.88,Made,,,,,,,11.0,,,,,G. Allen,1628960.0,3.0
356,PT09M15.00S,2025-11-03T02:27:39.5Z,3,REGULAR,3pt,Jump Shot,[],203084,91.80354796320631,95.09803921568627,1610612759,77,54,2025-11-03T02:27:44Z,3520000,False,225.0,25.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,22.68,Missed,,,,,,,,,,,,,,
357,PT09M11.00S,2025-11-03T02:27:43.5Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,77,54,2025-11-03T02:27:44Z,3530000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,,,,,356.0,2.0,2.0,0.0,,,,,,,,,,
358,PT09M02.00S,2025-11-03T02:27:51.9Z,3,REGULAR,3pt,Jump Shot,[],1628960,4.681340341655716,1.2254901960784315,1610612756,77,54,2025-11-03T02:27:57Z,3540000,False,244.0,-8.0,1,left,MISS G. Allen 24' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,,,24.4,Missed,,,,,,,,,,,,,,
359,PT08M59.00S,2025-11-03T02:27:54.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,77,54,2025-11-03T02:27:57Z,3550000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,358.0,,,,,,,,,,,,,
361,PT08M46.00S,2025-11-03T02:28:11.9Z,3,REGULAR,3pt,Jump Shot,[],1642264,62.10578186596584,24.019607843137255,1610612759,77,57,2025-11-03T02:28:16Z,3570000,False,-130.0,304.0,1,right,S. Castle 33' 3PT  (10 PTS) (H. Barnes 2 AST),"[1642264, 203084]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,33.03,Made,,,,,,,10.0,,,,,H. Barnes,203084.0,2.0
363,PT08M30.00S,2025-11-03T02:28:29.1Z,3,REGULAR,foul,personal,[],1630577,,,1610612756,77,57,2025-11-03T02:28:35Z,3590000,False,,,0,,J. Champagnie personal FOUL (2 PF),"[1630577, 1626164]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,1626300.0,,,,,,,,,,2.0,0.0,Booker,1626164.0,,,
365,PT08M18.00S,2025-11-03T02:29:00.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,14.14257555847569,50.49019607843137,1610612756,77,57,2025-11-03T02:29:06Z,3610000,False,-2.0,80.0,1,left,MISS G. Allen 8' driving floating Shot,[1628960],1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.04,Missed,,,,,,,,,,,,,,
366,PT08M16.00S,2025-11-03T02:29:02.9Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,77,57,2025-11-03T02:29:06Z,3620000,False,,,0,,J. Champagnie REBOUND (Off:2 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,365.0,5.0,3.0,2.0,,,,,,,,,,
367,PT08M11.00S,2025-11-03T02:29:08.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,77.87450722733246,6.127450980392156,1610612759,77,57,2025-11-03T02:53:12Z,3630000,False,-219.0,155.0,1,right,MISS J. Champagnie 26' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,26.89,Missed,,,,,,,,,,,,,,
368,PT08M08.00S,2025-11-03T02:29:11.1Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,77,57,2025-11-03T02:29:12Z,3640000,False,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,367.0,3.0,3.0,0.0,,,,,,,,,,
369,PT08M00.00S,2025-11-03T02:29:18.7Z,3,REGULAR,3pt,Jump Shot,[],1628960,28.203022339027594,15.686274509803921,1610612756,77,57,2025-11-03T02:29:24Z,3650000,False,172.0,213.0,1,left,MISS G. Allen 27' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,27.32,Missed,,,,,,,,,,,,,,
370,PT07M57.00S,2025-11-03T02:29:21.7Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,77,57,2025-11-03T02:29:24Z,3660000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,369.0,6.0,4.0,2.0,,,,,,,,,,
371,PT07M52.00S,2025-11-03T02:29:28.1Z,3,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612759,77,57,2025-11-03T02:29:34Z,3670000,False,,,0,,M. Williams shooting personal FOUL (3 PF) (Barnes 2 FT),"[1631109, 203084]",1610612756.0,PHX,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,,,,,,3.0,0.0,Barnes,203084.0,,,
373,PT07M52.00S,2025-11-03T02:29:52.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203084,,,1610612759,77,58,2025-11-03T02:29:52Z,3690000,False,,,0,,H. Barnes Free Throw 1 of 2 (10 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,
374,PT07M52.00S,2025-11-03T02:29:53.4Z,3,REGULAR,substitution,out,[],1641705,,,1610612759,77,58,2025-11-03T02:29:56Z,3700000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M52.00S,2025-11-03T02:29:53.4Z,3,REGULAR,substitution,in,[],202687,,,1610612759,77,58,2025-11-03T02:29:56Z,3710000,False,,,0,,SUB in: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M52.00S,2025-11-03T02:30:13.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203084,,,1610612759,77,59,2025-11-03T02:30:13Z,3720000,False,,,0,,H. Barnes Free Throw 2 of 2 (11 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,
377,PT07M38.00S,2025-11-03T02:30:31.5Z,3,REGULAR,foul,personal,['2freethrow'],202687,,,1610612756,77,59,2025-11-03T02:30:43Z,3730000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Williams 2 FT),"[202687, 1631109]",1610612759.0,SAS,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,,,,,,1.0,0.0,Williams,1631109.0,,,
380,PT07M38.00S,2025-11-03T02:31:07.8Z,3,REGULAR,freethrow,1 of 2,[],1631109,,,1610612756,77,59,2025-11-03T02:31:27Z,3750000,False,,,0,,MISS M. Williams Free Throw 1 of 2,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
381,PT07M38.00S,2025-11-03T02:31:07.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,77,59,2025-11-03T02:31:27Z,3760000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,
382,PT07M38.00S,2025-11-03T02:31:07.8Z,3,REGULAR,freethrow,2 of 2,[],1631109,,,1610612756,77,59,2025-11-03T02:31:27Z,3770000,False,,,0,,MISS M. Williams Free Throw 2 of 2,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
383,PT07M36.00S,2025-11-03T02:31:09.8Z,3,REGULAR,rebound,defensive,[],202687,,,1610612759,77,59,2025-11-03T02:31:27Z,3780000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,382.0,1.0,1.0,0.0,,,,,,,,,,
384,PT07M25.00S,2025-11-03T02:31:37.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202687,92.32917214191852,51.470588235294116,1610612759,77,59,2025-11-03T02:31:42Z,3790000,False,7.0,20.0,1,right,MISS B. Biyombo Hook,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,2.1,Missed,,,,,,,,,,,,,,
385,PT07M25.00S,2025-11-03T02:31:37.4Z,3,REGULAR,rebound,offensive,[],1642264,,,1610612759,77,59,2025-11-03T02:31:42Z,3800000,False,,,0,,S. Castle REBOUND (Off:1 Def:3),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,384.0,4.0,3.0,1.0,,,,,,,,,,
386,PT07M25.00S,2025-11-03T02:31:40.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642264,94.40999984741211,50.0,1610612759,77,61,2025-11-03T02:31:40Z,3810000,False,0.0,0.0,1,right,S. Castle tip Layup (12 PTS),[1642264],1610612759.0,SAS,tip,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,,,,,,,12.0,,,,,,,
387,PT07M25.00S,2025-11-03T02:31:42.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,77,61,2025-11-03T02:31:42Z,3820000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M10.00S,2025-11-03T02:34:56.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,6.1268068331143235,47.794117647058826,1610612756,79,61,2025-11-03T02:35:01Z,3830000,False,11.0,5.0,1,left,M. Williams alley-oop DUNK (5 PTS) (R. Dunn 1 AST),"[1631109, 1642346]",1610612756.0,PHX,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,1.21,Made,,,,,,,5.0,,,,,R. Dunn,1642346.0,1.0
390,PT06M56.00S,2025-11-03T02:35:09.6Z,3,REGULAR,3pt,Jump Shot,[],1630170,73.9323258869908,16.911764705882355,1610612759,79,61,2025-11-03T02:35:16Z,3850000,False,-165.0,193.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,25.38,Missed,,,,,,,,,,,,,,
391,PT06M53.00S,2025-11-03T02:35:12.6Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612756,79,61,2025-11-03T02:35:16Z,3860000,False,,,0,,M. Williams REBOUND (Off:1 Def:3),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,390.0,4.0,3.0,1.0,,,,,,,,,,
392,PT06M45.00S,2025-11-03T02:35:21.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,10.726018396846255,37.254901960784316,1610612756,81,61,2025-11-03T02:35:26Z,3870000,False,64.0,48.0,1,left,M. Williams 7' Hook (7 PTS) (D. Booker 10 AST),"[1631109, 1626164]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.99,Made,,,,,,,7.0,,,,,D. Booker,1626164.0,10.0
394,PT06M34.00S,2025-11-03T02:35:34.3Z,3,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612759,81,61,2025-11-03T02:35:39Z,3890000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Castle 2 FT),"[1642346, 1642264]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,1.0,0.0,Castle,1642264.0,,,
396,PT06M34.00S,2025-11-03T02:36:02.7Z,3,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,81,62,2025-11-03T02:36:02Z,3910000,False,,,0,,S. Castle Free Throw 1 of 2 (13 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Made,,,,,,,13.0,,,,,,,
397,PT06M34.00S,2025-11-03T02:36:21.6Z,3,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,81,63,2025-11-03T02:36:21Z,3920000,False,,,0,,S. Castle Free Throw 2 of 2 (14 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Made,,,,,,,14.0,,,,,,,
398,PT06M16.00S,2025-11-03T02:36:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,11.251642575558476,44.11764705882353,1610612756,83,63,2025-11-03T02:36:49Z,3930000,False,29.0,53.0,1,left,R. Dunn 6' driving floating Jump Shot (14 PTS) (D. Booker 11 AST),"[1642346, 1626164]",1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.09,Made,,,,,,,14.0,,,,,D. Booker,1626164.0,11.0
400,PT06M03.00S,2025-11-03T02:36:54.5Z,3,REGULAR,3pt,Jump Shot,[],203084,75.3777923784494,85.5392156862745,1610612759,83,63,2025-11-03T02:37:00Z,3950000,False,178.0,179.0,1,right,MISS H. Barnes 25' step back 3PT,[203084],1610612759.0,SAS,step back,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,25.22,Missed,,,,,,,,,,,,,,
401,PT06M00.00S,2025-11-03T02:36:57.5Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,83,63,2025-11-03T02:37:00Z,3960000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,400.0,4.0,4.0,0.0,,,,,,,,,,
402,PT05M42.00S,2025-11-03T02:37:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.389618922470433,48.529411764705884,1610612756,85,63,2025-11-03T02:53:25Z,3970000,False,7.0,8.0,1,left,D. Booker driving Layup (18 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,1.06,Made,,,,,,,18.0,,,,,,,
403,PT05M32.00S,2025-11-03T02:37:25.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,87.46714848883047,0.0,1610612759,85,63,2025-11-03T02:37:30Z,3980000,False,-250.0,65.0,1,right,MISS D. Vassell 25' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,,25.84,Missed,,,,,,,,,,,,,,
404,PT05M29.00S,2025-11-03T02:37:28.1Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612756,85,63,2025-11-03T02:37:30Z,3990000,False,,,0,,M. Williams REBOUND (Off:1 Def:4),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,,,,,403.0,5.0,4.0,1.0,,,,,,,,,,
405,PT05M28.00S,2025-11-03T02:37:29.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626164,5.601182654402102,51.470588235294116,1610612756,87,63,2025-11-03T04:47:49Z,4000000,False,-7.0,0.0,1,left,D. Booker running Layup (20 PTS) (M. Williams 2 AST),"[1626164, 1631109]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,0.74,Made,,,,,,,20.0,,,,,M. Williams,1631109.0,2.0
407,PT05M28.00S,2025-11-03T02:37:34.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,87,63,2025-11-03T02:37:34Z,4020000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M28.00S,2025-11-03T02:39:49.2Z,3,REGULAR,substitution,out,[],1630170,,,1610612759,87,63,2025-11-03T02:40:17Z,4040000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M28.00S,2025-11-03T02:39:49.2Z,3,REGULAR,substitution,out,[],1630577,,,1610612759,87,63,2025-11-03T02:40:17Z,4050000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M28.00S,2025-11-03T02:39:49.2Z,3,REGULAR,substitution,out,[],202687,,,1610612759,87,63,2025-11-03T02:40:17Z,4060000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M28.00S,2025-11-03T02:39:49.2Z,3,REGULAR,substitution,in,[],1641705,,,1610612759,87,63,2025-11-03T02:40:17Z,4070000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M28.00S,2025-11-03T02:39:49.2Z,3,REGULAR,substitution,in,[],1629640,,,1610612759,87,63,2025-11-03T02:40:17Z,4080000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M28.00S,2025-11-03T02:39:49.2Z,3,REGULAR,substitution,in,[],1629162,,,1610612759,87,63,2025-11-03T02:40:17Z,4090000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M16.00S,2025-11-03T02:40:41.4Z,3,REGULAR,foul,personal,[],1626220,,,1610612759,87,63,2025-11-03T02:40:52Z,4100000,False,,,0,,R. O'Neale personal FOUL (3 PF),"[1626220, 1641705]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,,,,,,,,,,3.0,0.0,Wembanyama,1641705.0,,,
417,PT05M07.00S,2025-11-03T02:41:18.0Z,3,REGULAR,2pt,Jump Shot,[],1641705,91.40932982917214,19.11764705882353,1610612759,87,63,2025-11-03T02:41:25Z,4120000,False,-154.0,28.0,1,right,MISS V. Wembanyama 15' turnaround Shot,[1641705],1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,15.7,Missed,,,,,,,,,,,,,,
418,PT05M05.00S,2025-11-03T02:41:20.0Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,87,63,2025-11-03T02:41:25Z,4130000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:5),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,417.0,5.0,5.0,0.0,,,,,,,,,,
419,PT04M56.00S,2025-11-03T02:41:29.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,12.302890932982917,62.5,1610612756,89,63,2025-11-03T02:41:34Z,4140000,False,-62.0,63.0,1,left,D. Booker 8' turnaround Jump Shot (22 PTS),[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,,8.88,Made,,,,,,,22.0,,,,,,,
420,PT04M46.00S,2025-11-03T02:41:38.9Z,3,REGULAR,3pt,Jump Shot,[],1642264,72.48685939553219,15.931372549019606,1610612759,89,66,2025-11-03T02:41:45Z,4150000,False,-170.0,206.0,1,right,S. Castle 26' 3PT  (17 PTS) (J. McLaughlin 2 AST),"[1642264, 1629162]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,26.74,Made,,,,,,,17.0,,,,,J. McLaughlin,1629162.0,2.0
422,PT04M22.00S,2025-11-03T02:42:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,9.411957950065702,48.529411764705884,1610612756,89,66,2025-11-03T02:42:06Z,4170000,False,7.0,36.0,1,left,MISS R. Dunn driving Layup - blocked,"[1642346, 1641705]",1610612756.0,PHX,driving,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,3.68,Missed,,,,,Wembanyama,1641705.0,,,,,,,,
423,PT04M22.00S,2025-11-03T02:42:02.5Z,3,REGULAR,block,,[],1641705,,,1610612756,89,66,2025-11-03T02:42:04Z,4180000,False,,,0,,V. Wembanyama BLOCK (3 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
424,PT04M20.00S,2025-11-03T02:42:04.5Z,3,REGULAR,rebound,defensive,[],1642264,,,1610612759,89,66,2025-11-03T02:42:06Z,4190000,False,,,0,,S. Castle REBOUND (Off:1 Def:4),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,422.0,5.0,4.0,1.0,,,,,,,,,,
425,PT04M13.00S,2025-11-03T02:42:12.5Z,3,REGULAR,turnover,lost ball,[],1629640,,,1610612759,89,66,2025-11-03T02:42:20Z,4200000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1626220]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
426,PT04M13.00S,2025-11-03T02:42:12.5Z,3,REGULAR,steal,,[],1626220,,,1610612756,89,66,2025-11-03T02:42:13Z,4210000,False,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
427,PT04M08.00S,2025-11-03T02:42:17.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,24.655059132720105,88.72549019607843,1610612756,92,66,2025-11-03T03:20:22Z,4220000,False,-194.0,179.0,1,left,G. Allen 26' 3PT running (11 PTS) (R. O'Neale 4 AST),"[1628960, 1626220]",1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,26.39,Made,,,,,,,11.0,,,,,R. O'Neale,1626220.0,4.0
429,PT03M56.00S,2025-11-03T02:42:31.2Z,3,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,92,66,2025-11-03T02:42:41Z,4240000,False,,,0,,V. Wembanyama lost ball out-of-bounds TURNOVER (5 TO),[1641705],1610612759.0,SAS,lost ball,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,5.0,,,1626300.0,,,,,,,,,,,,,,,,
430,PT03M56.00S,2025-11-03T02:42:34.8Z,3,REGULAR,substitution,out,[],1628960,,,1610612756,92,66,2025-11-03T02:42:40Z,4250000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M56.00S,2025-11-03T02:42:34.8Z,3,REGULAR,substitution,out,[],1631109,,,1610612756,92,66,2025-11-03T02:42:40Z,4260000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M56.00S,2025-11-03T02:42:34.8Z,3,REGULAR,substitution,in,[],1642345,,,1610612756,92,66,2025-11-03T02:42:40Z,4270000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M56.00S,2025-11-03T02:42:34.8Z,3,REGULAR,substitution,in,[],1631221,,,1610612756,92,66,2025-11-03T02:42:40Z,4280000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M36.00S,2025-11-03T02:43:05.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,21.369908015768726,29.901960784313726,1610612756,94,66,2025-11-03T02:43:10Z,4290000,False,100.0,148.0,1,left,D. Booker 17' pullup Jump Shot (24 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,,17.92,Made,,,,,,,24.0,,,,,,,
436,PT03M20.00S,2025-11-03T02:43:25.7Z,3,REGULAR,substitution,out,[],1626220,,,1610612759,94,66,2025-11-03T02:43:34Z,4310000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M20.00S,2025-11-03T02:43:25.7Z,3,REGULAR,substitution,out,[],1642346,,,1610612759,94,66,2025-11-03T02:43:34Z,4320000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
