actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
89,PT05M03.00S,2025-11-30T02:25:08.9Z,1,REGULAR,substitution,out,[],1642345,,,1610612743,14,13,2025-11-30T02:25:26Z,840000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2025-11-30T02:25:08.9Z,1,REGULAR,substitution,in,[],1630692,,,1610612743,14,13,2025-11-30T02:25:26Z,850000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2025-11-30T02:25:08.9Z,1,REGULAR,substitution,in,[],1630208,,,1610612743,14,13,2025-11-30T02:25:26Z,860000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M49.00S,2025-11-30T02:25:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,8.754927726675426,43.38235294117647,1610612743,14,13,2025-11-30T02:25:49Z,870000,False,33.0,30.0,1,left,MISS J. Murray driving Layup - blocked,"[1627750, 1631221]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,4.45,Missed,,,,,,,,,,Gillespie,1631221.0,,,,
93,PT04M49.00S,2025-11-30T02:25:44.5Z,1,REGULAR,block,,[],1631221,,,1610612743,14,13,2025-11-30T02:25:46Z,880000,False,,,0,,C. Gillespie BLOCK (1 BLK),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT04M47.00S,2025-11-30T02:25:46.5Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,14,13,2025-11-30T02:25:49Z,890000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,92.0,1.0,1.0,0.0
95,PT04M44.00S,2025-11-30T02:25:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,78.26872536136662,7.107843137254902,1610612756,14,13,2025-11-30T02:27:36Z,900000,False,-214.0,152.0,1,right,MISS C. Gillespie 26' running 3PT,[1631221],1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,26.28,Missed,,,,,,,,,,,,,,,
96,PT04M41.00S,2025-11-30T02:25:52.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,14,13,2025-11-30T02:25:59Z,910000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,95.0,,,
98,PT04M33.00S,2025-11-30T02:26:11.3Z,1,REGULAR,3pt,Jump Shot,[],1627750,26.231931668856767,8.57843137254902,1610612743,14,16,2025-11-30T02:26:16Z,930000,False,207.0,194.0,1,left,J. Murray 28' 3PT step back (8 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,28.38,Made,8.0,,,,,,,,,,,,,,
99,PT04M31.00S,2025-11-30T02:26:17.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,14,16,2025-11-30T02:26:17Z,940000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2025-11-30T02:28:19.8Z,1,REGULAR,substitution,out,[],1628415,,,1610612756,14,16,2025-11-30T02:29:04Z,950000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2025-11-30T02:28:19.8Z,1,REGULAR,substitution,out,[],1629661,,,1610612756,14,16,2025-11-30T02:29:04Z,960000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M31.00S,2025-11-30T02:28:19.8Z,1,REGULAR,substitution,in,[],1628502,,,1610612756,14,16,2025-11-30T02:29:04Z,970000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M31.00S,2025-11-30T02:28:19.8Z,1,REGULAR,substitution,in,[],1628971,,,1610612756,14,16,2025-11-30T02:29:04Z,980000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M05.00S,2025-11-30T02:29:35.1Z,1,REGULAR,2pt,Jump Shot,[],1628502,81.68528252299606,72.79411764705883,1610612756,14,16,2025-11-30T02:29:52Z,990000,False,114.0,120.0,1,right,MISS N. Hayes-Davis 16' floating Shot,[1628502],1610612756.0,PHX,floating,,,Hayes-Davis,N. Hayes-Davis,,,,,Mid-Range,16-24 Right Center,,,,16.53,Missed,,,,,,,,,,,,,,,
107,PT04M02.00S,2025-11-30T02:29:38.1Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,14,16,2025-11-30T02:29:52Z,1000000,False,,,0,,P. Watson REBOUND (Off:1 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,106.0,4.0,3.0,1.0
108,PT03M59.00S,2025-11-30T02:29:41.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,21.632720105124836,90.93137254901961,1610612743,14,16,2025-11-30T02:30:07Z,1010000,False,-205.0,151.0,1,left,MISS T. Hardaway Jr. 25' running 3PT,[203501],1610612743.0,DEN,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.42,Missed,,,,,,,,,,,,,,,
109,PT03M55.00S,2025-11-30T02:29:44.7Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,14,16,2025-11-30T02:29:44Z,1020000,False,,,0,,N. Jokić REBOUND (Off:3 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,108.0,4.0,1.0,3.0
110,PT03M54.00S,2025-11-30T02:29:45.6Z,1,REGULAR,foul,personal,['2freethrow'],1628502,,,1610612743,14,16,2025-11-30T02:29:56Z,1030000,False,,,0,,N. Hayes-Davis shooting personal FOUL (1 PF) (Jokić 2 FT),"[1628502, 203999]",1610612756.0,PHX,shooting,,,Hayes-Davis,N. Hayes-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,1.0,0.0,Jokić,203999.0,,,,,,
112,PT03M54.00S,2025-11-30T02:30:10.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,14,17,2025-11-30T02:30:10Z,1050000,False,,,0,,N. Jokić Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
113,PT03M54.00S,2025-11-30T02:30:29.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,14,18,2025-11-30T02:30:29Z,1060000,False,,,0,,N. Jokić Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
114,PT03M42.00S,2025-11-30T02:30:44.4Z,1,REGULAR,turnover,bad pass,[],1631221,,,1610612756,14,18,2025-11-30T02:30:48Z,1070000,False,,,0,,C. Gillespie bad pass TURNOVER (1 TO),"[1631221, 1627750]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Left,1.0,Murray,1627750.0,,,,,,,,,,,,,,,,,
115,PT03M42.00S,2025-11-30T02:30:44.4Z,1,REGULAR,steal,,[],1627750,,,1610612743,14,18,2025-11-30T02:30:46Z,1080000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
116,PT03M25.00S,2025-11-30T02:31:01.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203501,18.610381077529567,39.46078431372549,1610612743,14,20,2025-11-30T02:31:06Z,1090000,False,53.0,122.0,1,left,T. Hardaway Jr. 13' pullup Jump Shot (2 PTS) (B. Brown 1 AST),"[203501, 1628971]",1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,13.33,Made,2.0,B. Brown,1628971.0,1.0,,,,,,,,,,,
118,PT03M16.00S,2025-11-30T02:31:11.9Z,1,REGULAR,foul,personal,['2freethrow'],203501,,,1610612756,14,20,2025-11-30T02:31:16Z,1110000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Booker 2 FT),"[203501, 1626164]",1610612743.0,DEN,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,1.0,0.0,Booker,1626164.0,,,,,,
120,PT03M16.00S,2025-11-30T02:31:37.8Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,15,20,2025-11-30T02:31:37Z,1130000,False,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
121,PT03M16.00S,2025-11-30T02:31:53.9Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,16,20,2025-11-30T02:31:53Z,1140000,False,,,0,,D. Booker Free Throw 2 of 2 (2 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
122,PT02M55.00S,2025-11-30T02:32:17.3Z,1,REGULAR,3pt,Jump Shot,[],1627750,16.113666228646515,1.9607843137254901,1610612743,16,20,2025-11-30T02:32:21Z,1150000,False,240.0,99.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.98,Missed,,,,,,,,,,,,,,,
123,PT02M51.00S,2025-11-30T02:32:21.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,16,20,2025-11-30T02:32:21Z,1160000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,122.0,1.0,1.0,0.0
124,PT02M48.00S,2025-11-30T02:32:25.3Z,1,REGULAR,foul,offensive,[],1630208,,,1610612756,16,20,2025-11-30T02:32:36Z,1170000,False,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 203501]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628487.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,
126,PT02M48.00S,2025-11-30T02:32:25.3Z,1,REGULAR,turnover,offensive foul,[],1630208,,,1610612756,16,20,2025-11-30T02:32:25Z,1190000,False,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,1628487.0,,,,,,,,,,
127,PT02M30.00S,2025-11-30T02:32:53.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,12.434296977660972,35.53921568627451,1610612743,16,22,2025-11-30T02:32:59Z,1200000,False,72.0,64.0,1,left,N. Jokić 9' driving bank Jump Shot (8 PTS),[203999],1610612743.0,DEN,driving bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,9.68,Made,8.0,,,,,,,,,,,,,,
128,PT02M06.00S,2025-11-30T02:33:19.2Z,1,REGULAR,turnover,traveling,[],1628502,,,1610612756,16,22,2025-11-30T02:33:25Z,1210000,False,,,0,,N. Hayes-Davis traveling TURNOVER (1 TO),[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,1628487.0,,,,,,,,,,
129,PT02M06.00S,2025-11-30T02:33:23.4Z,1,REGULAR,substitution,out,[],1626164,,,1610612743,16,22,2025-11-30T02:33:26Z,1220000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M06.00S,2025-11-30T02:33:23.4Z,1,REGULAR,substitution,in,[],1628960,,,1610612743,16,22,2025-11-30T02:33:26Z,1230000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M49.00S,2025-11-30T02:33:55.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203999,19.004599211563733,94.6078431372549,1610612743,16,25,2025-11-30T02:34:00Z,1240000,False,-223.0,126.0,1,left,N. Jokić 25' 3PT  (11 PTS) (P. Watson 2 AST),"[203999, 1631212]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,25.62,Made,11.0,P. Watson,1631212.0,2.0,,,,,,,,,,,
133,PT01M35.00S,2025-11-30T02:34:08.6Z,1,REGULAR,3pt,Jump Shot,[],1631221,66.96780551905388,47.30392156862745,1610612756,19,25,2025-11-30T02:34:13Z,1260000,False,-13.0,258.0,1,right,C. Gillespie 25' 3PT step back (6 PTS),[1631221],1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,25.84,Made,6.0,,,,,,,,,,,,,,
134,PT01M26.00S,2025-11-30T02:34:17.6Z,1,REGULAR,3pt,Jump Shot,[],203501,33.85348226018397,60.5392156862745,1610612743,19,28,2025-11-30T02:34:21Z,1270000,False,-53.0,266.0,1,left,T. Hardaway Jr. 27' 3PT  (5 PTS) (N. Jokić 3 AST),"[203501, 203999]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,27.09,Made,5.0,N. Jokić,203999.0,3.0,,,,,,,,,,,
136,PT01M08.00S,2025-11-30T02:34:35.5Z,1,REGULAR,3pt,Jump Shot,[],1631221,73.14388961892247,14.215686274509803,1610612756,22,28,2025-11-30T02:34:40Z,1290000,False,-179.0,200.0,1,right,C. Gillespie 26' 3PT pullup (9 PTS),[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,26.83,Made,9.0,,,,,,,,,,,,,,
137,PT00M52.40S,2025-11-30T02:34:52.2Z,1,REGULAR,3pt,Jump Shot,[],203501,24.392247043363994,85.7843137254902,1610612743,22,28,2025-11-30T02:34:56Z,1300000,False,-179.0,177.0,1,left,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.15,Missed,,,,,,,,,,,,,,,
138,PT00M49.50S,2025-11-30T02:34:55.1Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,22,28,2025-11-30T02:34:56Z,1310000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,137.0,1.0,1.0,0.0
139,PT00M34.70S,2025-11-30T02:35:10.0Z,1,REGULAR,3pt,Jump Shot,[],1631221,79.84559789750328,2.450980392156863,1610612756,22,28,2025-11-30T02:35:17Z,1320000,False,-238.0,137.0,1,right,MISS C. Gillespie 27' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,27.44,Missed,,,,,,,,,,,,,,,
140,PT00M31.60S,2025-11-30T02:35:13.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,22,28,2025-11-30T02:35:17Z,1330000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,139.0,2.0,1.0,1.0
142,PT00M31.60S,2025-11-30T02:35:16.3Z,1,REGULAR,substitution,out,[],1631212,,,1610612756,22,28,2025-11-30T02:35:23Z,1350000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M31.60S,2025-11-30T02:35:16.3Z,1,REGULAR,substitution,out,[],1627750,,,1610612756,22,28,2025-11-30T02:35:23Z,1360000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M31.60S,2025-11-30T02:35:16.3Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,22,28,2025-11-30T02:35:23Z,1370000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M31.60S,2025-11-30T02:35:16.3Z,1,REGULAR,substitution,in,[],1630192,,,1610612756,22,28,2025-11-30T02:35:23Z,1380000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M25.00S,2025-11-30T02:35:38.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,78.66294349540078,93.13725490196079,1610612756,25,28,2025-11-30T02:35:51Z,1390000,False,216.0,148.0,1,right,G. Allen 26' 3PT pullup bank (5 PTS),[1628960],1610612756.0,PHX,pullup bank,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,26.16,Made,5.0,,,,,,,,,,,,,,
147,PT00M06.00S,2025-11-30T02:36:03.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612743,25,28,2025-11-30T02:36:11Z,1400000,False,,,0,,N. Richards shooting personal FOUL (2 PF) (Jokić 2 FT),"[1630208, 203999]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2003.0,2.0,0.0,Jokić,203999.0,,,,,,
149,PT00M06.00S,2025-11-30T02:36:29.8Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,25,29,2025-11-30T02:36:29Z,1420000,False,,,0,,N. Jokić Free Throw 1 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
150,PT00M06.00S,2025-11-30T02:36:30.6Z,1,REGULAR,substitution,out,[],1630208,,,1610612743,25,29,2025-11-30T02:36:38Z,1430000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M06.00S,2025-11-30T02:36:30.6Z,1,REGULAR,substitution,out,[],1628502,,,1610612743,25,29,2025-11-30T02:36:38Z,1440000,False,,,0,,SUB out: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M06.00S,2025-11-30T02:36:30.6Z,1,REGULAR,substitution,in,[],1626220,,,1610612743,25,29,2025-11-30T02:36:38Z,1450000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M06.00S,2025-11-30T02:36:30.6Z,1,REGULAR,substitution,in,[],1626164,,,1610612743,25,29,2025-11-30T02:36:38Z,1460000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M06.00S,2025-11-30T02:36:59.9Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,25,30,2025-11-30T02:36:59Z,1470000,False,,,0,,N. Jokić Free Throw 2 of 2 (13 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
155,PT00M00.00S,2025-11-30T02:37:13.2Z,1,REGULAR,period,end,[],0,,,1610612756,25,30,2025-11-30T02:37:13Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-11-30T02:39:27.1Z,2,REGULAR,substitution,out,['startperiod'],1626220,,,1610612756,25,30,2025-11-30T02:39:48Z,1490000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-11-30T02:39:27.1Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,25,30,2025-11-30T02:39:48Z,1500000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-11-30T02:39:27.1Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612756,25,30,2025-11-30T02:39:48Z,1510000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-11-30T02:39:27.1Z,2,REGULAR,substitution,in,['startperiod'],1628502,,,1610612756,25,30,2025-11-30T02:39:48Z,1520000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-11-30T02:39:27.1Z,2,REGULAR,substitution,in,['startperiod'],1642345,,,1610612756,25,30,2025-11-30T02:39:48Z,1530000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-11-30T02:39:27.1Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612756,25,30,2025-11-30T02:39:48Z,1540000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-11-30T02:39:55.6Z,2,REGULAR,period,start,[],0,,,1610612756,25,30,2025-11-30T02:39:55Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M47.00S,2025-11-30T02:40:08.2Z,2,REGULAR,2pt,Jump Shot,[],1631221,93.51182654402102,70.58823529411765,1610612756,25,30,2025-11-30T02:40:19Z,1560000,False,103.0,8.0,1,right,MISS C. Gillespie 10' pullup Shot - blocked,"[1631221, 1628971]",1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,,,,10.33,Missed,,,,,,,,,,Brown,1628971.0,,,,
164,PT11M47.00S,2025-11-30T02:40:08.2Z,2,REGULAR,block,,[],1628971,,,1610612756,25,30,2025-11-30T02:40:19Z,1570000,False,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
165,PT11M46.00S,2025-11-30T02:40:09.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,25,30,2025-11-30T02:40:19Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,163.0,,,
167,PT11M43.00S,2025-11-30T02:40:26.8Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612756,25,30,2025-11-30T02:40:37Z,1600000,False,,,0,,J. Valančiūnas shooting personal FOUL (1 PF) (Ighodaro 2 FT),"[202685, 1642345]",1610612743.0,DEN,shooting,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628487.0,1.0,0.0,Ighodaro,1642345.0,,,,,,
169,PT11M43.00S,2025-11-30T02:40:52.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642345,,,1610612756,25,30,2025-11-30T02:41:14Z,1620000,False,,,0,,MISS O. Ighodaro Free Throw 1 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
170,PT11M43.00S,2025-11-30T02:40:52.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,25,30,2025-11-30T02:41:14Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,
171,PT11M43.00S,2025-11-30T02:40:52.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642345,,,1610612756,25,30,2025-11-30T02:41:14Z,1640000,False,,,0,,MISS O. Ighodaro Free Throw 2 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
172,PT11M40.00S,2025-11-30T02:40:55.2Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612743,25,30,2025-11-30T02:41:14Z,1650000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,171.0,1.0,1.0,0.0
173,PT11M31.00S,2025-11-30T02:41:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630192,4.681340341655716,47.794117647058826,1610612743,25,32,2025-11-30T02:41:25Z,1660000,False,11.0,-8.0,1,left,Z. Nnaji running Layup (2 PTS) (B. Brown 2 AST),"[1630192, 1628971]",1610612743.0,DEN,running,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,1.39,Made,2.0,B. Brown,1628971.0,2.0,,,,,,,,,,,
175,PT11M20.00S,2025-11-30T02:41:32.2Z,2,REGULAR,2pt,Jump Shot,[],1630692,89.30683311432325,31.372549019607842,1610612756,25,32,2025-11-30T02:41:37Z,1680000,False,-93.0,48.0,1,right,MISS J. Goodwin 10' pullup Shot,[1630692],1610612756.0,PHX,pullup,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Left,,,,10.47,Missed,,,,,,,,,,,,,,,
