actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
519,PT00M11.00S,2024-12-24T03:25:13.7Z,3,REGULAR,freethrow,2 of 2,[],1629655,,,1610612742,102,76,2024-12-24T03:25:13Z,5190000,False,,,0,,D. Gafford Free Throw 2 of 2 (23 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,23.0,,,,,,,,,,,,
520,PT00M01.80S,2024-12-24T03:25:29.0Z,3,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,102,76,2024-12-24T03:25:34Z,5200000,False,,,0,,D. Avdija lost ball out-of-bounds TURNOVER (2 TO),[1630166],1610612757.0,POR,lost ball,,,Avdija,D. Avdija,,,,,Mid-Range,24+ Left,,,,,,,1627534.0,,,,,2.0,,,,,,,,
521,PT00M00.20S,2024-12-24T03:25:42.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,51.724704336399476,88.48039215686273,1610612742,102,76,2024-12-24T03:25:55Z,5210000,False,192.0,401.0,1,right,MISS L. Dončić 44' 3PT,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,44.5,Missed,,,,,,,,,,,,,,,,,,
522,PT00M00.10S,2024-12-24T03:25:42.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,102,76,2024-12-24T03:25:55Z,5220000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,521.0,,,,,,,,,,,,,,,,,
523,PT00M00.00S,2024-12-24T03:25:50.8Z,3,REGULAR,period,end,[],0,,,1610612742,102,76,2024-12-24T03:25:50Z,5230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2024-12-24T03:26:53.9Z,4,REGULAR,substitution,out,['startperiod'],1629656,,,1610612742,102,76,2024-12-24T03:28:14Z,5260000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2024-12-24T03:26:53.9Z,4,REGULAR,substitution,out,['startperiod'],203915,,,1610612742,102,76,2024-12-24T03:28:14Z,5270000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2024-12-24T03:26:53.9Z,4,REGULAR,substitution,out,['startperiod'],1642270,,,1610612742,102,76,2024-12-24T03:28:14Z,5280000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2024-12-24T03:26:53.9Z,4,REGULAR,substitution,in,['startperiod'],202681,,,1610612742,102,76,2024-12-24T03:28:14Z,5290000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2024-12-24T03:26:53.9Z,4,REGULAR,substitution,in,['startperiod'],1630230,,,1610612742,102,76,2024-12-24T03:28:14Z,5300000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2024-12-24T03:26:53.9Z,4,REGULAR,substitution,in,['startperiod'],1641739,,,1610612742,102,76,2024-12-24T03:28:14Z,5310000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2024-12-24T03:28:25.5Z,4,REGULAR,period,start,[],0,,,1610612757,102,76,2024-12-24T03:28:25Z,5320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT11M45.00S,2024-12-24T03:28:39.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,6.783837056504599,44.11764705882353,1610612757,102,76,2024-12-24T03:28:44Z,5330000,False,29.0,11.0,1,left,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
535,PT11M44.00S,2024-12-24T03:28:40.7Z,4,REGULAR,rebound,offensive,[],1630703,,,1610612757,102,76,2024-12-24T03:28:44Z,5340000,False,,,0,,S. Henderson REBOUND (Off:1 Def:3),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,534.0,4.0,3.0,1.0,,,,,,,,,,,,,,
536,PT11M43.00S,2024-12-24T03:28:42.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630703,6.389618922470433,43.627450980392155,1610612757,102,78,2024-12-24T03:28:49Z,5350000,False,32.0,8.0,1,left,S. Henderson reverse Layup (9 PTS),[1630703],1610612757.0,POR,reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,3.28,Made,,,,,,9.0,,,,,,,,,,,,
537,PT11M31.00S,2024-12-24T03:28:55.9Z,4,REGULAR,violation,kicked ball,[],1641739,,,1610612742,102,78,2024-12-24T03:29:01Z,5360000,False,,,0,,T. Camara kicked ball VIOLATION,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,1628481.0,,,,,,,,,,,,,
538,PT11M16.00S,2024-12-24T03:29:22.7Z,4,REGULAR,3pt,Jump Shot,[],1628467,72.88107752956637,80.3921568627451,1610612742,105,78,2024-12-24T03:29:26Z,5370000,False,152.0,202.0,1,right,M. Kleber 25' 3PT  (3 PTS) (N. Marshall 1 AST),"[1628467, 1630230]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,25.31,Made,,,,,,3.0,N. Marshall,1630230.0,1.0,,,,,,,,,
541,PT11M13.00S,2024-12-24T03:29:44.6Z,4,REGULAR,foul,offensive,[],1630703,,,1610612757,105,78,2024-12-24T03:30:19Z,5400000,False,,,0,,S. Henderson off-the-ball offensive FOUL (5 PF),"[1630703, 1628467]",1610612757.0,POR,off-the-ball,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,,,,,,,1627534.0,,,,,,,,5.0,0.0,Kleber,1628467.0,,
543,PT11M13.00S,2024-12-24T03:29:44.6Z,4,REGULAR,turnover,offensive foul,[],1630703,,,1610612757,105,78,2024-12-24T03:29:44Z,5420000,False,,,0,,S. Henderson offensive foul TURNOVER (4 TO),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,,,,,,,1627534.0,,,,,4.0,,,,,,,,
544,PT11M02.00S,2024-12-24T03:30:19.0Z,4,REGULAR,foul,offensive,[],1628467,,,1610612742,105,78,2024-12-24T03:30:29Z,5430000,False,,,0,,M. Kleber charge offensive FOUL (4 PF),"[1628467, 1631200]",1610612742.0,DAL,charge,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,,,,,,,,4.0,0.0,Murray,1631200.0,,
546,PT11M02.00S,2024-12-24T03:30:19.0Z,4,REGULAR,turnover,offensive foul,[],1628467,,,1610612742,105,78,2024-12-24T03:30:19Z,5450000,False,,,0,,M. Kleber offensive foul TURNOVER (2 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,,,,,2.0,,,,,,,,
547,PT10M49.00S,2024-12-24T03:30:43.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,6.389618922470433,49.26470588235294,1610612757,105,80,2024-12-24T03:30:47Z,5460000,False,4.0,8.0,1,left,D. Avdija driving finger roll Layup (19 PTS),[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,19.0,,,,,,,,,,,,
548,PT10M30.00S,2024-12-24T03:31:05.0Z,4,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612742,105,80,2024-12-24T03:31:14Z,5470000,False,,,0,,D. Avdija shooting personal FOUL (4 PF) (Dončić 2 FT),"[1630166, 1629029]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,2882.0,,,,,,,,4.0,0.0,Dončić,1629029.0,,
550,PT10M30.00S,2024-12-24T03:31:37.8Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,106,80,2024-12-24T03:31:37Z,5490000,False,,,0,,L. Dončić Free Throw 1 of 2 (23 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,23.0,,,,,,,,,,,,
551,PT10M30.00S,2024-12-24T03:31:38.9Z,4,REGULAR,substitution,out,[],1629655,,,1610612742,106,80,2024-12-24T03:31:54Z,5500000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT10M30.00S,2024-12-24T03:31:38.9Z,4,REGULAR,substitution,out,[],1628467,,,1610612742,106,80,2024-12-24T03:31:54Z,5510000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT10M30.00S,2024-12-24T03:31:38.9Z,4,REGULAR,substitution,in,[],1641765,,,1610612742,106,80,2024-12-24T03:31:54Z,5520000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT10M30.00S,2024-12-24T03:31:38.9Z,4,REGULAR,substitution,in,[],203939,,,1610612742,106,80,2024-12-24T03:31:54Z,5530000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT10M30.00S,2024-12-24T03:32:06.8Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,107,80,2024-12-24T03:32:06Z,5540000,False,,,0,,L. Dončić Free Throw 2 of 2 (24 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,,24.0,,,,,,,,,,,,
556,PT10M21.00S,2024-12-24T03:32:17.4Z,4,REGULAR,3pt,Jump Shot,[],1631200,5.338370565045992,95.83333333333334,1610612757,107,80,2024-12-24T03:32:21Z,5550000,False,-229.0,-2.0,1,left,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
557,PT10M18.00S,2024-12-24T03:32:20.4Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,107,80,2024-12-24T03:32:21Z,5560000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,556.0,1.0,1.0,0.0,,,,,,,,,,,,,,
558,PT10M01.00S,2024-12-24T03:32:36.7Z,4,REGULAR,3pt,Jump Shot,[],1629029,69.59592641261499,69.36274509803921,1610612742,110,80,2024-12-24T03:32:43Z,5570000,False,97.0,233.0,1,right,L. Dončić 25' 3PT step back (27 PTS),[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,25.26,Made,,,,,,27.0,,,,,,,,,,,,
559,PT09M51.00S,2024-12-24T03:32:47.6Z,4,REGULAR,3pt,Jump Shot,[],1630703,32.40801576872536,43.872549019607845,1610612757,110,80,2024-12-24T03:32:51Z,5580000,False,31.0,252.0,1,left,MISS S. Henderson 25' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,25.4,Missed,,,,,,,,,,,,,,,,,,
560,PT09M48.00S,2024-12-24T03:32:50.6Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,110,80,2024-12-24T03:32:51Z,5590000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,559.0,1.0,1.0,0.0,,,,,,,,,,,,,,
561,PT09M34.00S,2024-12-24T03:33:04.1Z,4,REGULAR,2pt,Jump Shot,[],202681,81.68528252299606,26.47058823529412,1610612742,110,80,2024-12-24T03:33:09Z,5600000,False,-118.0,120.0,1,right,MISS K. Irving 16' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,16.78,Missed,,,,,,,,,,,,,,,,,,
562,PT09M31.00S,2024-12-24T03:33:07.1Z,4,REGULAR,rebound,defensive,[],1630703,,,1610612757,110,80,2024-12-24T03:33:09Z,5610000,False,,,0,,S. Henderson REBOUND (Off:1 Def:4),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,,,561.0,5.0,4.0,1.0,,,,,,,,,,,,,,
563,PT09M17.00S,2024-12-24T03:33:22.1Z,4,REGULAR,3pt,Jump Shot,[],1629014,26.363337713534822,78.67647058823529,1610612757,110,80,2024-12-24T03:33:31Z,5620000,False,-143.0,195.0,1,left,MISS A. Simons 24' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.23,Missed,,,,,,,,,,,,,,,,,,
564,PT09M15.00S,2024-12-24T03:33:24.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,110,80,2024-12-24T03:33:31Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,563.0,,,,,,,,,,,,,,,,,
565,PT09M15.00S,2024-12-24T03:33:29.6Z,4,REGULAR,foul,personal,[],1629029,,,1610612757,110,80,2024-12-24T03:33:41Z,5640000,False,,,0,,L. Dončić loose ball personal FOUL (2 PF),"[1629029, 1641739]",1610612742.0,DAL,loose ball,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Camara,1641739.0,,
567,PT09M15.00S,2024-12-24T03:33:35.9Z,4,REGULAR,substitution,out,[],202681,,,1610612757,110,80,2024-12-24T03:33:45Z,5660000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT09M15.00S,2024-12-24T03:33:35.9Z,4,REGULAR,substitution,out,[],1629029,,,1610612757,110,80,2024-12-24T03:33:45Z,5670000,False,,,0,,SUB out: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M15.00S,2024-12-24T03:33:35.9Z,4,REGULAR,substitution,out,[],1629014,,,1610612757,110,80,2024-12-24T03:33:45Z,5680000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M15.00S,2024-12-24T03:33:35.9Z,4,REGULAR,substitution,in,[],1630556,,,1610612757,110,80,2024-12-24T03:33:45Z,5690000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M15.00S,2024-12-24T03:33:35.9Z,4,REGULAR,substitution,in,[],1641789,,,1610612757,110,80,2024-12-24T03:33:45Z,5700000,False,,,0,,SUB in: J. Gortman,[1641789],1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M15.00S,2024-12-24T03:33:35.9Z,4,REGULAR,substitution,in,[],1631101,,,1610612757,110,80,2024-12-24T03:33:45Z,5710000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M09.00S,2024-12-24T03:33:58.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630703,18.659658344283837,35.59283088235294,1610612757,110,82,2024-12-24T03:34:31Z,5720000,False,72.0,123.0,1,left,S. Henderson 14' pullup Jump Shot (11 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,14.24,Made,,,,,,11.0,,,,,,,,,,,,
574,PT08M50.00S,2024-12-24T03:34:17.1Z,4,REGULAR,turnover,bad pass,[],1641765,,,1610612742,110,82,2024-12-24T03:34:21Z,5730000,False,,,0,,O. Prosper bad pass TURNOVER (1 TO),"[1641765, 1631101]",1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Sharpe,1631101.0,,,,,,
575,PT08M50.00S,2024-12-24T03:34:17.1Z,4,REGULAR,steal,,[],1631101,,,1610612757,110,82,2024-12-24T03:34:18Z,5740000,False,,,0,,S. Sharpe STEAL (3 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
576,PT08M47.00S,2024-12-24T03:34:20.5Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631101,5.732588699080158,50.49019607843137,1610612757,110,84,2024-12-24T03:34:52Z,5750000,False,-2.0,1.0,1,left,S. Sharpe running DUNK (13 PTS),[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,13.0,,,,,,,,,,,,
577,PT08M27.00S,2024-12-24T03:34:40.8Z,4,REGULAR,3pt,Jump Shot,[],1641765,85.75886990801577,95.09803921568627,1610612742,110,84,2024-12-24T03:34:46Z,5760000,False,225.0,81.0,1,right,MISS O. Prosper 3PT,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
578,PT08M24.00S,2024-12-24T03:34:43.4Z,4,REGULAR,rebound,offensive,[],1641765,,,1610612742,110,84,2024-12-24T03:34:43Z,5770000,False,,,0,,O. Prosper REBOUND (Off:1 Def:0),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Right Corner 3,24+ Right,,,577.0,1.0,0.0,1.0,,,,,,,,,,,,,,
579,PT08M23.00S,2024-12-24T03:34:45.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641765,92.59198423127464,56.86274509803921,1610612742,110,84,2024-12-24T03:35:26Z,5780000,False,34.0,17.0,1,right,MISS O. Prosper driving Layup,[1641765],1610612742.0,DAL,driving,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
580,PT08M20.00S,2024-12-24T03:34:47.4Z,4,REGULAR,rebound,defensive,[],1631200,,,1610612757,110,84,2024-12-24T03:34:47Z,5790000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,579.0,1.0,1.0,0.0,,,,,,,,,,,,,,
581,PT08M09.00S,2024-12-24T03:34:58.1Z,4,REGULAR,3pt,Jump Shot,[],1641739,28.728646517739815,25.0,1610612757,110,84,2024-12-24T03:35:03Z,5800000,False,125.0,218.0,1,left,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
582,PT08M06.00S,2024-12-24T03:35:01.1Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612742,110,84,2024-12-24T03:35:03Z,5810000,False,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Right Center,,,581.0,1.0,1.0,0.0,,,,,,,,,,,,,,
583,PT07M59.00S,2024-12-24T03:35:08.9Z,4,REGULAR,3pt,Jump Shot,[],1641789,80.1084099868594,89.95098039215686,1610612742,113,84,2024-12-24T03:35:13Z,5820000,False,200.0,134.0,1,right,J. Gortman 24' 3PT step back (3 PTS),[1641789],1610612742.0,DAL,step back,,,Gortman,J. Gortman,,,,,Above the Break 3,24+ Right Center,24.09,Made,,,,,,3.0,,,,,,,,,,,,
584,PT07M58.00S,2024-12-24T03:35:15.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,113,84,2024-12-24T03:35:15Z,5830000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M58.00S,2024-12-24T03:37:25.5Z,4,REGULAR,substitution,out,[],1630166,,,1610612757,113,84,2024-12-24T03:37:55Z,5840000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M58.00S,2024-12-24T03:37:25.5Z,4,REGULAR,substitution,out,[],1641739,,,1610612757,113,84,2024-12-24T03:37:55Z,5850000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M58.00S,2024-12-24T03:37:25.5Z,4,REGULAR,substitution,in,[],1631133,,,1610612757,113,84,2024-12-24T03:37:55Z,5860000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M58.00S,2024-12-24T03:37:25.5Z,4,REGULAR,substitution,in,[],1641712,,,1610612757,113,84,2024-12-24T03:37:55Z,5870000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M52.00S,2024-12-24T03:38:21.0Z,4,REGULAR,foul,personal,[],1641789,,,1610612757,113,84,2024-12-24T03:38:47Z,5880000,False,,,0,,J. Gortman personal FOUL (1 PF),"[1641789, 1630703]",1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,Above the Break 3,24+ Right Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Henderson,1630703.0,,
591,PT07M37.00S,2024-12-24T03:38:52.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,6.783837056504599,47.794117647058826,1610612757,113,84,2024-12-24T03:38:57Z,5900000,False,11.0,11.0,1,left,MISS S. Henderson driving Layup - blocked,"[1630703, 203939]",1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.58,Missed,,,,,,,,,,,,,,,,,Powell,203939.0
592,PT07M37.00S,2024-12-24T03:38:52.7Z,4,REGULAR,block,,[],203939,,,1610612757,113,84,2024-12-24T03:48:42Z,5910000,False,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
593,PT07M33.00S,2024-12-24T03:38:56.7Z,4,REGULAR,rebound,offensive,[],1631133,,,1610612757,113,84,2024-12-24T03:38:57Z,5920000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,591.0,1.0,0.0,1.0,,,,,,,,,,,,,,
594,PT07M32.00S,2024-12-24T03:38:56.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,6.915243101182654,48.03921568627451,1610612757,113,86,2024-12-24T03:39:01Z,5930000,False,10.0,13.0,1,left,J. Walker putback Layup (2 PTS),[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,2.0,,,,,,,,,,,,
595,PT07M24.00S,2024-12-24T03:39:07.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641789,93.38042049934296,64.70588235294117,1610612742,113,86,2024-12-24T03:43:12Z,5940000,False,74.0,10.0,1,right,MISS J. Gortman 7' driving finger roll Layup,[1641789],1610612742.0,DAL,driving finger roll,,,Gortman,J. Gortman,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
596,PT07M22.00S,2024-12-24T03:39:09.1Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,113,86,2024-12-24T04:04:29Z,5950000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,595.0,2.0,1.0,1.0,,,,,,,,,,,,,,
597,PT07M09.00S,2024-12-24T03:39:20.9Z,4,REGULAR,3pt,Jump Shot,[],1630703,30.042706964520367,68.87254901960785,1610612757,113,89,2024-12-24T03:41:20Z,5960000,False,-94.0,230.0,1,left,S. Henderson 24' 3PT pullup (14 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,24.85,Made,,,,,,14.0,,,,,,,,,,,,
598,PT06M52.00S,2024-12-24T03:39:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203939,94.30026281208936,50.98039215686274,1610612742,115,89,2024-12-24T03:39:41Z,5970000,False,5.0,1.0,1,right,D. Powell cutting Layup (2 PTS) (K. Edwards 1 AST),"[203939, 1630556]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,,2.0,K. Edwards,1630556.0,1.0,,,,,,,,,
601,PT06M34.00S,2024-12-24T03:40:13.0Z,4,REGULAR,2pt,Jump Shot,[],1631101,22.946780551905388,36.76470588235294,1610612757,115,89,2024-12-24T03:42:31Z,6000000,False,66.0,163.0,1,left,MISS S. Sharpe 17' fadeaway Shot,[1631101],1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,17.61,Missed,,,,,,,,,,,,,,,,,,
602,PT06M30.00S,2024-12-24T03:40:17.0Z,4,REGULAR,rebound,defensive,[],1641765,,,1610612742,115,89,2024-12-24T03:40:17Z,6010000,False,,,0,,O. Prosper REBOUND (Off:1 Def:1),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Mid-Range,16-24 Right Center,,,601.0,2.0,1.0,1.0,,,,,,,,,,,,,,
603,PT06M17.00S,2024-12-24T03:40:28.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,92.85479632063075,47.30392156862745,1610612742,117,89,2024-12-24T03:42:55Z,6020000,False,-13.0,15.0,1,right,O. Prosper driving Layup (2 PTS),[1641765],1610612742.0,DAL,driving,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,2.0,,,,,,,,,,,,
