actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
336,PT11M25.00S,2024-11-28T01:57:54.7Z,3,REGULAR,freethrow,1 of 2,[],1629656,,,1610612742,61,38,2024-11-28T01:58:30Z,3330000,False,,,0,,Q. Grimes Free Throw 1 of 2 (9 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
337,PT11M25.00S,2024-11-28T01:57:54.7Z,3,REGULAR,freethrow,2 of 2,[],1629656,,,1610612742,61,38,2024-11-28T01:58:30Z,3340000,False,,,0,,MISS Q. Grimes Free Throw 2 of 2,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
338,PT11M23.00S,2024-11-28T01:57:56.7Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,61,38,2024-11-28T01:58:30Z,3350000,False,,,0,,K. Towns REBOUND (Off:1 Def:9),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,337.0,10.0,9.0,1.0,,,,,,,,,,,,,,
339,PT11M08.00S,2024-11-28T01:58:26.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,87.07293035479631,52.20588235294118,1610612752,61,38,2024-11-28T01:59:35Z,3360000,False,11.0,69.0,1,right,MISS O. Anunoby 6' fadeaway Shot,[1628384],1610612752.0,NYK,fadeaway,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
340,PT11M05.00S,2024-11-28T01:58:28.7Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,61,38,2024-11-28T01:58:28Z,3370000,False,,,0,,D. Lively II REBOUND (Off:0 Def:5),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,339.0,5.0,5.0,0.0,,,,,,,,,,,,,,
341,PT11M00.00S,2024-11-28T01:58:35.6Z,3,REGULAR,foul,offensive,[],1629656,,,1610612742,61,38,2024-11-28T02:59:02Z,3380000,False,,,0,,Q. Grimes charge offensive FOUL (2 PF),"[1629656, 1628973]",1610612742.0,DAL,charge,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2002.0,,,2.0,0.0,Brunson,1628973.0
343,PT11M00.00S,2024-11-28T01:58:35.6Z,3,REGULAR,turnover,offensive foul,[],1629656,,,1610612742,61,38,2024-11-28T01:58:35Z,3400000,False,,,0,,Q. Grimes offensive foul TURNOVER (3 TO),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,,,,2002.0,,,,,,
345,PT10M47.00S,2024-11-28T01:59:05.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,93.9060446780552,53.431372549019606,1610612752,61,40,2024-11-28T01:59:10Z,3420000,False,17.0,5.0,1,right,M. Bridges driving finger roll Layup (12 PTS) (K. Towns 2 AST),"[1628969, 1626157]",1610612752.0,NYK,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,12.0,,,,K. Towns,1626157.0,2.0,,,,,,,
347,PT10M24.00S,2024-11-28T01:59:28.6Z,3,REGULAR,2pt,Jump Shot,[],202681,17.559132720105126,22.54901960784314,1610612742,63,40,2024-11-28T01:59:44Z,3440000,False,137.0,113.0,1,left,K. Irving 17' pullup Jump Shot (14 PTS) (N. Marshall 1 AST),"[202681, 1630230]",1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,17.76,Made,,,,,14.0,,,,N. Marshall,1630230.0,1.0,,,,,,,
350,PT10M06.00S,2024-11-28T01:59:59.2Z,3,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612752,63,40,2024-11-28T02:00:08Z,3470000,False,,,0,,D. Lively II shooting personal FOUL (3 PF) (Towns 2 FT),"[1641726, 1626157]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,,,3.0,0.0,Towns,1626157.0
352,PT10M06.00S,2024-11-28T02:00:32.2Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,63,40,2024-11-28T02:00:32Z,3490000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
353,PT10M06.00S,2024-11-28T02:00:32.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,63,40,2024-11-28T02:00:32Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,,
354,PT10M06.00S,2024-11-28T02:00:55.2Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,63,41,2024-11-28T02:00:55Z,3510000,False,,,0,,K. Towns Free Throw 2 of 2 (9 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
355,PT09M52.00S,2024-11-28T02:01:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,13.748357424441524,48.529411764705884,1610612742,63,41,2024-11-28T02:01:22Z,3520000,False,7.0,77.0,1,left,MISS N. Marshall 7' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
356,PT09M49.00S,2024-11-28T02:01:14.8Z,3,REGULAR,rebound,offensive,[],1630230,,,1610612742,63,41,2024-11-28T02:01:22Z,3530000,False,,,0,,N. Marshall REBOUND (Off:2 Def:0),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,355.0,2.0,0.0,2.0,,,,,,,,,,,,,,
357,PT09M47.00S,2024-11-28T02:01:16.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,6.1268068331143235,52.450980392156865,1610612742,65,41,2024-11-28T02:01:25Z,3540000,False,-12.0,5.0,1,left,N. Marshall putback Layup (16 PTS),[1630230],1610612742.0,DAL,putback,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,16.0,,,,,,,,,,,,,
358,PT09M37.00S,2024-11-28T02:01:26.5Z,3,REGULAR,3pt,Jump Shot,[],1626157,64.33968462549278,32.35294117647059,1610612752,65,44,2024-11-28T02:01:32Z,3550000,False,-88.0,283.0,1,right,K. Towns 29' 3PT  (12 PTS) (J. Brunson 2 AST),"[1626157, 1628973]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,29.61,Made,,,,,12.0,,,,J. Brunson,1628973.0,2.0,,,,,,,
360,PT09M16.00S,2024-11-28T02:01:48.6Z,3,REGULAR,3pt,Jump Shot,[],1630230,9.543363994743759,3.6764705882352944,1610612742,65,44,2024-11-28T02:01:53Z,3570000,False,232.0,37.0,1,left,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
361,PT09M12.00S,2024-11-28T02:01:52.6Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,65,44,2024-11-28T02:01:53Z,3580000,False,,,0,,K. Towns REBOUND (Off:1 Def:10),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,360.0,11.0,10.0,1.0,,,,,,,,,,,,,,
362,PT09M02.00S,2024-11-28T02:02:02.4Z,3,REGULAR,2pt,Jump Shot,[],1628973,79.188567674113,74.50980392156863,1610612752,65,44,2024-11-28T02:02:10Z,3590000,False,123.0,143.0,1,right,MISS J. Brunson 18' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,18.84,Missed,,,,,,,,,,,,,,,,,,
363,PT08M59.00S,2024-11-28T02:02:05.4Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612752,65,44,2024-11-28T02:02:10Z,3600000,False,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,362.0,3.0,1.0,2.0,,,,,,,,,,,,,,
364,PT08M55.00S,2024-11-28T02:02:09.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,70.25295663600527,19.607843137254903,1610612752,65,47,2024-11-28T02:02:14Z,3610000,False,-152.0,227.0,1,right,K. Towns 27' 3PT  (15 PTS) (O. Anunoby 1 AST),"[1626157, 1628384]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,27.33,Made,,,,,15.0,,,,O. Anunoby,1628384.0,1.0,,,,,,,
366,PT08M53.00S,2024-11-28T02:02:14.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,65,47,2024-11-28T02:02:14Z,3630000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M38.00S,2024-11-28T02:05:51.4Z,3,REGULAR,2pt,Jump Shot,[],202681,8.015768725361367,76.49356617647058,1610612742,67,47,2024-11-28T02:05:59Z,3640000,False,-132.0,23.0,1,left,K. Irving 13' pullup Jump Shot (16 PTS) (D. Lively II 1 AST),"[202681, 1641726]",1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,13.44,Made,,,,,16.0,,,,D. Lively II,1641726.0,1.0,,,,,,,
369,PT08M20.00S,2024-11-28T02:06:08.4Z,3,REGULAR,3pt,Jump Shot,[],1628384,88.78120893561103,96.07843137254902,1610612752,67,47,2024-11-28T02:06:15Z,3660000,False,230.0,53.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.64,Missed,,,,,,,,,,,,,,,,,,
370,PT08M18.00S,2024-11-28T02:06:10.4Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612752,67,47,2024-11-28T02:06:15Z,3670000,False,,,0,,O. Anunoby REBOUND (Off:3 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,369.0,5.0,2.0,3.0,,,,,,,,,,,,,,
371,PT08M16.00S,2024-11-28T02:06:12.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,74.72076215505913,14.460784313725492,1610612752,67,50,2024-11-28T02:06:18Z,3680000,False,-178.0,185.0,1,right,J. Hart 25' 3PT  (3 PTS) (O. Anunoby 2 AST),"[1628404, 1628384]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,25.66,Made,,,,,3.0,,,,O. Anunoby,1628384.0,2.0,,,,,,,
373,PT07M54.00S,2024-11-28T02:06:34.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,10.726018396846255,53.431372549019606,1610612742,69,50,2024-11-28T02:07:38Z,3700000,False,-17.0,48.0,1,left,N. Marshall driving floating Jump Shot (18 PTS) (D. Lively II 2 AST),"[1630230, 1641726]",1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,,,,,18.0,,,,D. Lively II,1641726.0,2.0,,,,,,,
375,PT07M46.00S,2024-11-28T02:06:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.38042049934296,50.98039215686274,1610612752,69,52,2024-11-28T02:07:05Z,3720000,False,5.0,10.0,1,right,J. Hart driving Layup (5 PTS) (J. Brunson 3 AST),"[1628404, 1628973]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,5.0,,,,J. Brunson,1628973.0,3.0,,,,,,,
377,PT07M46.00S,2024-11-28T02:06:46.5Z,3,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612752,69,52,2024-11-28T02:06:57Z,3740000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Hart 1 FT),"[1629023, 1628404]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Hart,1628404.0
379,PT07M46.00S,2024-11-28T02:06:53.2Z,3,REGULAR,substitution,out,[],1641726,,,1610612752,69,52,2024-11-28T02:07:38Z,3760000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M46.00S,2024-11-28T02:06:53.2Z,3,REGULAR,substitution,in,[],1628467,,,1610612752,69,52,2024-11-28T02:07:38Z,3770000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M46.00S,2024-11-28T02:07:12.9Z,3,REGULAR,freethrow,1 of 1,[],1628404,,,1610612752,69,53,2024-11-28T02:07:12Z,3780000,False,,,0,,J. Hart Free Throw 1 of 1 (6 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
382,PT07M27.00S,2024-11-28T02:07:32.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,10.726018396846255,48.529411764705884,1610612742,71,53,2024-11-28T02:09:07Z,3790000,False,7.0,48.0,1,left,P. Washington driving Hook (14 PTS),[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.89,Made,,,,,14.0,,,,,,,,,,,,,
383,PT07M12.00S,2024-11-28T02:07:47.2Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612752,71,53,2024-11-28T02:07:52Z,3800000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1629656]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Grimes,1629656.0,,,,,,,,,,
384,PT07M12.00S,2024-11-28T02:07:47.2Z,3,REGULAR,steal,,[],1629656,,,1610612742,71,53,2024-11-28T02:07:49Z,3810000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
385,PT07M08.00S,2024-11-28T02:07:52.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,6.521024967148489,46.81372549019608,1610612742,73,53,2024-11-28T02:08:01Z,3820000,False,16.0,9.0,1,left,K. Irving running Layup (18 PTS) (Q. Grimes 2 AST),"[202681, 1629656]",1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,18.0,,,,Q. Grimes,1629656.0,2.0,,,,,,,
387,PT06M50.00S,2024-11-28T02:08:09.5Z,3,REGULAR,3pt,Jump Shot,[],1628969,68.54467805519053,25.49019607843137,1610612752,73,53,2024-11-28T02:08:17Z,3840000,False,-123.0,243.0,1,right,MISS M. Bridges 27' pullup 3PT,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
388,PT06M48.00S,2024-11-28T02:08:11.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,73,53,2024-11-28T02:08:17Z,3850000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,387.0,,,,,,,,,,,,,,,,,
389,PT06M48.00S,2024-11-28T02:08:16.6Z,3,REGULAR,foul,personal,[],202681,,,1610612752,73,53,2024-11-28T02:08:37Z,3860000,False,,,0,,K. Irving loose ball personal FOUL (2 PF),"[202681, 1628384]",1610612742.0,DAL,loose ball,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2002.0,,,2.0,0.0,Anunoby,1628384.0
391,PT06M48.00S,2024-11-28T02:08:23.2Z,3,REGULAR,substitution,out,[],1629656,,,1610612752,73,53,2024-11-28T02:08:32Z,3880000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M48.00S,2024-11-28T02:08:23.2Z,3,REGULAR,substitution,in,[],203915,,,1610612752,73,53,2024-11-28T02:08:32Z,3890000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M39.00S,2024-11-28T02:08:52.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,91.5407358738502,46.81372549019608,1610612752,73,55,2024-11-28T02:08:56Z,3900000,False,-16.0,27.0,1,right,K. Towns alley-oop Layup (17 PTS) (J. Brunson 4 AST),"[1626157, 1628973]",1610612752.0,NYK,alley-oop,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,17.0,,,,J. Brunson,1628973.0,4.0,,,,,,,
395,PT06M30.00S,2024-11-28T02:09:03.1Z,3,REGULAR,foul,personal,[],1628973,,,1610612742,73,55,2024-11-28T02:09:35Z,3920000,False,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 202681]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2002.0,,,2.0,0.0,Irving,202681.0
397,PT06M20.00S,2024-11-28T02:09:29.1Z,3,REGULAR,3pt,Jump Shot,[],1630230,10.200394218134035,3.1862745098039214,1610612742,73,55,2024-11-28T02:09:38Z,3940000,False,234.0,43.0,1,left,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,23.81,Missed,,,,,,,,,,,,,,,,,,
398,PT06M16.00S,2024-11-28T02:09:33.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,73,55,2024-11-28T02:09:42Z,3950000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,397.0,,,,,,,,,,,,,,,,,
400,PT06M07.00S,2024-11-28T02:09:51.7Z,3,REGULAR,3pt,Jump Shot,[],1628969,92.9862023653088,3.6764705882352944,1610612752,73,55,2024-11-28T02:09:58Z,3970000,False,-232.0,13.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
401,PT06M04.00S,2024-11-28T02:09:54.7Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,73,55,2024-11-28T02:09:58Z,3980000,False,,,0,,P. Washington REBOUND (Off:0 Def:9),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,400.0,9.0,9.0,0.0,,,,,,,,,,,,,,
402,PT06M00.00S,2024-11-28T02:10:02.8Z,3,REGULAR,foul,offensive,[],1629023,,,1610612742,73,55,2024-11-28T02:13:50Z,3990000,False,,,0,,P. Washington charge offensive FOUL (2 PF),"[1629023, 1628973]",1610612742.0,DAL,charge,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2534.0,,,2.0,0.0,Brunson,1628973.0
404,PT06M00.00S,2024-11-28T02:10:02.8Z,3,REGULAR,turnover,offensive foul,[],1629023,,,1610612742,73,55,2024-11-28T02:10:02Z,4010000,False,,,0,,P. Washington offensive foul TURNOVER (3 TO),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,,,,2534.0,,,,,,
406,PT06M00.00S,2024-11-28T02:10:28.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,73,55,2024-11-28T02:10:28Z,4030000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M51.00S,2024-11-28T02:14:13.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628973,94.03745072273325,51.225490196078425,1610612752,73,57,2024-11-28T02:16:10Z,4050000,False,6.0,4.0,1,right,J. Brunson driving finger roll Layup (18 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,18.0,,,,,,,,,,,,,
409,PT05M51.00S,2024-11-28T02:14:15.4Z,3,REGULAR,foul,personal,['1freethrow'],1630230,,,1610612752,73,57,2024-11-28T02:14:23Z,4060000,False,,,0,,N. Marshall shooting personal FOUL (2 PF) (Brunson 1 FT),"[1630230, 1628973]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,,,2.0,0.0,Brunson,1628973.0
412,PT05M51.00S,2024-11-28T02:14:55.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628973,,,1610612752,73,58,2024-11-28T02:14:55Z,4090000,False,,,0,,J. Brunson Free Throw 1 of 1 (19 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
413,PT05M39.00S,2024-11-28T02:15:08.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,9.149145860709593,47.794117647058826,1610612742,73,58,2024-11-28T02:15:14Z,4100000,False,11.0,34.0,1,left,MISS K. Irving alley-oop Layup,[202681],1610612742.0,DAL,alley-oop,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
414,PT05M39.00S,2024-11-28T02:15:08.5Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,73,58,2024-11-28T02:15:14Z,4110000,False,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,413.0,4.0,2.0,2.0,,,,,,,,,,,,,,
415,PT05M32.00S,2024-11-28T02:15:15.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,93.24901445466492,52.94117647058824,1610612752,73,60,2024-11-28T02:15:19Z,4120000,False,15.0,11.0,1,right,J. Hart running Layup (8 PTS) (J. Brunson 5 AST),"[1628404, 1628973]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,8.0,,,,J. Brunson,1628973.0,5.0,,,,,,,
417,PT05M08.00S,2024-11-28T02:15:38.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,4.812746386333772,64.95098039215686,1610612742,75,60,2024-11-28T02:15:48Z,4140000,False,-75.0,-7.0,1,left,S. Dinwiddie 7' driving floating bank Jump Shot (11 PTS) (K. Irving 3 AST),"[203915, 202681]",1610612742.0,DAL,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,11.0,,,,K. Irving,202681.0,3.0,,,,,,,
419,PT04M57.00S,2024-11-28T02:15:52.9Z,3,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,75,60,2024-11-28T02:15:57Z,4160000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (2 TO),[1628973],1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,,2534.0,,,,,,
420,PT04M57.00S,2024-11-28T02:15:55.3Z,3,REGULAR,substitution,out,[],202681,,,1610612742,75,60,2024-11-28T02:16:03Z,4170000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M57.00S,2024-11-28T02:15:55.3Z,3,REGULAR,substitution,in,[],1630702,,,1610612742,75,60,2024-11-28T02:16:03Z,4180000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M42.00S,2024-11-28T02:16:20.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203915,22.28975032851511,65.68627450980392,1610612742,77,60,2024-11-28T02:16:25Z,4190000,False,-78.0,157.0,1,left,S. Dinwiddie 17' pullup Jump Shot (13 PTS),[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left Center,17.55,Made,,,,,13.0,,,,,,,,,,,,,
423,PT04M30.00S,2024-11-28T02:16:36.2Z,3,REGULAR,violation,kicked ball,[],1629023,,,1610612752,77,60,2024-11-28T02:16:41Z,4200000,False,,,0,,P. Washington kicked ball VIOLATION,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,203591.0,,,,,,
424,PT04M20.00S,2024-11-28T02:17:05.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203915,,,1610612752,77,60,2024-11-28T02:17:23Z,4210000,False,,,0,,S. Dinwiddie personal FOUL (2 PF) (Towns 2 FT),"[203915, 1626157]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,203591.0,,,2.0,0.0,Towns,1626157.0
426,PT04M20.00S,2024-11-28T02:17:33.9Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,77,61,2024-11-28T02:17:33Z,4230000,False,,,0,,K. Towns Free Throw 1 of 2 (18 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
427,PT04M20.00S,2024-11-28T02:17:52.9Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,77,62,2024-11-28T02:17:52Z,4240000,False,,,0,,K. Towns Free Throw 2 of 2 (19 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
428,PT04M02.00S,2024-11-28T02:18:13.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,13.222733245729303,61.029411764705884,1610612742,79,62,2024-11-28T02:18:19Z,4250000,False,-55.0,72.0,1,left,S. Dinwiddie 9' pullup Jump Shot (15 PTS),[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,9.05,Made,,,,,15.0,,,,,,,,,,,,,
