actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
79,PT05M11.00S,2024-11-28T00:56:29.8Z,1,REGULAR,foul,personal,[],1628973,,,1610612742,13,6,2024-11-28T00:56:34Z,770000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1628467]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2002.0,,,1.0,0.0,Kleber,1628467.0
81,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,out,[],202681,,,1610612742,13,6,2024-11-28T00:56:51Z,790000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,13,6,2024-11-28T00:56:51Z,800000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,out,[],1628404,,,1610612742,13,6,2024-11-28T00:56:51Z,810000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,out,[],1626157,,,1610612742,13,6,2024-11-28T00:56:51Z,820000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,13,6,2024-11-28T00:56:51Z,830000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,in,[],203915,,,1610612742,13,6,2024-11-28T00:56:51Z,840000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,in,[],1630579,,,1610612742,13,6,2024-11-28T00:56:51Z,850000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M11.00S,2024-11-28T00:56:36.7Z,1,REGULAR,substitution,in,[],1626166,,,1610612742,13,6,2024-11-28T00:56:51Z,860000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M01.00S,2024-11-28T00:57:07.1Z,1,REGULAR,3pt,Jump Shot,[],1630230,95.22010512483574,4.166666666666666,1610612742,16,6,2024-11-28T00:57:13Z,870000,False,-229.0,-8.0,1,right,N. Marshall 3PT  (7 PTS) (S. Dinwiddie 1 AST),"[1630230, 203915]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,22.93,Made,,,,,7.0,,,,S. Dinwiddie,203915.0,1.0,,,,,,,
91,PT04M42.00S,2024-11-28T00:57:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628973,15.850854139290407,45.09803921568628,1610612752,16,6,2024-11-28T00:57:31Z,890000,False,25.0,96.0,1,left,MISS J. Brunson 9' turnaround Hook,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.96,Missed,,,,,,,,,,,,,,,,,,
92,PT04M39.00S,2024-11-28T00:57:27.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,16,6,2024-11-28T00:57:31Z,900000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT04M21.00S,2024-11-28T00:57:45.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203915,85.49605781865965,58.333333333333336,1610612742,18,6,2024-11-28T01:05:30Z,910000,False,42.0,84.0,1,right,S. Dinwiddie 9' turnaround Hook (2 PTS),[203915],1610612742.0,DAL,turnaround,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,9.36,Made,,,,,2.0,,,,,,,,,,,,,
94,PT04M13.00S,2024-11-28T00:57:57.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,18,6,2024-11-28T00:57:57Z,920000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M13.00S,2024-11-28T00:57:59.5Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,18,6,2024-11-28T01:00:43Z,930000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M13.00S,2024-11-28T00:57:59.5Z,1,REGULAR,substitution,out,[],1630230,,,1610612752,18,6,2024-11-28T01:00:43Z,940000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M13.00S,2024-11-28T00:57:59.5Z,1,REGULAR,substitution,in,[],1641726,,,1610612752,18,6,2024-11-28T01:00:43Z,950000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M13.00S,2024-11-28T00:57:59.5Z,1,REGULAR,substitution,in,[],202681,,,1610612752,18,6,2024-11-28T01:00:43Z,960000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M06.00S,2024-11-28T01:01:32.5Z,1,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612752,18,6,2024-11-28T01:01:42Z,970000,False,,,0,,D. Lively II shooting personal FOUL (1 PF) (Brunson 2 FT),"[1641726, 1628973]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Brunson,1628973.0
102,PT04M06.00S,2024-11-28T01:02:06.5Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,18,7,2024-11-28T01:02:42Z,990000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
103,PT04M06.00S,2024-11-28T01:02:06.5Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,18,7,2024-11-28T01:02:42Z,1000000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT04M05.00S,2024-11-28T01:02:07.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,18,7,2024-11-28T01:02:42Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,
105,PT04M05.00S,2024-11-28T01:02:35.9Z,1,REGULAR,foul,personal,[],1641726,,,1610612752,18,7,2024-11-28T01:02:46Z,1020000,False,,,0,,D. Lively II loose ball personal FOUL (2 PF),"[1641726, 1630579]",1610612742.0,DAL,loose ball,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,,,2.0,0.0,Sims,1630579.0
108,PT03M51.00S,2024-11-28T01:03:00.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,18,7,2024-11-28T01:03:10Z,1050000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
109,PT03M32.00S,2024-11-28T01:03:28.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202681,85.89027595269383,50.245098039215684,1610612742,18,7,2024-11-28T01:03:34Z,1060000,False,1.0,80.0,1,right,MISS K. Irving 8' driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
110,PT03M27.00S,2024-11-28T01:03:33.0Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,18,7,2024-11-28T01:03:34Z,1070000,False,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,109.0,2.0,1.0,1.0,,,,,,,,,,,,,,
111,PT03M27.00S,2024-11-28T01:03:33.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202681,90.53876478318003,50.88082107843137,1610612742,20,7,2024-11-28T01:03:40Z,1080000,False,4.0,36.0,1,right,K. Irving tip Layup (2 PTS),[202681],1610612742.0,DAL,tip,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.67,Made,,,,,2.0,,,,,,,,,,,,,
112,PT03M17.00S,2024-11-28T01:03:43.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,15.719448094612352,3.9215686274509802,1610612752,20,7,2024-11-28T01:03:49Z,1090000,False,230.0,95.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
113,PT03M13.00S,2024-11-28T01:03:47.4Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,20,7,2024-11-28T01:03:49Z,1100000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,,,
114,PT03M07.00S,2024-11-28T01:03:53.3Z,1,REGULAR,3pt,Jump Shot,[],202681,69.85873850197109,11.76470588235294,1610612742,23,7,2024-11-28T01:07:09Z,1110000,False,-191.0,231.0,1,right,K. Irving 29' 3PT  (5 PTS) (S. Dinwiddie 2 AST),"[202681, 203915]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,29.97,Made,,,,,5.0,,,,S. Dinwiddie,203915.0,2.0,,,,,,,
116,PT02M57.00S,2024-11-28T01:04:02.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,21.50131406044678,87.5,1610612752,23,7,2024-11-28T01:04:07Z,1130000,False,-188.0,150.0,1,left,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,23.99,Missed,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2024-11-28T01:04:04.7Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,23,7,2024-11-28T01:04:07Z,1140000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,116.0,3.0,2.0,1.0,,,,,,,,,,,,,,
118,PT02M51.00S,2024-11-28T01:04:09.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,70.25295663600527,68.62745098039215,1610612742,23,7,2024-11-28T01:07:43Z,1150000,False,93.0,227.0,1,right,MISS K. Irving 24' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,24.54,Missed,,,,,,,,,,,,,,,,,,
119,PT02M49.00S,2024-11-28T01:04:11.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,23,7,2024-11-28T01:04:14Z,1160000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,118.0,3.0,3.0,0.0,,,,,,,,,,,,,,
120,PT02M38.00S,2024-11-28T01:04:22.2Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,23,7,2024-11-28T01:06:22Z,1170000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1641726]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Lively II,1641726.0,,,,,,,,,,
121,PT02M38.00S,2024-11-28T01:04:22.2Z,1,REGULAR,steal,,[],1641726,,,1610612742,23,7,2024-11-28T01:06:22Z,1180000,False,,,0,,D. Lively II STEAL (2 STL),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M32.00S,2024-11-28T01:04:30.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203915,72.09264126149803,18.627450980392158,1610612742,23,7,2024-11-28T01:09:07Z,1210000,False,-157.0,210.0,1,right,MISS S. Dinwiddie 26' running pullup 3PT,[203915],1610612742.0,DAL,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
125,PT02M29.00S,2024-11-28T01:04:33.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,23,7,2024-11-28T01:04:43Z,1220000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,124.0,3.0,1.0,2.0,,,,,,,,,,,,,,
126,PT02M25.00S,2024-11-28T01:04:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612752,23,7,2024-11-28T01:04:52Z,1230000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Brunson 2 FT),"[1628467, 1628973]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Brunson,1628973.0
128,PT02M25.00S,2024-11-28T01:05:04.9Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,23,8,2024-11-28T01:05:04Z,1250000,False,,,0,,J. Brunson Free Throw 1 of 2 (4 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
129,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,out,[],1641726,,,1610612752,23,8,2024-11-28T01:05:21Z,1260000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,out,[],202681,,,1610612752,23,8,2024-11-28T01:05:21Z,1270000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,23,8,2024-11-28T01:05:21Z,1280000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,23,8,2024-11-28T01:05:21Z,1290000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,in,[],1629023,,,1610612752,23,8,2024-11-28T01:05:21Z,1300000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,in,[],1641789,,,1610612752,23,8,2024-11-28T01:05:21Z,1310000,False,,,0,,SUB in: J. Gortman,[1641789],1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,in,[],1626157,,,1610612752,23,8,2024-11-28T01:05:21Z,1320000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M25.00S,2024-11-28T01:05:05.6Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,23,8,2024-11-28T01:05:21Z,1330000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M25.00S,2024-11-28T01:05:32.6Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,23,9,2024-11-28T01:05:32Z,1340000,False,,,0,,J. Brunson Free Throw 2 of 2 (5 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
138,PT02M14.00S,2024-11-28T01:05:44.9Z,1,REGULAR,2pt,Jump Shot,[],1630702,83.26215505913272,78.92156862745098,1610612742,23,9,2024-11-28T01:05:52Z,1350000,False,145.0,105.0,1,right,MISS J. Hardy 17' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Right,17.86,Missed,,,,,,,,,,,,,,,,,,
139,PT02M12.00S,2024-11-28T01:05:46.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,23,9,2024-11-28T01:05:52Z,1360000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right,,,138.0,5.0,5.0,0.0,,,,,,,,,,,,,,
140,PT02M03.00S,2024-11-28T01:05:58.7Z,1,REGULAR,foul,personal,[],1641789,,,1610612752,23,9,2024-11-28T01:06:10Z,1370000,False,,,0,,J. Gortman personal FOUL (1 PF),"[1641789, 1628969]",1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,,,1.0,0.0,Bridges,1628969.0
142,PT02M03.00S,2024-11-28T01:06:07.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,23,9,2024-11-28T01:06:11Z,1390000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M03.00S,2024-11-28T01:06:07.6Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,23,9,2024-11-28T01:06:11Z,1400000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M56.00S,2024-11-28T01:06:28.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641789,,,1610612752,23,9,2024-11-28T01:06:35Z,1410000,False,,,0,,J. Gortman shooting personal FOUL (2 PF) (Towns 2 FT),"[1641789, 1626157]",1610612742.0,DAL,shooting,,,Gortman,J. Gortman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203591.0,,,2.0,0.0,Towns,1626157.0
146,PT01M56.00S,2024-11-28T01:06:57.4Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,23,10,2024-11-28T01:06:57Z,1430000,False,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
147,PT01M56.00S,2024-11-28T01:07:17.5Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,23,11,2024-11-28T01:07:17Z,1440000,False,,,0,,K. Towns Free Throw 2 of 2 (2 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
148,PT01M40.00S,2024-11-28T01:07:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,83.78777923784494,46.32352941176471,1610612742,23,11,2024-11-28T01:07:40Z,1450000,False,-18.0,100.0,1,right,MISS J. Hardy 10' driving floating Shot,[1630702],1610612742.0,DAL,driving floating,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,10.16,Missed,,,,,,,,,,,,,,,,,,
149,PT01M36.00S,2024-11-28T01:07:38.7Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,23,11,2024-11-28T01:12:58Z,1460000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,,,
150,PT01M29.00S,2024-11-28T01:07:45.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,6.915243101182654,47.794117647058826,1610612752,23,13,2024-11-28T01:11:15Z,1470000,False,11.0,13.0,1,left,K. Towns driving DUNK (4 PTS) (M. McBride 1 AST),"[1626157, 1630540]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,4.0,,,,M. McBride,1630540.0,1.0,,,,,,,
152,PT01M10.00S,2024-11-28T01:08:07.3Z,1,REGULAR,2pt,Hook,[],1629023,90.62089356110381,67.40196078431373,1610612742,23,13,2024-11-28T01:09:06Z,1490000,False,87.0,36.0,1,right,MISS P. Washington 9' turnaround Hook,[1629023],1610612742.0,DAL,turnaround,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,9.4,Missed,,,,,,,,,,,,,,,,,,
153,PT01M07.00S,2024-11-28T01:08:10.3Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612752,23,13,2024-11-28T01:20:17Z,1500000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,
154,PT00M59.10S,2024-11-28T01:08:17.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612752,23,13,2024-11-28T01:08:25Z,1510000,False,,,0,,M. Kleber shooting personal FOUL (2 PF) (Payne 2 FT),"[1628467, 1626166]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,,,2.0,0.0,Payne,1626166.0
156,PT00M59.10S,2024-11-28T01:08:51.0Z,1,REGULAR,freethrow,1 of 2,[],1626166,,,1610612752,23,14,2024-11-28T01:08:51Z,1530000,False,,,0,,C. Payne Free Throw 1 of 2 (1 PTS),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
157,PT00M59.10S,2024-11-28T01:09:08.7Z,1,REGULAR,freethrow,2 of 2,[],1626166,,,1610612752,23,15,2024-11-28T01:09:08Z,1540000,False,,,0,,C. Payne Free Throw 2 of 2 (2 PTS),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
158,PT00M49.60S,2024-11-28T01:09:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612742,23,15,2024-11-28T01:09:27Z,1550000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[1626157, 203915]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2534.0,,,2.0,0.0,Dinwiddie,203915.0
160,PT00M49.60S,2024-11-28T01:09:46.8Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,24,15,2024-11-28T01:09:46Z,1570000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (3 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
161,PT00M49.60S,2024-11-28T01:10:00.2Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,25,15,2024-11-28T01:10:00Z,1580000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (4 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
162,PT00M39.50S,2024-11-28T01:10:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,9.674770039421814,54.65686274509803,1610612752,25,15,2024-11-28T01:10:18Z,1590000,False,-23.0,38.0,1,left,MISS K. Towns driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,,,,,,,,
163,PT00M36.60S,2024-11-28T01:10:16.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,25,15,2024-11-28T01:10:18Z,1600000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,162.0,4.0,4.0,0.0,,,,,,,,,,,,,,
164,PT00M25.80S,2024-11-28T01:10:27.6Z,1,REGULAR,3pt,Jump Shot,[],1641789,89.83245729303549,95.09803921568627,1610612742,28,15,2024-11-28T01:10:32Z,1610000,False,225.0,43.0,1,right,J. Gortman 3PT  (3 PTS) (S. Dinwiddie 3 AST),"[1641789, 203915]",1610612742.0,DAL,,,,Gortman,J. Gortman,,,,,Right Corner 3,24+ Right,22.96,Made,,,,,3.0,,,,S. Dinwiddie,203915.0,3.0,,,,,,,
166,PT00M04.20S,2024-11-28T01:10:51.7Z,1,REGULAR,3pt,Jump Shot,[],1626166,32.670827858081466,23.774509803921568,1610612752,28,15,2024-11-28T01:16:44Z,1630000,False,131.0,255.0,1,left,MISS C. Payne 28' step back 3PT,[1626166],1610612752.0,NYK,step back,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,28.64,Missed,,,,,,,,,,,,,,,,,,
167,PT00M01.20S,2024-11-28T01:10:54.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,28,15,2024-11-28T01:10:54Z,1640000,False,,,0,,P. Washington REBOUND (Off:0 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,166.0,5.0,5.0,0.0,,,,,,,,,,,,,,
