actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
514,PT05M57.00S,2025-03-09T21:33:14.4Z,4,REGULAR,3pt,Jump Shot,[],202691,81.553876478318,93.62745098039215,1610612742,102,113,2025-03-09T21:33:18Z,5100000,False,218.0,121.0,1,right,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,24.94,Missed,,,,,,,,,,,,
515,PT05M54.00S,2025-03-09T21:33:17.4Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,102,113,2025-03-09T21:33:18Z,5110000,False,,,0,,K. Durant REBOUND (Off:0 Def:8),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,514.0,8.0,8.0,0.0,,,,,,,,
516,PT05M41.00S,2025-03-09T21:33:31.1Z,4,REGULAR,2pt,Jump Shot,[],201142,14.931011826544022,24.509803921568626,1610612756,102,113,2025-03-09T21:33:36Z,5120000,False,127.0,88.0,1,left,MISS K. Durant 15' driving floating Shot,[201142],1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,15.49,Missed,,,,,,,,,,,,
517,PT05M38.00S,2025-03-09T21:33:34.1Z,4,REGULAR,rebound,offensive,[],201142,,,1610612756,102,113,2025-03-09T21:33:36Z,5130000,False,,,0,,K. Durant REBOUND (Off:1 Def:8),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,516.0,9.0,8.0,1.0,,,,,,,,
518,PT05M37.00S,2025-03-09T21:33:34.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,18.478975032851512,37.745098039215684,1610612756,102,113,2025-03-09T21:33:38Z,5140000,False,61.0,121.0,1,left,MISS K. Durant 13' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.58,Missed,,,,,,,,,,,,
519,PT05M37.00S,2025-03-09T21:33:34.0Z,4,REGULAR,rebound,defensive,[],202691,,,1610612742,102,113,2025-03-09T21:33:38Z,5150000,False,,,0,,K. Thompson REBOUND (Off:0 Def:4),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,518.0,4.0,4.0,0.0,,,,,,,,
520,PT05M28.00S,2025-03-09T21:33:43.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,89.70105124835742,52.450980392156865,1610612742,102,113,2025-03-09T21:33:48Z,5160000,False,12.0,44.0,1,right,MISS N. Marshall driving Layup - blocked,"[1630230, 201142]",1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.6,Missed,,,,,,,,,,,Durant,201142.0
521,PT05M28.00S,2025-03-09T21:33:43.2Z,4,REGULAR,block,,[],201142,,,1610612742,102,113,2025-03-09T21:33:44Z,5170000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
522,PT05M26.00S,2025-03-09T21:33:45.2Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612742,102,113,2025-03-09T21:33:48Z,5180000,False,,,0,,N. Marshall REBOUND (Off:1 Def:6),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,520.0,7.0,6.0,1.0,,,,,,,,
523,PT05M25.00S,2025-03-09T21:33:46.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,93.11760840998686,94.36274509803921,1610612742,102,113,2025-03-09T21:33:50Z,5190000,False,222.0,12.0,1,right,MISS K. Edwards 3PT,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Right Corner 3,24+ Right,,,,,,,22.21,Missed,,,,,,,,,,,,
524,PT05M25.00S,2025-03-09T21:33:46.9Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,102,113,2025-03-09T21:33:50Z,5200000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:7),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,,,523.0,8.0,7.0,1.0,,,,,,,,
525,PT05M01.00S,2025-03-09T21:34:10.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,19.316688567674113,59.82689950980392,1610612756,102,115,2025-03-09T21:34:33Z,5210000,False,-49.0,129.0,1,left,D. Booker 13' pullup Jump Shot (22 PTS) (T. Jones 3 AST),"[1626164, 1626145]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.81,Made,,,,,,,22.0,T. Jones,1626145.0,3.0,,
527,PT04M43.00S,2025-03-09T21:34:27.5Z,4,REGULAR,turnover,bad pass,[],202691,,,1610612742,102,115,2025-03-09T21:34:36Z,5230000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1626164]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1.0,,,,,,,Booker,1626164.0,,,,,,
528,PT04M43.00S,2025-03-09T21:34:27.5Z,4,REGULAR,steal,,[],1626164,,,1610612756,102,115,2025-03-09T21:34:29Z,5240000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
529,PT04M36.00S,2025-03-09T21:34:35.0Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626220,7.884362680683312,96.34650735294117,1610612756,102,118,2025-03-09T21:35:50Z,5250000,False,-232.0,22.0,1,left,R. O'Neale 3PT running (6 PTS) (K. Durant 7 AST),"[1626220, 201142]",1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,,23.27,Made,,,,,,,6.0,K. Durant,201142.0,7.0,,
531,PT04M35.00S,2025-03-09T21:34:39.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,102,118,2025-03-09T21:34:39Z,5270000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT04M24.00S,2025-03-09T21:38:22.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202691,92.72339027595268,49.01960784313725,1610612742,104,118,2025-03-09T21:38:27Z,5290000,False,-5.0,16.0,1,right,K. Thompson driving Layup (19 PTS) (K. Edwards 2 AST),"[202691, 1630556]",1610612742.0,DAL,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,1.66,Made,,,,,,,19.0,K. Edwards,1630556.0,2.0,,
534,PT04M08.00S,2025-03-09T21:38:39.3Z,4,REGULAR,foul,personal,['2freethrow'],203915,,,1610612756,104,118,2025-03-09T21:40:34Z,5300000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Durant 2 FT),"[203915, 201142]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
536,PT04M08.00S,2025-03-09T21:39:22.2Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,104,119,2025-03-09T21:39:22Z,5320000,False,,,0,,K. Durant Free Throw 1 of 2 (20 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,Made,,,,,,,20.0,,,,,
537,PT04M08.00S,2025-03-09T21:39:39.1Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,104,120,2025-03-09T21:39:39Z,5330000,False,,,0,,K. Durant Free Throw 2 of 2 (21 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,Made,,,,,,,21.0,,,,,
538,PT03M53.00S,2025-03-09T21:39:55.0Z,4,REGULAR,turnover,bad pass,[],202691,,,1610612742,104,120,2025-03-09T21:40:02Z,5340000,False,,,0,,K. Thompson bad pass TURNOVER (2 TO),"[202691, 1626220]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,2.0,,,,,,,O'Neale,1626220.0,,,,,,
539,PT03M53.00S,2025-03-09T21:39:55.0Z,4,REGULAR,steal,,[],1626220,,,1610612756,104,120,2025-03-09T21:40:02Z,5350000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
540,PT03M39.00S,2025-03-09T21:40:08.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,7.178055190538765,62.00980392156863,1610612756,104,120,2025-03-09T21:40:16Z,5360000,False,-60.0,15.0,1,left,MISS K. Durant 6' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.18,Missed,,,,,,,,,,,,
541,PT03M37.00S,2025-03-09T21:40:10.9Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,104,120,2025-03-09T21:40:11Z,5370000,False,,,0,,N. Marshall REBOUND (Off:1 Def:7),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,540.0,8.0,7.0,1.0,,,,,,,,
542,PT03M30.00S,2025-03-09T21:40:17.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.72339027595268,53.92156862745098,1610612742,106,120,2025-03-09T21:42:03Z,5380000,False,20.0,16.0,1,right,N. Marshall driving Layup (31 PTS),[1630230],1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,2.52,Made,,,,,,,31.0,,,,,
543,PT03M00.00S,2025-03-09T21:40:47.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,8.09789750328515,46.32352941176471,1610612756,106,122,2025-03-09T21:40:51Z,5390000,False,18.0,24.0,1,left,D. Booker driving Layup (24 PTS) (T. Jones 4 AST),"[1626164, 1626145]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,2.99,Made,,,,,,,24.0,T. Jones,1626145.0,4.0,,
545,PT02M48.00S,2025-03-09T21:41:01.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,93.38042049934296,52.69607843137255,1610612742,108,122,2025-03-09T21:41:08Z,5410000,False,13.0,10.0,1,right,N. Marshall driving Layup (33 PTS),[1630230],1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1.66,Made,,,,,,,33.0,,,,,
546,PT02M48.00S,2025-03-09T21:41:05.0Z,4,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612742,108,122,2025-03-09T21:41:37Z,5420000,False,,,0,,D. Booker shooting personal FOUL (3 PF) (Marshall 1 FT),"[1626164, 1630230]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1627962.0,3.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
548,PT02M48.00S,2025-03-09T21:41:13.2Z,4,REGULAR,substitution,out,[],203078,,,1610612742,108,122,2025-03-09T21:42:02Z,5440000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT02M48.00S,2025-03-09T21:41:13.2Z,4,REGULAR,substitution,in,[],1631221,,,1610612742,108,122,2025-03-09T21:42:02Z,5450000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT02M48.00S,2025-03-09T21:41:38.4Z,4,REGULAR,freethrow,1 of 1,[],1630230,,,1610612742,109,122,2025-03-09T21:41:38Z,5460000,False,,,0,,N. Marshall Free Throw 1 of 1 (34 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,Made,,,,,,,34.0,,,,,
551,PT02M29.00S,2025-03-09T21:41:59.8Z,4,REGULAR,3pt,Jump Shot,[],1626145,21.76412614980289,89.70588235294117,1610612756,109,122,2025-03-09T21:42:03Z,5470000,False,-199.0,152.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,25.01,Missed,,,,,,,,,,,,
552,PT02M26.00S,2025-03-09T21:42:02.8Z,4,REGULAR,rebound,defensive,[],202691,,,1610612742,109,122,2025-03-09T21:42:03Z,5480000,False,,,0,,K. Thompson REBOUND (Off:0 Def:5),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,551.0,5.0,5.0,0.0,,,,,,,,
553,PT02M22.00S,2025-03-09T21:42:07.8Z,4,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612742,109,122,2025-03-09T21:42:16Z,5490000,False,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Thompson 2 FT),"[1626220, 202691]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,1629178.0,2.0,0.0,Thompson,202691.0,,,,,,,,,,,,,,,
555,PT02M22.00S,2025-03-09T21:42:35.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202691,,,1610612742,110,122,2025-03-09T21:42:35Z,5510000,False,,,0,,K. Thompson Free Throw 1 of 2 (20 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,Made,,,,,,,20.0,,,,,
556,PT02M22.00S,2025-03-09T21:42:52.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202691,,,1610612742,111,122,2025-03-09T21:42:52Z,5520000,False,,,0,,K. Thompson Free Throw 2 of 2 (21 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,Made,,,,,,,21.0,,,,,
557,PT02M04.00S,2025-03-09T21:43:15.4Z,4,REGULAR,3pt,Jump Shot,[],1631221,6.521024967148489,96.32352941176471,1610612756,111,125,2025-03-09T21:43:20Z,5530000,False,-232.0,9.0,1,left,C. Gillespie 3PT  (3 PTS) (K. Durant 8 AST),"[1631221, 201142]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,,,,,23.18,Made,,,,,,,3.0,K. Durant,201142.0,8.0,,
559,PT01M46.00S,2025-03-09T21:43:33.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,83.44283837056504,35.791973039215684,1610612742,113,125,2025-03-09T21:43:42Z,5550000,False,-71.0,103.0,1,right,K. Thompson 12' fadeaway Jump Shot (23 PTS) (S. Dinwiddie 2 AST),"[202691, 203915]",1610612742.0,DAL,fadeaway,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,12.52,Made,,,,,,,23.0,S. Dinwiddie,203915.0,2.0,,
561,PT01M30.00S,2025-03-09T21:43:57.5Z,4,REGULAR,turnover,out-of-bounds,[],1631221,,,1610612756,113,125,2025-03-09T21:44:03Z,5570000,False,,,0,,C. Gillespie lost ball out-of-bounds TURNOVER (1 TO),[1631221],1610612756.0,PHX,lost ball,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Left,1629178.0,,,,,1.0,,,,,,,,,,,,,,
562,PT01M30.00S,2025-03-09T21:44:00.0Z,4,REGULAR,substitution,out,[],1626164,,,1610612742,113,125,2025-03-09T21:44:17Z,5580000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT01M30.00S,2025-03-09T21:44:00.0Z,4,REGULAR,substitution,out,[],201142,,,1610612742,113,125,2025-03-09T21:44:17Z,5590000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT01M30.00S,2025-03-09T21:44:00.0Z,4,REGULAR,substitution,in,[],1642346,,,1610612742,113,125,2025-03-09T21:44:17Z,5600000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT01M30.00S,2025-03-09T21:44:00.0Z,4,REGULAR,substitution,in,[],1629626,,,1610612742,113,125,2025-03-09T21:44:17Z,5610000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT01M22.00S,2025-03-09T21:44:24.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202691,68.28186596583443,66.91176470588235,1610612742,116,125,2025-03-09T21:44:28Z,5620000,False,85.0,246.0,1,right,K. Thompson 25' 3PT  (26 PTS) (N. Marshall 10 AST),"[202691, 1630230]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,25.99,Made,,,,,,,26.0,N. Marshall,1630230.0,10.0,,
568,PT00M57.60S,2025-03-09T21:44:52.4Z,4,REGULAR,2pt,Jump Shot,[],1626145,21.81340341655716,68.40533088235294,1610612756,116,125,2025-03-09T21:44:58Z,5640000,False,-92.0,153.0,1,left,MISS T. Jones 17' pullup Shot,[1626145],1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,17.81,Missed,,,,,,,,,,,,
569,PT00M54.20S,2025-03-09T21:44:55.8Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,116,125,2025-03-09T21:44:58Z,5650000,False,,,0,,N. Marshall REBOUND (Off:1 Def:8),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,568.0,9.0,8.0,1.0,,,,,,,,
570,PT00M53.40S,2025-03-09T21:44:57.0Z,4,REGULAR,turnover,bad pass,[],1630230,,,1610612742,116,125,2025-03-09T21:45:00Z,5660000,False,,,0,,N. Marshall bad pass TURNOVER (2 TO),"[1630230, 1642346]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,2.0,,,,,,,Dunn,1642346.0,,,,,,
571,PT00M53.40S,2025-03-09T21:44:57.0Z,4,REGULAR,steal,,[],1642346,,,1610612756,116,125,2025-03-09T21:44:58Z,5670000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
572,PT00M33.20S,2025-03-09T21:45:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631221,8.886333771353483,45.09803921568628,1610612756,116,125,2025-03-09T21:45:21Z,5680000,False,25.0,31.0,1,left,MISS C. Gillespie driving Layup,[1631221],1610612756.0,PHX,driving,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,3.95,Missed,,,,,,,,,,,,
573,PT00M30.30S,2025-03-09T21:45:20.0Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612742,116,125,2025-03-09T21:45:20Z,5690000,False,,,0,,M. Christie REBOUND (Off:0 Def:3),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,572.0,3.0,3.0,0.0,,,,,,,,
574,PT00M25.90S,2025-03-09T21:45:24.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630230,72.7496714848883,20.588235294117645,1610612742,116,125,2025-03-09T21:46:00Z,5700000,False,-147.0,204.0,1,right,MISS N. Marshall 25' running pullup 3PT,[1630230],1610612742.0,DAL,running pullup,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,25.13,Missed,,,,,,,,,,,,
575,PT00M22.80S,2025-03-09T21:45:27.5Z,4,REGULAR,rebound,defensive,[],1642346,,,1610612756,116,125,2025-03-09T21:45:30Z,5710000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,574.0,1.0,1.0,0.0,,,,,,,,
576,PT00M00.20S,2025-03-09T21:45:51.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612756,116,125,2025-03-09T21:46:01Z,5720000,False,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
577,PT00M00.00S,2025-03-09T21:46:37.9Z,4,REGULAR,period,end,[],0,,,1610612742,116,125,2025-03-09T21:46:37Z,5730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M00.00S,2025-03-09T21:53:23.5Z,4,REGULAR,game,end,[],0,,,0,116,125,2025-03-09T21:53:23Z,5740000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
