actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT05M05.00S,2024-11-04T00:53:43.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628371,5.995400788436268,45.588235294117645,1610612753,14,15,2024-11-04T00:53:48Z,830000,False,22.0,4.0,1,left,MISS J. Isaac alley-oop DUNK,[1628371],1610612753.0,ORL,alley-oop,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2024-11-04T00:53:44.1Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,14,15,2024-11-04T00:53:48Z,840000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,83.0,,,,1.0,0.0,1.0,,,,,
85,PT05M03.00S,2024-11-04T00:53:48.9Z,1,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612753,14,15,2024-11-04T00:53:53Z,850000,False,,,0,,D. Lively II shooting personal FOUL (1 PF) (Isaac 2 FT),"[1641726, 1628371]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Isaac,1628371.0
87,PT05M03.00S,2024-11-04T00:54:22.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628371,,,1610612753,14,15,2024-11-04T00:54:22Z,870000,False,,,0,,MISS J. Isaac Free Throw 1 of 2,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2024-11-04T00:54:22.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,14,15,2024-11-04T00:54:22Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,
89,PT05M03.00S,2024-11-04T00:54:40.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628371,,,1610612753,14,16,2024-11-04T00:54:40Z,890000,False,,,0,,J. Isaac Free Throw 2 of 2 (1 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
90,PT04M52.00S,2024-11-04T00:54:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,82.52299605781866,38.759957107843135,1610612742,14,16,2024-11-04T00:55:04Z,900000,False,-56.0,112.0,1,right,MISS K. Irving 12' fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,12.51,Missed,,,,,,,,,,,,,,,,,,
91,PT04M48.00S,2024-11-04T00:54:57.8Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,14,16,2024-11-04T00:55:04Z,910000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,90.0,,,,2.0,2.0,0.0,,,,,
92,PT04M41.00S,2024-11-04T00:55:04.1Z,1,REGULAR,2pt,Jump Shot,[],1641724,23.340998685939553,49.01960784313725,1610612753,14,18,2024-11-04T00:55:08Z,920000,False,5.0,167.0,1,left,J. Howard 16' pullup Jump Shot (2 PTS),[1641724],1610612753.0,ORL,pullup,,,Howard,J. Howard,,,,,Mid-Range,16-24 Center,16.7,Made,2.0,,,,,,,,,,,,,,,,,
93,PT04M19.00S,2024-11-04T00:55:25.7Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,14,18,2024-11-04T00:55:28Z,930000,False,,,0,,L. Dončić lost ball TURNOVER (2 TO),"[1629029, 1628371]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Isaac,1628371.0,,,,,,,,
94,PT04M19.00S,2024-11-04T00:55:25.7Z,1,REGULAR,steal,,[],1628371,,,1610612753,14,18,2024-11-04T00:55:27Z,940000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M04.00S,2024-11-04T00:55:41.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628371,7.440867279894875,2.941176470588235,1610612753,14,18,2024-11-04T00:55:45Z,950000,False,235.0,17.0,1,left,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
96,PT04M01.00S,2024-11-04T00:55:44.4Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,14,18,2024-11-04T00:55:45Z,960000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,,,,95.0,,,,1.0,1.0,0.0,,,,,
97,PT03M55.00S,2024-11-04T00:55:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,92.72339027595268,46.81372549019608,1610612742,14,18,2024-11-04T00:56:05Z,970000,False,-16.0,16.0,1,right,MISS K. Irving running Layup,[202681],1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
98,PT03M54.00S,2024-11-04T00:55:51.0Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,14,18,2024-11-04T00:56:05Z,980000,False,,,0,,M. Wagner REBOUND (Off:0 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,97.0,,,,3.0,3.0,0.0,,,,,
99,PT03M52.00S,2024-11-04T00:55:53.1Z,1,REGULAR,turnover,bad pass,[],1629021,,,1610612753,14,18,2024-11-04T00:56:19Z,990000,False,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 1630230]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Marshall,1630230.0,,,,,,,,
100,PT03M52.00S,2024-11-04T00:55:53.1Z,1,REGULAR,steal,,[],1630230,,,1610612742,14,18,2024-11-04T00:55:54Z,1000000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
101,PT03M40.00S,2024-11-04T00:56:04.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,91.40932982917214,4.6568627450980395,1610612742,17,18,2024-11-04T00:56:16Z,1010000,False,-227.0,28.0,1,right,L. Dončić 3PT step back (9 PTS),[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,22.85,Made,9.0,,,,,,,,,,,,,,,,,
102,PT03M20.00S,2024-11-04T00:56:25.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,6.915243101182654,49.50980392156863,1610612753,17,20,2024-11-04T00:56:29Z,1020000,False,2.0,13.0,1,left,M. Wagner cutting DUNK (2 PTS) (F. Wagner 4 AST),"[1629021, 1630532]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.27,Made,2.0,F. Wagner,1630532.0,4.0,,,,,,,,,,,,,,
104,PT03M10.00S,2024-11-04T00:56:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,93.64323258869908,53.431372549019606,1610612742,19,20,2024-11-04T00:56:45Z,1040000,False,17.0,7.0,1,right,D. Lively II alley-oop Layup (2 PTS) (L. Dončić 2 AST),"[1641726, 1629029]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.87,Made,2.0,L. Dončić,1629029.0,2.0,,,,,,,,,,,,,,
106,PT03M10.00S,2024-11-04T00:56:43.1Z,1,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612742,19,20,2024-11-04T00:56:50Z,1060000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Lively II 1 FT),"[1629021, 1641726]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Lively II,1641726.0
108,PT03M10.00S,2024-11-04T00:56:51.6Z,1,REGULAR,substitution,out,[],202681,,,1610612742,19,20,2024-11-04T00:57:13Z,1080000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M10.00S,2024-11-04T00:56:51.6Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,19,20,2024-11-04T00:57:13Z,1090000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M10.00S,2024-11-04T00:56:51.6Z,1,REGULAR,substitution,out,[],203484,,,1610612742,19,20,2024-11-04T00:57:13Z,1100000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M10.00S,2024-11-04T00:56:51.6Z,1,REGULAR,substitution,in,[],1629656,,,1610612742,19,20,2024-11-04T00:57:13Z,1110000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M10.00S,2024-11-04T00:56:51.6Z,1,REGULAR,substitution,in,[],203915,,,1610612742,19,20,2024-11-04T00:57:13Z,1120000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M10.00S,2024-11-04T00:56:51.6Z,1,REGULAR,substitution,in,[],1641710,,,1610612742,19,20,2024-11-04T00:57:13Z,1130000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M10.00S,2024-11-04T00:57:11.7Z,1,REGULAR,freethrow,1 of 1,[],1641726,,,1610612742,19,20,2024-11-04T00:57:14Z,1140000,False,,,0,,MISS D. Lively II Free Throw 1 of 1,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
115,PT03M08.00S,2024-11-04T00:57:13.7Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,19,20,2024-11-04T00:57:14Z,1150000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,114.0,,,,2.0,1.0,1.0,,,,,
116,PT02M56.00S,2024-11-04T00:57:24.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629021,8.623521681997373,39.21568627450981,1610612753,19,20,2024-11-04T01:46:25Z,1160000,False,54.0,29.0,1,left,MISS M. Wagner 6' Hook,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
117,PT02M54.00S,2024-11-04T00:57:26.4Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,19,20,2024-11-04T00:57:27Z,1170000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,116.0,,,,2.0,2.0,0.0,,,,,
118,PT02M48.00S,2024-11-04T00:57:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,93.9060446780552,51.470588235294116,1610612742,21,20,2024-11-04T00:57:39Z,1180000,False,7.0,5.0,1,right,N. Marshall running reverse Layup (2 PTS),[1630230],1610612742.0,DAL,running reverse,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,0.88,Made,2.0,,,,,,,,,,,,,,,,,
119,PT02M35.00S,2024-11-04T00:57:45.2Z,1,REGULAR,2pt,Jump Shot,[],1641724,15.325229960578188,15.931372549019606,1610612753,21,20,2024-11-04T00:57:49Z,1190000,False,170.0,92.0,1,left,MISS J. Howard 19' step back Shot,[1641724],1610612753.0,ORL,step back,,,Howard,J. Howard,,,,,Mid-Range,16-24 Right,19.34,Missed,,,,,,,,,,,,,,,,,,
120,PT02M32.00S,2024-11-04T00:57:48.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,21,20,2024-11-04T00:57:49Z,1200000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right,,,,,,,,,119.0,,,,1.0,1.0,0.0,,,,,
121,PT02M28.00S,2024-11-04T00:57:52.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641726,93.51182654402102,48.529411764705884,1610612742,23,20,2024-11-04T01:44:19Z,1210000,False,-7.0,8.0,1,right,D. Lively II running alley-oop DUNK (4 PTS) (N. Marshall 1 AST),"[1641726, 1630230]",1610612742.0,DAL,running alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.13,Made,4.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,,
123,PT02M28.00S,2024-11-04T00:58:03.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,23,20,2024-11-04T00:58:06Z,1230000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2024-11-04T01:00:17.9Z,1,REGULAR,substitution,out,[],1641724,,,1610612753,23,20,2024-11-04T01:00:58Z,1240000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M28.00S,2024-11-04T01:00:17.9Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,23,20,2024-11-04T01:00:58Z,1250000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M28.00S,2024-11-04T01:00:17.9Z,1,REGULAR,substitution,in,[],203914,,,1610612753,23,20,2024-11-04T01:00:58Z,1260000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M28.00S,2024-11-04T01:00:17.9Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,23,20,2024-11-04T01:00:58Z,1270000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M16.00S,2024-11-04T01:01:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628371,5.338370565045992,53.18627450980392,1610612753,23,22,2024-11-04T01:01:18Z,1280000,False,-16.0,-2.0,1,left,J. Isaac Layup (3 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,1.61,Made,3.0,,,,,,,,,,,,,,,,,
129,PT02M03.00S,2024-11-04T01:01:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,85.10183968462549,39.21568627450981,1610612742,23,22,2024-11-04T01:01:39Z,1290000,False,-54.0,88.0,1,right,MISS N. Marshall 10' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
130,PT02M01.00S,2024-11-04T01:01:29.8Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,23,22,2024-11-04T01:01:29Z,1300000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,129.0,,,,2.0,1.0,1.0,,,,,
131,PT01M53.00S,2024-11-04T01:01:37.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641726,90.75229960578186,47.794117647058826,1610612742,25,22,2024-11-04T01:01:44Z,1310000,False,-11.0,34.0,1,right,D. Lively II Hook (6 PTS) (L. Dončić 3 AST),"[1641726, 1629029]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,3.61,Made,6.0,L. Dončić,1629029.0,3.0,,,,,,,,,,,,,,
133,PT01M44.00S,2024-11-04T01:01:46.6Z,1,REGULAR,3pt,Jump Shot,[],1629021,32.013797634691194,47.794117647058826,1610612753,25,22,2024-11-04T01:01:54Z,1330000,False,11.0,248.0,1,left,MISS M. Wagner 24' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,24.86,Missed,,,,,,,,,,,,,,,,,,
134,PT01M40.00S,2024-11-04T01:01:50.6Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,25,22,2024-11-04T01:01:54Z,1340000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,133.0,,,,3.0,3.0,0.0,,,,,
135,PT01M26.00S,2024-11-04T01:02:04.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,80.1084099868594,90.93137254901961,1610612742,25,22,2024-11-04T01:02:08Z,1350000,False,205.0,134.0,1,right,MISS L. Dončić 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
136,PT01M23.00S,2024-11-04T01:02:07.5Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,25,22,2024-11-04T01:02:08Z,1360000,False,,,0,,M. Wagner REBOUND (Off:0 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,135.0,,,,4.0,4.0,0.0,,,,,
137,PT01M10.00S,2024-11-04T01:02:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,14.011169513797633,61.51960784313726,1610612753,25,22,2024-11-04T01:02:38Z,1370000,False,-58.0,79.0,1,left,MISS J. Suggs 9' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Left,9.79,Missed,,,,,,,,,,,,,,,,,,
138,PT01M10.00S,2024-11-04T01:02:20.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,25,22,2024-11-04T01:02:38Z,1380000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,137.0,,,,,,,,,,,
140,PT01M10.00S,2024-11-04T01:02:25.2Z,1,REGULAR,substitution,out,[],1628371,,,1610612753,25,22,2024-11-04T01:02:38Z,1400000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M10.00S,2024-11-04T01:02:25.2Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,25,22,2024-11-04T01:02:38Z,1410000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M02.00S,2024-11-04T01:02:51.7Z,1,REGULAR,foul,personal,[],1629656,,,1610612753,25,22,2024-11-04T01:03:03Z,1420000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1630591]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Suggs,1630591.0
145,PT01M02.00S,2024-11-04T01:03:03.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,25,22,2024-11-04T01:05:47Z,1435000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M02.00S,2024-11-04T01:04:37.4Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,25,22,2024-11-04T01:05:01Z,1450000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M02.00S,2024-11-04T01:04:37.4Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,25,22,2024-11-04T01:05:01Z,1460000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M54.40S,2024-11-04T01:05:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,8.492115637319317,59.80392156862745,1610612753,25,22,2024-11-04T01:47:59Z,1470000,False,-49.0,27.0,1,left,MISS M. Wagner driving finger roll Layup,[1629021],1610612753.0,ORL,driving finger roll,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
149,PT00M52.50S,2024-11-04T01:05:17.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,25,22,2024-11-04T01:05:17Z,1480000,False,,,0,,L. Dončić REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,148.0,,,,5.0,5.0,0.0,,,,,
150,PT00M35.90S,2024-11-04T01:05:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,85.49605781865965,48.529411764705884,1610612742,27,22,2024-11-04T01:06:14Z,1490000,False,-7.0,84.0,1,right,L. Dončić 8' pullup Jump Shot (11 PTS),[1629029],1610612742.0,DAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,11.0,,,,,,,,,,,,,,,,,
151,PT00M25.80S,2024-11-04T01:05:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629021,27.94021024967148,20.34313725490196,1610612753,27,22,2024-11-04T01:05:54Z,1500000,False,148.0,210.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
152,PT00M23.00S,2024-11-04T01:05:50.4Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,27,22,2024-11-04T01:05:50Z,1510000,False,,,0,,A. Black REBOUND (Off:1 Def:0),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,151.0,,,,1.0,0.0,1.0,,,,,
153,PT00M09.20S,2024-11-04T01:06:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,7.440867279894875,45.34313725490196,1610612753,27,22,2024-11-04T01:06:07Z,1520000,False,23.0,17.0,1,left,MISS M. Wagner driving finger roll Layup,[1629021],1610612753.0,ORL,driving finger roll,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
154,PT00M07.50S,2024-11-04T01:06:06.0Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,27,22,2024-11-04T01:06:06Z,1530000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,153.0,,,,2.0,2.0,0.0,,,,,
155,PT00M03.20S,2024-11-04T01:06:13.3Z,1,REGULAR,foul,personal,[],1628371,,,1610612742,27,22,2024-11-04T01:06:36Z,1540000,False,,,0,,J. Isaac take personal FOUL (1 PF),"[1628371, 1629029]",1610612753.0,ORL,take,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Dončić,1629029.0
157,PT00M00.50S,2024-11-04T01:06:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.11760840998686,39.950980392156865,1610612742,29,22,2024-11-04T01:08:08Z,1552500,False,-50.0,12.0,1,right,L. Dončić finger roll Layup (13 PTS) (N. Marshall 2 AST),"[1629029, 1630230]",1610612742.0,DAL,finger roll,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,13.0,N. Marshall,1630230.0,2.0,,,,,,,,,,,,,,
160,PT00M00.50S,2024-11-04T01:06:56.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628371,,,1610612742,29,22,2024-11-04T01:07:56Z,1555000,False,,,0,,J. Isaac shooting personal FOUL (2 PF) (Dončić 1 FT),"[1628371, 1629029]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Dončić,1629029.0
163,PT00M00.50S,2024-11-04T01:08:40.0Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,30,22,2024-11-04T01:08:50Z,1620000,False,,,0,,L. Dončić Free Throw 1 of 1 (14 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
164,PT00M00.20S,2024-11-04T01:08:46.1Z,1,REGULAR,3pt,Jump Shot,[],1630591,94.43166885676742,82.84313725490196,1610612753,30,22,2024-11-04T01:10:35Z,1630000,False,-164.0,835.0,1,left,MISS J. Suggs 85' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right,85.12,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2024-11-04T01:08:46.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,30,22,2024-11-04T01:10:35Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,164.0,,,,,,,,,,,
166,PT00M00.00S,2024-11-04T01:08:49.9Z,1,REGULAR,period,end,[],0,,,1610612753,30,22,2024-11-04T01:08:49Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-04T01:09:12.7Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612753,30,22,2024-11-04T01:11:23Z,1660000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
