actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M57.00S,2024-02-10T20:54:40.0Z,1,REGULAR,2pt,Jump Shot,[],202695,79.84559789750328,69.11764705882352,1610612746,16,14,2024-02-10T21:03:59Z,850000,False,96.0,137.0,1,right,K. Leonard 16' fadeaway Jump Shot (5 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,16.71,Made,,,,5.0,,,,,,,,,,,,,,
86,PT04M38.00S,2024-02-10T20:54:58.5Z,1,REGULAR,3pt,Jump Shot,[],1631323,25.706307490144546,84.55882352941177,1610612765,16,14,2024-02-10T21:04:25Z,860000,False,-173.0,189.0,1,left,MISS S. Fontecchio 25' pullup 3PT,[1631323],1610612765.0,DET,pullup,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
87,PT04M37.00S,2024-02-10T20:55:02.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,16,14,2024-02-10T20:55:02Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,86.0,,,,,,,,,,,,,,,
92,PT04M26.00S,2024-02-10T20:55:36.7Z,1,REGULAR,foul,technical,['1freethrow'],1631105,,,1610612746,16,14,2024-02-10T20:55:43Z,900000,False,,,0,,J. Duren defensive-3-second technical FOUL (1 Tech),[1631105],1610612765.0,DET,defensive-3-second,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,202901.0,,,,0.0,1.0,,
93,PT04M26.00S,2024-02-10T20:55:44.4Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,17,14,2024-02-10T20:55:44Z,910000,False,,,0,,K. Leonard technical Free Throw 1 of 1 (6 PTS),[202695],1610612746.0,LAC,technical,,,Leonard,K. Leonard,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
94,PT04M26.00S,2024-02-10T20:55:46.3Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,17,14,2024-02-10T20:55:51Z,920000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M26.00S,2024-02-10T20:55:46.3Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,17,14,2024-02-10T20:55:51Z,930000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M20.00S,2024-02-10T20:56:08.0Z,1,REGULAR,2pt,Jump Shot,[],202695,78.79434954007884,69.6078431372549,1610612746,17,14,2024-02-10T21:04:58Z,940000,False,98.0,147.0,1,right,MISS K. Leonard 17' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,17.65,Missed,,,,,,,,,,,,,,,,,,
97,PT04M17.00S,2024-02-10T20:56:10.9Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612765,17,14,2024-02-10T20:56:10Z,950000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Right Center,,,,,96.0,,,,,1.0,1.0,0.0,,,,,,,,
98,PT04M04.00S,2024-02-10T20:56:24.0Z,1,REGULAR,3pt,Jump Shot,[],1628972,25.57490144546649,81.12745098039215,1610612765,17,17,2024-02-10T20:56:28Z,960000,False,-156.0,188.0,1,left,T. Brown Jr. 24' 3PT  (3 PTS) (C. Cunningham 3 AST),"[1628972, 1630595]",1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,24.4,Made,,,,3.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,
101,PT03M49.00S,2024-02-10T20:56:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.19776609724047,48.28431372549019,1610612746,19,17,2024-02-10T20:56:43Z,980000,False,-9.0,21.0,1,right,R. Westbrook driving Layup (2 PTS),[201566],1610612746.0,LAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.25,Made,,,,2.0,,,,,,,,,,,,,,
103,PT03M32.00S,2024-02-10T20:56:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.521024967148489,53.431372549019606,1610612765,19,19,2024-02-10T20:56:59Z,990000,False,-17.0,9.0,1,left,J. Ivey driving Layup (7 PTS) (C. Cunningham 4 AST),"[1631093, 1630595]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.93,Made,,,,7.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,,
105,PT03M22.00S,2024-02-10T20:57:05.6Z,1,REGULAR,3pt,Jump Shot,[],201566,67.23061760840999,64.95098039215686,1610612746,22,19,2024-02-10T20:57:11Z,1010000,False,75.0,256.0,1,right,R. Westbrook 26' 3PT  (5 PTS) (K. Leonard 3 AST),"[201566, 202695]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,26.62,Made,,,,5.0,K. Leonard,202695.0,3.0,,,,,,,,,,,
107,PT03M07.00S,2024-02-10T20:57:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,5.732588699080158,50.49019607843137,1610612765,22,21,2024-02-10T20:57:27Z,1030000,False,-2.0,1.0,1,left,J. Ivey Layup (9 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,0.29,Made,,,,9.0,,,,,,,,,,,,,,
108,PT03M07.00S,2024-02-10T20:57:25.7Z,1,REGULAR,foul,personal,['1freethrow'],202695,,,1610612765,22,21,2024-02-10T20:57:33Z,1040000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Ivey 1 FT),"[202695, 1631093]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Ivey,1631093.0
110,PT03M07.00S,2024-02-10T20:57:34.8Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,22,21,2024-02-10T20:58:09Z,1060000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M07.00S,2024-02-10T20:57:34.8Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,22,21,2024-02-10T20:58:09Z,1070000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M07.00S,2024-02-10T20:57:53.5Z,1,REGULAR,freethrow,1 of 1,[],1631093,,,1610612765,22,22,2024-02-10T20:57:53Z,1080000,False,,,0,,J. Ivey Free Throw 1 of 1 (10 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,10.0,,,,,,,,,,,,,,
113,PT02M56.00S,2024-02-10T20:58:06.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626181,91.80354796320631,58.82352941176471,1610612746,22,22,2024-02-10T20:58:12Z,1090000,False,44.0,25.0,1,right,MISS N. Powell driving Hook,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,,,,
114,PT02M53.00S,2024-02-10T20:58:09.7Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612765,22,22,2024-02-10T20:58:12Z,1100000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,113.0,,,,,2.0,2.0,0.0,,,,,,,,
115,PT02M47.00S,2024-02-10T20:58:15.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,31.225361366622867,26.715686274509803,1610612765,22,22,2024-02-10T20:58:20Z,1110000,False,116.0,241.0,1,left,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
116,PT02M42.00S,2024-02-10T20:58:19.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,22,22,2024-02-10T20:58:19Z,1120000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,115.0,,,,,3.0,2.0,1.0,,,,,,,,
117,PT02M40.00S,2024-02-10T20:58:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,7.440867279894875,50.73529411764706,1610612765,22,22,2024-02-10T20:58:25Z,1130000,False,-4.0,17.0,1,left,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
118,PT02M37.00S,2024-02-10T20:58:24.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,22,22,2024-02-10T20:58:25Z,1140000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,117.0,,,,,1.0,1.0,0.0,,,,,,,,
119,PT02M37.00S,2024-02-10T20:58:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1631204,,,1610612746,22,22,2024-02-10T20:58:42Z,1150000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1631204, 203486]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Plumlee,203486.0
121,PT02M37.00S,2024-02-10T20:58:54.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203486,,,1610612746,23,22,2024-02-10T20:58:54Z,1170000,False,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
122,PT02M37.00S,2024-02-10T20:58:55.7Z,1,REGULAR,substitution,out,[],1631105,,,1610612746,23,22,2024-02-10T20:59:03Z,1180000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M37.00S,2024-02-10T20:58:55.7Z,1,REGULAR,substitution,out,[],1631093,,,1610612746,23,22,2024-02-10T20:59:03Z,1190000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M37.00S,2024-02-10T20:58:55.7Z,1,REGULAR,substitution,in,[],1630164,,,1610612746,23,22,2024-02-10T20:59:03Z,1200000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M37.00S,2024-02-10T20:58:55.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612746,23,22,2024-02-10T20:59:03Z,1210000,False,,,0,,SUB in: S. Milton,[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M37.00S,2024-02-10T20:59:13.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203486,,,1610612746,24,22,2024-02-10T20:59:13Z,1220000,False,,,0,,M. Plumlee Free Throw 2 of 2 (2 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
127,PT02M11.00S,2024-02-10T20:59:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,10.068988173455978,55.14705882352941,1610612765,24,22,2024-02-10T21:08:47Z,1230000,False,-26.0,42.0,1,left,MISS S. Fontecchio driving floating Shot,[1631323],1610612765.0,DET,driving floating,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,,
128,PT02M08.00S,2024-02-10T20:59:42.8Z,1,REGULAR,rebound,offensive,[],1631323,,,1610612765,24,22,2024-02-10T20:59:44Z,1240000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,127.0,,,,,3.0,2.0,1.0,,,,,,,,
129,PT02M08.00S,2024-02-10T20:59:43.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631323,5.590000152587891,50.0,1610612765,24,22,2024-02-10T20:59:46Z,1250000,False,0.0,0.0,1,left,MISS S. Fontecchio tip Layup,[1631323],1610612765.0,DET,tip,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
130,PT02M08.00S,2024-02-10T20:59:43.2Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,24,22,2024-02-10T20:59:46Z,1260000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,129.0,,,,,1.0,0.0,1.0,,,,,,,,
131,PT02M05.00S,2024-02-10T20:59:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,11.383048620236531,54.90196078431373,1610612765,24,22,2024-02-10T21:09:22Z,1270000,False,-25.0,55.0,1,left,MISS J. Wiseman putback Layup - blocked,"[1630164, 203486]",1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,Plumlee,203486.0,,,,,,,,,,,,,,,,
132,PT02M05.00S,2024-02-10T20:59:45.8Z,1,REGULAR,block,,[],203486,,,1610612765,24,22,2024-02-10T20:59:48Z,1280000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M02.00S,2024-02-10T20:59:48.8Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612765,24,22,2024-02-10T20:59:50Z,1290000,False,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,131.0,,,,,1.0,0.0,1.0,,,,,,,,
135,PT02M00.00S,2024-02-10T20:59:50.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,9.149145860709593,51.71568627450981,1610612765,24,22,2024-02-10T21:10:09Z,1310000,False,-9.0,34.0,1,left,MISS S. Milton driving floating Shot,[1629003],1610612765.0,DET,driving floating,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
136,PT01M58.00S,2024-02-10T20:59:52.2Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,24,22,2024-02-10T21:10:09Z,1320000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,135.0,,,,,2.0,0.0,2.0,,,,,,,,
137,PT01M57.00S,2024-02-10T20:59:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,6.1268068331143235,50.0,1610612765,24,24,2024-02-10T20:59:57Z,1330000,False,0.0,5.0,1,left,J. Wiseman putback Layup (2 PTS),[1630164],1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,0.51,Made,,,,2.0,,,,,,,,,,,,,,
138,PT01M47.00S,2024-02-10T21:00:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.21090670170827,60.049019607843135,1610612746,24,24,2024-02-10T21:00:09Z,1340000,False,50.0,115.0,1,right,MISS K. Leonard 12' turnaround Shot,[202695],1610612746.0,LAC,turnaround,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,12.52,Missed,,,,,,,,,,,,,,,,,,
139,PT01M45.00S,2024-02-10T21:00:05.4Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,24,24,2024-02-10T21:00:09Z,1350000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,,,,,138.0,,,,,3.0,1.0,2.0,,,,,,,,
140,PT01M36.00S,2024-02-10T21:00:15.4Z,1,REGULAR,turnover,bad pass,[],1631204,,,1610612765,24,24,2024-02-10T21:00:19Z,1360000,False,,,0,,M. Sasser bad pass TURNOVER (1 TO),"[1631204, 202695]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Leonard,202695.0,,,,
141,PT01M36.00S,2024-02-10T21:00:15.4Z,1,REGULAR,steal,,[],202695,,,1610612746,24,24,2024-02-10T21:00:17Z,1370000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
142,PT01M32.00S,2024-02-10T21:00:18.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202695,89.83245729303549,52.20588235294118,1610612746,26,24,2024-02-10T21:00:23Z,1380000,False,11.0,43.0,1,right,K. Leonard running DUNK (8 PTS),[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,8.0,,,,,,,,,,,,,,
143,PT01M19.00S,2024-02-10T21:00:32.3Z,1,REGULAR,3pt,Jump Shot,[],1628972,25.969119579500656,84.55882352941177,1610612765,26,27,2024-02-10T21:00:36Z,1390000,False,-173.0,192.0,1,left,T. Brown Jr. 25' 3PT  (6 PTS) (J. Wiseman 1 AST),"[1628972, 1630164]",1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,25.8,Made,,,,6.0,J. Wiseman,1630164.0,1.0,,,,,,,,,,,
145,PT01M05.00S,2024-02-10T21:00:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,83.39356110381078,39.21568627450981,1610612746,28,27,2024-02-10T21:00:50Z,1410000,False,-54.0,104.0,1,right,R. Westbrook 11' step back Jump Shot (7 PTS),[201566],1610612746.0,LAC,step back,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,11.68,Made,,,,7.0,,,,,,,,,,,,,,
146,PT00M38.10S,2024-02-10T21:01:14.0Z,1,REGULAR,3pt,Jump Shot,[],1631323,6.521024967148489,1.715686274509804,1610612765,28,27,2024-02-10T21:01:17Z,1420000,False,241.0,9.0,1,left,MISS S. Fontecchio 24' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,24.16,Missed,,,,,,,,,,,,,,,,,,
147,PT00M35.30S,2024-02-10T21:01:16.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,28,27,2024-02-10T21:01:16Z,1430000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,,146.0,,,,,2.0,2.0,0.0,,,,,,,,
148,PT00M31.80S,2024-02-10T21:01:20.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,67.88764783180025,68.87254901960785,1610612746,31,27,2024-02-10T21:11:28Z,1440000,False,94.0,249.0,1,right,K. Leonard 26' 3PT running pullup (11 PTS),[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,26.67,Made,,,,11.0,,,,,,,,,,,,,,
149,PT00M11.30S,2024-02-10T21:01:46.1Z,1,REGULAR,3pt,Jump Shot,[],1631323,34.11629434954008,61.029411764705884,1610612765,31,30,2024-02-10T21:01:51Z,1450000,False,-55.0,268.0,1,left,S. Fontecchio 27' 3PT  (6 PTS) (M. Sasser 1 AST),"[1631323, 1631204]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,27.38,Made,,,,6.0,M. Sasser,1631204.0,1.0,,,,,,,,,,,
151,PT00M02.10S,2024-02-10T21:02:00.9Z,1,REGULAR,3pt,Jump Shot,[],1629599,82.86793692509855,94.6078431372549,1610612746,31,30,2024-02-10T21:02:19Z,1470000,False,223.0,109.0,1,right,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
152,PT00M00.10S,2024-02-10T21:02:02.9Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612765,31,30,2024-02-10T21:03:18Z,1480000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,151.0,,,,,1.0,1.0,0.0,,,,,,,,
153,PT00M00.00S,2024-02-10T21:02:05.8Z,1,REGULAR,period,end,[],0,,,1610612765,31,30,2024-02-10T21:03:18Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-02-10T21:04:42.3Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612765,31,30,2024-02-10T21:05:13Z,1500000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-02-10T21:04:42.3Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612765,31,30,2024-02-10T21:05:13Z,1510000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-02-10T21:05:21.0Z,2,REGULAR,period,start,[],0,,,1610612746,31,30,2024-02-10T21:05:21Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M49.00S,2024-02-10T21:05:23.6Z,2,REGULAR,foul,offensive,[],203486,,,1610612746,31,30,2024-02-10T21:12:27Z,1530000,False,,,0,,M. Plumlee offensive FOUL (1 PF),"[203486, 1629003]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Milton,1629003.0
159,PT11M49.00S,2024-02-10T21:05:23.6Z,2,REGULAR,turnover,offensive foul,[],203486,,,1610612746,31,30,2024-02-10T21:12:27Z,1550000,False,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2003.0,1.0,,,,,,
160,PT11M29.00S,2024-02-10T21:05:39.6Z,2,REGULAR,turnover,bad pass,[],1631204,,,1610612765,31,30,2024-02-10T21:05:44Z,1560000,False,,,0,,M. Sasser bad pass TURNOVER (2 TO),"[1631204, 1629599]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2.0,Coffey,1629599.0,,,,
161,PT11M29.00S,2024-02-10T21:05:39.6Z,2,REGULAR,steal,,[],1629599,,,1610612746,31,30,2024-02-10T21:05:41Z,1570000,False,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
162,PT11M26.00S,2024-02-10T21:05:43.7Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612746,31,30,2024-02-10T21:05:47Z,1580000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1629003]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Milton,1629003.0,,,,
163,PT11M26.00S,2024-02-10T21:05:43.7Z,2,REGULAR,steal,,[],1629003,,,1610612765,31,30,2024-02-10T21:05:45Z,1590000,False,,,0,,S. Milton STEAL (1 STL),[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
164,PT11M20.00S,2024-02-10T21:05:49.7Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1629003,18.873193166885677,66.42156862745098,1610612765,31,32,2024-02-10T21:20:00Z,1600000,False,-82.0,125.0,1,left,S. Milton 14' driving floating Jump Shot (2 PTS) (T. Brown Jr. 1 AST),"[1629003, 1628972]",1610612765.0,DET,driving floating,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,14.95,Made,,,,2.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,,
166,PT11M01.00S,2024-02-10T21:06:08.4Z,2,REGULAR,2pt,Jump Shot,[],1629599,79.45137976346912,63.725490196078425,1610612746,33,32,2024-02-10T21:06:14Z,1620000,False,69.0,141.0,1,right,A. Coffey 15' pullup Jump Shot (2 PTS) (J. Harden 3 AST),"[1629599, 201935]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Center,15.65,Made,,,,2.0,J. Harden,201935.0,3.0,,,,,,,,,,,
168,PT10M46.00S,2024-02-10T21:06:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,6.915243101182654,53.431372549019606,1610612765,33,32,2024-02-10T21:06:31Z,1640000,False,-17.0,13.0,1,left,MISS S. Fontecchio driving Layup,[1631323],1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,,
169,PT10M41.00S,2024-02-10T21:06:27.5Z,2,REGULAR,rebound,offensive,[],1631323,,,1610612765,33,32,2024-02-10T21:06:31Z,1650000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,168.0,,,,,4.0,2.0,2.0,,,,,,,,
