actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M34.00S,2023-10-30T01:25:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,21.337056504599218,91.91176470588235,1610612759,18,7,2023-10-30T01:26:03Z,850000,False,-210.0,148.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,25.66,Missed,,,,,,,,,,,,,,,
86,PT05M34.00S,2023-10-30T01:25:58.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,18,7,2023-10-30T01:26:03Z,860000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,85.0,,,,,,,3.0,2.0,1.0,,,,,
87,PT05M29.00S,2023-10-30T01:26:03.1Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,18,7,2023-10-30T01:26:07Z,870000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1626224]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,1.0,Osman,1626224.0,,,,,,,,,,,,,,,,,
88,PT05M29.00S,2023-10-30T01:26:03.1Z,1,REGULAR,steal,,[],1626224,,,1610612759,18,7,2023-10-30T01:26:05Z,880000,False,,,0,,C. Osman STEAL (1 STL),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
89,PT05M20.00S,2023-10-30T01:26:12.1Z,1,REGULAR,turnover,lost ball,[],1628380,,,1610612759,18,7,2023-10-30T01:26:19Z,890000,False,,,0,,Z. Collins lost ball TURNOVER (2 TO),"[1628380, 202331]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left,2.0,George,202331.0,,,,,,,,,,,,,,,,,
90,PT05M20.00S,2023-10-30T01:26:12.1Z,1,REGULAR,steal,,[],202331,,,1610612746,18,7,2023-10-30T01:26:14Z,900000,False,,,0,,P. George STEAL (5 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
91,PT05M16.00S,2023-10-30T01:26:16.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202331,83.31143232588698,97.28094362745098,1610612746,18,7,2023-10-30T01:26:24Z,910000,False,236.0,104.0,1,right,MISS P. George 25' running 3PT,[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,25.84,Missed,,,,,,,,,,,,,,,
92,PT05M09.00S,2023-10-30T01:26:23.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,18,7,2023-10-30T01:26:24Z,920000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,91.0,,,,,,,5.0,3.0,2.0,,,,,
93,PT05M09.00S,2023-10-30T01:26:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,20,7,2023-10-30T01:26:22Z,930000,False,0.0,0.0,1,right,I. Zubac tip Layup (6 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,6.0,,,,,,,,,,,,,
94,PT05M00.00S,2023-10-30T01:26:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,17.394875164257556,62.5,1610612759,20,9,2023-10-30T01:26:47Z,940000,False,-62.0,111.0,1,left,D. Vassell 12' pullup Jump Shot (4 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,12.74,Made,,4.0,,,,,,,,,,,,,
95,PT04M31.00S,2023-10-30T01:27:01.0Z,1,REGULAR,3pt,Jump Shot,[],1630538,63.38699080157687,73.77450980392157,1610612746,20,9,2023-10-30T01:27:06Z,950000,False,119.0,292.0,1,right,MISS B. Hyland 31' 3PT,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,31.5,Missed,,,,,,,,,,,,,,,
96,PT04M27.00S,2023-10-30T01:27:05.3Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,20,9,2023-10-30T01:27:05Z,960000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,95.0,,,,,,,2.0,2.0,0.0,,,,,
97,PT04M21.00S,2023-10-30T01:27:11.3Z,1,REGULAR,3pt,Jump Shot,[],1628380,28.43298291721419,79.16666666666666,1610612759,20,9,2023-10-30T01:27:16Z,970000,False,-146.0,215.0,1,left,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,25.96,Missed,,,,,,,,,,,,,,,
98,PT04M17.00S,2023-10-30T01:27:15.3Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612746,20,9,2023-10-30T01:27:16Z,980000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,97.0,,,,,,,1.0,1.0,0.0,,,,,
99,PT04M09.00S,2023-10-30T01:27:26.1Z,1,REGULAR,foul,personal,[],1629640,,,1610612746,20,9,2023-10-30T01:27:33Z,990000,False,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 203496]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Covington,203496.0
101,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,out,[],203496,,,1610612746,20,9,2023-10-30T01:27:54Z,1010000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,20,9,2023-10-30T01:27:54Z,1020000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,out,[],1629640,,,1610612746,20,9,2023-10-30T01:27:54Z,1030000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,out,[],1631110,,,1610612746,20,9,2023-10-30T01:27:54Z,1040000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,out,[],1628380,,,1610612746,20,9,2023-10-30T01:27:54Z,1050000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,in,[],203486,,,1610612746,20,9,2023-10-30T01:27:54Z,1060000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,20,9,2023-10-30T01:27:54Z,1070000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,in,[],1631103,,,1610612746,20,9,2023-10-30T01:27:54Z,1080000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,in,[],1629646,,,1610612746,20,9,2023-10-30T01:27:54Z,1090000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M09.00S,2023-10-30T01:27:31.7Z,1,REGULAR,substitution,in,[],1630200,,,1610612746,20,9,2023-10-30T01:27:54Z,1100000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M07.00S,2023-10-30T01:28:03.8Z,1,REGULAR,foul,personal,[],1630200,,,1610612746,20,9,2023-10-30T01:28:21Z,1110000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 202695]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Leonard,202695.0
113,PT04M04.00S,2023-10-30T01:28:32.5Z,1,REGULAR,foul,offensive,[],1630538,,,1610612746,20,9,2023-10-30T01:28:42Z,1130000,False,,,0,,B. Hyland offensive FOUL (1 PF),"[1630538, 1626224]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Osman,1626224.0
115,PT04M04.00S,2023-10-30T01:28:32.5Z,1,REGULAR,turnover,offensive foul,[],1630538,,,1610612746,20,9,2023-10-30T01:28:32Z,1150000,False,,,0,,B. Hyland offensive foul TURNOVER (1 TO),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,203593.0,,,,
116,PT03M52.00S,2023-10-30T01:28:58.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626224,6.4881734559789805,58.82352941176471,1610612759,20,9,2023-10-30T01:29:03Z,1160000,False,-44.0,8.0,1,left,MISS C. Osman driving floating Shot,[1626224],1610612759.0,SAS,driving floating,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,4.49,Missed,,,,,,,,,,,,,,,
117,PT03M50.00S,2023-10-30T01:29:00.4Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,20,9,2023-10-30T01:29:03Z,1170000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,116.0,,,,,,,1.0,1.0,0.0,,,,,
118,PT03M44.00S,2023-10-30T01:29:06.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626181,87.69710906701708,52.450980392156865,1610612746,20,9,2023-10-30T01:29:16Z,1180000,False,12.0,63.0,1,right,MISS N. Powell 6' driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,6.43,Missed,,,,,,,,,,,,,,,
119,PT03M42.00S,2023-10-30T01:29:08.4Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,20,9,2023-10-30T01:29:16Z,1190000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,118.0,,,,,,,1.0,1.0,0.0,,,,,
120,PT03M37.00S,2023-10-30T01:29:15.3Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,20,9,2023-10-30T01:31:36Z,1200000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,,,,,,,203054.0,,,,
122,PT03M18.00S,2023-10-30T01:29:45.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612746,20,9,2023-10-30T01:29:49Z,1220000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M18.00S,2023-10-30T01:29:45.3Z,1,REGULAR,substitution,in,[],1641705,,,1610612746,20,9,2023-10-30T01:29:49Z,1230000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M15.00S,2023-10-30T01:30:09.2Z,1,REGULAR,turnover,bad pass,[],202695,,,1610612746,20,9,2023-10-30T01:30:13Z,1240000,False,,,0,,K. Leonard bad pass TURNOVER (2 TO),"[202695, 1641705]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,2.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,
125,PT03M15.00S,2023-10-30T01:30:09.2Z,1,REGULAR,steal,,[],1641705,,,1610612759,20,9,2023-10-30T01:30:10Z,1250000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
126,PT03M12.00S,2023-10-30T01:30:12.9Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,20,9,2023-10-30T01:30:17Z,1260000,False,,,0,,V. Wembanyama lost ball TURNOVER (3 TO),"[1641705, 1626181]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,3.0,Powell,1626181.0,,,,,,,,,,,,,,,,,
127,PT03M12.00S,2023-10-30T01:30:12.9Z,1,REGULAR,steal,,[],1626181,,,1610612746,20,9,2023-10-30T01:30:14Z,1270000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
128,PT03M08.00S,2023-10-30T01:30:16.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630538,90.8508541392904,95.83333333333333,1610612746,23,9,2023-10-30T01:30:25Z,1280000,False,229.0,34.0,1,right,B. Hyland 3PT running (3 PTS) (K. Leonard 1 AST),"[1630538, 202695]",1610612746.0,LAC,running,,,Hyland,B. Hyland,,,,,Right Corner 3,24+ Right,,,,23.16,Made,,3.0,K. Leonard,202695.0,1.0,,,,,,,,,,
130,PT02M52.00S,2023-10-30T01:30:32.3Z,1,REGULAR,3pt,Jump Shot,[],1626224,7.670827858081481,95.34313725490196,1610612759,23,12,2023-10-30T01:30:36Z,1300000,False,-227.0,20.0,1,left,C. Osman 3PT  (3 PTS) (T. Jones 1 AST),"[1626224, 1630200]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,,,,22.75,Made,,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,
132,PT02M33.00S,2023-10-30T01:30:51.3Z,1,REGULAR,turnover,bad pass,[],202695,,,1610612746,23,12,2023-10-30T01:30:55Z,1320000,False,,,0,,K. Leonard bad pass TURNOVER (3 TO),"[202695, 1631103]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,3.0,Branham,1631103.0,,,,,,,,,,,,,,,,,
133,PT02M33.00S,2023-10-30T01:30:51.3Z,1,REGULAR,steal,,[],1631103,,,1610612759,23,12,2023-10-30T01:30:52Z,1330000,False,,,0,,M. Branham STEAL (1 STL),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
134,PT02M29.00S,2023-10-30T01:30:55.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626224,25.147831800262807,87.25490196078431,1610612759,23,15,2023-10-30T01:31:02Z,1340000,False,-186.0,184.0,1,left,C. Osman 26' 3PT running pullup (6 PTS) (M. Branham 1 AST),"[1626224, 1631103]",1610612759.0,SAS,running pullup,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,26.18,Made,,6.0,M. Branham,1631103.0,1.0,,,,,,,,,,
136,PT02M27.00S,2023-10-30T01:31:03.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612746,23,15,2023-10-30T01:31:03Z,1360000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M27.00S,2023-10-30T01:32:13.6Z,1,REGULAR,substitution,out,[],202695,,,1610612746,23,15,2023-10-30T01:32:41Z,1370000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M27.00S,2023-10-30T01:32:13.6Z,1,REGULAR,substitution,out,[],202331,,,1610612746,23,15,2023-10-30T01:32:41Z,1380000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M27.00S,2023-10-30T01:32:13.6Z,1,REGULAR,substitution,in,[],1630231,,,1610612746,23,15,2023-10-30T01:32:41Z,1390000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612746.0,LAC,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M27.00S,2023-10-30T01:32:13.6Z,1,REGULAR,substitution,in,[],201587,,,1610612746,23,15,2023-10-30T01:32:41Z,1400000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M09.00S,2023-10-30T01:32:57.7Z,1,REGULAR,3pt,Jump Shot,[],1626181,71.53416557161628,19.362745098039213,1610612746,23,15,2023-10-30T01:33:03Z,1410000,False,-153.0,215.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,26.41,Missed,,,,,,,,,,,,,,,
142,PT02M05.00S,2023-10-30T01:33:01.7Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,23,15,2023-10-30T01:33:03Z,1420000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Left Center,,,,,,141.0,,,,,,,1.0,1.0,0.0,,,,,
143,PT01M53.00S,2023-10-30T01:33:12.9Z,1,REGULAR,3pt,Jump Shot,[],1631103,30.009855453350852,78.67647058823529,1610612759,23,15,2023-10-30T01:33:19Z,1430000,False,-143.0,230.0,1,left,MISS M. Branham 27' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,27.07,Missed,,,,,,,,,,,,,,,
144,PT01M49.00S,2023-10-30T01:33:16.9Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612746,23,15,2023-10-30T01:33:19Z,1440000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612746.0,LAC,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,143.0,,,,,,,1.0,1.0,0.0,,,,,
145,PT01M35.00S,2023-10-30T01:33:36.4Z,1,REGULAR,violation,kicked ball,[],1641705,,,1610612746,23,15,2023-10-30T01:33:40Z,1450000,False,,,0,,V. Wembanyama kicked ball VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,203054.0,,,,
146,PT01M27.00S,2023-10-30T01:33:52.7Z,1,REGULAR,3pt,Jump Shot,[],1630538,67.19776609724047,77.69607843137254,1610612746,23,15,2023-10-30T01:34:03Z,1460000,False,138.0,256.0,1,right,MISS B. Hyland 29' 3PT,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,29.09,Missed,,,,,,,,,,,,,,,
147,PT01M25.00S,2023-10-30T01:33:54.7Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,23,15,2023-10-30T01:34:03Z,1470000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,146.0,,,,,,,2.0,2.0,0.0,,,,,
148,PT01M24.00S,2023-10-30T01:34:00.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631103,9.329829172141928,40.908394607843135,1610612759,23,15,2023-10-30T01:35:28Z,1480000,False,45.0,35.0,1,left,MISS M. Branham running Layup - blocked,"[1631103, 1626181]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,5.75,Missed,,,,,,Powell,1626181.0,,,,,,,,
149,PT01M24.00S,2023-10-30T01:34:00.5Z,1,REGULAR,block,,[],1626181,,,1610612759,23,15,2023-10-30T01:34:02Z,1490000,False,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT01M24.00S,2023-10-30T01:34:00.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,23,15,2023-10-30T01:34:08Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,148.0,,,,,,,,,,,,,,
152,PT01M22.00S,2023-10-30T01:34:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,10.82457293035479,45.34313725490197,1610612759,23,15,2023-10-30T01:34:37Z,1520000,False,23.0,49.0,1,left,MISS V. Wembanyama alley-oop Layup,[1641705],1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,5.45,Missed,,,,,,,,,,,,,,,
153,PT01M20.00S,2023-10-30T01:34:17.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,23,15,2023-10-30T01:34:37Z,1530000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,152.0,,,,,,,1.0,1.0,0.0,,,,,
154,PT01M17.00S,2023-10-30T01:34:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630538,91.11366622864652,40.68627450980392,1610612746,23,15,2023-10-30T01:36:08Z,1540000,False,-47.0,31.0,1,right,MISS B. Hyland running Layup - blocked,"[1630538, 1626224]",1610612746.0,LAC,running,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,5.6,Missed,,,,,,Osman,1626224.0,,,,,,,,
155,PT01M17.00S,2023-10-30T01:34:21.7Z,1,REGULAR,block,,[],1626224,,,1610612746,23,15,2023-10-30T01:34:24Z,1550000,False,,,0,,C. Osman BLOCK (1 BLK),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT01M17.00S,2023-10-30T01:34:21.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,23,15,2023-10-30T01:34:41Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,154.0,,,,,,,,,,,,,,
158,PT01M12.00S,2023-10-30T01:34:48.0Z,1,REGULAR,turnover,out-of-bounds,[],1630538,,,1610612746,23,15,2023-10-30T01:35:11Z,1580000,False,,,0,,B. Hyland bad pass out-of-bounds TURNOVER (2 TO),[1630538],1610612746.0,LAC,bad pass,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,2.0,,,,,,,,,,,,,,,2534.0,,,,
159,PT01M02.00S,2023-10-30T01:35:06.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631103,7.408015768725363,42.64705882352941,1610612759,23,15,2023-10-30T01:36:29Z,1590000,False,37.0,17.0,1,left,MISS M. Branham driving Layup,[1631103],1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,4.06,Missed,,,,,,,,,,,,,,,
160,PT01M00.00S,2023-10-30T01:35:08.1Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,23,15,2023-10-30T01:35:08Z,1600000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,159.0,,,,,,,1.0,1.0,0.0,,,,,
161,PT00M57.90S,2023-10-30T01:35:12.0Z,1,REGULAR,turnover,out-of-bounds,[],1630538,,,1610612746,23,15,2023-10-30T01:36:14Z,1610000,False,,,0,,B. Hyland bad pass out-of-bounds TURNOVER (3 TO),[1630538],1610612746.0,LAC,bad pass,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Center,3.0,,,,,,,,,,,,,,,2534.0,,,,
162,PT00M57.90S,2023-10-30T01:35:16.5Z,1,REGULAR,substitution,out,[],1630538,,,1610612759,23,15,2023-10-30T01:35:21Z,1620000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M57.90S,2023-10-30T01:35:16.5Z,1,REGULAR,substitution,in,[],201566,,,1610612759,23,15,2023-10-30T01:35:21Z,1630000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M46.60S,2023-10-30T01:35:38.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630200,12.927069645203687,57.59803921568628,1610612759,23,15,2023-10-30T01:37:06Z,1640000,False,-38.0,69.0,1,left,MISS T. Jones 7' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,7.88,Missed,,,,,,,,,,,,,,,
165,PT00M44.90S,2023-10-30T01:35:39.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,23,15,2023-10-30T01:35:44Z,1650000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,164.0,,,,,,,3.0,3.0,0.0,,,,,
