actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
354,PT07M34.00S,2024-03-26T03:58:17.9Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,71,80,2024-03-26T03:58:18Z,3470000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,,,,,,,,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
355,PT07M34.00S,2024-03-26T03:58:17.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,71,80,2024-03-26T03:58:18Z,3480000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,,,,
356,PT07M34.00S,2024-03-26T03:58:17.9Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,71,80,2024-03-26T03:58:40Z,3490000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,,,,,,,,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
357,PT07M31.00S,2024-03-26T03:58:20.9Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,71,80,2024-03-26T03:58:40Z,3500000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,,,,,,,,,,Harden,J. Harden,,,,356.0,2.0,2.0,0.0,,,,,,,,,
358,PT07M28.00S,2024-03-26T03:58:41.3Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612746,71,80,2024-03-26T03:58:46Z,3510000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1630169]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,,Harden,J. Harden,,,,,,,,,,,,1.0,Haliburton,1630169.0,,
359,PT07M28.00S,2024-03-26T03:58:41.3Z,3,REGULAR,steal,,[],1630169,,,1610612754,71,80,2024-03-26T03:58:42Z,3520000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
360,PT07M24.00S,2024-03-26T03:58:44.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,32.90078843626807,64.70588235294117,1610612754,71,80,2024-03-26T03:58:54Z,3530000,False,-74.0,257.0,1,left,MISS T. Haliburton 26' running 3PT,[1630169],1610612754.0,IND,running,,,,,,Above the Break 3,24+ Center,,26.71,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
361,PT07M22.00S,2024-03-26T03:58:47.1Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612746,71,80,2024-03-26T03:58:47Z,3540000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,,Powell,N. Powell,,,,360.0,2.0,2.0,0.0,,,,,,,,,
362,PT07M16.00S,2024-03-26T03:58:52.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,80.86399474375821,63.48039215686275,1610612746,73,80,2024-03-26T04:02:57Z,3550000,False,67.0,127.0,1,right,N. Powell 14' step back Jump Shot (12 PTS),[1626181],1610612746.0,LAC,step back,,,,,,In The Paint (Non-RA),8-16 Center,,14.41,Made,12.0,Powell,N. Powell,,,,,,,,,,,,,,,,
363,PT07M02.00S,2024-03-26T03:59:13.1Z,3,REGULAR,foul,personal,[],201935,,,1610612754,73,80,2024-03-26T03:59:19Z,3560000,False,,,0,,J. Harden personal FOUL (2 PF),"[201935, 1630169]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,1148.0,,,,Harden,J. Harden,,,,,,,,2.0,0.0,Haliburton,1630169.0,,,,,
365,PT07M02.00S,2024-03-26T03:59:19.5Z,3,REGULAR,substitution,out,[],201935,,,1610612754,73,80,2024-03-26T03:59:22Z,3580000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,
366,PT07M02.00S,2024-03-26T03:59:19.5Z,3,REGULAR,substitution,in,[],1629599,,,1610612754,73,80,2024-03-26T03:59:22Z,3590000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,
367,PT06M55.00S,2024-03-26T03:59:35.1Z,3,REGULAR,turnover,lost ball,[],1627783,,,1610612754,73,80,2024-03-26T03:59:41Z,3600000,False,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 202331]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,Siakam,P. Siakam,,,,,,,,,,,,2.0,George,202331.0,,
368,PT06M55.00S,2024-03-26T03:59:35.1Z,3,REGULAR,steal,,[],202331,,,1610612746,73,80,2024-03-26T03:59:38Z,3610000,False,,,0,,P. George STEAL (2 STL),[202331],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,George,P. George,,,,,,,,,,,,,,,,
369,PT06M50.00S,2024-03-26T03:59:40.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,94.26741130091985,49.01960784313726,1610612746,75,80,2024-03-26T03:59:46Z,3620000,False,-5.0,1.0,1,right,R. Westbrook running Layup (8 PTS) (P. George 2 AST),"[201566, 202331]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,,0.51,Made,8.0,Westbrook,R. Westbrook,P. George,202331.0,2.0,,,,,,,,,,,,,
370,PT06M50.00S,2024-03-26T03:59:45.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,75,80,2024-03-26T03:59:45Z,3630000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M50.00S,2024-03-26T04:02:11.8Z,3,REGULAR,substitution,out,[],1629614,,,1610612754,75,80,2024-03-26T04:02:36Z,3640000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,
372,PT06M50.00S,2024-03-26T04:02:11.8Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,75,80,2024-03-26T04:02:36Z,3650000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
373,PT06M50.00S,2024-03-26T04:02:11.8Z,3,REGULAR,substitution,in,[],204456,,,1610612754,75,80,2024-03-26T04:02:36Z,3660000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,
374,PT06M50.00S,2024-03-26T04:02:11.8Z,3,REGULAR,substitution,in,[],1641767,,,1610612754,75,80,2024-03-26T04:02:36Z,3670000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,,,,,,,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,
375,PT06M24.00S,2024-03-26T04:02:59.6Z,3,REGULAR,3pt,Jump Shot,[],1630167,14.109724047306173,95.58823529411765,1610612754,75,83,2024-03-26T04:03:03Z,3680000,False,-228.0,80.0,1,left,O. Toppin 24' 3PT  (5 PTS) (T. McConnell 2 AST),"[1630167, 204456]",1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,,24.16,Made,5.0,Toppin,O. Toppin,T. McConnell,204456.0,2.0,,,,,,,,,,,,,
377,PT06M09.00S,2024-03-26T04:03:15.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,86.25164257555848,57.1078431372549,1610612746,75,83,2024-03-26T04:03:20Z,3700000,False,36.0,77.0,1,right,MISS K. Leonard 8' turnaround Shot,[202695],1610612746.0,LAC,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,,8.45,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
378,PT06M07.00S,2024-03-26T04:03:17.1Z,3,REGULAR,rebound,offensive,[],202695,,,1610612746,75,83,2024-03-26T04:03:17Z,3710000,False,,,0,,K. Leonard REBOUND (Off:1 Def:0),[202695],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,Leonard,K. Leonard,,,,377.0,1.0,0.0,1.0,,,,,,,,,
379,PT06M05.00S,2024-03-26T04:03:18.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202695,89.01116951379764,55.3921568627451,1610612746,75,83,2024-03-26T04:03:24Z,3720000,False,27.0,51.0,1,right,MISS K. Leonard Hook,[202695],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,5.75,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
380,PT06M04.00S,2024-03-26T04:03:19.9Z,3,REGULAR,rebound,offensive,[],202695,,,1610612746,75,83,2024-03-26T04:03:24Z,3730000,False,,,0,,K. Leonard REBOUND (Off:2 Def:0),[202695],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Leonard,K. Leonard,,,,379.0,2.0,0.0,2.0,,,,,,,,,
381,PT05M58.00S,2024-03-26T04:03:26.1Z,3,REGULAR,turnover,bad pass,[],202695,,,1610612746,75,83,2024-03-26T04:03:29Z,3740000,False,,,0,,K. Leonard bad pass TURNOVER (2 TO),"[202695, 1630167]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Leonard,K. Leonard,,,,,,,,,,,,2.0,Toppin,1630167.0,,
382,PT05M58.00S,2024-03-26T04:03:26.1Z,3,REGULAR,steal,,[],1630167,,,1610612754,75,83,2024-03-26T04:03:28Z,3750000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
383,PT05M53.00S,2024-03-26T04:03:33.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641767,8.722076215505908,96.07843137254902,1610612754,75,83,2024-03-26T04:03:40Z,3760000,False,-230.0,29.0,1,left,MISS B. Sheppard running 3PT,[1641767],1610612754.0,IND,running,,,,,,Left Corner 3,24+ Left,,23.23,Missed,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,
384,PT05M53.00S,2024-03-26T04:03:36.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,75,83,2024-03-26T04:03:36Z,3770000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,383.0,,,,,,,,,,,,
386,PT05M42.00S,2024-03-26T04:03:49.1Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612746,75,83,2024-03-26T04:03:53Z,3790000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1641767]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,1.0,Sheppard,1641767.0,,
387,PT05M42.00S,2024-03-26T04:03:49.1Z,3,REGULAR,steal,,[],1641767,,,1610612754,75,83,2024-03-26T04:03:51Z,3800000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,
388,PT05M28.00S,2024-03-26T04:04:07.2Z,3,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,75,83,2024-03-26T04:04:12Z,3810000,False,,,0,,T. Haliburton step out-of-bounds TURNOVER (3 TO),[1630169],1610612754.0,IND,step,,,,,,Above the Break 3,24+ Right Center,202037.0,,,,Haliburton,T. Haliburton,,,,,,,,,,,,3.0,,,,
389,PT05M18.00S,2024-03-26T04:04:33.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201566,92.16491458607096,50.245098039215684,1610612746,77,83,2024-03-26T04:04:40Z,3820000,False,1.0,21.0,1,right,R. Westbrook cutting DUNK (10 PTS) (P. George 3 AST),"[201566, 202331]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,,2.11,Made,10.0,Westbrook,R. Westbrook,P. George,202331.0,3.0,,,,,,,,,,,,,
391,PT05M16.00S,2024-03-26T04:04:38.4Z,3,REGULAR,foul,technical,['1freethrow'],201566,,,1610612754,77,83,2024-03-26T04:10:23Z,3840000,False,,,0,,R. Westbrook technical FOUL (1 Tech),[201566],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,202037.0,,,,Westbrook,R. Westbrook,,,,,,,,1.0,1.0,,,,,,,
392,PT05M16.00S,2024-03-26T04:04:57.8Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,77,84,2024-03-26T04:04:57Z,3850000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (16 PTS),[1630169],1610612754.0,IND,technical,,,,,,,,,,Made,16.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
393,PT05M16.00S,2024-03-26T04:05:05.9Z,3,REGULAR,substitution,out,[],1641716,,,1610612754,77,84,2024-03-26T04:05:14Z,3860000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,
394,PT05M16.00S,2024-03-26T04:05:05.9Z,3,REGULAR,substitution,in,[],1626167,,,1610612754,77,84,2024-03-26T04:05:14Z,3870000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,
395,PT05M09.00S,2024-03-26T04:05:27.1Z,3,REGULAR,2pt,Jump Shot,[],1630169,11.875821287779246,30.882352941176478,1610612754,77,84,2024-03-26T04:05:32Z,3880000,False,96.0,59.0,1,left,MISS T. Haliburton 11' pullup Shot,[1630169],1610612754.0,IND,pullup,,,,,,Mid-Range,8-16 Right,,11.24,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
396,PT05M06.00S,2024-03-26T04:05:30.1Z,3,REGULAR,rebound,defensive,[],201566,,,1610612746,77,84,2024-03-26T04:05:32Z,3890000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,,Westbrook,R. Westbrook,,,,395.0,1.0,1.0,0.0,,,,,,,,,
398,PT04M52.00S,2024-03-26T04:05:57.9Z,3,REGULAR,turnover,bad pass,[],1626181,,,1610612746,77,84,2024-03-26T04:06:01Z,3910000,False,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 1630169]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,,Powell,N. Powell,,,,,,,,,,,,1.0,Haliburton,1630169.0,,
399,PT04M52.00S,2024-03-26T04:05:57.9Z,3,REGULAR,steal,,[],1630169,,,1610612754,77,84,2024-03-26T04:05:59Z,3920000,False,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,,,,Mid-Range,8-16 Left,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
400,PT04M47.00S,2024-03-26T04:06:06.2Z,3,REGULAR,foul,personal,[],1626181,,,1610612754,77,84,2024-03-26T04:06:13Z,3930000,False,,,0,,N. Powell personal FOUL (2 PF),"[1626181, 1626167]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,Powell,N. Powell,,,,,,,,2.0,0.0,Turner,1626167.0,,,,,
402,PT04M31.00S,2024-03-26T04:06:42.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630169,7.408015768725363,47.549019607843135,1610612754,77,84,2024-03-26T04:06:45Z,3950000,False,12.0,17.0,1,left,MISS T. Haliburton driving Layup,[1630169],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,2.11,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
403,PT04M29.00S,2024-03-26T04:06:44.1Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,77,84,2024-03-26T04:06:45Z,3960000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,George,P. George,,,,402.0,1.0,1.0,0.0,,,,,,,,,
404,PT04M17.00S,2024-03-26T04:06:56.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,80.07555847568989,52.450980392156865,1610612746,79,84,2024-03-26T04:07:02Z,3970000,False,12.0,135.0,1,right,P. George 13' pullup Jump Shot (15 PTS),[202331],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,13.54,Made,15.0,George,P. George,,,,,,,,,,,,,,,,
406,PT04M03.00S,2024-03-26T04:07:13.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612754,79,84,2024-03-26T04:07:23Z,3990000,False,,,0,,A. Coffey personal FOUL (1 PF) (Sheppard 2 FT),"[1629599, 1641767]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,202037.0,,,,Coffey,A. Coffey,,,,,,,,1.0,0.0,Sheppard,1641767.0,,,,,
408,PT04M03.00S,2024-03-26T04:07:38.6Z,3,REGULAR,freethrow,1 of 2,[],1641767,,,1610612754,79,85,2024-03-26T04:07:38Z,4010000,False,,,0,,B. Sheppard Free Throw 1 of 2 (1 PTS),[1641767],1610612754.0,IND,,,,,,,,,,,Made,1.0,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,
409,PT04M03.00S,2024-03-26T04:07:49.9Z,3,REGULAR,freethrow,2 of 2,[],1641767,,,1610612754,79,86,2024-03-26T04:07:49Z,4020000,False,,,0,,B. Sheppard Free Throw 2 of 2 (2 PTS),[1641767],1610612754.0,IND,,,,,,,,,,,Made,2.0,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,
410,PT03M44.00S,2024-03-26T04:08:09.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,90.19382391590013,44.85294117647059,1610612746,79,86,2024-03-26T04:08:14Z,4030000,False,-26.0,40.0,1,right,MISS N. Powell driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,4.73,Missed,,Powell,N. Powell,,,,,,,,,,,,,,,,
411,PT03M41.00S,2024-03-26T04:08:12.9Z,3,REGULAR,rebound,offensive,[],201566,,,1610612746,79,86,2024-03-26T04:08:14Z,4040000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Westbrook,R. Westbrook,,,,410.0,2.0,1.0,1.0,,,,,,,,,
412,PT03M41.00S,2024-03-26T04:08:13.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201566,94.40999984741211,50.0,1610612746,81,86,2024-03-26T04:08:17Z,4050000,False,0.0,0.0,1,right,R. Westbrook tip Layup (12 PTS),[201566],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,,0.0,Made,12.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
415,PT03M23.00S,2024-03-26T04:08:48.4Z,3,REGULAR,substitution,out,[],202331,,,1610612754,81,86,2024-03-26T04:08:51Z,4080000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,
416,PT03M23.00S,2024-03-26T04:08:48.4Z,3,REGULAR,substitution,in,[],200782,,,1610612754,81,86,2024-03-26T04:08:51Z,4090000,False,,,0,,SUB in: P. Tucker,[200782],1610612746.0,LAC,,,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,
417,PT03M23.00S,2024-03-26T04:08:56.2Z,3,REGULAR,foul,offensive,[],1626167,,,1610612754,81,86,2024-03-26T04:09:07Z,4100000,False,,,0,,M. Turner offensive FOUL (3 PF),"[1626167, 1626181]",1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,201246.0,,,,Turner,M. Turner,,,,,,,,3.0,0.0,Powell,1626181.0,,,,,
419,PT03M23.00S,2024-03-26T04:08:56.2Z,3,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,81,86,2024-03-26T04:08:56Z,4120000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,201246.0,,,,Turner,M. Turner,,,,,,,,,,,,1.0,,,,
420,PT03M10.00S,2024-03-26T04:09:20.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202695,90.06241787122208,52.94117647058824,1610612746,83,86,2024-03-26T04:09:24Z,4130000,False,15.0,41.0,1,right,K. Leonard Layup (22 PTS) (R. Westbrook 5 AST),"[202695, 201566]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,4.35,Made,22.0,Leonard,K. Leonard,R. Westbrook,201566.0,5.0,,,,,,,,,,,,,
422,PT02M58.00S,2024-03-26T04:09:33.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612754,83,86,2024-03-26T04:09:56Z,4150000,False,,,0,,P. Tucker shooting personal FOUL (3 PF) (Turner 2 FT),"[200782, 1626167]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,Tucker,P. Tucker,,,,,,,,3.0,0.0,Turner,1626167.0,,,,,
424,PT02M58.00S,2024-03-26T04:09:54.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,83,86,2024-03-26T04:09:54Z,4170000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M58.00S,2024-03-26T04:12:02.5Z,3,REGULAR,substitution,out,[],1630169,,,1610612754,83,86,2024-03-26T04:12:33Z,4180000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
427,PT02M58.00S,2024-03-26T04:12:02.5Z,3,REGULAR,substitution,in,[],1627783,,,1610612754,83,86,2024-03-26T04:12:33Z,4190000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
428,PT02M58.00S,2024-03-26T04:12:39.8Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,83,87,2024-03-26T04:12:39Z,4200000,False,,,0,,M. Turner Free Throw 1 of 2 (22 PTS),[1626167],1610612754.0,IND,,,,,,,,,,,Made,22.0,Turner,M. Turner,,,,,,,,,,,,,,,,
429,PT02M58.00S,2024-03-26T04:12:39.8Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,83,87,2024-03-26T04:13:01Z,4210000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,,,,,,,,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,
430,PT02M55.00S,2024-03-26T04:12:42.8Z,3,REGULAR,rebound,defensive,[],201566,,,1610612746,83,87,2024-03-26T04:13:01Z,4220000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612746.0,LAC,,,,,,,,,,,,,Westbrook,R. Westbrook,,,,429.0,3.0,2.0,1.0,,,,,,,,,
431,PT02M53.00S,2024-03-26T04:13:05.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612746,83,87,2024-03-26T04:13:15Z,4230000,False,,,0,,M. Turner shooting personal FOUL (4 PF) (Westbrook 2 FT),"[1626167, 201566]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,Turner,M. Turner,,,,,,,,4.0,0.0,Westbrook,201566.0,,,,,
433,PT02M53.00S,2024-03-26T04:13:28.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201566,,,1610612746,84,87,2024-03-26T04:13:28Z,4250000,False,,,0,,R. Westbrook Free Throw 1 of 2 (13 PTS),[201566],1610612746.0,LAC,,,,,,,,,,,Made,13.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
434,PT02M53.00S,2024-03-26T04:13:37.1Z,3,REGULAR,substitution,out,[],1626167,,,1610612746,84,87,2024-03-26T04:13:43Z,4260000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,
435,PT02M53.00S,2024-03-26T04:13:37.1Z,3,REGULAR,substitution,in,[],1630188,,,1610612746,84,87,2024-03-26T04:13:43Z,4270000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,
436,PT02M53.00S,2024-03-26T04:13:28.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201566,,,1610612746,84,87,2024-03-26T04:14:13Z,4280000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612746.0,LAC,,,,,,,,,,,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
437,PT02M50.00S,2024-03-26T04:13:31.6Z,3,REGULAR,rebound,defensive,[],1641767,,,1610612754,84,87,2024-03-26T04:14:13Z,4290000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:2),[1641767],1610612754.0,IND,,,,,,,,,,,,,Sheppard,B. Sheppard,,,,436.0,2.0,2.0,0.0,,,,,,,,,
438,PT02M37.00S,2024-03-26T04:14:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.933639947437584,50.245098039215684,1610612754,84,87,2024-03-26T04:14:19Z,4300000,False,-1.0,22.0,1,left,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,2.21,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,
440,PT02M32.00S,2024-03-26T04:14:16.9Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612754,84,87,2024-03-26T04:14:19Z,4320000,False,,,0,,O. Toppin REBOUND (Off:2 Def:1),[1630167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,Toppin,O. Toppin,,,,438.0,3.0,1.0,2.0,,,,,,,,,
441,PT02M32.00S,2024-03-26T04:14:18.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630167,5.590000152587891,50.0,1610612754,84,89,2024-03-26T04:14:21Z,4330000,False,0.0,0.0,1,left,O. Toppin tip DUNK (7 PTS),[1630167],1610612754.0,IND,tip,,,,,,Restricted Area,0-8 Center,,0.0,Made,7.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,
442,PT02M25.00S,2024-03-26T04:14:24.8Z,3,REGULAR,turnover,lost ball,[],202695,,,1610612746,84,89,2024-03-26T04:14:30Z,4340000,False,,,0,,K. Leonard lost ball TURNOVER (3 TO),"[202695, 1641767]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,,,Leonard,K. Leonard,,,,,,,,,,,,3.0,Sheppard,1641767.0,,
