actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
93,PT04M08.00S,2024-03-26T02:59:56.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,23,17,2024-03-26T03:00:10Z,910000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,
94,PT04M08.00S,2024-03-26T02:59:56.7Z,1,REGULAR,substitution,in,[],200782,,,1610612754,23,17,2024-03-26T03:00:10Z,920000,False,,,0,,SUB in: P. Tucker,[200782],1610612746.0,LAC,,,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,
95,PT04M08.00S,2024-03-26T02:59:56.7Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,23,17,2024-03-26T03:00:10Z,930000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,
96,PT03M52.00S,2024-03-26T03:00:37.4Z,1,REGULAR,2pt,Jump Shot,[],1630188,78.10446780551905,70.58823529411765,1610612754,23,17,2024-03-26T03:00:41Z,940000,False,103.0,153.0,1,right,MISS J. Smith 18' Jump Shot,[1630188],1610612754.0,IND,,,,,,,Mid-Range,16-24 Right Center,,18.46,Missed,,Smith,J. Smith,,,,,,,,,,,,,,,,
97,PT03M50.00S,2024-03-26T03:00:39.4Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,23,17,2024-03-26T03:00:41Z,950000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,,,Coffey,A. Coffey,,,,96.0,1.0,1.0,0.0,,,,,,,,,
98,PT03M42.00S,2024-03-26T03:00:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,16.606438896189218,39.21568627450981,1610612746,25,17,2024-03-26T03:01:17Z,960000,False,54.0,104.0,1,left,K. Leonard 11' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,11.68,Made,2.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
99,PT03M26.00S,2024-03-26T03:01:05.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,72.32260183968462,22.058823529411768,1610612754,25,20,2024-03-26T03:01:35Z,970000,False,-140.0,208.0,1,right,T. Haliburton 25' 3PT pullup (6 PTS),[1630169],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Left Center,,25.03,Made,6.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
100,PT03M00.00S,2024-03-26T03:01:33.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612746,25,20,2024-03-26T03:01:43Z,980000,False,,,0,,D. McDermott personal FOUL (1 PF) (Powell 2 FT),"[203926, 1626181]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,201246.0,,,,McDermott,D. McDermott,,,,,,,,1.0,0.0,Powell,1626181.0,,,,,
102,PT03M00.00S,2024-03-26T03:02:02.4Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,26,20,2024-03-26T03:02:02Z,1000000,False,,,0,,N. Powell Free Throw 1 of 2 (7 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,,Made,7.0,Powell,N. Powell,,,,,,,,,,,,,,,,
103,PT03M00.00S,2024-03-26T03:02:16.7Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,27,20,2024-03-26T03:02:16Z,1010000,False,,,0,,N. Powell Free Throw 2 of 2 (8 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,,Made,8.0,Powell,N. Powell,,,,,,,,,,,,,,,,
104,PT02M48.00S,2024-03-26T03:02:33.0Z,1,REGULAR,violation,kicked ball,[],200782,,,1610612754,27,20,2024-03-26T03:02:40Z,1020000,False,,,0,,P. Tucker kicked ball VIOLATION,[200782],1610612746.0,LAC,,,,,,,,,202037.0,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,
105,PT02M48.00S,2024-03-26T03:02:46.4Z,1,REGULAR,substitution,out,[],1629599,,,1610612754,27,20,2024-03-26T03:02:50Z,1030000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,
106,PT02M48.00S,2024-03-26T03:02:46.4Z,1,REGULAR,substitution,in,[],1629611,,,1610612754,27,20,2024-03-26T03:02:50Z,1040000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,
108,PT02M38.00S,2024-03-26T03:03:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.34756898817345,52.205882352941174,1610612754,27,22,2024-03-26T03:03:50Z,1060000,False,11.0,10.0,1,right,T. McConnell driving Layup (2 PTS),[204456],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,1.49,Made,2.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,
109,PT02M29.00S,2024-03-26T03:03:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.802233902759525,45.09803921568627,1610612746,27,22,2024-03-26T03:05:15Z,1070000,False,25.0,21.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,3.21,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
110,PT02M27.00S,2024-03-26T03:03:22.2Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,27,22,2024-03-26T03:03:23Z,1080000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,Smith,J. Smith,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT02M20.00S,2024-03-26T03:03:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.2161629434954,45.34313725490197,1610612754,27,24,2024-03-26T03:03:34Z,1090000,False,-23.0,11.0,1,right,T. McConnell driving reverse Layup (4 PTS) (T. Haliburton 3 AST),"[204456, 1630169]",1610612754.0,IND,driving reverse,,,,,,Restricted Area,0-8 Center,,2.59,Made,4.0,McConnell,T. McConnell,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,
113,PT02M06.00S,2024-03-26T03:03:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,10.167542706964511,48.0392156862745,1610612746,29,24,2024-03-26T03:04:55Z,1110000,False,10.0,43.0,1,left,K. Leonard driving Layup (4 PTS) (R. Westbrook 2 AST),"[202695, 201566]",1610612746.0,LAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,,4.42,Made,4.0,Leonard,K. Leonard,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,
115,PT01M42.00S,2024-03-26T03:04:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,89.27398160315374,55.14705882352941,1610612754,29,26,2024-03-26T03:05:58Z,1130000,False,26.0,48.0,1,right,T. McConnell turnaround fadeaway Jump Shot (6 PTS),[204456],1610612754.0,IND,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,5.47,Made,6.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,
116,PT01M27.00S,2024-03-26T03:04:21.1Z,1,REGULAR,3pt,Jump Shot,[],202695,33.163600525624176,31.617647058823522,1610612746,32,26,2024-03-26T03:04:26Z,1140000,False,92.0,259.0,1,left,K. Leonard 27' 3PT step back (7 PTS) (R. Westbrook 3 AST),"[202695, 201566]",1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,,27.5,Made,7.0,Leonard,K. Leonard,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,
117,PT01M16.00S,2024-03-26T03:04:32.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,92.55913272010513,52.69607843137255,1610612754,32,28,2024-03-26T03:04:40Z,1150000,False,13.0,17.0,1,right,O. Toppin DUNK (2 PTS) (J. Smith 1 AST),"[1630167, 1630188]",1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,2.2,Made,2.0,Toppin,O. Toppin,J. Smith,1630188.0,1.0,,,,,,,,,,,,,
119,PT01M02.00S,2024-03-26T03:04:46.5Z,1,REGULAR,3pt,Jump Shot,[],1626181,32.37516425755584,38.48039215686274,1610612746,32,28,2024-03-26T03:04:51Z,1170000,False,58.0,252.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,25.83,Missed,,Powell,N. Powell,,,,,,,,,,,,,,,,
120,PT01M00.00S,2024-03-26T03:04:48.5Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,32,28,2024-03-26T03:04:51Z,1180000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,,Smith,J. Smith,,,,119.0,2.0,2.0,0.0,,,,,,,,,
121,PT00M52.10S,2024-03-26T03:04:58.0Z,1,REGULAR,turnover,lost ball,[],204456,,,1610612754,32,28,2024-03-26T03:05:29Z,1190000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 200782]",1610612754.0,IND,,,,,,,Mid-Range,8-16 Left,,,,,McConnell,T. McConnell,,,,,,,,,,,,1.0,Tucker,200782.0,,
122,PT00M52.10S,2024-03-26T03:04:58.0Z,1,REGULAR,steal,,[],200782,,,1610612746,32,28,2024-03-26T03:06:10Z,1200000,False,,,0,,P. Tucker STEAL (1 STL),[200782],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,
123,PT00M47.50S,2024-03-26T03:05:03.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612746,32,28,2024-03-26T03:11:45Z,1210000,False,,,0,,D. McDermott personal FOUL (2 PF) (Leonard 2 FT),"[203926, 202695]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Right,202037.0,,,,McDermott,D. McDermott,,,,,,,,2.0,0.0,Leonard,202695.0,,,,,
125,PT00M47.50S,2024-03-26T03:05:37.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202695,,,1610612746,33,28,2024-03-26T03:11:45Z,1230000,False,,,0,,K. Leonard Free Throw 1 of 2 (8 PTS),[202695],1610612746.0,LAC,,,,,,,,,,,Made,8.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
128,PT00M47.50S,2024-03-26T03:05:37.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202695,,,1610612746,34,28,2024-03-26T03:11:45Z,1235000,False,,,0,,K. Leonard Free Throw 2 of 2 (9 PTS),[202695],1610612746.0,LAC,,,,,,,,,,,Made,9.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
126,PT00M47.50S,2024-03-26T03:05:40.3Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,34,28,2024-03-26T03:11:31Z,1240000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
127,PT00M47.50S,2024-03-26T03:05:40.3Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,34,28,2024-03-26T03:11:31Z,1250000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
129,PT00M33.60S,2024-03-26T03:06:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.47897503285151,43.38235294117647,1610612754,34,28,2024-03-26T03:11:22Z,1255000,False,-33.0,9.0,1,right,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,3.42,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,
130,PT00M32.60S,2024-03-26T03:06:31.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,34,28,2024-03-26T03:11:22Z,1257500,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,129.0,,,,,,,,,,,,
131,PT00M31.60S,2024-03-26T03:06:35.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612754,34,28,2024-03-26T03:06:46Z,1290000,False,,,0,,P. Tucker loose ball personal FOUL (1 PF) (Smith 2 FT),"[200782, 1630188]",1610612746.0,LAC,loose ball,,,,,,Restricted Area,0-8 Center,202037.0,,,,Tucker,P. Tucker,,,,,,,,1.0,0.0,Smith,1630188.0,,,,,
133,PT00M31.60S,2024-03-26T03:06:59.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630188,,,1610612754,34,28,2024-03-26T03:06:59Z,1310000,False,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612754.0,IND,,,,,,,,,,,Missed,,Smith,J. Smith,,,,,,,,,,,,,,,,
134,PT00M31.60S,2024-03-26T03:06:59.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,34,28,2024-03-26T03:06:59Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,
135,PT00M31.60S,2024-03-26T03:07:00.6Z,1,REGULAR,substitution,out,[],203926,,,1610612754,34,28,2024-03-26T03:07:04Z,1330000,False,,,0,,SUB out: D. McDermott,[203926],1610612754.0,IND,,,,,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,
136,PT00M31.60S,2024-03-26T03:07:00.6Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,34,28,2024-03-26T03:07:04Z,1340000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,
138,PT00M31.60S,2024-03-26T03:07:17.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630188,,,1610612754,34,29,2024-03-26T03:07:17Z,1350000,False,,,0,,J. Smith Free Throw 2 of 2 (1 PTS),[1630188],1610612754.0,IND,,,,,,,,,,,Made,1.0,Smith,J. Smith,,,,,,,,,,,,,,,,
139,PT00M08.90S,2024-03-26T03:07:42.0Z,1,REGULAR,3pt,Jump Shot,[],201566,31.32391590013141,32.35294117647058,1610612746,34,29,2024-03-26T03:07:48Z,1360000,False,88.0,242.0,1,left,MISS R. Westbrook 25' step back 3PT,[201566],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,,25.75,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
140,PT00M08.20S,2024-03-26T03:07:45.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,34,29,2024-03-26T03:07:45Z,1370000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,139.0,,,,,,,,,,,,
142,PT00M03.70S,2024-03-26T03:08:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,92.82194480946123,59.80392156862745,1610612754,34,29,2024-03-26T03:09:52Z,1390000,False,49.0,15.0,1,right,MISS T. McConnell pullup Shot,[204456],1610612754.0,IND,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,5.12,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,
143,PT00M01.80S,2024-03-26T03:08:02.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612746,34,29,2024-03-26T03:09:52Z,1400000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Tucker,P. Tucker,,,,142.0,1.0,1.0,0.0,,,,,,,,,
144,PT00M00.00S,2024-03-26T03:08:07.4Z,1,REGULAR,period,end,[],0,,,1610612746,34,29,2024-03-26T03:08:07Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-03-26T03:10:39.0Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,34,29,2024-03-26T03:10:53Z,1420000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-03-26T03:10:39.0Z,2,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,34,29,2024-03-26T03:10:53Z,1430000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-03-26T03:10:39.0Z,2,REGULAR,substitution,out,['startperiod'],1630188,,,1610612746,34,29,2024-03-26T03:10:53Z,1440000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-03-26T03:10:39.0Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,34,29,2024-03-26T03:10:53Z,1450000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-03-26T03:10:39.0Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,34,29,2024-03-26T03:10:53Z,1460000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-03-26T03:10:39.0Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612746,34,29,2024-03-26T03:10:53Z,1470000,False,,,0,,SUB in: D. McDermott,[203926],1610612754.0,IND,,,,,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-03-26T03:10:52.2Z,2,REGULAR,period,start,[],0,,,1610612754,34,29,2024-03-26T03:10:54Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M43.00S,2024-03-26T03:11:08.8Z,2,REGULAR,2pt,Jump Shot,[],1630167,92.95335085413929,77.20588235294117,1610612754,34,29,2024-03-26T03:11:31Z,1490000,False,136.0,14.0,1,right,MISS O. Toppin 13' turnaround Shot,[1630167],1610612754.0,IND,turnaround,,,,,,Mid-Range,8-16 Right,,13.67,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
153,PT11M39.00S,2024-03-26T03:11:12.8Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,34,29,2024-03-26T03:11:13Z,1500000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,,,,,Siakam,P. Siakam,,,,152.0,2.0,1.0,1.0,,,,,,,,,
154,PT11M36.00S,2024-03-26T03:11:20.2Z,2,REGULAR,foul,personal,['2freethrow'],202331,,,1610612754,34,29,2024-03-26T03:11:26Z,1510000,False,,,0,,P. George shooting personal FOUL (2 PF) (Siakam 2 FT),"[202331, 1627783]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,George,P. George,,,,,,,,2.0,0.0,Siakam,1627783.0,,,,,
156,PT11M36.00S,2024-03-26T03:11:44.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627783,,,1610612754,34,30,2024-03-26T03:11:44Z,1530000,False,,,0,,P. Siakam Free Throw 1 of 2 (7 PTS),[1627783],1610612754.0,IND,,,,,,,,,,,Made,7.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
157,PT11M36.00S,2024-03-26T03:12:03.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627783,,,1610612754,34,31,2024-03-26T03:12:03Z,1540000,False,,,0,,P. Siakam Free Throw 2 of 2 (8 PTS),[1627783],1610612754.0,IND,,,,,,,,,,,Made,8.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
158,PT11M21.00S,2024-03-26T03:12:19.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,12.795663600525614,57.59803921568628,1610612746,36,31,2024-03-26T03:14:56Z,1550000,False,-38.0,68.0,1,left,R. Westbrook 7' driving floating Jump Shot (2 PTS),[201566],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,7.77,Made,2.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
159,PT11M09.00S,2024-03-26T03:12:32.4Z,2,REGULAR,3pt,Jump Shot,[],1641716,74.55650459921156,80.88235294117646,1610612754,36,34,2024-03-26T03:13:11Z,1560000,False,154.0,187.0,1,right,J. Walker 24' 3PT pullup (3 PTS),[1641716],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Right Center,,24.23,Made,3.0,Walker,J. Walker,,,,,,,,,,,,,,,,
160,PT10M53.00S,2024-03-26T03:12:50.3Z,2,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612746,36,34,2024-03-26T03:12:58Z,1570000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1641716, 201566]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202037.0,,,,Walker,J. Walker,,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,
162,PT10M53.00S,2024-03-26T03:13:20.3Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612746,37,34,2024-03-26T03:13:20Z,1590000,False,,,0,,R. Westbrook Free Throw 1 of 2 (3 PTS),[201566],1610612746.0,LAC,,,,,,,,,,,Made,3.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
163,PT10M53.00S,2024-03-26T03:13:36.6Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612746,38,34,2024-03-26T03:13:36Z,1600000,False,,,0,,R. Westbrook Free Throw 2 of 2 (4 PTS),[201566],1610612746.0,LAC,,,,,,,,,,,Made,4.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
164,PT10M31.00S,2024-03-26T03:13:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,89.14257555847568,55.63725490196079,1610612754,38,36,2024-03-26T03:14:03Z,1610000,False,28.0,50.0,1,right,T. McConnell pullup Jump Shot (8 PTS),[204456],1610612754.0,IND,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,5.71,Made,8.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,
165,PT10M18.00S,2024-03-26T03:14:11.9Z,2,REGULAR,foul,offensive,[],200782,,,1610612746,38,36,2024-03-26T03:14:29Z,1620000,False,,,0,,P. Tucker offensive FOUL (2 PF),"[200782, 204456]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,202037.0,,,,Tucker,P. Tucker,,,,,,,,2.0,0.0,McConnell,204456.0,,,,,
167,PT10M18.00S,2024-03-26T03:14:11.9Z,2,REGULAR,turnover,offensive foul,[],200782,,,1610612746,38,36,2024-03-26T03:14:11Z,1640000,False,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,202037.0,,,,Tucker,P. Tucker,,,,,,,,,,,,1.0,,,,
168,PT10M18.00S,2024-03-26T03:14:19.6Z,2,REGULAR,substitution,out,[],200782,,,1610612754,38,36,2024-03-26T03:14:22Z,1650000,False,,,0,,SUB out: P. Tucker,[200782],1610612746.0,LAC,,,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,
169,PT10M18.00S,2024-03-26T03:14:19.6Z,2,REGULAR,substitution,in,[],1629599,,,1610612754,38,36,2024-03-26T03:14:22Z,1660000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,
170,PT10M06.00S,2024-03-26T03:14:40.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,91.37647831800263,57.59803921568628,1610612754,38,36,2024-03-26T03:14:45Z,1670000,False,38.0,29.0,1,right,MISS P. Siakam driving Hook - blocked,"[1627783, 202331]",1610612754.0,IND,driving,,,,,,In The Paint (Non-RA),0-8 Center,,4.76,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,George,202331.0
171,PT10M06.00S,2024-03-26T03:14:40.4Z,2,REGULAR,block,,[],202331,,,1610612754,38,36,2024-03-26T03:14:43Z,1680000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,George,P. George,,,,,,,,,,,,,,,,
172,PT10M02.00S,2024-03-26T03:14:44.4Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612754,38,36,2024-03-26T03:15:41Z,1690000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Toppin,O. Toppin,,,,170.0,2.0,1.0,1.0,,,,,,,,,
173,PT10M02.00S,2024-03-26T03:14:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,92.42772667542707,50.98039215686275,1610612754,38,38,2024-03-26T03:14:50Z,1700000,False,5.0,19.0,1,right,P. Siakam Layup (10 PTS) (J. Walker 1 AST),"[1627783, 1641716]",1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,1.93,Made,10.0,Siakam,P. Siakam,J. Walker,1641716.0,1.0,,,,,,,,,,,,,
175,PT10M02.00S,2024-03-26T03:14:50.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,38,38,2024-03-26T03:14:57Z,1720000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,202037.0,,,,,,,,,,,,,,,,,,,,,
176,PT09M48.00S,2024-03-26T03:15:12.9Z,2,REGULAR,2pt,Jump Shot,[],202331,23.04533508541394,53.18627450980392,1610612746,40,38,2024-03-26T03:15:17Z,1730000,False,-16.0,164.0,1,left,P. George 16' step back Jump Shot (8 PTS),[202331],1610612746.0,LAC,step back,,,,,,Mid-Range,16-24 Center,,16.49,Made,8.0,George,P. George,,,,,,,,,,,,,,,,
177,PT09M43.00S,2024-03-26T03:15:28.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641716,93.34756898817345,50.245098039215684,1610612754,40,40,2024-03-26T03:17:41Z,1740000,False,1.0,10.0,1,right,J. Walker driving DUNK (5 PTS) (T. McConnell 1 AST),"[1641716, 204456]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,1.01,Made,5.0,Walker,J. Walker,T. McConnell,204456.0,1.0,,,,,,,,,,,,,
