actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT03M54.00S,2023-12-12T03:55:29.4Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,27,18,2023-12-12T03:55:33Z,870000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,
88,PT03M51.00S,2023-12-12T03:55:32.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630703,16.475032851511173,50.245098039215684,1610612757,27,20,2023-12-12T03:55:38Z,880000,False,-1.0,102.0,1,left,S. Henderson 10' running Layup (7 PTS),[1630703],1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,7.0,,,,,,,,,,,,,,,,,
89,PT03M40.00S,2023-12-12T03:55:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,85.46320630749014,49.754901960784316,1610612746,29,20,2023-12-12T03:55:54Z,890000,False,-1.0,84.0,1,right,I. Zubac 8' floating Jump Shot (14 PTS) (R. Westbrook 2 AST),"[1627826, 201566]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,14.0,,,,,R. Westbrook,201566.0,2.0,,,,,,,,,,
91,PT03M20.00S,2023-12-12T03:56:02.4Z,1,REGULAR,3pt,Jump Shot,[],1631101,29.48423127463863,74.26470588235294,1610612757,29,20,2023-12-12T03:56:25Z,910000,False,-121.0,225.0,1,left,MISS S. Sharpe 25' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
92,PT03M18.00S,2023-12-12T03:56:04.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,29,20,2023-12-12T03:56:11Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,91.0,,,,,,,,,,,,,,,,
94,PT03M18.00S,2023-12-12T03:56:12.7Z,1,REGULAR,substitution,out,[],1629611,,,1610612757,29,20,2023-12-12T03:56:22Z,940000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M18.00S,2023-12-12T03:56:12.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612757,29,20,2023-12-12T03:56:22Z,950000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M18.00S,2023-12-12T03:56:12.7Z,1,REGULAR,substitution,in,[],1628464,,,1610612757,29,20,2023-12-12T03:56:22Z,960000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M18.00S,2023-12-12T03:56:12.7Z,1,REGULAR,substitution,in,[],1626181,,,1610612757,29,20,2023-12-12T03:56:22Z,970000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M11.00S,2023-12-12T03:56:41.7Z,1,REGULAR,foul,personal,[],202331,,,1610612757,29,20,2023-12-12T03:56:49Z,980000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 1630703]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Henderson,1630703.0
100,PT03M11.00S,2023-12-12T03:56:54.5Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,29,20,2023-12-12T03:56:59Z,1000000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M11.00S,2023-12-12T03:56:54.5Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,29,20,2023-12-12T03:56:59Z,1010000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M00.00S,2023-12-12T03:57:22.6Z,1,REGULAR,foul,personal,['2freethrow'],201566,,,1610612757,29,20,2023-12-12T03:57:31Z,1020000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Walker 2 FT),"[201566, 1631133]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628951.0,,,,1.0,0.0,Walker,1631133.0
104,PT03M00.00S,2023-12-12T03:57:48.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631133,,,1610612757,29,21,2023-12-12T03:57:48Z,1040000,False,,,0,,J. Walker Free Throw 1 of 2 (1 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
105,PT03M00.00S,2023-12-12T03:58:03.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631133,,,1610612757,29,22,2023-12-12T03:58:03Z,1050000,False,,,0,,J. Walker Free Throw 2 of 2 (2 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
106,PT02M49.00S,2023-12-12T03:58:16.3Z,1,REGULAR,2pt,Jump Shot,[],202695,96.23850197109067,80.14705882352942,1610612746,31,22,2023-12-12T03:58:22Z,1060000,False,151.0,-17.0,1,right,K. Leonard 15' fadeaway Jump Shot (6 PTS) (R. Westbrook 3 AST),"[202695, 201566]",1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,15.17,Made,6.0,,,,,R. Westbrook,201566.0,3.0,,,,,,,,,,
108,PT02M33.00S,2023-12-12T03:58:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,9.510512483574246,53.18627450980392,1610612757,31,24,2023-12-12T03:58:35Z,1080000,False,-16.0,37.0,1,left,M. Brown cutting Layup (2 PTS) (S. Sharpe 1 AST),"[1629650, 1631101]",1610612757.0,POR,cutting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,4.02,Made,2.0,,,,,S. Sharpe,1631101.0,1.0,,,,,,,,,,
110,PT02M18.00S,2023-12-12T03:58:46.3Z,1,REGULAR,3pt,Jump Shot,[],1628464,70.61432325886992,77.69607843137254,1610612746,34,24,2023-12-12T03:58:51Z,1100000,False,138.0,224.0,1,right,D. Theis 26' 3PT  (3 PTS) (K. Leonard 2 AST),"[1628464, 202695]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,26.31,Made,3.0,,,,,K. Leonard,202695.0,2.0,,,,,,,,,,
112,PT02M01.00S,2023-12-12T03:59:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,13.584099868593952,64.70588235294117,1610612757,34,24,2023-12-12T03:59:10Z,1120000,False,-74.0,75.0,1,left,MISS S. Henderson 10' driving floating Shot,[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Left,10.52,Missed,,,,,,,,,,,,,,,,,,
113,PT01M58.00S,2023-12-12T03:59:06.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,34,24,2023-12-12T03:59:06Z,1130000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Left,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,,
114,PT01M53.00S,2023-12-12T03:59:14.7Z,1,REGULAR,foul,personal,[],1630703,,,1610612746,34,24,2023-12-12T04:00:02Z,1140000,False,,,0,,S. Henderson personal FOUL (2 PF),"[1630703, 202695]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628951.0,,,,2.0,0.0,Leonard,202695.0
116,PT01M53.00S,2023-12-12T03:59:25.2Z,1,REGULAR,substitution,out,[],202331,,,1610612746,34,24,2023-12-12T03:59:29Z,1160000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M53.00S,2023-12-12T03:59:25.2Z,1,REGULAR,substitution,in,[],1641738,,,1610612746,34,24,2023-12-12T03:59:29Z,1170000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M41.00S,2023-12-12T03:59:52.0Z,1,REGULAR,3pt,Jump Shot,[],1626181,69.56307490144546,21.07843137254902,1610612746,37,24,2023-12-12T03:59:56Z,1180000,False,-145.0,234.0,1,right,N. Powell 27' 3PT  (3 PTS) (K. Leonard 3 AST),"[1626181, 202695]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,27.47,Made,3.0,,,,,K. Leonard,202695.0,3.0,,,,,,,,,,
120,PT01M15.00S,2023-12-12T04:00:18.5Z,1,REGULAR,foul,personal,['3freethrow'],202695,,,1610612757,37,24,2023-12-12T04:00:26Z,1200000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Simons 3 FT),"[202695, 1629014]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Simons,1629014.0
122,PT01M15.00S,2023-12-12T04:00:47.9Z,1,REGULAR,freethrow,1 of 3,[],1629014,,,1610612757,37,25,2023-12-12T04:00:47Z,1220000,False,,,0,,A. Simons Free Throw 1 of 3 (1 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
123,PT01M15.00S,2023-12-12T04:01:04.6Z,1,REGULAR,freethrow,2 of 3,[],1629014,,,1610612757,37,26,2023-12-12T04:01:04Z,1230000,False,,,0,,A. Simons Free Throw 2 of 3 (2 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
124,PT01M15.00S,2023-12-12T04:01:19.8Z,1,REGULAR,freethrow,3 of 3,[],1629014,,,1610612757,37,27,2023-12-12T04:01:19Z,1240000,False,,,0,,A. Simons Free Throw 3 of 3 (3 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
125,PT01M04.00S,2023-12-12T04:01:38.4Z,1,REGULAR,foul,technical,['1freethrow'],1629650,,,1610612746,37,27,2023-12-12T04:01:48Z,1250000,False,,,0,,M. Brown defensive-3-second technical FOUL (1 Tech),[1629650],1610612757.0,POR,defensive-3-second,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,1628951.0,,,,0.0,1.0,,
126,PT01M04.00S,2023-12-12T04:01:55.5Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,38,27,2023-12-12T04:01:55Z,1260000,False,,,0,,K. Leonard technical Free Throw 1 of 1 (7 PTS),[202695],1610612746.0,LAC,technical,,,Leonard,K. Leonard,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
127,PT01M04.00S,2023-12-12T04:02:10.4Z,1,REGULAR,substitution,out,[],1629650,,,1610612746,38,27,2023-12-12T04:02:18Z,1270000,False,,,0,,SUB out: M. Brown,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M04.00S,2023-12-12T04:02:10.4Z,1,REGULAR,substitution,in,[],1641871,,,1610612746,38,27,2023-12-12T04:02:18Z,1280000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M57.40S,2023-12-12T04:02:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,83.36070959264126,39.4607843137255,1610612746,40,27,2023-12-12T04:02:34Z,1290000,False,-53.0,104.0,1,right,K. Leonard 11' fadeaway Jump Shot (9 PTS) (R. Westbrook 4 AST),"[202695, 201566]",1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.65,Made,9.0,,,,,R. Westbrook,201566.0,4.0,,,,,,,,,,
131,PT00M43.80S,2023-12-12T04:02:47.6Z,1,REGULAR,2pt,Jump Shot,[],1629014,14.50394218134035,28.431372549019613,1610612757,40,29,2023-12-12T04:02:51Z,1310000,False,108.0,84.0,1,left,A. Simons 13' step back Jump Shot (5 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,13.65,Made,5.0,,,,,,,,,,,,,,,,,
143,PT00M38.70S,2023-12-12T04:02:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,91.45860709592641,62.231924019607845,1610612746,40,29,2023-12-12T04:04:48Z,1315000,False,61.0,28.0,1,right,MISS D. Theis 6' cutting Layup - blocked,"[1628464, 1630703]",1610612746.0,LAC,cutting,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,Henderson,1630703.0,,,,,,,,
144,PT00M38.70S,2023-12-12T04:02:52.3Z,1,REGULAR,block,,[],1630703,,,1610612746,40,29,2023-12-12T04:04:48Z,1317500,False,,,0,,S. Henderson BLOCK (1 BLK),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
145,PT00M37.70S,2023-12-12T04:02:53.3Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,40,29,2023-12-12T04:04:48Z,1318750,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,
134,PT00M29.70S,2023-12-12T04:03:02.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631101,7.670827858081481,36.51960784313726,1610612757,40,29,2023-12-12T04:04:52Z,1340000,False,67.0,20.0,1,left,MISS S. Sharpe 7' running Layup - blocked,"[1631101, 1626181]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,Powell,1626181.0,,,,,,,,
135,PT00M29.70S,2023-12-12T04:03:02.7Z,1,REGULAR,block,,[],1626181,,,1610612757,40,29,2023-12-12T04:03:05Z,1350000,False,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT00M27.80S,2023-12-12T04:03:04.6Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,40,29,2023-12-12T04:03:10Z,1360000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,
139,PT00M11.70S,2023-12-12T04:03:48.9Z,1,REGULAR,3pt,Jump Shot,[],201566,69.30026281208936,24.509803921568633,1610612746,43,29,2023-12-12T04:03:56Z,1390000,False,-127.0,236.0,1,right,R. Westbrook 26' 3PT  (5 PTS) (N. Powell 1 AST),"[201566, 1626181]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,26.83,Made,5.0,,,,,N. Powell,1626181.0,1.0,,,,,,,,,,
141,PT00M00.10S,2023-12-12T04:04:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629014,26.461892247043366,87.99019607843137,1610612757,43,32,2023-12-12T04:04:57Z,1410000,False,-190.0,196.0,1,left,A. Simons 27' 3PT step back (8 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,27.31,Made,8.0,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2023-12-12T04:04:13.4Z,1,REGULAR,period,end,[],0,,,1610612746,43,32,2023-12-12T04:04:13Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-12-12T04:06:36.0Z,2,REGULAR,substitution,out,['startperiod'],201566,,,1610612746,43,32,2023-12-12T04:06:56Z,1430000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-12-12T04:06:36.0Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,43,32,2023-12-12T04:06:56Z,1440000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-12-12T04:06:36.0Z,2,REGULAR,substitution,out,['startperiod'],1631101,,,1610612746,43,32,2023-12-12T04:06:56Z,1450000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-12-12T04:06:36.0Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,43,32,2023-12-12T04:06:56Z,1460000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-12-12T04:06:36.0Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,43,32,2023-12-12T04:06:56Z,1470000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-12-12T04:06:36.0Z,2,REGULAR,substitution,in,['startperiod'],1629680,,,1610612746,43,32,2023-12-12T04:06:56Z,1480000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-12-12T04:07:03.9Z,2,REGULAR,period,start,[],0,,,1610612757,43,32,2023-12-12T04:07:03Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M50.00S,2023-12-12T04:07:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,10.167542706964511,44.11764705882353,1610612757,43,32,2023-12-12T04:07:27Z,1500000,False,29.0,43.0,1,left,MISS S. Henderson driving Layup - blocked,"[1630703, 1626181]",1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,Powell,1626181.0,,,,,,,,
154,PT11M50.00S,2023-12-12T04:07:17.5Z,2,REGULAR,block,,[],1626181,,,1610612757,43,32,2023-12-12T04:09:12Z,1510000,False,,,0,,N. Powell BLOCK (2 BLK),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT11M50.00S,2023-12-12T04:07:17.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,43,32,2023-12-12T04:07:27Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,153.0,,,,,,,,,,,,,,,,
157,PT11M45.00S,2023-12-12T04:07:50.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,33.163600525624176,61.27450980392157,1610612757,43,35,2023-12-12T04:07:55Z,1540000,False,-56.0,259.0,1,left,A. Simons 26' 3PT  (11 PTS) (J. Walker 1 AST),"[1629014, 1631133]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,26.53,Made,11.0,,,,,J. Walker,1631133.0,1.0,,,,,,,,,,
159,PT11M45.00S,2023-12-12T04:07:54.7Z,2,REGULAR,foul,personal,['1freethrow'],1641738,,,1610612757,43,35,2023-12-12T04:10:19Z,1560000,False,,,0,,K. Brown flagrant-type-1 personal FOUL (1 PF) (Simons 1 FT),"[1641738, 1629014]",1610612746.0,LAC,flagrant-type-1,,,Brown,K. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2534.0,,,,1.0,0.0,Simons,1629014.0
162,PT11M45.00S,2023-12-12T04:10:09.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629014,,,1610612757,43,36,2023-12-12T04:10:35Z,1590000,False,,,0,,A. Simons flagrant Free Throw 1 of 1 (12 PTS),[1629014],1610612757.0,POR,flagrant,,,Simons,A. Simons,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
163,PT11M38.00S,2023-12-12T04:10:40.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641871,27.38173455978975,17.15686274509804,1610612757,43,36,2023-12-12T04:10:46Z,1600000,False,164.0,205.0,1,left,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
164,PT11M32.00S,2023-12-12T04:10:45.9Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,43,36,2023-12-12T04:10:45Z,1610000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,163.0,2.0,1.0,1.0,,,,,,,,,,,,,
165,PT11M32.00S,2023-12-12T04:10:52.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,43,36,2023-12-12T04:10:52Z,1620000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M18.00S,2023-12-12T04:14:01.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641871,9.379106438896187,58.088235294117645,1610612757,43,38,2023-12-12T04:14:06Z,1630000,False,-40.0,36.0,1,left,D. Reath turnaround Hook (4 PTS) (A. Simons 2 AST),"[1641871, 1629014]",1610612757.0,POR,turnaround,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,4.0,,,,,A. Simons,1629014.0,2.0,,,,,,,,,,
167,PT10M56.00S,2023-12-12T04:14:24.5Z,2,REGULAR,3pt,Jump Shot,[],202331,82.17805519053877,95.09803921568627,1610612746,46,38,2023-12-12T04:14:28Z,1640000,False,225.0,115.0,1,right,P. George 25' 3PT  (5 PTS) (J. Harden 2 AST),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.31,Made,5.0,,,,,J. Harden,201935.0,2.0,,,,,,,,,,
170,PT10M30.00S,2023-12-12T04:15:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,8.590670170827863,54.65686274509804,1610612757,46,40,2023-12-12T04:15:10Z,1670000,False,-23.0,28.0,1,left,A. Simons driving Layup (14 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.67,Made,14.0,,,,,,,,,,,,,,,,,
171,PT10M21.00S,2023-12-12T04:15:18.1Z,2,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612746,46,40,2023-12-12T04:15:28Z,1680000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Harden 2 FT),"[1641871, 201935]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,,,,1.0,0.0,Harden,201935.0
174,PT10M21.00S,2023-12-12T04:15:47.6Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,47,40,2023-12-12T04:15:47Z,1700000,False,,,0,,J. Harden Free Throw 1 of 2 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
175,PT10M21.00S,2023-12-12T04:16:08.3Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,48,40,2023-12-12T04:16:08Z,1710000,False,,,0,,J. Harden Free Throw 2 of 2 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
176,PT10M08.00S,2023-12-12T04:16:24.4Z,2,REGULAR,turnover,lost ball,[],1630703,,,1610612757,48,40,2023-12-12T04:16:28Z,1720000,False,,,0,,S. Henderson lost ball TURNOVER (1 TO),"[1630703, 1628464]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Theis,1628464.0,,,,
177,PT10M08.00S,2023-12-12T04:16:24.4Z,2,REGULAR,steal,,[],1628464,,,1610612746,48,40,2023-12-12T04:16:26Z,1730000,False,,,0,,D. Theis STEAL (1 STL),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
178,PT10M02.00S,2023-12-12T04:16:31.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201935,91.63929040735874,46.32352941176471,1610612746,48,40,2023-12-12T04:16:41Z,1740000,False,-18.0,26.0,1,right,MISS J. Harden running Layup - blocked,"[201935, 1630703]",1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,Henderson,1630703.0,,,,,,,,
179,PT10M02.00S,2023-12-12T04:16:31.0Z,2,REGULAR,block,,[],1630703,,,1610612746,48,40,2023-12-12T04:16:33Z,1750000,False,,,0,,S. Henderson BLOCK (2 BLK),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT10M02.00S,2023-12-12T04:16:31.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,48,40,2023-12-12T04:16:41Z,1760000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,178.0,,,,,,,,,,,,,,,,
182,PT09M52.00S,2023-12-12T04:16:52.6Z,2,REGULAR,foul,personal,[],1628464,,,1610612757,48,40,2023-12-12T04:16:58Z,1780000,False,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 1629014]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Simons,1629014.0
