actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
82,PT04M43.00S,2024-04-11T02:56:13.0Z,1,REGULAR,3pt,Jump Shot,[],201142,31.32391590013141,30.14705882352942,1610612756,17,18,2024-04-11T02:56:18Z,820000,False,99.0,242.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.15,,,,,,,,,
83,PT04M43.00S,2024-04-11T02:56:13.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,17,18,2024-04-11T02:56:18Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,82.0,,,,,
84,PT04M43.00S,2024-04-11T02:56:18.8Z,1,REGULAR,foul,personal,[],1628464,,,1610612756,17,18,2024-04-11T02:56:28Z,840000,False,,,0,,D. Theis loose ball personal FOUL (1 PF),"[1628464, 203994]",1610612746.0,LAC,loose ball,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,202053.0,,,,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,
86,PT04M43.00S,2024-04-11T02:56:27.5Z,1,REGULAR,substitution,out,[],200782,,,1610612756,17,18,2024-04-11T02:56:30Z,860000,False,,,0,,SUB out: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M43.00S,2024-04-11T02:56:27.5Z,1,REGULAR,substitution,in,[],1641738,,,1610612756,17,18,2024-04-11T02:56:30Z,870000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M32.00S,2024-04-11T02:56:45.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201569,10.430354796320628,50.0,1610612756,17,18,2024-04-11T02:56:50Z,880000,False,0.0,46.0,1,left,MISS E. Gordon turnaround Hook,[201569],1610612756.0,PHX,turnaround,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,4.55,,,,,,,,,
89,PT04M30.00S,2024-04-11T02:56:47.6Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612746,17,18,2024-04-11T02:56:50Z,890000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,
90,PT04M21.00S,2024-04-11T02:56:56.0Z,1,REGULAR,3pt,Jump Shot,[],1628464,68.24901445466492,29.411764705882348,1610612746,17,18,2024-04-11T02:56:59Z,900000,False,-103.0,246.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.67,,,,,,,,,
91,PT04M18.00S,2024-04-11T02:56:59.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,17,18,2024-04-11T02:56:59Z,910000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,90.0,5.0,5.0,0.0,,
92,PT04M08.00S,2024-04-11T02:57:08.8Z,1,REGULAR,3pt,Jump Shot,[],201569,23.4395532194481,90.68627450980392,1610612756,17,18,2024-04-11T02:57:16Z,920000,False,-203.0,168.0,1,left,MISS E. Gordon 26' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.37,,,,,,,,,
93,PT04M04.00S,2024-04-11T02:57:12.8Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,17,18,2024-04-11T02:57:16Z,930000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,92.0,6.0,5.0,1.0,,
94,PT04M02.00S,2024-04-11T02:57:15.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201142,6.8823915900131425,95.09803921568627,1610612756,17,18,2024-04-11T02:57:19Z,940000,False,-225.0,12.0,1,left,MISS K. Durant 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,22.58,,,,,,,,,
95,PT04M02.00S,2024-04-11T02:57:15.1Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,17,18,2024-04-11T02:57:19Z,950000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,94.0,7.0,5.0,2.0,,
96,PT03M50.00S,2024-04-11T02:57:27.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,24.490801576872528,10.539215686274503,1610612756,17,18,2024-04-11T02:57:32Z,960000,False,197.0,178.0,1,left,MISS D. Booker 26' fadeaway bank 3PT,[1626164],1610612756.0,PHX,fadeaway bank,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.55,,,,,,,,,
97,PT03M47.00S,2024-04-11T02:57:30.3Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,17,18,2024-04-11T02:57:32Z,970000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,96.0,3.0,3.0,0.0,,
98,PT03M42.00S,2024-04-11T02:57:35.5Z,1,REGULAR,3pt,Jump Shot,[],1630527,74.03088042049934,15.686274509803923,1610612746,17,18,2024-04-11T02:57:43Z,980000,False,-172.0,192.0,1,right,MISS B. Boston Jr. 25' 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,25.72,,,,,,,,,
99,PT03M37.00S,2024-04-11T02:57:40.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,17,18,2024-04-11T02:57:43Z,990000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,98.0,8.0,6.0,2.0,,
100,PT03M34.00S,2024-04-11T02:57:45.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641738,,,1610612756,17,18,2024-04-11T02:57:51Z,1000000,False,,,0,,K. Brown shooting personal FOUL (1 PF) (Durant 2 FT),"[1641738, 201142]",1610612746.0,LAC,shooting,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,202007.0,,,,1.0,0.0,Durant,201142.0,,,,,,,,,,,,
102,PT03M34.00S,2024-04-11T02:58:13.4Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,17,19,2024-04-11T02:58:13Z,1020000,False,,,0,,K. Durant Free Throw 1 of 2 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
103,PT03M34.00S,2024-04-11T02:58:15.8Z,1,REGULAR,substitution,out,[],1629611,,,1610612756,17,19,2024-04-11T02:58:22Z,1030000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2024-04-11T02:58:15.8Z,1,REGULAR,substitution,out,[],203994,,,1610612756,17,19,2024-04-11T02:58:22Z,1040000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M34.00S,2024-04-11T02:58:15.8Z,1,REGULAR,substitution,in,[],1629599,,,1610612756,17,19,2024-04-11T02:58:22Z,1050000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M34.00S,2024-04-11T02:58:15.8Z,1,REGULAR,substitution,in,[],201152,,,1610612756,17,19,2024-04-11T02:58:22Z,1060000,False,,,0,,SUB in: T. Young,[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2024-04-11T02:58:36.0Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,17,20,2024-04-11T02:58:36Z,1070000,False,,,0,,K. Durant Free Throw 2 of 2 (4 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
108,PT03M24.00S,2024-04-11T02:58:47.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630538,93.08475689881735,48.774509803921575,1610612746,19,20,2024-04-11T02:58:51Z,1080000,False,-6.0,13.0,1,right,B. Hyland driving DUNK (12 PTS),[1630538],1610612746.0,LAC,driving,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,12.0,1.39,,,,,,,,,
109,PT03M12.00S,2024-04-11T02:58:58.6Z,1,REGULAR,3pt,Jump Shot,[],201142,34.74047306176085,56.61764705882353,1610612756,19,20,2024-04-11T02:59:57Z,1090000,False,-33.0,274.0,1,left,MISS K. Durant 27' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,27.61,,,,,,,,,
110,PT03M09.00S,2024-04-11T02:59:01.6Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612746,19,20,2024-04-11T02:59:04Z,1100000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,
111,PT03M03.00S,2024-04-11T02:59:09.7Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612746,19,20,2024-04-11T02:59:16Z,1110000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Boston Jr. 2 FT),"[1628960, 1630527]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,202053.0,,,,1.0,0.0,Boston Jr.,1630527.0,,,,,,,,,,,,
113,PT03M03.00S,2024-04-11T02:59:38.1Z,1,REGULAR,freethrow,1 of 2,[],1630527,,,1610612746,20,20,2024-04-11T02:59:57Z,1130000,False,,,0,,B. Boston Jr. Free Throw 1 of 2 (3 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
114,PT03M03.00S,2024-04-11T02:59:38.1Z,1,REGULAR,freethrow,2 of 2,[],1630527,,,1610612746,20,20,2024-04-11T02:59:57Z,1140000,False,,,0,,MISS B. Boston Jr. Free Throw 2 of 2,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
115,PT03M01.00S,2024-04-11T02:59:40.1Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,20,20,2024-04-11T02:59:57Z,1150000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,
116,PT02M41.00S,2024-04-11T03:00:16.3Z,1,REGULAR,3pt,Jump Shot,[],201152,7.933639947437584,97.54901960784314,1610612756,20,20,2024-04-11T03:00:20Z,1160000,False,-238.0,22.0,1,left,MISS T. Young 3PT,[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,23.87,,,,,,,,,
117,PT02M39.00S,2024-04-11T03:00:18.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612746,20,20,2024-04-11T03:00:20Z,1170000,False,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,
118,PT02M29.00S,2024-04-11T03:00:28.8Z,1,REGULAR,3pt,Jump Shot,[],1629599,85.85742444152432,95.34313725490196,1610612746,20,20,2024-04-11T03:00:33Z,1180000,False,227.0,80.0,1,right,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,24.05,,,,,,,,,
119,PT02M25.00S,2024-04-11T03:00:32.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,20,20,2024-04-11T03:00:33Z,1190000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,118.0,2.0,2.0,0.0,,
120,PT02M19.00S,2024-04-11T03:00:38.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,35.00328515111694,46.568627450980394,1610612756,20,20,2024-04-11T03:00:46Z,1200000,False,17.0,277.0,1,left,MISS E. Gordon 27' running 3PT,[201569],1610612756.0,PHX,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,27.7,,,,,,,,,
121,PT02M16.00S,2024-04-11T03:00:41.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612746,20,20,2024-04-11T03:00:46Z,1210000,False,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,120.0,3.0,3.0,0.0,,
122,PT02M07.00S,2024-04-11T03:00:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630538,74.29369250985545,84.80392156862746,1610612746,23,20,2024-04-11T03:00:57Z,1220000,False,174.0,189.0,1,right,B. Hyland 25' 3PT step back (15 PTS),[1630538],1610612746.0,LAC,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,15.0,25.7,,,,,,,,,
123,PT01M49.00S,2024-04-11T03:01:07.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,31.586727989487514,26.715686274509807,1610612756,23,23,2024-04-11T03:01:12Z,1230000,False,116.0,244.0,1,left,D. Booker 27' 3PT pullup (14 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,14.0,27.07,,,,,,,,,
124,PT01M33.00S,2024-04-11T03:01:24.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641738,92.0335085413929,49.50980392156863,1610612746,25,23,2024-04-11T03:07:30Z,1240000,False,-2.0,22.0,1,right,K. Brown cutting DUNK (2 PTS) (B. Hyland 3 AST),"[1641738, 1630538]",1610612746.0,LAC,cutting,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.25,B. Hyland,1630538.0,3.0,,,,,,
126,PT01M20.00S,2024-04-11T03:01:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,30.66688567674113,22.303921568627445,1610612756,25,23,2024-04-11T03:01:40Z,1260000,False,138.0,236.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,27.35,,,,,,,,,
127,PT01M18.00S,2024-04-11T03:01:38.6Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612746,25,23,2024-04-11T03:01:40Z,1270000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,126.0,2.0,2.0,0.0,,
128,PT01M07.00S,2024-04-11T03:01:50.5Z,1,REGULAR,3pt,Jump Shot,[],1630527,68.77463863337714,25.490196078431367,1610612746,25,23,2024-04-11T03:01:53Z,1280000,False,-123.0,241.0,1,right,MISS B. Boston Jr. 27' step back 3PT,[1630527],1610612746.0,LAC,step back,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,27.03,,,,,,,,,
129,PT01M04.00S,2024-04-11T03:01:53.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,25,23,2024-04-11T03:01:53Z,1290000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,128.0,1.0,1.0,0.0,,
130,PT01M02.00S,2024-04-11T03:01:55.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,30.14126149802891,22.058823529411768,1610612756,25,23,2024-04-11T03:02:07Z,1300000,False,140.0,231.0,1,left,MISS G. Allen 26' running 3PT,[1628960],1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.98,,,,,,,,,
131,PT00M55.80S,2024-04-11T03:02:01.7Z,1,REGULAR,rebound,offensive,[],201152,,,1610612756,25,23,2024-04-11T03:02:07Z,1310000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,130.0,1.0,0.0,1.0,,
132,PT00M51.80S,2024-04-11T03:02:07.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641738,,,1610612756,25,23,2024-04-11T03:02:15Z,1320000,False,,,0,,K. Brown shooting personal FOUL (2 PF) (Booker 2 FT),"[1641738, 1626164]",1610612746.0,LAC,shooting,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,202053.0,,,,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,
134,PT00M51.80S,2024-04-11T03:02:30.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626164,,,1610612756,25,24,2024-04-11T03:02:30Z,1340000,False,,,0,,D. Booker Free Throw 1 of 2 (15 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,Made,15.0,,,,,,,,,,
135,PT00M51.80S,2024-04-11T03:02:36.5Z,1,REGULAR,substitution,out,[],201142,,,1610612756,25,24,2024-04-11T03:02:41Z,1350000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M51.80S,2024-04-11T03:02:36.5Z,1,REGULAR,substitution,in,[],203078,,,1610612756,25,24,2024-04-11T03:02:41Z,1360000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M51.80S,2024-04-11T03:02:45.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626164,,,1610612756,25,25,2024-04-11T03:02:45Z,1370000,False,,,0,,D. Booker Free Throw 2 of 2 (16 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,Made,16.0,,,,,,,,,,
138,PT00M35.80S,2024-04-11T03:03:04.2Z,1,REGULAR,turnover,lost ball,[],1630538,,,1610612746,25,25,2024-04-11T03:03:13Z,1380000,False,,,0,,B. Hyland lost ball TURNOVER (2 TO),"[1630538, 201152]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,2.0,Young,201152.0,,,,,,,,,,,,,,,,
139,PT00M35.80S,2024-04-11T03:03:04.2Z,1,REGULAR,steal,,[],201152,,,1610612756,25,25,2024-04-11T03:03:06Z,1390000,False,,,0,,T. Young STEAL (1 STL),[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
140,PT00M30.00S,2024-04-11T03:03:11.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203078,18.05190538764782,93.13725490196079,1610612756,25,28,2024-04-11T03:03:51Z,1400000,False,-216.0,117.0,1,left,B. Beal 24' 3PT running (5 PTS) (D. Booker 1 AST),"[203078, 1626164]",1610612756.0,PHX,running,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,5.0,24.55,D. Booker,1626164.0,1.0,,,,,,
142,PT00M09.30S,2024-04-11T03:03:33.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,93.2161629434954,54.411764705882355,1610612746,27,28,2024-04-11T03:03:37Z,1420000,False,22.0,11.0,1,right,D. Theis alley-oop DUNK (2 PTS) (B. Hyland 4 AST),"[1628464, 1630538]",1610612746.0,LAC,alley-oop,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.48,B. Hyland,1630538.0,4.0,,,,,,
144,PT00M03.60S,2024-04-11T03:03:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,8.327858081471746,50.98039215686275,1610612756,27,28,2024-04-11T03:03:53Z,1440000,False,-5.0,26.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.63,,,,,,,,,
145,PT00M00.60S,2024-04-11T03:03:47.0Z,1,REGULAR,rebound,offensive,[],201152,,,1610612756,27,28,2024-04-11T03:03:47Z,1450000,False,,,0,,T. Young REBOUND (Off:2 Def:0),[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,144.0,2.0,0.0,2.0,,
146,PT00M00.60S,2024-04-11T03:03:47.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201152,5.590000152587891,50.0,1610612756,27,28,2024-04-11T03:03:55Z,1460000,False,0.0,0.0,1,left,MISS T. Young tip Layup,[201152],1610612756.0,PHX,tip,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,0.0,,,,,,,,,
147,PT00M00.60S,2024-04-11T03:03:47.0Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612746,27,28,2024-04-11T03:03:55Z,1470000,False,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,146.0,2.0,2.0,0.0,,
148,PT00M00.00S,2024-04-11T03:03:49.4Z,1,REGULAR,period,end,[],0,,,1610612746,27,28,2024-04-11T03:03:49Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-04-11T03:06:12.6Z,2,REGULAR,substitution,out,['startperiod'],1630538,,,1610612746,27,28,2024-04-11T03:06:43Z,1490000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-04-11T03:06:12.6Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612746,27,28,2024-04-11T03:06:43Z,1500000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-04-11T03:06:12.6Z,2,REGULAR,substitution,in,['startperiod'],1629875,,,1610612746,27,28,2024-04-11T03:06:43Z,1510000,False,,,0,,SUB in: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-04-11T03:06:12.6Z,2,REGULAR,substitution,in,['startperiod'],1626220,,,1610612746,27,28,2024-04-11T03:06:43Z,1520000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-04-11T03:06:37.0Z,2,REGULAR,period,start,[],0,,,1610612746,27,28,2024-04-11T03:06:43Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M51.00S,2024-04-11T03:06:48.0Z,2,REGULAR,turnover,traveling,[],1628464,,,1610612746,27,28,2024-04-11T03:06:59Z,1540000,False,,,0,,D. Theis traveling TURNOVER (1 TO),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Left Center,202007.0,1.0,,,,,,,,,,,,,,,,,,
155,PT11M35.00S,2024-04-11T03:07:16.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203078,32.37516425755584,24.75490196078431,1610612756,27,31,2024-04-11T03:07:22Z,1550000,False,126.0,252.0,1,left,B. Beal 28' 3PT  (8 PTS) (R. O'Neale 1 AST),"[203078, 1626220]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,8.0,28.17,R. O'Neale,1626220.0,1.0,,,,,,
157,PT11M11.00S,2024-04-11T03:07:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641738,92.69053876478318,52.69607843137255,1610612746,29,31,2024-04-11T03:07:45Z,1570000,False,13.0,16.0,1,right,K. Brown driving Layup (4 PTS) (X. Moon 1 AST),"[1641738, 1629875]",1610612746.0,LAC,driving,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,2.11,X. Moon,1629875.0,1.0,,,,,,
159,PT10M51.00S,2024-04-11T03:08:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,8.590670170827863,49.01960784313726,1610612756,29,33,2024-04-11T03:08:06Z,1590000,False,5.0,28.0,1,left,E. Gordon driving Layup (2 PTS) (B. Beal 1 AST),"[201569, 203078]",1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.87,B. Beal,203078.0,1.0,,,,,,
161,PT10M51.00S,2024-04-11T03:08:06.1Z,2,REGULAR,foul,personal,['1freethrow'],1629599,,,1610612756,29,33,2024-04-11T03:08:14Z,1610000,False,,,0,,A. Coffey shooting personal FOUL (2 PF) (Gordon 1 FT),"[1629599, 201569]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,202007.0,,,,2.0,0.0,Gordon,201569.0,,,,,,,,,,,,
163,PT10M51.00S,2024-04-11T03:08:34.0Z,2,REGULAR,freethrow,1 of 1,[],201569,,,1610612756,29,34,2024-04-11T03:08:34Z,1630000,False,,,0,,E. Gordon Free Throw 1 of 1 (3 PTS),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
