actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
83,PT04M19.00S,2023-03-11T01:25:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630171,93.51182654402102,53.67647058823529,1610612739,16,19,2023-03-11T01:26:04Z,820000,False,18.0,8.0,1,right,I. Okoro alley-oop Layup (6 PTS) (J. Allen 3 AST),"[1630171, 1628386]",1610612739.0,CLE,alley-oop,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,2.03,Made,6.0,,J. Allen,1628386.0,3.0,,,,,,,,,,
85,PT04M08.00S,2023-03-11T01:26:05.1Z,1,REGULAR,3pt,Jump Shot,[],203506,24.129434954007884,87.74509803921569,1610612748,19,19,2023-03-11T01:26:09Z,840000,False,-189.0,174.0,1,left,V. Oladipo 25' 3PT  (3 PTS) (G. Vincent 1 AST),"[203506, 1629216]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Left Center,,,,25.69,Made,3.0,,G. Vincent,1629216.0,1.0,,,,,,,,,,
87,PT03M56.00S,2023-03-11T01:26:18.0Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,19,19,2023-03-11T01:26:36Z,860000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 203506]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,2.0,Oladipo,203506.0,,,,,,,,,,,,,,,,,
88,PT03M56.00S,2023-03-11T01:26:18.0Z,1,REGULAR,steal,,[],203506,,,1610612748,19,19,2023-03-11T01:26:36Z,870000,False,,,0,,V. Oladipo STEAL (1 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
89,PT03M52.00S,2023-03-11T01:26:25.2Z,1,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612748,19,19,2023-03-11T01:26:37Z,880000,False,,,0,,L. Stevens shooting personal FOUL (1 PF) (Butler 2 FT),"[1630205, 202710]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,1.0,0.0,Butler,202710.0,,,,,
91,PT03M52.00S,2023-03-11T01:26:49.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,20,19,2023-03-11T01:26:49Z,900000,False,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
92,PT03M52.00S,2023-03-11T01:27:07.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,21,19,2023-03-11T01:27:07Z,910000,False,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
93,PT03M34.00S,2023-03-11T01:27:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630205,72.35545335085413,13.480392156862745,1610612739,21,22,2023-03-11T01:27:34Z,920000,False,-183.0,207.0,1,right,L. Stevens 27' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1630205, 1628378]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,27.63,Made,3.0,,D. Mitchell,1628378.0,1.0,,,,,,,,,,
95,PT03M17.00S,2023-03-11T01:27:45.3Z,1,REGULAR,3pt,Jump Shot,[],1629216,18.791064388961892,5.905330882352941,1610612748,21,22,2023-03-11T01:28:41Z,940000,False,220.0,124.0,1,left,MISS G. Vincent 25' step back 3PT,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,25.3,Missed,,,,,,,,,,,,,,,
96,PT03M17.00S,2023-03-11T01:27:45.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,21,22,2023-03-11T01:27:52Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,95.0,,,,,,,,,
97,PT03M17.00S,2023-03-11T01:27:52.4Z,1,REGULAR,foul,personal,[],1630171,,,1610612748,21,22,2023-03-11T01:28:08Z,960000,False,,,0,,I. Okoro loose ball personal FOUL (1 PF),"[1630171, 201567]",1610612739.0,CLE,loose ball,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,201245.0,,,,,1.0,0.0,Love,201567.0,,,,,
99,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,out,[],201567,,,1610612748,21,22,2023-03-11T01:28:14Z,980000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,out,[],1628386,,,1610612748,21,22,2023-03-11T01:28:14Z,990000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,out,[],1630171,,,1610612748,21,22,2023-03-11T01:28:14Z,1000000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,out,[],1628378,,,1610612748,21,22,2023-03-11T01:28:14Z,1010000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,21,22,2023-03-11T01:28:14Z,1020000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612748,21,22,2023-03-11T01:28:14Z,1030000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,in,[],1630596,,,1610612748,21,22,2023-03-11T01:28:14Z,1040000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M17.00S,2023-03-11T01:28:00.9Z,1,REGULAR,substitution,in,[],201937,,,1610612748,21,22,2023-03-11T01:28:14Z,1050000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M02.00S,2023-03-11T01:28:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203506,9.149145860709593,53.92156862745098,1610612748,21,22,2023-03-11T01:28:41Z,1060000,False,-20.0,34.0,1,left,MISS V. Oladipo driving Layup,[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,3.88,Missed,,,,,,,,,,,,,,,
108,PT02M59.00S,2023-03-11T01:28:39.2Z,1,REGULAR,rebound,offensive,[],203469,,,1610612748,21,22,2023-03-11T01:28:39Z,1070000,False,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,107.0,,,,,1.0,0.0,1.0,,
109,PT02M59.00S,2023-03-11T01:28:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,5.590000152587891,50.0,1610612748,21,22,2023-03-11T01:28:39Z,1080000,False,0.0,0.0,1,left,MISS C. Zeller tip Layup,[203469],1610612748.0,MIA,tip,,,Zeller,C. Zeller,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
110,PT02M58.00S,2023-03-11T01:28:40.4Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,21,22,2023-03-11T01:28:40Z,1090000,False,,,0,,J. Butler REBOUND (Off:2 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,,,,,,109.0,,,,,3.0,1.0,2.0,,
111,PT02M56.00S,2023-03-11T01:28:58.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630596,,,1610612748,21,22,2023-03-11T01:30:32Z,1100000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Butler 2 FT),"[1630596, 202710]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left,,,,,,,201639.0,,,,,1.0,0.0,Butler,202710.0,,,,,
113,PT02M56.00S,2023-03-11T01:29:09.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,22,2023-03-11T01:29:09Z,1120000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M56.00S,2023-03-11T01:31:58.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,22,22,2023-03-11T01:31:58Z,1130000,False,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
115,PT02M56.00S,2023-03-11T01:32:15.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,23,22,2023-03-11T01:32:15Z,1140000,False,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
116,PT02M40.00S,2023-03-11T01:32:33.8Z,1,REGULAR,3pt,Jump Shot,[],1626224,83.70565045992116,97.32689950980392,1610612739,23,22,2023-03-11T01:32:50Z,1150000,False,237.0,101.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,25.71,Missed,,,,,,,,,,,,,,,
117,PT02M36.00S,2023-03-11T01:32:37.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,23,22,2023-03-11T01:32:50Z,1160000,False,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,116.0,,,,,4.0,2.0,2.0,,
118,PT02M29.00S,2023-03-11T01:32:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,8.541392904073588,40.44883578431372,1610612748,25,22,2023-03-11T01:33:08Z,1170000,False,48.0,28.0,1,left,J. Butler driving floating bank Jump Shot (10 PTS),[202710],1610612748.0,MIA,driving floating bank,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,5.53,Made,10.0,,,,,,,,,,,,,,
119,PT02M22.00S,2023-03-11T01:32:56.4Z,1,REGULAR,foul,personal,[],1629216,,,1610612739,25,22,2023-03-11T01:33:05Z,1180000,False,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 201937]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201639.0,,,,,1.0,0.0,Rubio,201937.0,,,,,
121,PT02M22.00S,2023-03-11T01:33:02.3Z,1,REGULAR,substitution,out,[],1629216,,,1610612739,25,22,2023-03-11T01:33:19Z,1200000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M22.00S,2023-03-11T01:33:02.3Z,1,REGULAR,substitution,out,[],202710,,,1610612739,25,22,2023-03-11T01:33:19Z,1210000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M22.00S,2023-03-11T01:33:02.3Z,1,REGULAR,substitution,out,[],203469,,,1610612739,25,22,2023-03-11T01:33:19Z,1220000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M22.00S,2023-03-11T01:33:02.3Z,1,REGULAR,substitution,in,[],1629622,,,1610612739,25,22,2023-03-11T01:33:19Z,1230000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M22.00S,2023-03-11T01:33:02.3Z,1,REGULAR,substitution,in,[],1629639,,,1610612739,25,22,2023-03-11T01:33:19Z,1240000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2023-03-11T01:33:02.3Z,1,REGULAR,substitution,in,[],1628389,,,1610612739,25,22,2023-03-11T01:33:19Z,1250000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M14.00S,2023-03-11T01:33:35.5Z,1,REGULAR,3pt,Jump Shot,[],1626224,71.04139290407359,73.2843137254902,1610612739,25,22,2023-03-11T01:33:41Z,1260000,False,116.0,220.0,1,right,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,24.86,Missed,,,,,,,,,,,,,,,
128,PT02M10.00S,2023-03-11T01:33:37.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,25,22,2023-03-11T01:33:37Z,1270000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,127.0,,,,,1.0,1.0,0.0,,
129,PT01M55.00S,2023-03-11T01:33:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,15.062417871222076,43.872549019607845,1610612748,25,22,2023-03-11T01:34:53Z,1280000,False,31.0,89.0,1,left,MISS B. Adebayo 9' cutting Layup - blocked,"[1628389, 1630596]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,9.42,Missed,,,,,,,,,,,,,,Mobley,1630596.0
130,PT01M55.00S,2023-03-11T01:33:53.9Z,1,REGULAR,block,,[],1630596,,,1610612748,25,22,2023-03-11T01:33:58Z,1290000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
131,PT01M52.00S,2023-03-11T01:33:56.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,25,22,2023-03-11T01:34:00Z,1300000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,129.0,,,,,1.0,1.0,0.0,,
132,PT01M52.00S,2023-03-11T01:34:03.7Z,1,REGULAR,foul,offensive,['inpenalty'],1626224,,,1610612739,25,22,2023-03-11T01:34:23Z,1310000,False,,,0,,C. Osman charge offensive FOUL (1 PF),"[1626224, 203506]",1610612739.0,CLE,charge,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,1.0,0.0,Oladipo,203506.0,,,,,
134,PT01M52.00S,2023-03-11T01:34:03.7Z,1,REGULAR,turnover,offensive foul,[],1626224,,,1610612739,25,22,2023-03-11T01:34:23Z,1330000,False,,,0,,C. Osman offensive foul TURNOVER (1 TO),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,201245.0,,,,,,,,,,,,,
135,PT01M30.00S,2023-03-11T01:34:38.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,13.485545335085414,41.17647058823529,1610612748,25,22,2023-03-11T01:34:44Z,1340000,False,44.0,74.0,1,left,MISS T. Herro 8' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,8.64,Missed,,,,,,,,,,,,,,,
136,PT01M28.00S,2023-03-11T01:34:40.4Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,25,22,2023-03-11T01:34:44Z,1350000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,135.0,,,,,1.0,1.0,0.0,,
137,PT01M14.00S,2023-03-11T01:34:54.2Z,1,REGULAR,2pt,Jump Shot,[],1630596,94.56307490144546,28.921568627450984,1610612739,25,22,2023-03-11T01:35:01Z,1360000,False,-105.0,-1.0,1,right,MISS E. Mobley 10' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,10.54,Missed,,,,,,,,,,,,,,,
138,PT01M11.00S,2023-03-11T01:34:57.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,25,22,2023-03-11T01:35:01Z,1370000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,137.0,,,,,3.0,3.0,0.0,,
140,PT00M53.80S,2023-03-11T01:35:32.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.0335085413929,44.11764705882353,1610612748,27,22,2023-03-11T01:36:07Z,1390000,False,29.0,108.0,1,left,B. Adebayo 11' fadeaway Jump Shot (6 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,11.15,Made,6.0,,T. Herro,1629639.0,1.0,,,,,,,,,,
143,PT00M36.20S,2023-03-11T01:36:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,93.9060446780552,52.450980392156865,1610612739,27,24,2023-03-11T01:36:40Z,1420000,False,12.0,5.0,1,right,C. Osman cutting Layup (2 PTS) (E. Mobley 2 AST),"[1626224, 1630596]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,1.32,Made,2.0,,E. Mobley,1630596.0,2.0,,,,,,,,,,
145,PT00M26.60S,2023-03-11T01:36:44.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,20.367936925098554,92.91513480392157,1610612748,27,24,2023-03-11T01:37:03Z,1440000,False,-215.0,139.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,25.57,Missed,,,,,,,,,,,,,,,
146,PT00M23.90S,2023-03-11T01:36:47.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,27,24,2023-03-11T01:36:49Z,1450000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,145.0,,,,,2.0,2.0,0.0,,
147,PT00M06.20S,2023-03-11T01:37:07.5Z,1,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612739,27,24,2023-03-11T01:37:15Z,1460000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Stevens 2 FT),"[1629622, 1630205]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,1.0,0.0,Stevens,1630205.0,,,,,
149,PT00M06.20S,2023-03-11T01:37:30.9Z,1,REGULAR,freethrow,1 of 2,[],1630205,,,1610612739,27,25,2023-03-11T01:38:44Z,1480000,False,,,0,,L. Stevens Free Throw 1 of 2 (4 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
154,PT00M06.20S,2023-03-11T01:37:30.9Z,1,REGULAR,freethrow,2 of 2,[],1630205,,,1610612739,27,26,2023-03-11T01:38:44Z,1485000,False,,,0,,L. Stevens Free Throw 2 of 2 (5 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
150,PT00M06.20S,2023-03-11T01:37:32.0Z,1,REGULAR,substitution,out,[],201937,,,1610612748,27,26,2023-03-11T01:38:44Z,1490000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M06.20S,2023-03-11T01:37:32.0Z,1,REGULAR,substitution,out,[],1626224,,,1610612748,27,26,2023-03-11T01:38:44Z,1500000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M06.20S,2023-03-11T01:37:32.0Z,1,REGULAR,substitution,in,[],1630171,,,1610612748,27,26,2023-03-11T01:38:44Z,1510000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M06.20S,2023-03-11T01:37:32.0Z,1,REGULAR,substitution,in,[],1628386,,,1610612748,27,26,2023-03-11T01:38:44Z,1520000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M01.40S,2023-03-11T01:38:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,26.62614980289093,19.11764705882353,1610612748,27,26,2023-03-11T01:38:50Z,1525000,False,154.0,198.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,25.09,Missed,,,,,,,,,,,,,,,
156,PT00M00.10S,2023-03-11T01:38:02.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,27,26,2023-03-11T01:38:24Z,1527500,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,155.0,,,,,,,,,
157,PT00M00.00S,2023-03-11T01:38:08.7Z,1,REGULAR,period,end,[],0,,,1610612748,27,26,2023-03-11T01:38:08Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-03-11T01:38:15.0Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612748,27,26,2023-03-11T01:40:53Z,1570000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-03-11T01:38:15.0Z,2,REGULAR,substitution,out,['startperiod'],1628386,,,1610612748,27,26,2023-03-11T01:40:53Z,1580000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-11T01:38:15.0Z,2,REGULAR,substitution,in,['startperiod'],1628378,,,1610612748,27,26,2023-03-11T01:40:53Z,1590000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-11T01:38:15.0Z,2,REGULAR,substitution,in,['startperiod'],201937,,,1610612748,27,26,2023-03-11T01:40:53Z,1600000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-03-11T01:40:56.4Z,2,REGULAR,period,start,[],0,,,1610612748,27,26,2023-03-11T01:40:56Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M42.00S,2023-03-11T01:41:12.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,9.017739816031538,38.72549019607843,1610612748,27,26,2023-03-11T01:41:21Z,1620000,False,56.0,32.0,1,left,MISS B. Adebayo 6' turnaround bank Shot,[1628389],1610612748.0,MIA,turnaround bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,6.5,Missed,,,,,,,,,,,,,,,
164,PT11M40.00S,2023-03-11T01:41:14.6Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,27,26,2023-03-11T01:41:14Z,1630000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,163.0,,,,,2.0,2.0,0.0,,
165,PT11M29.00S,2023-03-11T01:41:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,89.17542706964521,49.01960784313725,1610612739,27,28,2023-03-11T01:41:31Z,1640000,False,-5.0,49.0,1,right,E. Mobley floating Jump Shot (5 PTS) (R. Rubio 1 AST),"[1630596, 201937]",1610612739.0,CLE,floating,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,4.95,Made,5.0,,R. Rubio,201937.0,1.0,,,,,,,,,,
167,PT11M10.00S,2023-03-11T01:41:45.0Z,2,REGULAR,2pt,Jump Shot,[],1629639,11.038107752956636,32.61335784313725,1610612748,29,28,2023-03-11T01:42:03Z,1660000,False,87.0,51.0,1,left,T. Herro 10' driving bank Jump Shot (8 PTS),[1629639],1610612748.0,MIA,driving bank,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,10.09,Made,8.0,,,,,,,,,,,,,,
168,PT10M56.00S,2023-03-11T01:41:59.1Z,2,REGULAR,3pt,Jump Shot,[],201937,73.01248357424441,80.14705882352942,1610612739,29,28,2023-03-11T01:42:26Z,1670000,False,151.0,201.0,1,right,MISS R. Rubio 25' pullup 3PT,[201937],1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Right Center,,,,25.14,Missed,,,,,,,,,,,,,,,
169,PT10M56.00S,2023-03-11T01:41:59.1Z,2,REGULAR,rebound,offensive,[],1630205,,,1610612739,29,28,2023-03-11T01:42:07Z,1680000,False,,,0,,L. Stevens REBOUND (Off:1 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,168.0,,,,,3.0,2.0,1.0,,
