actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
336,PT10M08.00S,2023-03-11T02:26:06.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,7.966491458607096,36.51960784313725,1610612739,55,61,2023-03-11T02:29:15Z,3290000,False,67.0,22.0,1,left,MISS D. Mitchell 7' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,7.1,Missed,,,,,,,,,,,,,,,
337,PT10M04.00S,2023-03-11T02:26:10.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,55,61,2023-03-11T02:29:15Z,3300000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,336.0,,,,,5.0,5.0,0.0,,
338,PT09M50.00S,2023-03-11T02:26:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.24901445466492,53.67647058823529,1610612748,57,61,2023-03-11T02:26:28Z,3310000,False,18.0,11.0,1,right,J. Butler driving Layup (14 PTS) (K. Love 1 AST),"[202710, 201567]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,2.14,Made,14.0,,K. Love,201567.0,1.0,,,,,,,,,,
341,PT09M28.00S,2023-03-11T02:27:01.6Z,3,REGULAR,turnover,bad pass,[],1628378,,,1610612739,57,61,2023-03-11T02:27:07Z,3340000,False,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 1629216]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,3.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
342,PT09M28.00S,2023-03-11T02:27:01.6Z,3,REGULAR,steal,,[],1629216,,,1610612748,57,61,2023-03-11T02:27:03Z,3350000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
343,PT09M26.00S,2023-03-11T02:27:06.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,80.3712220762155,5.88235294117647,1610612748,60,61,2023-03-11T02:28:49Z,3360000,False,-221.0,132.0,1,right,T. Herro 25' 3PT running (13 PTS) (G. Vincent 3 AST),"[1629639, 1629216]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,25.71,Made,13.0,,G. Vincent,1629216.0,3.0,,,,,,,,,,
345,PT09M23.00S,2023-03-11T02:27:14.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,60,61,2023-03-11T02:27:14Z,3380000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M06.00S,2023-03-11T02:30:25.7Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612739,60,61,2023-03-11T02:30:37Z,3390000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Mobley 2 FT),"[1628389, 1630596]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,2.0,0.0,Mobley,1630596.0,,,,,
348,PT09M06.00S,2023-03-11T02:30:51.8Z,3,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,60,62,2023-03-11T02:30:51Z,3410000,False,,,0,,E. Mobley Free Throw 1 of 2 (6 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
349,PT09M06.00S,2023-03-11T02:31:03.5Z,3,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,60,63,2023-03-11T02:31:03Z,3420000,False,,,0,,E. Mobley Free Throw 2 of 2 (7 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
350,PT08M45.00S,2023-03-11T02:31:26.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,93.11760840998686,46.81372549019608,1610612748,60,63,2023-03-11T02:31:30Z,3430000,False,-16.0,12.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,2.0,Missed,,,,,,,,,,,,,,,
351,PT08M43.00S,2023-03-11T02:31:28.4Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,60,63,2023-03-11T02:31:30Z,3440000,False,,,0,,J. Allen REBOUND (Off:1 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,350.0,,,,,7.0,6.0,1.0,,
352,PT08M37.00S,2023-03-11T02:31:34.9Z,3,REGULAR,3pt,Jump Shot,[],1630171,10.5946123521682,95.09803921568627,1610612739,60,63,2023-03-11T02:31:41Z,3450000,False,-225.0,47.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
353,PT08M33.00S,2023-03-11T02:31:39.2Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,60,63,2023-03-11T02:31:39Z,3460000,False,,,0,,J. Allen REBOUND (Off:2 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,,,,,,352.0,,,,,8.0,6.0,2.0,,
354,PT08M29.00S,2023-03-11T02:31:42.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,6.652431011826544,47.794117647058826,1610612739,60,65,2023-03-11T02:31:45Z,3470000,False,11.0,10.0,1,left,E. Mobley DUNK (9 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,1.49,Made,9.0,,C. LeVert,1627747.0,2.0,,,,,,,,,,
356,PT08M17.00S,2023-03-11T02:31:57.9Z,3,REGULAR,foul,personal,[],1630596,,,1610612748,60,65,2023-03-11T02:32:07Z,3490000,False,,,0,,E. Mobley personal FOUL (4 PF),"[1630596, 202710]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,201639.0,,,,,4.0,0.0,Butler,202710.0,,,,,
358,PT08M17.00S,2023-03-11T02:32:05.8Z,3,REGULAR,substitution,out,[],1630596,,,1610612748,60,65,2023-03-11T02:32:14Z,3510000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT08M17.00S,2023-03-11T02:32:05.8Z,3,REGULAR,substitution,in,[],1630205,,,1610612748,60,65,2023-03-11T02:32:14Z,3520000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT08M01.00S,2023-03-11T02:32:53.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,80.50262812089356,50.0,1610612748,60,65,2023-03-11T02:33:00Z,3540000,False,0.0,131.0,1,right,MISS J. Butler 13' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,13.08,Missed,,,,,,,,,,,,,,,
362,PT07M59.00S,2023-03-11T02:32:55.2Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,60,65,2023-03-11T02:33:00Z,3550000,False,,,0,,J. Allen REBOUND (Off:2 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,361.0,,,,,9.0,7.0,2.0,,
363,PT07M47.00S,2023-03-11T02:33:07.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,16.376478318002626,46.07843137254902,1610612739,60,65,2023-03-11T02:33:44Z,3560000,False,20.0,101.0,1,left,MISS J. Allen 10' floating Shot,[1628386],1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,10.33,Missed,,,,,,,,,,,,,,,
364,PT07M43.00S,2023-03-11T02:33:11.6Z,3,REGULAR,rebound,offensive,[],1630171,,,1610612739,60,65,2023-03-11T02:33:12Z,3570000,False,,,0,,I. Okoro REBOUND (Off:2 Def:0),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,363.0,,,,,2.0,0.0,2.0,,
365,PT07M43.00S,2023-03-11T02:33:11.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,5.590000152587891,50.0,1610612739,60,67,2023-03-11T02:33:11Z,3580000,False,0.0,0.0,1,left,I. Okoro tip Layup (8 PTS),[1630171],1610612739.0,CLE,tip,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,,0.0,Made,8.0,,,,,,,,,,,,,,
366,PT07M33.00S,2023-03-11T02:33:20.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,88.51839684625493,55.63725490196079,1610612748,62,67,2023-03-11T02:33:26Z,3590000,False,28.0,55.0,1,right,B. Adebayo 6' Hook (13 PTS) (T. Herro 4 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,6.22,Made,13.0,,T. Herro,1629639.0,4.0,,,,,,,,,,
368,PT07M15.00S,2023-03-11T02:33:40.5Z,3,REGULAR,3pt,Jump Shot,[],1630205,25.312089356110377,86.02941176470588,1610612739,62,67,2023-03-11T02:33:45Z,3610000,False,-180.0,185.0,1,left,MISS L. Stevens 25' 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,25.85,Missed,,,,,,,,,,,,,,,
369,PT07M12.00S,2023-03-11T02:33:43.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,62,67,2023-03-11T02:33:45Z,3620000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,368.0,,,,,6.0,6.0,0.0,,
371,PT06M59.00S,2023-03-11T02:34:14.5Z,3,REGULAR,3pt,Jump Shot,[],201567,79.97700394218134,4.6568627450980395,1610612748,62,67,2023-03-11T02:34:20Z,3640000,False,-227.0,136.0,1,right,MISS K. Love 26' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,26.42,Missed,,,,,,,,,,,,,,,
372,PT06M57.00S,2023-03-11T02:34:16.5Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612739,62,67,2023-03-11T02:34:20Z,3650000,False,,,0,,L. Stevens REBOUND (Off:1 Def:3),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,371.0,,,,,4.0,3.0,1.0,,
373,PT06M51.00S,2023-03-11T02:34:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.046649145860711,54.41176470588235,1610612739,62,67,2023-03-11T02:34:47Z,3660000,False,-22.0,14.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,2.6,Missed,,,,,,,,,,,,,,,
374,PT06M50.00S,2023-03-11T02:34:25.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,62,67,2023-03-11T02:34:47Z,3670000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,373.0,,,,,,,,,
377,PT06M35.00S,2023-03-11T02:34:47.0Z,3,REGULAR,3pt,Jump Shot,[],1629639,93.24901445466492,98.0392156862745,1610612748,65,67,2023-03-11T02:35:18Z,3700000,False,240.0,11.0,1,right,T. Herro 24' 3PT pullup (16 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,24.05,Made,16.0,,B. Adebayo,1628389.0,2.0,,,,,,,,,,
379,PT06M17.00S,2023-03-11T02:35:06.1Z,3,REGULAR,3pt,Jump Shot,[],1627747,23.78449408672799,11.787683823529411,1610612739,65,70,2023-03-11T02:35:27Z,3720000,False,191.0,171.0,1,left,C. LeVert 25' 3PT step back (10 PTS),[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,25.65,Made,10.0,,,,,,,,,,,,,,
380,PT06M05.00S,2023-03-11T02:35:16.9Z,3,REGULAR,3pt,Jump Shot,[],201567,73.32457293035479,87.76807598039215,1610612748,65,70,2023-03-11T02:35:35Z,3730000,False,189.0,198.0,1,right,MISS K. Love 27' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,27.37,Missed,,,,,,,,,,,,,,,
381,PT06M03.00S,2023-03-11T02:35:18.9Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,65,70,2023-03-11T02:35:20Z,3740000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,380.0,,,,,2.0,2.0,0.0,,
382,PT05M57.00S,2023-03-11T02:35:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,5.995400788436268,52.450980392156865,1610612739,65,72,2023-03-11T02:35:31Z,3750000,False,-12.0,4.0,1,left,I. Okoro cutting Layup (10 PTS) (C. LeVert 3 AST),"[1630171, 1627747]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,1.29,Made,10.0,,C. LeVert,1627747.0,3.0,,,,,,,,,,
384,PT05M57.00S,2023-03-11T02:35:32.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,65,72,2023-03-11T02:35:32Z,3770000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M57.00S,2023-03-11T02:36:14.0Z,3,REGULAR,substitution,out,[],1627747,,,1610612748,65,72,2023-03-11T02:38:21Z,3780000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M57.00S,2023-03-11T02:36:14.0Z,3,REGULAR,substitution,in,[],201937,,,1610612748,65,72,2023-03-11T02:38:21Z,3790000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M32.00S,2023-03-11T02:38:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,94.03745072273325,51.9607843137255,1610612748,67,72,2023-03-11T02:38:57Z,3800000,False,10.0,4.0,1,right,G. Vincent driving Layup (6 PTS) (J. Butler 2 AST),"[1629216, 202710]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,1.04,Made,6.0,,J. Butler,202710.0,2.0,,,,,,,,,,
390,PT05M14.00S,2023-03-11T02:39:10.5Z,3,REGULAR,3pt,Jump Shot,[],1628378,32.013797634691194,58.08823529411765,1610612739,67,72,2023-03-11T02:39:16Z,3820000,False,-40.0,248.0,1,left,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,25.17,Missed,,,,,,,,,,,,,,,
391,PT05M13.00S,2023-03-11T02:39:12.7Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,67,72,2023-03-11T02:39:12Z,3830000,False,,,0,,J. Allen REBOUND (Off:3 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,390.0,,,,,10.0,7.0,3.0,,
392,PT05M09.00S,2023-03-11T02:39:15.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,32.933639947437584,42.8921568627451,1610612739,67,75,2023-03-11T02:39:19Z,3840000,False,36.0,257.0,1,left,D. Mitchell 25' 3PT  (30 PTS) (J. Allen 4 AST),"[1628378, 1628386]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,25.95,Made,30.0,,J. Allen,1628386.0,4.0,,,,,,,,,,
395,PT04M59.00S,2023-03-11T02:39:38.1Z,3,REGULAR,foul,offensive,[],1629216,,,1610612748,67,75,2023-03-11T02:39:45Z,3870000,False,,,0,,G. Vincent charge offensive FOUL (3 PF),"[1629216, 201937]",1610612748.0,MIA,charge,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,3.0,0.0,Rubio,201937.0,,,,,
397,PT04M59.00S,2023-03-11T02:39:38.1Z,3,REGULAR,turnover,offensive foul,[],1629216,,,1610612748,67,75,2023-03-11T02:39:38Z,3890000,False,,,0,,G. Vincent offensive foul TURNOVER (2 TO),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,201245.0,,,,,,,,,,,,,
398,PT04M59.00S,2023-03-11T02:39:43.5Z,3,REGULAR,substitution,out,[],1628389,,,1610612739,67,75,2023-03-11T02:39:50Z,3900000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M59.00S,2023-03-11T02:39:43.5Z,3,REGULAR,substitution,out,[],1629639,,,1610612739,67,75,2023-03-11T02:39:50Z,3910000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M59.00S,2023-03-11T02:39:43.5Z,3,REGULAR,substitution,in,[],203506,,,1610612739,67,75,2023-03-11T02:39:50Z,3920000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M59.00S,2023-03-11T02:39:43.5Z,3,REGULAR,substitution,in,[],203469,,,1610612739,67,75,2023-03-11T02:39:50Z,3930000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M43.00S,2023-03-11T02:40:04.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628378,20.318659658344284,50.49019607843137,1610612739,67,75,2023-03-11T02:40:35Z,3940000,False,-2.0,138.0,1,left,MISS D. Mitchell 13' turnaround Shot,[1628378],1610612739.0,CLE,turnaround,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,13.85,Missed,,,,,,,,,,,,,,,
403,PT04M42.00S,2023-03-11T02:40:05.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,67,75,2023-03-11T02:40:35Z,3950000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,402.0,,,,,,,,,
405,PT04M37.00S,2023-03-11T02:40:35.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630171,6.521024967148489,53.431372549019606,1610612739,67,77,2023-03-11T02:40:42Z,3970000,False,-17.0,9.0,1,left,I. Okoro cutting Layup (12 PTS) (D. Mitchell 3 AST),"[1630171, 1628378]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,1.93,Made,12.0,,D. Mitchell,1628378.0,3.0,,,,,,,,,,
407,PT04M37.00S,2023-03-11T02:40:40.7Z,3,REGULAR,foul,personal,['1freethrow'],203469,,,1610612739,67,77,2023-03-11T02:40:50Z,3990000,False,,,0,,C. Zeller shooting personal FOUL (3 PF) (Okoro 1 FT),"[203469, 1630171]",1610612748.0,MIA,shooting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,3.0,0.0,Okoro,1630171.0,,,,,
409,PT04M37.00S,2023-03-11T02:41:09.8Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630171,,,1610612739,67,78,2023-03-11T02:41:09Z,4010000,False,,,0,,I. Okoro Free Throw 1 of 1 (13 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
410,PT04M27.00S,2023-03-11T02:41:21.0Z,3,REGULAR,3pt,Jump Shot,[],1629216,71.82982917214193,20.588235294117645,1610612748,67,78,2023-03-11T02:41:26Z,4020000,False,-147.0,212.0,1,right,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,25.83,Missed,,,,,,,,,,,,,,,
411,PT04M24.00S,2023-03-11T02:41:24.0Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,67,78,2023-03-11T02:41:26Z,4030000,False,,,0,,J. Allen REBOUND (Off:3 Def:8),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,410.0,,,,,11.0,8.0,3.0,,
412,PT04M18.00S,2023-03-11T02:41:29.9Z,3,REGULAR,3pt,Jump Shot,[],201937,4.336399474375821,96.83670343137256,1610612739,67,81,2023-03-11T02:41:50Z,4040000,False,-234.0,-12.0,1,left,R. Rubio 3PT  (3 PTS) (D. Mitchell 4 AST),"[201937, 1628378]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Left Corner 3,24+ Left,,,,23.45,Made,3.0,,D. Mitchell,1628378.0,4.0,,,,,,,,,,
414,PT04M18.00S,2023-03-11T02:41:36.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612748,67,81,2023-03-11T02:41:36Z,4060000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M18.00S,2023-03-11T02:42:37.7Z,3,REGULAR,substitution,out,[],1629216,,,1610612748,67,81,2023-03-11T02:42:59Z,4070000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M18.00S,2023-03-11T02:42:37.7Z,3,REGULAR,substitution,out,[],201567,,,1610612748,67,81,2023-03-11T02:42:59Z,4080000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M18.00S,2023-03-11T02:42:37.7Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,67,81,2023-03-11T02:42:59Z,4090000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M18.00S,2023-03-11T02:42:37.7Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,67,81,2023-03-11T02:42:59Z,4100000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M15.00S,2023-03-11T02:43:10.8Z,3,REGULAR,foul,personal,[],201937,,,1610612748,67,81,2023-03-11T02:49:49Z,4110000,False,,,0,,R. Rubio personal FOUL (2 PF),"[201937, 1628997]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Right Center,,,,,,,202026.0,,,,,2.0,0.0,Martin,1628997.0,,,,,
421,PT04M00.00S,2023-03-11T02:43:37.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,92.72339027595268,49.01960784313725,1610612748,67,81,2023-03-11T02:43:43Z,4130000,False,-5.0,16.0,1,right,MISS C. Zeller cutting DUNK - blocked,"[203469, 1628386]",1610612748.0,MIA,cutting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,1.66,Missed,,,,,,,,,,,,,,Allen,1628386.0
422,PT04M00.00S,2023-03-11T02:43:37.1Z,3,REGULAR,block,,[],1628386,,,1610612748,67,81,2023-03-11T02:43:40Z,4140000,False,,,0,,J. Allen BLOCK (3 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
423,PT03M57.00S,2023-03-11T02:43:40.1Z,3,REGULAR,rebound,defensive,[],201937,,,1610612739,67,81,2023-03-11T02:43:43Z,4150000,False,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,,,,,,,,,,,421.0,,,,,1.0,1.0,0.0,,
424,PT03M53.00S,2023-03-11T02:43:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,11.383048620236531,41.66666666666667,1610612739,67,81,2023-03-11T02:43:53Z,4160000,False,42.0,55.0,1,left,MISS D. Mitchell 6' driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,6.86,Missed,,,,,,,,,,,,,,,
425,PT03M51.00S,2023-03-11T02:43:46.9Z,3,REGULAR,rebound,defensive,[],203506,,,1610612748,67,81,2023-03-11T02:43:53Z,4170000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:2),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,424.0,,,,,2.0,2.0,0.0,,
426,PT03M46.00S,2023-03-11T02:43:51.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203506,93.24901445466492,53.18627450980392,1610612748,67,81,2023-03-11T02:50:33Z,4180000,False,16.0,11.0,1,right,MISS V. Oladipo running Layup,[203506],1610612748.0,MIA,running,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,1.93,Missed,,,,,,,,,,,,,,,
427,PT03M44.00S,2023-03-11T02:43:53.3Z,3,REGULAR,rebound,defensive,[],201937,,,1610612739,67,81,2023-03-11T02:43:59Z,4190000,False,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,,,,,,,,,,,426.0,,,,,2.0,2.0,0.0,,
