actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
351,PT11M29.00S,2022-10-20T00:58:58.2Z,3,REGULAR,foul,personal,[],1627936,,,1610612748,59,61,2022-10-20T00:59:04Z,3450000,,,0,,A. Caruso personal FOUL (2 PF),"[1627936, 1629639]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Herro,1629639.0
353,PT11M14.00S,2022-10-20T00:59:24.5Z,3,REGULAR,3pt,Jump Shot,[],1629639,26.363337713534822,9.558823529411764,1610612748,59,61,2022-10-20T01:02:33Z,3470000,202.0,195.0,1,left,MISS T. Herro 28' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,28.11,Missed,,,,,,,,,,,,,,,,,,
354,PT11M10.00S,2022-10-20T00:59:28.5Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,59,61,2022-10-20T01:02:33Z,3480000,,,0,,N. Vucevic REBOUND (Off:2 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,353.0,9.0,7.0,2.0,,,,,,,,,,,,
355,PT11M07.00S,2022-10-20T00:59:36.6Z,3,REGULAR,foul,personal,[],200768,,,1610612741,59,61,2022-10-20T00:59:43Z,3490000,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 1630245]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Dosunmu,1630245.0
357,PT10M52.00S,2022-10-20T01:00:13.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,88.38699080157687,48.28431372549019,1610612741,59,63,2022-10-20T01:00:22Z,3510000,-9.0,57.0,1,right,A. Dosunmu finger roll Layup (15 PTS) (D. DeRozan 5 AST),"[1630245, 201942]",1610612741.0,CHI,finger roll,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,,,,,,15.0,D. DeRozan,201942.0,5.0,,,,,
359,PT10M41.00S,2022-10-20T01:00:31.9Z,3,REGULAR,foul,personal,['2freethrow'],201942,,,1610612748,59,63,2022-10-20T01:01:35Z,3530000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Herro 2 FT),"[201942, 1629639]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Herro,1629639.0
361,PT10M41.00S,2022-10-20T01:01:02.9Z,3,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,60,63,2022-10-20T01:01:02Z,3550000,,,0,,T. Herro Free Throw 1 of 2 (17 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,,,,,,17.0,,,,,,,,
362,PT10M41.00S,2022-10-20T01:01:02.9Z,3,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,61,63,2022-10-20T01:01:28Z,3560000,,,0,,T. Herro Free Throw 2 of 2 (18 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
363,PT10M27.00S,2022-10-20T01:01:37.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,87.07293035479631,45.09803921568628,1610612741,61,65,2022-10-20T01:01:56Z,3570000,-25.0,69.0,1,right,D. DeRozan 7' driving floating Jump Shot (13 PTS),[201942],1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,,,,,,,,,,13.0,,,,,,,,
364,PT10M27.00S,2022-10-20T01:01:41.9Z,3,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612741,61,65,2022-10-20T01:01:54Z,3580000,,,0,,T. Herro shooting personal FOUL (2 PF) (DeRozan 1 FT),"[1629639, 201942]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,DeRozan,201942.0
366,PT10M27.00S,2022-10-20T01:02:05.6Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,61,65,2022-10-20T01:02:05Z,3600000,,,0,,MISS D. DeRozan Free Throw 1 of 1,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
367,PT10M25.00S,2022-10-20T01:02:07.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,61,65,2022-10-20T01:02:08Z,3610000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,,,
368,PT10M20.00S,2022-10-20T01:02:14.6Z,3,REGULAR,foul,personal,[],1630245,,,1610612748,61,65,2022-10-20T01:02:27Z,3620000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 202710]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Butler,202710.0
370,PT10M09.00S,2022-10-20T01:02:48.8Z,3,REGULAR,2pt,Jump Shot,[],1628997,25.312089356110377,32.1078431372549,1610612748,61,65,2022-10-20T01:02:55Z,3640000,89.0,185.0,1,left,MISS C. Martin 20' pullup Shot,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,20.59,Missed,,,,,,,,,,,,,,,,,,
371,PT10M05.00S,2022-10-20T01:02:52.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,61,65,2022-10-20T01:02:55Z,3650000,,,0,,N. Vucevic REBOUND (Off:2 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right Center,,,,,370.0,10.0,8.0,2.0,,,,,,,,,,,,
372,PT10M00.00S,2022-10-20T01:02:57.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202696,66.44218134034165,41.42156862745098,1610612741,61,65,2022-10-20T01:03:04Z,3660000,-43.0,263.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.64,Missed,,,,,,,,,,,,,,,,,,
373,PT09M58.00S,2022-10-20T01:02:59.3Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,61,65,2022-10-20T01:03:04Z,3670000,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,372.0,5.0,5.0,0.0,,,,,,,,,,,,
374,PT09M52.00S,2022-10-20T01:03:06.4Z,3,REGULAR,3pt,Jump Shot,[],1629639,11.514454664914586,2.696078431372549,1610612748,64,65,2022-10-20T01:05:41Z,3680000,237.0,56.0,1,left,T. Herro 24' 3PT pullup (21 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,24.3,Made,,,,,,,,,,21.0,,,,,,,,
375,PT09M32.00S,2022-10-20T01:03:25.7Z,3,REGULAR,2pt,Jump Shot,[],1630172,82.9993429697766,28.186274509803923,1610612741,64,67,2022-10-20T01:03:33Z,3690000,-109.0,107.0,1,right,P. Williams 15' turnaround fadeaway Jump Shot (2 PTS),[1630172],1610612741.0,CHI,turnaround fadeaway,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,15.3,Made,,,,,,,,,,2.0,,,,,,,,
376,PT09M12.00S,2022-10-20T01:03:45.4Z,3,REGULAR,3pt,Jump Shot,[],1629639,27.151773981603156,10.53921568627451,1610612748,64,67,2022-10-20T01:03:53Z,3700000,197.0,203.0,1,left,MISS T. Herro 28' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,28.29,Missed,,,,,,,,,,,,,,,,,,
377,PT09M09.00S,2022-10-20T01:03:48.4Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,64,67,2022-10-20T01:03:53Z,3710000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,376.0,2.0,2.0,0.0,,,,,,,,,,,,
378,PT09M04.00S,2022-10-20T01:03:53.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.64323258869908,52.20588235294118,1610612741,64,69,2022-10-20T01:04:09Z,3720000,11.0,7.0,1,right,N. Vucevic Layup (8 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,,,,8.0,A. Dosunmu,1630245.0,3.0,,,,,
380,PT08M50.00S,2022-10-20T01:04:07.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.136005256241788,64.2156862745098,1610612748,66,69,2022-10-20T01:04:17Z,3740000,-71.0,127.0,1,left,B. Adebayo 14' Jump Shot (4 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,14.59,Made,,,,,,,,,,4.0,K. Lowry,200768.0,2.0,,,,,
382,PT08M34.00S,2022-10-20T01:04:23.8Z,3,REGULAR,turnover,lost ball,[],1630245,,,1610612741,66,69,2022-10-20T01:04:30Z,3760000,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 1629639]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Herro,1629639.0,,,,,,,,,
383,PT08M34.00S,2022-10-20T01:04:23.8Z,3,REGULAR,steal,,[],1629639,,,1610612748,66,69,2022-10-20T01:09:15Z,3770000,,,0,,T. Herro STEAL (2 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
384,PT08M29.00S,2022-10-20T01:04:28.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",200768,6.389618922470433,53.431372549019606,1610612748,68,69,2022-10-20T01:08:59Z,3780000,-17.0,8.0,1,left,K. Lowry running reverse Layup (2 PTS),[200768],1610612748.0,MIA,running reverse,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,,,,2.0,,,,,,,,
385,PT08M21.00S,2022-10-20T01:04:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,92.59198423127464,46.32352941176471,1610612741,68,71,2022-10-20T01:04:52Z,3790000,-18.0,17.0,1,right,P. Williams Layup (4 PTS) (A. Caruso 4 AST),"[1630172, 1627936]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,,,,,,4.0,A. Caruso,1627936.0,4.0,,,,,
386,PT08M08.00S,2022-10-20T01:04:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.178055190538765,53.18627450980392,1610612748,68,71,2022-10-20T01:04:56Z,3800000,-16.0,15.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
387,PT08M08.00S,2022-10-20T01:04:49.4Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,68,71,2022-10-20T01:04:56Z,3810000,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,386.0,3.0,3.0,0.0,,,,,,,,,,,,
388,PT07M56.00S,2022-10-20T01:05:04.6Z,3,REGULAR,2pt,Jump Shot,[],201942,92.06636005256242,23.52941176470588,1610612741,68,73,2022-10-20T01:05:22Z,3820000,-132.0,22.0,1,right,D. DeRozan 13' turnaround Jump Shot (15 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,13.42,Made,,,,,,,,,,15.0,,,,,,,,
389,PT07M56.00S,2022-10-20T01:05:10.9Z,3,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612741,68,73,2022-10-20T01:05:15Z,3830000,,,0,,C. Martin shooting personal FOUL (2 PF) (DeRozan 1 FT),"[1628997, 201942]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,DeRozan,201942.0
391,PT07M56.00S,2022-10-20T01:05:35.9Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,68,74,2022-10-20T01:05:35Z,3850000,,,0,,D. DeRozan Free Throw 1 of 1 (16 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,16.0,,,,,,,,
392,PT07M41.00S,2022-10-20T01:05:56.4Z,3,REGULAR,violation,kicked ball,[],1627936,,,1610612748,68,74,2022-10-20T01:06:06Z,3860000,,,0,,A. Caruso kicked ball VIOLATION,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
393,PT07M32.00S,2022-10-20T01:06:19.7Z,3,REGULAR,3pt,Jump Shot,[],1629639,4.944152431011826,2.2058823529411766,1610612748,68,74,2022-10-20T01:06:25Z,3870000,239.0,-6.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.91,Missed,,,,,,,,,,,,,,,,,,
394,PT07M28.00S,2022-10-20T01:06:23.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,68,74,2022-10-20T01:06:25Z,3880000,,,0,,N. Vucevic REBOUND (Off:2 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,393.0,11.0,9.0,2.0,,,,,,,,,,,,
395,PT07M21.00S,2022-10-20T01:06:30.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.38042049934296,53.18627450980392,1610612741,68,76,2022-10-20T01:06:38Z,3890000,16.0,10.0,1,right,N. Vucevic cutting Layup (10 PTS) (D. DeRozan 6 AST),"[202696, 201942]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,10.0,D. DeRozan,201942.0,6.0,,,,,
397,PT07M21.00S,2022-10-20T01:06:35.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,68,76,2022-10-20T01:06:35Z,3910000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M57.00S,2022-10-20T01:09:44.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.434296977660972,47.794117647058826,1610612748,68,76,2022-10-20T01:09:51Z,3920000,11.0,64.0,1,left,MISS B. Adebayo 6' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
399,PT06M53.00S,2022-10-20T01:09:48.4Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,68,76,2022-10-20T01:09:51Z,3930000,,,0,,A. Dosunmu REBOUND (Off:0 Def:4),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,398.0,4.0,4.0,0.0,,,,,,,,,,,,
400,PT06M43.00S,2022-10-20T01:09:57.5Z,3,REGULAR,3pt,Jump Shot,[],201942,92.32917214191852,1.9607843137254901,1610612741,68,79,2022-10-20T01:10:03Z,3940000,-240.0,20.0,1,right,D. DeRozan 24' 3PT  (19 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,24.1,Made,,,,,,,,,,19.0,N. Vucevic,202696.0,1.0,,,,,
402,PT06M26.00S,2022-10-20T01:10:14.6Z,3,REGULAR,2pt,Jump Shot,[],202710,15.588042049934298,78.43137254901961,1610612748,68,79,2022-10-20T01:11:53Z,3960000,-142.0,94.0,1,left,MISS J. Butler 17' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,17.05,Missed,,,,,,,,,,,,,,,,,,
403,PT06M23.00S,2022-10-20T01:10:17.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,68,79,2022-10-20T01:10:20Z,3970000,,,0,,N. Vucevic REBOUND (Off:2 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,,,,,402.0,12.0,10.0,2.0,,,,,,,,,,,,
404,PT06M10.00S,2022-10-20T01:10:31.3Z,3,REGULAR,turnover,bad pass,[],201942,,,1610612741,68,79,2022-10-20T01:10:38Z,3980000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 200768]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,,,,,,,,,1.0,Lowry,200768.0,,,,,,,,,
405,PT06M10.00S,2022-10-20T01:10:31.3Z,3,REGULAR,steal,,[],200768,,,1610612748,68,79,2022-10-20T01:10:34Z,3990000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
406,PT06M10.00S,2022-10-20T01:10:36.7Z,3,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,68,79,2022-10-20T01:10:43Z,4000000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (3 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,3.0,,,,,,,1626302.0,,,,
407,PT06M10.00S,2022-10-20T01:10:39.8Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,68,79,2022-10-20T01:10:43Z,4010000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M10.00S,2022-10-20T01:10:39.8Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,68,79,2022-10-20T01:10:43Z,4020000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M54.00S,2022-10-20T01:11:08.5Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612741,68,79,2022-10-20T01:11:16Z,4030000,,,0,,B. Adebayo shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1628389, 201942]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,101284.0,3.0,0.0,DeRozan,201942.0
411,PT05M54.00S,2022-10-20T01:11:36.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,68,80,2022-10-20T01:11:36Z,4050000,,,0,,D. DeRozan Free Throw 1 of 2 (20 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,20.0,,,,,,,,
412,PT05M54.00S,2022-10-20T01:11:37.5Z,3,REGULAR,substitution,out,[],1628997,,,1610612741,68,80,2022-10-20T01:11:43Z,4060000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M54.00S,2022-10-20T01:11:37.5Z,3,REGULAR,substitution,in,[],1629622,,,1610612741,68,80,2022-10-20T01:11:43Z,4070000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M54.00S,2022-10-20T01:11:58.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,68,81,2022-10-20T01:11:58Z,4080000,,,0,,D. DeRozan Free Throw 2 of 2 (21 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,21.0,,,,,,,,
415,PT05M37.00S,2022-10-20T01:12:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,5.601182654402102,46.07843137254902,1610612748,68,81,2022-10-20T01:12:24Z,4090000,20.0,0.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
416,PT05M32.00S,2022-10-20T01:12:22.0Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,68,81,2022-10-20T01:12:22Z,4100000,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,415.0,7.0,6.0,1.0,,,,,,,,,,,,
417,PT05M32.00S,2022-10-20T01:12:22.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628389,5.590000152587891,50.0,1610612748,70,81,2022-10-20T01:13:36Z,4110000,0.0,0.0,1,left,B. Adebayo putback DUNK (6 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,6.0,,,,,,,,
418,PT05M28.00S,2022-10-20T01:12:32.5Z,3,REGULAR,foul,offensive,[],1630245,,,1610612741,70,81,2022-10-20T01:12:39Z,4120000,,,0,,A. Dosunmu charge offensive FOUL (2 PF),"[1630245, 1629622]",1610612741.0,CHI,charge,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627519.0,2.0,0.0,Strus,1629622.0
420,PT05M28.00S,2022-10-20T01:12:32.5Z,3,REGULAR,turnover,offensive foul,[],1630245,,,1610612741,70,81,2022-10-20T01:12:32Z,4140000,,,0,,A. Dosunmu offensive foul TURNOVER (2 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,1627519.0,,,,
421,PT05M28.00S,2022-10-20T01:12:37.4Z,3,REGULAR,substitution,out,[],1630172,,,1610612748,70,81,2022-10-20T01:12:42Z,4150000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M28.00S,2022-10-20T01:12:37.4Z,3,REGULAR,substitution,in,[],1629750,,,1610612748,70,81,2022-10-20T01:12:42Z,4160000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M21.00S,2022-10-20T01:12:59.8Z,3,REGULAR,foul,personal,[],201942,,,1610612748,70,81,2022-10-20T01:13:19Z,4170000,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1629622]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Strus,1629622.0
425,PT05M14.00S,2022-10-20T01:13:20.5Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,70,81,2022-10-20T01:13:36Z,4190000,,,0,,B. Adebayo bad pass TURNOVER (4 TO),"[1628389, 201942]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,4.0,DeRozan,201942.0,,,,,,,,,
426,PT05M14.00S,2022-10-20T01:13:20.5Z,3,REGULAR,steal,,[],201942,,,1610612741,70,81,2022-10-20T01:13:36Z,4200000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
427,PT05M02.00S,2022-10-20T01:13:32.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,91.14651773981603,60.78431372549019,1610612741,70,81,2022-10-20T01:14:41Z,4210000,54.0,31.0,1,right,MISS N. Vucevic 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
428,PT04M57.00S,2022-10-20T01:13:37.6Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,70,81,2022-10-20T01:13:41Z,4220000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,427.0,2.0,2.0,0.0,,,,,,,,,,,,
429,PT04M52.00S,2022-10-20T01:13:45.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612748,70,81,2022-10-20T01:13:56Z,4230000,,,0,,J. Green shooting personal FOUL (2 PF) (Butler 2 FT),"[1629750, 202710]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627519.0,2.0,0.0,Butler,202710.0
431,PT04M52.00S,2022-10-20T01:14:14.6Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,71,81,2022-10-20T01:14:14Z,4250000,,,0,,J. Butler Free Throw 1 of 2 (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
432,PT04M52.00S,2022-10-20T01:14:32.1Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,72,81,2022-10-20T01:14:32Z,4260000,,,0,,J. Butler Free Throw 2 of 2 (19 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
433,PT04M33.00S,2022-10-20T01:14:53.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,92.85479632063075,54.90196078431373,1610612741,72,83,2022-10-20T01:15:09Z,4270000,25.0,15.0,1,right,C. White driving Layup (8 PTS) (D. DeRozan 7 AST),"[1629632, 201942]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,,8.0,D. DeRozan,201942.0,7.0,,,,,
