actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M06.00S,2022-10-19T23:59:41.3Z,1,REGULAR,3pt,Jump Shot,[],1628997,69.99014454664915,20.833333333333336,1610612748,21,12,2022-10-19T23:59:48Z,840000,-146.0,230.0,1,right,C. Martin 27' 3PT  (5 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,27.2,Made,,,,,,,,,,5.0,K. Lowry,200768.0,1.0,,,,,
88,PT04M50.00S,2022-10-20T00:00:01.2Z,1,REGULAR,2pt,Jump Shot,[],201942,11.251642575558476,83.33333333333334,1610612741,21,14,2022-10-20T00:00:15Z,860000,-167.0,53.0,1,left,D. DeRozan 17' Jump Shot (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,17.5,Made,,,,,,,,,,6.0,,,,,,,,
89,PT04M50.00S,2022-10-20T00:00:06.6Z,1,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612741,21,14,2022-10-20T00:00:20Z,870000,,,0,,C. Martin shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1628997, 201942]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,DeRozan,201942.0
91,PT04M50.00S,2022-10-20T00:00:13.5Z,1,REGULAR,substitution,out,[],202710,,,1610612741,21,14,2022-10-20T00:00:45Z,890000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M50.00S,2022-10-20T00:00:13.5Z,1,REGULAR,substitution,in,[],1629622,,,1610612741,21,14,2022-10-20T00:00:45Z,900000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M50.00S,2022-10-20T00:00:42.2Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,21,14,2022-10-20T00:00:42Z,910000,,,0,,MISS D. DeRozan Free Throw 1 of 1,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2022-10-20T00:00:46.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,21,14,2022-10-20T00:00:48Z,920000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,
95,PT04M38.00S,2022-10-20T00:00:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.51182654402102,56.372549019607845,1610612748,21,14,2022-10-20T00:01:42Z,930000,32.0,8.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 202696]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.3,Missed,Vucevic,202696.0,,,,,,,,,,,,,,,,
96,PT04M38.00S,2022-10-20T00:00:54.7Z,1,REGULAR,block,,[],202696,,,1610612748,21,14,2022-10-20T00:00:57Z,940000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M37.00S,2022-10-20T00:00:55.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,21,14,2022-10-20T00:01:59Z,950000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,95.0,,,,,,,,,,,,,,,
99,PT04M35.00S,2022-10-20T00:01:11.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,93.77463863337714,95.83333333333334,1610612748,21,14,2022-10-20T00:01:17Z,970000,229.0,6.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
100,PT04M32.00S,2022-10-20T00:01:14.1Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,21,14,2022-10-20T00:01:17Z,980000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,
101,PT04M28.00S,2022-10-20T00:01:18.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,30.962549277266753,26.96078431372549,1610612741,21,14,2022-10-20T00:01:29Z,990000,115.0,239.0,1,left,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,,,,,,,,,,,,,,,,,
102,PT04M25.00S,2022-10-20T00:01:21.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,21,14,2022-10-20T00:01:29Z,1000000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,101.0,,,,,,,,,,,,,,,
103,PT04M09.00S,2022-10-20T00:01:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,92.72339027595268,45.588235294117645,1610612748,21,14,2022-10-20T00:06:03Z,1010000,-22.0,16.0,1,right,MISS C. Martin driving reverse Layup,[1628997],1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
104,PT04M09.00S,2022-10-20T00:01:41.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,21,14,2022-10-20T00:01:48Z,1020000,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,103.0,6.0,4.0,2.0,,,,,,,,,,,,
105,PT04M03.00S,2022-10-20T00:01:46.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,24.78646517739816,14.705882352941178,1610612741,21,14,2022-10-20T00:01:52Z,1030000,176.0,180.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
106,PT03M59.00S,2022-10-20T00:01:50.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,21,14,2022-10-20T00:01:52Z,1040000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,105.0,3.0,3.0,0.0,,,,,,,,,,,,
107,PT03M48.00S,2022-10-20T00:02:02.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,92.06636005256242,50.0,1610612748,21,14,2022-10-20T00:06:53Z,1050000,0.0,22.0,1,right,MISS B. Adebayo Hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
108,PT03M45.00S,2022-10-20T00:02:05.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,21,14,2022-10-20T00:02:11Z,1060000,,,0,,N. Vucevic REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,107.0,7.0,5.0,2.0,,,,,,,,,,,,
109,PT03M40.00S,2022-10-20T00:02:10.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,6.915243101182654,45.09803921568628,1610612741,21,16,2022-10-20T00:14:20Z,1070000,25.0,13.0,1,left,A. Dosunmu running Layup (2 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,,,2.0,,,,,,,,
111,PT03M17.00S,2022-10-20T00:02:32.7Z,1,REGULAR,3pt,Jump Shot,[],200768,71.43561103810775,17.647058823529413,1610612748,21,16,2022-10-20T00:08:21Z,1090000,-162.0,216.0,1,right,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,,,,,,,,,,
112,PT03M13.00S,2022-10-20T00:02:36.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,21,16,2022-10-20T00:02:40Z,1100000,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,111.0,8.0,6.0,2.0,,,,,,,,,,,,
113,PT03M04.00S,2022-10-20T00:02:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630245,22.552562417871222,87.74509803921569,1610612741,21,19,2022-10-20T00:02:52Z,1110000,-189.0,159.0,1,left,A. Dosunmu 24' 3PT  (5 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,24.71,Made,,,,,,,,,,5.0,D. DeRozan,201942.0,2.0,,,,,
115,PT02M38.00S,2022-10-20T00:03:11.5Z,1,REGULAR,2pt,Jump Shot,[],1628997,74.45795006570303,69.6078431372549,1610612748,23,19,2022-10-20T00:03:21Z,1130000,98.0,188.0,1,right,C. Martin 21' pullup Jump Shot (7 PTS),[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,21.17,Made,,,,,,,,,,7.0,,,,,,,,
116,PT02M38.00S,2022-10-20T00:03:18.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,23,19,2022-10-20T00:03:18Z,1140000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,out,[],200768,,,1610612741,23,19,2022-10-20T00:05:57Z,1150000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,out,[],1628389,,,1610612741,23,19,2022-10-20T00:05:57Z,1160000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,out,[],1628997,,,1610612741,23,19,2022-10-20T00:05:57Z,1170000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,out,[],202696,,,1610612741,23,19,2022-10-20T00:05:57Z,1180000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,out,[],201942,,,1610612741,23,19,2022-10-20T00:05:57Z,1190000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,23,19,2022-10-20T00:05:57Z,1200000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,in,[],1629216,,,1610612741,23,19,2022-10-20T00:05:57Z,1210000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,in,[],202710,,,1610612741,23,19,2022-10-20T00:05:57Z,1220000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,in,[],203473,,,1610612741,23,19,2022-10-20T00:05:57Z,1230000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,23,19,2022-10-20T00:05:57Z,1240000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,in,[],203083,,,1610612741,23,19,2022-10-20T00:05:57Z,1250000,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M38.00S,2022-10-20T00:05:32.4Z,1,REGULAR,substitution,in,[],201609,,,1610612741,23,19,2022-10-20T00:05:57Z,1260000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M27.00S,2022-10-20T00:06:18.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.601182654402102,46.81372549019608,1610612741,23,21,2022-10-20T00:06:34Z,1270000,16.0,0.0,1,left,A. Drummond alley-oop DUNK (2 PTS) (G. Dragic 1 AST),"[203083, 201609]",1610612741.0,CHI,alley-oop,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,2.0,G. Dragic,201609.0,1.0,,,,,
131,PT02M27.00S,2022-10-20T00:06:28.5Z,1,REGULAR,foul,personal,['1freethrow'],203473,,,1610612741,23,21,2022-10-20T00:06:40Z,1290000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Drummond 1 FT),"[203473, 203083]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Drummond,203083.0
133,PT02M27.00S,2022-10-20T00:06:45.8Z,1,REGULAR,freethrow,1 of 1,[],203083,,,1610612741,23,22,2022-10-20T00:06:45Z,1310000,,,0,,A. Drummond Free Throw 1 of 1 (3 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
134,PT02M16.00S,2022-10-20T00:06:58.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,67.23061760840999,43.38235294117647,1610612748,26,22,2022-10-20T00:07:06Z,1320000,-33.0,256.0,1,right,M. Strus 25' 3PT  (3 PTS) (J. Butler 1 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.76,Made,,,,,,,,,,3.0,J. Butler,202710.0,1.0,,,,,
136,PT01M54.00S,2022-10-20T00:07:20.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,24.917871222076215,13.480392156862745,1610612741,26,25,2022-10-20T00:07:28Z,1340000,183.0,182.0,1,left,C. White 25' 3PT  (3 PTS) (G. Dragic 2 AST),"[1629632, 201609]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.76,Made,,,,,,,,,,3.0,G. Dragic,201609.0,2.0,,,,,
139,PT01M31.00S,2022-10-20T00:07:47.3Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,26,25,2022-10-20T00:07:53Z,1370000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M31.00S,2022-10-20T00:07:47.3Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,26,25,2022-10-20T00:07:53Z,1380000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M27.00S,2022-10-20T00:08:20.2Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612748,26,25,2022-10-20T00:08:27Z,1400000,,,0,,C. White shooting personal FOUL (1 PF) (Butler 2 FT),"[1629632, 202710]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Butler,202710.0
144,PT01M27.00S,2022-10-20T00:08:40.3Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,27,25,2022-10-20T00:08:40Z,1420000,,,0,,J. Butler Free Throw 1 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
145,PT01M27.00S,2022-10-20T00:09:03.7Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,28,25,2022-10-20T00:09:03Z,1430000,,,0,,J. Butler Free Throw 2 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
146,PT01M13.00S,2022-10-20T00:09:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,15.850854139290407,37.745098039215684,1610612741,28,25,2022-10-20T00:09:30Z,1440000,61.0,96.0,1,left,MISS G. Dragic 11' pullup Shot,[201609],1610612741.0,CHI,pullup,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Right,11.43,Missed,,,,,,,,,,,,,,,,,,
147,PT01M09.00S,2022-10-20T00:09:23.8Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,28,25,2022-10-20T00:09:30Z,1450000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,
148,PT01M06.00S,2022-10-20T00:09:29.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612748,28,25,2022-10-20T00:09:41Z,1460000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Butler 2 FT),"[203083, 202710]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Butler,202710.0
150,PT01M06.00S,2022-10-20T00:09:57.5Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,29,25,2022-10-20T00:09:57Z,1480000,,,0,,J. Butler Free Throw 1 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
151,PT01M06.00S,2022-10-20T00:10:13.5Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,30,25,2022-10-20T00:10:13Z,1490000,,,0,,J. Butler Free Throw 2 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
152,PT00M54.90S,2022-10-20T00:10:28.0Z,1,REGULAR,3pt,Jump Shot,[],201609,32.276609724047304,18.38235294117647,1610612741,30,28,2022-10-20T00:10:37Z,1500000,158.0,251.0,1,left,G. Dragic 29' 3PT fadeaway (3 PTS),[201609],1610612741.0,CHI,fadeaway,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,29.66,Made,,,,,,,,,,3.0,,,,,,,,
153,PT00M48.00S,2022-10-20T00:10:36.0Z,1,REGULAR,3pt,Jump Shot,[],203473,66.5735873850197,42.15686274509804,1610612748,33,28,2022-10-20T00:10:44Z,1510000,-39.0,262.0,1,right,D. Dedmon 26' 3PT  (3 PTS) (G. Vincent 1 AST),"[203473, 1629216]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,26.46,Made,,,,,,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,
155,PT00M34.30S,2022-10-20T00:10:54.0Z,1,REGULAR,3pt,Jump Shot,[],203083,25.969119579500656,85.04901960784314,1610612741,33,28,2022-10-20T00:11:03Z,1530000,-175.0,192.0,1,left,MISS A. Drummond 25' 3PT,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
156,PT00M31.00S,2022-10-20T00:10:57.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,33,28,2022-10-20T00:11:03Z,1540000,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,155.0,4.0,4.0,0.0,,,,,,,,,,,,
157,PT00M16.30S,2022-10-20T00:11:12.1Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612748,33,28,2022-10-20T00:11:32Z,1550000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 201609]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,Dragic,201609.0,,,,,,,,,
158,PT00M16.30S,2022-10-20T00:11:12.1Z,1,REGULAR,steal,,[],201609,,,1610612741,33,28,2022-10-20T00:11:14Z,1560000,,,0,,G. Dragic STEAL (1 STL),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
159,PT00M04.20S,2022-10-20T00:11:28.2Z,1,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,33,28,2022-10-20T00:12:23Z,1570000,,,0,,C. White step out-of-bounds TURNOVER (1 TO),[1629632],1610612741.0,CHI,step,,,White,C. White,,,,,Left Corner 3,24+ Left,,,,,,,,,1.0,,,,,,,101284.0,,,,
160,PT00M04.20S,2022-10-20T00:11:35.9Z,1,REGULAR,substitution,out,[],203473,,,1610612748,33,28,2022-10-20T00:11:43Z,1580000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M04.20S,2022-10-20T00:11:35.9Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,33,28,2022-10-20T00:11:43Z,1590000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2022-10-20T00:12:05.9Z,1,REGULAR,period,end,[],0,,,1610612748,33,28,2022-10-20T00:12:05Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-20T00:14:12.1Z,2,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,33,28,2022-10-20T00:14:38Z,1610000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-20T00:14:12.1Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612748,33,28,2022-10-20T00:14:38Z,1620000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-20T00:14:12.1Z,2,REGULAR,substitution,in,['startperiod'],203473,,,1610612748,33,28,2022-10-20T00:14:38Z,1630000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-10-20T00:14:12.1Z,2,REGULAR,substitution,in,['startperiod'],1630172,,,1610612748,33,28,2022-10-20T00:14:38Z,1640000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-10-20T00:14:39.2Z,2,REGULAR,period,start,[],0,,,1610612741,33,28,2022-10-20T00:14:39Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M45.00S,2022-10-20T00:14:53.4Z,2,REGULAR,2pt,Jump Shot,[],1630172,18.74178712220762,27.941176470588236,1610612741,33,28,2022-10-20T00:15:00Z,1660000,110.0,124.0,1,left,MISS P. Williams 16' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,16.57,Missed,,,,,,,,,,,,,,,,,,
169,PT11M41.00S,2022-10-20T00:14:57.4Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,33,28,2022-10-20T00:15:00Z,1670000,,,0,,J. Butler REBOUND (Off:0 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,168.0,5.0,5.0,0.0,,,,,,,,,,,,
170,PT11M37.00S,2022-10-20T00:15:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629130,66.5735873850197,48.77450980392157,1610612748,36,28,2022-10-20T00:15:20Z,1680000,-6.0,262.0,1,right,D. Robinson 26' 3PT  (3 PTS) (J. Butler 2 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,26.18,Made,,,,,,,,,,3.0,J. Butler,202710.0,2.0,,,,,
172,PT11M21.00S,2022-10-20T00:15:17.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,5.995400788436268,96.07843137254902,1610612741,36,28,2022-10-20T00:15:30Z,1700000,-230.0,4.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
173,PT11M21.00S,2022-10-20T00:15:17.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,36,28,2022-10-20T00:15:30Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,172.0,,,,,,,,,,,,,,,
174,PT11M21.00S,2022-10-20T00:15:25.4Z,2,REGULAR,foul,personal,[],203473,,,1610612741,36,28,2022-10-20T00:15:41Z,1720000,,,0,,D. Dedmon loose ball personal FOUL (2 PF),"[203473, 203083]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Drummond,203083.0
