actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
519,PT08M34.00S,2022-10-22T01:34:24.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,6.652431011826544,97.54901960784314,1610612738,84,96,2022-10-22T01:34:30Z,5090000,-238.0,10.0,1,left,S. Hauser 3PT  (6 PTS) (A. Horford 1 AST),"[1630573, 201143]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,,,,23.79,Made,6.0,,,,,A. Horford,201143.0,1.0,,
521,PT08M34.00S,2022-10-22T01:34:29.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,84,96,2022-10-22T01:34:29Z,5110000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M34.00S,2022-10-22T01:35:15.5Z,4,REGULAR,substitution,out,[],1629622,,,1610612748,84,96,2022-10-22T01:37:35Z,5120000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M34.00S,2022-10-22T01:35:15.5Z,4,REGULAR,substitution,out,[],1627763,,,1610612748,84,96,2022-10-22T01:37:35Z,5130000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M34.00S,2022-10-22T01:35:15.5Z,4,REGULAR,substitution,out,[],1630573,,,1610612748,84,96,2022-10-22T01:37:35Z,5140000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M34.00S,2022-10-22T01:35:15.5Z,4,REGULAR,substitution,in,[],200768,,,1610612748,84,96,2022-10-22T01:37:35Z,5150000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M34.00S,2022-10-22T01:35:15.5Z,4,REGULAR,substitution,in,[],203935,,,1610612748,84,96,2022-10-22T01:37:35Z,5160000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M34.00S,2022-10-22T01:35:15.5Z,4,REGULAR,substitution,in,[],1628401,,,1610612748,84,96,2022-10-22T01:37:35Z,5170000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M15.00S,2022-10-22T01:38:15.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,94.56307490144546,55.14705882352941,1610612748,84,96,2022-10-22T01:38:20Z,5180000,26.0,-1.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,2.57,Missed,,,,,,,,,,
529,PT08M13.00S,2022-10-22T01:38:17.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,84,96,2022-10-22T01:38:20Z,5190000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,528.0,4.0,3.0,1.0,,,,,
530,PT08M08.00S,2022-10-22T01:38:23.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,7.178055190538765,46.07843137254902,1610612738,84,98,2022-10-22T01:42:20Z,5200000,20.0,15.0,1,left,J. Brown running Layup (26 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,2.47,Made,26.0,,,,,,,,,
531,PT07M52.00S,2022-10-22T01:38:38.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,83.39356110381078,36.51960784313725,1610612748,86,98,2022-10-22T01:38:54Z,5210000,-67.0,104.0,1,right,J. Butler 12' turnaround fadeaway Jump Shot (14 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,12.36,Made,14.0,,,,,,,,,
532,PT07M30.00S,2022-10-22T01:39:01.2Z,4,REGULAR,2pt,Jump Shot,[],1627759,20.844283837056505,32.59803921568628,1610612738,86,100,2022-10-22T01:39:06Z,5220000,87.0,143.0,1,left,J. Brown 16' turnaround fadeaway Jump Shot (28 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,16.77,Made,28.0,,,,,,,,,
533,PT07M23.00S,2022-10-22T01:39:07.3Z,4,REGULAR,3pt,Jump Shot,[],1629216,77.7431011826544,89.95098039215686,1610612748,89,100,2022-10-22T01:39:19Z,5230000,200.0,157.0,1,right,G. Vincent 25' 3PT  (12 PTS) (K. Lowry 5 AST),"[1629216, 200768]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.39,Made,12.0,,,,,K. Lowry,200768.0,5.0,,
535,PT07M08.00S,2022-10-22T01:39:29.9Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,89,100,2022-10-22T01:39:44Z,5250000,,,0,,J. Brown off-the-ball offensive FOUL (4 PF),"[1627759, 1629216]",1610612738.0,BOS,off-the-ball,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,1162.0,4.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,
537,PT07M08.00S,2022-10-22T01:39:29.9Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,89,100,2022-10-22T01:39:29Z,5270000,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,1162.0,,,,,2.0,,,,,,,,,,,,,,
538,PT07M08.00S,2022-10-22T01:39:42.4Z,4,REGULAR,substitution,out,[],1628997,,,1610612748,89,100,2022-10-22T01:39:54Z,5280000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M08.00S,2022-10-22T01:39:42.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,89,100,2022-10-22T01:39:54Z,5290000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M08.00S,2022-10-22T01:39:42.4Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,89,100,2022-10-22T01:39:54Z,5300000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M08.00S,2022-10-22T01:39:42.4Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,89,100,2022-10-22T01:39:54Z,5310000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M50.00S,2022-10-22T01:40:07.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629216,78.40013140604468,66.17647058823529,1610612748,91,100,2022-10-22T01:40:25Z,5320000,81.0,151.0,1,right,G. Vincent 17' pullup Jump Shot (14 PTS) (J. Butler 5 AST),"[1629216, 202710]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,,,,,,,,,17.09,Made,14.0,,,,,J. Butler,202710.0,5.0,,
544,PT06M32.00S,2022-10-22T01:40:26.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,17.296320630749015,62.254901960784316,1610612738,91,100,2022-10-22T01:40:34Z,5340000,-61.0,110.0,1,left,MISS J. Tatum 12' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,12.6,Missed,,,,,,,,,,
545,PT06M27.00S,2022-10-22T01:40:31.0Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,91,100,2022-10-22T01:40:34Z,5350000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,544.0,3.0,3.0,0.0,,,,,
546,PT06M27.00S,2022-10-22T01:40:31.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],200768,71.04139290407359,79.16666666666666,1610612748,91,100,2022-10-22T01:40:40Z,5360000,146.0,220.0,1,right,MISS K. Lowry 26' running pullup 3PT,[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.37,Missed,,,,,,,,,,
547,PT06M26.00S,2022-10-22T01:40:32.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,91,100,2022-10-22T01:40:40Z,5370000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,546.0,,,,,,,,
549,PT06M09.00S,2022-10-22T01:41:05.0Z,4,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,91,100,2022-10-22T01:41:11Z,5390000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (3 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,202007.0,,,,,3.0,,,,,,,,,,,,,,
550,PT06M09.00S,2022-10-22T01:41:15.7Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,91,100,2022-10-22T01:41:24Z,5400000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,
551,PT05M54.00S,2022-10-22T01:41:33.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202710,78.53153745072274,68.62745098039215,1610612748,93,100,2022-10-22T01:41:41Z,5410000,93.0,149.0,1,right,J. Butler 17' fadeaway Jump Shot (16 PTS) (K. Lowry 6 AST),"[202710, 200768]",1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,,,17.59,Made,16.0,,,,,K. Lowry,200768.0,6.0,,
553,PT05M44.00S,2022-10-22T01:41:50.5Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,93,100,2022-10-22T01:41:58Z,5430000,,,0,,J. Brown off-the-ball offensive FOUL (5 PF),"[1627759, 1629216]",1610612738.0,BOS,off-the-ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,202007.0,5.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,
555,PT05M44.00S,2022-10-22T01:41:50.5Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,93,100,2022-10-22T01:41:50Z,5450000,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,3.0,,,,,,,,,,,,,,
556,PT05M44.00S,2022-10-22T01:42:00.2Z,4,REGULAR,substitution,out,[],1627759,,,1610612748,93,100,2022-10-22T01:42:05Z,5460000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M44.00S,2022-10-22T01:42:00.2Z,4,REGULAR,substitution,in,[],1629684,,,1610612748,93,100,2022-10-22T01:42:05Z,5470000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M27.00S,2022-10-22T01:42:29.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,93.11760840998686,54.65686274509803,1610612748,93,100,2022-10-22T01:42:39Z,5480000,23.0,12.0,1,right,MISS J. Butler Layup - blocked,"[202710, 1628401]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,2.63,Missed,,,,,,,,,White,1628401.0
559,PT05M27.00S,2022-10-22T01:42:29.3Z,4,REGULAR,block,,[],1628401,,,1610612748,93,100,2022-10-22T01:42:32Z,5490000,,,0,,D. White BLOCK (3 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
560,PT05M27.00S,2022-10-22T01:42:29.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,93,100,2022-10-22T01:42:39Z,5500000,,,0,,G. Williams REBOUND (Off:1 Def:6),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,558.0,7.0,6.0,1.0,,,,,
561,PT05M27.00S,2022-10-22T01:42:38.7Z,4,REGULAR,foul,personal,[],200768,,,1610612738,93,100,2022-10-22T01:42:45Z,5510000,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 1629684]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,1162.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
563,PT05M07.00S,2022-10-22T01:43:11.9Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,93,100,2022-10-22T01:43:17Z,5530000,,,0,,J. Tatum traveling TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,201245.0,,,,,2.0,,,,,,,,,,,,,,
565,PT04M48.00S,2022-10-22T01:43:45.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202710,79.45137976346912,35.78431372549019,1610612748,93,100,2022-10-22T01:44:02Z,5550000,-71.0,141.0,1,right,MISS J. Butler 15' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Center,,,,,,,,,15.76,Missed,,,,,,,,,,
566,PT04M46.00S,2022-10-22T01:43:47.5Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,93,100,2022-10-22T01:44:02Z,5560000,,,0,,D. White REBOUND (Off:0 Def:7),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,565.0,7.0,7.0,0.0,,,,,
567,PT04M31.00S,2022-10-22T01:44:03.4Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,93,100,2022-10-22T01:44:08Z,5570000,,,0,,M. Smart bad pass TURNOVER (5 TO),"[203935, 200768]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,5.0,Lowry,200768.0,,,,,,,,,,,,
568,PT04M31.00S,2022-10-22T01:44:03.4Z,4,REGULAR,steal,,[],200768,,,1610612748,93,100,2022-10-22T01:44:05Z,5580000,,,0,,K. Lowry STEAL (3 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
569,PT04M17.00S,2022-10-22T01:44:20.8Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,93,100,2022-10-22T01:44:37Z,5590000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 200768]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,201245.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
571,PT04M17.00S,2022-10-22T01:44:37.5Z,4,REGULAR,substitution,out,[],1628401,,,1610612748,93,100,2022-10-22T01:44:42Z,5610000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M17.00S,2022-10-22T01:44:37.5Z,4,REGULAR,substitution,in,[],1627763,,,1610612748,93,100,2022-10-22T01:44:42Z,5620000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M12.00S,2022-10-22T01:44:55.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202710,93.11760840998686,48.529411764705884,1610612748,95,100,2022-10-22T01:45:02Z,5630000,-7.0,12.0,1,right,J. Butler cutting DUNK (18 PTS) (B. Adebayo 4 AST),"[202710, 1628389]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,1.43,Made,18.0,,,,,B. Adebayo,1628389.0,4.0,,
575,PT03M49.00S,2022-10-22T01:45:18.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,51.71568627450981,1610612738,95,100,2022-10-22T01:45:27Z,5650000,-9.0,21.0,1,left,MISS J. Tatum cutting Layup,[1628369],1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,2.28,Missed,,,,,,,,,,
576,PT03M47.00S,2022-10-22T01:45:20.1Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,95,100,2022-10-22T01:45:20Z,5660000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,575.0,4.0,2.0,2.0,,,,,
577,PT03M46.00S,2022-10-22T01:45:21.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,6.652431011826544,50.49019607843137,1610612738,95,102,2022-10-22T01:45:30Z,5670000,-2.0,10.0,1,left,J. Tatum driving reverse Layup (25 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,1.03,Made,25.0,,,,,,,,,
578,PT03M46.00S,2022-10-22T01:45:35.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,95,102,2022-10-22T01:45:35Z,5680000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M25.00S,2022-10-22T01:49:09.1Z,4,REGULAR,3pt,Jump Shot,[],1629216,76.03482260183968,86.27450980392157,1610612748,95,102,2022-10-22T01:49:15Z,5690000,181.0,173.0,1,right,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.05,Missed,,,,,,,,,,
580,PT03M22.00S,2022-10-22T01:49:11.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,95,102,2022-10-22T01:49:11Z,5700000,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,579.0,5.0,4.0,1.0,,,,,
581,PT03M04.00S,2022-10-22T01:49:30.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,8.886333771353483,51.225490196078425,1610612738,95,104,2022-10-22T01:49:37Z,5710000,-6.0,31.0,1,left,J. Tatum driving floating Jump Shot (27 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,3.16,Made,27.0,,,,,,,,,
582,PT02M51.00S,2022-10-22T01:49:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,92.59198423127464,47.794117647058826,1610612748,95,104,2022-10-22T01:49:55Z,5720000,-11.0,17.0,1,right,MISS G. Vincent driving reverse Layup,[1629216],1610612748.0,MIA,driving reverse,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,2.03,Missed,,,,,,,,,,
583,PT02M51.00S,2022-10-22T01:49:43.1Z,4,REGULAR,rebound,offensive,[],200768,,,1610612748,95,104,2022-10-22T01:49:55Z,5730000,,,0,,K. Lowry REBOUND (Off:1 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,582.0,4.0,3.0,1.0,,,,,
584,PT02M51.00S,2022-10-22T01:49:52.1Z,4,REGULAR,foul,personal,[],201143,,,1610612748,95,104,2022-10-22T01:50:02Z,5740000,,,0,,A. Horford personal FOUL (2 PF),"[201143, 200768]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,202007.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
586,PT02M42.00S,2022-10-22T01:50:11.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,93.77463863337714,45.83333333333333,1610612748,97,104,2022-10-22T01:50:17Z,5760000,-21.0,6.0,1,right,T. Herro driving finger roll Layup (23 PTS) (B. Adebayo 5 AST),"[1629639, 1628389]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,2.16,Made,23.0,,,,,B. Adebayo,1628389.0,5.0,,
588,PT02M28.00S,2022-10-22T01:50:29.1Z,4,REGULAR,foul,personal,[],200768,,,1610612738,97,104,2022-10-22T01:50:36Z,5780000,,,0,,K. Lowry personal FOUL (3 PF),"[200768, 203935]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,201245.0,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
590,PT02M13.00S,2022-10-22T01:51:08.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.5946123521682,50.0,1610612738,97,104,2022-10-22T01:51:15Z,5800000,0.0,47.0,1,left,MISS J. Tatum cutting Layup - blocked,"[1628369, 1629639]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.71,Missed,,,,,,,,,Herro,1629639.0
591,PT02M13.00S,2022-10-22T01:51:08.8Z,4,REGULAR,block,,[],1629639,,,1610612738,97,104,2022-10-22T01:51:11Z,5810000,,,0,,T. Herro BLOCK (2 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
592,PT02M09.00S,2022-10-22T01:51:12.8Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,97,104,2022-10-22T01:51:15Z,5820000,,,0,,B. Adebayo REBOUND (Off:3 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,590.0,7.0,4.0,3.0,,,,,
593,PT02M01.00S,2022-10-22T01:51:20.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,86.02168199737189,43.872549019607845,1610612748,97,104,2022-10-22T01:51:27Z,5830000,-31.0,79.0,1,right,MISS K. Lowry 8' turnaround fadeaway Shot - blocked,"[200768, 1629684]",1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,8.46,Missed,,,,,,,,,Williams,1629684.0
594,PT02M01.00S,2022-10-22T01:51:20.2Z,4,REGULAR,block,,[],1629684,,,1610612748,97,104,2022-10-22T01:51:23Z,5840000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
595,PT01M57.00S,2022-10-22T01:51:24.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,97,104,2022-10-22T01:51:27Z,5850000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,593.0,5.0,4.0,1.0,,,,,
596,PT01M54.00S,2022-10-22T01:51:27.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203935,28.597240473061763,18.872549019607842,1610612738,97,104,2022-10-22T01:53:04Z,5860000,156.0,216.0,1,left,MISS M. Smart 26' running 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.65,Missed,,,,,,,,,,
597,PT01M50.00S,2022-10-22T01:51:31.7Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,97,104,2022-10-22T01:53:04Z,5870000,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,596.0,8.0,5.0,3.0,,,,,
598,PT01M40.00S,2022-10-22T01:51:41.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.85479632063075,49.01960784313725,1610612748,99,104,2022-10-22T01:51:46Z,5880000,-5.0,15.0,1,right,B. Adebayo Layup (19 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,1.55,Made,19.0,,,,,T. Herro,1629639.0,3.0,,
600,PT01M22.00S,2022-10-22T01:52:05.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.440867279894875,46.32352941176471,1610612738,99,106,2022-10-22T01:52:10Z,5900000,18.0,17.0,1,left,M. Smart driving Layup (8 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,2.53,Made,8.0,,,,,,,,,
601,PT01M07.00S,2022-10-22T01:52:20.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,80.6340341655716,54.41176470588235,1610612748,99,106,2022-10-22T01:52:39Z,5910000,22.0,130.0,1,right,MISS B. Adebayo 13' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,13.14,Missed,,,,,,,,,,
602,PT01M03.00S,2022-10-22T01:52:24.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,99,106,2022-10-22T01:52:31Z,5920000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,601.0,5.0,3.0,2.0,,,,,
603,PT00M47.20S,2022-10-22T01:52:47.3Z,4,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612738,99,106,2022-10-22T01:52:53Z,5930000,,,0,,T. Herro shooting personal FOUL (3 PF) (Tatum 2 FT),"[1629639, 1628369]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1162.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
