actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
431,PT01M17.00S,2022-11-03T01:10:30.1Z,3,REGULAR,turnover,out-of-bounds,[],203473,,,1610612748,73,74,2022-11-03T01:10:36Z,4280000,,,0,,D. Dedmon bad pass out-of-bounds TURNOVER (1 TO),[203473],1610612748.0,MIA,bad pass,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2715.0,1.0,,,,,,,,
432,PT01M17.00S,2022-11-03T01:10:32.8Z,3,REGULAR,substitution,out,[],1631099,,,1610612758,73,74,2022-11-03T01:10:37Z,4290000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT01M17.00S,2022-11-03T01:10:32.8Z,3,REGULAR,substitution,in,[],1628989,,,1610612758,73,74,2022-11-03T01:10:37Z,4300000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT01M01.00S,2022-11-03T01:10:56.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626158,10.463206307490145,57.107843137254896,1610612758,73,76,2022-11-03T01:11:01Z,4310000,-36.0,46.0,1,left,R. Holmes floating Jump Shot (2 PTS) (M. Monk 6 AST),"[1626158, 1628370]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,,,,,2.0,M. Monk,1628370.0,6.0,,,,,,,,,,
436,PT00M40.30S,2022-11-03T01:11:19.8Z,3,REGULAR,2pt,Jump Shot,[],203473,93.38042049934296,66.42156862745098,1610612748,75,76,2022-11-03T01:11:24Z,4330000,82.0,10.0,1,right,D. Dedmon 8' floating Jump Shot (10 PTS) (G. Vincent 4 AST),"[203473, 1629216]",1610612748.0,MIA,floating,,,Dedmon,D. Dedmon,,,,,Mid-Range,8-16 Right,8.27,Made,,,,,10.0,G. Vincent,1629216.0,4.0,,,,,,,,,,
438,PT00M34.70S,2022-11-03T01:11:30.4Z,3,REGULAR,foul,offensive,[],203521,,,1610612758,75,76,2022-11-03T01:12:15Z,4350000,,,0,,M. Dellavedova offensive FOUL (2 PF),"[203521, 1628997]",1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1193.0,,,,2.0,0.0,Martin,1628997.0,,
440,PT00M34.70S,2022-11-03T01:11:30.4Z,3,REGULAR,turnover,offensive foul,[],203521,,,1610612758,75,76,2022-11-03T01:12:15Z,4370000,,,0,,M. Dellavedova offensive foul TURNOVER (2 TO),[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1193.0,2.0,,,,,,,,
441,PT00M34.70S,2022-11-03T01:12:03.7Z,3,REGULAR,substitution,out,[],1626168,,,1610612748,75,76,2022-11-03T01:12:07Z,4380000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT00M34.70S,2022-11-03T01:12:03.7Z,3,REGULAR,substitution,in,[],1630558,,,1610612748,75,76,2022-11-03T01:12:07Z,4390000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT00M23.50S,2022-11-03T01:12:25.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628997,93.24901445466492,47.549019607843135,1610612748,77,76,2022-11-03T01:12:31Z,4400000,-12.0,11.0,1,right,C. Martin Layup (8 PTS) (D. Dedmon 2 AST),"[1628997, 203473]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,8.0,D. Dedmon,203473.0,2.0,,,,,,,,,,
445,PT00M16.60S,2022-11-03T01:12:38.6Z,3,REGULAR,foul,personal,[],1629216,,,1610612758,77,76,2022-11-03T01:12:47Z,4420000,,,0,,G. Vincent personal FOUL (2 PF),"[1629216, 203521]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2715.0,,,,2.0,0.0,Dellavedova,203521.0,,
447,PT00M16.60S,2022-11-03T01:12:54.0Z,3,REGULAR,substitution,out,[],203521,,,1610612758,77,76,2022-11-03T01:12:58Z,4440000,,,0,,SUB out: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M16.60S,2022-11-03T01:12:54.0Z,3,REGULAR,substitution,in,[],1631099,,,1610612758,77,76,2022-11-03T01:12:58Z,4450000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT00M04.80S,2022-11-03T01:13:15.3Z,3,REGULAR,3pt,Jump Shot,[],1628989,27.414586070959263,10.294117647058822,1610612758,77,76,2022-11-03T01:13:20Z,4460000,199.0,205.0,1,left,MISS K. Huerter 28' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,28.55,Missed,,,,,,,,,,,,,,,,,,
450,PT00M02.20S,2022-11-03T01:13:17.9Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,77,76,2022-11-03T01:13:17Z,4470000,,,0,,D. Robinson REBOUND (Off:0 Def:6),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,449.0,6.0,6.0,0.0,,,,,,,,,,,,,,
451,PT00M00.80S,2022-11-03T01:13:22.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,65.25952693823915,86.51960784313727,1610612748,77,76,2022-11-03T01:13:40Z,4480000,183.0,274.0,1,right,MISS T. Herro 32' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,32.94,Missed,,,,,,,,,,,,,,,,,,
452,PT00M00.10S,2022-11-03T01:13:22.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,77,76,2022-11-03T01:13:40Z,4490000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,451.0,,,,,,,,,,,,,,,,,
453,PT00M00.00S,2022-11-03T01:13:45.3Z,3,REGULAR,period,end,[],0,,,1610612748,77,76,2022-11-03T01:13:45Z,4500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2022-11-03T01:14:44.1Z,4,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,77,76,2022-11-03T01:16:09Z,4510000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2022-11-03T01:14:44.1Z,4,REGULAR,substitution,out,['startperiod'],1628997,,,1610612748,77,76,2022-11-03T01:16:09Z,4520000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2022-11-03T01:14:44.1Z,4,REGULAR,substitution,out,['startperiod'],1630558,,,1610612748,77,76,2022-11-03T01:16:09Z,4530000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2022-11-03T01:14:44.1Z,4,REGULAR,substitution,in,['startperiod'],1629622,,,1610612748,77,76,2022-11-03T01:16:09Z,4540000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-11-03T01:14:44.1Z,4,REGULAR,substitution,in,['startperiod'],200768,,,1610612748,77,76,2022-11-03T01:16:09Z,4550000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-11-03T01:14:44.1Z,4,REGULAR,substitution,in,['startperiod'],203521,,,1610612748,77,76,2022-11-03T01:16:09Z,4560000,,,0,,SUB in: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-11-03T01:16:08.2Z,4,REGULAR,period,start,[],0,,,1610612748,77,76,2022-11-03T01:16:10Z,4570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT11M51.00S,2022-11-03T01:16:21.6Z,4,REGULAR,foul,personal,[],203521,,,1610612748,77,76,2022-11-03T01:16:28Z,4580000,,,0,,M. Dellavedova personal FOUL (3 PF),"[203521, 200768]",1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2715.0,,,,3.0,0.0,Lowry,200768.0,,
463,PT11M34.00S,2022-11-03T01:16:48.3Z,4,REGULAR,3pt,Jump Shot,[],200768,95.3515111695138,3.9215686274509802,1610612748,77,76,2022-11-03T01:17:13Z,4600000,-230.0,-9.0,1,right,MISS K. Lowry 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
464,PT11M32.00S,2022-11-03T01:16:50.3Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,77,76,2022-11-03T01:17:13Z,4610000,,,0,,K. Murray REBOUND (Off:0 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,463.0,3.0,3.0,0.0,,,,,,,,,,,,,,
465,PT11M23.00S,2022-11-03T01:17:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,6.521024967148489,44.6078431372549,1610612758,77,76,2022-11-03T01:17:05Z,4620000,27.0,9.0,1,left,MISS K. Huerter driving Layup - blocked,"[1628989, 203473]",1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,Dedmon,203473.0
466,PT11M23.00S,2022-11-03T01:17:00.0Z,4,REGULAR,block,,[],203473,,,1610612758,77,76,2022-11-03T01:17:02Z,4630000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
467,PT11M20.00S,2022-11-03T01:17:03.0Z,4,REGULAR,rebound,offensive,[],1626158,,,1610612758,77,76,2022-11-03T01:17:05Z,4640000,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,465.0,2.0,1.0,1.0,,,,,,,,,,,,,,
468,PT11M18.00S,2022-11-03T01:17:03.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626158,5.732588699080158,47.549019607843135,1610612758,77,78,2022-11-03T01:17:11Z,4650000,12.0,1.0,1,left,R. Holmes Hook (4 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,4.0,,,,,,,,,,,,,
469,PT11M05.00S,2022-11-03T01:17:16.9Z,4,REGULAR,3pt,Jump Shot,[],1629216,69.85873850197109,21.323529411764707,1610612748,80,78,2022-11-03T01:17:22Z,4660000,-143.0,231.0,1,right,G. Vincent 27' 3PT  (7 PTS) (D. Dedmon 3 AST),"[1629216, 203473]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,27.17,Made,,,,,7.0,D. Dedmon,203473.0,3.0,,,,,,,,,,
471,PT11M05.00S,2022-11-03T01:17:22.2Z,4,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612748,80,78,2022-11-03T01:19:43Z,4680000,,,0,,K. Murray flagrant-type-1 personal FOUL (1 PF) (Vincent 1 FT),"[1631099, 1629216]",1610612758.0,SAC,flagrant-type-1,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2715.0,,,,1.0,0.0,Vincent,1629216.0,,
474,PT11M05.00S,2022-11-03T01:19:40.8Z,4,REGULAR,freethrow,1 of 1,[],1629216,,,1610612748,81,78,2022-11-03T01:20:01Z,4710000,,,0,,G. Vincent flagrant Free Throw 1 of 1 (8 PTS),[1629216],1610612748.0,MIA,flagrant,,,Vincent,G. Vincent,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
475,PT10M59.00S,2022-11-03T01:20:09.2Z,4,REGULAR,3pt,Jump Shot,[],1629130,87.20433639947439,3.6764705882352944,1610612748,81,78,2022-11-03T01:20:16Z,4720000,-232.0,68.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,24.13,Missed,,,,,,,,,,,,,,,,,,
476,PT10M53.00S,2022-11-03T01:20:14.7Z,4,REGULAR,rebound,defensive,[],1626158,,,1610612758,81,78,2022-11-03T01:20:14Z,4730000,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Left Corner 3,24+ Left,,,475.0,3.0,2.0,1.0,,,,,,,,,,,,,,
477,PT10M43.00S,2022-11-03T01:20:24.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203521,11.908672798948752,50.73529411764706,1610612758,81,78,2022-11-03T01:20:31Z,4740000,-4.0,59.0,1,left,MISS M. Dellavedova driving floating Shot,[203521],1610612758.0,SAC,driving floating,,,Dellavedova,M. Dellavedova,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
478,PT10M41.00S,2022-11-03T01:20:26.9Z,4,REGULAR,rebound,offensive,[],203521,,,1610612758,81,78,2022-11-03T01:20:26Z,4750000,,,0,,M. Dellavedova REBOUND (Off:1 Def:1),[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,In The Paint (Non-RA),0-8 Center,,,477.0,2.0,1.0,1.0,,,,,,,,,,,,,,
479,PT10M35.00S,2022-11-03T01:20:33.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203521,11.645860709592641,42.15686274509804,1610612758,81,80,2022-11-03T01:20:38Z,4760000,39.0,57.0,1,left,M. Dellavedova 6' driving Hook (5 PTS),[203521],1610612758.0,SAC,driving,,,Dellavedova,M. Dellavedova,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,,,,,5.0,,,,,,,,,,,,,
480,PT10M15.00S,2022-11-03T01:20:52.4Z,4,REGULAR,3pt,Jump Shot,[],1629622,68.67608409986859,73.77450980392157,1610612748,81,80,2022-11-03T01:21:26Z,4770000,119.0,242.0,1,right,MISS M. Strus 26' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,,,,,,,,
481,PT10M12.00S,2022-11-03T01:20:55.4Z,4,REGULAR,rebound,defensive,[],1626158,,,1610612758,81,80,2022-11-03T01:20:57Z,4780000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Right Center,,,480.0,4.0,3.0,1.0,,,,,,,,,,,,,,
482,PT10M04.00S,2022-11-03T01:21:04.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628370,6.915243101182654,41.66666666666667,1610612758,81,82,2022-11-03T01:21:10Z,4790000,42.0,13.0,1,left,M. Monk driving bank Hook (17 PTS),[1628370],1610612758.0,SAC,driving bank,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,4.35,Made,,,,,17.0,,,,,,,,,,,,,
483,PT09M55.00S,2022-11-03T01:21:16.3Z,4,REGULAR,foul,personal,[],1628370,,,1610612748,81,82,2022-11-03T01:22:01Z,4800000,,,0,,M. Monk personal FOUL (3 PF),"[1628370, 1629216]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1193.0,,,,3.0,0.0,Vincent,1629216.0,,
485,PT09M55.00S,2022-11-03T01:21:23.2Z,4,REGULAR,substitution,out,[],203473,,,1610612748,81,82,2022-11-03T01:21:34Z,4820000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT09M55.00S,2022-11-03T01:21:23.2Z,4,REGULAR,substitution,in,[],1628389,,,1610612748,81,82,2022-11-03T01:21:34Z,4830000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT09M45.00S,2022-11-03T01:21:58.4Z,4,REGULAR,3pt,Jump Shot,[],1629216,76.82325886990802,87.99019607843137,1610612748,81,82,2022-11-03T01:22:04Z,4840000,190.0,165.0,1,right,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
488,PT09M41.00S,2022-11-03T01:22:02.4Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,81,82,2022-11-03T01:22:04Z,4850000,,,0,,K. Murray REBOUND (Off:0 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,487.0,4.0,4.0,0.0,,,,,,,,,,,,,,
519,PT09M34.00S,2022-11-03T01:22:22.2Z,4,REGULAR,turnover,lost ball,[],1631099,,,1610612758,81,82,2022-11-03T01:26:33Z,4895000,,,0,,K. Murray lost ball TURNOVER (2 TO),"[1631099, 200768]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,2.0,Lowry,200768.0,,,,,,
520,PT09M34.00S,2022-11-03T01:22:22.2Z,4,REGULAR,steal,,[],200768,,,1610612748,81,82,2022-11-03T01:26:33Z,4902500,,,0,,K. Lowry STEAL (2 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
598,PT09M26.00S,2022-11-03T01:22:29.0Z,4,REGULAR,turnover,bad pass,[],200768,,,1610612748,81,82,2022-11-03T01:45:39Z,4906250,,,0,,K. Lowry bad pass TURNOVER (3 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,3.0,,,,,,,,
494,PT09M26.00S,2022-11-03T01:22:35.8Z,4,REGULAR,foul,personal,[],1628389,,,1610612758,81,82,2022-11-03T01:45:39Z,4910000,,,0,,B. Adebayo loose ball personal FOUL (4 PF),"[1628389, 203521]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2715.0,,,,4.0,0.0,Dellavedova,203521.0,,
497,PT09M26.00S,2022-11-03T01:22:49.3Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,81,82,2022-11-03T01:45:39Z,4955000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT09M26.00S,2022-11-03T01:22:49.3Z,4,REGULAR,substitution,out,[],1631099,,,1610612758,81,82,2022-11-03T01:45:39Z,4967500,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M26.00S,2022-11-03T01:22:49.3Z,4,REGULAR,substitution,in,[],203084,,,1610612758,81,82,2022-11-03T01:45:39Z,4973750,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M26.00S,2022-11-03T01:22:49.3Z,4,REGULAR,substitution,in,[],1629056,,,1610612758,81,82,2022-11-03T01:45:39Z,4976875,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M15.00S,2022-11-03T01:23:04.7Z,4,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612758,81,82,2022-11-03T01:23:19Z,4980000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Davis 2 FT),"[1629130, 1629056]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,,,,1.0,0.0,Davis,1629056.0,,
503,PT09M15.00S,2022-11-03T01:23:32.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629056,,,1610612758,81,83,2022-11-03T01:45:39Z,5000000,,,0,,T. Davis Free Throw 1 of 2 (1 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
504,PT09M15.00S,2022-11-03T01:23:32.8Z,4,REGULAR,substitution,out,[],1626158,,,1610612758,81,83,2022-11-03T01:23:40Z,5010000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M15.00S,2022-11-03T01:23:32.8Z,4,REGULAR,substitution,in,[],1627734,,,1610612758,81,83,2022-11-03T01:23:40Z,5020000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M15.00S,2022-11-03T01:23:32.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629056,,,1610612758,81,84,2022-11-03T01:45:39Z,5030000,,,0,,T. Davis Free Throw 2 of 2 (2 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
507,PT09M07.00S,2022-11-03T01:23:56.9Z,4,REGULAR,foul,personal,[],1629056,,,1610612748,81,84,2022-11-03T01:24:11Z,5040000,,,0,,T. Davis personal FOUL (2 PF),"[1629056, 1628389]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1626300.0,,,,2.0,0.0,Adebayo,1628389.0,,
509,PT09M02.00S,2022-11-03T01:24:32.4Z,4,REGULAR,turnover,bad pass,[],1628389,,,1610612748,81,84,2022-11-03T01:24:36Z,5060000,,,0,,B. Adebayo bad pass TURNOVER (4 TO),"[1628389, 203521]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,4.0,Dellavedova,203521.0,,,,,,
510,PT09M02.00S,2022-11-03T01:24:32.4Z,4,REGULAR,steal,,[],203521,,,1610612758,81,84,2022-11-03T01:27:18Z,5070000,,,0,,M. Dellavedova STEAL (1 STL),[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
511,PT08M58.00S,2022-11-03T01:24:35.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628989,6.258212877792378,52.69607843137255,1610612758,81,86,2022-11-03T01:24:50Z,5080000,-13.0,6.0,1,left,K. Huerter running Layup (17 PTS) (T. Davis 1 AST),"[1628989, 1629056]",1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,17.0,T. Davis,1629056.0,1.0,,,,,,,,,,
514,PT08M44.00S,2022-11-03T01:24:49.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.02825229960578,41.911764705882355,1610612748,81,86,2022-11-03T01:24:54Z,5110000,-40.0,126.0,1,right,MISS B. Adebayo 13' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.21,Missed,,,,,,,,,,,,,,,,,,
515,PT08M41.00S,2022-11-03T01:24:52.3Z,4,REGULAR,rebound,defensive,[],1629056,,,1610612758,81,86,2022-11-03T01:24:54Z,5120000,,,0,,T. Davis REBOUND (Off:0 Def:2),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,514.0,2.0,2.0,0.0,,,,,,,,,,,,,,
516,PT08M34.00S,2022-11-03T01:24:59.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,14.536793692509855,48.77450980392157,1610612758,81,88,2022-11-03T01:25:06Z,5130000,6.0,84.0,1,left,D. Sabonis 8' turnaround Hook (18 PTS) (T. Davis 2 AST),"[1627734, 1629056]",1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,8.43,Made,,,,,18.0,T. Davis,1629056.0,2.0,,,,,,,,,,
518,PT08M34.00S,2022-11-03T01:25:06.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,81,88,2022-11-03T01:25:06Z,5150000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M34.00S,2022-11-03T01:27:17.2Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,81,88,2022-11-03T01:27:49Z,5160000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M34.00S,2022-11-03T01:27:17.2Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,81,88,2022-11-03T01:27:49Z,5170000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M13.00S,2022-11-03T01:28:21.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,89.17542706964521,46.07843137254902,1610612748,83,88,2022-11-03T01:28:26Z,5180000,-20.0,49.0,1,right,T. Herro driving Layup (15 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,,,,,15.0,,,,,,,,,,,,,
