actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
91,PT04M56.00S,2023-01-25T00:49:18.8Z,1,REGULAR,2pt,Jump Shot,[],203506,22.683968462549277,24.264705882352942,1610612748,14,16,2023-01-25T00:49:28Z,860000,False,129.0,161.0,1,left,MISS V. Oladipo 20' turnaround fadeaway Shot,[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,turnaround fadeaway,Mid-Range,16-24 Right Center,20.59,Missed,,,,,,,,,,,,,,,,,
92,PT04M55.00S,2023-01-25T00:49:19.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,14,16,2023-01-25T00:49:28Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,Mid-Range,16-24 Right Center,,,91.0,,,,,,,,,,,,,,,,
93,PT04M54.00S,2023-01-25T00:49:25.8Z,1,REGULAR,foul,personal,[],1628369,,,1610612748,14,16,2023-01-25T00:49:36Z,880000,False,,,0,,J. Tatum loose ball personal FOUL (1 PF),"[1628369, 1631115]",1610612738.0,BOS,202901.0,Tatum,J. Tatum,loose ball,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Robinson,1631115.0,,,,,
95,PT04M45.00S,2023-01-25T00:49:58.4Z,1,REGULAR,foul,personal,[],1630573,,,1610612748,14,16,2023-01-25T00:50:07Z,900000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1629216]",1610612738.0,BOS,202026.0,Hauser,S. Hauser,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,0.0,Vincent,1629216.0,,,,,
97,PT04M40.00S,2023-01-25T00:50:19.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612748,14,16,2023-01-25T00:50:41Z,920000,False,,,0,,S. Hauser personal FOUL (2 PF) (Vincent 2 FT),"[1630573, 1629216]",1610612738.0,BOS,202026.0,Hauser,S. Hauser,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,0.0,Vincent,1629216.0,,,,,
99,PT04M40.00S,2023-01-25T00:50:42.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629216,,,1610612748,15,16,2023-01-25T00:50:42Z,940000,False,,,0,,G. Vincent Free Throw 1 of 2 (1 PTS),[1629216],1610612748.0,MIA,,Vincent,G. Vincent,,,,,Made,,,,,1.0,,,,,,,,,,,,
100,PT04M40.00S,2023-01-25T00:50:55.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629216,,,1610612748,16,16,2023-01-25T00:50:55Z,950000,False,,,0,,G. Vincent Free Throw 2 of 2 (2 PTS),[1629216],1610612748.0,MIA,,Vincent,G. Vincent,,,,,Made,,,,,2.0,,,,,,,,,,,,
101,PT04M22.00S,2023-01-25T00:51:17.1Z,1,REGULAR,3pt,Jump Shot,[],1629684,92.46057818659659,1.4705882352941175,1610612738,16,19,2023-01-25T00:51:22Z,960000,False,-243.0,18.0,1,right,G. Williams 24' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1629684, 1630202]",1610612738.0,BOS,,Williams,G. Williams,,Left Corner 3,24+ Left,24.33,Made,,,,,3.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
103,PT04M09.00S,2023-01-25T00:51:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,18.610381077529567,51.9607843137255,1610612748,16,19,2023-01-25T00:51:36Z,980000,False,-10.0,122.0,1,left,MISS T. Herro 12' turnaround fadeaway Shot,[1629639],1610612748.0,MIA,,Herro,T. Herro,turnaround fadeaway,In The Paint (Non-RA),8-16 Center,12.28,Missed,,,,,,,,,,,,,,,,,
104,PT04M09.00S,2023-01-25T00:51:31.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,16,19,2023-01-25T00:51:36Z,990000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,In The Paint (Non-RA),8-16 Center,,,103.0,,,,,,,,,,,,,,,,
106,PT03M55.00S,2023-01-25T00:51:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630573,89.43823915900131,50.98039215686274,1610612738,16,19,2023-01-25T00:51:56Z,1010000,False,5.0,47.0,1,right,MISS S. Hauser Jump Shot,[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,
107,PT03M53.00S,2023-01-25T00:51:53.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,16,19,2023-01-25T00:51:56Z,1020000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,Lowry,K. Lowry,,In The Paint (Non-RA),0-8 Center,,,106.0,2.0,2.0,0.0,,,,,,,,,,,,,
108,PT03M48.00S,2023-01-25T00:51:58.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",200768,7.703679369250986,53.67647058823529,1610612748,18,19,2023-01-25T00:52:19Z,1030000,False,-18.0,20.0,1,left,K. Lowry driving Layup (2 PTS),[200768],1610612748.0,MIA,,Lowry,K. Lowry,driving,Restricted Area,0-8 Center,2.71,Made,,,,,2.0,,,,,,,,,,,,
109,PT03M30.00S,2023-01-25T00:52:17.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,93.24901445466492,97.30392156862744,1610612738,18,22,2023-01-25T00:54:12Z,1040000,False,237.0,11.0,1,right,G. Williams 3PT  (6 PTS) (B. Griffin 1 AST),"[1629684, 201933]",1610612738.0,BOS,,Williams,G. Williams,,Right Corner 3,24+ Right,23.68,Made,,,,,6.0,B. Griffin,201933.0,1.0,,,,,,,,,
111,PT03M21.00S,2023-01-25T00:52:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,17.95335085413929,50.245098039215684,1610612748,20,22,2023-01-25T00:52:35Z,1060000,False,-1.0,116.0,1,left,V. Oladipo 11' driving floating Jump Shot (2 PTS),[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,driving floating,In The Paint (Non-RA),8-16 Center,11.63,Made,,,,,2.0,,,,,,,,,,,,
112,PT03M21.00S,2023-01-25T00:52:33.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630202,,,1610612748,20,22,2023-01-25T00:52:56Z,1070000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Oladipo 1 FT),"[1630202, 203506]",1610612738.0,BOS,2003.0,Pritchard,P. Pritchard,shooting,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Oladipo,203506.0,,,,,
119,PT03M21.00S,2023-01-25T00:52:45.3Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,20,22,2023-01-25T00:53:49Z,1085000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,
120,PT03M21.00S,2023-01-25T00:52:45.3Z,1,REGULAR,substitution,out,[],1630202,,,1610612748,20,22,2023-01-25T00:53:49Z,1087500,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2023-01-25T00:52:45.3Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,20,22,2023-01-25T00:53:49Z,1088750,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,
122,PT03M21.00S,2023-01-25T00:52:45.3Z,1,REGULAR,substitution,in,[],1628382,,,1610612748,20,22,2023-01-25T00:53:49Z,1089375,False,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,
114,PT03M21.00S,2023-01-25T00:52:57.4Z,1,REGULAR,freethrow,1 of 1,[],203506,,,1610612748,20,22,2023-01-25T00:53:02Z,1090000,False,,,0,,MISS V. Oladipo Free Throw 1 of 1,[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,,,,,Missed,,,,,,,,,,,,,,,,,
115,PT03M20.00S,2023-01-25T00:52:58.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,20,22,2023-01-25T00:58:26Z,1100000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,Williams,G. Williams,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,
116,PT03M10.00S,2023-01-25T00:53:14.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631115,,,1610612738,20,22,2023-01-25T00:53:25Z,1110000,False,,,0,,O. Robinson personal FOUL (1 PF) (Tatum 2 FT),"[1631115, 1628369]",1610612748.0,MIA,202026.0,Robinson,O. Robinson,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,,,
118,PT03M10.00S,2023-01-25T00:53:43.1Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,20,23,2023-01-25T00:53:43Z,1130000,False,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,Made,,,,,7.0,,,,,,,,,,,,
123,PT03M10.00S,2023-01-25T00:53:51.4Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,20,24,2023-01-25T00:53:51Z,1140000,False,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,Made,,,,,8.0,,,,,,,,,,,,
124,PT02M53.00S,2023-01-25T00:54:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,9.411957950065702,37.745098039215684,1610612748,20,24,2023-01-25T01:00:16Z,1150000,False,61.0,36.0,1,left,MISS V. Oladipo 7' turnaround Shot - blocked,"[203506, 1630573]",1610612748.0,MIA,,Oladipo,V. Oladipo,turnaround,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,Hauser,1630573.0,,
125,PT02M53.00S,2023-01-25T00:54:09.7Z,1,REGULAR,block,,[],1630573,,,1610612748,20,24,2023-01-25T00:54:12Z,1160000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
126,PT02M53.00S,2023-01-25T00:54:09.7Z,1,REGULAR,rebound,offensive,[],203506,,,1610612748,20,24,2023-01-25T00:54:16Z,1170000,False,,,0,,V. Oladipo REBOUND (Off:1 Def:0),[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,,In The Paint (Non-RA),0-8 Center,,,124.0,1.0,0.0,1.0,,,,,,,,,,,,,
127,PT02M47.00S,2023-01-25T00:54:17.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629216,9.411957950065702,70.58823529411765,1610612748,20,24,2023-01-25T00:54:26Z,1180000,False,-103.0,36.0,1,left,MISS G. Vincent 10' pullup Shot,[1629216],1610612748.0,MIA,,Vincent,G. Vincent,pullup,Mid-Range,8-16 Left,10.9,Missed,,,,,,,,,,,,,,,,,
128,PT02M47.00S,2023-01-25T00:54:17.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,20,24,2023-01-25T00:54:26Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,Mid-Range,8-16 Left,,,127.0,,,,,,,,,,,,,,,,
129,PT02M47.00S,2023-01-25T00:54:36.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201933,,,1610612748,20,24,2023-01-25T00:54:57Z,1200000,False,,,0,,B. Griffin loose ball personal FOUL (1 PF) (Robinson 2 FT),"[201933, 1631115]",1610612738.0,BOS,202026.0,Griffin,B. Griffin,loose ball,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Robinson,1631115.0,,,,,
131,PT02M47.00S,2023-01-25T00:55:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,24,2023-01-25T00:55:03Z,1220000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M47.00S,2023-01-25T00:57:58.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631115,,,1610612748,20,24,2023-01-25T00:57:58Z,1230000,False,,,0,,MISS O. Robinson Free Throw 1 of 2,[1631115],1610612748.0,MIA,,Robinson,O. Robinson,,,,,Missed,,,,,,,,,,,,,,,,,
133,PT02M47.00S,2023-01-25T00:57:58.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,20,24,2023-01-25T00:57:58Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,132.0,,,,,,,,,,,,,,,,
134,PT02M47.00S,2023-01-25T00:58:10.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631115,,,1610612748,21,24,2023-01-25T00:58:10Z,1250000,False,,,0,,O. Robinson Free Throw 2 of 2 (1 PTS),[1631115],1610612748.0,MIA,,Robinson,O. Robinson,,,,,Made,,,,,1.0,,,,,,,,,,,,
135,PT02M26.00S,2023-01-25T00:58:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630573,92.72339027595268,95.34313725490196,1610612738,21,24,2023-01-25T00:58:40Z,1260000,False,227.0,16.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,Right Corner 3,24+ Right,22.73,Missed,,,,,,,,,,,,,,,,,
136,PT02M20.00S,2023-01-25T00:58:38.6Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612748,21,24,2023-01-25T00:58:40Z,1270000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612748.0,MIA,,Robinson,O. Robinson,,Right Corner 3,24+ Right,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,
137,PT02M12.00S,2023-01-25T00:58:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,27.020367936925098,17.15686274509804,1610612748,24,24,2023-01-25T00:58:51Z,1280000,False,164.0,201.0,1,left,M. Strus 25' 3PT  (8 PTS) (K. Lowry 2 AST),"[1629622, 200768]",1610612748.0,MIA,,Strus,M. Strus,,Above the Break 3,24+ Right Center,25.99,Made,,,,,8.0,K. Lowry,200768.0,2.0,,,,,,,,,
139,PT01M53.00S,2023-01-25T00:59:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,92.32917214191852,1.4705882352941175,1610612738,24,24,2023-01-25T00:59:12Z,1300000,False,-243.0,20.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,Left Corner 3,24+ Left,24.34,Missed,,,,,,,,,,,,,,,,,
140,PT01M51.00S,2023-01-25T00:59:08.7Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612748,24,24,2023-01-25T00:59:32Z,1310000,False,,,0,,O. Robinson REBOUND (Off:0 Def:2),[1631115],1610612748.0,MIA,,Robinson,O. Robinson,,Left Corner 3,24+ Left,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,
141,PT01M43.00S,2023-01-25T00:59:16.1Z,1,REGULAR,3pt,Jump Shot,[],203506,33.459264126149804,46.81372549019608,1610612748,24,24,2023-01-25T01:44:02Z,1320000,False,16.0,262.0,1,left,MISS V. Oladipo 26' pullup 3PT,[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,pullup,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,
142,PT01M42.00S,2023-01-25T00:59:21.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,24,24,2023-01-25T00:59:21Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,Above the Break 3,24+ Center,,,141.0,,,,,,,,,,,,,,,,
144,PT01M38.00S,2023-01-25T00:59:37.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,8.492115637319317,97.54901960784314,1610612748,27,24,2023-01-25T00:59:41Z,1350000,False,-238.0,27.0,1,left,M. Strus 3PT  (11 PTS) (K. Lowry 3 AST),"[1629622, 200768]",1610612748.0,MIA,,Strus,M. Strus,,Left Corner 3,24+ Left,23.93,Made,,,,,11.0,K. Lowry,200768.0,3.0,,,,,,,,,
146,PT01M19.00S,2023-01-25T01:00:01.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,27,24,2023-01-25T01:00:12Z,1370000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629622, 1628369]",1610612748.0,MIA,2003.0,Strus,M. Strus,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,,,
148,PT01M19.00S,2023-01-25T01:00:25.6Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,27,25,2023-01-25T01:00:25Z,1390000,False,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,Made,,,,,9.0,,,,,,,,,,,,
149,PT01M19.00S,2023-01-25T01:00:27.1Z,1,REGULAR,substitution,out,[],200768,,,1610612738,27,25,2023-01-25T01:00:42Z,1400000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,
150,PT01M19.00S,2023-01-25T01:00:27.1Z,1,REGULAR,substitution,out,[],1631115,,,1610612738,27,25,2023-01-25T01:00:42Z,1410000,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,
151,PT01M19.00S,2023-01-25T01:00:27.1Z,1,REGULAR,substitution,out,[],201933,,,1610612738,27,25,2023-01-25T01:00:42Z,1420000,False,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,
152,PT01M19.00S,2023-01-25T01:00:27.1Z,1,REGULAR,substitution,in,[],1628389,,,1610612738,27,25,2023-01-25T01:00:42Z,1430000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,
153,PT01M19.00S,2023-01-25T01:00:27.1Z,1,REGULAR,substitution,in,[],1629312,,,1610612738,27,25,2023-01-25T01:00:42Z,1440000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,
154,PT01M19.00S,2023-01-25T01:00:27.1Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,27,25,2023-01-25T01:00:42Z,1450000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,
155,PT01M19.00S,2023-01-25T01:00:54.2Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,27,26,2023-01-25T01:00:54Z,1460000,False,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,Made,,,,,10.0,,,,,,,,,,,,
156,PT01M07.00S,2023-01-25T01:01:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,17.608409986859396,50.268075980392155,1610612748,27,26,2023-01-25T01:01:19Z,1470000,False,-1.0,113.0,1,left,MISS V. Oladipo 11' driving floating Shot,[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,driving floating,In The Paint (Non-RA),8-16 Center,11.3,Missed,,,,,,,,,,,,,,,,,
157,PT01M03.00S,2023-01-25T01:01:12.8Z,1,REGULAR,rebound,defensive,[],1628382,,,1610612738,27,26,2023-01-25T01:01:19Z,1480000,False,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628382],1610612738.0,BOS,,Jackson,J. Jackson,,In The Paint (Non-RA),8-16 Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,
158,PT00M59.00S,2023-01-25T01:01:18.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.88764783180025,60.78431372549019,1610612738,27,29,2023-01-25T01:44:30Z,1490000,False,54.0,249.0,1,right,J. Tatum 25' 3PT pullup (13 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,pullup,Above the Break 3,24+ Center,25.52,Made,,,,,13.0,,,,,,,,,,,,
159,PT00M47.70S,2023-01-25T01:01:38.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628382,,,1610612748,27,29,2023-01-25T01:01:50Z,1500000,False,,,0,,J. Jackson personal FOUL (1 PF) (Strus 2 FT),"[1628382, 1629622]",1610612738.0,BOS,202901.0,Jackson,J. Jackson,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,0.0,Strus,1629622.0,,,,,
161,PT00M47.70S,2023-01-25T01:02:01.7Z,1,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,28,29,2023-01-25T01:02:01Z,1520000,False,,,0,,M. Strus Free Throw 1 of 2 (12 PTS),[1629622],1610612748.0,MIA,,Strus,M. Strus,,,,,Made,,,,,12.0,,,,,,,,,,,,
162,PT00M47.70S,2023-01-25T01:02:17.0Z,1,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,29,29,2023-01-25T01:02:17Z,1530000,False,,,0,,M. Strus Free Throw 2 of 2 (13 PTS),[1629622],1610612748.0,MIA,,Strus,M. Strus,,,,,Made,,,,,13.0,,,,,,,,,,,,
163,PT00M40.70S,2023-01-25T01:02:27.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.33311432325887,67.40196078431373,1610612738,29,29,2023-01-25T01:02:33Z,1540000,False,87.0,236.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,,Tatum,J. Tatum,step back,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,
164,PT00M35.50S,2023-01-25T01:02:32.5Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,29,29,2023-01-25T01:02:33Z,1550000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,Vincent,G. Vincent,,Above the Break 3,24+ Right Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,
165,PT00M31.90S,2023-01-25T01:02:36.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629312,4.681340341655716,96.32352941176471,1610612748,32,29,2023-01-25T01:02:42Z,1560000,False,-232.0,-8.0,1,left,H. Highsmith 3PT  (3 PTS) (G. Vincent 1 AST),"[1629312, 1629216]",1610612748.0,MIA,,Highsmith,H. Highsmith,,Left Corner 3,24+ Left,23.18,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,
167,PT00M18.10S,2023-01-25T01:03:02.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203506,,,1610612738,32,29,2023-01-25T01:03:11Z,1580000,False,,,0,,V. Oladipo shooting personal FOUL (2 PF) (Williams 2 FT),"[203506, 1629684]",1610612748.0,MIA,2003.0,Oladipo,V. Oladipo,shooting,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2.0,0.0,Williams,1629684.0,,,,,
169,PT00M18.10S,2023-01-25T01:03:22.2Z,1,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,32,29,2023-01-25T01:03:22Z,1600000,False,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,Williams,G. Williams,,,,,Missed,,,,,,,,,,,,,,,,,
170,PT00M18.10S,2023-01-25T01:03:22.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,29,2023-01-25T01:03:22Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,169.0,,,,,,,,,,,,,,,,
173,PT00M18.10S,2023-01-25T01:03:22.2Z,1,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,32,30,2023-01-25T01:04:29Z,1640000,False,,,0,,G. Williams Free Throw 2 of 2 (7 PTS),[1629684],1610612738.0,BOS,,Williams,G. Williams,,,,,Made,,,,,7.0,,,,,,,,,,,,
171,PT00M18.10S,2023-01-25T01:03:25.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612748,32,30,2023-01-25T01:06:27Z,1655000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,
172,PT00M18.10S,2023-01-25T01:03:25.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612748,32,30,2023-01-25T01:06:27Z,1662500,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,White,D. White,,,,,,,,,,,,,,,,,,,,,,
174,PT00M01.10S,2023-01-25T01:04:06.4Z,1,REGULAR,2pt,Jump Shot,[],1629622,9.280551905387648,89.2156862745098,1610612748,32,30,2023-01-25T01:09:25Z,1666250,False,-196.0,35.0,1,left,MISS M. Strus 19' fadeaway Shot,[1629622],1610612748.0,MIA,,Strus,M. Strus,fadeaway,Mid-Range,16-24 Left,19.91,Missed,,,,,,,,,,,,,,,,,
175,PT00M00.10S,2023-01-25T01:04:07.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,32,30,2023-01-25T01:09:25Z,1668125,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,Mid-Range,16-24 Left,,,174.0,,,,,,,,,,,,,,,,
176,PT00M00.00S,2023-01-25T01:04:19.3Z,1,REGULAR,period,end,[],0,,,1610612748,32,30,2023-01-25T01:04:19Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-01-25T01:04:32.2Z,2,REGULAR,substitution,out,['startperiod'],203506,,,1610612748,32,30,2023-01-25T01:07:29Z,1680000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-01-25T01:04:32.2Z,2,REGULAR,substitution,out,['startperiod'],1628382,,,1610612748,32,30,2023-01-25T01:07:29Z,1690000,False,,,0,,SUB out: J. Jackson,[1628382],1610612738.0,BOS,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-01-25T01:04:32.2Z,2,REGULAR,substitution,in,['startperiod'],1629639,,,1610612748,32,30,2023-01-25T01:07:29Z,1700000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-01-25T01:04:32.2Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612748,32,30,2023-01-25T01:07:29Z,1710000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-01-25T01:07:45.6Z,2,REGULAR,period,start,[],0,,,1610612738,32,30,2023-01-25T01:07:45Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
